age_CE,KR0118B_raw,KR0119A_raw,KR0120A_raw,KR0121B_raw,KR0122B_raw,KR0123B_raw,KR0124B_raw,KR0125A_raw,KR0126B_raw,KR0128A_raw,KR0129B_raw,KR0130B_raw,KR0133B_raw,KR0135B_raw,KR0137B_raw,KR0140A_raw,KR0141B_raw,KR0142B_raw,KR0143A_raw,KR0144A_raw,KR0149A_raw,KR0150A_raw,KR0151B_raw,KR0152B_raw,KR0154A_raw,KR0155B_raw,KR0156B_raw,KR0118B_raw_outlier_flag,KR0119A_raw_outlier_flag,KR0120A_raw_outlier_flag,KR0121B_raw_outlier_flag,KR0122B_raw_outlier_flag,KR0123B_raw_outlier_flag,KR0124B_raw_outlier_flag,KR0125A_raw_outlier_flag,KR0126B_raw_outlier_flag,KR0128A_raw_outlier_flag,KR0129B_raw_outlier_flag,KR0130B_raw_outlier_flag,KR0133B_raw_outlier_flag,KR0135B_raw_outlier_flag,KR0137B_raw_outlier_flag,KR0140A_raw_outlier_flag,KR0141B_raw_outlier_flag,KR0142B_raw_outlier_flag,KR0143A_raw_outlier_flag,KR0144A_raw_outlier_flag,KR0149A_raw_outlier_flag,KR0150A_raw_outlier_flag,KR0151B_raw_outlier_flag,KR0152B_raw_outlier_flag,KR0154A_raw_outlier_flag,KR0155B_raw_outlier_flag,KR0156B_raw_outlier_flag
1907,0.56,1.21,0.83,0.66,0.68,1.87,0.38,0.76,0.61,0.67,0.63,0.98,1.42,0.73,0.59,0.47,1.02,1.4,1.89,0.9,0.92,0.52,1.81,0.87,0.99,1.04,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1908,0.34,1.15,0.79,0.52,0.43,1.84,0.34,0.83,0.57,0.62,0.62,1.33,1.1,0.57,0.57,0.22,0.84,1.27,1.63,0.81,1.08,0.4,1.74,0.47,0.73,1.29,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1909,0.46,1.01,0.44,0.48,0.35,1.47,0.37,0.93,0.58,0.46,0.58,1.25,1.03,0.62,0.48,0.19,0.66,1.09,2.06,0.89,1.08,0.48,1.18,0.65,0.63,0.9,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1910,0.39,0.76,0.52,0.21,0.23,1.37,0.36,1.09,0.34,0.33,0.84,0.45,0.66,0.27,0.11,0.32,0.64,0.83,1.34,0.52,0.77,0.33,0.94,0.83,0.35,0.8,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1911,0.48,0.83,0.59,0.94,0.49,1.76,0.32,0.96,0.69,0.48,0.77,1.32,1.15,0.45,0.52,0.38,1.13,2.18,1.55,0.88,1.04,0.58,1.82,0.79,1.09,1.37,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1912,0.4,1.02,0.84,1.03,0.24,1.4,0.28,0.78,0.36,0.75,0.81,1.25,1.5,0.86,0.52,0.21,0.78,2.88,1.59,0.91,1.22,0.62,1.91,0.8,1.31,1.03,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1913,0.55,0.72,0.84,0.76,0.18,1.03,0.2,0.79,0.41,0.4,1.16,1.18,1.26,0.76,0.45,0.44,0.74,2.62,1.45,1.12,1.21,0.87,2.13,0.63,1.06,1.04,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1914,0.51,1.27,0.88,0.89,0.42,1.58,0.28,0.98,0.49,0.21,1.19,1.47,1.38,0.97,0.47,0.91,0.92,1.9,1.38,1.26,1.3,0.85,1.86,0.54,1.22,1.31,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1915,0.63,1.54,0.85,0.74,0.46,1.64,0.31,0.7,0.53,0.28,0.67,1.57,1.25,1,0.56,1.33,0.72,1.92,1.5,1.23,0.95,0.77,1.7,0.63,1.15,1.2,0.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1916,0.58,1.05,0.72,0.7,0.42,2.37,0.32,0.65,0.79,0.37,0.78,1.44,1.03,0.86,0.52,1.61,0.79,1.64,1.52,1.25,0.89,0.61,1.81,0.62,0.55,1.26,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1917,0.74,1.13,0.66,0.56,0.32,2.18,0.22,0.65,0.93,0.38,0.68,1.01,0.99,0.65,0.54,1.44,0.73,1.91,1.2,1.04,1.12,0.45,1.88,0.71,1.23,1.34,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1918,0.3,1.23,0.88,0.8,0.46,1.62,0.22,0.62,1.04,0.27,0.7,1.13,0.99,0.76,0.55,1.3,0.8,1.67,1.3,0.92,1.08,0.49,1.91,0.62,1.04,1,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1919,0.37,0.99,0.67,0.58,0.44,1.4,0.18,0.57,0.76,0.21,0.76,0.91,0.65,0.51,0.44,1.61,0.86,1.94,1.42,0.68,0.71,0.5,1.56,0.45,0.67,0.88,0.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1920,0.31,1.14,0.64,0.85,0.54,1.81,0.21,0.71,1.13,0.35,0.7,0.94,1.12,0.65,0.46,1.98,0.88,1.61,1.22,0.8,1.1,0.6,1.45,0.72,0.97,0.93,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1921,0.34,0.74,0.62,0.72,0.29,1.25,0.11,0.71,0.84,0.26,0.65,0.75,0.66,0.68,0.45,1.7,0.19,1.69,0.93,0.68,0.84,0.57,1.27,0.33,0.54,0.79,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1922,0.52,1.11,0.72,0.74,0.36,1.12,0.11,0.55,0.69,0.28,0.82,0.84,0.95,0.57,0.65,2.21,0.97,1.55,1.38,0.76,1.26,0.68,2.06,0.6,0.67,0.99,0.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,0.27,1.01,0.72,0.79,0.44,1.09,0.2,0.49,0.63,0.44,1,0.95,0.84,0.89,0.71,1.82,0.92,2.04,1.76,0.87,0.87,0.72,2.12,0.72,0.84,1.15,0.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1924,0.36,1.06,0.63,0.57,0.43,1.19,0.15,0.46,0.67,0.37,0.84,0.8,0.46,0.7,0.62,1.38,0.88,2.21,1.6,0.75,0.83,0.65,2.1,0.59,0.78,0.99,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,0.29,0.86,0.63,0.68,0.49,1.33,0.16,0.55,0.52,0.33,1.03,1.18,0.68,0.64,0.61,1.53,1.09,2.24,1.55,0.86,0.73,0.69,2.45,0.67,0.54,0.98,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,0.15,1.17,0.69,0.66,0.61,1.26,0.2,0.53,0.65,0.29,1.05,0.98,0.78,0.87,0.51,1.59,1.1,2.17,1.49,0.81,0.78,0.54,2.29,0.37,0.49,0.88,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,0.29,1.02,0.69,0.63,0.64,1.29,0.24,0.6,0.73,0.35,0.96,1.1,0.55,1.05,0.48,1.35,0.82,2.6,1.48,0.84,0.61,0.93,1.63,0.54,0.56,0.88,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1928,0.24,1.44,0.7,0.58,0.71,1.59,0.28,0.69,0.66,0.33,0.79,1.29,0.65,0.91,0.41,1.69,0.79,2.27,1.86,0.66,0.84,0.89,1.67,0.74,0.76,0.87,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,0.27,1.27,0.31,0.67,0.78,1.38,0.44,0.64,0.85,0.35,0.87,1.27,0.37,0.8,0.47,1.7,0.94,1.77,1.63,0.69,0.68,0.85,1.49,0.71,0.54,0.93,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,0.41,1.29,0.79,0.63,0.61,1.59,0.42,0.48,0.78,0.41,0.88,0.93,0.43,0.62,0.45,1.57,1.01,1.65,1.77,0.82,0.7,0.66,2.25,0.55,0.7,0.87,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1931,0.36,1.29,1.07,0.73,0.47,1.88,0.37,0.71,0.87,0.61,0.97,1.8,0.48,1.07,0.48,1.44,0.99,2.31,1.52,0.88,0.83,0.64,3.16,0.66,0.75,1.05,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1932,0.19,1.23,0.7,0.61,0.64,1.75,0.27,0.99,0.9,0.36,1.21,1.96,0.51,0.89,0.33,1.25,0.94,1.55,1.5,0.79,0.93,0.69,3.17,0.41,0.34,0.74,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1933,0.25,0.67,0.46,0.55,1.24,1.3,0.18,0.83,0.9,0.24,0.83,1.23,0.49,0.64,0.31,0.59,0.89,1.22,1.12,0.59,0.78,0.53,1.83,0.42,0.5,0.71,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1934,0,0.69,0.41,0.41,0.3,0.69,0.11,0.31,0.44,0.13,0.87,0.65,0.37,0.53,0.22,0.5,0.41,0.92,0.54,0.34,0.68,0.38,0.83,0.37,0.34,0.76,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1935,0.49,0.86,0.68,0.66,0.39,1.28,0.16,0.55,0.57,0.35,1.21,1.18,0.63,0.68,0.39,0.48,0.97,1.28,1.37,0.47,1.25,0.76,1.44,0.56,0.48,1.06,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1936,0.35,0.74,0.41,0.58,0.33,1.46,0.11,0.23,0.24,0.38,1.04,1.05,0.46,0.92,0.35,0.47,0.54,1.74,1.03,0.3,1.05,0.69,1.17,0.51,0.31,0.66,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1937,0.44,0.76,0.4,0.48,0.25,1.38,0.15,0.26,0.42,0.43,1.27,1.53,0.48,1.08,0.52,0.83,0.89,2.34,0.93,0.81,1.65,0.5,1.36,0.56,0.34,0.9,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1938,0.57,0.7,0.33,0.29,0.39,1.3,0.24,0.3,0.33,0.37,1.03,1.23,0.59,0.9,0.51,0.73,0.83,1.92,1.15,0.71,1.51,0.38,1.34,0.75,0.37,0.78,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1939,0.42,0.99,0.38,0.88,0.4,1.52,0.33,0.41,0.32,0.45,0.64,1.02,0.42,0.78,0.49,0.79,0.92,2.1,1.15,0.66,1.52,0.34,1.08,0.59,0.38,0.85,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1940,0.91,1.26,0.63,0.6,0.43,1.88,0.75,0.42,0.41,0.33,0.84,0.87,0.53,0.82,0.45,0.97,1.39,1.21,1.43,0.46,1.71,0.32,1.56,0.47,0.55,1.04,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1941,0.69,1.23,0.57,0.71,0.56,2.01,0.66,0.47,0.66,0.45,1.2,0.87,0.59,0.97,0.73,0.9,1.54,1.85,1.44,0.4,1.57,0.5,1.82,0.9,0.52,1.23,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,0.7,1.04,0.56,0.48,0.59,1.9,0.35,0.38,0.78,0.43,0.77,1.31,0.66,1.04,0.56,0.63,1.32,2.53,1.16,0.59,1.44,0.43,1.84,1.19,0.55,1.28,1.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,0.62,0.93,0.35,0.6,0.54,1.41,0.23,0.23,0.71,0.34,0.64,1,0.62,0.66,0.49,0.59,1.34,1.45,1.28,0.54,1.32,0.3,1.28,0.99,0.43,0.97,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1944,0.68,0.98,0.39,0.78,0.57,2.11,0.32,0.44,0.94,0.54,1.34,1.12,0.53,0.97,0.71,0.57,1.78,1.52,1.1,0.55,1.54,0.47,1.89,1.14,0.5,1.29,1.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,1.05,1.26,0.69,0.8,0.53,1.97,0.38,0.51,1.07,0.57,1.24,0.99,0.62,1,0.59,0.53,1.4,1.73,2.19,0.52,1.57,0.63,1.92,0.91,0.42,1.15,1.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,1.04,1.09,0.41,0.53,0.6,1.75,0.36,0.38,1.02,0.42,1.23,0.56,0.48,0.7,0.19,0.49,1.1,1.6,1.41,0.64,1.7,0.34,1.41,0.86,0.32,0.79,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,0.96,0.96,0.2,0.67,0.23,1.7,0.38,0.37,0.87,0.36,1.19,0.99,0.58,1.23,0.42,0.71,0.99,1.32,1.37,0.68,1.26,0.52,1.48,1.3,0.32,1.01,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,1.03,1.22,0.73,1.03,0.78,2.15,0.5,0.48,0.81,0.67,1.31,1.62,0.79,1.44,0.67,0.98,1.23,1.54,1.73,0.83,1.83,0.83,2.13,1.65,0.51,1.42,1.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,0.86,1.19,0.62,0.97,0.56,1.63,0.31,0.4,0.92,0.66,1.28,1.02,0.75,1.18,0.66,1.15,1.25,2.27,1.44,0.75,1.45,0.75,1.52,1.26,0.45,1.16,1.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,1.15,1.09,0.84,1.2,0.68,1.97,0.35,0.37,1.14,0.71,1.28,1.39,0.98,1.4,0.79,1.88,1.35,2.37,2,0.9,1.41,0.89,1.59,1.68,0.48,1.45,1.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,0.65,0.63,0.49,0.77,0.51,1.14,0.28,0.2,0.73,0.48,0.78,0.62,0.65,0.66,0.29,1.28,0.93,1.22,1.47,0.64,0.66,0.42,0.9,1.41,0.43,0.88,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,0.87,0.95,0.57,0.93,0.68,1.44,0.45,0.23,0.75,0.48,0.92,0.99,0.84,1.07,0.42,1.67,1.39,2.12,1.69,0.97,0.93,0.58,1.34,1.55,0.45,0.93,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,0.77,0.99,0.45,0.67,0.45,1.04,0.31,0.19,0.72,0.45,1.05,0.98,0.69,0.93,0.36,1.16,1.17,1.51,0.89,1.01,0.64,0.62,1.34,1.2,0.26,0.9,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
