age_CE,633011_raw,633012_raw,633021_raw,633022_raw,633041_raw,633042_raw,633061_raw,633062_raw,633071_raw,633072_raw,633081_raw,633082_raw,633091_raw,633092_raw,633101_raw,633102_raw,633011_raw_outlier_flag,633012_raw_outlier_flag,633021_raw_outlier_flag,633022_raw_outlier_flag,633041_raw_outlier_flag,633042_raw_outlier_flag,633061_raw_outlier_flag,633062_raw_outlier_flag,633071_raw_outlier_flag,633072_raw_outlier_flag,633081_raw_outlier_flag,633082_raw_outlier_flag,633091_raw_outlier_flag,633092_raw_outlier_flag,633101_raw_outlier_flag,633102_raw_outlier_flag
1909,NA,NA,8.03,7.23,NA,NA,5.84,5.26,NA,2.54,6.59,4.81,NA,4.78,4.22,4.49,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1910,NA,NA,5.79,5.49,NA,NA,5.55,5.86,NA,3.5,5.13,2.86,NA,4.09,4.62,4.37,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1911,NA,NA,6.03,6.09,NA,NA,6.37,6.59,NA,4.51,5.21,4.07,NA,4.86,5.25,5.47,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1912,NA,NA,8.17,6.56,NA,NA,8.68,9,NA,3.71,6.5,5.8,NA,5.82,6.42,5.92,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1913,NA,NA,9.76,7.36,NA,NA,7.98,8.38,NA,4.64,5.67,3.24,NA,6.49,7.74,7.05,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1914,NA,NA,8.81,7.08,6.86,NA,5.68,6.25,4.12,4.39,4.68,3.8,NA,4,6.86,6.09,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1915,NA,NA,8.24,6.93,6.23,NA,4.78,5.64,5.27,5.56,4.26,5.18,7.21,3.9,6.64,4.51,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1916,NA,NA,8.95,7.02,8.08,NA,7.22,7.61,5.77,5.94,5.97,2.87,4.99,6.12,7.7,5.73,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1917,NA,5.59,7.83,7.13,5.85,NA,4.56,5.48,4.72,4.18,3.39,3.6,2.6,5.25,4.67,4.61,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1918,NA,5.79,7.54,5.46,5.38,NA,4.52,5.75,5.28,4.44,4.99,3.26,2.86,4.54,4.23,3.65,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1919,NA,6.14,8.81,8.46,5.27,NA,3.56,4.48,6.3,4.95,3.68,3.7,4.09,4.97,4.99,2.58,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1920,NA,8.54,8.16,5.73,7.18,6.93,4,5.28,6.22,5.54,4.52,2.58,5.03,6.96,5.81,3.39,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1921,NA,10.43,9.88,8.05,9.19,7.75,7.37,7.27,7.28,7.92,6.9,5.41,6.52,7.02,7.11,5.49,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1922,NA,7.5,8.6,6.94,5.61,6.8,4.2,4.81,6.76,6.08,2.45,2.45,3.87,4.62,5.89,3.63,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,NA,7.34,5.99,5.65,6.97,6.99,4.38,4.63,7.11,5.53,4.18,2.82,3.55,3.67,3.04,2.98,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1924,NA,6.32,6.82,6.07,5.16,6.6,3.83,4.8,7.3,5.01,2.44,2.46,4.08,3.7,4.03,2.62,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,NA,7.03,4.55,3.99,5.03,6.43,4.54,3.98,8.35,6.74,4.4,2.81,4.42,5.85,3.44,2.13,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,NA,8.33,5.32,5.02,4.46,6.09,3.59,4.08,7.44,5.75,3.07,2.9,4.86,6.95,3.74,2.87,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,NA,7.87,6.78,5.99,5.14,6.87,4.41,4.75,7.48,7.55,4.75,2.79,5.52,5.67,3.96,2.74,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1928,NA,6.78,7.43,7.82,5.3,5.83,2.65,3.67,6.6,6.12,3.92,3.09,5.31,4.88,4.59,3.23,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,NA,6.67,6.18,5.98,5.52,5.36,2.57,3.31,6.37,3.96,2.65,1.99,5.51,5.03,5.22,3.12,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,NA,6.46,4.4,4.1,6.46,5.23,3.41,4.73,5.92,2.02,3.51,2.59,5.23,5.5,5.19,3.11,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1931,10.12,8.66,6.85,6.87,7.25,7.42,3.11,3.63,5.34,3.79,2.7,2.38,6.41,6.37,4.86,4.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1932,9.94,8.56,9.03,5.74,4.9,5.16,3.39,4.45,5.59,2.84,2.86,3.29,5.6,5.19,5.81,4.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1933,10.26,8.53,7.13,4.29,5.24,6.53,4.69,4.29,5.83,4.22,3.64,2.45,5.15,4.77,6.76,4.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1934,9.69,6.02,7.35,5.18,5.3,5.82,3.42,3.9,4.15,2.93,3.73,3.62,5.58,4.23,6.48,3.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1935,8.38,5.61,4.81,2.93,4.56,5.39,2.87,2.89,3.19,2.2,3.06,2.42,3.97,3.29,4.32,2.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1936,8.55,5.85,2.55,2.37,3.47,5.05,2.49,3.34,2.75,1.87,3.15,2.23,4.3,3,2.97,3.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1937,9,7.53,3.82,3.82,4.86,7.17,2.26,3.12,4.86,3.43,2.88,2.11,5.65,4.05,5.53,2.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1938,6.71,6.49,4.7,4.23,3.79,4.8,2.22,3.34,3.98,3.78,3.56,2.42,4.88,3.33,3.42,3.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1939,5.84,6.97,5.04,6.71,4.65,5.91,2.24,3.24,3.78,2.94,1.85,1.8,5,3.38,4.59,3.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1940,7.4,7.16,2.87,4.25,4.17,5.15,3.43,3.16,5.9,5.02,3.39,2.54,6.39,5.28,3.77,5.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1941,6.82,8,2.28,2.86,5.22,6.19,3.31,4.28,6.4,4.62,3.34,3.61,7.38,5.71,4.46,4.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,5.85,7.6,5.08,3.74,4.98,6.25,3.47,3.32,8.27,4.46,3.24,2.23,8.03,5.56,4.9,7.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,5.53,7.53,4.64,4.23,4.84,5.94,3.69,4.57,7.69,5.63,2.83,3.87,7.97,5.98,6.96,4.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1944,5.19,6.38,5.18,3.25,4.8,6.57,2.78,2.46,6.56,5.49,3.43,2.41,7.63,4.66,5.55,3.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,4.19,6.37,3.39,2.94,4.22,4.75,2.67,2.46,4.48,5.44,1.44,1.72,5.4,2.88,3.6,2.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,6.14,6.5,5.07,4.13,4.43,6.39,3.57,3.11,7.28,7.14,2.58,2.3,7.22,5.1,4.5,3.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,4.71,4.69,2.85,2.84,4.2,5.07,2.39,2.59,4.24,3.86,2.39,1.37,4.78,2.77,3.63,2.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,6.48,6.31,3.45,3.82,5.77,6.59,3.01,2.87,7.3,6.17,2.02,2.03,6.84,4.48,4.02,3.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,4.81,4.3,2.83,2.59,4.07,5.55,3.16,3.06,3.75,4.68,2.7,2.36,5.5,3.93,3.47,2.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,6.99,4.15,3.28,4.05,4.4,4.52,2.47,2.38,5.16,7.24,2.25,1.45,5.18,4.08,3.85,2.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,7.45,3.9,3.71,2.96,4.81,4.27,2.78,2.72,4.13,4.86,2.14,2.72,4.7,3.42,3.07,3.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,9.95,3.79,2.43,3.14,4.72,4.36,3.13,2.16,5.13,4.47,2.98,2.46,4.92,3.42,2.88,2.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,7.35,5.2,3.25,3.16,5.74,5.76,3.15,3.48,5.16,6.94,1.68,2.38,6.72,6.13,1.53,3.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,8.61,5.42,3.92,4.46,6.71,6.25,3.96,3.2,7.25,6.88,2.98,2.81,6.52,5.56,3.08,2.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,5.05,4.97,3.22,3.11,6.01,6.31,3.31,4.13,4.2,6.73,2.17,1.82,4.86,3.39,2.83,3.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,5.6,5.72,1.61,2.42,4.91,5.69,2.25,2.29,3.8,2.93,1.72,2.28,4.59,2.3,2.74,2.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,6.26,4.45,2.04,3.67,4.07,3.52,1.33,1.56,4.15,3.93,1.09,1.81,6.13,4.05,2.54,2.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,5.92,3.36,2.2,2.7,4.77,4.96,2.23,2.59,4.89,7.18,1.58,1.6,4.85,3.86,2.51,2.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,7.23,4.51,3.85,4.51,5.05,5.35,2.52,2.45,3.74,5.75,2.48,2.81,5,3.59,3.2,2.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,5.97,4.21,5.14,3.98,5.84,5.69,1.91,2.62,5.99,5.66,3.64,2.61,8.01,6.49,3.92,3.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,5.06,3.75,2.95,3.16,5.67,4.78,2.13,1.99,4.34,5.06,2.29,2.6,5.94,4.36,4.6,2.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,4.17,3.02,1.82,2.27,5.23,4.2,1.88,2.21,6.79,5.38,2.51,1.99,4.62,3.01,3.13,2.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,4.53,2.88,3.27,3.99,5.94,4.24,3.37,3.24,7.09,5.81,2.87,3.04,5.31,4.37,2.68,2.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,3.82,3.7,3.1,2.72,5.26,4.73,1.84,3.04,4.1,5.27,1.82,1.97,4.14,3.13,2.79,3.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,3.16,2.5,1.67,2.75,3.49,4.43,2.51,2.31,4.41,3.88,1.59,0.9,3.9,2.56,3.61,2.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,4.13,3.37,1.75,2.28,4.11,3.84,2.88,2.96,5.31,4.81,2.01,1.75,4.75,3.68,3.9,2.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,4.13,2.8,1.69,2.23,3.55,3.87,1.61,1.71,3.1,3.58,1.21,1.24,4.31,3.62,3.37,1.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,4.75,2.68,1.89,2.35,3.63,3.46,1.48,2.05,3.44,3.32,2.48,1.64,3.85,2.58,3.48,2.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,3.77,2.6,1.99,2.32,3.39,3.39,1.73,1.98,3.37,3.61,1.67,1.29,4.44,3.42,3.93,2.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,4.35,2.29,1.59,1.65,3.36,3.45,1.36,1.4,2.65,2.36,1.44,1.15,3.46,1.69,2.94,2.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,2.5,2.37,1.97,1.97,4.01,4.4,2.05,1.82,4.61,4.19,1.2,1.42,3.58,2.19,3.72,1.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,3.17,3.22,3.39,2.3,3.72,5.27,2.16,2.2,4.24,4.71,1.54,1.24,5.69,3.97,3.87,2.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,4.49,2.49,4.32,4.2,3.61,4.97,1.76,2.21,5.01,5.92,1.92,1.4,4.59,3.11,4.02,2.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,7.27,2.52,4.13,3.71,4.04,5.36,2.45,2.27,5.37,5.69,1.32,1.49,4.11,2.38,4.51,3.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,4.42,2.21,3.1,3.07,3.48,3.84,2.34,2.41,3.89,4.95,1.55,1.22,2.84,2.18,3.5,2.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
