# Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#----------------------------------------------------------------------- 
#               World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available),
# and date accessed when using these downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6316
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-recon-6316.json
#   Study_Level_JSON_Description: JSON metadata of this file's parent study, which includes all study metadata.
#
# Data_Type: Climate Reconstructions
#
# Dataset_DOI: 10.25921/jrak-de20
#
# Science_Keywords: Streamflow Reconstruction
#-------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/colorado/treeflow/soplatte1-noaa.txt
#   Data_Download_Description: NOAA Template File; South Platte River at South Platte Streamflow Reconstruction
#
# Original_Source_URL: 
#   Original_Source_Description: 
#
#-------------------
# Contribution_Date
#   Date: 2005-10-01
#-------------------
# File_Last_Modified_Date
#   Date: 2025-06-12
#-------------------
# Title
#   Study_Name: Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#-------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Lukas, J.J.; Webb, R.S.
#-------------------
# Description_Notes_and_Keywords
#   Description: Tree-ring-based reconstructions of streamflow at 22 gaging stations in the South Platte River, Arkansas River, Colorado River , and Rio Grande basins of Colorado, USA. For details see the TreeFlow website at: http://treeflow.info/
#-------------------
# Publication
#   Authors: Woodhouse, C.A. and J.J. Lukas
#   Journal_Name: Climatic Change
#   Published_Title: Multi-Century Tree-Ring Reconstructions of Colorado Streamflow for Water Resource Planning.
#   Published_Date_or_Year: 2006-10-01
#   Volume: 78
#   Issue: 2-4
#   Pages: 293-315
#   Report_Number: 
#   DOI: 10.1007/s10584-006-9055-0
#   Full_Citation: 
#   Abstract: Water resource management requires knowledge of the natural variability in streamflow over multiple time scales. Reconstructions of streamflow derived from moisture-sensitive trees extend, in both time and magnitude, the variability provided by relatively short gage records. In this study, we present a network of 14 annual streamflow reconstructions, 300–600 years long, for gages in the Upper Colorado and South Platte River basins in Colorado generated from new and existing tree-ring chronologies. Gages for the reconstruction were selected on the basis of their importance to two of the largest Colorado Front Range water providers, who provided the natural flow data for the calibration with tree-ring data. The reconstruction models explain 63–76% of the variance in the gage records and capture low flows particularly well. Analyses of the reconstructions indicate that the 20th century gage record does not fully represent the range of streamflow characteristics seen in the prior two to five centuries. Multi-year drought events more severe than the 1950s drought have occurred, notably in the 19th century, and the distribution of extreme low flow years is markedly uneven over the past three centuries. When the 14 reconstructions are grouped into Upper Colorado, northern South Platte, and southern South Platte regional flow reconstructions, the three time series show a high degree of coherence, but also time-varying divergences that may reflect the differential influence of climatic features operating in the western U.S. These reconstructions are currently being used by water managers to assess the reliability of water supply systems under a broader range of conditions than indicated by the gage records alone.
#-------------------
# Funding_Agency
#   Funding_Agency_Name: US National Oceanic and Atmospheric Administration (NOAA)
#   Grant_Number: Office of Global Programs, GC02-046, Regional Integrated Sciences and Assessment Program
#-------------------
# Site_Information
#   Site_Name: South Platte River at South Platte
#   Location: Colorado
#   Northernmost_Latitude: 39.40917
#   Southernmost_Latitude: 39.40917
#   Easternmost_Longitude: -105.1694
#   Westernmost_Longitude: -105.1694
#   Elevation_m: 1853
#-------------------
# Data_Collection
#   Collection_Name: S Platte R. at S Platte streamflow Woodhouse2006
#   First_Year: 1634
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m: 
#   Parameter_Keywords: streamflow
#   Notes: 
#-------------------
# Chronology_Information
#   Chronology:
#-------------------
# Variables 
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Variables format: shortname <tab> what,material,error,units,seasonality,data_type,detail,method, C(har) or N(umeric) data,additional information
## Year	age,,,year Common Era,,climate reconstructions;tree ring,,,N,
## Recon	streamflow,,,acre foot,Oct-Sep,climate reconstructions;tree ring,,,N,
## Gage	streamflow,,,acre foot,Oct-Sep,instrumental,,,N,
#-------------------------------
# Data: 
# Missing_Values: NA
Year	Recon	Gage
1895	393305	NA
1896	150740	NA
1897	312970	NA
1898	242081	NA
1899	173047	NA
1900	313136	NA
1901	198269	NA
1902	119960	NA
1903	351680	NA
1904	241934	NA
1905	343912	NA
1906	248080	NA
1907	439937	NA
1908	149053	NA
1909	382176	NA
1910	198114	NA
1911	230383	NA
1912	400495	NA
1913	223448	NA
1914	422114	NA
1915	292544	NA
1916	262745	262257
1917	372675	353943
1918	284623	347790
1919	300926	327513
1920	269803	369026
1921	529993	642548
1922	201074	288270
1923	301115	399886
1924	393541	388139
1925	166647	184946
1926	445550	430504
1927	231087	262161
1928	462301	277303
1929	229789	259441
1930	358022	318374
1931	255426	237936
1932	174555	174794
1933	327005	318299
1934	191276	156166
1935	234654	212297
1936	253585	340955
1937	287344	205738
1938	372793	387867
1939	226391	273678
1940	187045	130805
1941	397118	310248
1942	532980	669430
1943	270463	236543
1944	266851	266597
1945	251408	293766
1946	159439	202068
1947	519892	425379
1948	348213	436277
1949	377340	500653
1950	145227	171788
1951	241471	232172
1952	341131	297186
1953	200115	212031
1954	134186	107071
1955	224639	159693
1956	185455	177710
1957	434590	482559
1958	359922	281412
1959	194622	188259
1960	305522	251501
1961	229391	256293
1962	369547	296898
1963	120733	104389
1964	199382	161166
1965	475509	438423
1966	170442	151352
1967	228951	192035
1968	223080	233682
1969	364197	379360
1970	387179	617264
1971	284377	297806
1972	178490	230315
1973	346494	534641
1974	211099	251906
1975	292803	302290
1976	196715	224766
1977	146312	149640
1978	246227	157376
1979	376924	327506
1980	263038	443749
1981	160463	140089
1982	283279	253534
1983	610966	549440
1984	352047	535571
1985	497345	481608
1986	327189	300783
1987	299235	410881
1988	186227	275358
1989	217049	243237
1990	247297	220728
1991	308480	237569
1992	242142	231408
1993	319026	224163
1994	235520	216288
1995	584232	513655
1996	338156	255077
1997	395836	322298
1998	301871	360989
1999	450790	437315
2000	201689	241060
2001	243528	213432
2002	74465	52728
