# Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#----------------------------------------------------------------------- 
#               World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available),
# and date accessed when using these downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6316
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-recon-6316.json
#   Study_Level_JSON_Description: JSON metadata of this file's parent study, which includes all study metadata.
#
# Data_Type: Climate Reconstructions
#
# Dataset_DOI: 10.25921/jrak-de20
#
# Science_Keywords: Streamflow Reconstruction
#-------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/colorado/treeflow/roarfork-noaa.txt
#   Data_Download_Description: NOAA Template File; Roaring Fork at Glenwood Springs Streamflow Reconstruction
#
# Original_Source_URL: 
#   Original_Source_Description: 
#
#-------------------
# Contribution_Date
#   Date: 2005-10-01
#-------------------
# File_Last_Modified_Date
#   Date: 2025-06-12
#-------------------
# Title
#   Study_Name: Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#-------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Lukas, J.J.; Webb, R.S.
#-------------------
# Description_Notes_and_Keywords
#   Description: Tree-ring-based reconstructions of streamflow at 22 gaging stations in the South Platte River, Arkansas River, Colorado River , and Rio Grande basins of Colorado, USA. For details see the TreeFlow website at: http://treeflow.info/
#-------------------
# Publication
#   Authors: Woodhouse, C.A. and J.J. Lukas
#   Journal_Name: Climatic Change
#   Published_Title: Multi-Century Tree-Ring Reconstructions of Colorado Streamflow for Water Resource Planning.
#   Published_Date_or_Year: 2006-10-01
#   Volume: 78
#   Issue: 2-4
#   Pages: 293-315
#   Report_Number: 
#   DOI: 10.1007/s10584-006-9055-0
#   Full_Citation: 
#   Abstract: Water resource management requires knowledge of the natural variability in streamflow over multiple time scales. Reconstructions of streamflow derived from moisture-sensitive trees extend, in both time and magnitude, the variability provided by relatively short gage records. In this study, we present a network of 14 annual streamflow reconstructions, 300–600 years long, for gages in the Upper Colorado and South Platte River basins in Colorado generated from new and existing tree-ring chronologies. Gages for the reconstruction were selected on the basis of their importance to two of the largest Colorado Front Range water providers, who provided the natural flow data for the calibration with tree-ring data. The reconstruction models explain 63–76% of the variance in the gage records and capture low flows particularly well. Analyses of the reconstructions indicate that the 20th century gage record does not fully represent the range of streamflow characteristics seen in the prior two to five centuries. Multi-year drought events more severe than the 1950s drought have occurred, notably in the 19th century, and the distribution of extreme low flow years is markedly uneven over the past three centuries. When the 14 reconstructions are grouped into Upper Colorado, northern South Platte, and southern South Platte regional flow reconstructions, the three time series show a high degree of coherence, but also time-varying divergences that may reflect the differential influence of climatic features operating in the western U.S. These reconstructions are currently being used by water managers to assess the reliability of water supply systems under a broader range of conditions than indicated by the gage records alone.
#-------------------
# Funding_Agency
#   Funding_Agency_Name: US National Oceanic and Atmospheric Administration (NOAA)
#   Grant_Number: Office of Global Programs, GC02-046, Regional Integrated Sciences and Assessment Program
#-------------------
# Site_Information
#   Site_Name:  Roaring Fork at Glenwood Springs
#   Location: Colorado
#   Northernmost_Latitude: 39.54361
#   Southernmost_Latitude: 39.54361
#   Easternmost_Longitude: -107.3289
#   Westernmost_Longitude: -107.3289
#   Elevation_m: 1744
#-------------------
# Data_Collection
#   Collection_Name:  Roaring Fork at Glenwood Springs streamflow Woodhouse2006
#   First_Year: 1402
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m: 
#   Parameter_Keywords: streamflow
#   Notes: 
#-------------------
# Chronology_Information
#   Chronology:
#-------------------
# Variables 
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Variables format: shortname <tab> what,material,error,units,seasonality,data_type,detail,method, C(har) or N(umeric) data,additional information
## Year	age,,,year Common Era,,climate reconstructions;tree ring,,,N,
## Recon	streamflow,,,acre foot,Oct-Sep,climate reconstructions;tree ring,,,N,
## Gage	streamflow,,,acre foot,Oct-Sep,instrumental,,,N,
#-------------------------------
# Data: 
# Missing_Values: NA
Year	Recon	Gage
1652	875777	NA
1653	793047	NA
1654	241270	NA
1655	1483853	NA
1656	753491	NA
1657	1073734	NA
1658	834680	NA
1659	1115133	NA
1660	1080638	NA
1661	1078694	NA
1662	1016419	NA
1663	772543	NA
1664	357692	NA
1665	1032000	NA
1666	680291	NA
1667	800959	NA
1668	462872	NA
1669	1407689	NA
1670	737553	NA
1671	815402	NA
1672	1217133	NA
1673	1141569	NA
1674	1171785	NA
1675	704064	NA
1676	1226204	NA
1677	1092344	NA
1678	1505971	NA
1679	1038548	NA
1680	1581772	NA
1681	973086	NA
1682	565392	NA
1683	1333728	NA
1684	714002	NA
1685	96296	NA
1686	689117	NA
1687	1034089	NA
1688	1103502	NA
1689	1356766	NA
1690	1024217	NA
1691	1037699	NA
1692	829561	NA
1693	1125846	NA
1694	928325	NA
1695	768950	NA
1696	928258	NA
1697	1126959	NA
1698	1342354	NA
1699	1136914	NA
1700	720422	NA
1701	1328750	NA
1702	1043272	NA
1703	696000	NA
1704	654110	NA
1705	1159921	NA
1706	871959	NA
1707	783232	NA
1708	822771	NA
1709	1138849	NA
1710	1005895	NA
1711	1100031	NA
1712	1141484	NA
1713	818615	NA
1714	295019	NA
1715	1074089	NA
1716	1080649	NA
1717	890864	NA
1718	1106761	NA
1719	1086882	NA
1720	1704432	NA
1721	852490	NA
1722	496912	NA
1723	600378	NA
1724	1092694	NA
1725	1363553	NA
1726	1480698	NA
1727	1054354	NA
1728	933937	NA
1729	489125	NA
1730	1081448	NA
1731	929624	NA
1732	897825	NA
1733	1119121	NA
1734	1351501	NA
1735	282718	NA
1736	613736	NA
1737	687131	NA
1738	1124702	NA
1739	1330024	NA
1740	624312	NA
1741	1347883	NA
1742	1112122	NA
1743	1340077	NA
1744	873268	NA
1745	1121638	NA
1746	1231204	NA
1747	1423943	NA
1748	331306	NA
1749	1337394	NA
1750	649180	NA
1751	1035579	NA
1752	833786	NA
1753	1354211	NA
1754	1078088	NA
1755	644664	NA
1756	550606	NA
1757	1028372	NA
1758	1134364	NA
1759	644988	NA
1760	1196535	NA
1761	1031615	NA
1762	1156230	NA
1763	529329	NA
1764	1058501	NA
1765	428320	NA
1766	1214593	NA
1767	717855	NA
1768	1394607	NA
1769	1141741	NA
1770	818261	NA
1771	1124643	NA
1772	770821	NA
1773	492227	NA
1774	926759	NA
1775	960998	NA
1776	719472	NA
1777	574841	NA
1778	725173	NA
1779	983139	NA
1780	775212	NA
1781	927204	NA
1782	652828	NA
1783	1021283	NA
1784	1281175	NA
1785	1070436	NA
1786	605208	NA
1787	1281743	NA
1788	705414	NA
1789	690446	NA
1790	1480353	NA
1791	1074910	NA
1792	1268308	NA
1793	789452	NA
1794	690422	NA
1795	556655	NA
1796	1181131	NA
1797	1551258	NA
1798	363354	NA
1799	1244351	NA
1800	939590	NA
1801	935052	NA
1802	1124062	NA
1803	571617	NA
1804	740120	NA
1805	857372	NA
1806	673264	NA
1807	1000896	NA
1808	931541	NA
1809	871293	NA
1810	872100	NA
1811	1387442	NA
1812	1097920	NA
1813	782975	NA
1814	604290	NA
1815	981321	NA
1816	1147565	NA
1817	1128430	NA
1818	997782	NA
1819	940906	NA
1820	701504	NA
1821	1208179	NA
1822	782330	NA
1823	1221561	NA
1824	390906	NA
1825	758997	NA
1826	1186189	NA
1827	884680	NA
1828	1394393	NA
1829	508991	NA
1830	875895	NA
1831	1059657	NA
1832	1241886	NA
1833	762585	NA
1834	510018	NA
1835	915372	NA
1836	969669	NA
1837	1392211	NA
1838	1201943	NA
1839	1180013	NA
1840	1300791	NA
1841	1096450	NA
1842	741028	NA
1843	1277949	NA
1844	769860	NA
1845	246631	NA
1846	457571	NA
1847	533290	NA
1848	1079038	NA
1849	1596512	NA
1850	1403069	NA
1851	167435	NA
1852	1138243	NA
1853	1425415	NA
1854	1050652	NA
1855	599406	NA
1856	964687	NA
1857	841333	NA
1858	1085549	NA
1859	942821	NA
1860	1136249	NA
1861	324159	NA
1862	1743355	NA
1863	1115088	NA
1864	1014605	NA
1865	1155418	NA
1866	1609029	NA
1867	1572724	NA
1868	1050204	NA
1869	979368	NA
1870	867602	NA
1871	413068	NA
1872	1311634	NA
1873	1035503	NA
1874	803949	NA
1875	789617	NA
1876	1067628	NA
1877	658792	NA
1878	782782	NA
1879	170823	NA
1880	810387	NA
1881	827410	NA
1882	607200	NA
1883	785807	NA
1884	1226119	NA
1885	1217230	NA
1886	924072	NA
1887	584958	NA
1888	800612	NA
1889	554543	NA
1890	966417	NA
1891	1138857	NA
1892	956954	NA
1893	767844	NA
1894	754402	NA
1895	1322279	NA
1896	423730	NA
1897	1129125	NA
1898	837792	NA
1899	850062	NA
1900	955138	NA
1901	814089	NA
1902	284649	NA
1903	1121393	NA
1904	735403	NA
1905	1190692	NA
1906	1273018	NA
1907	1191370	1327709
1908	718748	871747
1909	1132125	1312553
1910	890348	NA
1911	1169454	NA
1912	1220891	1635698
1913	923277	1013214
1914	1423227	1844665
1915	838175	748474
1916	1188215	1230654
1917	1283893	1462950
1918	1046813	1361585
1919	905786	913773
1920	1188550	1355154
1921	1419673	1284699
1922	995737	1072155
1923	1150212	1236180
1924	1048534	989718
1925	828738	980051
1926	1211094	991824
1927	1152954	1175823
1928	1052096	1104638
1929	1089382	1212910
1930	1032715	949411
1931	799231	550845
1932	1245735	1146716
1933	1019281	953868
1934	606805	502531
1935	932610	922151
1936	875710	1078631
1937	1053864	826422
1938	1141942	1244907
1939	901250	809417
1940	759613	620397
1941	1211931	901562
1942	1189379	1022139
1943	1036807	986337
1944	950344	923581
1945	819220	945439
1946	778290	842256
1947	1239126	1195003
1948	1009833	1111950
1949	1219837	1001022
1950	808911	836362
1951	893751	922758
1952	1184874	1295583
1953	796619	845494
1954	398599	508631
1955	876966	701124
1956	950974	757669
1957	1161328	1559672
1958	1016083	924116
1959	553511	781565
1960	1022441	818982
1961	633835	670849
1962	1335488	1201524
1963	784617	589755
1964	792964	755827
1965	1278493	1220403
1966	780349	719299
1967	839809	794727
1968	750964	867020
1969	1125016	889100
1970	966255	1102645
1971	982744	1040144
1972	906702	878991
1973	1201553	1036667
1974	910564	883763
1975	1090059	982173
1976	877270	778542
1977	327229	391400
1978	1214580	937051
1979	1142501	1184308
1980	988470	1065999
1981	501149	608573
1982	1032687	1066028
1983	1383383	1356974
1984	1303489	1642268
1985	1350829	1380273
1986	1326708	1317465
1987	1074916	942886
1988	684925	681632
1989	823139	678445
1990	662748	617777
1991	1038169	852866
1992	922006	689572
1993	1247348	1263366
1994	609721	814777
1995	1406735	1533522
1996	1090883	1146243
1997	1169672	1329170
1998	1042596	1112138
1999	974567	929502
