,State,Species,Elev,Tree,Tag,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950,1949,1948,1947,1946,1945,1944,1943,1942,1941,1940,1939,1938,1937,1936,1935,1934,1933,1932,1931,1930,1929,1928,1927,1926,1925,1924,1923,1922,1921,1920,1919,1918,1917,1916,1915,1914,1913,1912,1911,1910,1909,1908,1907,1906,1905,1904,1903,1902,1901,1900,1899,1898,1897,1896,1895,1894,1893,1892,1891,1890,1889,1888,1887,1886,1885,1884,1883,1882,1881,1880,1879,1878,1877,1876,1875
38,CO,ABLA,M,04L,ABLA-M-04L,0.285,2.3225,1.8785,1.9215,1.8585,2.049,1.9945,2.164,2.4325,1.794,1.812,2.4195,2.397,2.194,2.1785,2.2515,2.214,2.482,2.4035,2.077,2.2565,2.358,2.6065,2.7445,2.8085,2.924,3.287,3.5825,3.088,3.039,2.8265,2.773,2.646,2.224,2.7335,2.38,2.0615,1.9665,2.228,2.1135,2.0015,1.744,1.174,1.9465,2.573,1.3785,0.7675,0.521,0.6415,0.6085,0.4755,0.506,0.487,0.6625,0.6475,0.7835,0.678,0.519,0.6575,0.9745,0.9425,0.7825,0.27,0.339,0.3195,0.3825,0.4985,0.4455,0.636,0.815,0.6025,0.664,0.679,0.385,0.4105,0.424,0.4605,0.417,0.3855,0.6325,0.539,0.425,0.4825,0.5925,0.534,0.521,0.667,0.3775,0.3045,0.3065,0.3685,0.9685,0.4075,0.4475,0.526,0.4185,0.7995,0.2655,0.2115,0.2125,0.3055,0.2175,0.324,0.17,0.3535,0.239,0.4895,0.215,0.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,CO,ABLA,M,05H,ABLA-M-05H,0.16,1.6975,1.5325,1.532,1.5,1.8075,1.709,1.932,1.416,1.585,1.416,1.711,2.3405,2.4415,2.6725,2.636,1.926,2.1775,2.3965,1.85,1.479,2.557,2.823,3.015,2.471,3.0045,3.021,3.337,2.775,3.3555,2.4705,2.9835,3.007,1.708,2.6185,2.4645,2.4335,2.397,2.7845,1.853,1.8415,2.7685,1.967,2.12,2.204,2.2915,2.135,3.0005,1.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,CO,ABLA,M,05L,ABLA-M-05L,0.26,2.2205,2.313,2.347,2.5765,2.812,2.5805,2.6055,2.454,2.0865,1.859,3.11,3.7235,3.598,3.457,3.2275,2.74,3.021,3.33,2.764,2.8275,3.5475,3.4505,3.836,3.0675,2.8525,3.2585,4.0135,4.212,3.626,3.556,3.1765,2.3635,2.381,1.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,CO,ABLA,M,06H,ABLA-M-06H,0.1395,0.971,1.0685,1.175,1.462,1.438,1.3035,1.2435,1.454,1.077,0.991,0.861,1.2375,1.312,1.447,1.155,1.132,0.9725,1.132,1.041,1.207,1.1925,1.2805,0.881,1.0435,1.188,1.32,1.248,1.079,1.1685,1.0305,0.9615,0.8235,0.8055,1.325,1.197,0.945,1.239,1.64,1.0425,1.0915,0.8265,0.7295,1.17,1.429,1.0915,1.1505,1.347,1.256,1.112,1.198,1.061,0.931,1.0485,0.902,1.0615,0.989,0.86,1.0565,1.184,1.0935,0.897,0.958,1.103,1.296,1.4475,1.482,1.232,1.5215,1.446,1.455,1.365,1.429,1.52,1.2995,1.5235,1.3635,1.237,1.2545,1.3845,1.513,1.6805,1.6375,1.515,1.5665,1.4585,1.722,1.7535,2.1615,1.7655,1.7675,1.7135,1.4655,1.3245,1.686,1.2535,1.217,0.9695,1.1425,1.361,1.607,1.3935,1.718,1.4855,1.3245,1.7425,1.5735,1.323,1.615,0.951,0.951,0.761,0.824,0.908,0.949,1.261,1.093,0.61,0.967,1.016,1.14,1.455,1.59,1.184,1.021,1.311,1.431,1.796,1.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,CO,ABLA,M,06L,ABLA-M-06L,0.2025,1.1575,1.389,1.1585,1.1515,1.5075,1.5035,1.382,1.6145,1.274,1.155,1.5145,1.6095,1.699,1.5765,1.648,1.5615,1.534,1.7005,1.5765,1.888,1.99,1.5615,1.29,1.812,1.803,1.7115,1.601,1.492,1.517,1.238,1.2305,0.8685,0.927,1.293,1.219,1.177,1.397,1.909,1.568,1.72,1.179,0.598,0.68,0.938,0.5615,0.6245,0.593,0.585,0.644,0.7215,0.638,0.5235,0.6275,0.6705,0.623,0.5005,0.659,0.6315,0.5245,0.537,0.5425,0.6605,0.5565,0.7295,0.755,0.81,0.5885,0.9015,0.8465,0.8415,0.9005,0.9395,1.0075,0.9135,0.8145,0.731,0.7575,0.741,0.7875,0.807,0.915,0.9645,0.8895,0.8835,0.817,0.861,1.1535,1.3285,1.1965,1.2665,1.0765,1.0675,0.8815,1.4075,1.343,1.298,1.174,1.168,0.9285,0.904,0.8425,0.795,0.8115,0.8115,0.7725,0.8905,0.592,0.6455,0.8725,0.9715,0.8435,0.6515,0.678,0.634,0.843,0.568,0.63,0.827,0.665,0.602,0.733,0.819,0.851,0.992,1.254,1.727,1.804,1.439,0.917,1.234,1.256,1.515,1.04,0.922,1.239,1.353,0.146,NA
43,CO,ABLA,M,07H,ABLA-M-07H,0.379,1.7925,2.3585,1.933,2.521,2.5285,2.4515,2.399,2.3955,2.0295,2.1045,2.3415,2.4485,2.7415,3.148,3.073,2.3,2.2665,2.458,1.8815,2.5625,2.619,2.6005,2.198,2.2205,2.3275,2.178,2.206,2.1875,2.2535,1.8785,1.8335,1.5685,1.4695,1.618,1.399,1.214,1.4175,2.025,1.9185,1.7385,1.602,1.06,1.762,1.9025,1.4175,1.539,1.706,1.924,2.352,1.914,1.6685,1.4635,1.1675,1.014,0.706,0.405,0.249,0.31,0.259,0.287,0.307,0.2255,0.2165,0.279,0.4195,0.5845,0.5835,0.6445,0.735,0.5895,0.7655,0.7575,0.83,0.718,0.818,0.718,0.7325,0.7615,0.757,0.775,0.8775,0.796,0.849,0.896,0.8805,0.991,1.0975,1.1635,1.0285,1.3015,1.1945,1.1635,0.9475,0.9325,0.7895,0.8165,0.7695,0.741,0.859,0.699,0.644,0.5955,0.5875,0.5495,0.6795,0.7195,0.703,0.739,0.645,0.753,0.5475,0.8435,0.741,0.628,0.818,0.7035,0.5955,0.8475,0.6965,0.539,0.727,0.978,0.523,0.578,0.562,0.627,0.552,0.742,0.729,0.24,NA,NA,NA,NA,NA,NA,NA,NA
44,CO,ABLA,M,07L,ABLA-M-07L,0.299,2.8375,2.7115,2.653,2.636,3.2975,3.1245,2.787,3.0465,2.185,2.31,4.235,3.402,3.2335,3.2225,2.8365,2.2895,3.085,3.415,2.8655,3.8015,4.28,4.1495,2.8825,2.6315,3.2185,3.9155,4.4055,3.549,3.8195,3.957,3.2305,3.3,2.2405,2.6325,2.0755,1.7125,1.2505,1.4845,1.3825,1.407,1.8175,2.053,2.796,0.864,0.835,2.222,1.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,CO,ABLA,M,08H,ABLA-M-08H,0.138,1.447,1.8245,1.8395,1.991,2.1705,1.91,2.0155,1.946,1.4825,1.4105,1.782,1.886,2.134,2.2615,2.569,1.7645,1.521,1.6055,1.648,2.7155,2.711,2.72,2.198,2.549,3.012,2.804,3.087,2.5705,2.5055,2.295,2.2075,1.944,1.8075,2.2305,1.891,1.637,1.7955,2.7575,2.3855,2.4565,1.711,1.2685,2.6275,3.115,1.661,1.6715,2.084,1.5225,1.585,1.268,1.269,1.164,1.248,1.439,1.291,0.91,0.952,0.952,0.951,1.013,0.971,0.779,0.819,0.984,1.169,1.131,0.951,1.269,1.291,1.1,1.248,1.058,1.015,1.079,0.951,0.945,0.843,0.966,1.068,1.026,1.013,1.049,1.298,1.218,1.112,1.141,1.037,1.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,CO,ABLA,M,08L,ABLA-M-08L,0.16,1.3955,1.438,1.385,1.563,1.7415,1.681,1.682,1.904,1.432,1.368,1.666,1.748,2.223,2.1705,2.2655,1.947,2.064,2.245,1.9865,2.4185,2.3645,2.3755,2.0565,2.396,2.3985,2.3185,2.712,2.526,2.5865,2.301,2.1885,2.1805,2.1355,2.4375,2.237,2.089,2.269,2.8175,2.665,2.483,2.43,2.0645,3.0625,3.4035,2.8375,3.1415,3.3615,3.3645,3.5455,3.5055,3.116,3.1645,2.963,2.4805,2.204,1.9485,1.742,1.938,1.901,1.626,1.59,1.443,1.576,1.806,1.9365,2.095,1.877,1.986,2.011,1.9465,2.075,2.093,1.941,1.9845,2.2325,2.1365,1.8885,2.159,2.413,2.0325,1.969,2.178,2.3185,0.8875,1.937,1.907,1.787,1.604,1.513,1.671,1.361,1.527,1.318,1.708,1.609,1.382,1.155,1.155,1.099,1.376,1.135,1.053,1.13,0.804,1.097,1.02,0.746,0.879,1.022,1.024,1.092,1.081,0.937,0.833,0.695,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,CO,ABLA,M,09H,ABLA-M-09H,0.2615,1.7535,1.8535,1.7405,2.0265,1.7625,1.7735,1.9455,1.661,1.4535,1.355,1.869,1.8595,2.301,1.75,1.8855,1.6215,1.75,1.6885,1.8375,2.099,2.516,1.9425,1.782,2.246,2.322,2.2995,2.7175,2.265,2.248,1.987,2.275,1.944,1.6805,1.832,2.0805,1.9595,2.003,2.1165,2.1275,1.676,1.9735,1.8845,2.5275,3.2085,2.322,2.503,2.54,2.695,2.69,2.3395,1.9585,1.8415,1.92,2.138,1.9155,1.184,1.117,2.028,1.965,1.473,1.221,1.305,1.409,1.597,1.789,1.873,1.599,1.601,1.73,1.624,0.508,1.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,CO,ABLA,M,09L,ABLA-M-09L,0.181,1.327,1.1065,1.18,1.328,1.305,1.169,1.15,1.0955,0.739,0.7905,1.2135,1.1085,1.1525,1.057,1.195,0.962,1.258,1.163,1.172,1.394,1.3535,1.128,1.246,1.616,1.5605,1.513,1.3985,1.354,1.3065,1.2415,1.318,1.206,1.182,1.192,1.0675,0.9815,1.284,1.2975,1.2855,1.2365,0.8915,0.895,1.307,1.298,1.118,1.099,1.055,1.405,1.2315,1.385,1.4865,1.47,1.3535,1.452,1.642,1.4715,1.669,1.813,2.101,1.9735,1.8165,1.641,1.918,2.048,2.3775,2.1695,1.8955,2.1065,2.0355,1.8375,2.081,2.205,2.194,2.059,2.1795,1.301,1.678,1.931,2.383,2.341,2.412,2.176,2.041,1.511,1.721,1.765,2.299,2.433,2.189,2.13,1.923,2.349,2.114,2.495,2.262,1.926,2.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,CO,ABLA,M,10H,ABLA-M-10H,0.207,1.1125,1.325,1.114,1.153,1.1715,1.0375,0.997,1.157,1.083,0.9635,1.0135,1.4215,1.762,1.559,1.8005,1.2515,1.5545,1.643,1.563,1.8125,1.686,1.7515,1.8585,2.098,2.158,1.982,1.7025,1.461,1.5365,1.5075,1.488,1.048,1.0545,1.3595,1.359,1.1725,1.415,1.3665,1.136,1.113,1.0505,0.99,1.3695,1.425,1.1925,1.292,1.618,1.5695,1.4175,1.137,1.0065,0.98,1.0275,1.021,1.2175,1.1315,1.087,1.27,1.201,1.154,1.0245,0.9295,1.0795,1.263,1.2305,1.199,1.009,1.0275,1.072,0.9345,1.1665,0.665,1.2345,1.0695,1.5035,1.334,1.33,1.628,1.269,1.632,1.5185,1.699,1.7635,1.792,1.899,1.8,1.8895,2.0435,1.7745,1.7555,1.6085,1.808,1.6285,2.091,1.8135,1.723,1.1095,1.852,2.043,2.1645,3.106,2.3385,2.042,1.214,1.414,1.454,1.032,1.129,1.593,0.981,1.028,1.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,CO,ABLA,M,10L,ABLA-M-10L,0.2405,1.533,1.498,1.334,1.3485,1.401,1.3265,1.241,1.5175,1.257,1.6445,2.2985,2.1695,2.315,1.8795,1.898,1.8035,2.1105,2.2445,2.194,2.373,1.9515,2.317,2.991,2.9365,2.892,2.915,2.9365,2.4215,1.935,1.84,1.9245,1.616,1.171,1.1275,1.172,1.3315,1.6065,1.766,1.5745,1.584,1.31,1.489,1.826,1.7,1.6785,1.6165,1.8825,1.6585,1.4775,1.4675,1.5415,1.621,1.707,1.5815,1.4065,1.173,1.2335,1.4845,1.3995,1.588,1.63,1.199,1.342,1.5545,1.687,1.7095,1.5535,1.6635,1.4085,1.3235,1.5025,1.7755,1.744,1.4805,1.399,1.3885,1.321,1.6275,1.3585,1.3255,1.2855,1.2545,1.1955,1.295,1.4185,1.444,1.2625,1.2995,1.334,1.207,1.2815,1.293,0.946,0.962,0.9215,1.054,0.6095,1.2795,1.0225,1.084,1.261,1.4465,0.562,0.498,0.74,0.492,0.696,0.567,0.905,0.759,0.356,1.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,CO,ABLA,M,11H,ABLA-M-11H,0.2575,0.8485,0.9225,0.7235,1.0775,0.8435,1.0265,1.004,1.377,1.1275,0.976,1.0725,1.358,1.268,1.62,1.6275,1.4295,1.6475,1.605,1.4305,1.6925,2.042,1.784,2.0085,1.642,2.0745,2.167,2.2525,1.899,1.6475,1.8015,1.993,1.644,1.183,1.064,0.82,0.6855,0.76,0.558,0.506,0.453,0.412,0.5465,0.7755,0.7975,0.5605,0.665,0.923,0.7665,0.706,0.795,0.8135,0.739,0.7505,0.705,0.791,0.711,0.7815,0.8985,0.9055,0.879,0.8235,0.8455,0.971,1.073,1.1065,1.1705,1.0035,1.017,0.901,0.8895,1.2155,1.161,1.2225,1.042,0.955,1.2895,1.238,1.0585,0.9055,1.2475,1.448,1.5805,1.5005,1.614,1.3525,1.591,1.7545,1.907,1.655,1.6935,1.537,1.8515,1.4905,1.736,1.4975,1.49,1.8145,1.9035,2.2535,1.883,2.415,2.718,1.983,2.05,1.922,2.003,1.985,2.13,2.315,2.368,1.734,3.741,1.929,2.434,1.991,1.646,2.046,1.887,1.852,2.384,2.583,2.357,2.027,1.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,CO,ABLA,M,11L,ABLA-M-11L,0.368,1.1795,1.1445,0.968,1.189,1.046,1.1515,1.0975,1.024,0.763,0.8775,1.2635,1.3625,1.6585,1.715,1.831,1.5485,1.8195,1.6125,1.7585,2.0395,2.1515,2.137,2.408,2.6985,2.674,2.379,2.5085,2.5155,2.2085,1.819,1.7455,1.157,0.699,0.825,0.6835,0.9645,1.0305,0.8635,1.074,1.0255,1.1875,1.211,1.599,1.4965,1.005,0.993,1.5115,1.4365,1.2165,1.0285,1.1025,0.8885,0.915,0.7515,1.0565,0.9455,1.112,1.288,1.116,1.076,1.2545,1.322,1.4725,1.7055,1.903,1.5935,1.301,1.5465,1.328,1.167,1.555,1.586,1.27,1.388,1.64,1.5235,1.4215,1.5215,1.4165,1.6765,1.632,1.8515,1.777,1.693,1.7895,1.903,1.992,1.811,1.6195,1.6255,1.724,2.014,1.7515,1.889,1.6795,1.803,1.639,1.7945,1.835,2.0955,2.1765,2.3515,1.574,1.536,1.9195,1.8725,1.65,1.429,1.5775,1.629,1.339,1.599,1.5015,1.565,1.9005,1.4315,1.184,1.371,1.5585,0.914,1.695,2.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,CO,ABLA,M,12H,ABLA-M-12H,0.243,0.4485,0.4585,0.6595,0.877,0.749,0.5695,0.527,0.6595,0.474,0.422,0.373,0.558,0.6465,0.6565,0.7935,0.589,0.716,0.742,0.652,0.734,0.6985,0.6375,0.724,0.6065,0.654,0.839,0.8445,0.617,0.6405,0.6665,0.802,0.5925,0.64,0.7295,0.8175,0.476,0.5815,0.7065,0.5195,0.719,0.4555,0.586,0.8215,0.953,0.7805,0.662,0.8075,1.0025,0.917,0.6595,0.847,0.616,0.6125,0.4865,0.669,0.6695,0.522,0.65,0.4585,0.5315,0.6305,0.527,0.7115,0.9985,1.049,1.0095,0.988,0.9345,0.9415,0.7515,1.0005,1.056,0.94,0.8055,0.878,1.0195,1.056,1.1165,0.81,1.143,1.277,0.973,1.2525,1.318,0.977,1.2055,1.4305,1.1845,1.0615,1.564,1.2285,1.4485,1.538,1.568,1.2885,1.397,1.536,1.464,1.6715,1.7105,1.816,2.002,1.3425,1.3985,1.785,1.9975,1.804,1.7895,1.9555,2.324,1.78,2.0915,1.969,2.07,2.3685,2.4425,1.6765,2.0525,2.1635,2.2695,2.7825,2.128,2.915,4.363,4.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,CO,ABLA,M,12L,ABLA-M-12L,0.7075,3.125,2.963,2.996,3.4085,3.521,3.028,3.116,3.7005,3.3145,2.788,4.5685,4.1315,3.9455,4.219,4.2955,3.37,4.079,3.9185,3.4595,3.334,4.1635,4.5135,4.269,4.119,3.821,3.5675,4.38,4.2785,2.7635,3.077,3.6115,2.958,1.3165,1.8715,1.5935,1.7175,1.8475,1.276,2.5135,3.7905,2.405,1.449,2.007,3.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,CO,ABLA,M,13H,ABLA-M-13H,0.1285,0.468,0.583,0.469,0.5185,0.4525,0.3795,0.36,0.4205,0.339,0.3185,0.3585,0.41,0.462,0.451,0.5455,0.4425,0.5275,0.4985,0.5185,0.5375,0.5205,0.398,0.536,0.5375,0.629,0.5975,0.62,0.611,0.559,0.619,0.598,0.51,0.4775,0.613,0.592,0.5315,0.659,0.566,0.5245,0.5245,0.484,0.642,0.7465,0.8435,0.6115,0.6405,0.888,0.902,0.733,0.765,0.8145,0.6865,0.797,0.791,0.8945,0.8545,0.907,1.1465,1.029,1.028,0.95,1.1225,1.207,1.541,1.579,1.568,1.2895,1.4485,1.394,1.372,1.4835,1.693,1.6335,1.74,1.712,1.7265,1.705,2.156,1.9295,2.2605,1.9015,2.1405,2.028,1.9165,2.354,2.411,2.9645,2.921,2.2715,2.1965,2.2205,2.7435,2.326,2.592,2.2135,2.331,2.5535,2.4465,2.648,2.565,2.6025,3.164,2.6635,2.3905,2.439,2.536,1.518,1.6685,1.8435,1.921,1.5105,2.0705,2.1565,1.9935,2.1185,1.757,1.532,2.0295,1.8155,2.1895,2.43,3.254,3.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,CO,ABLA,M,13L,ABLA-M-13L,0.2855,0.757,0.817,0.8365,0.883,0.747,0.719,0.841,1.0625,0.8675,0.833,0.94,0.845,1.0255,0.941,1.1315,1.089,1.216,1.1495,1.007,1.246,1.1205,1.037,1.277,1.4,1.2905,1.1105,1.2255,1.0565,0.886,0.971,0.94,0.886,0.791,0.836,0.9235,0.813,0.991,0.917,1.0225,0.9585,1.023,1.0645,1.3795,1.4435,0.9795,1.012,1.412,1.466,1.0535,1.114,1.2325,1.073,1.2385,0.9955,1.456,1.2825,1.4085,1.513,1.427,1.409,1.431,1.272,1.354,1.6425,1.759,1.6215,1.2665,1.643,1.6345,1.4785,1.885,1.75,1.578,1.527,1.883,1.887,1.5685,1.639,1.3935,2.01,1.837,2.0645,2.0725,1.875,1.839,2.01,2.226,2.1815,1.907,2.0515,2.0745,2.375,2.067,2.545,2.324,2.227,2.005,2.1695,2.664,2.607,2.7735,2.9385,2.422,2.2495,2.547,2.3785,2.1145,2.331,2.4875,2.544,2.049,2.5265,2.559,2.4495,3.123,2.7795,1.517,2.179,2.203,1.563,2.077,2.366,1.726,2.511,1.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,CO,ABLA,M,14H,ABLA-M-14H,0.703,1.5775,1.8655,1.4755,1.653,1.7555,1.545,1.358,1.305,1.0635,0.981,0.9175,1.561,1.762,1.6775,1.878,1.3575,1.466,1.469,1.3405,1.5715,1.5925,1.6775,1.5725,1.776,1.945,1.9535,2.06,1.848,1.7105,1.806,1.9135,1.6595,1.4375,1.575,1.532,1.3825,1.3475,1.497,1.2845,1.474,1.3475,1.4215,1.6325,2.037,1.583,1.454,1.6125,1.6435,1.5695,1.3395,1.329,1.1235,1.309,1.163,1.352,1.3015,1.0435,1.3385,1.3805,1.3695,1.327,1.0755,1.212,1.4335,1.6545,1.6015,1.4215,1.497,1.588,2.0525,1.446,1.508,1.529,1.173,1.718,1.529,1.461,1.667,1.559,1.767,1.871,1.725,1.759,1.718,1.659,1.912,2.048,2.059,1.645,2.187,1.847,2.063,2.069,1.661,2.084,2.044,1.753,1.776,1.943,2.615,3.304,3.243,3.37,2.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,CO,ABLA,M,14L,ABLA-M-14L,0.2785,0.3345,0.39,0.3075,0.447,0.4035,0.319,0.4155,0.475,0.319,0.4195,0.3185,0.3905,0.3815,0.568,0.6455,0.539,0.5565,0.675,0.5805,0.8665,0.75,0.6755,0.7805,0.75,0.8545,0.8295,0.767,0.662,0.7445,0.775,0.711,0.534,0.618,0.8675,0.796,0.7225,0.8175,0.868,0.613,0.649,0.632,0.656,0.973,1.1875,0.684,0.711,1.0325,1.223,0.9105,0.9145,0.9585,0.7975,0.9525,0.914,0.946,0.676,0.748,0.75,0.633,0.542,0.5665,0.631,0.689,1.0455,1.0675,0.9905,0.845,1.0635,1.284,1.0195,0.8585,1.064,0.926,0.819,1.0825,1.08,1.2105,1.2675,0.8385,1.191,1.243,1.35,1.4505,1.441,1.531,1.853,1.8135,1.7865,1.5295,1.788,1.8825,2.101,2.009,2.1625,2.0265,2.4005,2.237,1.944,2.4135,2.1705,2.2945,2.4735,1.7805,1.9985,2.2745,2.461,2.274,2.3235,2.6045,2.199,1.539,2.334,1.683,1.8615,2.79,2.4385,1.7885,2.2465,1.761,1.7365,2.1145,2.7495,2.329,2.2795,2.6965,2.8555,2.587,3.622,4.084,4.081,2.703,NA,NA,NA,NA,NA,NA,NA
59,CO,ABLA,M,15H,ABLA-M-15H,0.2885,0.422,0.685,0.552,0.7225,0.789,0.695,0.7695,0.875,0.601,0.7165,0.6645,0.874,0.8835,0.774,0.74,0.6545,0.8215,1.0825,1.1605,1.3155,1.3985,1.5305,1.573,1.364,1.544,1.5335,1.601,1.0155,0.97,0.939,0.8465,0.7735,0.751,0.8285,0.7375,0.644,0.726,0.676,0.614,0.5895,0.5565,0.577,0.875,0.8885,0.672,0.674,0.793,0.75,0.6855,0.704,0.577,0.563,0.6045,0.585,0.752,0.692,0.7835,0.8775,0.6715,0.7745,0.7555,0.5885,0.7135,0.7625,0.845,0.805,0.783,0.803,0.8045,0.7765,0.925,1.055,0.96,0.906,1.127,1.1225,1.0665,1.37,0.8735,1.1585,1.0795,0.958,0.912,1.195,1.108,1.3025,1.272,1.476,1.1305,1.325,1.1795,1.333,1.2125,1.2955,1.1685,1.1995,1.362,1.233,1.483,1.6285,1.722,2.0225,1.3925,1.379,1.8225,1.5395,1.492,1.466,1.6495,1.7575,1.561,2.1735,2.1835,2.1025,2.242,2.158,1.795,2.313,2.029,1.972,1.759,2.273,1.812,1.706,1.957,1.858,2.313,2.887,1.821,2.56,2.571,2.702,1.762,1.743,2.818,2.31,2.582,0.907
