,State,Species,Elev,Tree,Tag,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950,1949,1948,1947,1946,1945,1944,1943,1942,1941,1940,1939,1938,1937,1936,1935,1934,1933,1932,1931,1930,1929,1928,1927,1926,1925,1924,1923,1922,1921,1920,1919,1918,1917,1916,1915,1914,1913,1912,1911,1910,1909,1908,1907,1906,1905,1904,1903,1902,1901,1900,1899,1898,1897,1896,1895,1894,1893,1892,1891,1890,1889,1888,1887,1886,1885,1884,1883,1882,1881,1880,1879,1878,1877,1876,1875
82,CO,ABLA,H,11L,ABLA-H-11L,0.1115,1.315,1.3545,1.218,1.3435,1.371,1.284,1.2015,1.318,1.192,1.331,1.4025,1.901,1.4425,1.283,1.361,1.297,1.3725,1.546,1.314,1.4545,1.3605,1.379,1.421,1.608,1.5325,1.467,1.5,1.522,1.476,1.232,1.2425,1.158,1.008,1.2675,1.245,1.1265,1.186,1.0935,1.1085,1.002,0.9375,1.056,1.557,1.8855,1.829,1.7115,1.743,1.4905,1.7985,1.6195,1.5035,1.4535,1.4965,1.557,1.4405,1.296,1.4595,1.444,1.4955,1.5565,1.4355,1.2695,1.2755,1.518,1.621,1.249,1.295,1.3125,1.3505,1.1155,1.0765,1.408,1.041,0.964,1.344,1.048,1.0095,1.241,0.859,0.995,0.85,1.2285,0.9375,0.813,0.8095,1.06,1.196,0.5695,0.489,0.6305,0.516,0.4095,0.3765,0.3055,0.2735,0.2225,0.181,0.1815,0.1975,0.268,0.206,0.247,0.24,0.262,0.383,0.519,0.5555,0.577,1.248,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,CO,ABLA,H,12H,ABLA-H-12H,0.0945,0.894,0.909,0.7365,1.2095,1.322,1.2165,1.1595,1.0105,0.627,0.5665,0.663,1.004,1.155,1.0085,0.937,0.6685,0.6595,0.6455,0.697,0.749,0.688,0.662,0.6115,0.804,0.921,0.9625,0.8895,0.7015,0.924,0.832,0.837,0.775,0.837,0.879,0.846,0.9615,0.993,0.7945,0.742,0.5635,0.7095,0.7805,1.061,1.2735,1.3085,1.518,1.658,1.324,1.3215,1.067,1.056,0.9145,0.914,1.1135,1.0925,1.1535,1.0575,1.222,0.9905,1.0625,0.9595,0.9505,1.0555,1.372,1.55,1.4155,1.181,1.1925,1.087,1.0025,1.162,1.3385,1.3165,1.161,1.3195,1.2125,1.2635,0.95,1.136,1.41,0.8205,1.1265,0.9485,0.6845,0.8535,1.2315,1.4675,1.072,1.0405,0.8645,1.097,0.9705,1.034,1.0425,1.253,1.1845,0.862,1.159,1.0785,1.2445,1.6845,1.449,0.8895,1.109,1.4205,1.4085,1.5325,5.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,CO,ABLA,H,12L,ABLA-H-12L,0.4755,1.9545,2.041,1.5745,2.548,2.369,1.923,1.7145,1.9235,1.664,1.828,1.8775,2.276,1.751,1.822,1.791,1.296,1.53,1.6785,1.3835,1.415,1.691,1.788,1.826,1.8085,2.1225,2.232,2.194,2.1255,1.81,2.0025,1.946,1.7575,1.4925,1.5755,1.2835,1.373,1.2355,1.0975,1.17,1.095,1.2005,1.5465,2.017,2.1805,1.948,1.7895,2.3355,1.709,1.7985,1.9405,2.14,1.977,2.169,2.0395,2.054,1.514,1.5375,1.542,1.202,0.73,1.279,0.896,0.7935,0.6925,0.7805,0.756,0.6515,0.689,0.561,0.4775,0.5825,0.5835,0.594,0.5915,0.5315,0.49,0.6135,0.693,0.538,0.4355,0.4355,0.425,0.4665,0.4255,0.405,0.396,0.407,0.407,0.438,0.318,0.27,0.4255,0.3125,0.282,0.261,0.2395,0.3235,0.3025,0.3945,0.4485,0.5415,0.3115,0.219,0.1875,0.251,0.335,0.386,0.716,0.8605,0.975,0.8055,0.7475,0.6935,0.4665,0.526,0.4575,0.383,0.474,0.445,0.351,0.424,0.528,0.414,0.4145,0.5605,0.5295,0.5605,0.611,0.5285,0.5535,0.5085,0.5835,0.5265,0.4965,0.5065,0.4545,0.376,0.3785
85,CO,ABLA,H,13H,ABLA-H-13H,0.215,1.414,1.557,1.4805,1.785,1.461,1.2655,1.2805,1.309,0.871,0.7595,0.968,1.662,1.5325,1.3925,1.741,1.1815,1.4235,1.3285,1.2305,1.244,1.748,1.8925,1.7755,1.3595,1.7785,1.813,1.668,1.2835,1.38,1.4775,1.247,1.4585,1.247,1.458,1.318,1.4575,1.547,1.515,1.6735,1.717,1.782,1.4045,2.3745,3.09,2.7035,2.6665,3.0705,3.217,3.57,3.1125,2.543,2.5225,2.003,1.2515,1.4005,1.1705,0.937,1.069,1.134,1.3975,1.083,0.7065,0.8425,0.833,0.9125,0.959,1.0245,0.9695,0.8115,1.002,1.419,1.6165,1.285,1.2675,1.109,1.063,1.32,1.507,0.544,0.777,0.71,0.778,0.833,1.023,0.612,0.618,0.733,1.036,0.613,0.423,0.423,0.367,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,CO,ABLA,H,13L,ABLA-H-13L,0.6625,1.3395,1.657,1.286,1.836,2.001,1.8675,1.702,1.5145,1.0665,1.151,1.616,2.132,2.1415,2.035,1.845,1.379,1.4935,1.431,1.4525,1.569,1.511,1.3635,1.382,1.4765,1.7155,1.851,1.897,1.53,1.536,1.649,1.4305,1.208,1.1935,1.388,1.437,1.183,0.9385,0.8495,0.686,0.679,0.71,0.881,1.306,1.3615,1.351,2.0815,2.3985,1.847,1.9735,1.81,1.8685,1.7165,1.9475,1.7835,1.5155,1.4865,1.269,1.7565,1.7555,1.9,1.862,1.8065,1.9775,1.957,1.8215,1.933,1.772,2.068,1.609,1.404,1.5875,1.7105,1.6265,1.615,1.768,1.279,1.221,1.3845,1.2435,1.222,1.065,1.3665,0.9815,0.938,0.879,0.8555,0.7595,0.6505,0.4285,0.4395,0.6385,0.7,0.8025,0.9,0.734,0.776,0.84,0.8675,0.94,1.4655,1.347,1.297,0.85,0.559,0.6,0.408,0.28,0.48,0.88,0.819,0.757,0.694,0.527,0.417,0.398,0.416,0.516,0.712,1.106,0.991,0.629,0.926,0.63,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,CO,ABLA,H,14H,ABLA-H-14H,0.153,0.346,0.446,0.497,0.6005,0.5635,0.5985,0.4755,0.507,0.392,0.4355,0.5265,0.8975,0.8925,0.7885,0.8095,0.6215,0.706,0.6435,0.675,0.6015,0.791,0.8115,0.7385,1.066,0.94,0.94,1.0875,0.9715,0.676,0.781,0.7815,0.676,0.6865,0.942,0.8565,0.7925,0.9515,0.93,0.835,1.14,0.992,0.8435,1.3105,1.99,1.5975,1.334,2.2825,1.826,1.58,1.538,1.78,1.3355,1.5145,1.558,1.6735,1.3005,1.446,1.536,1.386,1.318,1.338,1.313,1.461,1.6525,1.6705,1.411,1.5895,1.6285,1.411,1.09,1.4035,1.441,1.346,1.348,1.4605,1.143,1.43,1.4705,1.575,1.619,1.378,1.391,1.146,1.4105,1.4995,1.386,1.1995,1.405,1.2525,1.048,1.516,1.259,0.9285,0.985,1.1495,0.912,0.469,0.5025,0.83,1.2365,1.175,0.917,1.5485,0.587,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,CO,ABLA,H,14L,ABLA-H-14L,0.108,1.0445,0.8545,0.97,1.104,1.0105,1.001,0.78,0.982,0.6555,0.877,1.152,1.1085,0.981,0.8015,0.7155,0.612,0.802,0.8125,0.5395,0.549,0.625,0.537,0.632,0.781,0.751,0.6625,0.6005,0.389,0.3365,0.5235,0.5425,0.51,0.444,0.545,0.46,0.481,0.6165,0.4845,0.4635,0.404,0.562,0.5715,0.9445,1.266,1.162,1.0235,1.3155,1.2685,1.262,1.5325,1.361,1.6565,1.657,1.8015,1.5955,0.974,1.158,1.144,1.5645,1.867,1.2935,1.1975,1.1895,1.354,1.4565,1.637,1.637,1.5645,1.432,1.364,1.5195,1.436,1.4575,2.06,1.468,1.648,1.753,1.257,1.187,1.0145,0.6075,0.6575,0.6225,0.9075,1.0445,1.1075,0.7835,0.8975,0.816,0.7345,0.7685,0.791,0.86,1.3755,1.125,0.7795,1.3705,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,CO,ABLA,H,15H,ABLA-H-15H,0.149,0.7485,0.8225,0.7635,0.807,0.7455,0.889,0.7125,0.6845,0.5965,0.7135,1.0325,1.148,0.9405,0.835,0.965,0.846,0.859,0.913,0.911,0.9035,0.947,0.946,1.049,0.908,1.13,1.0875,0.8835,0.778,0.8235,0.7985,0.8585,0.746,0.616,0.745,0.785,0.9,0.78,0.713,0.785,0.747,0.6135,0.618,0.8395,0.9415,0.6915,0.8485,1.389,1.257,1.5455,1.5575,1.1355,1.293,1.674,1.1615,1.2965,1.051,1.0535,1.243,1.4035,1.6275,1.3365,1.338,1.3165,1.475,1.598,1.44,1.2235,1.237,1.1205,1.109,1.097,1.276,1.3715,1.182,1.128,1.114,1.086,1.2015,1.141,1.177,1.0085,0.939,0.907,0.951,1.034,1.37,1.198,0.8585,0.8085,0.8295,0.665,0.5585,0.4745,0.6525,0.5965,0.5785,0.6025,0.794,0.897,0.7955,0.9055,0.364,0.141,0.118,0.079,0.118,0.112,0.184,0.329,0.296,0.683,1.123,0.682,0.619,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,CO,ABLA,H,15L,ABLA-H-15L,0.4935,2.5295,2.1655,2.1795,2.653,3.2765,3.5315,3.227,2.6765,2.739,2.2955,3.4485,3.8235,3.596,3.337,3.5715,3.066,3.0685,2.604,2.9685,2.856,3.252,3.258,3.1185,2.5905,2.331,2.3665,2.37,2.264,2.609,1.5935,2.216,2.2305,1.788,2.0995,1.798,2.59,1.852,2.3335,1.4,1.158,1.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,CO,ABLA,L,01H,ABLA-L-01H,0.1235,0.342,0.719,1.011,1.146,1.194,1.1695,1.0025,1.3025,0.8925,0.844,0.6585,1.1865,1.2295,1.4155,1.878,1.63,1.719,2.0645,1.825,2.192,2.6675,2.012,2.2225,2.308,3.141,2.495,2.386,2.199,2.5045,2.648,2.5515,2.751,3.011,3.4905,3.461,2.5585,3.5815,3.559,3.1775,3.4295,3.451,3.6115,4.4245,4.9755,4.418,4.7675,5.012,4.7725,3.471,3.8715,3.463,2.927,2.831,2.545,2.212,2.424,1.803,2.285,2.6275,2.466,2.241,1.8285,1.6495,1.641,1.996,2.05,0.9195,1.7325,1.572,2.4095,2.4995,4.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,CO,ABLA,L,01L,ABLA-L-01L,1.714,3.0445,3.3225,3.131,3.4395,3.354,3.38,4.2685,3.8685,3.7695,3.4885,3.9895,3.883,4.149,4.2875,3.815,3.447,3.918,4.385,3.9855,4.41,4.8445,5.0665,4.5765,3.8785,4.9825,3.5605,3.6925,3.3975,2.7615,3.2385,2.8825,3.766,2.029,4.219,1.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,CO,ABLA,L,02H,ABLA-L-02H,0.262,1.6575,1.9445,1.8305,2.285,2.642,2.2835,1.7235,2.2105,1.511,1.1905,0.693,1.883,2.039,2.5625,3.0265,2.7925,2.0475,2.4225,2.2585,2.681,2.631,2.552,2.4915,2.7265,3.3175,2.93,2.714,1.9545,1.7855,1.7345,1.708,1.869,1.575,2.7585,2.7155,2.1485,2.9255,3.252,3.1475,2.645,2.8905,3.138,4.1235,4.3785,4.078,3.764,4.382,3.9135,3.425,3.3835,2.793,2.0665,2.249,2.225,2.2035,1.786,1.858,3.1715,4.06,3.9595,2.9155,1.7435,1.6405,1.6095,1.982,6.0305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,CO,ABLA,L,02L,ABLA-L-02L,0.4435,1.141,1.4175,1.388,2.5035,2.6385,2.5535,1.9495,2.234,1.772,1.1415,1.622,1.9275,2.3965,2.6945,2.91,2.3535,2.555,2.551,2.229,2.662,2.937,2.953,3.19,3.061,3.369,3.135,2.3105,1.7635,1.787,1.989,1.788,1.682,1.512,1.639,1.5,1.4485,2.002,2.1615,1.937,1.585,1.854,2.002,2.487,2.8665,2.097,2.2475,1.966,2.038,1.7205,1.6215,1.865,1.475,1.3275,1.537,1.2635,1.2835,1.156,1.5575,1.6105,1.264,1.031,1.153,1.0585,1.2265,1.5545,1.6935,1.3115,1.3925,1.2585,1.375,1.3525,1.4395,1.1925,1.296,1.211,1.239,0.9295,1.0865,0.981,1.1345,1.2515,1.3305,1.217,1.1135,0.9845,1.076,1.2935,1.29,2.77,1.353,1.56,1.87,1.481,0.082,2.032,1.539,1.897,1.791,1.978,1.847,2.169,2.367,2.152,1.565,1.901,2.34,2.736,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,CO,ABLA,L,03H,ABLA-L-03H,0.087,0.4715,0.635,0.597,0.808,0.902,0.944,0.7975,0.85,0.704,0.802,0.591,1.0385,1.0815,1.2195,1.5375,1.297,1.274,1.321,1.2865,1.005,1.3135,1.44,1.7285,1.4215,1.8985,1.665,1.718,1.4855,1.3925,1.5815,1.767,1.9285,1.2925,1.399,1.5935,1.6335,1.361,1.392,1.383,1.13,1.4265,1.714,2.1215,2.329,1.925,2.0975,2.0225,2.2025,2.385,2.1545,2.0985,1.9105,1.6475,2.14,1.929,1.8365,1.547,1.955,2.064,1.6775,1.627,1.7495,1.684,2.265,2.2165,2.0145,2.2605,1.9785,2.3155,1.9555,2.771,0.3455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,CO,ABLA,L,03L,ABLA-L-03L,0.1155,0.516,0.622,0.654,1.0635,1.3375,1.212,1.088,1.0415,0.786,0.791,0.8405,0.9965,1.098,1.1305,1.008,0.835,0.877,1.462,1.073,1.4195,1.4275,1.3815,1.558,1.7155,1.9995,2.0285,2.3045,1.896,1.8425,2.043,1.8805,1.746,1.6385,1.756,1.8035,1.9345,2.247,2.3395,2.0555,1.7,1.7455,1.751,2.5915,3.2545,2.3765,2.4095,2.113,1.8575,1.9665,1.6125,1.168,0.989,0.864,0.885,0.9595,0.919,0.786,1.1345,1.088,0.993,1.015,0.972,1.035,1.0995,1.2565,0.9725,0.897,1.0875,0.8935,0.9365,0.9695,1.2,1.056,0.9015,0.911,0.8875,0.8135,0.9165,0.823,0.9635,1.0785,1.079,0.879,0.8805,0.7425,0.8175,0.9005,1.119,0.952,1.1505,0.9475,1.0915,1.0705,1.117,1.0435,1.1295,1.1875,1.1305,1.36,1.6485,1.703,1.995,1.278,1.781,1.685,2.109,1.3965,0.8795,1.5335,0.8745,1.142,1.351,1.304,1.37,3.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,CO,ABLA,L,04H,ABLA-L-04H,0.0915,0.3815,0.5285,0.5285,0.704,0.787,0.791,0.755,0.9835,0.9025,0.8375,1.1215,1.6185,1.5695,1.561,1.8845,2.359,1.959,1.3295,1.85,1.9585,2.0935,2.2865,2.43,2.6605,2.785,2.5715,2.448,2.1345,1.977,1.9335,2.208,1.9385,1.632,1.946,1.624,1.4415,1.78,1.7435,2.0345,1.7405,1.8665,1.514,2.335,2.599,2.1935,2.314,2.2545,1.803,1.6445,1.5925,1.9025,1.95,1.9685,2.1945,1.5735,1.394,1.457,2.039,1.966,1.849,1.598,1.5545,1.5695,1.647,1.738,1.9,2.001,2.103,1.633,1.7445,1.956,2.3905,2.284,1.985,2.364,2.2215,2.138,1.5775,2.026,2.761,1.573,1.882,2.15,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,CO,ABLA,L,04L,ABLA-L-04L,0.2585,0.7,0.9245,1.06,1.175,1.0945,1.0085,1.0775,1.172,0.992,1.001,1.13,1.257,1.341,1.2575,1.474,1.3485,1.3285,1.547,1.5325,1.743,1.427,1.579,1.772,2.311,1.8905,1.8385,1.791,1.557,1.419,1.552,1.9485,1.464,1.4785,2.0565,2.166,2.0065,2.4195,3.0585,2.8785,2.033,1.997,1.57,1.8645,1.9745,1.7025,1.909,2.1005,2.0895,1.8925,1.828,1.6245,1.723,1.654,1.875,1.941,1.9365,2.0045,2.531,2.3245,1.917,1.88,2.147,2.17,2.108,2.654,2.8365,2.926,2.939,2.6675,2.381,2.346,2.616,2.762,2.228,2.693,2.4085,2.187,2.853,2.7395,2.758,2.991,2.5075,2.282,2.3065,2.072,2.143,3.1055,2.3645,2.363,2.721,2.43,2.682,2.342,2.869,2.7,2.916,2.929,2.918,2.958,3.746,3.999,3.978,3.848,2.829,2.929,2.534,2.244,1.372,1.996,1.783,1.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,CO,ABLA,L,05H,ABLA-L-05H,0.0825,1.0215,1.184,1.115,1.423,1.568,1.4575,1.375,1.407,1.199,1.0355,1.2115,1.7545,1.882,1.4385,1.428,1.2485,1.1945,1.3025,1.1375,1.363,1.1795,1.36,1.3735,1.6295,1.4475,1.128,1.4,1.393,1.372,1.3935,1.4905,1.1995,1.13,1.3105,1.268,1.0735,1.329,1.4345,1.202,1.2845,1.2,0.8685,1.0315,1.1045,0.876,0.894,1.02,0.937,0.8235,0.7795,0.9265,0.8635,0.93,0.737,0.9075,0.8645,0.8645,0.8635,0.747,0.7885,0.715,0.7465,0.7675,0.79,0.8005,0.9815,0.9065,0.917,1.0495,0.8835,1.1045,1.1555,1.1005,1.0085,1.08,0.914,0.673,0.746,0.8725,0.8295,1.0225,0.8145,0.7885,0.651,0.5775,0.5145,0.6305,0.589,0.631,0.652,0.631,0.7255,0.692,0.7525,0.7725,0.8495,0.7985,1.024,1.11,1.292,1.0815,1.063,0.8815,0.808,0.8865,0.9185,0.8385,0.871,0.6775,0.811,0.783,0.953,0.799,0.7075,1.1225,1.0955,1.064,0.9045,1.2285,0.9695,1.2055,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,CO,ABLA,L,05L,ABLA-L-05L,0.1395,0.905,1.1835,1.4285,1.735,1.6975,1.555,1.433,1.232,0.8705,1.046,1.2585,1.254,1.2005,1.094,0.8095,0.693,0.7555,0.8385,0.7545,0.8165,0.7555,0.7765,0.7025,0.88,0.7995,0.759,0.7655,0.682,0.7555,0.8745,0.74,0.6305,0.6405,0.6855,0.697,0.612,0.686,0.7485,0.59,0.58,0.4955,0.4015,0.5385,0.7105,0.5005,0.6115,0.712,0.85,0.764,0.805,0.7205,0.6715,0.682,0.5795,0.7065,0.661,0.595,0.625,0.7085,0.6905,0.721,0.5745,0.6485,0.6575,0.7095,0.7225,0.5955,0.676,0.5865,0.4855,0.577,0.942,0.8265,0.598,0.662,0.5365,0.558,0.745,0.664,0.811,0.7255,0.6545,0.5565,0.568,0.4345,0.4165,0.425,0.451,0.55,0.567,0.5655,0.723,0.7915,0.783,0.6905,0.7535,0.9305,0.908,0.8965,1.0165,0.8115,0.9655,1.0355,0.8775,1.0745,1.147,0.9605,0.747,0.819,0.824,0.817,1.083,0.7905,0.6115,0.852,0.5895,0.431,0.621,0.632,0.4535,0.5055,0.7165,0.61,0.505,0.4055,0.2,0.202,0.555,0.627,0.83,0.9435,1.042,0.8675,0.9005,0.8175,0.73,0.5915,0.708
11,CO,ABLA,L,06H,ABLA-L-06H,1.034,2.6265,2.653,3.2725,3.823,3.253,2.866,2.129,2.3385,1.911,1.5635,1.5525,2.2225,3.038,3.143,2.9715,2.393,2.3285,2.3245,1.775,2.433,2.3525,1.844,1.7825,2.549,2.9795,2.494,2.585,2.47,2.606,2.7455,1.9355,1.587,1.319,1.6625,1.773,0.8875,1.991,2.482,2.131,1.9955,1.977,2.217,2.737,3.5475,2.311,2.2015,2.775,3.282,2.2455,1.6725,2.1485,1.4455,1.9125,1.3045,2.02,1.584,1.265,1.8675,1.535,1.8505,2.12,1.904,2.358,2.853,3.109,3.314,2.067,2.647,2.678,2.968,3.143,3.296,2.49,2.295,3.065,3.034,2.301,2.511,1.561,2.43,2.789,2.599,3.159,2.419,2.515,2.627,3.159,2.49,2.013,2.407,2.147,2.001,1.397,2.498,1.805,1.982,2.168,2.084,2.13,2.009,1.738,1.97,1.847,1.218,0.839,0.797,0.565,0.375,0.373,2.256,1.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,CO,ABLA,L,06L,ABLA-L-06L,0.8405,1.7335,2.331,2.464,2.6095,2.865,2.802,2.598,2.3765,2.1455,2.012,1.3805,2.51,3.3985,3.9575,3.8175,2.967,3.3315,2.8325,1.7245,2.337,1.956,1.8175,1.5645,1.829,2.162,2.1625,2.3485,2.158,2.4065,2.297,2.2255,1.5975,1.3975,2.2745,2.212,1.059,2.1795,3.039,2.627,2.964,2.3265,2.3485,2.3905,4.025,2.449,2.395,3.007,3.8385,3.7095,3.9165,3.1275,2.5735,1.988,1.0205,1.928,1.824,1.4175,1.5845,1.1315,1.293,1.648,1.0725,1.2665,1.744,1.762,1.398,1.06,1.548,1.8095,2.0645,1.901,1.976,1.999,1.4185,2.686,3.013,3.75,4.1965,1.497,1.5315,1.7715,1.1265,1.692,1.749,1.344,2.5195,1.198,2.45,1.905,2.211,1.875,2.328,1.598,1.583,1.416,1.536,1.436,1.517,1.673,1.705,1.851,1.665,1.305,1.21,1.318,1.603,1.474,1.469,1.392,1.428,0.904,1.279,0.874,1.042,1.601,1.205,1.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,CO,ABLA,L,07H,ABLA-L-07H,0.585,1.879,2.037,1.92,2.588,2.6425,2.4105,1.997,2.2905,1.977,1.8495,1.4775,2.5545,2.377,3.2475,3.27,3.132,2.677,3.193,2.9305,3.2035,3.4125,3.394,3.8275,3.536,4.096,3.8135,3.87,3.1525,3.216,3.317,3.1605,3.3695,2.4685,3.289,3.283,3.2435,3.0945,3.47,3.4665,2.62,2.941,2.23,3.522,4.2865,2.964,2.7295,3.254,3.491,0.7815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,CO,ABLA,L,07L,ABLA-L-07L,0.4785,1.526,1.768,1.4645,1.817,2.2715,1.9505,1.6005,1.7895,1.253,1.0885,1.7825,1.8635,2.185,1.9025,2.152,2.0085,2.053,2.5635,1.786,2.0705,2.2785,2.2345,2.207,2.1355,2.995,2.4135,3.085,2.212,2.2905,2.668,2.409,2.774,1.921,2.6085,2.08,2.2735,1.9455,1.7525,1.8795,1.604,1.192,1.404,2.5255,3.342,2.559,3.2025,2.1035,1.988,2.299,2.28,2.5105,1.991,2.3445,1.2225,0.51,0.715,0.716,0.735,0.872,0.826,0.645,0.629,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
