age_CE,01J201a_raw,01J201b_raw,01J202b_raw,01J203b_raw,01J205a_raw,01J206a_raw,01J206b_raw,01J207a_raw,01J207b_raw,01J209a_raw,01J210a_raw,01J210b_raw,01J213b_raw,01J215b_raw,01J216a_raw,01J216b_raw,01J217a_raw,01J217b_raw,01J201a_raw_outlier_flag,01J201b_raw_outlier_flag,01J202b_raw_outlier_flag,01J203b_raw_outlier_flag,01J205a_raw_outlier_flag,01J206a_raw_outlier_flag,01J206b_raw_outlier_flag,01J207a_raw_outlier_flag,01J207b_raw_outlier_flag,01J209a_raw_outlier_flag,01J210a_raw_outlier_flag,01J210b_raw_outlier_flag,01J213b_raw_outlier_flag,01J215b_raw_outlier_flag,01J216a_raw_outlier_flag,01J216b_raw_outlier_flag,01J217a_raw_outlier_flag,01J217b_raw_outlier_flag
1714,0.23,NA,NA,NA,0.25,0.31,0.41,NA,NA,0.31,NA,NA,NA,NA,NA,NA,0.24,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1715,0.28,NA,NA,NA,0.23,0.16,0.25,NA,NA,0.18,NA,NA,NA,NA,NA,NA,0.14,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1716,0.31,NA,NA,NA,0.44,0.21,0.13,NA,NA,0.36,NA,NA,NA,NA,NA,NA,0.25,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1717,0.28,NA,NA,NA,0.44,0.16,0.13,NA,NA,0.21,NA,NA,NA,NA,NA,NA,0.16,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1718,0.23,NA,NA,NA,0.41,0.14,0.09,NA,NA,0.28,NA,NA,NA,NA,NA,NA,0.15,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1719,0.2,NA,NA,NA,0.25,0.16,0.16,NA,NA,0.22,NA,NA,NA,NA,NA,NA,0.28,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1720,0.34,NA,NA,NA,0.61,0.19,0.16,NA,NA,0.43,NA,NA,NA,NA,NA,NA,0.41,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1721,0.62,NA,NA,NA,1.38,0.72,0.16,NA,NA,0.54,NA,NA,NA,NA,NA,NA,0.51,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1722,0.39,NA,NA,NA,0.63,0.31,0.63,NA,NA,0.44,NA,NA,NA,NA,NA,NA,0.23,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1723,0.25,NA,NA,NA,0.32,0.22,0.25,NA,NA,0.28,NA,NA,NA,NA,NA,NA,0.18,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1724,0.31,NA,NA,NA,0.16,0.28,0.19,NA,NA,0.36,NA,NA,NA,NA,NA,NA,0.11,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1725,0.39,NA,NA,NA,0.32,0.49,0.16,NA,NA,0.53,NA,NA,NA,NA,NA,NA,0.2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1726,0.62,NA,NA,NA,0.54,0.87,0.32,NA,NA,0.59,NA,NA,NA,NA,NA,NA,0.32,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1727,1.27,NA,NA,NA,0.63,1.02,0.51,NA,NA,1.38,NA,NA,NA,NA,NA,NA,0.41,NA,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA
1728,1.13,NA,NA,NA,0.82,0.67,0.47,NA,NA,1.13,NA,NA,NA,NA,NA,NA,0.43,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1729,0.37,NA,NA,NA,0.57,0.54,0.36,NA,NA,0.68,NA,NA,NA,NA,NA,NA,0.23,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1730,0.28,NA,NA,NA,0.22,0.25,0.16,NA,NA,0.51,NA,NA,NA,NA,NA,NA,0.13,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1731,0.25,NA,NA,NA,0.33,0.32,0.22,NA,NA,0.45,NA,NA,NA,NA,NA,NA,0.18,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1732,0.42,NA,NA,NA,0.59,0.57,0.44,NA,NA,0.65,NA,NA,NA,NA,NA,NA,0.27,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1733,0.48,NA,NA,NA,0.25,0.48,0.48,NA,NA,0.39,NA,NA,NA,NA,NA,NA,0.19,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
1734,0.42,NA,NA,NA,0.54,0.57,0.71,NA,NA,0.62,NA,NA,NA,0.73,NA,NA,0.25,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1735,0.56,NA,NA,NA,0.51,0.66,0.71,NA,NA,0.53,NA,NA,NA,0.98,NA,NA,0.28,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1736,0.54,0.7,NA,NA,0.54,0.66,0.73,NA,NA,0.56,NA,NA,NA,0.92,NA,NA,0.28,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1737,1.33,1.07,NA,NA,0.95,1.42,0.88,NA,NA,0.82,NA,NA,NA,1.08,NA,NA,0.56,NA,TRUE,FALSE,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1738,0.89,0.54,0.28,NA,0.63,0.47,0.54,NA,NA,0.51,NA,NA,NA,1.14,NA,NA,0.23,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1739,0.96,0.48,0.18,NA,0.54,0.69,0.57,NA,NA,0.68,NA,NA,NA,1.14,NA,NA,0.24,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1740,0.56,0.28,0.15,NA,0.54,0.57,0.38,NA,NA,0.39,NA,NA,NA,0.97,NA,NA,0.11,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1741,0.5,0.34,0.12,NA,0.57,0.69,0.51,NA,NA,0.58,NA,NA,NA,1.29,NA,NA,0.2,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1742,0.5,0.31,0.11,NA,0.38,0.63,0.51,NA,NA,0.52,NA,NA,NA,1.21,NA,NA,0.16,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1743,0.39,0.28,0.13,NA,0.38,0.41,0.28,NA,NA,0.42,NA,NA,NA,0.6,NA,NA,0.15,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1744,0.19,0.18,0.38,NA,0.16,0.32,0.25,NA,NA,0.22,NA,NA,NA,0.54,NA,NA,0.04,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1745,0.31,0.35,0.4,NA,0.38,0.51,0.44,NA,NA,0.45,NA,NA,NA,0.63,NA,NA,0.14,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1746,0.28,0.34,0.33,NA,0.24,0.54,0.73,NA,NA,0.36,NA,NA,NA,0.7,NA,NA,0.24,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1747,0.5,0.45,0.28,NA,0.49,0.73,0.67,NA,NA,0.42,NA,NA,NA,0.89,NA,NA,0.41,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1748,0.59,0.59,0.47,NA,0.54,1.68,1.03,NA,NA,0.59,NA,NA,NA,1.06,NA,NA,0.89,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1749,0.67,0.76,0.42,NA,0.6,1.56,0.97,NA,NA,0.64,NA,NA,NA,1.22,NA,NA,0.4,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1750,0.59,0.68,0.41,NA,0.47,1.43,0.67,NA,NA,0.64,NA,NA,NA,1.43,NA,NA,0.36,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1751,0.2,0.69,0.25,NA,0.32,1.05,0.39,NA,NA,0.34,NA,NA,NA,1.11,NA,NA,0.19,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1752,0.25,0.62,0.26,NA,0.19,0.78,0.15,NA,NA,0.31,NA,NA,NA,1.27,NA,NA,0.14,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA
1753,0.31,0.87,0.26,NA,0.51,1.31,0.41,NA,NA,0.48,NA,NA,NA,0.81,0.4,NA,0.25,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1754,0.37,0.67,0.3,NA,0.25,1.1,0.35,NA,NA,0.22,NA,NA,NA,1.14,0.13,NA,0.2,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1755,0.48,0.84,0.42,NA,0.35,1.04,0.92,NA,NA,0.51,NA,NA,NA,1.09,0.16,NA,0.19,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1756,0.76,0.84,0.43,NA,0.51,0.92,1.14,NA,NA,0.73,NA,NA,NA,1.17,0.31,NA,0.59,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1757,0.82,0.87,0.32,NA,0.57,0.79,0.88,NA,NA,0.84,NA,NA,NA,1.52,0.23,NA,0.43,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1758,0.87,0.91,0.36,NA,0.57,1.02,1.01,NA,NA,0.87,NA,NA,NA,1.36,0.57,NA,0.66,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1759,0.68,0.58,0.3,NA,0.41,0.76,0.69,NA,NA,0.7,NA,NA,NA,1.21,0.28,NA,0.81,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1760,0.56,0.45,0.18,NA,0.54,0.67,0.63,NA,NA,0.62,NA,NA,NA,1.44,0.41,NA,0.4,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1761,0.73,0.59,0.4,NA,0.67,0.48,0.5,0.32,NA,0.45,NA,NA,NA,1.41,0.41,NA,0.58,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1762,0.78,0.56,0.21,NA,0.38,0.32,0.3,0.18,NA,0.42,NA,NA,NA,1.43,0.19,NA,0.38,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1763,0.61,0.51,0.42,NA,0.67,0.41,0.68,0.31,NA,0.59,NA,NA,NA,1.17,0.22,NA,0.36,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1764,0.85,0.76,0.42,NA,0.54,0.82,0.92,0.46,NA,0.59,NA,NA,NA,1.3,0.54,NA,0.51,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1765,0.62,0.56,0.43,NA,0.46,0.73,0.76,0.7,NA,0.42,NA,NA,NA,1.36,0.57,NA,0.46,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1766,0.76,0.96,0.39,NA,0.68,0.79,1.02,0.51,NA,0.86,NA,NA,NA,1.65,0.3,NA,0.43,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1767,0.48,0.59,0.44,NA,0.73,0.6,0.79,0.62,NA,0.46,NA,NA,NA,1.49,0.38,NA,0.38,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1768,0.48,0.56,0.4,NA,0.51,0.44,0.6,0.24,NA,0.53,NA,NA,NA,0.92,0.31,NA,0.33,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1769,0.59,0.76,0.66,NA,0.73,0.7,0.76,0.73,NA,0.59,NA,NA,NA,0.73,0.54,NA,0.41,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1770,1.04,1.03,0.47,NA,0.57,0.76,0.75,0.49,NA,0.76,NA,NA,NA,1.17,0.47,NA,0.51,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1771,0.99,0.91,0.61,NA,0.76,0.59,0.68,0.93,NA,0.73,NA,NA,NA,0.98,0.54,NA,0.75,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1772,0.76,0.68,0.36,NA,0.6,0.52,0.57,0.51,NA,0.42,NA,NA,NA,0.94,0.25,NA,0.39,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1773,0.53,0.42,0.36,NA,0.29,0.32,0.44,0.47,NA,0.5,NA,NA,NA,0.9,0.25,NA,0.28,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
