,Q03,Q21,Q24,Q27,Q28,Q29,Q30,Q32,Q34,Q67,Q74,Q79,Q36,Q38,Q40,Q42,Q44,Q48,Q49
1895,0.906539281,1.516253703,1.098859667,1.313185819,1.061299552,0.981870854,1.231508829,0.437321527,0.74808026,1.071622772,0.950596965,1.123178707,NA,1.087737032,0.910192759,0.989092659,0.960577494,NA,1.501851512
1894,0.792335718,1.074163825,1.067824477,1.032074363,0.915017485,0.871562483,0.971877385,0.835601499,0.540291143,0.741865928,0.541042145,0.891594555,NA,0.989775111,0.826325082,0.822215234,0.73946686,NA,1.075039538
1893,0.906722294,0.935586919,1.059102807,1.145295133,0.876614976,1.01018669,0.572254733,0.990861449,0.668146647,0.718690442,0.643975914,0.657917234,NA,1.030335693,0.756258942,0.960488794,0.78017583,NA,0.789676837
1892,1.049589599,1.133448415,0.995618811,1.363528771,1.22239495,1.233533972,0.692434631,1.027629817,1.08548143,0.769905192,0.889615962,0.98665934,NA,1.208906294,0.849424363,1.37293911,0.874597722,NA,1.244243334
1891,1.055700701,1.131851445,1.074620578,1.429543659,1.303926026,1.197784226,1.2303615,1.118168783,1.33913778,0.857030368,0.768383204,1.198236502,NA,1.253349942,1.150108236,1.194158236,0.575142516,NA,1.167898436
1890,1.319968521,1.148513297,1.226094822,1.495149847,1.622196553,1.405986981,1.158930916,1.390167352,1.579243784,1.084788604,1.227029321,1.256589185,NA,1.396144983,1.132973224,1.046812521,0.993060432,NA,1.046409836
1889,1.531832998,1.195346576,1.013316832,1.09679061,1.691103262,2.066421051,1.325719469,0.972909521,1.811547683,1.401336362,1.559050423,1.358290115,NA,1.354385838,1.155253856,1.239334137,1.389802591,NA,1.360819254
1888,1.122867311,0.924930021,1.220890461,0.707896584,0.972515918,1.638065262,1.087883265,0.774114735,1.485910164,1.159434823,1.050518706,1.195075269,NA,1.271037877,1.178559282,1.322829344,0.928629927,NA,1.10821125
1887,1.03500781,0.762560268,0.970804556,0.728878072,0.867686566,0.677596295,0.967420086,0.847060363,1.08946742,0.962565956,0.729239613,0.826246054,NA,1.205039448,0.830479141,0.748497271,0.374388856,NA,0.556979391
1886,1.129665599,0.918540813,1.210573089,0.976566592,1.146000239,0.840488971,1.367571869,0.989644143,1.009042726,1.351044659,1.145149618,1.249852172,NA,1.259024685,1.228348759,1.198847532,0.939997232,NA,1.077927271
1885,0.767188277,0.981748469,0.926617586,0.838145243,0.979315,0.715717152,1.27061512,0.915082461,1.237027761,0.937578319,1.101035239,1.112687474,NA,1.414471936,1.202262722,0.923749455,0.835238807,NA,1.102718515
1884,1.066712949,0.801874812,0.877317358,0.701507843,0.692360824,0.709557242,0.972096948,0.697066811,1.108422779,0.929884282,0.918445176,0.955737324,NA,0.978309634,0.735545959,0.761160948,1.30722735,NA,1.078331259
1883,1.133516496,0.70294617,1.024561172,1.02941967,1.018131236,0.82736861,0.793440527,0.857999217,0.795313193,0.974327847,1.396489684,0.952299745,NA,0.826800402,0.934283909,0.913746321,1.314528907,NA,0.941309434
1882,0.617335347,0.830319903,0.790304908,0.935773767,0.726682645,0.630111171,0.700720882,0.988038288,0.826089486,0.854175611,0.571961112,1.173507453,NA,0.45613981,0.631522238,0.688458642,0.968441145,NA,0.579194589
1881,0.968069716,1.253183249,1.129097119,1.04045002,1.017431441,0.863889261,1.075351769,1.044546193,0.947923332,0.850804328,0.816642916,0.939719726,NA,0.636392434,1.266178804,1.074969365,1.314401494,NA,0.993749878
1880,0.835306721,0.562765153,0.349739692,0.762572362,0.665737714,0.665147438,0.606720879,1.033902258,0.865956057,0.984795483,0.59703902,0.470636014,NA,0.427517104,0.502076798,0.595050303,0.959307581,NA,0.726678986
