"","P20","P42","P44","P45","P48","P49","P50","P51","P52","P53","P54","P55","P56","P57","P58","P60","P46","P47","P59"
"1982",0.634080259009363,0.605112126630394,0.645037982953506,0.643550493470672,0.737008094712877,1.00748989116697,1.04959315424508,0.808525520735306,0.499284065204611,0.896284194338036,0.974878890751438,0.859703940282847,0.809408251993852,0.904469868713472,0.872113959725556,0.905658758073704,0.756223521908575,1.03951034664708,0.817137507438895
"1981",1.03947030069025,1.12032450497618,1.0607235159982,0.88352483285666,0.880246474855571,1.53143983506522,1.1029551207153,1.09342946967227,1.17885187820686,1.47635851472564,1.51273960437941,1.48226587827274,1.06261932767336,1.10011886682773,0.921820891725736,1.4718779236248,0.994092810016813,1.13902752656426,0.981561818436233
"1980",0.990113603534118,0.846753684663962,1.02608524977974,0.794284262254692,0.930844087802726,1.17239800574378,1.04900362474366,0.927133821518862,1.07598380187817,1.05547909828115,1.11931237976449,1.17053747887587,0.692586463180015,0.813352012871721,0.801076080764422,1.33218101948027,1.06761632700106,0.888227515592074,0.702203922290482
"1979",0.835711121926856,0.836619267686547,1.18152359432571,0.734031670257874,0.997293191222874,1.04591307881838,0.818589651196966,1.0627488231688,1.0518069780565,0.786848508789016,1.22132283579834,1.04412769126696,0.417781358976587,0.830892579501802,0.65194641291574,1.04758803409953,0.724061879699222,0.90942827569503,0.523498163885479
"1978",0.643160482040368,0.697814977989184,0.810016679267195,0.753309320167573,0.946848785082594,1.0506388264319,0.766725523463242,0.833388903968651,0.914562747308366,0.766942920154844,1.17491727244331,1.02777319508898,0.640191655528427,0.869233357929838,0.873491606512611,0.697506971467552,0.744472861779497,0.978702940305672,0.701531105607767
"1977",1.06874294777341,0.922022030815995,0.972211914524018,0.730728506044921,0.937450335652543,1.319366260708,0.61460093729992,0.842593794543549,1.22451906658697,1.01702780611765,0.733344177851679,1.26566906664435,0.813240497105553,0.808269172266889,0.916567883455683,0.850470664276388,0.779628253870671,0.936943057036549,0.722844368607619
"1976",0.58779882944232,0.774131658474098,0.902522688739107,0.635689728943269,0.763395180657882,0.639940098637195,0.52855603654359,0.620964288056118,0.627826858954843,0.749104070088712,0.527308798656509,0.679129849101748,0.372505692798568,0.61167129807651,0.610524206654116,0.69980240618057,0.849536006323686,0.666812355436376,0.560638158704474
"1975",0.578016350869526,0.859712503426405,0.878787269291592,0.763306377621189,0.869653846653249,0.630820366692236,0.531692880741787,0.59559256591769,0.555009100568442,0.659350941802699,0.468445339821171,0.696860880519512,0.429638857310028,0.543122298380911,0.735016437416401,0.622996229751196,0.551533455498901,0.788557030441277,0.645646396129639
"1974",0.413552020772809,0.444782328095332,0.674576500198358,0.396847975665909,0.653402653658443,0.429144805012317,0.296806937212177,0.346012726277614,0.402080985847531,0.421802258581276,0.332560318372725,0.407687111531325,0.308086314049474,0.369770384062403,0.557891552129659,0.37283082221985,0.487486808176802,0.695103597096977,0.533819299760631
"1973",0.7598301089992,0.949370184090406,1.09165174559493,0.819814828256859,1.00351847421075,0.737690957949302,0.662828042593245,0.523065512027219,0.680696822928178,0.659139731171562,0.858815353093011,0.57186451222119,0.704224636367759,0.666766531917042,0.728325191692711,0.52528602158547,0.886757760099374,1.09006437571815,0.728089116751023
"1972",0.738670963141478,0.785157127018325,0.773004861958257,0.807878329111573,0.501939150195878,0.500858876488236,0.684464491814156,0.524162729200935,0.51728473870491,0.755240807053824,0.699067023593978,0.705844647299697,0.493978595820271,0.898738515246029,0.753154872158623,0.591771374365347,0.966812308653392,0.92925747428303,0.761160789041296
"1971",0.976780918601662,1.03889055684985,0.923272659884868,0.974079626454264,0.94381870995059,0.872300243288091,0.778212905271347,0.828992521058947,0.635425990058232,0.940799783982677,0.724943079826841,0.782864597500268,0.647767817063587,1.23819912941423,0.979831415073163,0.825868412685734,0.978451398956268,0.791894509040458,0.947211650723529
"1970",0.626637800811926,0.967307241112117,1.02844041379838,0.972568683750583,1.19597200981066,0.883882636975266,0.950643208767643,0.822329829046133,0.670203616976718,0.856042845764443,0.691663717268326,0.844720579539356,0.7940848341629,1.27549953815447,1.00387568246042,0.786717523506602,0.910371750010422,0.821145647945897,0.896092725791301
"1969",0.779114951584854,0.926446014415642,1.08599288817686,0.891181302277504,1.05958329749207,1.02735455634546,1.02824733960723,0.879296782178716,0.493838301134939,0.960317336670197,1.27573370874996,1.04042563637089,0.906736066709399,1.22131837941711,0.963053070005435,0.740975971446802,0.765363530757207,0.771776833554915,0.954216564523603
"1968",0.987538109375224,1.47072964962235,1.12913979126681,1.13523733394483,1.17148074403208,1.26156560378251,1.33250142814405,1.10769676829856,1.00436808185115,1.13092961879119,1.25920145242064,1.16395882443494,1.18674065053921,1.33825042774319,1.27597093840734,1.05288703586249,0.818040913865202,0.91346753115637,1.26793346972234
"1967",0.887523667202736,1.18065458322326,0.762956537907984,1.13348021887681,1.08916070848557,1.14719434591048,1.11729428885955,0.953855892313694,1.3971542463773,1.18636650720552,0.771545087099291,1.24799067637466,0.854704035498338,1.31759508162257,1.18389003471273,1.03900670141231,1.03947337226815,1.22971616388623,1.0387661272668
"1966",1.08145306908201,1.39753510273756,1.32229189068238,1.24715778049588,1.20003989392218,1.42022382346401,1.31177307839773,1.30982554325289,1.31789671852686,1.48499934273229,0.955364828280027,1.43387528956474,1.45710046410952,1.28706537327132,0.833073935899196,1.06563180211293,1.13623033581597,1.24992872849006,1.04148317357713
"1965",0.926297203983739,1.46402495032655,1.37696171720419,0.84184357722535,1.16729507063338,1.44232960441448,1.33459340182765,1.47313228551748,1.11902684988538,1.7132935802648,0.918903453494038,1.44139910153646,1.24804867263843,1.03479148730189,0.725277332754021,0.932511604369876,1.02746469897778,1.02175650011687,1.05183836369241
"1964",0.541522115602653,0.993501964266733,0.533644749190719,0.575332746512435,0.465644563716354,0.954730299447469,0.929354760596122,0.734816794777518,0.584096441841908,0.866166095285576,0.728882725733615,0.867735502526586,0.900022831635279,0.63934882101285,0.731777914779394,0.736295033436539,0.726775838177273,0.649419171460201,0.81472918861848
"1963",0.725678628823495,1.52369048853109,0.808228112344755,1.04096521280817,1.04082399611945,1.38981844178172,1.37505334565408,0.875728280953739,1.45406318033395,1.13628247721316,0.99117727159834,1.05892800700487,1.51410012884272,0.957362416636518,0.884204791411116,0.95397494905461,0.651374667222674,1.01484636264487,1.1102939678971
"1962",0.4727848402111,1.22371255869347,1.01661879497899,1.26489183663869,1.10719918204938,1.15085024014284,1.51937230654405,1.15305533907214,1.29997689760824,1.08704448151736,1.34467627169712,1.19941962560292,1.46801605044768,0.829219340750441,1.09108748578839,1.21648076143575,0.888570746736533,1.00196695181562,1.29913482601109
"1961",0.396136660822805,1.11817000917558,1.14100520773117,1.55009621249139,1.2621027694986,1.29726241930066,1.2889371701282,1.16792429105546,1.53808512578829,1.46233571634341,1.45120520124435,1.25935597651194,1.66852673274832,1.11276403910846,1.54892690135991,1.43257588811476,0.838950418016016,1.33666776869543,1.56377082430338
"1960",0.412382627521003,1.66245677120049,1.34450034774117,1.62630685724446,1.34323987820477,1.71394720964993,1.66961250523915,1.30135090200822,1.84499894919358,1.42714420871792,1.50707683634615,1.21701562160529,1.61495392807879,0.93292262260055,1.78176952662202,1.71497601378052,0.970185964704729,1.39515764925744,1.73765965877439
"1959",0.529476381256021,1.0962320261322,1.00137187969542,1.31912161799321,1.0306084023901,1.15822333277302,1.14291769345885,0.943884769329296,1.13175174938333,1.05490377268437,1.30617109673273,0.802647370219474,1.07947488404482,0.637854944940027,1.19218841076705,1.34691161449564,0.464902304147202,1.08571873932065,1.02226515263424
"1958",1.88178894701005,1.25157948450546,1.00398614184558,1.57576346032211,1.14989520720312,1.4652840435804,0.931756266011034,1.42848920228332,1.55444673831671,0.904316104418833,1.0646042267262,1.02932444118884,1.322171077331,0.567197361469154,1.35895654400722,1.11252968893979,0.709945634676662,1.31774066624674,1.44351455624877
"1957",1.1426415518398,0.777847261082052,0.688004276568196,0.759207389600356,0.647699024859014,0.903855329920011,0.54178921738538,0.69619232515673,0.976928261192744,0.698237417879795,0.489848459432841,0.679086817159718,1.65399661073412,0.607990104145962,0.726505026124325,1.07442316676323,0.599168711221778,0.86498626913508,0.8036961574593
"1956",1.37280695643833,0.826359701619858,0.71303803161265,0.728048887051698,0.580849827624736,0.62577904200836,0.670714759446033,0.696537847241638,0.628194757158604,0.727174233053176,0.595793027009666,0.685374811139625,1.19801953590337,0.500115773317244,0.599252692725146,0.725474350021178,0.516710351680138,0.583926404608784,0.693563232651371
"1955",1.43485773704192,1.20738121631697,1.14035762333013,0.883988011411553,0.936553317389944,0.589307666833162,0.887196412564893,1.08087858908376,1.20191497796615,1.05698565571578,0.696568087308576,0.613874733328815,1.16046524607157,1.22898659441587,0.92887248554266,0.991455967714498,1.3635133922107,1.03346941913079,0.949145771312123
"1954",0.91476264633857,0.86749120261078,1.03706967328514,0.715063276484631,0.733459160314921,0.489110574970092,0.623510241954866,0.768827463989275,0.770561121268069,0.781964782890621,0.605900378767133,0.619205126550486,1.06363782504818,1.05800263609442,0.863219297155975,0.875580514564182,1.18370974722574,0.950750894125483,0.826527535450902
"1953",1.12937914838113,1.1750912706185,1.56197399381076,0.950909553877294,1.12869063269922,0.98360286775435,1.03991098718547,1.24577709773353,1.35690424367642,1.1382844825588,0.823001428568273,1.14619359914159,1.70730109916742,1.26699970157403,1.22271603989576,1.11559454830572,1.53007630021321,1.29505706021095,1.0938880010117
"1952",1.31246743562448,0.961584208178676,1.56029402291017,1.03822535208413,1.20271281414971,0.910269561145952,1.04491846230227,1.3021763559764,1.45941810990654,1.1361112182171,0.970851622911006,0.966559017185934,1.62056129040739,1.27565838217972,1.10041306029961,0.971370922653727,1.58941420823002,1.29510547539047,0.993640499409984
"1951",1.15683374385192,0.735740845457526,1.25205307075256,1.08822112046118,1.15324873090579,0.648648246676063,0.92414419721714,1.25488820128855,0.901453555129348,0.945114106821591,0.785032517663097,0.940421963966191,1.43716172460904,1.12444320301938,0.872751890328066,0.649714572366686,1.66007236966631,1.31200695858441,0.812581380689182
"1950",0.848469873754018,0.863606318932758,0.593097118884213,0.924031425716549,0.870413133146429,0.590044022087691,1.0048307489316,1.14771400112683,0.702303788753285,0.846997195860309,0.489828480389798,0.654584013255334,0.861122399741634,1.119048951459,0.767560065937324,0.547771440798185,1.55529752399175,1.19077918559911,0.72121405428696
"1949",1.26069843463965,0.970571466891301,1.25835390227196,0.859216366716897,0.765048039206752,0.814689714508267,1.01073673403792,1.11316721918997,1.37871756437107,0.923827853412504,0.794774282969113,0.983542535800836,1.08815510453695,1.13583971679421,0.737466535071712,0.88234095326727,1.36926428051193,1.19949160099596,0.939644446749749
"1948",1.23122761593695,0.93782567148091,1.46192597054314,0.871886423334353,1.24179357028795,0.723318550940103,0.984257045718504,1.06579876604964,0.929872755625765,1.00634535576333,0.703497235430396,0.787002713783606,0.930433814270633,1.22330479789246,0.814857074063347,0.958126710452915,1.29291953575693,1.11005766764594,1.08914688566705
"1947",1.43705774049348,0.888190792427374,1.72148895206915,1.1490729333993,1.30301053966014,0.800016715566742,1.12092535030272,1.080494692883,1.08114301518625,1.05696505093873,1.22659365915689,1.10531351462771,0.540463971124802,1.14101188193682,0.808783495682993,1.15163363016358,1.249541685433,1.18482182474617,1.07650200042144
"1946",0.874601542860597,0.78912841530037,1.37935680706798,1.05872463313216,1.10285991428693,0.730102205866866,1.4078671924883,1.17117648729722,0.786076821469259,0.975417816825519,0.933640373946919,1.07906864930065,0.518409026821394,1.05346315892915,1.03235516636146,1.0211566132109,1.07052682343432,1.20075760653415,0.997724018046039
"1945",1.43996876524735,1.00950853591403,1.30906612062383,1.29654484222491,1.37011634326958,0.94289710447099,1.44179325543246,1.3627009503357,0.796839890665124,1.0059617485549,1.22771086051321,1.16125398375923,0.721293219114812,1.16057037112362,1.1001612568245,1.0824782095481,1.01979221357628,1.19947403088268,1.03349228207782
"1944",1.37767788783048,1.0438442036917,1.25205999409142,1.13717613837287,1.35286798448391,0.891188631424479,1.24230410981581,1.17485328416086,1.02126631986702,1.01512658574475,0.988855867620455,1.18659554359084,0.810655208103484,0.998831877500341,0.865436110426691,1.13320394533655,1.1064755168598,1.01975339988285,1.0398179886228
"1943",0.946089898050753,0.723817384412432,1.11557365009194,1.02557230956845,1.12016111572454,0.666707339596439,0.879952218751028,0.92994909024945,0.651247689493439,0.911761111336694,1.0888507869795,0.894363258366835,0.545388361183521,0.952902495471629,0.808092858664426,0.891777218342484,0.851728992550705,0.952334120207665,0.846097140200922
"1942",1.13838460860748,1.04685895885537,1.00760182976042,1.29715656914264,1.38458682176058,0.804726996681762,0.867714333345143,1.20474173911861,0.983679217461885,1.16829780411953,1.55138726425683,1.23256367478876,0.783220204263097,1.097938033626,1.01985823744523,0.983669839739003,0.87718365927322,1.08176606658005,0.965297525294211
"1941",1.14530662871147,1.09523213596929,1.01969308661233,1.22305098834605,1.45415227444094,1.08811169295724,1.04533269953662,1.05884597469212,0.944542089453701,1.09228693589146,1.39963825445767,1.37892948285083,0.87906171598682,1.11508791839245,1.10746741018724,1.17523023516011,1.11188396296344,1.14633194728494,1.1383988226998
"1940",1.26949971733069,1.04291685064145,0.937083951005969,1.0857561045705,1.49612673574659,0.958396907653316,0.95436815426857,1.10243993886047,1.14199039313429,1.11237880561839,1.21901323665504,1.41275251796601,0.920758465927254,1.04913338673727,1.13953565087492,1.19222056269256,1.16128070507441,1.01312718705337,1.16156241594232
"1939",0.876979824237338,0.806729081355852,0.7858803293095,0.875148033463674,1.24628716427055,0.773569856637406,0.847194696200669,0.815597474646189,0.944041985845076,0.99733269437113,1.02133579995452,1.24455871148815,0.764185241273274,0.855506240294312,1.10417585771744,1.03322180822647,0.900797589262434,0.718589178552707,0.961151535701662
"1938",1.09679476941347,0.798585361223716,0.756155885119982,0.787561169256196,1.25118134159799,0.849013704106808,1.00041759767679,1.03464555612095,1.08773108803457,0.909309429135666,1.38498005380804,1.17868846778696,0.893350449061016,0.937670184105706,1.1512714320248,1.03206827470553,0.974252582576749,0.717984571157513,0.954076306259919
"1937",0.823532215735542,0.723015881046752,0.494003772958207,0.705842780968246,0.9026117995108,0.837505722752163,0.715747258092618,0.927649178618021,0.782951743685954,0.907644633391007,1.03300737929618,0.863562584858178,0.76299778246679,0.69526096969005,0.798021824033611,0.842926477227372,0.790970000710304,0.625882852592168,0.768730346363376
"1936",0.941856231885912,0.94330262732908,0.560712910552915,0.793583859663606,0.90905819777525,0.993239562438113,0.829062389317315,0.817396291542648,0.977091523612322,0.841431073120782,1.1014913757317,0.668186675062393,0.612132250596025,0.781652886400935,0.852581849098102,0.828116402949568,0.82383775041475,0.565285449877897,0.760977548067177
"1935",0.836317171860139,0.838591039406815,0.800200793836042,0.865354642095432,0.90172106398135,0.818677364370588,0.833638634942026,0.744275040270312,0.723891216242061,0.866445656497295,0.973220300557137,0.874865036876591,0.703803114038526,0.684122689762289,0.942287295146719,0.859211307470905,0.876611527875145,0.558108940893045,0.785449747630079
"1934",1.16046175670568,1.05247582409903,0.647451119076233,0.957586681489422,1.04841357623032,1.21628453659894,0.904243514845414,1.06891889742578,0.637949169300581,0.974917782441204,1.12938499747621,0.844440420432029,0.947136677653288,0.789134324075339,0.782103375402012,0.714794319196534,0.874121175600448,0.662050261167783,0.683023955093557
"1933",0.890706788719913,0.917793228864213,0.54489221471279,0.848407909057814,0.802088766773798,1.09775307013007,0.812292508735465,0.809737627965361,0.690041359890064,1.02643846759796,0.907733498940981,0.772745914462873,0.618129305176935,0.634111236363326,1.02261325014367,0.74193588932364,0.939903297466853,0.580752619479661,0.853482125269878
"1932",0.9267013511305,0.645659079435863,0.49282407078501,0.971820613600013,0.759069932628936,0.836327185008235,0.809486533833342,0.731120580670305,0.679065828690977,0.853279994542824,0.871560346700227,1.06290540884705,0.820658655915728,0.698531483311379,1.08805108792603,0.773393209952666,0.907184339482646,0.655755154534819,0.855166248749118
"1931",1.05992688747879,0.867535465533911,0.872226175888445,1.22139318880136,0.750004043800593,1.10517287939413,0.904535286208399,0.862232112722635,1.01145740186002,0.908918833213446,1.20601748017216,1.1951929176696,1.09846173390845,0.889085887650233,1.31396013989547,1.10451092649232,0.901449627695658,0.774520011998804,1.27533864453283
"1930",1.12265869117356,0.985474684882959,0.800670515915666,1.19836675487929,0.849426331581504,1.21621904398326,0.882487915741514,0.896032302413227,1.11486029824329,0.977133056239923,1.1688482123293,1.34141898250693,1.10449135905325,0.959042980600237,1.20501169372885,1.34584804628963,0.895788629744861,0.847952751480678,1.10156266533815
"1929",0.890212912674622,0.867837600138009,0.848898707322347,1.00510195160699,0.802054269799324,1.08884839492968,0.792944967532822,0.85635153475598,1.20538201422854,0.862987391257458,0.914016874019861,1.08149811914564,0.895904124580866,0.856213840344829,0.969412512093723,1.15648868001008,0.960624352185259,0.802094659920848,1.00407649742694
"1928",0.612936355452237,0.812504600128568,0.693047318221725,1.01477243549329,0.623147560833609,0.822829874166543,0.778273175364898,0.758379580694351,0.862060143923239,0.844436743608875,0.881559270671064,0.853321596435083,0.769933491840198,0.781009096570519,0.910136584158177,0.743937141678775,0.937166319416416,0.835688673869203,0.829575314932903
"1927",0.642409096588766,0.748905901233222,0.582782180962024,1.00411265093307,0.581181864373102,0.936485971617971,0.772878486935168,0.782704524127883,0.92841208778501,0.867842512957715,0.792568804196303,0.842692018283139,0.758485446938897,0.701166279430234,1.01899963715146,0.789551987688825,1.12585447989204,0.77475647357788,0.904247682059616
"1926",0.778109449340097,0.986843962390472,0.702578292551058,1.10472807753585,0.571724039912105,1.24593013452803,0.922815201785812,0.846844110625162,1.34606177935665,0.958922565773752,0.812939315026533,1.21428528208514,1.05140671403285,0.956629847529593,1.29781010159768,1.08254644843523,1.07931272537792,0.991843651837548,1.2129631783436
"1925",0.795424619771888,0.808197342542479,0.846308698869653,0.89392716186728,0.705714433215728,1.04379693831769,0.76187185271087,0.995995335623689,0.9774089361498,1.02521131731961,0.925121367263384,0.988331039921168,0.734140739463733,0.886115673297249,1.06557406764174,0.819923468124033,1.1675092827812,1.1144334643529,1.02013654521122
