age_CE,FHMR01B_raw,FHMR02A_raw,FHMR03A_raw,FHMR05A_raw,FHMR06A_raw,FHMR07A_raw,FHMR08B_raw,FHMR09A_raw,FHMR10A_raw,FHMR11A_raw,FHMR12A_raw,FHMR13B_raw,FHMR14B_raw,FHMR15B_raw,FHMR16A_raw,FHMR17B_raw,FHMR18B_raw,FHMR19B_raw,FHMR20B_raw,FHMR01B_raw_outlier_flag,FHMR02A_raw_outlier_flag,FHMR03A_raw_outlier_flag,FHMR05A_raw_outlier_flag,FHMR06A_raw_outlier_flag,FHMR07A_raw_outlier_flag,FHMR08B_raw_outlier_flag,FHMR09A_raw_outlier_flag,FHMR10A_raw_outlier_flag,FHMR11A_raw_outlier_flag,FHMR12A_raw_outlier_flag,FHMR13B_raw_outlier_flag,FHMR14B_raw_outlier_flag,FHMR15B_raw_outlier_flag,FHMR16A_raw_outlier_flag,FHMR17B_raw_outlier_flag,FHMR18B_raw_outlier_flag,FHMR19B_raw_outlier_flag,FHMR20B_raw_outlier_flag
1859,NA,NA,0.42,0.25,NA,0.47,0.49,0.58,0.88,NA,0.93,NA,0.21,NA,NA,0.77,NA,0.88,1.16,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE
1860,NA,NA,0.67,0.53,NA,0.54,0.4,0.66,0.9,NA,1.25,NA,0.65,NA,NA,0.61,NA,1.08,1.07,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE
1861,NA,NA,0.54,0.95,NA,0.63,0.53,0.82,1.04,NA,0.78,NA,1.05,NA,NA,0.63,NA,0.57,0.77,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE
1862,NA,2.04,0.77,0.82,NA,0.68,0.38,0.67,0.91,NA,0.76,NA,0.81,NA,NA,0.68,0.93,0.78,0.84,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1863,NA,2.32,0.94,0.96,NA,0.97,0.58,0.78,2.36,NA,0.47,NA,1.2,NA,NA,1.11,1.48,1.15,1.04,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1864,NA,1.73,0.7,0.56,NA,0.64,0.53,0.58,2.31,NA,0.85,NA,0.44,NA,NA,0.89,0.85,0.54,0.38,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1865,NA,1.91,0.93,0.81,NA,0.99,0.72,0.85,2.56,NA,0.84,NA,0.72,NA,NA,1.39,0.81,0.61,0.78,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1866,NA,1.57,0.43,0.55,NA,0.59,0.48,0.65,1.59,NA,0.63,NA,0.48,NA,NA,0.79,0.56,0.28,0.48,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1867,NA,1.51,0.64,0.5,NA,0.76,0.37,0.51,1.47,NA,0.54,NA,0.45,NA,NA,0.55,0.48,0.45,0.61,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1868,1.39,1.15,0.53,0.59,NA,0.83,0.37,0.79,1.63,NA,0.71,NA,0.85,NA,NA,0.6,0.43,0.56,0.63,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1869,1.05,1.6,0.43,0.89,NA,0.93,0.5,0.98,1.24,NA,0.89,NA,0.83,NA,NA,0.68,0.48,1.23,0.76,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1870,0.79,1.57,0.73,0.92,NA,1.04,0.45,0.78,1.06,NA,1.1,NA,0.46,NA,NA,0.83,0.53,0.88,0.77,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1871,0.72,1.83,1.09,1.1,NA,0.98,0.5,0.8,1.09,NA,1.07,NA,0.44,NA,NA,0.81,0.52,0.89,0.58,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1872,0.91,1.48,1.16,0.9,NA,1.46,0.43,1.04,1.24,NA,0.78,NA,0.49,NA,NA,1.02,0.36,0.96,0.92,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1873,1.26,1.27,0.71,0.66,NA,1.45,0.57,1,1.13,NA,0.58,NA,0.55,NA,NA,1.06,0.27,0.6,1,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1874,1.23,1.52,1.01,0.76,NA,1.8,0.55,0.48,1.67,NA,0.76,NA,0.53,NA,NA,0.84,0.92,1.35,0.93,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1875,1.02,0.98,0.69,0.66,NA,1.21,0.48,0.79,1.28,NA,0.65,NA,0.4,NA,NA,0.94,0.85,0.81,0.9,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1876,0.6,0.92,0.84,0.35,NA,0.76,0.27,0.47,1.18,NA,0.42,NA,0.21,NA,NA,0.68,0.56,0.72,0.57,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1877,0.84,1.34,1.38,0.63,NA,1.18,0.42,0.76,1.61,2.21,0.56,NA,0.27,NA,NA,0.76,0.66,1.22,0.9,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1878,0.84,1.09,0.94,0.58,NA,0.71,0.26,0.56,1.23,1.37,0.45,NA,0.16,NA,NA,0.41,0.48,0.65,0.63,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1879,1.31,0.97,1.4,0.71,NA,0.97,0.36,0.75,1.39,1.51,1.12,NA,0.18,NA,NA,0.83,0.65,0.66,0.85,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1880,0.77,0.86,0.84,0.44,NA,0.75,0.27,0.42,0.89,1.4,1.05,NA,0.22,NA,NA,0.68,0.71,0.61,0.41,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1881,0.85,0.71,0.91,0.53,NA,0.72,0.21,0.42,1,1.41,0.82,NA,0.24,NA,NA,0.5,0.38,0.49,0.24,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1882,0.93,0.88,1.6,0.47,NA,1.1,0.3,0.58,1.07,1.41,0.96,0.52,0.48,NA,0.52,0.57,0.71,1.1,0.5,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1883,1.04,0.91,1.57,0.36,NA,1.18,0.23,0.49,0.93,1.54,0.57,0.29,0.39,NA,0.82,0.88,0.58,1.19,0.62,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1884,0.61,1.36,1.59,0.26,NA,0.96,0.19,0.45,0.68,1.33,0.64,0.49,0.49,NA,1.36,0.88,0.65,1.96,0.54,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1885,0.88,1.37,1.38,0.41,NA,1.26,0.29,0.52,0.84,1.23,0.67,0.66,1.31,NA,2.51,1.01,0.68,1.81,0.64,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1886,0.82,1.24,1.53,0.44,NA,0.99,0.19,0.36,0.64,1.11,0.7,0.38,0.99,NA,2.12,1.2,0.51,1.3,0.68,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1887,0.76,1.16,1.9,0.61,NA,1.21,0.29,0.42,0.87,1.17,1.15,0.65,1.43,NA,1.55,1.44,0.36,1.47,0.58,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1888,0.86,1.36,2.28,0.9,NA,1.05,0.33,0.56,0.82,1.33,1.16,0.72,1.48,NA,1.75,1.32,0.61,1.1,0.6,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1889,0.82,1.97,1.91,1,NA,1.26,0.25,0.64,0.88,1.44,1.42,0.6,1.55,NA,1.15,1.36,0.49,1.36,0.65,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1890,0.84,1.64,1.11,0.81,NA,1.3,0.29,0.53,0.52,0.95,1.32,0.5,1.21,NA,1.05,1.23,0.54,0.94,0.76,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1891,0.79,1.52,1.19,0.84,NA,1.37,0.51,0.26,0.97,0.9,1.47,0.56,1.21,NA,0.96,1.4,0.63,1.2,0.76,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1892,0.63,0.91,1.15,0.73,NA,1.1,0.36,0.63,1.15,0.93,1.27,0.7,0.72,NA,0.64,1.02,0.52,0.98,0.74,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1893,0.68,0.54,0.75,0.49,NA,1.22,0.26,0.54,0.92,0.72,0.72,0.76,0.52,1.54,1.15,0.89,0.29,0.86,0.72,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1894,0.68,0.67,1.39,0.58,1.51,1.66,0.32,0.6,0.92,0.87,0.75,0.85,0.68,1.16,1.33,0.92,0.52,1.19,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1895,0.72,0.64,1.68,0.72,1.13,1.77,0.29,0.57,1.3,0.96,0.76,0.76,0.75,0.67,2.01,0.76,0.61,0.96,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1896,0.89,0.78,1.37,0.75,0.68,1.41,0.17,0.66,1.22,0.85,0.8,0.85,0.97,0.94,1.27,0.92,0.56,0.98,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1897,1.17,1.15,1.82,0.68,0.97,1.64,0.21,0.61,0.92,0.97,1.13,0.94,1.16,1.06,1.61,0.7,0.69,1.29,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1898,1.96,1.2,2.25,1.1,0.74,1.82,0.23,0.5,1.09,0.94,1.18,0.91,0.85,2.36,2.06,0.67,0.65,1.26,1.04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1899,0.94,0.69,1.45,0.62,0.3,0.81,0.26,0.49,0.74,0.78,0.55,0.43,0.46,0.8,1.13,0.35,0.58,0.47,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1900,1.59,1.42,2.71,1.05,0.68,1.75,0.42,1.14,1.69,1.18,1.15,0.65,0.86,1.65,1.93,0.68,0.99,1.55,1.08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1901,1.37,1.8,2.99,1.17,0.65,1.88,0.41,1.1,1.9,1.13,1.22,0.6,1.05,1.7,1.93,0.61,0.78,1.94,0.99,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1902,0.63,1.36,1.73,0.37,0.73,1.09,0.24,0.76,1.09,1.02,0.86,0.59,0.89,1.26,1.43,0.72,0.66,1.46,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1903,0.76,1.31,1.98,0.63,0.92,1.46,0.23,0.71,1.03,0.9,0.86,0.81,0.81,1.1,1.91,0.81,0.8,1.4,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1904,1.35,1.19,2.21,0.88,0.63,1.87,0.35,0.75,1.29,0.98,0.79,0.77,1.13,1.15,2.1,1.2,0.82,1.65,1.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1905,1.09,0.8,1.48,0.7,1.03,1.45,0.26,0.71,1.16,0.98,0.57,0.59,1.19,0.67,1.61,1.17,0.67,1.48,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1906,0.9,1.01,1.46,0.77,1.38,1.36,0.45,0.58,1.05,0.97,0.82,0.4,1.2,1.29,1.77,0.76,0.58,1.45,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1907,1.16,1.17,1.54,0.66,1.32,1.25,0.45,0.69,1.19,0.99,0.92,0.6,1.34,0.74,1.75,0.94,0.87,1.36,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1908,1.4,0.93,1.29,0.74,0.9,1.22,0.46,0.68,1.27,0.96,0.85,0.46,1.16,0.37,2.03,0.96,0.88,1.05,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1909,0.95,0.79,1.21,0.43,1.23,1.23,0.47,0.7,1.26,1.06,0.92,0.52,1.37,0.41,1.95,0.76,1.09,1.08,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1910,1.12,0.95,1.22,0.33,1.12,0.93,0.45,0.52,0.93,0.52,0.77,0.43,0.85,0.3,1.27,0.62,0.75,0.89,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1911,1.18,0.85,1.22,0.56,1.33,1.14,0.73,0.86,1.12,1.04,0.89,0.61,0.97,0.89,1.52,0.84,0.81,1.02,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1912,0.9,0.79,1.1,0.51,1.24,0.9,0.68,0.85,1.06,0.92,1.01,0.81,0.85,0.82,1.41,0.75,0.92,1.11,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1913,0.98,0.8,1.13,0.47,0.82,1.21,0.69,0.63,0.99,0.7,1.1,0.78,1.14,0.62,1.35,0.74,1.1,1.07,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1914,1.11,1.06,1.28,0.5,0.75,1.56,0.65,0.67,1.21,0.68,1.25,0.67,1.38,0.58,1.53,0.82,1.01,1.41,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1915,1.02,1.04,1.46,0.38,0.58,1.32,0.76,0.57,1.09,0.88,1.22,0.79,1.4,0.88,1.44,0.76,0.69,1.15,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1916,0.48,1.49,1.15,0.18,0.61,0.99,0.49,0.42,0.7,0.69,1.52,0.77,0.69,0.39,1.51,0.43,0.84,0.97,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1917,1.27,1.25,1.31,0.44,0.99,1.52,0.78,0.51,0.88,0.75,1.85,1.44,1.28,0.47,1.87,0.79,1.25,1.3,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1918,1.22,1.1,1.28,0.27,1.4,1.3,0.69,0.35,0.77,0.69,1.18,0.7,1.13,0.52,1.45,0.86,0.93,1.54,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1919,1.11,0.99,0.96,0.28,1.5,1.33,0.58,0.4,0.84,0.66,0.7,1.27,0.97,0.46,1.36,0.59,0.82,1.08,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1920,1.23,1.01,0.93,0.35,1.16,1.51,0.66,0.45,0.9,0.87,0.66,0.94,0.8,0.55,1.27,0.9,0.77,1.29,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1921,0.93,0.99,0.82,0.27,0.93,1.32,0.69,0.34,0.96,0.63,0.63,0.81,0.63,0.46,1.37,0.63,0.6,1.33,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1922,1.35,0.83,1.41,0.28,0.92,1.16,0.86,0.52,0.79,0.78,0.94,0.89,1.26,0.82,2.11,0.72,0.91,1.48,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,1.19,1.1,1.18,0.35,0.98,1.35,0.77,0.48,1.04,0.54,0.71,0.63,0.91,0.55,1.54,0.68,0.75,1.49,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1924,0.98,0.91,0.89,0.29,1.22,1.28,0.72,0.29,0.97,0.56,0.82,0.41,0.8,0.7,1.12,0.68,0.63,1.44,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,1.06,0.76,1.02,0.53,1.33,1.54,0.79,0.2,1.78,0.71,1.05,0.78,0.63,0.93,1.5,0.79,0.68,1.42,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,0.91,0.78,1.19,0.56,1.16,1.64,0.7,0.31,1.54,0.75,1.06,0.8,0.84,1.43,1.38,0.84,0.67,1.51,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
