age_CE,WHIT0010_raw,WHIT0030_raw,WHIT0040_raw,WHIT0050_raw,WHIT0060_raw,WHIT0070_raw,WHIT0080_raw,WHIT0120_raw,WHIT0130_raw,WHIT0140_raw,WHIT0150_raw,WHITCH00_raw,WHIT0010_raw_outlier_flag,WHIT0030_raw_outlier_flag,WHIT0040_raw_outlier_flag,WHIT0050_raw_outlier_flag,WHIT0060_raw_outlier_flag,WHIT0070_raw_outlier_flag,WHIT0080_raw_outlier_flag,WHIT0120_raw_outlier_flag,WHIT0130_raw_outlier_flag,WHIT0140_raw_outlier_flag,WHIT0150_raw_outlier_flag,WHITCH00_raw_outlier_flag
1844,NA,NA,NA,NA,0.58,NA,NA,NA,1.77,0.3,1.34,0.99,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1845,NA,NA,NA,NA,0.56,NA,NA,NA,1.6,0.29,1.22,0.99,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1846,NA,NA,NA,NA,0.35,NA,NA,NA,1.43,0.28,0.91,0.85,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1847,NA,NA,NA,NA,0.33,NA,NA,NA,1.7,0.22,0.74,0.78,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1848,NA,NA,NA,NA,0.32,NA,NA,NA,1.74,0.22,0.74,0.78,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1849,NA,NA,NA,NA,0.29,NA,NA,NA,1.7,0.14,0.65,0.72,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1850,0.88,NA,NA,NA,0.21,NA,NA,NA,1.26,0.14,0.67,0.63,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1851,0.98,NA,NA,NA,0.26,NA,NA,NA,1.24,0.13,0.81,0.68,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1852,0.74,NA,NA,NA,0.13,NA,NA,NA,1.07,0.14,0.57,0.53,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1853,0.72,NA,NA,NA,0.11,NA,NA,NA,1.52,0.06,0.6,0.6,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1854,0.83,NA,NA,NA,0.29,NA,NA,NA,1.79,0.1,0.6,0.72,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1855,1.16,NA,NA,NA,0.37,NA,NA,NA,1.61,0.1,0.64,0.78,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1856,1.06,NA,NA,NA,0.36,NA,NA,NA,1.55,0.06,0.66,0.74,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1857,0.89,NA,NA,NA,0.27,NA,NA,NA,1.15,0.13,0.65,0.62,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1858,0.68,NA,NA,NA,0.34,NA,NA,NA,1.28,0.13,0.52,0.59,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1859,0.65,NA,NA,NA,0.31,0.44,NA,NA,1.16,0.08,0.49,0.52,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1860,1.06,NA,NA,NA,0.36,0.78,NA,NA,1.13,0.11,0.56,0.67,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1861,0.8,NA,NA,NA,0.33,0.74,NA,NA,1.31,0.09,0.59,0.64,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1862,0.67,NA,NA,NA,0.31,0.67,NA,NA,1.07,0.1,0.56,0.56,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1863,0.72,NA,NA,NA,0.52,0.69,NA,NA,0.98,0.15,0.61,0.61,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1864,0.58,NA,NA,1.38,0.37,0.69,NA,NA,1.04,0.12,0.53,0.67,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1865,0.64,NA,NA,1.05,0.5,0.65,NA,NA,1.13,0.14,0.47,0.65,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1866,0.62,NA,NA,1.24,0.5,0.67,NA,NA,1.14,0.19,0.53,0.7,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1867,0.59,NA,NA,1.38,0.5,0.58,NA,NA,1.03,0.19,0.48,0.68,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1868,1.02,NA,NA,1.53,0.53,0.63,1.11,NA,0.94,0.23,0.5,0.81,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1869,0.65,NA,NA,1.22,0.49,0.64,0.94,NA,0.76,0.17,0.41,0.66,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1870,0.7,NA,NA,1.17,0.57,0.59,0.86,NA,0.86,0.1,0.43,0.66,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1871,0.58,NA,NA,0.92,0.43,0.46,0.64,NA,0.92,0.08,0.37,0.55,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1872,0.48,NA,NA,1.18,0.5,0.64,0.81,NA,0.61,0.11,0.48,0.6,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1873,0.54,NA,NA,1.27,0.58,0.72,0.92,0.8,0.89,0.13,0.54,0.71,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1874,0.49,NA,NA,1.26,0.43,0.66,0.89,0.65,1.24,0.09,0.49,0.69,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1875,0.49,NA,NA,1.35,0.55,0.63,1.13,0.64,1.14,0.13,0.57,0.74,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1876,0.5,NA,NA,1.34,0.48,0.57,0.84,0.51,0.84,0.09,0.47,0.63,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1877,0.6,NA,NA,1.41,0.58,0.66,0.66,0.8,0.93,0.15,0.52,0.7,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1878,0.48,NA,NA,1.21,0.51,0.64,0.56,0.57,0.88,0.37,0.51,0.64,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1879,0.58,NA,NA,1.1,0.78,0.64,0.84,0.71,0.8,0.31,0.62,0.71,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1880,0.52,0.72,NA,0.87,0.56,0.54,0.75,0.59,1.02,0.38,0.58,0.65,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1881,0.73,0.82,NA,0.92,0.58,0.73,0.95,0.76,0.68,0.35,0.71,0.72,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1882,0.82,0.81,NA,0.86,0.52,0.69,1.16,0.78,0.55,0.36,0.77,0.73,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1883,0.8,0.74,NA,0.88,0.46,0.68,0.97,0.75,0.59,0.44,0.74,0.71,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1884,0.75,0.91,NA,0.74,0.44,0.68,1.06,0.87,0.51,0.38,0.72,0.71,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1885,0.81,0.85,NA,1.03,0.43,0.83,1.61,1.08,0.39,0.41,0.81,0.83,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1886,0.64,0.73,NA,1.04,0.36,0.64,0.92,0.73,0.46,0.35,0.57,0.64,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1887,0.72,0.75,NA,0.96,0.41,0.59,1,0.76,0.47,0.4,0.62,0.67,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1888,0.87,0.98,NA,0.94,0.41,0.73,0.93,0.79,0.5,0.44,0.71,0.73,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1889,0.87,0.98,NA,0.94,0.4,0.62,0.77,0.4,0.51,0.48,0.74,0.67,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1890,0.76,0.68,1.01,0.77,0.42,0.57,0.77,0.67,0.33,0.47,0.61,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1891,0.78,0.98,1.43,0.85,0.4,0.6,0.96,0.72,0.25,0.47,0.62,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1892,0.81,0.98,1.09,0.69,0.49,0.6,1.23,0.75,0.32,0.37,0.76,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1893,0.82,1.12,1.06,0.97,0.62,0.65,1.28,0.81,0.23,0.4,0.59,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1894,0.81,1.44,0.88,0.42,0.72,0.7,1.06,0.9,0.27,0.49,0.71,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1895,0.73,1.16,0.84,0.87,0.56,0.61,0.94,0.89,0.25,0.46,0.63,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1896,0.64,0.94,0.92,0.68,0.52,0.6,0.87,0.64,0.35,0.44,0.55,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1897,0.61,0.89,0.97,0.55,0.31,0.64,0.8,0.81,0.26,0.33,0.47,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1898,0.68,0.78,0.81,0.67,0.44,0.64,0.77,0.81,0.29,0.39,0.59,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1899,0.69,0.83,0.96,0.54,0.45,0.54,0.8,0.72,0.37,0.46,0.59,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1900,0.76,0.98,0.53,0.31,0.43,0.69,0.79,0.96,0.43,0.43,0.71,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1901,0.62,0.89,0.9,0.39,0.47,0.73,0.91,0.91,0.38,0.42,0.74,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1902,0.58,0.85,0.81,0.43,0.53,0.64,0.76,0.9,0.38,0.43,0.57,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1903,0.63,0.89,0.97,0.4,0.43,0.61,0.74,1.07,0.46,0.39,0.57,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1904,0.7,0.85,0.97,0.49,0.35,0.8,0.92,0.97,0.4,0.42,0.6,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1905,0.72,1.03,0.95,0.4,0.26,0.65,0.81,0.41,0.31,0.37,0.76,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1906,0.61,0.82,0.82,0.56,0.19,0.53,0.67,0.89,0.29,0.39,0.7,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1907,0.58,0.62,0.71,0.49,0.26,0.51,0.56,0.8,0.27,0.29,0.6,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1908,0.54,0.77,0.79,0.49,0.29,0.59,0.73,0.83,0.38,0.3,0.66,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1909,0.48,0.63,0.76,0.4,0.25,0.55,0.59,0.71,0.28,0.25,0.47,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1910,0.94,1,1.21,0.48,0.31,0.69,0.86,0.75,0.43,0.47,0.88,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1911,0.81,0.81,1.09,0.66,0.3,0.69,0.7,0.79,0.52,0.67,0.86,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1912,0.7,0.61,1.13,0.52,0.28,0.57,0.58,0.87,0.5,0.59,0.67,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1913,0.63,0.79,0.93,0.52,0.28,0.56,0.53,0.84,0.49,0.67,0.82,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1914,0.63,0.9,0.89,0.56,0.32,0.7,0.49,0.86,0.39,0.69,0.81,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1915,0.64,0.86,0.94,0.59,0.37,0.64,0.54,0.71,0.33,0.63,0.64,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1916,0.64,0.7,0.9,0.55,0.32,0.58,0.65,0.81,0.22,0.68,0.69,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1917,0.63,0.69,0.74,0.51,0.34,0.66,0.57,0.65,0.27,0.51,0.72,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1918,0.49,0.67,0.75,0.44,0.26,0.63,0.53,0.7,0.28,0.37,0.56,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1919,0.67,0.81,0.94,0.79,0.43,0.74,0.56,0.82,0.26,0.43,0.65,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1920,0.63,0.72,0.92,0.64,0.64,0.79,0.53,0.7,0.23,0.39,0.65,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1921,0.56,0.69,0.89,0.83,0.55,0.7,0.57,0.82,0.29,0.48,0.66,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1922,0.37,0.41,0.54,0.56,0.47,0.5,0.58,0.6,0.28,0.35,0.46,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,0.4,0.56,0.52,0.61,0.54,0.58,0.62,0.58,0.3,0.45,0.44,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1924,0.4,0.52,0.58,0.56,0.49,0.49,0.49,0.47,0.29,0.44,0.41,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,0.48,0.57,0.84,0.71,0.63,0.52,0.44,0.54,0.16,0.45,0.46,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,0.47,0.55,0.69,0.58,0.55,0.63,0.32,0.53,0.17,0.43,0.42,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,0.41,0.55,0.73,0.63,0.59,0.64,0.33,0.53,0.14,0.4,0.57,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
