localID,title,alternateTitle,abstract,dataType,coordinateLon_WGS84,coordinateLat_WGS84,publicationDate,largerWorkCitation,attachmentFileName
BNIA4,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.063646,37.107701,9/30/2024,NA,BNIA4.zip
BNIA3,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.063478,37.107899,9/30/2024,NA,BNIA3.zip
BA6,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.063129,37.108233,9/30/2024,NA,BA6.zip
BA2,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.062904,37.10826,9/30/2024,NA,BA2.zip
BA1,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.062556,37.109604,9/30/2024,NA,BA1.zip
BQA01FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-104.947936,37.129064,9/30/2024,NA,BQA01FS.zip
BQA02FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-104.947936,37.129064,9/30/2024,NA,BQA02FS.zip
BQA03FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-104.947936,37.129064,9/30/2024,NA,BQA03FS.zip
BQA04FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-104.947936,37.129064,9/30/2024,NA,BQA04FS.zip
BQA05FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-104.947936,37.129064,9/30/2024,NA,BQA05FS.zip
BQA06FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-104.947936,37.129064,9/30/2024,NA,BQA06FS.zip
BQA07aFS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-104.947936,37.129064,9/30/2024,NA,BQA07aFS.zip
BQA09FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-104.947936,37.129064,9/30/2024,NA,BQA09FS.zip
BG16,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.049224,37.135778,9/30/2024,NA,BG16.zip
BG01FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.04455,37.151357,9/30/2024,NA,BG01FS.zip
BG02FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.04455,37.151357,9/30/2024,NA,BG02FS.zip
BG03FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.04455,37.151357,9/30/2024,NA,BG03FS.zip
BG04FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.04455,37.151357,9/30/2024,NA,BG04FS.zip
BG05FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.04455,37.151357,9/30/2024,NA,BG05FS.zip
BG06FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.04455,37.151357,9/30/2024,NA,BG06FS.zip
BG07FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.04455,37.151357,9/30/2024,NA,BG07FS.zip
BG08FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.04455,37.151357,9/30/2024,NA,BG08FS.zip
BG09FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.04455,37.151357,9/30/2024,NA,BG09FS.zip
BG10,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.04455,37.151357,9/30/2024,NA,BG10.zip
BG11FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.04455,37.151357,9/30/2024,NA,BG11FS.zip
BG12,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.043435,37.151366,9/30/2024,NA,BG12.zip
BG13FS,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.043435,37.151366,9/30/2024,NA,BG13FS.zip
BG15,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.043435,37.151366,9/30/2024,NA,BG15.zip
BNID22,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.082847,37.169851,9/30/2024,NA,BNID22.zip
BD26,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.083546,37.169959,9/30/2024,NA,BD26.zip
BD27,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.084042,37.170103,9/30/2024,NA,BD27.zip
BNID23,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.082408,37.170122,9/30/2024,NA,BNID23.zip
BD24,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.082217,37.170356,9/30/2024,NA,BD24.zip
BD25,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.082623,37.170365,9/30/2024,NA,BD25.zip
BC19,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.103112,37.170493,9/30/2024,NA,BC19.zip
BNIC19a,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.103112,37.170493,9/30/2024,NA,BNIC19a.zip
BC21A,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.104082,37.170925,9/30/2024,NA,BC21A.zip
BC21B,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.104082,37.170925,9/30/2024,NA,BC21B.zip
BC21C_higher,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.104082,37.170925,9/30/2024,NA,BC21C.zip
BC20,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.103811,37.171052,9/30/2024,NA,BC20.zip
BNIB7_upper,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.054156,37.183461,9/30/2024,NA,BNIB7_upper.zip
BNIB8b,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.054156,37.183461,9/30/2024,NA,BNIB8b.zip
BNIB8C,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.054156,37.183461,9/30/2024,NA,BNIB8C.zip
BB9,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.054043,37.18347,9/30/2024,NA,BB9.zip
BB10,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.054066,37.183605,9/30/2024,NA,BB10.zip
BB11,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.053818,37.183786,9/30/2024,NA,BB11.zip
BB16,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.052376,37.183922,9/30/2024,NA,BB16.zip
BNIB12,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.053402,37.183993,9/30/2024,NA,BNIB12.zip
BNIB13,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.052951,37.184057,9/30/2024,NA,BNIB13.zip
BB14,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.053086,37.184327,9/30/2024,NA,BB14.zip
BNIB17,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.05214,37.184345,9/30/2024,NA,BNIB17.zip
BNIB18,BarNI Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Bar-NI Ranch in southcentral Colorado, USA.",digital images,-105.049606,37.185347,9/30/2024,NA,BNIB18.zip
IPT01,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.219392,37.464355,9/30/2024,NA,IPT01.zip
IPT02,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.219392,37.464355,9/30/2024,NA,IPT02.zip
IPT03,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.219392,37.464355,9/30/2024,NA,IPT03.zip
IPT09,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.2305,37.4676,9/30/2024,NA,IPT09.zip
IPT10,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.2302,37.4676,9/30/2024,NA,IPT10.zip
IPT11,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.23,37.4676,9/30/2024,NA,IPT11.zip
IPT07,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.2303,37.4677,9/30/2024,NA,IPT07.zip
IPT08,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.2303,37.4677,9/30/2024,NA,IPT08.zip
TLR04,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.3663111,37.550125,9/30/2024,NA,TLR04.zip
TLR05,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.3661111,37.55036667,9/30/2024,NA,TLR05.zip
TLR03,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.3660889,37.55043056,9/30/2024,NA,TLR03.zip
TLR08,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.365954,37.550456,9/30/2024,NA,TLR08.zip
TLR09,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.365954,37.550456,9/30/2024,NA,TLR09.zip
TLR02,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.3658667,37.55048056,9/30/2024,NA,TLR02.zip
TLR06A,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.3660722,37.55054722,9/30/2024,NA,TLR06A.zip
TLR06B,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.3660722,37.55054722,9/30/2024,NA,TLR06B.zip
TLR07A,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.3661417,37.55057778,9/30/2024,NA,TLR07A.zip
TLR07B,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.3661417,37.55057778,9/30/2024,NA,TLR07B.zip
TLR01,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.3658917,37.55066389,9/30/2024,NA,TLR01.zip
IPT04,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.219393,38.464355,9/30/2024,NA,IPT04.zip
IPT05,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.219394,39.464355,9/30/2024,NA,IPT05.zip
IPT06,Trinchera Ranch,"Geosciences and Environmental Change Science Center: Fire, Climate, Humans Project","Data consist of digital images of tree ring fire history samples collected from Trinchera Ranch in southcentral Colorado, USA.",digital images,-105.219395,40.464355,9/30/2024,NA,IPT06.zip
