ID,SPECIES,TYPE,INNER_YR,PITH,OUTER_YR,AGE,EVENT,RATING,LAB_NOTES,RESPONSE_1,RESPONSE_2,RESPONSE_3,RESPONSE_4,MEASURED_RING_WIDTH,FIELD_NOTES,UTM_E,UTM_N,ZONE,DBH,HEIGHT,STATUS,COUNTY
BGL_04A,PICO,TRANSPORTED,1828,Y,2019,191,1942,3,Isolated small (~1cm) unusual cambial damage with localized TRDs and RW,CD,TRDs,RW,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04A,PICO,TRANSPORTED,1828,Y,2019,191,1948,3,Isolated small (~1cm) unusual cambial damage with localized TRDs and RW,CD,TRDs,RW,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04A,PICO,TRANSPORTED,1828,Y,2019,191,1952,1,Scar (~2 in) with RW and TRDs and associated growth suppression,SCAR,RW,TRDs,GS,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04A,PICO,TRANSPORTED,1828,Y,2019,191,1973,1,Scarring in multiple locations (part of wood is missing and part of scar tissue is physically missing) with associated RW and TRDs,SCAR,RW,TRDs,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04A,PICO,TRANSPORTED,1828,Y,2019,191,1991,4,Growth suppression (faint),GS,NA,NA,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04A,PICO,TRANSPORTED,1828,Y,2019,191,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04B,PICO,TRANSPORTED,1835,Y,2019,184,1851,1,Scar (~1/2 circumference) with associated RW and TRDs / Bark mostly intact; large sample with several scars and possible branch traces (dated around); visually dated; 2019,SCAR,RW,TRDs,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04B,PICO,TRANSPORTED,1835,Y,2019,184,1879,1,Scar (~1/3 circumference) with associated RW and TRDs,SCAR,RW,TRDs,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04B,PICO,TRANSPORTED,1835,Y,2019,184,1906,1,Scar (~2 in) with RW and TRDs,SCAR,RW,TRDs,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04B,PICO,TRANSPORTED,1835,Y,2019,184,1952,1,Scar (~2 in) with RW and TRDs,SCAR,RW,TRDs,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04B,PICO,TRANSPORTED,1835,Y,2019,184,1991,1,Scar (~4 in) with RW and TRDs,SCAR,RW,TRDs,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04B,PICO,TRANSPORTED,1835,Y,2019,184,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04C,PICO,TRANSPORTED,1848,Y,2019,171,1853,6,Frost ring (cellular disruption in earlywood) / Bark fully intact; visible impact scar; visually dated; 2019 EW,FR,NA,NA,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04C,PICO,TRANSPORTED,1848,Y,2019,171,1856,5,RW 1 year,RW,NA,NA,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04C,PICO,TRANSPORTED,1848,Y,2019,171,1955,1,Large scar (~2.5 in) with RW and TRDs,SCAR,RW,TRDs,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04C,PICO,TRANSPORTED,1848,Y,2019,171,1967,2,Unusual cambial damage (~5 cm) with localized TRDs and GS,CD,TRDs,GS,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_04C,PICO,TRANSPORTED,1848,Y,2019,171,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,Broken right at base. No roots attached. Severely damaged bole from many events over long period.,402867,4379045,13,NO DATA,4.7,LIVE,Summit
BGL_05A,PICO,TRANSPORTED,1886,Y,2019,133,1916,3,RW 3 years / Bark fully intact; visually dated; 2019 EW,RW,NA,NA,NA,N,Small broken base of bike. All visible branches broken off,402861,4379041,13,25,1.15,LIVE,Summit
BGL_05A,PICO,TRANSPORTED,1886,Y,2019,133,1919,6,Frost ring (cellular disruption in earlywood),FR,NA,NA,NA,N,Small broken base of bike. All visible branches broken off,402861,4379041,13,25,1.15,LIVE,Summit
BGL_05A,PICO,TRANSPORTED,1886,Y,2019,133,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,Small broken base of bike. All visible branches broken off,402861,4379041,13,25,1.15,LIVE,Summit
BGL_06A,ABLA,TRANSPORTED,1960,Y,2019,59,1973,3,TRDs and RW for 2 years,TRDs,RW,NA,NA,N,Laying against skiers left trimline with root ball down hill. Big spruce 30m directly uphill. Nestled in pile with one other similar sized tree (BGL07) and several small ones,402865,4379043,13,32,7.5,LIVE,Summit
BGL_06A,ABLA,TRANSPORTED,1960,Y,2019,59,1978,1,Scar (~1/6th circumference of tree) with associated TRDs and RW (poorly defined),SCAR,TRDs,RW,NA,N,Laying against skiers left trimline with root ball down hill. Big spruce 30m directly uphill. Nestled in pile with one other similar sized tree (BGL07) and several small ones,402865,4379043,13,32,7.5,LIVE,Summit
BGL_06A,ABLA,TRANSPORTED,1960,Y,2019,59,1984,4,RW 1 year (pronounced),RW,NA,NA,NA,N,Laying against skiers left trimline with root ball down hill. Big spruce 30m directly uphill. Nestled in pile with one other similar sized tree (BGL07) and several small ones,402865,4379043,13,32,7.5,LIVE,Summit
BGL_06A,ABLA,TRANSPORTED,1960,Y,2019,59,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,Laying against skiers left trimline with root ball down hill. Big spruce 30m directly uphill. Nestled in pile with one other similar sized tree (BGL07) and several small ones,402865,4379043,13,32,7.5,LIVE,Summit
BGL_06B,ABLA,TRANSPORTED,1942,Y,2019,77,1957,4,RW 2 years / Bark fully intact; large sample with minimal signal; visually dated; 2019 EW,RW,NA,NA,NA,N,Laying against skiers left trimline with root ball down hill. Big spruce 30m directly uphill. Nestled in pile with one other similar sized tree (BGL07) and several small ones,402865,4379043,13,32,7.5,LIVE,Summit
BGL_06B,ABLA,TRANSPORTED,1942,Y,2019,77,1960,4,RW 2 years,RW,NA,NA,NA,N,Laying against skiers left trimline with root ball down hill. Big spruce 30m directly uphill. Nestled in pile with one other similar sized tree (BGL07) and several small ones,402865,4379043,13,32,7.5,LIVE,Summit
BGL_06B,ABLA,TRANSPORTED,1942,Y,2019,77,1964,5,RW 1 year,RW,NA,NA,NA,N,Laying against skiers left trimline with root ball down hill. Big spruce 30m directly uphill. Nestled in pile with one other similar sized tree (BGL07) and several small ones,402865,4379043,13,32,7.5,LIVE,Summit
BGL_06B,ABLA,TRANSPORTED,1942,Y,2019,77,1967,5,RW 1 year,RW,NA,NA,NA,N,Laying against skiers left trimline with root ball down hill. Big spruce 30m directly uphill. Nestled in pile with one other similar sized tree (BGL07) and several small ones,402865,4379043,13,32,7.5,LIVE,Summit
BGL_06B,ABLA,TRANSPORTED,1942,Y,2019,77,1973,2,RW 4 years (pronounced),RW,NA,NA,NA,N,Laying against skiers left trimline with root ball down hill. Big spruce 30m directly uphill. Nestled in pile with one other similar sized tree (BGL07) and several small ones,402865,4379043,13,32,7.5,LIVE,Summit
BGL_06B,ABLA,TRANSPORTED,1942,Y,2019,77,1983,4,RW 2 years (pronounced),RW,NA,NA,NA,N,Laying against skiers left trimline with root ball down hill. Big spruce 30m directly uphill. Nestled in pile with one other similar sized tree (BGL07) and several small ones,402865,4379043,13,32,7.5,LIVE,Summit
BGL_06B,ABLA,TRANSPORTED,1942,Y,2019,77,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,Laying against skiers left trimline with root ball down hill. Big spruce 30m directly uphill. Nestled in pile with one other similar sized tree (BGL07) and several small ones,402865,4379043,13,32,7.5,LIVE,Summit
BGL_07A,PIEN,TRANSPORTED,1908,Y,2019,111,1911,6,Frost ring (cellular disruption in earlywood) / Bark fully intact; large sample with minimal signal; visually dated; 2019 EW,FR,NA,NA,NA,N,Rootball uphill. Laying parallel to path on skiers left trimline. All visible branches on bike broken off.,402864,4379035,13,40,16.5,LIVE,Summit
BGL_07A,PIEN,TRANSPORTED,1908,Y,2019,111,1919,6,Frost ring (cellular disruption in earlywood),FR,NA,NA,NA,N,Rootball uphill. Laying parallel to path on skiers left trimline. All visible branches on bike broken off.,402864,4379035,13,40,16.5,LIVE,Summit
BGL_07A,PIEN,TRANSPORTED,1908,Y,2019,111,1944,2,Localized growth suppression ~10+ years with associated TRDs,GS,TRDs,NA,NA,N,Rootball uphill. Laying parallel to path on skiers left trimline. All visible branches on bike broken off.,402864,4379035,13,40,16.5,LIVE,Summit
BGL_07A,PIEN,TRANSPORTED,1908,Y,2019,111,1954,3,Highly localized growth suprresion ~5 years with associated TRDs (directional shift),GS,TRDs,NA,NA,N,Rootball uphill. Laying parallel to path on skiers left trimline. All visible branches on bike broken off.,402864,4379035,13,40,16.5,LIVE,Summit
BGL_07A,PIEN,TRANSPORTED,1908,Y,2019,111,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,Rootball uphill. Laying parallel to path on skiers left trimline. All visible branches on bike broken off.,402864,4379035,13,40,16.5,LIVE,Summit
BGL_07B,PIEN,TRANSPORTED,1886,Y,2019,133,1914,4,Highly localized growth suppression with associated TRDs / Bark fully intact; large sample with minimal signal; visually dated; 2019 EW,TRDs,GS,NA,NA,N,Rootball uphill. Laying parallel to path on skiers left trimline. All visible branches on bike broken off.,402864,4379035,13,40,16.5,LIVE,Summit
BGL_07B,PIEN,TRANSPORTED,1886,Y,2019,133,1919,6,Frost ring (cellular disruption in earlywood),FR,NA,NA,NA,N,Rootball uphill. Laying parallel to path on skiers left trimline. All visible branches on bike broken off.,402864,4379035,13,40,16.5,LIVE,Summit
BGL_07B,PIEN,TRANSPORTED,1886,Y,2019,133,1944,2,Localized growth suppression ~10+ years with associated TRDs,GS,TRDs,NA,NA,N,Rootball uphill. Laying parallel to path on skiers left trimline. All visible branches on bike broken off.,402864,4379035,13,40,16.5,LIVE,Summit
BGL_07B,PIEN,TRANSPORTED,1886,Y,2019,133,1991,5,Isolated TRDs,TRDs,NA,NA,NA,N,Rootball uphill. Laying parallel to path on skiers left trimline. All visible branches on bike broken off.,402864,4379035,13,40,16.5,LIVE,Summit
BGL_07B,PIEN,TRANSPORTED,1886,Y,2019,133,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,Rootball uphill. Laying parallel to path on skiers left trimline. All visible branches on bike broken off.,402864,4379035,13,40,16.5,LIVE,Summit
BGL_08A,PIEN,TRANSPORTED,1899,Y,2019,120,1906,5,RW 1 year / Bark fully intact; large sample with minimal signal; visually dated; 2019 EW,RW,NA,NA,NA,N,Big spruce. Rootball upslope with other large trees above it. Probably didn’t move very far. Far left trimline and tree fell into more dense timber. Looks like this tree or the ones above sheltered a few smaller ones immediately downslope.,402874,4379007,13,57,7.5,LIVE,Summit
BGL_08A,PIEN,TRANSPORTED,1899,Y,2019,120,1919,6,Frost ring (cellular disruption in earlywood),FR,NA,NA,NA,N,Big spruce. Rootball upslope with other large trees above it. Probably didn’t move very far. Far left trimline and tree fell into more dense timber. Looks like this tree or the ones above sheltered a few smaller ones immediately downslope.,402874,4379007,13,57,7.5,LIVE,Summit
BGL_08A,PIEN,TRANSPORTED,1899,Y,2019,120,1923,5,RW 1 year,RW,NA,NA,NA,N,Big spruce. Rootball upslope with other large trees above it. Probably didn’t move very far. Far left trimline and tree fell into more dense timber. Looks like this tree or the ones above sheltered a few smaller ones immediately downslope.,402874,4379007,13,57,7.5,LIVE,Summit
BGL_08A,PIEN,TRANSPORTED,1899,Y,2019,120,1944,2,RW multiple years (pronounced) with GS on opposite side of tree with some TRDs,RW,GS,TRDs,NA,N,Big spruce. Rootball upslope with other large trees above it. Probably didn’t move very far. Far left trimline and tree fell into more dense timber. Looks like this tree or the ones above sheltered a few smaller ones immediately downslope.,402874,4379007,13,57,7.5,LIVE,Summit
BGL_08A,PIEN,TRANSPORTED,1899,Y,2019,120,1955,3,Small unusual cambial damage (~1 cm) with highly localized TRDs,CD,TRDs,NA,NA,N,Big spruce. Rootball upslope with other large trees above it. Probably didn’t move very far. Far left trimline and tree fell into more dense timber. Looks like this tree or the ones above sheltered a few smaller ones immediately downslope.,402874,4379007,13,57,7.5,LIVE,Summit
BGL_08A,PIEN,TRANSPORTED,1899,Y,2019,120,1957,3,Small unusual cambial damage (~1.5 cm) with highly localized TRDs,CD,TRDs,NA,NA,N,Big spruce. Rootball upslope with other large trees above it. Probably didn’t move very far. Far left trimline and tree fell into more dense timber. Looks like this tree or the ones above sheltered a few smaller ones immediately downslope.,402874,4379007,13,57,7.5,LIVE,Summit
BGL_08A,PIEN,TRANSPORTED,1899,Y,2019,120,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,Big spruce. Rootball upslope with other large trees above it. Probably didn’t move very far. Far left trimline and tree fell into more dense timber. Looks like this tree or the ones above sheltered a few smaller ones immediately downslope.,402874,4379007,13,57,7.5,LIVE,Summit
BGL_08B,PIEN,TRANSPORTED,1913,Y,2019,106,1919,6,Frost ring (cellular disruption in earlywood) / Bark fully intact; very large sample with minimal signal; visually dated; 2019 EW,FR,NA,NA,NA,N,Big spruce. Rootball upslope with other large trees above it. Probably didn’t move very far. Far left trimline and tree fell into more dense timber. Looks like this tree or the ones above sheltered a few smaller ones immediately downslope.,402874,4379007,13,57,7.5,LIVE,Summit
BGL_08B,PIEN,TRANSPORTED,1913,Y,2019,106,1923,5,RW 1 year,RW,NA,NA,NA,N,Big spruce. Rootball upslope with other large trees above it. Probably didn’t move very far. Far left trimline and tree fell into more dense timber. Looks like this tree or the ones above sheltered a few smaller ones immediately downslope.,402874,4379007,13,57,7.5,LIVE,Summit
BGL_08B,PIEN,TRANSPORTED,1913,Y,2019,106,1932,3,Highly localized growth suprresion ~10 years (faint),GS,NA,NA,NA,N,Big spruce. Rootball upslope with other large trees above it. Probably didn’t move very far. Far left trimline and tree fell into more dense timber. Looks like this tree or the ones above sheltered a few smaller ones immediately downslope.,402874,4379007,13,57,7.5,LIVE,Summit
BGL_08B,PIEN,TRANSPORTED,1913,Y,2019,106,1944,2,RW multiple years (pronounced) with GS on opposite side of tree with some TRDs,RW,GS,TRDs,NA,N,Big spruce. Rootball upslope with other large trees above it. Probably didn’t move very far. Far left trimline and tree fell into more dense timber. Looks like this tree or the ones above sheltered a few smaller ones immediately downslope.,402874,4379007,13,57,7.5,LIVE,Summit
BGL_08B,PIEN,TRANSPORTED,1913,Y,2019,106,1949,3,Small unusual cambial damage (~2 cm) with highly localized TRDs,CD,TRDs,NA,NA,N,Big spruce. Rootball upslope with other large trees above it. Probably didn’t move very far. Far left trimline and tree fell into more dense timber. Looks like this tree or the ones above sheltered a few smaller ones immediately downslope.,402874,4379007,13,57,7.5,LIVE,Summit
BGL_08B,PIEN,TRANSPORTED,1913,Y,2019,106,2000,4,RW 3 years (poorly defined),RW,NA,NA,NA,N,Big spruce. Rootball upslope with other large trees above it. Probably didn’t move very far. Far left trimline and tree fell into more dense timber. Looks like this tree or the ones above sheltered a few smaller ones immediately downslope.,402874,4379007,13,57,7.5,LIVE,Summit
BGL_08B,PIEN,TRANSPORTED,1913,Y,2019,106,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,Big spruce. Rootball upslope with other large trees above it. Probably didn’t move very far. Far left trimline and tree fell into more dense timber. Looks like this tree or the ones above sheltered a few smaller ones immediately downslope.,402874,4379007,13,57,7.5,LIVE,Summit
BGL_09A,PIEN,TRANSPORTED,1935,Y,2019,84,1950,4,RW 3 years (poorly defined; small tree) / Bark fully intact; wide complacent rings; visually dated; 2019 EW,RW,NA,NA,NA,N,Short bole with rootball pinned against uphill side of standing spruce. Transported into stand of larger trees on skiers left side of path. Height not accurate as it goes under debris. DBH takes at 30cm,402883,4378993,13,36,2,LIVE,Summit
BGL_09A,PIEN,TRANSPORTED,1935,Y,2019,84,1960,3,RW 4 years (inconsistent),RW,NA,NA,NA,N,Short bole with rootball pinned against uphill side of standing spruce. Transported into stand of larger trees on skiers left side of path. Height not accurate as it goes under debris. DBH takes at 30cm,402883,4378993,13,36,2,LIVE,Summit
BGL_09A,PIEN,TRANSPORTED,1935,Y,2019,84,1973,2,RW multiple years,RW,NA,NA,NA,N,Short bole with rootball pinned against uphill side of standing spruce. Transported into stand of larger trees on skiers left side of path. Height not accurate as it goes under debris. DBH takes at 30cm,402883,4378993,13,36,2,LIVE,Summit
BGL_09A,PIEN,TRANSPORTED,1935,Y,2019,84,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,Short bole with rootball pinned against uphill side of standing spruce. Transported into stand of larger trees on skiers left side of path. Height not accurate as it goes under debris. DBH takes at 30cm,402883,4378993,13,36,2,LIVE,Summit
BGL_10A,PIEN,TRANSPORTED,1953,Y,2019,66,1962,5,RW 1 year / Bark fully intact; medium-sized sample with minimal signal; visually dated; 2019 EW,RW,NA,NA,NA,N,Same knot of trees as BGL09. Pushed against uphill side of standing spruce. Rootball uphill,402880,4378984,13,23,13.4,LIVE,Summit
BGL_10A,PIEN,TRANSPORTED,1953,Y,2019,66,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,Same knot of trees as BGL09. Pushed against uphill side of standing spruce. Rootball uphill,402880,4378984,13,23,13.4,LIVE,Summit
BGL_11A,PIEN,TRANSPORTED,1901,Y,2019,118,1919,6,Frost ring (cellular disruption in earlywood) / Bark fully intact; visually dated; 2019 EW,FR,NA,NA,NA,N,NO DATA,402892,4378979,13,24,11,LIVE,Summit
