age_CE,HAN01A_raw,HAN01B_raw,HAN01C_raw,HAN01D_raw,HAN02A_raw,HAN02B_raw,HAN01A_raw_outlier_flag,HAN01B_raw_outlier_flag,HAN01C_raw_outlier_flag,HAN01D_raw_outlier_flag,HAN02A_raw_outlier_flag,HAN02B_raw_outlier_flag
1731,4.75,4.51,NA,NA,3.35,2.94,FALSE,FALSE,NA,NA,FALSE,FALSE
1732,3.53,3,NA,NA,2.51,2.43,FALSE,FALSE,NA,NA,FALSE,FALSE
1733,2.35,2.37,NA,NA,2.81,2.82,FALSE,FALSE,NA,NA,FALSE,FALSE
1734,1.49,1.44,NA,NA,1.96,2.09,FALSE,FALSE,NA,NA,FALSE,FALSE
1735,2.34,2.5,NA,NA,2.97,2.8,FALSE,FALSE,NA,NA,FALSE,FALSE
1736,2.52,2.77,NA,NA,3.44,3.45,FALSE,FALSE,NA,NA,FALSE,FALSE
1737,1.2,1.2,NA,NA,2.21,2.23,FALSE,FALSE,NA,NA,FALSE,FALSE
1738,3.15,2.71,NA,NA,2.94,2.05,FALSE,FALSE,NA,NA,FALSE,FALSE
1739,1.11,0.8,NA,NA,2.11,1.66,FALSE,FALSE,NA,NA,FALSE,FALSE
1740,1.19,0.84,NA,NA,2.41,2.12,FALSE,FALSE,NA,NA,FALSE,FALSE
1741,1.66,1.52,NA,NA,2.01,1.82,FALSE,FALSE,NA,NA,FALSE,FALSE
1742,3.06,2.32,NA,NA,2.28,1.99,FALSE,FALSE,NA,NA,FALSE,FALSE
1743,2.35,2.11,NA,NA,2.39,2.25,FALSE,FALSE,NA,NA,FALSE,FALSE
1744,2.31,1.91,NA,NA,3.7,3.81,FALSE,FALSE,NA,NA,FALSE,FALSE
1745,2.25,1.96,NA,NA,3.65,3.79,FALSE,FALSE,NA,NA,FALSE,FALSE
1746,2.45,2.31,NA,NA,3.12,3.23,FALSE,FALSE,NA,NA,FALSE,FALSE
1747,2.11,2.06,NA,NA,2.04,2.28,FALSE,FALSE,NA,NA,FALSE,FALSE
1748,2.07,1.67,NA,NA,1.82,1.86,FALSE,FALSE,NA,NA,FALSE,FALSE
1749,2.8,2.08,NA,NA,2.28,2.17,FALSE,FALSE,NA,NA,FALSE,FALSE
1750,3.69,2.5,NA,NA,1.97,2.09,FALSE,FALSE,NA,NA,FALSE,FALSE
1751,3.4,2.52,NA,NA,1.76,1.89,FALSE,FALSE,NA,NA,FALSE,FALSE
1752,3.99,3.3,NA,NA,3.42,3.72,FALSE,FALSE,NA,NA,FALSE,FALSE
1753,2.77,2.72,NA,NA,3.75,3.88,FALSE,FALSE,NA,NA,FALSE,FALSE
1754,2.18,1.67,NA,NA,3.04,3.04,FALSE,FALSE,NA,NA,FALSE,FALSE
1755,3.23,2.43,NA,NA,3.82,4,FALSE,FALSE,NA,NA,FALSE,FALSE
1756,2.51,1.55,NA,NA,2.92,2.88,FALSE,FALSE,NA,NA,FALSE,FALSE
1757,2.25,1.2,NA,NA,3.33,2.84,FALSE,FALSE,NA,NA,FALSE,FALSE
1758,2.29,1.68,NA,NA,2.96,2.67,FALSE,FALSE,NA,NA,FALSE,FALSE
1759,4.82,1.97,NA,NA,3.89,3.47,FALSE,FALSE,NA,NA,FALSE,FALSE
1760,4.11,1.61,NA,NA,3.01,2.72,FALSE,FALSE,NA,NA,FALSE,FALSE
1761,4.42,2.62,NA,NA,2.5,2.61,FALSE,FALSE,NA,NA,FALSE,FALSE
1762,3.67,2.36,NA,NA,2.02,2.33,FALSE,FALSE,NA,NA,FALSE,FALSE
1763,2.54,2.39,NA,NA,2.13,2.51,FALSE,FALSE,NA,NA,FALSE,FALSE
1764,2.25,1.98,NA,NA,1.94,1.87,FALSE,FALSE,NA,NA,FALSE,FALSE
1765,2.53,2.16,NA,NA,2.26,2.97,FALSE,FALSE,NA,NA,FALSE,FALSE
1766,2.94,2.56,NA,NA,3.96,3.2,FALSE,FALSE,NA,NA,FALSE,FALSE
1767,2.81,2.67,NA,NA,3.09,3.4,FALSE,FALSE,NA,NA,FALSE,FALSE
1768,1.75,1.18,NA,NA,3.1,3.06,FALSE,FALSE,NA,NA,FALSE,FALSE
1769,1.54,1.34,NA,NA,3.72,4.16,FALSE,FALSE,NA,NA,FALSE,FALSE
1770,2.18,2.31,NA,NA,3.26,3.48,FALSE,FALSE,NA,NA,FALSE,FALSE
1771,2.27,2.57,NA,NA,2.75,2.76,FALSE,FALSE,NA,NA,FALSE,FALSE
1772,2.06,2.04,NA,NA,3.39,3.18,FALSE,FALSE,NA,NA,FALSE,FALSE
1773,3.04,2.11,NA,NA,3.04,3.23,FALSE,FALSE,NA,NA,FALSE,FALSE
1774,2.4,2.01,NA,NA,2.16,2.11,FALSE,FALSE,NA,NA,FALSE,FALSE
1775,1.7,1.27,NA,NA,1.58,1.54,FALSE,FALSE,NA,NA,FALSE,FALSE
1776,1.49,1.67,NA,NA,2.08,2.07,FALSE,FALSE,NA,NA,FALSE,FALSE
1777,1.71,1.6,NA,NA,2.05,2.08,FALSE,FALSE,NA,NA,FALSE,FALSE
1778,1.81,2.39,NA,NA,2.79,2.79,FALSE,FALSE,NA,NA,FALSE,FALSE
1779,1.98,2.94,NA,NA,2.65,2.61,FALSE,FALSE,NA,NA,FALSE,FALSE
1780,1.91,2.94,NA,NA,2.04,2.06,FALSE,FALSE,NA,NA,FALSE,FALSE
1781,1.62,1.69,NA,NA,1.4,1.4,FALSE,FALSE,NA,NA,FALSE,FALSE
1782,1.58,2.62,6.59,6.42,1.3,1.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1783,2.2,2.02,6.89,6.54,1.07,1.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1784,1.87,1.77,2.92,3.82,0.7,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1785,2.67,3.98,8.12,8.2,2.75,2.76,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1786,2.88,2.76,6.16,6.98,3.24,3.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1787,1.51,1.51,3.63,4.69,1.6,1.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1788,1.78,1.99,5.15,6.23,1.63,1.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1789,1.42,1.44,4.21,6.76,1.41,1.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1790,1.33,1.19,4.91,8.06,1.08,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1791,1.02,0.79,3.21,5.84,0.63,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1792,1.33,0.64,4.79,7.76,1.7,1.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1793,1.4,0.82,3.11,5.11,1.37,1.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1794,1.21,0.96,2.4,4.32,1.74,1.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1795,0.88,1.1,3.67,5.85,0.96,0.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1796,1.18,1.08,4,5.78,0.76,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1797,0.81,0.72,2.2,4.29,0.57,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1798,1.15,1.05,2.82,5.78,1.24,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1799,0.76,0.8,2.15,3.73,0.82,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1800,0.91,0.94,1.99,2.73,1.14,1.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1801,0.78,0.98,2.3,2.83,NA,0.52,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1802,1.15,1.09,4.21,5.9,NA,1.02,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1803,1.62,2.45,3.92,5.61,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1804,1.46,1.72,3.24,5.05,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1805,1.76,1.32,3.59,5.3,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1806,1.28,1.22,2.11,4.44,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1807,1.12,1.22,2.9,6.49,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1808,0.59,0.84,1.41,3.72,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1809,0.49,1.05,2.2,4.07,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1810,0.84,0.91,1.65,2.85,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1811,0.54,0.83,0.78,1.64,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1812,0.88,0.83,1.22,2.22,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1813,1.15,1.03,1.33,1.59,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1814,1.05,0.83,1.18,1.55,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1815,1.06,0.73,1.26,1.85,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1816,0.93,0.78,1.2,1.6,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1817,0.79,0.73,1.12,1.4,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1818,1.05,0.92,1.57,2.1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1819,1.18,1.31,2.38,3.43,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1820,0.85,1.68,1.82,2.42,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1821,0.68,1.01,0.92,1.01,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1822,0.52,0.76,0.52,0.88,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1823,0.5,0.65,0.61,0.87,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1824,0.58,0.94,0.86,0.79,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1825,0.58,0.82,0.75,0.61,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1826,0.66,3.12,4.19,4.04,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1827,0.55,2,2.5,4.17,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1828,0.45,0.83,1.2,1.96,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1829,0.5,0.8,0.57,1.74,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1830,0.53,0.77,0.74,1.54,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1831,0.61,1.28,0.97,1.39,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1832,0.69,0.54,0.78,1.14,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1833,0.47,0.38,0.51,1.27,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1834,0.32,0.68,0.67,1.13,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1835,0.4,0.69,0.51,1.27,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1836,0.28,0.66,0.55,1.26,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1837,0.43,0.67,0.64,1.35,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1838,0.72,0.79,0.95,1.6,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1839,0.85,0.64,0.6,1.42,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1840,0.49,0.74,0.5,1.32,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1841,0.47,0.49,0.44,0.85,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1842,0.63,0.52,0.53,0.83,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1843,0.47,0.27,0.46,0.61,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1844,0.87,0.42,1.02,1.3,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1845,0.71,0.71,1.68,1.63,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1846,1.12,1.19,1.76,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
1847,0.95,0.91,1.8,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
1848,0.74,0.68,1.44,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
1849,0.51,0.38,0.95,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
1850,0.64,0.58,1.86,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
1851,0.97,0.82,1.77,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
1852,0.81,0.52,1.64,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
1853,0.52,0.47,1.27,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
1854,0.41,0.34,1.14,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
1855,0.69,0.53,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1856,0.68,0.46,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1857,1.1,0.67,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1858,0.61,0.47,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1859,0.7,1.02,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1860,0.62,1.03,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1861,0.51,0.73,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1862,0.4,0.32,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1863,0.49,0.47,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1864,0.55,0.47,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1865,0.55,0.47,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1866,0.36,0.52,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1867,0.55,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1868,0.54,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1869,0.53,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1870,0.39,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1871,0.61,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1872,0.77,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1873,0.9,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1874,0.99,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1875,0.62,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
