age_CE,BC0401A_raw,BC0402A_raw,BC0403B_raw,BC0404A_raw,BC0405A_raw,BC0406A_raw,BC0407A_raw,BC0408B_raw,BC0409B_raw,BC0410B_raw,BC0411B_raw,BC0412B_raw,BC0401A_raw_outlier_flag,BC0402A_raw_outlier_flag,BC0403B_raw_outlier_flag,BC0404A_raw_outlier_flag,BC0405A_raw_outlier_flag,BC0406A_raw_outlier_flag,BC0407A_raw_outlier_flag,BC0408B_raw_outlier_flag,BC0409B_raw_outlier_flag,BC0410B_raw_outlier_flag,BC0411B_raw_outlier_flag,BC0412B_raw_outlier_flag
1836,NA,NA,NA,1.63,1.57,1.06,NA,2.38,2.27,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA
1837,NA,NA,NA,1.52,2.3,1.46,NA,2.97,2.83,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,TRUE,FALSE,NA,NA,NA
1838,NA,NA,NA,1.78,1.34,1.96,NA,2.74,2.88,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA
1839,NA,NA,NA,1.87,1.36,1.61,NA,2.22,2.26,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA
1840,NA,NA,NA,1.84,1.34,2.48,NA,1.66,1.8,1.68,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1841,NA,NA,NA,1.44,1.46,1.9,NA,0.64,0.78,1.54,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1842,NA,NA,NA,1.35,1.5,1.41,NA,0.78,1.08,1.62,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1843,NA,NA,NA,0.91,1.48,0.82,NA,1.33,1.23,1.19,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1844,NA,NA,NA,0.96,1.35,0.87,NA,1.49,1.26,1.22,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1845,NA,NA,NA,1.09,0.83,1.19,NA,1.01,0.71,0.9,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1846,NA,NA,NA,1.15,1.09,1.17,NA,1.76,0.92,0.96,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1847,NA,NA,NA,0.77,1.3,1.12,NA,1.93,1.55,0.86,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1848,NA,NA,NA,1.66,1.3,2.25,NA,1.66,1.75,0.99,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1849,NA,NA,NA,0.99,0.77,1.55,NA,1.51,1.34,0.75,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1850,NA,NA,NA,1.12,1.56,1.64,NA,1.79,1.98,1.37,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1851,NA,1.51,NA,0.99,1.23,1.8,NA,1.68,1.61,0.96,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1852,NA,1.18,NA,0.92,1.4,1.33,NA,1.46,1.74,1.04,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1853,NA,1.56,NA,1.03,1.63,1.54,NA,1.75,2.04,1.07,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1854,NA,1.44,NA,1.02,1.71,1.43,NA,1.45,1.94,1.12,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1855,NA,1.54,NA,1.14,1.85,1.48,NA,0.1,1.1,1.04,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1856,NA,1.28,NA,1.28,1.54,1.53,NA,0.19,0.88,0.99,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1857,NA,0.78,NA,0.14,1.59,0.2,NA,0,0.8,0.83,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1858,NA,1.35,NA,0.15,1.64,0.29,NA,0.41,1.11,0.71,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1859,NA,1.51,NA,0.47,0.38,0.83,NA,0.73,1.68,0.52,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1860,NA,1.27,1.29,0.49,0.4,1.12,NA,0.72,1.25,0.43,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1861,NA,1.22,0.94,0.65,0.63,0.92,6.82,0.76,1.17,0.42,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1862,NA,1.57,1.51,0.83,1,1.76,5.84,1.36,1.87,0.9,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1863,NA,0.88,1,0.8,1.08,1.13,4.01,1.18,1.46,0.54,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1864,NA,0.61,0.71,0.64,0.72,0.78,2.75,0.55,0.73,0.59,0.86,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1865,NA,0.91,0.93,1.21,1.24,1.34,2.96,1.02,1.64,0.66,1.86,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1866,NA,0.68,1.71,0.88,1.61,1.33,3.23,0.89,1.7,1.06,1.9,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1867,NA,0.56,1.19,0.67,1.58,1.09,2.33,0.85,2.37,0.77,1.87,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1868,NA,0.93,1.58,0.71,2.4,1.73,3.15,1.07,2.93,1.19,2.58,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1869,NA,0.82,1.25,0.63,2.21,1.69,2.91,1.56,3.31,0.8,2.89,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1870,0.5,0.56,0.93,0.61,2.1,1.38,2.24,1.15,1.82,0.68,1.69,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1871,0.78,0.84,0.88,0.8,1.88,1.59,2.98,0.98,1.46,0.59,1.42,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1872,1.23,0.63,0.65,0.63,1.31,1.17,2.91,0.87,1.46,0.55,1.68,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1873,0.92,0.49,0.94,0.62,0.95,1.39,2.73,1.03,1.44,0.89,1.3,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1874,1.67,1.02,1.2,0.76,1.37,1.77,3.64,1.39,1.76,1.26,1.47,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1875,1.54,1.22,1.22,0.52,1.15,1.19,2.8,1.4,1.65,0.77,1.4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1876,0.81,1.63,1.61,0.68,1.33,1.83,3.2,1.48,1.58,1.02,1.71,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1877,1.2,1.26,1.73,0.57,1.29,1.95,3.21,1.43,1.14,0.83,1.37,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1878,1.19,1.37,1.22,0.54,1.74,2.15,3.89,1.65,1.13,0.9,1.93,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1879,0.98,0.92,1.28,0.56,1.37,1.31,2.34,1.64,1.18,0.73,1.25,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1880,1.69,0.93,1.19,0.72,1.57,1.8,2.97,1.17,0.96,0.77,1.19,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1881,1.11,1.14,1.1,0.83,1.73,2.34,3.49,1.57,1.02,0.76,2.19,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1882,1.57,1.28,1.29,1.81,1.87,1.97,3.17,1.59,1.28,0.86,2.13,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1883,1.31,1.18,1.1,1.76,2.06,1.95,2.41,1.41,0.93,0.73,1.8,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1884,1.67,2.19,1.81,2.29,2.57,1.76,3.24,1.88,1.36,0.53,3.59,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1885,1.28,1.32,2.11,1.61,2.62,1.86,2.11,1.42,1.28,0.35,3.33,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1886,1.49,1.09,2.29,1.07,2.04,1.71,1.66,0.95,0.81,0.44,2.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1887,1.35,0.58,1.83,0.81,1.79,1.52,1.53,1.42,0.85,0.53,2.1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1888,1.48,0.84,1.78,0.7,1.56,1.41,1.34,0.93,0.54,0.5,1.88,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1889,1.46,0.48,1.31,0.49,1.3,1.02,1.24,0.82,0.73,0.56,1.95,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1890,1.73,0.82,1.72,0.94,1.7,1.55,2.06,1.22,1.47,0.56,2.15,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1891,1.33,1.09,1.71,1.24,2.3,1.91,2.42,1.51,1.2,0.8,2.04,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1892,1.04,1.39,1.63,1.28,2.21,1.87,1.95,1.06,1.24,0.48,1.96,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1893,1.07,0.85,1.22,1.27,1.79,1.28,2.62,0.79,1.18,0.52,1.93,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1894,1.08,0.91,1.67,1.24,1.97,1.29,4.91,0.93,1.76,0.72,2.2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1895,0.78,0,1.11,0.58,1.52,0.72,2.71,0.48,0.93,0.45,1.62,2.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1896,0.67,0.08,1.33,0.83,1.82,0.81,2.85,0.48,1.01,0.48,1.36,2.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1897,0.41,0,1.39,0.69,1.68,0.77,2.56,0.4,0.74,0.65,1.39,2.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1898,0.34,0.17,1.46,0.58,1.44,0.9,1.84,0.54,0.73,0.71,1.33,1.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1899,0.28,0.06,0.93,0.64,1.29,0.72,1.24,0.32,0.47,0.34,1.11,1.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1900,0.39,0.27,1.97,1.02,1.44,0.87,2.17,0.58,0.59,0.72,1.5,0.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1901,0.51,0.58,2.81,1.67,2.18,1.53,2.59,0.95,0.98,1.01,2.61,1.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1902,0.63,0.5,1.82,1.58,2.57,1.87,2.35,1.11,1.24,1.01,2.03,1.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1903,0.48,0.76,1.68,1.77,2.01,1.69,2.41,0.68,0.94,1.08,1.57,1.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1904,0.47,0.43,1.32,1.18,1.57,1.29,1.47,0.61,0.87,0.69,1.06,1.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1905,0.25,0.6,1.68,1.88,2,1.4,1.75,1.03,1.1,0.8,1.63,1.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1906,0.75,1.09,2.36,2.68,2.84,1.77,1.88,1.81,2.28,0.94,2.59,2.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1907,1.23,0.72,1.21,2.31,1.95,1.81,1.21,0.95,1.6,0.6,1.67,2.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1908,0.76,0.84,1.43,2.8,2.03,1.79,1.44,0.9,1.27,0.75,1.43,2.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1909,0.96,0.81,1.61,2.29,1.78,1.75,2.35,0.74,1.17,0.79,1.45,1.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1910,0.59,0.55,1.01,1.64,1.27,1.04,1.77,0.58,1.27,0.55,1.26,1.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1911,0.46,1.16,1.41,1.76,1.86,1.74,2.44,0.72,0.96,0.68,1.26,1.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1912,0.79,1.26,1.88,1.4,2.12,1.22,2.47,1.33,1.54,0.8,1.97,2.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1913,1.06,1.73,3.37,1.42,2.94,1.63,1.77,1.24,1.28,0.78,2.11,2.47,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1914,1.17,1.41,2.39,1.03,1.94,1.6,1.36,0.93,1.29,0.62,1.77,2.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1915,1.18,1.76,2.27,1.49,3.08,1.95,1.79,1.44,1.53,0.77,2.56,3.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1916,0.5,1.77,2.07,1.39,2.4,1.66,1.23,0.79,0.99,0.46,2.14,2.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1917,1,1.54,2.18,1.72,2.53,1.85,1.24,0.92,1.21,0.54,2.36,2.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1918,0.28,0.56,0.99,0.88,1.64,1.44,0.62,0.27,0.52,0.27,1.05,2.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1919,0.67,0.78,2.04,1.17,2.01,1.73,0.98,0.45,0.62,0.62,1.74,2.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1920,0.46,1.1,2.38,1.18,2.1,1.63,1.28,0.49,1.09,0.33,2.93,2.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1921,0.52,1.15,2.07,0.96,2.54,2.32,1.59,0.52,1.4,0.53,3.29,3.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1922,0.44,1.23,2.05,1.27,2.24,2.2,1.59,0.44,1.37,0.58,2.27,2.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,1.17,0.53,2.01,2.06,1.94,1.33,1.31,0.14,1.13,0.32,2.23,1.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
