AgeCE,T.anom500,T.priorCenturymean
583,0.407492,0.212544988
584,0.475584,0.214933543
585,0.52989,0.218021859
586,0.56137,0.221610077
587,0.56719,0.225447008
588,0.55098,0.229296414
589,0.52131,0.232992354
590,0.488961,0.236469295
591,0.463958,0.239765018
592,0.453017,0.242996473
593,0.458214,0.24631978
594,0.477004,0.24988477
595,0.50345,0.253796255
596,0.53016,0.258090909
597,0.55034,0.262733285
598,0.55939,0.267629325
599,0.55569,0.272652493
600,0.54043,0.277672097
601,0.51686,0.282203582
602,0.488964,0.28645778
603,0.460335,0.290398721
604,0.433287,0.294014632
605,0.408541,0.297295731
606,0.385408,0.300216602
607,0.362352,0.30272979
608,0.337707,0.304775008
609,0.310338,0.306299345
610,0.28011,0.307281226
611,0.24805,0.307748453
612,0.21626,0.307783305
613,0.18752,0.307511424
614,0.16465,0.307076572
615,0.14976,0.306608057
616,0.14352,0.306190137
617,0.14469,0.305841721
618,0.15013,0.305512315
619,0.15539,0.305095879
620,0.1559,0.304459939
621,0.14842,0.303483008
622,0.13234,0.302092315
623,0.11031,0.300291127
624,0.08786,0.298169958
625,0.07201,0.295896642
626,0.06923,0.293688127
627,0.08338,0.291769414
628,0.11431,0.290329612
629,0.15765,0.289485057
630,0.20594,0.289258622
631,0.2507,0.289579513
632,0.28471,0.290301988
633,0.303835,0.291238869
634,0.307806,0.292201206
635,0.29963,0.293034572
636,0.28407,0.293645265
637,0.26571,0.294010018
638,0.24737,0.294169523
639,0.2294,0.29420784
640,0.21004,0.294222394
641,0.18669,0.294294077
642,0.15753,0.294464176
643,0.1229,0.294725166
644,0.08586,0.295028236
645,0.05186,0.295305859
646,0.02751,0.295502988
647,0.01884,0.295606156
648,0.02965,0.295661107
649,0.06035,0.295770315
650,0.10758,0.296068533
651,0.16476,0.296682493
652,0.2233,0.297685067
653,0.27439,0.299059127
654,0.310732,0.300683899
655,0.327984,0.302348988
656,0.325577,0.303795493
657,0.306665,0.304772671
658,0.27729,0.305095642
659,0.24495,0.304687424
660,0.21699,0.303597048
661,0.19914,0.301988315
662,0.19465,0.300105226
663,0.20409,0.298223217
664,0.22576,0.296597494
665,0.25647,0.295418652
666,0.29237,0.294782514
667,0.329495,0.294677068
668,0.364088,0.294988405
669,0.3926964,0.295524538
670,0.412285,0.296054538
671,0.420539,0.296357707
672,0.416388,0.296274271
673,0.4005652,0.295746046
674,0.375932,0.29483561
675,0.347256,0.293715451
676,0.320335,0.292625947
677,0.300618,0.291810234
678,0.29172,0.29144264
679,0.29437,0.291571352
680,0.306175,0.292093976
681,0.322439,0.292776145
682,0.337736,0.293310065
683,0.34774,0.293397907
684,0.350637,0.292834986
685,0.347565,0.291567471
686,0.341889,0.289706075
687,0.337545,0.287489986
688,0.33709,0.285211768
689,0.340237,0.283125204
690,0.343505,0.281364758
691,0.341248,0.279902253
692,0.327772,0.278553877
693,0.299819,0.277037065
694,0.25847,0.275059402
695,0.20968,0.27241263
696,0.16308,0.26904263
697,0.12935,0.265074214
698,0.11691,0.260782828
699,0.12905,0.256522036
700,0.16264,0.252630451
701,0.20868,0.249345798
702,0.25488,0.246751937
703,0.28922,0.244774273
704,0.303498,0.243221432
705,0.29559,0.241858095
706,0.26983,0.240484719
707,0.23533,0.238998798
708,0.20297,0.237420758
709,0.18195,0.23587861
710,0.17719,0.234560313
711,0.18823,0.23365061
712,0.21,0.233273877
713,0.2349,0.233458432
714,0.25551,0.2341316
715,0.267,0.235144966
716,0.26832,0.236318828
717,0.2621,0.237492887
718,0.25333,0.238568531
719,0.24745,0.239532095
720,0.24856,0.24045457
721,0.25833,0.241468729
722,0.27596,0.242731501
723,0.298918,0.244380788
724,0.324173,0.246498244
725,0.349377,0.249087521
726,0.373484,0.252072412
727,0.3966895,0.255314585
728,0.419748,0.258644961
729,0.443012,0.261899437
730,0.465599,0.264948437
731,0.485061,0.267712011
732,0.49771,0.270157654
733,0.49955,0.272284783
734,0.487466,0.274102912
735,0.460392,0.275613664
736,0.419934,0.276804793
737,0.370302,0.277658575
738,0.317481,0.278171159
739,0.26788,0.278374229
740,0.22682,0.278348684
741,0.19736,0.27822314
742,0.17973,0.278154229
743,0.17167,0.278294229
744,0.16942,0.278754823
745,0.16914,0.279579377
746,0.16826,0.280731852
747,0.16627,0.282105714
748,0.16478,0.283550664
749,0.16675,0.28490809
750,0.17525,0.286045714
751,0.19211,0.286882645
752,0.21703,0.287400169
753,0.24748,0.287639575
754,0.27932,0.287688387
755,0.30805,0.287661833
756,0.330274,0.287684506
757,0.344703,0.287873872
758,0.352518,0.288327862
759,0.356881,0.289115892
760,0.361801,0.290272833
761,0.370748,0.291795189
762,0.38552,0.293640536
763,0.4057104,0.295730243
764,0.428952,0.297956599
765,0.451776,0.300194381
766,0.470751,0.302315975
767,0.483461,0.304207965
768,0.488996,0.305787183
769,0.48784,0.30701245
770,0.481284,0.307889555
771,0.470699,0.308467912
772,0.457017,0.30882908
773,0.44068,0.309069595
774,0.422066,0.309282474
775,0.402191,0.309542464
776,0.383286,0.309899197
777,0.368912,0.310380157
778,0.363396,0.311001722
779,0.370687,0.311783573
780,0.3929679,0.31275979
781,0.42954,0.313981226
782,0.476428,0.315505869
783,0.52694,0.317379176
784,0.57305,0.319609968
785,0.60726,0.32215079
786,0.62425,0.324890246
787,0.6219,0.327662632
788,0.60142,0.330275255
789,0.5666,0.332547632
790,0.52268,0.334353998
791,0.475116,0.335657077
792,0.428862,0.336524543
793,0.3880352,0.337121208
794,0.355977,0.337677228
795,0.335301,0.338437931
796,0.327677,0.339606218
797,0.333268,0.341291248
798,0.350076,0.343476653
799,0.37359,0.34601804
800,0.3971817,0.348672809
801,0.413412,0.3511557
802,0.416007,0.353208443
803,0.4019061,0.354664147
804,0.372583,0.355489523
805,0.334011,0.355791632
806,0.29508,0.355786582
807,0.26491,0.355737869
808,0.24984,0.355881533
809,0.25143,0.356361335
810,0.26599,0.357193414
811,0.28614,0.358272127
812,0.303747,0.359415859
813,0.3132,0.360437642
814,0.313695,0.36121779
815,0.309638,0.361753711
816,0.308891,0.362168473
817,0.319477,0.362674978
818,0.345988,0.363505552
819,0.3871019,0.364830027
820,0.435247,0.366689403
821,0.478643,0.368967452
822,0.50509,0.371410621
823,0.50613,0.373689532
824,0.480211,0.375484512
825,0.433481,0.376566769
826,0.378131,0.376851462
827,0.328636,0.376407423
828,0.297272,0.375423091
829,0.29038,0.37414222
830,0.306624,0.372791844
831,0.337802,0.371526527
832,0.371818,0.370405309
833,0.39680327,0.369406232
834,0.4049505,0.368469604
835,0.3948092,0.36755221
836,0.37137,0.366670804
837,0.344031,0.365919289
838,0.323243,0.365453358
839,0.317036,0.365448952
840,0.328573,0.366049873
841,0.355461,0.367323546
842,0.3909024,0.369239808
843,0.426155,0.371679659
844,0.453381,0.374468877
845,0.467931,0.377424431
846,0.469404,0.380397342
847,0.461286,0.38329859
848,0.449459,0.386102441
849,0.440208,0.388829451
850,0.438385,0.391518907
851,0.446271,0.394202283
852,0.463327,0.3968876
853,0.486745,0.399558045
854,0.51246,0.40218161
855,0.53626,0.40472557
856,0.55459,0.40716656
857,0.5651,0.40949157
858,0.56667,0.411689263
859,0.55929,0.413736511
860,0.5439,0.415588184
861,0.52219,0.417176194
862,0.49654,0.418421659
863,0.469972,0.419257818
864,0.446036,0.419657081
865,0.428476,0.419652368
866,0.420757,0.419345249
867,0.425428,0.418896507
868,0.443496,0.418500814
869,0.473972,0.418352061
870,0.51376,0.418608695
871,0.55795,0.419367764
872,0.60056,0.420653517
873,0.63558,0.422421467
874,0.65799,0.424573051
875,0.6648,0.426976358
876,0.65549,0.429484269
877,0.632,0.431946784
878,0.59818,0.434216764
879,0.55872,0.436150665
880,0.51799,0.437609111
881,0.479054,0.438461448
882,0.443116,0.438595864
883,0.409644,0.437934636
884,0.377111,0.436451181
885,0.344116,0.434184508
886,0.31051,0.431246389
887,0.27808,0.427818963
888,0.2505,0.424141735
889,0.23241,0.420488171
890,0.22797,0.417135399
891,0.23925,0.414329161
892,0.26504,0.412249201
893,0.300674,0.410980013
894,0.338911,0.410493634
895,0.371739,0.410649694
896,0.3925581,0.411216596
897,0.3979954,0.411912818
898,0.3887526,0.41246217
899,0.369162,0.41265114
900,0.345594,0.412373952
901,0.324277,0.411652123
902,0.309277,0.410621084
903,0.301379,0.409486153
904,0.298238,0.408459736
905,0.29574,0.407698915
906,0.29004,0.407263558
907,0.27949,0.407109202
908,0.26571,0.407117122
909,0.25332,0.407151578
910,0.24841,0.407121677
911,0.25619,0.407024647
912,0.27873,0.406951281
913,0.313511,0.407047954
914,0.353578,0.407447736
915,0.3891646,0.40819496
916,0.410458,0.409193178
917,0.410593,0.410200128
918,0.387885,0.410877435
919,0.346525,0.410882752
920,0.29545,0.409975308
921,0.24573,0.408098902
922,0.20718,0.405411149
923,0.1855,0.402246892
924,0.1806,0.399023822
925,0.18689,0.396119654
926,0.1953,0.393761426
927,0.19642,0.391962308
928,0.18367,0.390527001
929,0.15559,0.389124209
930,0.11637,0.387401337
931,0.07464,0.385104466
932,0.04077,0.382163555
933,0.02373,0.378717139
934,0.02841,0.375069681
935,0.05422,0.371597102
936,0.09544,0.36863305
937,0.14303,0.366372258
938,0.18732,0.364820664
939,0.22079,0.363806278
940,0.23997,0.363043249
941,0.24597,0.362225397
942,0.24364,0.361118258
943,0.23965,0.35962071
944,0.24017,0.357779274
945,0.24888,0.355754512
946,0.26594,0.353754601
947,0.28815,0.351960007
948,0.310088,0.350462997
949,0.325971,0.349240344
950,0.331437,0.348163403
951,0.3249,0.347039789
952,0.308059,0.345671353
953,0.28553,0.343910987
954,0.26381,0.34170371
955,0.24986,0.33910371
956,0.2497,0.336266482
957,0.26735,0.333422522
958,0.304068,0.330838047
959,0.358159,0.328773581
960,0.425184,0.327445799
961,0.49855,0.326996789
962,0.57045,0.327474611
963,0.63312,0.328826888
964,0.68017,0.330908056
965,0.70788,0.333500571
966,0.71605,0.336347839
967,0.70815,0.339193314
968,0.69055,0.341818284
969,0.67096,0.344070403
970,0.65629,0.345875532
971,0.65072,0.347231571
972,0.65444,0.348186918
973,0.66356,0.34881068
974,0.6714,0.349165334
975,0.67075,0.34929167
976,0.6565,0.349209492
977,0.62773,0.348934641
978,0.58851,0.348504047
979,0.54718,0.347999096
980,0.51405,0.347556819
981,0.4984,0.347362858
982,0.50556,0.347625294
983,0.53497,0.34853474
984,0.58004,0.350221829
985,0.62965,0.352722215
986,0.67112,0.355959878
987,0.6936,0.359752849
988,0.69095,0.36384067
989,0.66332,0.367927997
990,0.61691,0.371734928
991,0.56207,0.375042849
992,0.51042,0.3777277
993,0.471741,0.379774245
994,0.451753,0.381270076
995,0.451164,0.382381492
996,0.466307,0.383317809
997,0.490891,0.384291402
998,0.51821,0.385481646
999,0.54302,0.387009046
1000,0.55338,0.388832986
1001,0.5708,0.391062749
1002,0.58216,0.393616046
1003,0.5876,0.396371719
1004,0.58697,0.399199352
1005,0.57974,0.401986501
1006,0.56537,0.404656105
1007,0.54418,0.407172343
1008,0.51811,0.409534917
1009,0.491015,0.411765659
1010,0.468136,0.41389255
1011,0.454813,0.415936145
1012,0.454831,0.417902887
1013,0.468939,0.419786145
1014,0.494151,0.421574659
1015,0.52415,0.423263491
1016,0.55083,0.424864139
1017,0.56649,0.42640901
1018,0.56623,0.42794997
1019,0.54955,0.429550614
1020,0.52085,0.431276604
1021,0.488488,0.433187871
1022,0.46261,0.435335198
1023,0.452389,0.43776301
1024,0.463355,0.44051405
1025,0.49566,0.443633455
1026,0.54376,0.447166822
1027,0.59766,0.451150584
1028,0.64541,0.45559603
1029,0.67614,0.46047197
1030,0.68285,0.465692366
1031,0.66413,0.471115733
1032,0.62433,0.476558208
1033,0.57233,0.481821178
1034,0.51908,0.486725634
1035,0.474865,0.49114598
1036,0.446961,0.495034505
1037,0.438291,0.498429069
1038,0.447427,0.501442901
1039,0.469705,0.504238792
1040,0.49905,0.506993842
1041,0.52985,0.509863941
1042,0.55837,0.51295701
1043,0.58323,0.516319287
1044,0.60514,0.519938
1045,0.62583,0.523756416
1046,0.64687,0.527696911
1047,0.66859,0.531683545
1048,0.68967,0.53565899
1049,0.70732,0.53959198
1050,0.71819,0.543475337
1051,0.71952,0.547317743
1052,0.71021,0.551132693
1053,0.69154,0.554929535
1054,0.66708,0.558707257
1055,0.64187,0.562450426
1056,0.62113,0.566126366
1057,0.60882,0.56968201
1058,0.60639,0.573038842
1059,0.6124,0.576091634
1060,0.6229,0.578712832
1061,0.63253,0.580765762
1062,0.63619,0.582128535
1063,0.63053,0.582723386
1064,0.615,0.58254398
1065,0.59199,0.581670911
1066,0.56618,0.580267941
1067,0.54313,0.578555861
1068,0.52771,0.576769327
1069,0.52268,0.575107248
1070,0.52801,0.573691901
1071,0.54095,0.572549921
1072,0.55685,0.571620515
1073,0.57062,0.570790614
1074,0.57812,0.569944673
1075,0.57734,0.569013386
1076,0.56893,0.568005267
1077,0.55599,0.567010119
1078,0.54314,0.566172594
1079,0.53532,0.56564596
1080,0.53638,0.56553903
1081,0.54809,0.565876059
1082,0.5697,0.566582
1083,0.59808,0.56749804
1084,0.62853,0.568424376
1085,0.6559,0.569175465
1086,0.67572,0.569631604
1087,0.68503,0.569769327
1088,0.68278,0.569662198
1089,0.66967,0.569451505
1090,0.64757,0.569295564
1091,0.61885,0.569314772
1092,0.58577,0.569549426
1093,0.55022,0.569943485
1094,0.51374,0.570359317
1095,0.477764,0.570616851
1096,0.443839,0.570544327
1097,0.413637,0.570022842
1098,0.3886693,0.569010746
1099,0.369784,0.567541181
1100,0.356687,0.5656963
1101,0.347736,0.563660221
1102,0.340206,0.561377112
1103,0.331017,0.558890548
1104,0.317721,0.556218478
1105,0.299412,0.553371369
1106,0.27719,0.550375825
1107,0.25399,0.547292854
1108,0.23377,0.544219488
1109,0.22033,0.541271171
1110,0.21612,0.538549439
1111,0.22144,0.536106904
1112,0.23436,0.533924201
1113,0.25118,0.531907854
1114,0.26745,0.529912914
1115,0.27909,0.527783597
1116,0.28329,0.525398845
1117,0.27898,0.52270726
1118,0.2669,0.519741023
1119,0.24923,0.516602409
1120,0.22914,0.513430033
1121,0.21034,0.510355676
1122,0.19664,0.507466092
1123,0.19162,0.504783023
1124,0.19814,0.502265706
1125,0.21779,0.499834369
1126,0.25023,0.497404369
1127,0.29273,0.494918924
1128,0.340022,0.492368052
1129,0.384897,0.489788716
1130,0.41945,0.487247231
1131,0.436846,0.484811548
1132,0.433153,0.482524647
1133,0.40869,0.480389597
1134,0.368387,0.478370359
1135,0.320899,0.476408171
1136,0.2766,0.474445151
1137,0.24497,0.472445241
1138,0.23204,0.470403151
1139,0.23874,0.468336944
1140,0.26061,0.466266696
1141,0.28902,0.464187191
1142,0.31356,0.462045706
1143,0.324909,0.459734211
1144,0.317353,0.457101765
1145,0.29023,0.453983845
1146,0.24792,0.450242161
1147,0.19847,0.445802557
1148,0.15134,0.44068127
1149,0.11492,0.434990676
1150,0.09464,0.428924538
1151,0.09204,0.422725033
1152,0.10505,0.416641171
1153,0.12914,0.410888003
1154,0.15893,0.405614637
1155,0.18965,0.400887607
1156,0.2181,0.396691864
1157,0.24284,0.392946419
1158,0.26368,0.389529191
1159,0.28095,0.386307013
1160,0.29472,0.383161666
1161,0.304513,0.38000932
1162,0.3094,0.376810013
1163,0.30869,0.373567439
1164,0.302671,0.37032131
1165,0.29317,0.367134874
1166,0.28357,0.364081211
1167,0.2782,0.361229924
1168,0.28117,0.35863626
1169,0.29502,0.356332399
1170,0.319642,0.354322122
1171,0.351893,0.352578389
1172,0.3861189,0.351045408
1173,0.415508,0.349645982
1174,0.433925,0.348292566
1175,0.437655,0.346901824
1176,0.426508,0.345408438
1177,0.403891,0.343774388
1178,0.375785,0.34199018
1179,0.348937,0.340067378
1180,0.328822,0.338022844
1181,0.318034,0.335861002
1182,0.315629,0.333559408
1183,0.317631,0.331063675
1184,0.31853,0.328295853
1185,0.313259,0.325174358
1186,0.299011,0.321640804
1187,0.27628,0.317685952
1188,0.24881,0.313366943
1189,0.22252,0.308809913
1190,0.20373,0.304196646
1191,0.19735,0.299739022
1192,0.20555,0.295646943
1193,0.22731,0.292097834
1194,0.2589,0.289213477
1195,0.29505,0.28704823
1196,0.330365,0.285588834
1197,0.360545,0.284764141
1198,0.383031,0.284461111
1199,0.3970823,0.284544408
1200,0.4033508,0.284876752
1201,0.4032518,0.28533779
1202,0.3983959,0.285839373
1203,0.3902478,0.286334837
1204,0.380032,0.286820134
1205,0.368787,0.287325738
1206,0.357426,0.287900134
1207,0.346718,0.28858853
1208,0.337175,0.289412144
1209,0.328945,0.29035447
1210,0.321815,0.291359272
1211,0.315391,0.292342153
1212,0.309438,0.293213421
1213,0.304225,0.293905153
1214,0.300733,0.294395777
1215,0.300535,0.294723351
1216,0.305349,0.294983342
1217,0.316345,0.295310619
1218,0.33345,0.295849926
1219,0.354924,0.29672145
1220,0.377434,0.297990797
1221,0.3966715,0.299649525
1222,0.408415,0.301610663
1223,0.409713,0.303720297
1224,0.3998429,0.30578191
1225,0.380698,0.307589415
1226,0.356464,0.308962425
1227,0.332643,0.309778395
1228,0.314693,0.30999585
1229,0.306691,0.309665841
1230,0.310391,0.308928157
1231,0.32493,0.307992316
1232,0.347221,0.30710494
1233,0.372843,0.306507811
1234,0.3971365,0.30639342
1235,0.416169,0.306866509
1236,0.427356,0.307920539
1237,0.429647,0.309435855
1238,0.423393,0.31120242
1239,0.410022,0.312964618
1240,0.3917086,0.314479158
1241,0.371099,0.315573109
1242,0.351065,0.316187416
1243,0.334405,0.316393802
1244,0.323422,0.316379079
1245,0.319405,0.316399396
1246,0.322159,0.316715525
1247,0.329797,0.317526188
1248,0.339,0.318917574
1249,0.345801,0.320842931
1250,0.346774,0.323138515
1251,0.340269,0.325570485
1252,0.327284,0.327899634
1253,0.311579,0.329944475
1254,0.298879,0.331625059
1255,0.2953,0.332975257
1256,0.305473,0.33412202
1257,0.33089,0.335238752
1258,0.369158,0.336489426
1259,0.414349,0.337981198
1260,0.45846,0.339738723
1261,0.493517,0.34170701
1262,0.51367,0.343777871
1263,0.51656,0.34582896
1264,0.50363,0.347759059
1265,0.479212,0.34950699
1266,0.448865,0.351048525
1267,0.417537,0.352374931
1268,0.3882541,0.353464575
1269,0.361748,0.354262377
1270,0.337089,0.354678902
1271,0.312985,0.354612991
1272,0.28913,0.353991575
1273,0.26699,0.352812081
1274,0.24965,0.351169923
1275,0.24069,0.349256705
1276,0.24258,0.347325269
1277,0.25522,0.345629349
1278,0.27527,0.344355873
1279,0.296689,0.343572745
1280,0.312338,0.343210378
1281,0.31623,0.343085705
1282,0.305521,0.342961814
1283,0.28157,0.342624596
1284,0.24958,0.341950824
1285,0.21693,0.340944883
1286,0.19078,0.33973222
1287,0.17568,0.338511121
1288,0.17232,0.337481814
1289,0.17755,0.336776269
1290,0.18599,0.336414586
1291,0.19228,0.33630122
1292,0.19339,0.336262012
1293,0.18982,0.336106269
1294,0.18545,0.335691814
1295,0.18583,0.334968349
1296,0.19578,0.333985477
1297,0.21714,0.332864438
1298,0.24766,0.331746764
1299,0.28142,0.330740715
1300,0.310816,0.329886593
1301,0.329328,0.329153694
1302,0.333958,0.328467617
1303,0.326447,0.327755251
1304,0.312677,0.326987224
1305,0.300421,0.326198996
1306,0.296271,0.325481016
1307,0.302902,0.324941174
1308,0.317786,0.324654719
1309,0.333958,0.324622867
1310,0.342647,0.324758531
1311,0.336857,0.324907461
1312,0.31458,0.324899432
1313,0.28035,0.324611432
1314,0.24446,0.324019699
1315,0.21993,0.323219669
1316,0.21832,0.322405659
1317,0.24567,0.321814778
1318,0.300176,0.321654689
1319,0.37234,0.322039739
1320,0.44766,0.322957917
1321,0.51089,0.324279263
1322,0.55045,0.325801823
1323,0.56155,0.327318011
1324,0.54693,0.328676595
1325,0.51525,0.32981924
1326,0.477641,0.330779071
1327,0.443799,0.331643774
1328,0.418967,0.332498467
1329,0.4026885,0.33336971
1330,0.3896592,0.334191177
1331,0.372161,0.334802761
1332,0.343112,0.334982781
1333,0.29862,0.334501583
1334,0.23924,0.333178781
1335,0.16968,0.330926737
1336,0.09716,0.327768232
1337,0.02927,0.323826786
1338,-0.02802,0.31929543
1339,-0.07153,0.314395202
1340,-0.1011,0.309334588
1341,-0.11881,0.304279949
1342,-0.12785,0.299339859
1343,-0.13136,0.294563374
1344,-0.13154,0.289950057
1345,-0.12938,0.285466869
1346,-0.12468,0.281069988
1347,-0.1164,0.27672782
1348,-0.10316,0.272441117
1349,-0.08364,0.268256562
1350,-0.057,0.264268434
1351,-0.02319,0.260605424
1352,0.01678,0.257402562
1353,0.0608,0.254764107
1354,0.10575,0.252726196
1355,0.1479,0.251231354
1356,0.18352,0.250124622
1357,0.20964,0.24917578
1358,0.22472,0.248124592
1359,0.22906,0.246737483
1360,0.2249,0.24486175
1361,0.2161,0.242462147
1362,0.20749,0.239630196
1363,0.2041,0.236565147
1364,0.21031,0.233532968
1365,0.22912,0.230815048
1366,0.26161,0.228660572
1367,0.306623,0.227252236
1368,0.360707,0.226689562
1369,0.418498,0.226989007
1370,0.473457,0.228095037
1371,0.519,0.229896136
1372,0.54982,0.232241037
1373,0.56312,0.234953809
1374,0.55942,0.237849155
1375,0.54257,0.240749353
1376,0.51897,0.243504601
1377,0.495988,0.246013591
1378,0.480102,0.248240146
1379,0.475266,0.250220304
1380,0.481964,0.25205471
1381,0.49729,0.253885918
1382,0.51601,0.255863938
1383,0.53213,0.258107591
1384,0.54066,0.260672839
1385,0.53869,0.263535314
1386,0.52577,0.266593136
1387,0.50338,0.269688185
1388,0.473878,0.272640641
1389,0.439521,0.275286195
1390,0.4017983,0.277506475
1391,0.361527,0.279244465
1392,0.319496,0.28050403
1393,0.27733,0.281335119
1394,0.23808,0.281812941
1395,0.20612,0.282017594
1396,0.18633,0.282022545
1397,0.18273,0.281893337
1398,0.19701,0.28169403
1399,0.2277,0.281496406
1400,0.27019,0.281385218
1401,0.31775,0.281453871
1402,0.363281,0.28179004
1403,0.4011966,0.282455768
1404,0.42881,0.283469263
1405,0.446785,0.284797065
1406,0.458496,0.286362164
1407,0.468545,0.288067848
1408,0.480948,0.289830679
1409,0.49762,0.291611214
1410,0.51768,0.293430244
1411,0.53779,0.295362352
1412,0.55339,0.297506244
1413,0.56039,0.299940006
1414,0.55677,0.302676838
1415,0.54338,0.305636442
1416,0.52388,0.308645848
1417,0.50355,0.311469907
1418,0.487592,0.313865174
1419,0.479341,0.315639085
1420,0.479061,0.316695729
1421,0.483716,0.317052719
1422,0.487826,0.316824362
1423,0.485159,0.316177917
1424,0.470726,0.315278669
1425,0.442447,0.314244184
1426,0.4019791,0.31312269
1427,0.354437,0.311902849
1428,0.30709,0.310549294
1429,0.26744,0.309049027
1430,0.24122,0.307450329
1431,0.23094,0.305878851
1432,0.23524,0.304523198
1433,0.24941,0.303595455
1434,0.26668,0.303279218
1435,0.28002,0.30368298
