age_CE,FHMA01A_raw,FHMA02B_raw,FHMA03A_raw,FHMA04A_raw,FHMA05A_raw,FHMA06A_raw,FHMA07A_raw,FHMA08B_raw,FHMA09B_raw,FHMA10A_raw,FHMA11A_raw,FHMA14B_raw,FHMA15A_raw,FHMA16A_raw,FHMA01A_raw_outlier_flag,FHMA02B_raw_outlier_flag,FHMA03A_raw_outlier_flag,FHMA04A_raw_outlier_flag,FHMA05A_raw_outlier_flag,FHMA06A_raw_outlier_flag,FHMA07A_raw_outlier_flag,FHMA08B_raw_outlier_flag,FHMA09B_raw_outlier_flag,FHMA10A_raw_outlier_flag,FHMA11A_raw_outlier_flag,FHMA14B_raw_outlier_flag,FHMA15A_raw_outlier_flag,FHMA16A_raw_outlier_flag
1871,0.92,0.86,0.93,1.06,0.56,0.63,0.67,1.39,1.09,NA,0.47,0.91,1.38,2.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1872,1.22,0.94,0.86,0.93,0.54,0.44,0.56,1.44,1.16,NA,0.43,0.84,1.45,2.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1873,1.19,0.86,0.8,0.79,0.49,0.52,0.41,1.27,1.11,NA,0.55,1.05,1.36,1.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1874,1.26,0.93,0.79,1.12,0.53,0.55,0.62,1.18,1.39,NA,0.39,0.64,1.03,1.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1875,1.23,0.85,0.94,1.06,0.67,0.46,0.76,1.2,1.19,NA,0.53,1.13,1.36,1.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1876,0.63,0.64,0.64,0.94,0.45,0.24,0.45,0.95,0.78,NA,0.52,1.37,1.32,1.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1877,0.92,1.19,0.84,1.27,0.48,0.34,0.65,1.14,0.94,NA,0.65,1.23,1.86,2.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1878,0.76,0.88,0.65,1.09,0.49,0.26,0.51,0.97,0.94,NA,0.46,1.06,1.69,1.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1879,0.84,0.98,0.87,1.01,0.57,0.33,0.64,1.33,1.01,NA,0.56,0.81,1.76,1.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1880,0.67,0.54,0.62,0.83,0.45,0.23,0.33,0.85,0.66,NA,0.44,0.93,1.28,1.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1881,0.89,0.5,0.75,0.94,0.58,0.29,0.67,0.7,0.55,NA,0.18,0.41,1.22,1.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1882,1.07,0.57,0.77,0.97,0.57,0.4,0.66,0.8,0.93,NA,0.56,0.77,1.03,1.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1883,0.73,0.57,0.61,0.75,0.57,0.46,0.5,0.85,1.24,NA,0.47,0.94,1.39,1.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1884,0.56,0.67,0.31,0.62,0.53,0.44,0.2,0.83,0.75,NA,0.28,0.95,1,1.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1885,1.04,0.86,0.58,0.96,0.81,0.52,0.78,1.04,1.13,NA,0.48,0.71,1.6,2.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1886,0.83,0.69,0.68,0.88,0.82,0.58,0.77,1.4,0.97,NA,0.62,0.53,1.57,2.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1887,0.68,0.55,0.26,0.7,0.49,0.36,0.46,0.97,0.68,NA,0.43,0.52,1.49,1.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1888,0.88,0.95,0.32,0.94,0.69,0.54,0.64,1.15,1.37,NA,0.51,0.41,1.43,2.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1889,0.84,0.8,0.51,0.65,0.57,0.53,0.67,1.05,1.33,NA,0.68,0.31,1.92,2.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1890,0.95,0.68,0.66,0.88,0.67,0.55,0.73,1.59,1.32,NA,0.52,0.45,1.9,2.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1891,0.94,0.88,0.71,1.05,0.7,0.75,0.91,1.48,1.69,NA,0.52,0.71,2,1.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1892,0.57,0.81,0.81,0.82,0.78,0.51,0.68,1.28,1.32,NA,0.33,0.48,1.48,1.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1893,0.63,0.96,0.75,0.7,0.88,0.56,0.69,1.17,1.27,NA,0.34,0.58,1.7,2.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1894,0.62,0.95,0.57,0.71,0.8,0.44,0.68,0.78,0.93,NA,0.65,0.47,1.66,1.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1895,1.1,1.49,1.06,0.97,1.14,0.76,0.98,0.94,1.21,NA,0.7,0.84,2.18,1.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1896,0.64,0.73,0.74,0.72,0.87,0.43,0.54,0.79,1.79,NA,0.58,0.66,1.45,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1897,0.72,1.25,0.61,0.73,0.84,0.4,0.51,0.77,1.25,NA,0.39,0.49,1.17,1.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1898,0.82,1.39,0.93,0.91,0.9,0.55,0.65,1.17,1.6,NA,0.65,0.53,1.6,1.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1899,0.29,0.44,0.38,0.49,0.44,0.28,0.32,0.71,1.07,NA,0.48,0.63,0.86,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1900,0.65,1.01,0.59,0.68,1.01,0.48,0.72,1.24,1.27,NA,0.43,0.58,1.4,1.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1901,0.72,1.11,0.84,0.88,0.96,0.46,0.76,0.93,1.02,NA,0.48,0.44,1.77,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1902,0.59,1.01,0.66,0.84,0.73,0.46,0.61,1.02,1.17,NA,0.53,0.29,1.48,1.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1903,0.55,1.38,0.63,0.86,0.72,0.57,0.55,1.09,0.72,NA,0.58,0.56,1.34,1.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1904,0.86,1.81,0.92,1.11,0.78,0.6,0.77,1.3,1.41,NA,0.67,0.31,1.78,2.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1905,0.75,1.16,0.74,0.78,0.67,0.56,0.56,1.05,1.12,NA,0.51,0.41,1.03,1.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1906,0.11,0.66,0.34,0.57,0.36,0.37,0.37,0.37,0.43,NA,0.29,0.29,0.76,1.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1907,0.41,1.69,0.65,1.05,0.7,0.5,0.56,0.87,0.94,NA,0.65,0.62,1.31,1.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1908,0.48,1.68,0.72,0.75,0.87,0.6,0.8,1.2,1.2,NA,0.71,0.54,1.73,1.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1909,0.36,1.31,0.48,0.46,0.52,0.41,0.54,0.88,0.68,NA,0.46,0.62,1.02,1.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1910,0.36,1.31,0.58,0.72,0.83,0.28,0.57,0.86,0.66,NA,0.28,0.43,1.32,1.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1911,0.61,1.45,0.81,0.97,0.82,0.4,0.59,0.92,0.98,NA,0.83,0.48,1.61,1.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1912,0.59,1.29,0.61,0.76,0.71,0.3,0.52,0.91,0.7,NA,0.57,0.45,1.15,1.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1913,0.61,1.61,0.75,0.82,0.72,0.23,0.7,1.06,0.63,NA,0.51,0.48,1.2,1.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1914,0.76,1.47,0.8,1.26,0.85,0.32,0.97,1.27,1.03,NA,0.79,0.48,1.58,2.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1915,0.54,0.99,0.64,0.84,0.64,0.18,0.67,0.82,0.65,NA,0.65,0.72,1.38,1.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1916,0.04,0.62,0.27,0.44,0.43,0.1,0.39,0.55,0.39,NA,0.47,0.48,0.85,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1917,0.66,0.88,0.71,0.87,0.8,0.35,0.72,0.89,0.94,NA,0.7,0.6,1.16,1.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1918,0.6,1,0.65,1.03,0.85,0.4,0.65,0.67,0.92,NA,1.17,0.49,0.79,1.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1919,0.47,1.39,0.64,0.9,0.71,0.36,0.58,0.73,1.15,2.7,1.01,0.4,1.36,1.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1920,0.59,1.68,0.73,1.05,1.02,0.43,0.7,0.69,1.35,2.93,0.89,0.4,1.8,2.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1921,0.33,1.15,0.57,0.81,0.94,0.34,0.44,0.7,1.16,2.28,0.87,0.5,1.29,1.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1922,0.76,0.97,0.76,0.82,1.13,0.47,0.65,0.91,1.22,2.27,0.91,0.34,1.41,2.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,0.56,0.64,0.59,0.86,0.85,0.45,0.5,0.8,1.05,2.16,0.86,0.5,1.15,1.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1924,0.66,0.94,0.65,0.97,0.94,0.64,0.63,0.85,0.89,2.37,0.86,0.64,1.39,1.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,0.62,1.02,0.8,0.93,0.8,0.58,0.56,0.93,1.11,2.14,0.91,0.68,1.61,1.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,0.59,1.05,0.85,0.87,1.04,0.53,0.55,0.99,1,1.96,0.97,0.69,1.56,1.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,0.58,1.31,0.83,0.86,1.03,0.47,0.47,1.33,1.12,2.41,0.75,0.52,1.53,1.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1928,0.68,1.68,0.83,0.9,0.96,0.56,0.66,0.99,0.9,2.68,0.76,0.74,1.71,1.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,0.83,1.58,0.78,0.85,0.75,0.6,0.72,0.69,0.85,2.24,0.57,0.85,1.58,1.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,0.85,1.2,0.7,0.81,0.74,0.58,0.72,0.71,0.88,1.95,0.74,0.67,1.48,1.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1931,0.78,1.28,0.7,0.68,0.64,0.56,0.62,0.42,0.62,2.27,0.53,0.77,1.33,2.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1932,0.6,1.42,0.57,0.63,0.63,0.52,0.58,0.57,0.71,1.38,0.57,1.05,1.5,1.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1933,0.45,1.41,0.68,0.29,0.55,0.55,0.48,0.53,0.33,1.09,0.21,0.97,0.73,1.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1934,0.7,1.23,0.58,0.53,0.56,0.67,0.66,0.51,0.67,1.15,0.37,0.75,0.93,1.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1935,0.76,0.92,0.81,0.6,0.68,0.83,0.63,0.73,1.01,1.73,0.9,0.98,1.77,1.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1936,0.68,0.38,0.61,0.46,0.6,0.74,0.71,0.54,0.83,1.63,0.5,1.16,1.24,1.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1937,0.45,0.41,0.63,0.5,0.6,0.7,0.63,0.61,0.74,1.47,0.35,0.72,1.18,1.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1938,0.54,0.52,0.8,0.51,0.69,0.63,0.75,0.72,0.89,2.01,0.59,0.63,1.92,1.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1939,0.56,0.74,0.71,0.61,0.71,0.66,0.75,0.68,0.93,2.1,0.58,0.98,1.85,1.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1940,0.71,0.97,0.83,0.7,0.91,0.61,0.67,0.72,1.02,1.98,0.66,0.72,2.11,2.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1941,0.73,1.06,0.89,0.7,1.03,0.52,0.62,0.7,1.46,2.37,0.75,0.59,2.21,1.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,0.75,1.09,0.84,0.63,0.94,0.51,0.73,0.79,1.2,2.07,0.93,0.76,2.32,2.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,0.45,0.69,0.63,0.38,0.92,0.34,0.64,0.89,0.73,2.04,0.86,1,1.91,0.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1944,0.76,0.97,0.75,0.58,1.38,0.56,0.99,0.84,1.6,2.41,0.77,0.87,2.28,2.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,0.73,1.15,0.76,0.76,1.39,0.55,0.88,0.85,1.92,2.3,0.99,1.13,2.42,2.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,0.38,0.96,0.51,0.68,0.9,0.47,0.69,0.98,1.19,1.93,1.27,1.03,1.98,2.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,0.18,0.83,0.5,0.61,0.74,0.48,0.63,0.98,0.91,2.07,1,0.93,1.77,1.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,0.75,1.07,0.72,1,1.14,0.88,0.88,1.11,1.89,2.39,1.32,0.93,2.54,2.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1949,0.67,0.91,0.46,0.76,1,0.76,0.81,1.06,1.37,2.09,1.3,1.2,1.78,2.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,0.59,0.9,0.45,0.72,0.77,0.64,0.69,0.95,1.53,2.13,1.21,1.1,1.82,1.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,0.36,0.93,0.58,0.54,0.57,0.51,0.5,0.75,0.36,1.6,0.38,0.77,1.91,1.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,0.32,1.13,0.71,0.63,0.78,0.49,0.49,0.93,1.04,1.58,0.56,1.18,1.88,1.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,0.25,0.67,0.59,0.58,0.54,0.39,0.41,0.96,1.11,1.86,0.36,1.06,1.83,1.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
