age_CE,ST1A_raw,ST1B_raw,ST2A_raw,ST2B_raw,ST3A_raw,ST3B_raw,ST4A_raw,ST4B_raw,ST5A_raw,ST5B_raw,ST6A_raw,ST6B_raw,ST7A_raw,ST7B_raw,ST8A_raw,ST8B_raw,SmallST1_raw,SmallST2_raw,SmallST3_raw,SmallST4_raw,SmallST5_raw,SmallST6_raw,SmallST7_raw,SmallST8_raw,SmallST9_raw,SmallS10_raw,SmallS11_raw,ST1A_raw_outlier_flag,ST1B_raw_outlier_flag,ST2A_raw_outlier_flag,ST2B_raw_outlier_flag,ST3A_raw_outlier_flag,ST3B_raw_outlier_flag,ST4A_raw_outlier_flag,ST4B_raw_outlier_flag,ST5A_raw_outlier_flag,ST5B_raw_outlier_flag,ST6A_raw_outlier_flag,ST6B_raw_outlier_flag,ST7A_raw_outlier_flag,ST7B_raw_outlier_flag,ST8A_raw_outlier_flag,ST8B_raw_outlier_flag,SmallST1_raw_outlier_flag,SmallST2_raw_outlier_flag,SmallST3_raw_outlier_flag,SmallST4_raw_outlier_flag,SmallST5_raw_outlier_flag,SmallST6_raw_outlier_flag,SmallST7_raw_outlier_flag,SmallST8_raw_outlier_flag,SmallST9_raw_outlier_flag,SmallS10_raw_outlier_flag,SmallS11_raw_outlier_flag
1969,1.986,2.523,1.588,1.683,2.769,2.198,2.77,1.804,1.992,1.957,1.992,2.399,2.464,1.931,1.528,1.7,1.336,1.755,3.757,1.004,3.367,2.349,4.562,3.041,3.131,2.439,1.943,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,1.713,2.257,1.482,1.775,2.129,1.834,2.929,2.08,2.165,2.028,2.334,2.577,2.333,1.759,1.423,1.812,1.591,1.924,3.63,1.547,2.908,2.049,4.881,2.925,2.943,2.642,1.832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,2.051,1.949,1.3,1.39,2.107,1.935,3.077,1.551,2.095,1.556,2.138,2.036,1.966,2.019,1.592,1.827,1.497,1.66,2.732,1.227,2.594,1.52,3.376,3.392,2.015,2.474,1.649,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,1.89,1.854,1.406,1.657,2.109,1.98,2.766,1.854,1.68,1.53,2.026,2.173,1.805,1.546,1.491,1.723,1.588,1.792,2.699,1.349,1.662,1.198,2.862,3.143,2.223,2.715,1.368,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,1.721,2.077,1.435,1.482,2.201,1.675,1.567,1.934,1.907,1.886,2.185,2.177,2.179,1.512,1.816,1.956,1.572,1.862,2.759,1.563,1.761,1.32,3.098,2.804,2.146,2.492,1.206,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,2.576,3.045,1.384,1.654,2.72,2.104,2.073,2.034,1.867,2.217,2.074,2.826,2.19,1.916,2.105,2.454,1.726,1.893,3.188,1.574,2.231,1.69,2.389,3.283,2.049,2.77,1.406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,2.188,2.864,1.245,1.682,2.276,1.978,2.287,2.341,1.75,2.345,1.947,2.333,2.027,1.649,1.841,2.018,1.105,2.146,2.769,1.417,2.122,1.177,2.349,3.164,2.457,2.593,1.664,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,2.332,3.58,1.653,1.85,2.308,2.173,3.383,2.436,2.234,2.724,1.991,2.669,2.311,1.725,1.929,2.064,1.378,2.666,3.216,1.772,2.817,1.704,2.752,4.252,3.372,2.579,1.896,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,2.203,3.201,1.565,1.926,2.538,2.222,2.915,2.456,1.868,2.523,2.639,2.749,2.283,1.875,1.493,1.911,1.351,2.336,3.454,1.754,2.45,1.561,2.282,3.589,2.311,2.516,1.727,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,2.691,3.379,1.945,2.21,2.782,2.31,3.152,2.84,1.768,3.067,2.62,2.482,2.643,2.248,1.579,2.323,1.323,2.709,3.468,1.862,2.49,1.975,2.379,3.579,2.145,2.892,1.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,2.536,3.712,1.705,2.01,2.423,2.128,2.716,2.975,1.348,2.464,2.97,2.748,2.045,1.91,1.538,2.339,1.261,2.537,2.614,1.512,2.215,1.582,2.356,2.587,1.54,2.914,1.299,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,2.856,3.772,1.774,2.328,2.846,2.155,3.124,3.012,2.463,2.13,3.291,2.611,2.354,2.211,1.797,2.812,1.514,2.734,3.517,1.699,2.931,2.066,3.01,3.584,1.512,3.641,1.544,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,2.665,3.143,1.861,2.212,2.996,2.266,3.905,3.402,2.252,2.352,2.71,2.7,2.25,2.285,1.965,3.12,1.706,3.069,3.82,1.684,3.484,2.101,3.381,3.456,1.527,3.048,2.013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,2.531,3.077,1.573,2.326,2.65,2.44,3.232,2.691,1.902,1.916,2.629,2.511,2.12,2.091,2.936,2.022,2.501,1.648,2.472,1.279,3.062,2.24,2.551,3.443,1.214,2.352,1.791,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,2.921,3.202,1.679,2.391,2.966,2.866,3.42,3.022,2.473,2.515,2.647,3.057,2.799,2.298,2.783,2.125,3.147,2.344,2.925,1.381,2.99,2.345,3.266,4.449,1.953,2.87,2.227,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,2.636,3.254,1.324,1.638,1.738,1.919,3.387,3.34,1.594,1.491,2.735,2.011,2.269,1.913,2.187,2.07,2.308,2.514,2.429,1.629,1.967,1.008,1.916,2.953,2.368,2.557,1.128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,2.369,2.457,1.291,1.38,1.645,1.475,2.696,2.603,1.491,1.218,2.107,1.682,1.791,1.381,1.707,1.985,1.861,2.407,1.853,1.36,1.941,1.573,1.458,2.439,2.505,2.813,1.553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,2.59,2.696,1.074,1.244,1.317,1.175,3.137,3.089,1.674,1.02,2.137,1.889,1.557,1.386,1.631,2.069,2.108,2.884,1.785,1.399,1.825,1.597,1.763,2.764,2.826,2.971,1.364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,2.796,2.265,0.851,0.962,0.657,1.267,2.908,2.622,1.529,1.232,2.178,1.495,1.769,1.251,0.978,1.912,1.586,3.653,1.783,1.336,1.554,1.272,2.352,3.232,2.225,2.422,1.082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,2.208,1.733,0.893,0.94,0.679,1.204,1.942,1.893,1.186,1.025,1.781,1.001,1.81,1.197,0.725,2.061,1.136,2.777,1.307,1.061,1.952,1.352,1.915,2.048,1.303,2.112,1.181,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,1.992,2.256,0.709,0.755,0.848,1.433,1.19,1.161,1.139,0.67,1.249,1.028,1.449,1.17,0.516,1.624,1.442,2.634,1.31,0.992,1.587,1.497,1.755,1.899,0.914,2.189,0.635,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,1.964,4.419,0.971,0.893,0.916,1.84,3.824,1.021,1.358,1.291,1.651,1.487,1.512,1.442,0.599,2.266,1.566,2.463,1.925,1.154,3.353,2.348,1.6,2.541,1.645,2.166,0.826,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1991,1.96,3.978,0.879,0.901,0.775,1.716,3.13,2.327,1.165,0.973,1.351,1.551,1.194,1.359,0.621,1.672,1.178,2.753,1.254,0.972,1.298,1.788,1.464,2.019,1.456,1.628,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1992,2.877,4.157,1.155,1.304,1.263,1.475,3.64,4.423,1.188,1.043,1.609,1.724,1.172,1.222,0.593,1.548,1.692,3.518,1.724,1.019,1.163,1.629,2.036,2.166,1.651,2.367,0.718,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1993,2.475,2.863,1.124,1.359,1.479,1.603,3.024,3.395,1.197,1.292,1.761,1.38,1.584,1.524,0.892,1.773,1.905,3.374,1.756,0.629,0.779,1.499,2.164,2.226,2.12,2.787,0.564,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1994,2.578,2.764,1.203,1.327,1.263,1.528,5.818,4.275,1.279,1.746,2.534,2.008,1.746,1.557,1.787,2.143,2.357,3.551,2.218,0.915,0.966,1.69,3.849,1.963,3.936,3.377,0.785,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1995,2.715,2.813,1.277,1.353,1.116,1.137,6.399,5.89,1.038,1.596,2.321,2.259,1.955,1.814,1.799,2.149,3.383,3.383,1.791,1.296,0.599,1.25,3.6,1.788,5.575,2.691,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1996,2.746,3.134,2.034,1.391,1.435,0.925,4.779,5.017,1.259,1.892,2.905,3.035,2.19,2.27,1.601,1.573,2.417,3.463,2.345,1.953,0.927,1.603,4.375,2.8,4.414,3.139,0.557,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1997,2.79,3.779,2.044,1.246,2.13,1.125,5.684,5.569,0.979,1.589,2.674,3.271,2.139,2.239,1.81,1.655,2.953,3.782,2.408,2.325,0.965,1.533,2.327,2.49,3.808,3.069,0.549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1998,2.612,4.479,1.924,1.494,2.417,1.363,5.335,5.325,1.455,2.174,2.951,3.104,2.371,2.545,2.077,1.57,5.066,3.485,2.862,3.251,0.922,2.279,2.774,3.098,3.542,2.94,0.814,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1999,2.352,3.586,1.785,1.504,2.411,1.76,4.515,5.292,1.189,2.074,2.374,2.986,2.088,1.93,1.857,1.361,5.102,3.148,2.112,3.132,1.066,1.806,2.836,1.628,3.159,2.171,0.834,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2000,2.725,4.352,1.505,1.516,2.528,2.113,3.086,4.634,1.799,2.797,2.733,3.232,2.464,1.958,1.806,1.286,6.6,3.521,2.823,4.37,0.793,2.225,3.215,2.627,2.712,2.966,0.791,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2001,2.679,3.869,1.522,1.723,2.349,2.312,2.424,4.264,1.781,2.887,2.642,3.441,2.342,2.282,1.661,1.203,5.091,3.204,3.006,3.746,0.748,2.254,3.588,2.708,2.804,2.66,0.832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2002,2.428,3.506,1.516,1.573,2.419,1.446,3.516,3.82,2.255,2.663,2.873,3.269,2.471,2.194,1.687,1.402,4.376,2.842,2.728,3.337,1.354,1.758,3.215,3.812,2.923,2.823,1.266,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003,2.08,2.658,1.433,1.299,1.301,1.159,3.866,0,2.034,1.909,2.786,2.559,2.444,1.963,2.024,1.555,3.524,2.241,2.745,2.895,1.509,1.622,2.371,2.856,1.855,2.321,1.154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2004,2.448,3.322,1.473,1.311,2.102,2.128,3.802,3.96,2.356,2.004,2.417,2.889,2.753,2.869,1.836,1.531,6.042,2.974,3.12,3.856,1.264,1.615,2.683,3.391,0,3.163,1.145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2005,2.696,3.524,1.827,1.679,2.547,2.58,4.119,2.784,2.866,2.662,3.263,3.744,3.902,3.628,2.383,2.23,7.784,3.824,3.478,4.224,1.776,1.969,3.302,6.258,0.706,3.826,1.517,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2006,2.543,2.613,1.593,1.689,1.932,2.249,3.862,2.747,2.042,2.119,3.28,2.775,3.025,2.609,2.066,2.098,5.216,2.646,2.804,2.338,0.74,1.47,2.374,4.235,1.901,2.751,1.178,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2007,2.34,2.916,1.296,1.452,1.772,2.012,3.182,2.646,1.786,1.642,2.851,2.566,2.724,2.885,1.766,1.695,5.527,2.343,2.958,3.131,0.937,1.223,2.349,4.754,1.463,2.358,1.256,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2008,2.285,2.386,0.981,1.673,1.497,2.087,3.224,2.816,1.503,1.525,2.556,2.245,2.621,2.476,1.567,2.156,7.16,2.079,2.817,2.657,0.954,1.385,1.695,3.431,1.434,2.085,1.336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,2.263,1.921,0.616,1.037,1.21,1.921,2.302,2.608,0.931,1.122,3.382,2.296,2.234,1.861,1.454,1.969,5.072,1.706,2.914,1.812,0.527,0.997,1.055,2.523,1.518,1.952,0.821,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,1.996,1.902,0.844,1.012,1.311,1.884,1.951,2.065,0.699,1.204,2.645,1.54,1.886,1.359,1.108,1.624,4.592,1.661,2.585,2.351,0.792,0.938,1.239,2.746,1.36,2.098,1.023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2011,1.919,2.085,1.056,0.948,1.434,2.056,1.975,2.004,0.836,1.166,2.356,1.796,2.032,1.375,1.312,1.484,5.222,2.176,2.492,1.951,0.842,0.921,1.396,2.827,2.05,1.968,1.041,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2012,2.384,2.353,1.13,1.266,1.45,2.165,1.991,2.927,1.114,1.461,2.249,1.801,2.172,1.886,1.38,1.891,4.929,2.821,2.696,2.086,1.223,0.975,1.157,3.143,1.967,2.083,1.038,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2013,2.182,2.338,1.187,1.108,1.388,1.604,1.248,2.654,1.066,1.582,1.695,1.545,2.215,1.718,1.228,1.281,3.811,2.907,2.321,1.483,1.05,1.002,0.968,2.605,1.66,1.897,0.895,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
