age_CE,HAM01A_raw,HAM01B_raw,HAM02A_raw,HAM02B_raw,HAM03A_raw,HAM03B_raw,HAM01A_raw_outlier_flag,HAM01B_raw_outlier_flag,HAM02A_raw_outlier_flag,HAM02B_raw_outlier_flag,HAM03A_raw_outlier_flag,HAM03B_raw_outlier_flag
1654,2.53,2.96,NA,NA,3.79,3.27,FALSE,FALSE,NA,NA,FALSE,FALSE
1655,2.84,3.93,2.01,1.98,3.39,3.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1656,4.42,3.96,1.69,1.67,3.5,2.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1657,4.49,4.32,2.1,2.09,3.6,3.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1658,5.18,4.7,1.83,1.74,3.54,3.35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1659,3.75,3.44,1.75,1.69,2.54,2.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1660,3.02,2.82,1.95,1.95,1.74,1.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1661,2.15,2.37,1.76,1.67,1.25,1.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1662,2.26,2.19,1.79,1.8,1.1,1.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1663,2.17,2.02,3.78,3.74,1.18,1.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1664,2.22,2.12,5.12,5.87,1.25,1.32,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
1665,1.56,1.85,3.34,3.51,1.12,1.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1666,1.36,1.38,3.93,3.97,1.21,0.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1667,2.37,2.29,3.46,3.36,1.53,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1668,2.25,1.95,3.19,2.84,1.53,1.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1669,2.06,1.85,4.29,3.65,1.74,1.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1670,2.25,1.96,4.94,4.58,2.19,1.55,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1671,2.12,1.99,4.24,3.94,1.85,1.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1672,3.08,2.93,3.77,3.55,1.91,1.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1673,2.4,2.43,5.51,5.43,2.34,1.67,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
1674,2.06,2.19,3.2,3.8,2.28,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1675,1.71,1.73,1.91,1.99,1.73,1.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1676,2.12,2.19,1.36,1.55,1.91,1.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1677,2.06,2.19,1.25,1.43,1.34,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1678,2.25,2.39,1.77,1.89,1.68,1.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1679,2.02,2.16,2.18,2.23,1.02,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1680,1.52,1.62,2.08,2.24,1.31,1.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1681,1.58,1.54,2.61,2.89,1.6,1.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1682,2.44,2.38,1.95,2.11,1.48,1.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1683,1.28,1.35,1.76,1.94,1.16,1.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1684,1.28,1.31,1.93,2.04,1.19,1.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1685,1.61,1.47,1.36,1.61,1.19,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1686,1.45,1.3,1.54,1.54,1.27,1.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1687,1.61,1.37,1.53,1.75,1.08,1.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1688,1,0.88,1.33,1.59,0.91,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1689,1.53,1.43,1.36,1.51,0.83,1.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1690,1.65,1.62,1.48,1.4,0.93,1.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1691,1.49,1.42,1.77,2.01,1.35,1.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1692,1.55,1.62,1.62,2.09,1.51,1.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1693,2.57,2.63,1.18,1.3,1.33,1.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1694,3.12,2.83,1.53,1.51,1.55,1.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1695,2.59,2.42,2.27,2.39,2.14,1.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1696,3.36,3.17,1.95,2.1,2.1,1.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1697,2.99,2.76,1.62,1.69,2.58,2.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1698,2.7,2.65,1.34,1.58,1.83,1.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1699,2.61,2.6,1.19,1.43,1.88,1.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1700,2.34,2.53,1.45,1.43,1.67,1.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1701,1.52,1.66,1.39,1.56,2.05,2.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1702,1.8,2.32,1.81,2.07,2.57,2.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1703,1.77,2.26,1.58,2.27,2.36,2.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1704,1.3,1.78,1.08,1.19,1.89,1.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1705,2.05,2.37,1.33,1.41,1.82,1.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1706,1.11,1.23,1.31,1.33,1.25,1.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1707,1.96,2.01,2.08,1.92,1.32,1.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1708,1.7,2.12,1.71,2.09,0.99,1.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1709,1.9,2.18,1.26,1.7,1.09,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1710,1.13,1.2,1.29,1.49,0.97,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1711,1.23,1.34,1.73,1.74,1.06,0.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1712,1.19,1.17,1.76,1.67,1.43,1.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1713,1,1.38,1.29,1.02,1.11,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1714,1.37,1.56,1.98,2,1.78,1.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1715,1.23,1.35,2.12,2.63,1.78,1.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1716,1.72,1.89,2.16,2.29,1.29,1.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1717,1.57,1.79,1.93,1.9,1.14,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1718,1.3,1.49,1.92,1.87,1.02,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1719,1.35,1.42,1.88,1.92,1.07,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1720,0.98,1.02,1.41,1.33,1.14,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1721,1.35,1.48,1.74,1.82,1.36,1.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1722,1.26,1.19,1.25,1.16,1.23,1.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1723,1.43,1.39,1.68,1.63,1.09,1.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1724,1.26,1.07,1.41,1.37,1.08,1.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1725,1.08,1.08,0.96,0.9,0.8,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1726,0.93,1.12,1.19,1.14,0.97,1.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1727,1.34,1.53,1.27,1.19,0.73,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1728,1.14,1.38,0.99,1.02,0.62,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1729,1.21,1.27,0.82,0.78,0.65,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1730,1.01,1.06,0.65,0.57,0.74,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1731,1.55,1.45,0.9,0.83,0.96,1.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1732,1.8,1.66,0.97,0.84,1.08,1.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1733,1.51,1.27,0.74,0.69,0.69,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1734,1.32,1.14,0.51,0.48,0.57,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1735,3.07,1.83,0.89,0.68,0.69,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1736,2.32,1.5,0.87,0.91,0.36,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1737,1.94,1.39,0.76,0.97,0.48,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1738,3.72,2.64,1.23,1.35,0.69,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1739,2.08,2.01,0.6,0.62,0.32,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1740,1.45,1.6,0.61,0.55,0.2,0.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1741,1.4,1.71,0.75,0.73,0.19,0.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1742,1.24,1.53,0.78,0.83,0.32,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1743,1.52,1.71,0.7,0.72,0.3,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1744,1.19,1.24,0.49,0.46,0.34,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1745,1,1.04,0.65,0.64,0.66,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1746,1.21,1.19,0.7,0.73,0.55,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1747,1.25,1.46,0.53,0.51,0.57,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1748,1.22,1.65,0.79,0.8,0.48,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1749,1.42,1.6,0.92,0.9,0.67,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1750,1.39,1.37,1.69,1.69,0.64,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1751,1.09,1.53,1.59,1.61,0.74,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1752,1.14,1.42,1.03,1.03,0.67,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1753,1.49,1.56,0.76,0.78,0.67,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1754,1.63,1.72,0.91,0.95,0.63,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1755,1.65,1.78,1.11,1.12,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1756,1.42,1.28,1.2,1.16,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1757,1.08,NA,1.74,1.76,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA
1758,0.81,NA,1.35,1.36,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA
1759,1.13,NA,1.35,1.34,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA
1760,1.58,NA,1.44,1.45,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA
1761,1.92,NA,1.42,1.43,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA
1762,NA,NA,1.26,1.24,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1763,NA,NA,1.34,1.37,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1764,NA,NA,1.26,1.22,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1765,NA,NA,1.01,1.01,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1766,NA,NA,1.07,1.14,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1767,NA,NA,1.13,1.12,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1768,NA,NA,0.69,0.7,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1769,NA,NA,0.74,0.72,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1770,NA,NA,0.69,0.73,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1771,NA,NA,0.73,0.73,NA,NA,NA,NA,FALSE,FALSE,NA,NA
