"","Sample tree ID","Sample tree species","Neighbor tree species","Neighbor tree DBH (cm)","Distance to neighbor tree (m)"
"406","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",12.5,9
"407","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",16.4,12.1
"408","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",31,11.6
"409","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",13.9,9.9
"410","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",13.1,11.9
"411","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",10.2,13.1
"412","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",11.7,14.3
"413","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",14,14.7
"414","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",25.9,11.2
"415","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",25,11.3
"416","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",16,10
"417","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",23.9,10.6
"418","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",59.5,14.3
"419","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",31,11.35
"420","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",11,9.42
"421","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",30.5,9.08
"422","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",17.3,1.86
"423","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",11,2.48
"424","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",20,4.27
"425","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",18.2,4.08
"426","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",13.4,4.66
"427","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",18.2,5.33
"428","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",22.9,7.77
"429","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",30,7.97
"430","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",29.8,7.3
"431","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",24,7.84
"432","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",10.5,10.17
"433","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",34,12.24
"434","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",13,13.87
"435","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",22.7,14.91
"436","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",23.1,14.6
"437","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",20,14.4
"438","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",17.1,14.1
"439","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",16,14.69
"442","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",21.3,12.97
"443","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",13.6,12.32
"444","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",27,11.78
"445","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",13.9,14.11
"452","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",17.2,10.32
"453","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",11.9,10.61
"454","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",33.5,5.76
"458","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",37.9,14.69
"459","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",21,14.63
"460","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",14.3,13.29
"461","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",39,13.54
"462","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",17.9,12.73
"463","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",12.6,12.28
"464","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",17.4,11.4
"465","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",20,13
"466","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",18,13.7
"479","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",26.5,14.09
"480","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",44,12.84
"481","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",21.5,10.58
"482","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",20.5,8.13
"483","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",18.5,7.15
"484","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",26.9,9.85
"485","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",56.2,11.65
"486","BNF0702131332LP","Pinus contorta var. latifolia","Picea engelmannii",52.2,7.94
"487","BNF0702131332LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",26,7.11
"488","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",11,5.18
"489","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",10.2,5.34
"490","BNF0702131332LP","Pinus contorta var. latifolia","Abies lasiocarpa",31.2,2.77
"491","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",25.9,1.7
"492","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",34.5,9.3
"493","BNF0702131335ES","Picea engelmannii","Picea engelmannii",31,10.2
"494","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",11,8.3
"495","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",30.5,7.8
"496","BNF0702131335ES","Picea engelmannii","Picea engelmannii",17.3,2.3
"497","BNF0702131335ES","Picea engelmannii","Picea engelmannii",11,3.1
"498","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",20,4.6
"499","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",18.2,5.1
"500","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",13.4,5.7
"501","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",18.2,5.6
"502","BNF0702131335ES","Picea engelmannii","Picea engelmannii",22.9,6.3
"503","BNF0702131335ES","Picea engelmannii","Picea engelmannii",30,6.5
"504","BNF0702131335ES","Picea engelmannii","Picea engelmannii",29.8,5.7
"505","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",24,6.2
"506","BNF0702131335ES","Picea engelmannii","Picea engelmannii",10.5,8.5
"507","BNF0702131335ES","Picea engelmannii","Picea engelmannii",34,10.6
"508","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",13,12.3
"509","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",22.7,13.3
"510","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",23.1,13
"511","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",20,12.8
"512","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",17.1,12.5
"513","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",16,13.1
"514","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",17,14.2
"515","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",14,14.4
"516","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",21.3,11.3
"517","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",13.6,10.7
"518","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",27,10.2
"519","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",13.9,12.5
"524","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",17,14.8
"525","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",14.9,14.9
"526","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",17.2,9.1
"527","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",11.9,9.4
"528","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",33.5,5.3
"529","BNF0702131335ES","Picea engelmannii","Picea engelmannii",34,3.41
"530","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",11.1,6.57
"531","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",19.1,7.97
"532","BNF0702131335ES","Picea engelmannii","Picea engelmannii",35,9.9
"533","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",12.5,10.66
"534","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",16.4,13.79
"535","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",31,13.14
"536","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",13.9,10.73
"537","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",13.1,12.69
"538","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",10.2,13.93
"540","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",14,14.65
"541","BNF0702131335ES","Picea engelmannii","Picea engelmannii",25.9,10.65
"542","BNF0702131335ES","Picea engelmannii","Picea engelmannii",25,10.64
"543","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",16,9.32
"544","BNF0702131335ES","Picea engelmannii","Picea engelmannii",23.9,9.7
"545","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",59.5,13.56
"546","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",32,14.51
"549","BNF0702131335ES","Picea engelmannii","Picea engelmannii",37.9,14.37
"550","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",21,14.42
"551","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",14.3,12.95
"552","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",39,13.18
"553","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",17.9,12.7
"554","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",12.6,12.49
"555","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",17.4,11.68
"556","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",20,13.27
"557","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",18,13.95
"570","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",26.5,14.77
"571","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",44,13.57
"572","BNF0702131335ES","Picea engelmannii","Picea engelmannii",21.5,11.29
"573","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",20.5,8.72
"574","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",18.5,7.67
"575","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",26.9,11.06
"576","BNF0702131335ES","Picea engelmannii","Picea engelmannii",56.2,13.08
"577","BNF0702131335ES","Picea engelmannii","Picea engelmannii",52.2,9.48
"578","BNF0702131335ES","Picea engelmannii","Pinus contorta var. latifolia",26,8.59
"579","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",11,6.31
"580","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",10.2,6.34
"581","BNF0702131335ES","Picea engelmannii","Abies lasiocarpa",31.2,3.8
"582","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",25.9,9
"583","BNF0702131414SF","Abies lasiocarpa","Picea engelmannii",42.9,9.3
"584","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",32,11.8
"585","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",33,10.9
"586","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",35,13.3
"587","BNF0702131414SF","Abies lasiocarpa","Picea engelmannii",37.9,7
"588","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",21,6.5
"589","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",14.3,5.9
"590","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",39,6.2
"591","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",17.9,4.2
"592","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",12.6,3.3
"593","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",17.4,2.4
"594","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",20,4
"595","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",18,4.7
"596","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",17.9,6.9
"597","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",22,6.7
"598","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",21.6,7.3
"599","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",20.2,7.7
"600","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",11,7.9
"601","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",34.6,8.8
"602","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",18.2,12.8
"603","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",18.4,13
"604","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",13.1,14.6
"605","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",14.8,14.9
"606","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",21.1,14.8
"607","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",13,14.9
"608","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",26.5,6
"609","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",44,5.1
"610","BNF0702131414SF","Abies lasiocarpa","Picea engelmannii",21.5,3.2
"611","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",20.5,1.8
"612","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",18.5,2.1
"613","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",26.9,6.5
"614","BNF0702131414SF","Abies lasiocarpa","Picea engelmannii",56.2,9.7
"615","BNF0702131414SF","Abies lasiocarpa","Picea engelmannii",52.2,9.1
"616","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",26,8
"617","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",11,5.4
"618","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",10.2,4.8
"619","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",31.2,6.5
"620","BNF0702131414SF","Abies lasiocarpa","Picea engelmannii",34,10.5
"621","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",11.1,11.3
"622","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",19.1,12.16
"623","BNF0702131414SF","Abies lasiocarpa","Picea engelmannii",35,14.17
"624","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",12.5,12.95
"625","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",16.4,14.17
"640","BNF0702131414SF","Abies lasiocarpa","Picea engelmannii",17.3,10.67
"641","BNF0702131414SF","Abies lasiocarpa","Picea engelmannii",11,11.22
"642","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",20,13.01
"643","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",18.2,12.23
"644","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",13.4,12.67
"645","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",18.2,14.06
"646","BNF0702131414SF","Abies lasiocarpa","Picea engelmannii",22.9,14.94
"648","BNF0702131414SF","Abies lasiocarpa","Picea engelmannii",29.8,13.93
"649","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",24,14.05
"661","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",13.6,14.54
"662","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",27,13.68
"670","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",17.2,9.75
"671","BNF0702131414SF","Abies lasiocarpa","Abies lasiocarpa",11.9,9.91
"672","BNF0702131414SF","Abies lasiocarpa","Pinus contorta var. latifolia",33.5,5.33
"673","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",50.4,5.1
"674","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",10.7,10.2
"675","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",12.6,9.1
"676","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",14.6,9
"677","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",16,7.8
"678","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",14.2,6.5
"679","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",56,14.1
"680","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",17.6,11.2
"681","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",13.4,3.6
"682","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",10.6,5
"683","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",65,8
"684","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",67,12.3
"685","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",25,13.5
"686","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",13.3,11.9
"687","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",66,10.3
"688","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",58,9.7
"689","BNF0702131517DF","Pseudotsuga menziesii","Pseudotsuga menziesii",10.9,5.8
"690","BNF0702131517DF","Pseudotsuga menziesii","Pinus flexilis",18.8,5.8
"691","BNF0702131638ES","Picea engelmannii","Picea engelmannii",12,3.8
"692","BNF0702131638ES","Picea engelmannii","Picea engelmannii",13.5,6.7
"693","BNF0702131638ES","Picea engelmannii","Picea engelmannii",50,14
"694","BNF0702131638ES","Picea engelmannii","Picea engelmannii",14,12.6
"695","BNF0702131638ES","Picea engelmannii","Picea engelmannii",35.8,9.1
"696","BNF0702131638ES","Picea engelmannii","Picea engelmannii",27.6,10.3
"697","BNF0702131638ES","Picea engelmannii","Picea engelmannii",41.5,9.5
"698","BNF0702131638ES","Picea engelmannii","Picea engelmannii",24.1,14.4
"699","BNF0702131638ES","Picea engelmannii","Picea engelmannii",17,4.6
"700","BNF0702131638ES","Picea engelmannii","Picea engelmannii",13.9,4.1
"701","BNF0702131638ES","Picea engelmannii","Picea engelmannii",14,4.5
"702","BNF0702131638ES","Picea engelmannii","Picea engelmannii",9.5,2
"703","BNF0702131702DF","Pseudotsuga menziesii","Pseudotsuga menziesii",31,10.8
"704","BNF0702131702DF","Pseudotsuga menziesii","Picea engelmannii",10.8,8.6
"705","BNF0702131702DF","Pseudotsuga menziesii","Picea engelmannii",17.9,9
"706","BNF0702131702DF","Pseudotsuga menziesii","Picea engelmannii",26.9,11.8
"707","BNF0702131702DF","Pseudotsuga menziesii","Picea engelmannii",37.4,14.7
"708","BNF0702131702DF","Pseudotsuga menziesii","Picea engelmannii",24,8.7
"709","BNF0702131702DF","Pseudotsuga menziesii","Pseudotsuga menziesii",11.8,7.3
"710","BNF0702131702DF","Pseudotsuga menziesii","Pinus flexilis",47.5,14.3
"711","BNF0702131702DF","Pseudotsuga menziesii","Abies lasiocarpa",15.7,13.2
"712","BNF0702131702DF","Pseudotsuga menziesii","Picea engelmannii",18,12.6
"713","BNF0702131702DF","Pseudotsuga menziesii","Abies lasiocarpa",16.5,8.7
"714","BNF0702131702DF","Pseudotsuga menziesii","Abies lasiocarpa",13,11.8
"715","BNF0702131702DF","Pseudotsuga menziesii","Pseudotsuga menziesii",47,15
"716","BNF0702131702DF","Pseudotsuga menziesii","Abies lasiocarpa",10.3,8.9
"717","BNF0702131702DF","Pseudotsuga menziesii","Pseudotsuga menziesii",41.3,7.1
"718","BNF0702131702DF","Pseudotsuga menziesii","Abies lasiocarpa",14,8.7
"719","BNF0702131702DF","Pseudotsuga menziesii","Pseudotsuga menziesii",11.7,10.8
"720","BNF0702131702DF","Pseudotsuga menziesii","Pseudotsuga menziesii",12.6,12.5
"721","BNF0702131702DF","Pseudotsuga menziesii","Abies lasiocarpa",17.9,11.8
"722","BNF0702131702DF","Pseudotsuga menziesii","Pseudotsuga menziesii",31,9.4
