,Q03,Q21,Q24,Q27,Q28,Q29,Q30,Q32,Q34,Q67,Q74,Q79,Q36,Q38,Q40,Q42,Q44,Q48,Q49
1894,0.827868723,0.997890046,1.046792404,0.837531177,0.887534032,0.881971056,0.910783981,1.001364417,0.673698881,0.725587669,0.560937886,0.861218773,NA,0.943328443,0.856002837,0.82650365,0.753789051,NA,0.942300845
1893,0.985000695,0.925803857,1.04489504,1.131657818,0.916489167,1.074937982,0.580323871,1.040773205,0.911923247,0.780790974,0.816413651,0.686913114,NA,1.037544863,0.811825448,1.009900648,0.872267536,NA,0.770615246
1892,1.08548859,1.144941874,0.983276296,1.280526876,1.280554519,1.231609939,0.808182036,1.032314703,1.26274237,0.837593113,1.02622301,1.076898207,NA,1.194552202,0.927121303,1.386255772,0.952493231,NA,1.3024482
1891,1.038377531,1.11347182,1.076320896,1.208140327,1.202850675,1.086825797,1.314681958,1.112367229,1.296164453,0.912669918,0.812950098,1.203911109,NA,1.141584376,1.199783815,1.096348955,0.619489956,NA,1.10428989
1890,1.300814365,1.130404756,1.210534801,1.232485521,1.484081602,1.313304543,1.098457426,1.358678177,1.402653754,1.120050531,1.320705213,1.207654576,NA,1.260575176,1.088943998,0.99661997,1.143167366,NA,1.002997129
1889,1.414570007,1.174806992,0.964229394,0.786976003,1.406411358,1.874919305,1.284734797,0.860868678,1.508492907,1.382911862,1.486031318,1.29449676,NA,1.140662142,1.116635069,1.22915658,1.393485787,NA,1.350538074
1888,0.925973214,0.896833388,1.218820829,0.647159458,0.654847902,1.122838362,1.001645061,0.783346345,1.058951168,1.065376823,0.849909344,1.104580154,NA,1.079850365,1.133078308,1.261190781,0.792305299,NA,1.013284535
1887,0.990346379,0.774994812,0.922826156,0.916610869,0.881044125,0.367300037,0.944947257,0.914529139,0.833793913,0.925736203,0.713888954,0.777111998,NA,1.059167636,0.776587793,0.663041615,0.39950347,NA,0.528584059
1886,1.117900449,0.955768369,1.217852855,1.154192273,1.208145668,0.999114798,1.378163562,1.036207193,0.963030183,1.361608593,1.2525577,1.297156951,NA,1.149390682,1.284183754,1.268627826,1.160605873,NA,1.198087764
1885,0.719541789,0.995542182,0.880872318,0.855861491,0.912901121,0.794420061,1.17342489,0.919814513,1.234235758,0.855148065,1.054092326,1.050056704,NA,1.275863023,1.134094755,0.871996354,0.856909687,NA,1.083496645
1884,1.15463133,0.805802526,0.894037123,0.805753261,0.702287837,0.849065375,0.900486299,0.722969813,0.984567551,0.945761341,0.886144107,0.928227877,NA,0.7533169,0.673958007,0.78283528,1.366286227,NA,1.052426326
1883,1.109944484,0.733850447,1.052260235,1.225213602,1.160869338,0.970359081,0.801818767,0.947991804,0.738663721,0.992100829,1.436187374,0.965394198,NA,0.839593669,1.018712738,0.979428233,1.207691752,NA,0.921663562
1882,0.568001099,0.876388286,0.78538931,0.921053352,0.718777024,0.714862486,0.756994314,1.031403383,0.935295128,0.861200922,0.427101208,1.188014396,NA,0.550470128,0.653052141,0.712638983,0.858623021,NA,0.59551374
1881,1.111656938,1.280783936,1.176040348,1.086881873,1.144349139,1.045760792,1.15718564,1.050101617,1.041178046,0.886395791,0.97923126,0.896434785,NA,0.933830953,1.384104188,1.160557789,1.326648115,NA,1.107799775
1880,0.847985959,0.525285162,0.321433137,0.738516506,0.658051467,0.732236266,0.587018021,1.02293126,0.89447804,1.021388635,0.66703328,0.486736364,NA,0.625778955,0.419809547,0.575734782,0.849523305,NA,0.729251159
