"","years","Tag","Ring_width(mm)","Lat","Long","speciesfull","species"
"2548",2007,"312C73",3.18,38.8,-106.3,"Populus tremuloides","POTR"
"2549",2007,"312M41",1.99,48.3,-113.4,"Populus tremuloides","POTR"
"2550",2007,"312W51",2.29,42.7,-108.9,"Populus tremuloides","POTR"
"2551",2007,"313C152",2.5,40.4,-106.1,"Populus tremuloides","POTR"
"2552",2007,"313C92",3.18,38.8,-106.4,"Populus tremuloides","POTR"
"2553",2007,"313M64",2.91,46.7,-114.5,"Populus tremuloides","POTR"
"2554",2007,"314C131",1.95,40.3,-106.1,"Populus tremuloides","POTR"
"2555",2007,"314C161",1.55,40.6,-105.5,"Populus tremuloides","POTR"
"2556",2007,"314C72",1.86,38.8,-106.3,"Populus tremuloides","POTR"
"2557",2007,"314M61",1.74,46.7,-114.5,"Populus tremuloides","POTR"
"2558",2007,"314W31",1.78,42.7,-108.9,"Populus tremuloides","POTR"
"2559",2007,"315M23",2.6,46.8,-110.7,"Populus tremuloides","POTR"
"2560",2007,"315W5A3",2.29,42.6,-108.8,"Populus tremuloides","POTR"
"2561",2008,"11C103",2.53,39.4,-106.3,"Populus tremuloides","POTR"
"2562",2008,"11C123",2.68,39.5,-106.4,"Populus tremuloides","POTR"
"2563",2008,"11C135",1.82,40.3,-106.1,"Populus tremuloides","POTR"
"2564",2008,"11C142",2.22,40.4,-106.1,"Populus tremuloides","POTR"
"2565",2008,"11C34",1.91,37.6,-105.2,"Populus tremuloides","POTR"
"2566",2008,"11C55",2.75,38.5,-105.4,"Populus tremuloides","POTR"
"2567",2008,"11M45",1.81,48.3,-113.4,"Populus tremuloides","POTR"
"2568",2008,"11M52",1.99,48.3,-113.4,"Populus tremuloides","POTR"
"2569",2008,"11M73",1.85,45.7,-114,"Populus tremuloides","POTR"
"2570",2008,"11M84",2.24,45.7,-114,"Populus tremuloides","POTR"
"2571",2008,"12C22",1.44,40.6,-105.5,"Populus tremuloides","POTR"
"2572",2008,"12C73",2.54,38.8,-106.3,"Populus tremuloides","POTR"
"2573",2008,"12W51",1.04,42.7,-108.9,"Populus tremuloides","POTR"
"2574",2008,"13C154",1.97,40.4,-106.1,"Populus tremuloides","POTR"
"2575",2008,"14M91",2.4,45.7,-113.9,"Populus tremuloides","POTR"
"2576",2008,"15C165",1.97,40.6,-105.5,"Populus tremuloides","POTR"
"2577",2008,"15C34",1.59,37.6,-105.2,"Populus tremuloides","POTR"
"2578",2008,"15M113",2.48,44.8,-111.2,"Populus tremuloides","POTR"
"2579",2008,"15M73",1.84,45.7,-114,"Populus tremuloides","POTR"
"2580",2008,"16M62",1.29,46.7,-114.5,"Populus tremuloides","POTR"
"2581",2008,"17W44",1.44,41.7,-108.9,"Populus tremuloides","POTR"
"2582",2008,"18C101",2.41,39.4,-106.3,"Populus tremuloides","POTR"
"2583",2008,"18C153",3.26,40.4,-106.1,"Populus tremuloides","POTR"
"2584",2008,"18M11",1.86,46.8,-110.8,"Populus tremuloides","POTR"
"2585",2008,"18M122",2.84,44.9,-111.4,"Populus tremuloides","POTR"
"2586",2008,"19C11",2.37,40.6,-105.4,"Populus tremuloides","POTR"
"2587",2008,"19C111",2.37,39.4,-106.3,"Populus tremuloides","POTR"
"2588",2008,"19C74",1.4,38.8,-106.3,"Populus tremuloides","POTR"
"2589",2008,"110M55",2.22,48.3,-113.4,"Populus tremuloides","POTR"
"2590",2008,"110C22",1.96,40.6,-105.5,"Populus tremuloides","POTR"
"2591",2008,"110M91",2.69,45.7,-113.9,"Populus tremuloides","POTR"
"2592",2008,"111M14",2.18,46.8,-110.8,"Populus tremuloides","POTR"
"2593",2008,"111M23",2.58,46.8,-110.7,"Populus tremuloides","POTR"
"2594",2008,"111M34",3.24,47,-110.8,"Populus tremuloides","POTR"
"2595",2008,"112C115",2.25,39.4,-106.3,"Populus tremuloides","POTR"
"2596",2008,"112C92",1.8,38.8,-106.4,"Populus tremuloides","POTR"
"2597",2008,"112M121",2.61,44.9,-111.4,"Populus tremuloides","POTR"
"2598",2008,"112M85",2.22,45.7,-114,"Populus tremuloides","POTR"
"2599",2008,"113C65",2.63,38.5,-106.3,"Populus tremuloides","POTR"
"2600",2008,"113M43",3.71,48.3,-113.4,"Populus tremuloides","POTR"
"2601",2008,"114C83",2.88,38.8,-106.4,"Populus tremuloides","POTR"
"2602",2008,"114M115",1.32,44.8,-111.2,"Populus tremuloides","POTR"
"2603",2008,"115C62",2.41,38.5,-106.3,"Populus tremuloides","POTR"
"2604",2008,"115C84",2.32,38.8,-106.4,"Populus tremuloides","POTR"
"2605",2008,"115W23",2.86,44.8,-107.5,"Populus tremuloides","POTR"
"2606",2008,"116W25",0.71,44.8,-107.5,"Populus tremuloides","POTR"
"2607",2008,"21C165",2.2,40.6,-105.5,"Populus tremuloides","POTR"
"2608",2008,"21M74",1.76,45.7,-114,"Populus tremuloides","POTR"
"2609",2008,"21W51",1.91,42.7,-108.9,"Populus tremuloides","POTR"
"2610",2008,"22C43",1.5,38.4,-105.4,"Populus tremuloides","POTR"
"2611",2008,"22M101",2.46,45.4,-111.2,"Populus tremuloides","POTR"
"2612",2008,"22W43",1.49,41.7,-108.9,"Populus tremuloides","POTR"
"2613",2008,"23C153",2.06,40.4,-106.1,"Populus tremuloides","POTR"
"2614",2008,"23M24",2.31,46.8,-110.7,"Populus tremuloides","POTR"
"2615",2008,"23M53",1.88,48.3,-113.4,"Populus tremuloides","POTR"
"2616",2008,"23M75",2.88,45.7,-114,"Populus tremuloides","POTR"
"2617",2008,"23W33",2.46,42.7,-108.9,"Populus tremuloides","POTR"
"2618",2008,"24C15",1.8,40.6,-105.4,"Populus tremuloides","POTR"
"2619",2008,"24C103",1.68,39.4,-106.3,"Populus tremuloides","POTR"
"2620",2008,"24C55",3.31,38.5,-105.4,"Populus tremuloides","POTR"
"2621",2008,"24M105",1.8,45.4,-111.2,"Populus tremuloides","POTR"
"2622",2008,"24M123",2.31,44.9,-111.4,"Populus tremuloides","POTR"
"2623",2008,"24M31",2.37,47,-110.8,"Populus tremuloides","POTR"
"2624",2008,"24M51",2.72,48.3,-113.4,"Populus tremuloides","POTR"
"2625",2008,"24M91",2.63,45.7,-113.9,"Populus tremuloides","POTR"
"2626",2008,"24M92",3.2,45.7,-113.9,"Populus tremuloides","POTR"
"2627",2008,"25C12",1.59,40.6,-105.4,"Populus tremuloides","POTR"
"2628",2008,"25C113",1.65,39.4,-106.3,"Populus tremuloides","POTR"
"2629",2008,"25C83",1.38,38.8,-106.4,"Populus tremuloides","POTR"
"2630",2008,"26C123",2.5,39.5,-106.4,"Populus tremuloides","POTR"
"2631",2008,"26C23",1.71,40.6,-105.5,"Populus tremuloides","POTR"
"2632",2008,"27C42",2.35,38.4,-105.4,"Populus tremuloides","POTR"
"2633",2008,"27M11",2.6,46.8,-110.8,"Populus tremuloides","POTR"
"2634",2008,"27M33",2.06,47,-110.8,"Populus tremuloides","POTR"
"2635",2008,"27W44",1.76,41.7,-108.9,"Populus tremuloides","POTR"
"2636",2008,"28C145",1.48,40.4,-106.1,"Populus tremuloides","POTR"
"2637",2008,"28M64",2.27,46.7,-114.5,"Populus tremuloides","POTR"
"2638",2008,"28M92",2.8,45.7,-113.9,"Populus tremuloides","POTR"
"2639",2008,"28W11",0.3,44.8,-107.4,"Populus tremuloides","POTR"
"2640",2008,"28W25",1.38,44.8,-107.5,"Populus tremuloides","POTR"
"2641",2008,"29M34",2.35,47,-110.8,"Populus tremuloides","POTR"
"2642",2008,"210C23",1.44,40.6,-105.5,"Populus tremuloides","POTR"
"2643",2008,"211C125",1.75,39.5,-106.4,"Populus tremuloides","POTR"
"2644",2008,"211C154",2.77,40.4,-106.1,"Populus tremuloides","POTR"
"2645",2008,"211W5A2",1.53,42.6,-108.8,"Populus tremuloides","POTR"
"2646",2008,"212C92",1.72,38.8,-106.4,"Populus tremuloides","POTR"
"2647",2008,"212M14",2.31,46.8,-110.8,"Populus tremuloides","POTR"
"2648",2008,"213C112",1.84,39.4,-106.3,"Populus tremuloides","POTR"
"2649",2008,"213M44",2.92,48.3,-113.4,"Populus tremuloides","POTR"
"2650",2008,"213M84",1.38,45.7,-114,"Populus tremuloides","POTR"
"2651",2008,"213W34",2.39,42.7,-108.9,"Populus tremuloides","POTR"
"2652",2008,"215C103",1.72,39.4,-106.3,"Populus tremuloides","POTR"
"2653",2008,"215C134",3.49,40.3,-106.1,"Populus tremuloides","POTR"
"2654",2008,"215C54",2.01,38.5,-105.4,"Populus tremuloides","POTR"
"2655",2008,"215M31",1.63,47,-110.8,"Populus tremuloides","POTR"
"2656",2008,"215M62",3.66,46.7,-114.5,"Populus tremuloides","POTR"
"2657",2008,"215W11",1.61,44.8,-107.4,"Populus tremuloides","POTR"
"2658",2008,"216C112",1.89,39.4,-106.3,"Populus tremuloides","POTR"
"2659",2008,"216C131",1.88,40.3,-106.1,"Populus tremuloides","POTR"
"2660",2008,"216C84",2.1,38.8,-106.4,"Populus tremuloides","POTR"
"2661",2008,"216M112",2.14,44.8,-111.2,"Populus tremuloides","POTR"
"2662",2008,"216M24",1.93,46.8,-110.7,"Populus tremuloides","POTR"
"2663",2008,"216M41",2.06,48.3,-113.4,"Populus tremuloides","POTR"
"2664",2008,"216M82",2.58,45.7,-114,"Populus tremuloides","POTR"
"2665",2008,"31C92",1.89,38.8,-106.4,"Populus tremuloides","POTR"
"2666",2008,"32C11",2.17,40.6,-105.4,"Populus tremuloides","POTR"
"2667",2008,"32C143",2.39,40.4,-106.1,"Populus tremuloides","POTR"
"2668",2008,"32C22",1.17,40.6,-105.5,"Populus tremuloides","POTR"
"2669",2008,"32W45",2.35,41.7,-108.9,"Populus tremuloides","POTR"
"2670",2008,"33M111",1.65,44.8,-111.2,"Populus tremuloides","POTR"
"2671",2008,"34C145",1.61,40.4,-106.1,"Populus tremuloides","POTR"
"2672",2008,"34C151",2.1,40.4,-106.1,"Populus tremuloides","POTR"
"2673",2008,"34M83",2.35,45.7,-114,"Populus tremuloides","POTR"
"2674",2008,"35C111",1.84,39.4,-106.3,"Populus tremuloides","POTR"
"2675",2008,"35C42",2.63,38.4,-105.4,"Populus tremuloides","POTR"
"2676",2008,"35C81",1.91,38.8,-106.4,"Populus tremuloides","POTR"
"2677",2008,"35M12",1.97,46.8,-110.8,"Populus tremuloides","POTR"
"2678",2008,"35M22",2.1,46.8,-110.7,"Populus tremuloides","POTR"
"2679",2008,"35M45",2.48,48.3,-113.4,"Populus tremuloides","POTR"
"2680",2008,"35W42",2.22,41.7,-108.9,"Populus tremuloides","POTR"
"2681",2008,"36M12",1.29,46.8,-110.8,"Populus tremuloides","POTR"
"2682",2008,"36M105",2.2,45.4,-111.2,"Populus tremuloides","POTR"
"2683",2008,"36M22",1.71,46.8,-110.7,"Populus tremuloides","POTR"
"2684",2008,"36M52",2.64,48.3,-113.4,"Populus tremuloides","POTR"
"2685",2008,"36M71",1.99,45.7,-114,"Populus tremuloides","POTR"
"2686",2008,"36M73",2.13,45.7,-114,"Populus tremuloides","POTR"
"2687",2008,"36W5A1",1.63,42.6,-108.8,"Populus tremuloides","POTR"
"2688",2008,"37C113",1.95,39.4,-106.3,"Populus tremuloides","POTR"
"2689",2008,"38C25",1.69,40.6,-105.5,"Populus tremuloides","POTR"
"2690",2008,"38C43",2.53,38.4,-105.4,"Populus tremuloides","POTR"
"2691",2008,"38M115",1.99,44.8,-111.2,"Populus tremuloides","POTR"
"2692",2008,"38M75",2.56,45.7,-114,"Populus tremuloides","POTR"
"2693",2008,"39C34",1.49,37.6,-105.2,"Populus tremuloides","POTR"
"2694",2008,"39M122",3.13,44.9,-111.4,"Populus tremuloides","POTR"
"2695",2008,"39M31",2.12,47,-110.8,"Populus tremuloides","POTR"
"2696",2008,"39M91",1.44,45.7,-113.9,"Populus tremuloides","POTR"
"2697",2008,"310C122",2.33,39.5,-106.4,"Populus tremuloides","POTR"
"2698",2008,"310C32",1.82,37.6,-105.2,"Populus tremuloides","POTR"
"2699",2008,"310W31",1.65,42.7,-108.9,"Populus tremuloides","POTR"
"2700",2008,"311C123",1.48,39.5,-106.4,"Populus tremuloides","POTR"
"2701",2008,"311C134",3.05,40.3,-106.1,"Populus tremuloides","POTR"
"2702",2008,"311C83",1.93,38.8,-106.4,"Populus tremuloides","POTR"
"2703",2008,"311W41",1.94,41.7,-108.9,"Populus tremuloides","POTR"
"2704",2008,"31212W21",1.82,44.8,-107.5,"Populus tremuloides","POTR"
"2705",2008,"3123W21",2.03,44.8,-107.5,"Populus tremuloides","POTR"
"2706",2008,"312C103",2.1,39.4,-106.3,"Populus tremuloides","POTR"
"2707",2008,"312C63",1.78,38.5,-106.3,"Populus tremuloides","POTR"
"2708",2008,"312C73",2.92,38.8,-106.3,"Populus tremuloides","POTR"
"2709",2008,"312M41",2.43,48.3,-113.4,"Populus tremuloides","POTR"
"2710",2008,"312W51",2.42,42.7,-108.9,"Populus tremuloides","POTR"
"2711",2008,"313C152",2.69,40.4,-106.1,"Populus tremuloides","POTR"
"2712",2008,"313C92",3.19,38.8,-106.4,"Populus tremuloides","POTR"
"2713",2008,"313M64",2.79,46.7,-114.5,"Populus tremuloides","POTR"
"2714",2008,"314C131",1.89,40.3,-106.1,"Populus tremuloides","POTR"
"2715",2008,"314C161",1.27,40.6,-105.5,"Populus tremuloides","POTR"
"2716",2008,"314C72",1.84,38.8,-106.3,"Populus tremuloides","POTR"
"2717",2008,"314M61",2.6,46.7,-114.5,"Populus tremuloides","POTR"
"2718",2008,"314W31",1.55,42.7,-108.9,"Populus tremuloides","POTR"
"2719",2008,"315M23",2.26,46.8,-110.7,"Populus tremuloides","POTR"
"2720",2008,"315W5A3",2.14,42.6,-108.8,"Populus tremuloides","POTR"
"2721",2009,"11C103",2.63,39.4,-106.3,"Populus tremuloides","POTR"
"2722",2009,"11C123",2.33,39.5,-106.4,"Populus tremuloides","POTR"
"2723",2009,"11C135",1.78,40.3,-106.1,"Populus tremuloides","POTR"
"2724",2009,"11C142",2.24,40.4,-106.1,"Populus tremuloides","POTR"
"2725",2009,"11C34",2.23,37.6,-105.2,"Populus tremuloides","POTR"
"2726",2009,"11C55",3.67,38.5,-105.4,"Populus tremuloides","POTR"
"2727",2009,"11M45",4.3,48.3,-113.4,"Populus tremuloides","POTR"
"2728",2009,"11M52",2.24,48.3,-113.4,"Populus tremuloides","POTR"
"2729",2009,"11M73",2.36,45.7,-114,"Populus tremuloides","POTR"
"2730",2009,"11M84",1.84,45.7,-114,"Populus tremuloides","POTR"
"2731",2009,"12C22",3.3,40.6,-105.5,"Populus tremuloides","POTR"
"2732",2009,"12C73",2.6,38.8,-106.3,"Populus tremuloides","POTR"
"2733",2009,"12W51",1.14,42.7,-108.9,"Populus tremuloides","POTR"
"2734",2009,"13C154",1.84,40.4,-106.1,"Populus tremuloides","POTR"
"2735",2009,"14M91",2.01,45.7,-113.9,"Populus tremuloides","POTR"
"2736",2009,"15C165",2.01,40.6,-105.5,"Populus tremuloides","POTR"
"2737",2009,"15C34",1.8,37.6,-105.2,"Populus tremuloides","POTR"
"2738",2009,"15M113",2.67,44.8,-111.2,"Populus tremuloides","POTR"
"2739",2009,"15M73",1.86,45.7,-114,"Populus tremuloides","POTR"
"2740",2009,"16M62",2.18,46.7,-114.5,"Populus tremuloides","POTR"
"2741",2009,"17W44",1.61,41.7,-108.9,"Populus tremuloides","POTR"
"2742",2009,"18C101",2.82,39.4,-106.3,"Populus tremuloides","POTR"
"2743",2009,"18C153",3,40.4,-106.1,"Populus tremuloides","POTR"
"2744",2009,"18M11",2.16,46.8,-110.8,"Populus tremuloides","POTR"
"2745",2009,"18M122",3.54,44.9,-111.4,"Populus tremuloides","POTR"
"2746",2009,"19C11",2.41,40.6,-105.4,"Populus tremuloides","POTR"
"2747",2009,"19C111",2.41,39.4,-106.3,"Populus tremuloides","POTR"
"2748",2009,"19C74",2.6,38.8,-106.3,"Populus tremuloides","POTR"
"2749",2009,"110M55",2.16,48.3,-113.4,"Populus tremuloides","POTR"
"2750",2009,"110C22",1.94,40.6,-105.5,"Populus tremuloides","POTR"
"2751",2009,"110M91",3.2,45.7,-113.9,"Populus tremuloides","POTR"
"2752",2009,"111M14",2.41,46.8,-110.8,"Populus tremuloides","POTR"
"2753",2009,"111M23",2.98,46.8,-110.7,"Populus tremuloides","POTR"
"2754",2009,"111M34",3.66,47,-110.8,"Populus tremuloides","POTR"
"2755",2009,"112C115",2.86,39.4,-106.3,"Populus tremuloides","POTR"
"2756",2009,"112C92",1.84,38.8,-106.4,"Populus tremuloides","POTR"
"2757",2009,"112M121",2.18,44.9,-111.4,"Populus tremuloides","POTR"
"2758",2009,"112M85",1.86,45.7,-114,"Populus tremuloides","POTR"
"2759",2009,"113C65",1.21,38.5,-106.3,"Populus tremuloides","POTR"
"2760",2009,"113M43",3.71,48.3,-113.4,"Populus tremuloides","POTR"
"2761",2009,"114C83",3.13,38.8,-106.4,"Populus tremuloides","POTR"
"2762",2009,"114M115",1.34,44.8,-111.2,"Populus tremuloides","POTR"
"2763",2009,"115C62",2.67,38.5,-106.3,"Populus tremuloides","POTR"
"2764",2009,"115C84",2.64,38.8,-106.4,"Populus tremuloides","POTR"
"2765",2009,"115W23",2.71,44.8,-107.5,"Populus tremuloides","POTR"
"2766",2009,"116W25",0.92,44.8,-107.5,"Populus tremuloides","POTR"
"2767",2009,"21C165",2.46,40.6,-105.5,"Populus tremuloides","POTR"
"2768",2009,"21M74",1.46,45.7,-114,"Populus tremuloides","POTR"
"2769",2009,"21W51",2.56,42.7,-108.9,"Populus tremuloides","POTR"
"2770",2009,"22C43",2.01,38.4,-105.4,"Populus tremuloides","POTR"
"2771",2009,"22M101",2.79,45.4,-111.2,"Populus tremuloides","POTR"
"2772",2009,"22W43",1.7,41.7,-108.9,"Populus tremuloides","POTR"
"2773",2009,"23C153",2.94,40.4,-106.1,"Populus tremuloides","POTR"
"2774",2009,"23M24",1.97,46.8,-110.7,"Populus tremuloides","POTR"
"2775",2009,"23M53",2.31,48.3,-113.4,"Populus tremuloides","POTR"
"2776",2009,"23M75",3.86,45.7,-114,"Populus tremuloides","POTR"
"2777",2009,"23W33",2.01,42.7,-108.9,"Populus tremuloides","POTR"
"2778",2009,"24C15",2.54,40.6,-105.4,"Populus tremuloides","POTR"
"2779",2009,"24C103",1.65,39.4,-106.3,"Populus tremuloides","POTR"
"2780",2009,"24C55",3.65,38.5,-105.4,"Populus tremuloides","POTR"
"2781",2009,"24M105",2.67,45.4,-111.2,"Populus tremuloides","POTR"
"2782",2009,"24M123",2.52,44.9,-111.4,"Populus tremuloides","POTR"
"2783",2009,"24M31",2.71,47,-110.8,"Populus tremuloides","POTR"
"2784",2009,"24M51",2.74,48.3,-113.4,"Populus tremuloides","POTR"
"2785",2009,"24M91",2.69,45.7,-113.9,"Populus tremuloides","POTR"
"2786",2009,"24M92",2.92,45.7,-113.9,"Populus tremuloides","POTR"
"2787",2009,"25C12",1.72,40.6,-105.4,"Populus tremuloides","POTR"
"2788",2009,"25C113",1.59,39.4,-106.3,"Populus tremuloides","POTR"
"2789",2009,"25C83",1.02,38.8,-106.4,"Populus tremuloides","POTR"
"2790",2009,"26C123",2.93,39.5,-106.4,"Populus tremuloides","POTR"
"2791",2009,"26C23",1.84,40.6,-105.5,"Populus tremuloides","POTR"
"2792",2009,"27C42",2.31,38.4,-105.4,"Populus tremuloides","POTR"
"2793",2009,"27M11",2.07,46.8,-110.8,"Populus tremuloides","POTR"
"2794",2009,"27M33",2.65,47,-110.8,"Populus tremuloides","POTR"
"2795",2009,"27W44",1.82,41.7,-108.9,"Populus tremuloides","POTR"
"2796",2009,"28C145",2.03,40.4,-106.1,"Populus tremuloides","POTR"
"2797",2009,"28M64",2.41,46.7,-114.5,"Populus tremuloides","POTR"
"2798",2009,"28M92",3.29,45.7,-113.9,"Populus tremuloides","POTR"
"2799",2009,"28W11",2,44.8,-107.4,"Populus tremuloides","POTR"
"2800",2009,"28W25",1.14,44.8,-107.5,"Populus tremuloides","POTR"
"2801",2009,"29M34",1.02,47,-110.8,"Populus tremuloides","POTR"
"2802",2009,"210C23",1.4,40.6,-105.5,"Populus tremuloides","POTR"
"2803",2009,"211C125",2.22,39.5,-106.4,"Populus tremuloides","POTR"
"2804",2009,"211C154",1.88,40.4,-106.1,"Populus tremuloides","POTR"
"2805",2009,"211W5A2",1.29,42.6,-108.8,"Populus tremuloides","POTR"
"2806",2009,"212C92",2.1,38.8,-106.4,"Populus tremuloides","POTR"
"2807",2009,"212M14",1.91,46.8,-110.8,"Populus tremuloides","POTR"
"2808",2009,"213C112",2.05,39.4,-106.3,"Populus tremuloides","POTR"
"2809",2009,"213M44",2.52,48.3,-113.4,"Populus tremuloides","POTR"
"2810",2009,"213M84",1.44,45.7,-114,"Populus tremuloides","POTR"
"2811",2009,"213W34",2.01,42.7,-108.9,"Populus tremuloides","POTR"
"2812",2009,"215C103",1.4,39.4,-106.3,"Populus tremuloides","POTR"
"2813",2009,"215C134",3.81,40.3,-106.1,"Populus tremuloides","POTR"
"2814",2009,"215C54",2.32,38.5,-105.4,"Populus tremuloides","POTR"
"2815",2009,"215M31",2.07,47,-110.8,"Populus tremuloides","POTR"
"2816",2009,"215M62",3.07,46.7,-114.5,"Populus tremuloides","POTR"
"2817",2009,"215W11",1.52,44.8,-107.4,"Populus tremuloides","POTR"
"2818",2009,"216C112",2.22,39.4,-106.3,"Populus tremuloides","POTR"
"2819",2009,"216C131",2.53,40.3,-106.1,"Populus tremuloides","POTR"
"2820",2009,"216C84",2.5,38.8,-106.4,"Populus tremuloides","POTR"
"2821",2009,"216M112",1.91,44.8,-111.2,"Populus tremuloides","POTR"
"2822",2009,"216M24",2.2,46.8,-110.7,"Populus tremuloides","POTR"
"2823",2009,"216M41",1.8,48.3,-113.4,"Populus tremuloides","POTR"
"2824",2009,"216M82",2.84,45.7,-114,"Populus tremuloides","POTR"
"2825",2009,"31C92",2.06,38.8,-106.4,"Populus tremuloides","POTR"
"2826",2009,"32C11",2.03,40.6,-105.4,"Populus tremuloides","POTR"
"2827",2009,"32C143",2.48,40.4,-106.1,"Populus tremuloides","POTR"
"2828",2009,"32C22",1.46,40.6,-105.5,"Populus tremuloides","POTR"
"2829",2009,"32W45",2.67,41.7,-108.9,"Populus tremuloides","POTR"
"2830",2009,"33M111",2.12,44.8,-111.2,"Populus tremuloides","POTR"
"2831",2009,"34C145",1.74,40.4,-106.1,"Populus tremuloides","POTR"
"2832",2009,"34C151",2.63,40.4,-106.1,"Populus tremuloides","POTR"
"2833",2009,"34M83",2.43,45.7,-114,"Populus tremuloides","POTR"
"2834",2009,"35C111",1.44,39.4,-106.3,"Populus tremuloides","POTR"
"2835",2009,"35C42",2.77,38.4,-105.4,"Populus tremuloides","POTR"
"2836",2009,"35C81",1.52,38.8,-106.4,"Populus tremuloides","POTR"
"2837",2009,"35M12",2.56,46.8,-110.8,"Populus tremuloides","POTR"
"2838",2009,"35M22",3.03,46.8,-110.7,"Populus tremuloides","POTR"
"2839",2009,"35M45",3.47,48.3,-113.4,"Populus tremuloides","POTR"
"2840",2009,"35W42",2.67,41.7,-108.9,"Populus tremuloides","POTR"
"2841",2009,"36M12",1.44,46.8,-110.8,"Populus tremuloides","POTR"
"2842",2009,"36M105",2.01,45.4,-111.2,"Populus tremuloides","POTR"
"2843",2009,"36M22",1.72,46.8,-110.7,"Populus tremuloides","POTR"
"2844",2009,"36M52",3.6,48.3,-113.4,"Populus tremuloides","POTR"
"2845",2009,"36M71",2.1,45.7,-114,"Populus tremuloides","POTR"
"2846",2009,"36M73",1.87,45.7,-114,"Populus tremuloides","POTR"
"2847",2009,"36W5A1",1.62,42.6,-108.8,"Populus tremuloides","POTR"
"2848",2009,"37C113",2.08,39.4,-106.3,"Populus tremuloides","POTR"
"2849",2009,"38C25",2.05,40.6,-105.5,"Populus tremuloides","POTR"
"2850",2009,"38C43",2.63,38.4,-105.4,"Populus tremuloides","POTR"
"2851",2009,"38M115",2.27,44.8,-111.2,"Populus tremuloides","POTR"
"2852",2009,"38M75",3.49,45.7,-114,"Populus tremuloides","POTR"
"2853",2009,"39C34",2.1,37.6,-105.2,"Populus tremuloides","POTR"
"2854",2009,"39M122",2.35,44.9,-111.4,"Populus tremuloides","POTR"
"2855",2009,"39M31",2.62,47,-110.8,"Populus tremuloides","POTR"
"2856",2009,"39M91",1.5,45.7,-113.9,"Populus tremuloides","POTR"
"2857",2009,"310C122",2.9,39.5,-106.4,"Populus tremuloides","POTR"
"2858",2009,"310C32",1.82,37.6,-105.2,"Populus tremuloides","POTR"
"2859",2009,"310W31",2.26,42.7,-108.9,"Populus tremuloides","POTR"
"2860",2009,"311C123",1.78,39.5,-106.4,"Populus tremuloides","POTR"
"2861",2009,"311C134",3.92,40.3,-106.1,"Populus tremuloides","POTR"
"2862",2009,"311C83",2.54,38.8,-106.4,"Populus tremuloides","POTR"
"2863",2009,"311W41",2.13,41.7,-108.9,"Populus tremuloides","POTR"
"2864",2009,"31212W21",2.31,44.8,-107.5,"Populus tremuloides","POTR"
"2865",2009,"3123W21",1.88,44.8,-107.5,"Populus tremuloides","POTR"
"2866",2009,"312C103",2.39,39.4,-106.3,"Populus tremuloides","POTR"
"2867",2009,"312C63",1.99,38.5,-106.3,"Populus tremuloides","POTR"
"2868",2009,"312C73",3.07,38.8,-106.3,"Populus tremuloides","POTR"
"2869",2009,"312M41",2.69,48.3,-113.4,"Populus tremuloides","POTR"
"2870",2009,"312W51",2.35,42.7,-108.9,"Populus tremuloides","POTR"
"2871",2009,"313C152",2.29,40.4,-106.1,"Populus tremuloides","POTR"
"2872",2009,"313C92",2.95,38.8,-106.4,"Populus tremuloides","POTR"
"2873",2009,"313M64",3.21,46.7,-114.5,"Populus tremuloides","POTR"
"2874",2009,"314C131",1.91,40.3,-106.1,"Populus tremuloides","POTR"
"2875",2009,"314C161",1.4,40.6,-105.5,"Populus tremuloides","POTR"
"2876",2009,"314C72",2.61,38.8,-106.3,"Populus tremuloides","POTR"
"2877",2009,"314M61",2.69,46.7,-114.5,"Populus tremuloides","POTR"
"2878",2009,"314W31",1.91,42.7,-108.9,"Populus tremuloides","POTR"
"2879",2009,"315M23",2.1,46.8,-110.7,"Populus tremuloides","POTR"
"2880",2009,"315W5A3",1.95,42.6,-108.8,"Populus tremuloides","POTR"
"2881",2010,"11C103",1.89,39.4,-106.3,"Populus tremuloides","POTR"
"2882",2010,"11C123",1.93,39.5,-106.4,"Populus tremuloides","POTR"
"2883",2010,"11C135",1.31,40.3,-106.1,"Populus tremuloides","POTR"
"2884",2010,"11C142",1.93,40.4,-106.1,"Populus tremuloides","POTR"
"2885",2010,"11C34",1.68,37.6,-105.2,"Populus tremuloides","POTR"
"2886",2010,"11C55",2.25,38.5,-105.4,"Populus tremuloides","POTR"
"2887",2010,"11M45",4.22,48.3,-113.4,"Populus tremuloides","POTR"
"2888",2010,"11M52",1.74,48.3,-113.4,"Populus tremuloides","POTR"
"2889",2010,"11M73",2.13,45.7,-114,"Populus tremuloides","POTR"
"2890",2010,"11M84",1.38,45.7,-114,"Populus tremuloides","POTR"
"2891",2010,"12C22",2.01,40.6,-105.5,"Populus tremuloides","POTR"
"2892",2010,"12C73",2.08,38.8,-106.3,"Populus tremuloides","POTR"
"2893",2010,"12W51",0.91,42.7,-108.9,"Populus tremuloides","POTR"
"2894",2010,"13C154",1.4,40.4,-106.1,"Populus tremuloides","POTR"
"2895",2010,"14M91",1.27,45.7,-113.9,"Populus tremuloides","POTR"
"2896",2010,"15C165",1.35,40.6,-105.5,"Populus tremuloides","POTR"
"2897",2010,"15C34",1.5,37.6,-105.2,"Populus tremuloides","POTR"
