age_CE,G0001W_raw,G0001S_raw,G0002S_raw,G0002E_raw,G0003N_raw,G0003E_raw,G0004N_raw,G0004S_raw,G0005N_raw,G0005S_raw,G0006S_raw,G0007N_raw,G0007S_raw,G0009W_raw,G0010N_raw,G0010S_raw,G0011S_raw,G0012S_raw,G0012E_raw,G0013W_raw,G0013S_raw,G0014N_raw,G0015W_raw,G0015E_raw,G0016N_raw,G0016S_raw,G0017E_raw,G0017S_raw,G0017N_raw,G0018E_raw,G0018W_raw,G0019S_raw,G0021S_raw,G0022N_raw,G0022S_raw,G0023N_raw,...38,G0001W_raw_outlier_flag,G0001S_raw_outlier_flag,G0002S_raw_outlier_flag,G0002E_raw_outlier_flag,G0003N_raw_outlier_flag,G0003E_raw_outlier_flag,G0004N_raw_outlier_flag,G0004S_raw_outlier_flag,G0005N_raw_outlier_flag,G0005S_raw_outlier_flag,G0006S_raw_outlier_flag,G0007N_raw_outlier_flag,G0007S_raw_outlier_flag,G0009W_raw_outlier_flag,G0010N_raw_outlier_flag,G0010S_raw_outlier_flag,G0011S_raw_outlier_flag,G0012S_raw_outlier_flag,G0012E_raw_outlier_flag,G0013W_raw_outlier_flag,G0013S_raw_outlier_flag,G0014N_raw_outlier_flag,G0015W_raw_outlier_flag,G0015E_raw_outlier_flag,G0016N_raw_outlier_flag,G0016S_raw_outlier_flag,G0017E_raw_outlier_flag,G0017S_raw_outlier_flag,G0017N_raw_outlier_flag,G0018E_raw_outlier_flag,G0018W_raw_outlier_flag,G0019S_raw_outlier_flag,G0021S_raw_outlier_flag,G0022N_raw_outlier_flag,G0022S_raw_outlier_flag,G0023N_raw_outlier_flag,...38_outlier_flag
1736,2114,2288,NA,NA,NA,NA,NA,NA,2083,1492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036,NA,1549,1501,NA,NA,NA,NA,NA,NA,NA,NA,1475,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA
1737,1926,1767,NA,NA,NA,NA,NA,NA,1716,1443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898,NA,967,1052,NA,NA,NA,NA,NA,1345,NA,NA,1394,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA
1738,1825,1756,NA,NA,NA,NA,NA,NA,1741,1482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,922,NA,902,1114,NA,NA,NA,NA,NA,1513,NA,NA,1685,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA
1739,2536,2736,NA,NA,NA,NA,NA,NA,2000,1574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1417,NA,2255,1802,NA,NA,NA,NA,NA,1974,NA,NA,2196,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA
1740,2506,2027,NA,NA,NA,NA,NA,NA,1677,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1481,NA,1562,1383,NA,NA,NA,NA,NA,1796,3104,NA,1709,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,NA,FALSE,NA,NA,NA,NA
1741,2137,2026,NA,NA,NA,1289,NA,NA,1826,1393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1432,NA,1710,1455,NA,NA,NA,NA,NA,1562,2861,NA,1626,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,NA,FALSE,NA,NA,NA,NA
1742,2114,1956,NA,NA,NA,1115,NA,NA,1798,1468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680,NA,1523,1144,NA,NA,NA,NA,NA,1305,2473,NA,1441,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA
1743,2326,2179,NA,NA,NA,946,NA,NA,2055,1479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357,NA,910,855,NA,NA,NA,NA,NA,1369,2472,NA,1514,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA
1744,1707,1580,544,NA,NA,1048,NA,NA,1898,1437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564,NA,1069,1368,NA,NA,NA,NA,NA,1838,2027,NA,1165,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA
1745,1800,1655,687,NA,NA,1027,NA,NA,2053,1584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1501,NA,1779,1384,NA,NA,NA,NA,NA,1609,2065,NA,1026,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA
1746,773,908,483,NA,842,780,NA,NA,1534,1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972,NA,702,652,NA,NA,NA,NA,NA,888,1557,NA,506,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA
1747,1263,1624,810,NA,1414,1213,NA,NA,2122,1615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1429,NA,1695,1497,NA,NA,NA,NA,NA,2013,3008,NA,1138,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,NA,FALSE,NA,NA,NA,NA
1748,1642,2111,1019,NA,1680,1428,NA,NA,2194,1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536,NA,1363,1338,NA,NA,NA,NA,NA,2233,2917,NA,1049,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,NA,FALSE,NA,NA,NA,NA
1749,1597,1736,1067,NA,1453,1389,NA,NA,1895,1256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1841,NA,1363,1459,NA,NA,NA,NA,NA,2291,2479,NA,1100,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA
1750,1681,1779,866,NA,1420,1320,NA,NA,1925,1458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1535,NA,1287,1159,NA,NA,NA,NA,NA,1673,1672,1203,929,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1751,1437,1760,703,NA,869,842,NA,NA,1276,1211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040,NA,921,1012,NA,NA,NA,NA,NA,1770,1917,1053,920,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1752,1293,1797,900,NA,1162,1210,NA,NA,1669,1364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430,NA,1072,1315,NA,NA,NA,NA,NA,2220,2176,1350,1104,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1753,1122,1444,1011,NA,1112,1231,NA,NA,1619,1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951,NA,976,1163,NA,NA,NA,NA,NA,2511,2355,1209,1121,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1754,1110,1464,1138,NA,1059,1124,NA,NA,1336,948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879,NA,1067,982,NA,NA,NA,NA,NA,2134,1951,1250,1154,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1755,1225,1318,661,NA,1012,934,NA,NA,1290,879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,NA,700,641,NA,NA,NA,NA,NA,1049,940,832,843,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1756,1720,2061,1446,NA,1383,1402,NA,NA,1843,1263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577,NA,1513,894,NA,NA,NA,NA,NA,2144,1743,1697,1768,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1757,1383,1634,1093,NA,1138,1225,NA,NA,1582,923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1319,NA,1146,888,NA,NA,NA,NA,NA,1826,1431,1782,1346,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1758,1088,1339,1159,NA,1271,1420,1447,NA,2037,1120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1583,NA,1001,639,NA,NA,NA,NA,NA,1784,1737,1619,1305,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1759,1096,1653,1126,NA,1338,1365,1100,NA,1944,1077,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315,1404,NA,970,602,NA,NA,NA,NA,NA,1827,1771,1723,1263,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1760,1107,1518,1742,NA,1451,1261,1827,NA,2000,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522,1692,NA,1189,675,NA,NA,NA,NA,NA,1916,1860,2036,1487,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1761,1284,1753,1649,NA,1605,1450,2202,NA,1923,1338,NA,NA,NA,NA,NA,NA,NA,NA,NA,1488,1621,NA,819,717,NA,NA,NA,NA,NA,1798,1771,1765,1116,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1762,1091,1550,1539,NA,1456,1298,2255,NA,1470,1057,NA,NA,NA,NA,NA,NA,NA,NA,NA,1447,1506,NA,694,712,NA,NA,NA,NA,NA,2109,1748,1798,1205,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1763,1032,1569,1822,NA,1663,1605,1750,NA,1889,1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,1771,1507,NA,782,779,NA,NA,NA,NA,NA,2286,1968,1982,1106,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1764,1477,1685,1880,NA,1505,1420,1447,NA,2024,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,1415,1150,NA,672,692,NA,NA,NA,NA,NA,2020,1397,1738,1061,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1765,1246,1475,1373,NA,1440,1328,1722,NA,1975,777,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517,1155,NA,430,638,NA,NA,791,NA,NA,1601,1248,1365,922,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1766,1767,1872,1550,NA,1704,1447,1900,NA,1961,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,1657,1560,NA,663,895,NA,NA,696,NA,NA,1676,1709,1559,833,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1767,1312,1680,1175,NA,1483,1346,1739,NA,1777,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,1334,1481,NA,686,801,NA,NA,768,NA,NA,1931,1767,1296,965,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1768,755,1386,1494,NA,1538,1240,2078,NA,1704,866,NA,NA,NA,NA,NA,NA,NA,NA,NA,1493,1574,NA,549,777,NA,NA,648,NA,NA,1419,1630,1261,1192,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1769,861,1610,1417,NA,1872,1450,1921,NA,1863,916,NA,NA,NA,NA,NA,NA,NA,NA,NA,1795,1804,NA,669,808,NA,NA,639,NA,NA,1378,1448,1437,1583,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
