"","lag","propsign","propsign_neg","propsign_pos","SiteID","clim_var","season","spline","nr_evnts","N_series","N_series_analysed","clim_var_long"
"6432",2,0.178571428571429,0.178571428571429,0,"TOCIL_AUS_02","VPD","Dry season",20,7,38,29,"Vapor Pressure Deficit"
"6433",0,0.128205128205128,0.102564102564103,0.0256410256410256,"TOCIL_BAN_04","VPD","Dry season",20,8,40,40,"Vapor Pressure Deficit"
"6434",1,0.179487179487179,0,0.179487179487179,"TOCIL_BAN_04","VPD","Dry season",20,8,40,40,"Vapor Pressure Deficit"
"6435",2,0.205128205128205,0.102564102564103,0.102564102564103,"TOCIL_BAN_04","VPD","Dry season",20,8,40,40,"Vapor Pressure Deficit"
"6436",0,0.300699300699301,0.27972027972028,0.020979020979021,"TOCIL_THA_03","VPD","Dry season",20,8,173,144,"Vapor Pressure Deficit"
"6437",1,0.524475524475524,0.020979020979021,0.503496503496504,"TOCIL_THA_03","VPD","Dry season",20,8,173,144,"Vapor Pressure Deficit"
"6438",2,0.531468531468531,0.013986013986014,0.517482517482518,"TOCIL_THA_03","VPD","Dry season",20,8,173,144,"Vapor Pressure Deficit"
"6439",0,0.2,0.15,0.05,"TRSCL_CAM_01","VPD","Dry season",20,8,20,21,"Vapor Pressure Deficit"
"6440",1,0.1,0,0.1,"TRSCL_CAM_01","VPD","Dry season",20,8,20,21,"Vapor Pressure Deficit"
"6441",2,0.2,0.1,0.1,"TRSCL_CAM_01","VPD","Dry season",20,8,20,21,"Vapor Pressure Deficit"
"6442",0,0.125,0.125,0,"TRSCL_CAM_02","VPD","Dry season",20,8,8,9,"Vapor Pressure Deficit"
"6443",1,0.25,0,0.25,"TRSCL_CAM_02","VPD","Dry season",20,8,8,9,"Vapor Pressure Deficit"
"6444",2,0.25,0,0.25,"TRSCL_CAM_02","VPD","Dry season",20,8,8,9,"Vapor Pressure Deficit"
"6445",0,0.243243243243243,0,0.243243243243243,"TRTUB_PAN_01","VPD","Dry season",20,8,39,38,"Vapor Pressure Deficit"
"6446",1,0.162162162162162,0,0.162162162162162,"TRTUB_PAN_01","VPD","Dry season",20,8,39,38,"Vapor Pressure Deficit"
"6447",2,0.108108108108108,0,0.108108108108108,"TRTUB_PAN_01","VPD","Dry season",20,8,39,38,"Vapor Pressure Deficit"
"6448",0,0.225806451612903,0.193548387096774,0.032258064516129,"TSDOM_CHI_01","VPD","Dry season",20,8,33,32,"Vapor Pressure Deficit"
"6449",1,0.258064516129032,0.258064516129032,0,"TSDOM_CHI_01","VPD","Dry season",20,8,33,32,"Vapor Pressure Deficit"
"6450",2,0.193548387096774,0.161290322580645,0.032258064516129,"TSDOM_CHI_01","VPD","Dry season",20,8,33,32,"Vapor Pressure Deficit"
"6451",0,0.461538461538462,0.423076923076923,0.0384615384615385,"tx030","VPD","Dry season",20,5,26,27,"Vapor Pressure Deficit"
"6452",1,0.307692307692308,0,0.307692307692308,"tx030","VPD","Dry season",20,5,26,27,"Vapor Pressure Deficit"
"6453",2,0.0384615384615385,0,0.0384615384615385,"tx030","VPD","Dry season",20,5,26,27,"Vapor Pressure Deficit"
"6454",0,0.180555555555556,0.166666666666667,0.0138888888888889,"tx033","VPD","Dry season",20,6,76,73,"Vapor Pressure Deficit"
"6455",1,0.680555555555556,0,0.680555555555556,"tx033","VPD","Dry season",20,6,76,73,"Vapor Pressure Deficit"
"6456",2,0.125,0,0.125,"tx033","VPD","Dry season",20,6,76,73,"Vapor Pressure Deficit"
"6457",0,0.262295081967213,0.245901639344262,0.0163934426229508,"tx039","VPD","Dry season",20,6,62,62,"Vapor Pressure Deficit"
"6458",1,0.39344262295082,0,0.39344262295082,"tx039","VPD","Dry season",20,6,62,62,"Vapor Pressure Deficit"
"6459",2,0.147540983606557,0.0327868852459016,0.114754098360656,"tx039","VPD","Dry season",20,6,62,62,"Vapor Pressure Deficit"
"6460",0,0.210526315789474,0.210526315789474,0,"tx041","VPD","Dry season",20,6,38,39,"Vapor Pressure Deficit"
"6461",1,0.605263157894737,0,0.605263157894737,"tx041","VPD","Dry season",20,6,38,39,"Vapor Pressure Deficit"
"6462",2,0.315789473684211,0,0.315789473684211,"tx041","VPD","Dry season",20,6,38,39,"Vapor Pressure Deficit"
"6463",0,0.0895522388059701,0.0298507462686567,0.0597014925373134,"tx042","VPD","Dry season",20,6,95,68,"Vapor Pressure Deficit"
"6464",1,0.0597014925373134,0.0447761194029851,0.0149253731343284,"tx042","VPD","Dry season",20,6,95,68,"Vapor Pressure Deficit"
"6465",2,0.0746268656716418,0.0298507462686567,0.0447761194029851,"tx042","VPD","Dry season",20,6,95,68,"Vapor Pressure Deficit"
"6466",0,0.185185185185185,0.185185185185185,0,"tx052","VPD","Dry season",20,8,37,28,"Vapor Pressure Deficit"
"6467",1,0.111111111111111,0.0740740740740741,0.037037037037037,"tx052","VPD","Dry season",20,8,37,28,"Vapor Pressure Deficit"
"6468",2,0.148148148148148,0.0740740740740741,0.0740740740740741,"tx052","VPD","Dry season",20,8,37,28,"Vapor Pressure Deficit"
"6469",0,0.1875,0,0.1875,"tx054","VPD","Dry season",20,8,27,17,"Vapor Pressure Deficit"
"6470",1,0.625,0,0.625,"tx054","VPD","Dry season",20,8,27,17,"Vapor Pressure Deficit"
"6471",2,0.3125,0,0.3125,"tx054","VPD","Dry season",20,8,27,17,"Vapor Pressure Deficit"
"6472",0,0.239130434782609,0.239130434782609,0,"viet001","VPD","Dry season",20,7,82,47,"Vapor Pressure Deficit"
"6473",1,0.0434782608695652,0.0217391304347826,0.0217391304347826,"viet001","VPD","Dry season",20,7,82,47,"Vapor Pressure Deficit"
"6474",2,0.130434782608696,0.0217391304347826,0.108695652173913,"viet001","VPD","Dry season",20,7,82,47,"Vapor Pressure Deficit"
"6475",0,0.166666666666667,0.166666666666667,0,"viet002","VPD","Dry season",20,7,6,7,"Vapor Pressure Deficit"
"6476",1,0.5,0.5,0,"viet002","VPD","Dry season",20,7,6,7,"Vapor Pressure Deficit"
"6477",2,0.166666666666667,0.166666666666667,0,"viet002","VPD","Dry season",20,7,6,7,"Vapor Pressure Deficit"
"6478",0,0,0,0,"XYWIL_DEM_01","VPD","Dry season",20,5,10,7,"Vapor Pressure Deficit"
"6479",1,0.166666666666667,0.166666666666667,0,"XYWIL_DEM_01","VPD","Dry season",20,5,10,7,"Vapor Pressure Deficit"
"6480",2,0,0,0,"XYWIL_DEM_01","VPD","Dry season",20,5,10,7,"Vapor Pressure Deficit"
"6481",0,0.05,0.05,0,"ZETUB_BOL_01","VPD","Dry season",20,8,20,21,"Vapor Pressure Deficit"
"6482",1,0.25,0.25,0,"ZETUB_BOL_01","VPD","Dry season",20,8,20,21,"Vapor Pressure Deficit"
"6483",2,0.1,0.1,0,"ZETUB_BOL_01","VPD","Dry season",20,8,20,21,"Vapor Pressure Deficit"
"6484",0,0.210526315789474,0.210526315789474,0,"zimb001","VPD","Dry season",20,6,22,20,"Vapor Pressure Deficit"
"6485",1,0.0526315789473684,0.0526315789473684,0,"zimb001","VPD","Dry season",20,6,22,20,"Vapor Pressure Deficit"
"6486",2,0.157894736842105,0.157894736842105,0,"zimb001","VPD","Dry season",20,6,22,20,"Vapor Pressure Deficit"
"6487",0,0.32,0.32,0,"zimb002","VPD","Dry season",20,6,31,26,"Vapor Pressure Deficit"
"6488",1,0.04,0.04,0,"zimb002","VPD","Dry season",20,6,31,26,"Vapor Pressure Deficit"
"6489",2,0.32,0,0.32,"zimb002","VPD","Dry season",20,6,31,26,"Vapor Pressure Deficit"
"6490",0,0.0666666666666667,0,0.0666666666666667,"zimb003","VPD","Dry season",20,6,21,16,"Vapor Pressure Deficit"
"6491",1,0,0,0,"zimb003","VPD","Dry season",20,6,21,16,"Vapor Pressure Deficit"
"6492",2,0.4,0,0.4,"zimb003","VPD","Dry season",20,6,21,16,"Vapor Pressure Deficit"
"6493",0,0.256880733944954,0.220183486238532,0.036697247706422,"ABJAL_MEX_01","VPD","Wet season",20,8,234,219,"Vapor Pressure Deficit"
"6494",1,0.211009174311927,0.169724770642202,0.0412844036697248,"ABJAL_MEX_01","VPD","Wet season",20,8,234,219,"Vapor Pressure Deficit"
"6495",2,0.211009174311927,0.119266055045872,0.0917431192660551,"ABJAL_MEX_01","VPD","Wet season",20,8,234,219,"Vapor Pressure Deficit"
"6496",0,0.0263157894736842,0.0263157894736842,0,"ACCAR_BOL_01","VPD","Wet season",20,8,38,39,"Vapor Pressure Deficit"
"6497",1,0.184210526315789,0.184210526315789,0,"ACCAR_BOL_01","VPD","Wet season",20,8,38,39,"Vapor Pressure Deficit"
"6498",2,0.236842105263158,0.236842105263158,0,"ACCAR_BOL_01","VPD","Wet season",20,8,38,39,"Vapor Pressure Deficit"
"6499",0,0.191666666666667,0.183333333333333,0.00833333333333333,"AFXYL_THA_01","VPD","Wet season",20,8,138,121,"Vapor Pressure Deficit"
"6500",1,0.225,0.108333333333333,0.116666666666667,"AFXYL_THA_01","VPD","Wet season",20,8,138,121,"Vapor Pressure Deficit"
"6501",2,0.191666666666667,0.05,0.141666666666667,"AFXYL_THA_01","VPD","Wet season",20,8,138,121,"Vapor Pressure Deficit"
"6502",0,0.125,0,0.125,"AIOCH_DEM_01","VPD","Wet season",20,7,10,9,"Vapor Pressure Deficit"
"6503",1,0.25,0,0.25,"AIOCH_DEM_01","VPD","Wet season",20,7,10,9,"Vapor Pressure Deficit"
"6504",2,0.375,0,0.375,"AIOCH_DEM_01","VPD","Wet season",20,7,10,9,"Vapor Pressure Deficit"
"6505",0,0.263157894736842,0.0526315789473684,0.210526315789474,"ALACU_ARG_01","VPD","Wet season",20,7,31,20,"Vapor Pressure Deficit"
"6506",1,0,0,0,"ALACU_ARG_01","VPD","Wet season",20,7,31,20,"Vapor Pressure Deficit"
"6507",2,0.0526315789473684,0.0526315789473684,0,"ALACU_ARG_01","VPD","Wet season",20,7,31,20,"Vapor Pressure Deficit"
"6508",0,0.388888888888889,0.111111111111111,0.277777777777778,"ALTRI_BRA_01","VPD","Wet season",20,8,36,37,"Vapor Pressure Deficit"
"6509",1,0.277777777777778,0.0277777777777778,0.25,"ALTRI_BRA_01","VPD","Wet season",20,8,36,37,"Vapor Pressure Deficit"
"6510",2,0.333333333333333,0.333333333333333,0,"ALTRI_BRA_01","VPD","Wet season",20,8,36,37,"Vapor Pressure Deficit"
"6511",0,0.214285714285714,0.0178571428571429,0.196428571428571,"ALTRI_BRA_02","VPD","Wet season",20,8,61,57,"Vapor Pressure Deficit"
"6512",1,0.125,0.107142857142857,0.0178571428571429,"ALTRI_BRA_02","VPD","Wet season",20,8,61,57,"Vapor Pressure Deficit"
"6513",2,0.107142857142857,0.0714285714285714,0.0357142857142857,"ALTRI_BRA_02","VPD","Wet season",20,8,61,57,"Vapor Pressure Deficit"
"6514",0,0.15,0.1,0.05,"AMCEA_BOL_01","VPD","Wet season",20,7,20,21,"Vapor Pressure Deficit"
"6515",1,0.05,0.05,0,"AMCEA_BOL_01","VPD","Wet season",20,7,20,21,"Vapor Pressure Deficit"
"6516",2,0.25,0,0.25,"AMCEA_BOL_01","VPD","Wet season",20,7,20,21,"Vapor Pressure Deficit"
"6517",0,0.125,0,0.125,"AMCEA_BOL_03","VPD","Wet season",20,8,24,25,"Vapor Pressure Deficit"
"6518",1,0.208333333333333,0.125,0.0833333333333333,"AMCEA_BOL_03","VPD","Wet season",20,8,24,25,"Vapor Pressure Deficit"
"6519",2,0.166666666666667,0.0833333333333333,0.0833333333333333,"AMCEA_BOL_03","VPD","Wet season",20,8,24,25,"Vapor Pressure Deficit"
"6520",0,0.115384615384615,0.0512820512820513,0.0641025641025641,"AMCEA_BRA_02","VPD","Wet season",20,7,112,79,"Vapor Pressure Deficit"
"6521",1,0.474358974358974,0,0.474358974358974,"AMCEA_BRA_02","VPD","Wet season",20,7,112,79,"Vapor Pressure Deficit"
"6522",2,0.705128205128205,0.67948717948718,0.0256410256410256,"AMCEA_BRA_02","VPD","Wet season",20,7,112,79,"Vapor Pressure Deficit"
"6523",0,0.166666666666667,0.0416666666666667,0.125,"ANMAC_BOL_01","VPD","Wet season",20,8,24,25,"Vapor Pressure Deficit"
"6524",1,0.208333333333333,0,0.208333333333333,"ANMAC_BOL_01","VPD","Wet season",20,8,24,25,"Vapor Pressure Deficit"
"6525",2,0.166666666666667,0.0416666666666667,0.125,"ANMAC_BOL_01","VPD","Wet season",20,8,24,25,"Vapor Pressure Deficit"
"6526",0,0.214285714285714,0.0714285714285714,0.142857142857143,"ARANG_BRA_01","VPD","Wet season",20,8,31,29,"Vapor Pressure Deficit"
"6527",1,0.25,0.142857142857143,0.107142857142857,"ARANG_BRA_01","VPD","Wet season",20,8,31,29,"Vapor Pressure Deficit"
"6528",2,0.214285714285714,0.107142857142857,0.107142857142857,"ARANG_BRA_01","VPD","Wet season",20,8,31,29,"Vapor Pressure Deficit"
"6529",0,0.166666666666667,0,0.166666666666667,"ARANG_BRA_02","VPD","Wet season",20,7,13,13,"Vapor Pressure Deficit"
"6530",1,0.416666666666667,0,0.416666666666667,"ARANG_BRA_02","VPD","Wet season",20,7,13,13,"Vapor Pressure Deficit"
"6531",2,0.166666666666667,0,0.166666666666667,"ARANG_BRA_02","VPD","Wet season",20,7,13,13,"Vapor Pressure Deficit"
"6532",0,0.328571428571429,0,0.328571428571429,"ARANG_BRA_04","VPD","Wet season",20,8,90,71,"Vapor Pressure Deficit"
"6533",1,0.457142857142857,0.0285714285714286,0.428571428571429,"ARANG_BRA_04","VPD","Wet season",20,8,90,71,"Vapor Pressure Deficit"
"6534",2,0.3,0.185714285714286,0.114285714285714,"ARANG_BRA_04","VPD","Wet season",20,8,90,71,"Vapor Pressure Deficit"
"6535",0,0.266666666666667,0.133333333333333,0.133333333333333,"ARANG_BRA_05","VPD","Wet season",20,6,78,16,"Vapor Pressure Deficit"
"6536",1,0.266666666666667,0.133333333333333,0.133333333333333,"ARANG_BRA_05","VPD","Wet season",20,6,78,16,"Vapor Pressure Deficit"
"6537",2,0.0666666666666667,0,0.0666666666666667,"ARANG_BRA_05","VPD","Wet season",20,6,78,16,"Vapor Pressure Deficit"
"6538",0,0.114285714285714,0.0571428571428571,0.0571428571428571,"ARANG_BRA_06","VPD","Wet season",20,8,35,36,"Vapor Pressure Deficit"
"6539",1,0.257142857142857,0.0857142857142857,0.171428571428571,"ARANG_BRA_06","VPD","Wet season",20,8,35,36,"Vapor Pressure Deficit"
"6540",2,0.228571428571429,0.0857142857142857,0.142857142857143,"ARANG_BRA_06","VPD","Wet season",20,8,35,36,"Vapor Pressure Deficit"
"6541",0,0.19047619047619,0.19047619047619,0,"arge032","VPD","Wet season",20,5,26,22,"Vapor Pressure Deficit"
"6542",1,0.0952380952380952,0.0952380952380952,0,"arge032","VPD","Wet season",20,5,26,22,"Vapor Pressure Deficit"
"6543",2,0.428571428571429,0,0.428571428571429,"arge032","VPD","Wet season",20,5,26,22,"Vapor Pressure Deficit"
"6544",0,0.217391304347826,0.217391304347826,0,"arge035","VPD","Wet season",20,5,24,24,"Vapor Pressure Deficit"
"6545",1,0.260869565217391,0.260869565217391,0,"arge035","VPD","Wet season",20,5,24,24,"Vapor Pressure Deficit"
"6546",2,0.0869565217391304,0.0869565217391304,0,"arge035","VPD","Wet season",20,5,24,24,"Vapor Pressure Deficit"
"6547",0,0.5,0.5,0,"arge044","VPD","Wet season",20,5,24,25,"Vapor Pressure Deficit"
"6548",1,0.125,0.0416666666666667,0.0833333333333333,"arge044","VPD","Wet season",20,5,24,25,"Vapor Pressure Deficit"
"6549",2,0.0416666666666667,0,0.0416666666666667,"arge044","VPD","Wet season",20,5,24,25,"Vapor Pressure Deficit"
"6550",0,0,0,0,"arge045","VPD","Wet season",20,5,12,8,"Vapor Pressure Deficit"
"6551",1,0.571428571428571,0,0.571428571428571,"arge045","VPD","Wet season",20,5,12,8,"Vapor Pressure Deficit"
"6552",2,0.142857142857143,0.142857142857143,0,"arge045","VPD","Wet season",20,5,12,8,"Vapor Pressure Deficit"
"6553",0,0.2,0.2,0,"arge053","VPD","Wet season",20,5,26,26,"Vapor Pressure Deficit"
"6554",1,0.16,0,0.16,"arge053","VPD","Wet season",20,5,26,26,"Vapor Pressure Deficit"
"6555",2,0.04,0,0.04,"arge053","VPD","Wet season",20,5,26,26,"Vapor Pressure Deficit"
"6556",0,0.3,0,0.3,"arge057","VPD","Wet season",20,5,24,21,"Vapor Pressure Deficit"
"6557",1,0.1,0,0.1,"arge057","VPD","Wet season",20,5,24,21,"Vapor Pressure Deficit"
"6558",2,0.15,0,0.15,"arge057","VPD","Wet season",20,5,24,21,"Vapor Pressure Deficit"
"6559",0,0.15,0.15,0,"arge058","VPD","Wet season",20,5,27,21,"Vapor Pressure Deficit"
"6560",1,0.2,0,0.2,"arge058","VPD","Wet season",20,5,27,21,"Vapor Pressure Deficit"
"6561",2,0.05,0,0.05,"arge058","VPD","Wet season",20,5,27,21,"Vapor Pressure Deficit"
"6562",0,0.25,0.166666666666667,0.0833333333333333,"arge064","VPD","Wet season",20,5,25,25,"Vapor Pressure Deficit"
"6563",1,0.25,0,0.25,"arge064","VPD","Wet season",20,5,25,25,"Vapor Pressure Deficit"
"6564",2,0.291666666666667,0,0.291666666666667,"arge064","VPD","Wet season",20,5,25,25,"Vapor Pressure Deficit"
"6565",0,0.166666666666667,0.166666666666667,0,"arge067","VPD","Wet season",20,5,15,13,"Vapor Pressure Deficit"
"6566",1,0.25,0.25,0,"arge067","VPD","Wet season",20,5,15,13,"Vapor Pressure Deficit"
"6567",2,0.166666666666667,0.166666666666667,0,"arge067","VPD","Wet season",20,5,15,13,"Vapor Pressure Deficit"
"6568",0,0,0,0,"ASCAS_BRA_01","VPD","Wet season",20,6,40,3,"Vapor Pressure Deficit"
"6569",1,0,0,0,"ASCAS_BRA_01","VPD","Wet season",20,6,40,3,"Vapor Pressure Deficit"
"6570",2,0,0,0,"ASCAS_BRA_01","VPD","Wet season",20,6,40,3,"Vapor Pressure Deficit"
"6571",0,0.594594594594595,0.594594594594595,0,"ASMUL_BRA_01","VPD","Wet season",20,6,48,38,"Vapor Pressure Deficit"
"6572",1,0.243243243243243,0,0.243243243243243,"ASMUL_BRA_01","VPD","Wet season",20,6,48,38,"Vapor Pressure Deficit"
"6573",2,0,0,0,"ASMUL_BRA_01","VPD","Wet season",20,6,48,38,"Vapor Pressure Deficit"
"6574",0,0.4375,0.0625,0.375,"ASPOL_BRA_01","VPD","Wet season",20,8,39,17,"Vapor Pressure Deficit"
"6575",1,0.0625,0,0.0625,"ASPOL_BRA_01","VPD","Wet season",20,8,39,17,"Vapor Pressure Deficit"
"6576",2,0.3125,0.125,0.1875,"ASPOL_BRA_01","VPD","Wet season",20,8,39,17,"Vapor Pressure Deficit"
"6577",0,0.125,0.0625,0.0625,"ASPOL_BRA_02","VPD","Wet season",20,8,27,17,"Vapor Pressure Deficit"
"6578",1,0.1875,0,0.1875,"ASPOL_BRA_02","VPD","Wet season",20,8,27,17,"Vapor Pressure Deficit"
"6579",2,0.625,0,0.625,"ASPOL_BRA_02","VPD","Wet season",20,8,27,17,"Vapor Pressure Deficit"
"6580",0,0.666666666666667,0.666666666666667,0,"ASPYR_BRA_02","VPD","Wet season",20,4,12,7,"Vapor Pressure Deficit"
"6581",1,0.166666666666667,0,0.166666666666667,"ASPYR_BRA_02","VPD","Wet season",20,4,12,7,"Vapor Pressure Deficit"
"6582",2,0.166666666666667,0,0.166666666666667,"ASPYR_BRA_02","VPD","Wet season",20,4,12,7,"Vapor Pressure Deficit"
"6583",0,0.238095238095238,0.238095238095238,0,"ASSUB_BRA_01","VPD","Wet season",20,7,67,22,"Vapor Pressure Deficit"
"6584",1,0.19047619047619,0,0.19047619047619,"ASSUB_BRA_01","VPD","Wet season",20,7,67,22,"Vapor Pressure Deficit"
"6585",2,0.380952380952381,0,0.380952380952381,"ASSUB_BRA_01","VPD","Wet season",20,7,67,22,"Vapor Pressure Deficit"
"6586",0,0.0476190476190476,0.0476190476190476,0,"ASTOM_BOL_01","VPD","Wet season",20,8,21,22,"Vapor Pressure Deficit"
"6587",1,0.0476190476190476,0,0.0476190476190476,"ASTOM_BOL_01","VPD","Wet season",20,8,21,22,"Vapor Pressure Deficit"
"6588",2,0.0952380952380952,0.0952380952380952,0,"ASTOM_BOL_01","VPD","Wet season",20,8,21,22,"Vapor Pressure Deficit"
"6589",0,0.117647058823529,0,0.117647058823529,"ausl037","VPD","Wet season",20,8,41,35,"Vapor Pressure Deficit"
"6590",1,0.0294117647058824,0.0294117647058824,0,"ausl037","VPD","Wet season",20,8,41,35,"Vapor Pressure Deficit"
"6591",2,0.117647058823529,0,0.117647058823529,"ausl037","VPD","Wet season",20,8,41,35,"Vapor Pressure Deficit"
"6592",0,0,0,0,"BAPLU_ZAM_01","VPD","Wet season",20,4,11,5,"Vapor Pressure Deficit"
"6593",1,0,0,0,"BAPLU_ZAM_01","VPD","Wet season",20,4,11,5,"Vapor Pressure Deficit"
"6594",2,0,0,0,"BAPLU_ZAM_01","VPD","Wet season",20,4,11,5,"Vapor Pressure Deficit"
"6595",0,0.142857142857143,0,0.142857142857143,"BAPLU_ZAM_02","VPD","Wet season",20,5,10,8,"Vapor Pressure Deficit"
"6596",1,0.142857142857143,0,0.142857142857143,"BAPLU_ZAM_02","VPD","Wet season",20,5,10,8,"Vapor Pressure Deficit"
"6597",2,0.285714285714286,0.285714285714286,0,"BAPLU_ZAM_02","VPD","Wet season",20,5,10,8,"Vapor Pressure Deficit"
"6598",0,0.142857142857143,0.142857142857143,0,"BAPLU_ZAM_03","VPD","Wet season",20,5,8,8,"Vapor Pressure Deficit"
"6599",1,0.142857142857143,0,0.142857142857143,"BAPLU_ZAM_03","VPD","Wet season",20,5,8,8,"Vapor Pressure Deficit"
"6600",2,0.285714285714286,0.285714285714286,0,"BAPLU_ZAM_03","VPD","Wet season",20,5,8,8,"Vapor Pressure Deficit"
"6601",0,0.0789473684210526,0,0.0789473684210526,"bol002","VPD","Wet season",20,7,40,39,"Vapor Pressure Deficit"
"6602",1,0.0789473684210526,0.0263157894736842,0.0526315789473684,"bol002","VPD","Wet season",20,7,40,39,"Vapor Pressure Deficit"
"6603",2,0,0,0,"bol002","VPD","Wet season",20,7,40,39,"Vapor Pressure Deficit"
"6604",0,0.0612244897959184,0,0.0612244897959184,"bol004","VPD","Wet season",20,7,49,50,"Vapor Pressure Deficit"
"6605",1,0.0816326530612245,0.0612244897959184,0.0204081632653061,"bol004","VPD","Wet season",20,7,49,50,"Vapor Pressure Deficit"
"6606",2,0.0612244897959184,0.0204081632653061,0.0408163265306122,"bol004","VPD","Wet season",20,7,49,50,"Vapor Pressure Deficit"
"6607",0,0.608108108108108,0.608108108108108,0,"bra002","VPD","Wet season",20,8,91,75,"Vapor Pressure Deficit"
"6608",1,0.0810810810810811,0,0.0810810810810811,"bra002","VPD","Wet season",20,8,91,75,"Vapor Pressure Deficit"
"6609",2,0.162162162162162,0.027027027027027,0.135135135135135,"bra002","VPD","Wet season",20,8,91,75,"Vapor Pressure Deficit"
"6610",0,0,0,0,"BRBOE_ZAM_01","VPD","Wet season",20,7,6,7,"Vapor Pressure Deficit"
"6611",1,0,0,0,"BRBOE_ZAM_01","VPD","Wet season",20,7,6,7,"Vapor Pressure Deficit"
"6612",2,0.166666666666667,0,0.166666666666667,"BRBOE_ZAM_01","VPD","Wet season",20,7,6,7,"Vapor Pressure Deficit"
"6613",0,0,0,0,"BRBOE_ZAM_02","VPD","Wet season",20,7,9,10,"Vapor Pressure Deficit"
"6614",1,0.111111111111111,0.111111111111111,0,"BRBOE_ZAM_02","VPD","Wet season",20,7,9,10,"Vapor Pressure Deficit"
"6615",2,0.222222222222222,0,0.222222222222222,"BRBOE_ZAM_02","VPD","Wet season",20,7,9,10,"Vapor Pressure Deficit"
"6616",0,0.150537634408602,0.10752688172043,0.043010752688172,"BRSPI_TAN_01","VPD","Wet season",20,8,95,94,"Vapor Pressure Deficit"
"6617",1,0.193548387096774,0.161290322580645,0.032258064516129,"BRSPI_TAN_01","VPD","Wet season",20,8,95,94,"Vapor Pressure Deficit"
"6618",2,0.344086021505376,0,0.344086021505376,"BRSPI_TAN_01","VPD","Wet season",20,8,95,94,"Vapor Pressure Deficit"
"6619",0,0.125,0.125,0,"BRSPI_TAN_09","VPD","Wet season",20,5,9,9,"Vapor Pressure Deficit"
"6620",1,0.375,0.25,0.125,"BRSPI_TAN_09","VPD","Wet season",20,5,9,9,"Vapor Pressure Deficit"
"6621",2,0,0,0,"BRSPI_TAN_09","VPD","Wet season",20,5,9,9,"Vapor Pressure Deficit"
"6622",0,0.363636363636364,0.363636363636364,0,"BRSPI_ZAM_02","VPD","Wet season",20,7,11,12,"Vapor Pressure Deficit"
"6623",1,0.0909090909090909,0.0909090909090909,0,"BRSPI_ZAM_02","VPD","Wet season",20,7,11,12,"Vapor Pressure Deficit"
"6624",2,0,0,0,"BRSPI_ZAM_02","VPD","Wet season",20,7,11,12,"Vapor Pressure Deficit"
"6625",0,0,0,0,"BRSPI_ZAM_03","VPD","Wet season",20,7,8,9,"Vapor Pressure Deficit"
"6626",1,0.125,0,0.125,"BRSPI_ZAM_03","VPD","Wet season",20,7,8,9,"Vapor Pressure Deficit"
"6627",2,0.125,0,0.125,"BRSPI_ZAM_03","VPD","Wet season",20,7,8,9,"Vapor Pressure Deficit"
"6628",0,0.285714285714286,0.285714285714286,0,"BRSPI_ZAM_04","VPD","Wet season",20,7,14,15,"Vapor Pressure Deficit"
"6629",1,0.142857142857143,0.0714285714285714,0.0714285714285714,"BRSPI_ZAM_04","VPD","Wet season",20,7,14,15,"Vapor Pressure Deficit"
"6630",2,0.214285714285714,0,0.214285714285714,"BRSPI_ZAM_04","VPD","Wet season",20,7,14,15,"Vapor Pressure Deficit"
"6631",0,0.153846153846154,0.0769230769230769,0.0769230769230769,"BRSPI_ZAM_05","VPD","Wet season",20,6,18,14,"Vapor Pressure Deficit"
"6632",1,0.153846153846154,0.0769230769230769,0.0769230769230769,"BRSPI_ZAM_05","VPD","Wet season",20,6,18,14,"Vapor Pressure Deficit"
"6633",2,0.230769230769231,0.153846153846154,0.0769230769230769,"BRSPI_ZAM_05","VPD","Wet season",20,6,18,14,"Vapor Pressure Deficit"
"6634",0,0.142857142857143,0.142857142857143,0,"BRSPI_ZAM_06","VPD","Wet season",20,4,16,15,"Vapor Pressure Deficit"
"6635",1,0.142857142857143,0,0.142857142857143,"BRSPI_ZAM_06","VPD","Wet season",20,4,16,15,"Vapor Pressure Deficit"
"6636",2,0.5,0.357142857142857,0.142857142857143,"BRSPI_ZAM_06","VPD","Wet season",20,4,16,15,"Vapor Pressure Deficit"
"6637",0,0.103448275862069,0.0689655172413793,0.0344827586206897,"BRSPI_ZAM_08","VPD","Wet season",20,7,29,30,"Vapor Pressure Deficit"
"6638",1,0.344827586206897,0.137931034482759,0.206896551724138,"BRSPI_ZAM_08","VPD","Wet season",20,7,29,30,"Vapor Pressure Deficit"
"6639",2,0.103448275862069,0.0344827586206897,0.0689655172413793,"BRSPI_ZAM_08","VPD","Wet season",20,7,29,30,"Vapor Pressure Deficit"
"6640",0,0.2,0.12,0.08,"bt001","VPD","Wet season",20,7,26,26,"Vapor Pressure Deficit"
"6641",1,0.04,0.04,0,"bt001","VPD","Wet season",20,7,26,26,"Vapor Pressure Deficit"
"6642",2,0.32,0.32,0,"bt001","VPD","Wet season",20,7,26,26,"Vapor Pressure Deficit"
"6643",0,0.209302325581395,0.186046511627907,0.0232558139534884,"bt002","VPD","Wet season",20,7,43,44,"Vapor Pressure Deficit"
"6644",1,0.116279069767442,0.0930232558139535,0.0232558139534884,"bt002","VPD","Wet season",20,7,43,44,"Vapor Pressure Deficit"
