SiteID,Beta0_of_site,Beta2_of_site,Beta1_adjusted_per_site,Dij,DBH_growth,Tauij,Logit_mort_orig,Mort_py_orig,Grwth_reduct,Logit_mort_NEW,Mort_py_NEW,Mort_increase,R2_site,n_spp,SiteID_R2_nspp,Mort_increase_minSD,Mort_increase_plusSD
Fushan,-1.23,-3.71,0.3,200,2,1.366040257,-4.708514143,0.001793938,0.04,-4.616265226,0.00196628,0.000172342,0.163,39,Fushan: 0.16 (39),NA,NA
Fushan,-1.23,-3.71,0.3,200,2,1.366040257,-4.708514143,0.001793938,0.06,-4.569347303,0.00206015,0.000266212,0.163,39,Fushan: 0.16 (39),NA,NA
Fushan,-1.23,-3.71,0.3,200,2,1.366040257,-4.708514143,0.001793938,0.08,-4.521877063,0.002159658,0.000365719,0.163,39,Fushan: 0.16 (39),NA,NA
Fushan,-1.23,-3.71,0.3,200,2,1.366040257,-4.708514143,0.001793938,0.1,-4.47383578,0.002265223,0.000471284,0.163,39,Fushan: 0.16 (39),NA,NA
Fushan,-1.23,-3.71,0.3,200,2,1.366040257,-4.708514143,0.001793938,0.12,-4.425203659,0.002377305,0.000583367,0.163,39,Fushan: 0.16 (39),NA,NA
Fushan,-1.23,-3.71,0.3,200,2,1.366040257,-4.708514143,0.001793938,0.14,-4.375959755,0.002496408,0.000702469,0.163,39,Fushan: 0.16 (39),NA,NA
Fushan,-1.23,-3.71,0.3,200,2,1.366040257,-4.708514143,0.001793938,0.16,-4.326081867,0.00262308,0.000829141,0.163,39,Fushan: 0.16 (39),NA,NA
Fushan,-1.23,-3.71,0.3,200,2,1.366040257,-4.708514143,0.001793938,0.18,-4.275546442,0.002757924,0.000963985,0.163,39,Fushan: 0.16 (39),NA,NA
Fushan,-1.23,-3.71,0.3,200,2,1.366040257,-4.708514143,0.001793938,0.2,-4.224328449,0.002901602,0.001107664,0.163,39,Fushan: 0.16 (39),NA,NA
BCI,-1.52,-2.4,0.3,200,2,1.366040257,-3.209001406,0.007889177,0.02,-3.179330952,0.008121033,0.000231856,0.08775,101,BCI: 0.09 (101),NA,NA
BCI,-1.52,-2.4,0.3,200,2,1.366040257,-3.209001406,0.007889177,0.04,-3.149325557,0.008362263,0.000473085,0.08775,101,BCI: 0.09 (101),NA,NA
BCI,-1.52,-2.4,0.3,200,2,1.366040257,-3.209001406,0.007889177,0.06,-3.118974341,0.008613374,0.000724197,0.08775,101,BCI: 0.09 (101),NA,NA
BCI,-1.52,-2.4,0.3,200,2,1.366040257,-3.209001406,0.007889177,0.08,-3.088265829,0.008874913,0.000985735,0.08775,101,BCI: 0.09 (101),NA,NA
BCI,-1.52,-2.4,0.3,200,2,1.366040257,-3.209001406,0.007889177,0.1,-3.05718791,0.009147461,0.001258284,0.08775,101,BCI: 0.09 (101),NA,NA
BCI,-1.52,-2.4,0.3,200,2,1.366040257,-3.209001406,0.007889177,0.12,-3.025727778,0.009431645,0.001542468,0.08775,101,BCI: 0.09 (101),NA,NA
BCI,-1.52,-2.4,0.3,200,2,1.366040257,-3.209001406,0.007889177,0.14,-2.993871883,0.009728139,0.001838962,0.08775,101,BCI: 0.09 (101),NA,NA
BCI,-1.52,-2.4,0.3,200,2,1.366040257,-3.209001406,0.007889177,0.16,-2.961605864,0.010037666,0.002148488,0.08775,101,BCI: 0.09 (101),NA,NA
BCI,-1.52,-2.4,0.3,200,2,1.366040257,-3.209001406,0.007889177,0.18,-2.928914484,0.010361005,0.002471828,0.08775,101,BCI: 0.09 (101),NA,NA
BCI,-1.52,-2.4,0.3,200,2,1.366040257,-3.209001406,0.007889177,0.2,-2.89578155,0.010698999,0.002809822,0.08775,101,BCI: 0.09 (101),NA,NA
Luq,-0.09,-1.87,0.3,200,2,1.366040257,-1.05500007,0.058002772,0.02,-1.031881842,0.059136637,0.001133865,0.133,32,Luq: 0.13 (32),NA,NA
Luq,-0.09,-1.87,0.3,200,2,1.366040257,-1.05500007,0.058002772,0.04,-1.008502638,0.060301702,0.00229893,0.133,32,Luq: 0.13 (32),NA,NA
Luq,-0.09,-1.87,0.3,200,2,1.366040257,-1.05500007,0.058002772,0.06,-0.984853981,0.061499168,0.003496396,0.133,32,Luq: 0.13 (32),NA,NA
Luq,-0.09,-1.87,0.3,200,2,1.366040257,-1.05500007,0.058002772,0.08,-0.960926933,0.062730303,0.004727531,0.133,32,Luq: 0.13 (32),NA,NA
Luq,-0.09,-1.87,0.3,200,2,1.366040257,-1.05500007,0.058002772,0.1,-0.936712054,0.063996441,0.00599367,0.133,32,Luq: 0.13 (32),NA,NA
Luq,-0.09,-1.87,0.3,200,2,1.366040257,-1.05500007,0.058002772,0.12,-0.912199368,0.065298995,0.007296223,0.133,32,Luq: 0.13 (32),NA,NA
Luq,-0.09,-1.87,0.3,200,2,1.366040257,-1.05500007,0.058002772,0.14,-0.887378317,0.066639454,0.008636682,0.133,32,Luq: 0.13 (32),NA,NA
Luq,-0.09,-1.87,0.3,200,2,1.366040257,-1.05500007,0.058002772,0.16,-0.86223771,0.068019396,0.010016624,0.133,32,Luq: 0.13 (32),NA,NA
Luq,-0.09,-1.87,0.3,200,2,1.366040257,-1.05500007,0.058002772,0.18,-0.836765677,0.069440492,0.01143772,0.133,32,Luq: 0.13 (32),NA,NA
Luq,-0.09,-1.87,0.3,200,2,1.366040257,-1.05500007,0.058002772,0.2,-0.810949599,0.070904515,0.012901744,0.133,32,Luq: 0.13 (32),NA,NA
ALL,-1.718181818,-2.04,0.3,200,2,1.366040257,-2.915408732,0.010497512,0.02,-2.890188846,0.010757094,0.000259582,0.08,1244,ALL: 0.08 (1244),0.000119114,0.000395176
ALL,-1.718181818,-2.04,0.3,200,2,1.366040257,-2.915408732,0.010497512,0.04,-2.86468426,0.011025918,0.000528406,0.08,1244,ALL: 0.08 (1244),0.000243813,0.000800012
ALL,-1.718181818,-2.04,0.3,200,2,1.366040257,-2.915408732,0.010497512,0.06,-2.838885726,0.011304444,0.000806932,0.08,1244,ALL: 0.08 (1244),0.000374438,0.001214889
ALL,-1.718181818,-2.04,0.3,200,2,1.366040257,-2.915408732,0.010497512,0.08,-2.812783492,0.01159316,0.001095648,0.08,1244,ALL: 0.08 (1244),0.000511355,0.001640209
ALL,-1.718181818,-2.04,0.3,200,2,1.366040257,-2.915408732,0.010497512,0.1,-2.78636726,0.011892588,0.001395076,0.08,1244,ALL: 0.08 (1244),0.00065496,0.002076399
ALL,-1.718181818,-2.04,0.3,200,2,1.366040257,-2.915408732,0.010497512,0.12,-2.759626148,0.012203288,0.001705776,0.08,1244,ALL: 0.08 (1244),0.000805681,0.00252391
ALL,-1.718181818,-2.04,0.3,200,2,1.366040257,-2.915408732,0.010497512,0.14,-2.732548637,0.012525856,0.002028344,0.08,1244,ALL: 0.08 (1244),0.00096398,0.002983223
ALL,-1.718181818,-2.04,0.3,200,2,1.366040257,-2.915408732,0.010497512,0.16,-2.705122521,0.012860933,0.002363421,0.08,1244,ALL: 0.08 (1244),0.001130358,0.003454848
ALL,-1.718181818,-2.04,0.3,200,2,1.366040257,-2.915408732,0.010497512,0.18,-2.677334848,0.013209206,0.002711694,0.08,1244,ALL: 0.08 (1244),0.001305358,0.00393933
ALL,-1.718181818,-2.04,0.3,200,2,1.366040257,-2.915408732,0.010497512,0.2,-2.649171854,0.013571415,0.003073903,0.08,1244,ALL: 0.08 (1244),0.00148957,0.004437247
