age_CE,ESL01A_raw,ESL01B_raw,ESL02A_raw,ESL02B_raw,ESL03A_raw,ESL03B_raw,ESL05A_raw,ESL05B_raw,ESL01A_raw_outlier_flag,ESL01B_raw_outlier_flag,ESL02A_raw_outlier_flag,ESL02B_raw_outlier_flag,ESL03A_raw_outlier_flag,ESL03B_raw_outlier_flag,ESL05A_raw_outlier_flag,ESL05B_raw_outlier_flag
1877,0.82,NA,1.64,1.5,2.78,2.77,5.57,5.55,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1878,1.09,NA,1.94,1.51,2.73,2.55,4.38,4.4,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1879,1.29,NA,1.41,1.37,2.2,2.1,3.38,3.36,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1880,NA,NA,1.25,1.48,1.82,1.85,3.44,3.44,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1881,NA,NA,1.51,1.41,2.18,2.18,5.03,5.04,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1882,NA,NA,1.47,1.38,1.92,2.03,4.29,4.28,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1883,NA,NA,0.86,0.77,1.4,1.44,2.73,2.72,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1884,NA,NA,1.2,1.08,0.98,NA,3.46,3.43,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1885,NA,NA,1.25,1.17,NA,NA,4.54,4.55,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1886,NA,NA,0.96,0.82,NA,NA,3.19,3.19,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1887,NA,NA,0.79,0.83,NA,NA,2.63,2.63,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1888,NA,NA,0.74,0.81,NA,NA,3.04,3.04,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1889,NA,NA,NA,NA,NA,NA,3.42,3.42,NA,NA,NA,NA,NA,NA,FALSE,FALSE
