age_CE,DLK02B_raw,DLK05A_raw,DLK05B_raw,DLK05C_raw,DLK06A_raw,DLK06B_raw,DLK06C_raw,DLK07A_raw,DLK07B_raw,DLK07C_raw,DLK08A_raw,DLK08B_raw,DLK09A_raw,DLK09B_raw,DLK10A_raw,DLK10B_raw,DLK11A_raw,DLK11B_raw,DLK12A_raw,DLK12B_raw,DLK02B_raw_outlier_flag,DLK05A_raw_outlier_flag,DLK05B_raw_outlier_flag,DLK05C_raw_outlier_flag,DLK06A_raw_outlier_flag,DLK06B_raw_outlier_flag,DLK06C_raw_outlier_flag,DLK07A_raw_outlier_flag,DLK07B_raw_outlier_flag,DLK07C_raw_outlier_flag,DLK08A_raw_outlier_flag,DLK08B_raw_outlier_flag,DLK09A_raw_outlier_flag,DLK09B_raw_outlier_flag,DLK10A_raw_outlier_flag,DLK10B_raw_outlier_flag,DLK11A_raw_outlier_flag,DLK11B_raw_outlier_flag,DLK12A_raw_outlier_flag,DLK12B_raw_outlier_flag
1760,1.41,0.32,0.24,0.23,1.93,1.15,NA,0.59,0.61,0.5,0.47,0.78,0.47,0.57,1.18,1.45,0.73,0.91,1.52,1.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1761,1.63,0.3,0.29,0.29,1.98,1.38,NA,0.87,0.45,0.5,0.55,0.81,0.39,0.6,1.08,1.31,0.91,0.88,1.3,1.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1762,1.83,0.33,0.41,0.33,1.71,1.17,NA,0.76,0.55,0.57,0.53,0.45,0.42,0.56,0.84,1.36,0.49,0.73,1.19,1.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1763,1.12,0.24,0.37,0.27,1.47,0.88,NA,0.55,0.36,0.4,0.45,0.56,0.27,0.54,0.49,0.81,0.54,0.46,0.88,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1764,1.32,0.25,0.18,0.19,1.62,1.13,NA,0.55,0.24,0.41,0.29,0.49,0.35,0.55,0.54,0.6,0.66,0.57,1.21,1.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1765,1.42,0.34,0.16,0.15,1.35,1.56,NA,0.77,0.34,0.47,0.28,0.62,0.43,0.59,0.68,0.88,0.75,0.7,1.4,1.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1766,1.6,0.29,0.26,0.24,1.51,1.36,NA,0.75,0.33,0.45,0.31,0.63,0.41,0.51,0.64,1,0.33,0.5,1.42,1.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1767,1.08,0.3,0.3,0.25,1.64,2.13,NA,0.72,0.51,0.51,0.48,0.72,0.41,0.63,0.59,0.61,0.74,0.61,1.15,1.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1768,1.89,0.29,0.31,0.26,1.91,1.67,NA,0.85,0.72,0.58,0.41,0.63,0.54,0.57,0.62,0.94,0.76,0.93,1.74,2.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1769,1.65,0.28,0.27,0.34,2.03,1.93,NA,0.7,0.45,0.44,0.4,0.63,0.57,0.68,0.71,1,0.59,0.54,1.52,2.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1770,1.71,0.45,0.37,0.47,2.17,1.73,NA,0.85,0.51,0.48,0.5,0.81,0.5,0.86,1.13,1.3,0.82,0.73,1.88,2.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1771,1.53,0.33,0.27,0.33,1.79,1.09,NA,0.85,0.33,0.46,0.5,0.53,0.55,0.65,0.86,0.69,0.43,0.45,1.48,1.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1772,2.18,0.26,0.23,0.3,2.12,1.74,NA,0.89,0.37,0.5,0.41,0.6,0.42,0.63,0.73,1.15,0.64,0.53,1.49,1.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1773,1.88,0.27,0.28,0.29,1.79,1.61,NA,0.65,0.3,0.46,0.38,0.63,0.43,0.62,0.95,1.03,0.56,0.48,1.76,2.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1774,1.71,0.23,0.3,0.19,2.19,1.87,NA,0.79,0.34,0.48,0.46,0.62,0.45,0.49,0.86,1.33,0.73,0.63,1.36,1.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1775,1.7,0.25,0.24,0.2,2.17,1.48,NA,0.79,0.35,0.44,0.42,0.66,0.35,0.54,0.86,0.81,0.56,0.64,1.24,1.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1776,1.32,0.19,0.17,0.17,1.61,1.97,1.56,0.55,0.24,0.38,0.37,0.63,0.22,0.41,0.56,1.24,0.65,0.6,1.17,1.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1777,1.22,0.2,0.25,0.2,1.1,0.92,1.31,0.57,0.27,0.26,0.39,0.5,0.26,0.35,0.93,1.17,0.53,0.48,1.21,1.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1778,1.54,0.23,0.3,0.23,1.31,1.13,1.5,0.52,0.29,0.26,0.5,0.6,0.26,0.32,0.86,1.11,0.51,0.62,1.17,1.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1779,2.06,0.32,0.31,0.22,1.44,2.16,2.1,0.6,0.59,0.29,0.52,0.63,0.41,0.47,0.86,0.9,0.8,0.75,1.48,1.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1780,1.56,0.31,0.26,0.19,2.11,1.97,2.49,0.64,0.41,0.28,0.6,0.56,0.43,0.5,0.69,0.91,0.44,0.45,1.51,1.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1781,2.39,0.29,0.33,0.25,2.18,1.47,2.14,0.59,0.3,0.34,0.68,0.73,0.4,0.44,0.63,0.94,0.63,0.62,1.6,1.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1782,2.59,0.32,0.25,0.24,1.97,2.25,2.15,0.68,0.32,0.26,0.55,0.82,0.38,0.42,0.66,1.03,0.48,0.75,1.99,2.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1783,1.75,0.48,0.34,0.27,2.84,1.83,3.04,0.7,0.3,0.28,0.63,0.53,0.44,0.58,0.64,0.84,0.57,0.56,2.23,2.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1784,2.38,0.36,0.35,0.32,3.22,2.26,3.57,0.77,0.37,0.29,0.57,0.68,0.44,0.74,0.7,1.24,0.8,0.9,2.81,3.09,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1785,2.36,0.38,0.32,0.33,2.58,2.47,2.98,0.74,0.36,0.41,0.65,0.7,0.5,0.6,0.56,1.19,0.68,0.75,2.56,2.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1786,2.08,0.31,0.5,0.3,2.21,2.23,2.35,1.17,0.32,0.48,0.59,0.5,0.49,0.67,0.7,0.84,0.47,0.51,1.93,2.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1787,2.17,0.37,0.46,0.38,2.25,2.03,3.13,0.7,0.47,0.55,0.53,0.7,0.54,0.48,0.5,1.13,0.64,0.7,2.23,2.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1788,2.07,0.56,0.44,0.51,2.28,2.42,3.85,0.75,0.53,0.67,0.64,0.63,0.66,0.78,0.8,1.31,0.79,0.74,2.57,2.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1789,1.78,0.48,0.54,0.48,1.92,2.15,3.05,0.85,0.67,0.55,0.68,0.88,0.65,0.88,0.98,1.23,0.51,0.46,2.41,2.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1790,1.9,0.4,0.58,0.46,1.95,2.01,2.76,0.73,0.47,0.47,0.56,0.52,0.65,0.6,0.53,0.77,0.47,0.44,1.75,1.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1791,2.39,0.5,0.73,0.58,2.69,2.78,3.34,0.89,0.53,0.61,0.84,0.97,0.62,0.74,0.95,1.3,0.88,0.7,2.29,3.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1792,1.53,0.5,0.56,0.52,1.6,1.67,3.14,0.9,0.4,0.61,0.6,0.6,0.6,0.5,0.82,0.91,0.45,0.46,1.42,2.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1793,2.07,0.44,0.48,0.31,1.7,2.22,3.43,0.56,0.29,0.4,0.63,0.56,0.54,0.54,0.57,1.02,0.49,0.6,1.49,2.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1794,2.65,0.51,0.59,0.46,1.94,2.72,4.08,0.62,0.34,0.51,0.64,0.61,0.67,0.48,0.56,1.11,0.67,0.65,1.88,2.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1795,1.59,0.56,0.56,0.54,1.56,1.9,3.53,0.58,0.52,0.6,0.73,0.73,0.62,0.48,0.75,1.22,0.79,0.68,1.61,3.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1796,2.31,0.54,0.53,0.48,1.54,2.37,3.22,0.68,0.49,0.58,0.77,0.64,0.59,0.42,0.79,0.92,0.86,0.79,1.94,2.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1797,2.28,0.68,0.61,0.55,2.08,2.2,3.8,0.73,0.55,0.68,0.77,0.64,0.61,0.55,0.72,0.9,0.75,0.54,2.21,2.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1798,1.85,0.5,0.44,0.53,2.17,2.49,4.53,0.6,0.33,0.57,0.53,0.58,0.69,0.46,0.56,1,0.63,0.69,1.83,2.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1799,2.29,0.79,0.67,0.7,1.88,2.56,4.1,0.79,0.51,0.73,0.77,0.72,0.78,0.48,1.06,1.46,0.83,0.89,2.19,3.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1800,1.9,0.72,0.69,0.74,1.58,2.2,3.49,0.77,0.72,0.63,0.68,0.93,0.64,0.58,0.98,1.1,1.06,0.83,2.22,2.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1801,1.74,0.63,0.57,0.5,1.36,1.3,2.94,0.72,0.47,0.71,0.56,0.54,0.64,0.57,0.93,0.96,0.72,0.77,1.6,2.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1802,1.78,0.68,0.44,0.53,1.58,1.91,2.55,0.47,0.32,0.47,0.51,0.52,0.77,0.39,0.52,0.84,0.8,0.67,1.46,1.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1803,1.63,0.49,0.56,0.38,1.49,1.97,2.43,0.58,0.34,0.46,0.6,0.75,0.6,0.55,0.59,0.9,0.69,0.58,1.54,1.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1804,1.76,0.51,0.47,0.4,2.09,1.91,2.95,0.55,0.35,0.48,0.6,0.91,0.57,0.42,0.65,0.73,0.85,0.53,1.38,2.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1805,1.42,0.48,0.53,0.47,1.76,2,2.19,0.54,0.32,0.51,0.53,0.7,0.4,0.35,0.51,0.91,0.73,0.45,0.98,1.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1806,1.81,0.6,0.44,0.58,1.62,1.85,2.09,0.54,0.45,0.7,0.47,0.5,0.6,0.33,0.44,0.84,0.66,0.42,1.08,1.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1807,1.39,0.55,0.36,0.53,1.28,1.5,1.88,0.45,0.35,0.62,0.53,0.55,0.51,0.36,0.59,0.75,0.57,0.56,1.08,1.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1808,1.32,0.54,0.39,0.5,1.47,1.61,1.95,0.39,0.45,0.66,0.53,0.64,0.55,0.41,0.54,0.62,0.65,0.47,1.29,1.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1809,1.82,0.54,0.41,0.52,1.9,1.66,2.14,0.39,0.48,0.62,0.57,0.67,0.55,0.41,0.58,0.9,0.79,0.61,1.36,1.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1810,1.73,0.5,0.33,0.49,1.52,1.13,1.44,0.3,0.55,0.7,0.49,0.68,0.42,0.42,0.64,0.76,0.65,0.51,1.14,1.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1811,1.47,0.69,0.43,0.76,1.62,1.57,2.05,0.37,0.64,0.57,0.47,0.6,0.49,0.44,0.73,0.71,0.43,0.41,1.55,2.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1812,2.27,0.65,0.43,0.76,2.29,1.66,1.34,0.55,0.58,0.71,0.51,0.53,0.6,0.56,0.71,0.82,0.64,0.54,1.88,2.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1813,1.6,0.66,0.42,0.64,2.32,1.13,1.15,0.47,0.56,0.66,0.6,0.55,0.52,0.49,0.79,0.66,0.52,0.56,1.51,1.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1814,1.74,0.8,0.68,0.88,2.94,1.54,2.45,0.48,0.48,0.83,0.62,0.71,0.7,0.63,1.06,1.02,0.73,0.61,2.53,2.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1815,2.08,0.67,0.54,0.64,2.21,1.35,2.16,0.48,0.57,0.66,0.55,0.79,0.67,0.45,1.15,0.97,0.63,0.43,2.88,2.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1816,1.49,0.84,0.63,0.73,2.12,1.36,1.88,0.36,0.52,0.69,0.46,0.74,0.6,0.4,0.84,0.81,0.46,0.39,2.55,2.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1817,1.9,0.81,0.59,0.65,2.22,1.63,2.23,0.52,0.64,0.76,0.66,0.56,0.7,0.48,0.55,0.61,0.34,0.45,1.71,1.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1818,2.44,0.74,0.64,0.72,2.13,1.5,2.21,0.51,0.62,0.63,0.68,0.64,0.78,0.54,0.61,0.66,0.51,0.46,2.31,2.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1819,1.59,0.87,0.66,0.74,2.36,1.28,2.54,0.55,0.6,0.4,0.68,0.84,0.7,0.55,0.78,0.87,0.59,0.48,1.92,1.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1820,1.66,0.63,0.47,0.55,2.5,1.09,2.29,0.52,0.53,0.36,0.6,0.8,0.57,0.39,0.84,0.67,0.57,0.49,1.62,1.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1821,1.59,0.55,0.51,0.69,2.02,1.04,1.96,0.44,0.33,0.34,0.39,0.68,0.44,0.4,0.81,0.68,0.59,0.52,1.56,1.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1822,1.86,0.75,0.61,0.75,1.98,1.01,1.66,0.65,0.52,0.4,0.6,0.65,0.68,0.66,0.85,1.13,0.74,0.58,2.02,1.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1823,2.5,0.58,0.48,0.58,2.52,1.4,2.39,0.54,0.5,0.49,0.54,0.6,0.55,0.6,0.71,0.79,0.6,0.31,1.8,1.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1824,1.87,0.93,0.58,0.61,2.44,1.65,2.46,0.65,0.67,0.54,0.66,0.79,0.68,0.56,0.98,1.02,0.87,0.63,2.01,2.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1825,2.08,0.96,0.47,0.82,2.59,1.12,2.44,0.69,0.55,0.63,0.41,0.73,0.66,0.53,0.68,0.98,0.7,0.53,2.42,2.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1826,2.22,0.73,0.56,0.73,2.47,1.59,2.12,0.92,0.51,0.54,0.53,0.8,0.62,0.55,0.7,0.83,0.53,0.63,2.67,2.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1827,1.46,0.39,0.37,0.43,1.99,1.42,1.71,0.51,0.35,0.43,0.46,0.5,0.54,0.62,0.53,0.57,0.81,0.6,1.56,2.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1828,1.93,0.58,0.43,0.38,2.24,1.55,2.27,0.5,0.57,0.38,0.63,0.7,0.66,0.63,0.66,0.81,1.02,0.67,1.93,2.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1829,2.18,0.59,0.57,0.58,2.46,1.73,2.1,0.69,0.59,0.53,0.5,0.74,0.82,0.79,0.72,1.13,0.78,0.64,1.77,1.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1830,1.81,0.55,0.4,0.67,1.99,1.87,2.37,0.81,0.43,0.49,0.59,0.7,0.64,0.48,0.64,0.54,0.75,0.62,1.95,2.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1831,2.07,0.6,0.44,0.64,1.7,1.51,2.47,0.55,0.61,0.51,0.59,0.7,0.77,0.62,0.75,0.9,0.83,0.6,1.72,2.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1832,1.69,0.59,0.37,0.49,1.83,1.28,2.06,0.45,0.73,0.4,0.39,0.55,0.59,0.64,0.65,0.82,0.74,0.6,1.83,1.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1833,1.43,0.57,0.39,0.67,2.08,1.66,2.26,0.66,0.66,0.46,0.59,0.64,0.65,0.62,0.69,0.93,0.98,0.8,1.48,1.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
