age_CE,KLT02A_raw,KLT02B_raw,KLT03A_raw,KLT03B_raw,KLT04A_raw,KLT04B_raw,KLT06A_raw,KLT06B_raw,KLT02A_raw_outlier_flag,KLT02B_raw_outlier_flag,KLT03A_raw_outlier_flag,KLT03B_raw_outlier_flag,KLT04A_raw_outlier_flag,KLT04B_raw_outlier_flag,KLT06A_raw_outlier_flag,KLT06B_raw_outlier_flag
1628,1.09,0.94,0.93,1.03,1.24,1.21,0.3,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1629,1.44,1.46,1.4,1.56,1.19,1.18,0.33,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1630,1.72,2.07,1.74,1.79,2.27,2.3,0.36,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1631,1.38,1.65,1.31,1.27,2.22,2.21,0.34,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1632,2.61,2.69,2.17,2.12,2.3,2.3,0.55,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1633,2.78,2.55,2.39,2.25,2.07,2.1,0.47,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1634,2.47,2.25,1.52,1.38,2.2,2.18,0.42,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1635,1.95,1.81,0.98,0.99,1.69,1.68,0.31,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1636,2.69,2.47,1.91,1.86,2.44,2.46,0.48,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1637,2.38,2.04,1.62,1.71,2.24,2.25,0.33,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1638,2.42,2.04,1.91,1.93,1.98,1.95,0.38,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1639,2.25,1.75,2.22,2.45,3.17,3.17,0.4,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1640,2.11,1.76,2.4,2.85,3.55,3.54,0.33,0.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1641,1.84,1.33,1.64,2.34,3.46,3.46,0.33,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1642,1.89,1.51,1.45,2.24,2.84,2.83,0.36,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1643,2.02,1.78,2.41,3.02,3.03,3.04,0.28,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1644,2.05,1.87,2.27,2.61,3.09,3.08,0.36,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1645,1.74,1.76,1.69,1.92,2.4,2.4,0.32,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1646,2.34,2.42,1.83,1.92,2.21,2.21,0.35,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1647,2.2,2.26,1.46,1.46,2.01,2,0.34,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1648,2.18,2.19,1.5,1.7,2.56,2.3,0.48,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1649,1.01,0.93,1.06,1.22,2.61,2.87,0.47,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1650,1.29,1.18,1.86,1.63,2.96,2.97,0.5,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1651,1.39,1.25,1.58,1.6,2.42,2.39,0.48,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1652,1.86,1.68,1.44,1.55,2.01,2,0.54,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1653,1.47,1.31,1.01,1.31,1.4,1.44,0.46,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1654,1.86,1.53,1.43,1.5,1.53,1.51,0.54,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1655,2.35,2.22,1.86,1.87,1.59,1.56,0.55,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1656,2.37,2.39,1.19,1.73,1.54,1.52,0.54,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1657,2.48,2.26,1.65,1.85,1.78,1.79,0.54,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1658,2.67,2.64,1.77,2.13,2.01,1.93,0.6,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1659,2.59,2.45,1.49,1.59,1.74,1.82,0.56,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1660,2.59,2.7,1.64,1.85,1.71,1.73,0.71,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1661,2.85,2.8,1.51,1.54,1.89,1.92,0.96,0.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1662,2.23,2.14,1.49,1.29,1.52,1.49,0.84,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1663,1.86,1.47,1.01,0.97,1.6,1.58,0.74,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1664,1.97,1.65,1.51,1.57,1.66,1.6,0.73,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1665,1.83,1.47,1.23,1.34,1.62,1.5,0.7,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1666,2.02,1.63,1.17,1.14,1.57,1.63,0.65,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1667,2.17,1.94,1,1.22,1.63,1.48,0.64,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1668,1.56,1.46,0.73,0.89,1.46,1.5,0.64,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1669,1.65,1.38,0.79,1.03,1.39,1.43,0.64,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1670,1.74,1.46,0.79,1.16,1.28,1.49,0.7,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1671,1.99,1.84,0.65,1.07,1.45,1.63,0.72,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1672,1.59,1.8,1.19,1.67,1.53,1.46,0.87,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1673,1.67,1.91,1.32,1.52,1.73,1.73,0.96,1.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1674,1.6,1.79,1.07,1.05,1.41,1.56,0.63,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1675,1.39,1.84,1.15,1.26,1.31,1.31,0.66,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1676,1.47,1.81,1.21,1.46,1.35,1.43,0.74,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1677,1.59,1.74,0.75,0.9,1.39,1.43,0.71,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1678,1.8,1.92,0.95,0.98,1.64,1.51,0.85,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1679,1.99,2.19,0.84,1.07,2.15,2.06,0.76,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1680,1.94,2.1,0.68,0.87,1.83,2.05,0.69,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1681,2.38,2.63,1.26,1.41,1.87,1.83,0.8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1682,2.2,2.32,1.39,1.49,1.84,1.79,1.03,1.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1683,1.51,1.62,0.7,0.77,1.37,1.41,0.63,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1684,1.39,1.3,0.58,0.64,1.13,1.16,0.52,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1685,1.48,1.59,0.59,0.71,1.65,1.59,0.6,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1686,1.8,2,0.8,0.94,1.88,1.92,0.86,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1687,1.77,2.09,1.02,1.05,1.54,1.64,0.98,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1688,1.29,1.45,1,1.05,1.5,1.49,0.85,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1689,1.12,1.24,0.94,1.03,1.3,1.13,0.88,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1690,1.39,1.71,0.82,1.06,1.22,1.15,0.49,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1691,1.03,1.26,0.7,0.84,1.07,1.05,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1692,1.31,1.38,0.76,0.86,1.03,1.1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1693,1.28,1.24,0.98,1.05,1.28,1.23,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1694,1.44,1.4,1.24,1.34,1.39,1.39,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1695,1.72,1.64,1.35,1.7,1.32,1.31,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1696,1.29,1.52,1.52,1.67,1.31,1.35,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1697,1.66,1.81,1.27,1.59,1.68,1.73,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1698,1.77,1.73,1.29,1.35,1.66,1.76,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1699,1.26,1.25,0.87,0.91,0.94,0.98,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1700,1.34,1.23,0.86,1.25,1.07,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1701,1.11,0.98,1.04,1.52,1.02,1.08,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1702,1.43,1.44,1.06,1.6,1.17,1.24,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1703,1.09,1.1,0.92,1.17,0.88,0.97,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1704,1.21,1.38,0.88,1.13,1.17,1.26,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1705,1.32,1.37,0.88,1.05,1.75,1.88,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1706,1.01,1.1,0.95,1.11,1.7,1.94,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1707,1.36,1.55,1.27,1.38,1.52,1.71,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1708,1.33,1.65,1.09,1.22,1.23,1.19,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1709,1.15,1.74,1.19,1.24,1.16,1.25,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1710,1.33,1.8,1.03,0.89,0.98,1.24,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1711,2.03,2.35,1.31,1.25,0.76,1.2,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1712,2.52,2.76,1.54,1.45,0.9,1.21,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1713,1.93,1.96,0.78,0.96,0.92,0.95,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1714,2.6,2.73,0.97,1.06,1.92,1.82,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1715,2.89,2.15,0.94,0.97,1.87,1.88,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1716,2.52,2.02,0.79,0.88,1.44,1.56,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1717,2.03,1.84,1.09,1.14,1.24,1.17,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1718,1.57,1.51,0.93,1.02,1.21,1.19,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1719,1.94,1.89,1.04,1.16,1.25,1.14,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1720,2.05,1.97,1.08,1.21,1.51,1.13,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1721,2.1,2.08,1.07,0.89,1.38,1.16,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1722,1.6,1.82,1.07,1.14,0.99,1.04,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1723,2.29,2.2,1.01,1.11,0.9,1.13,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1724,2.24,2,0.93,1.19,0.86,0.96,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1725,1.76,1.54,0.66,1,0.64,0.66,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1726,1.63,1.32,0.4,0.66,0.54,0.53,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1727,2.35,1.95,0.55,1.09,0.74,0.64,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1728,2.24,1.79,0.5,0.83,0.72,0.67,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1729,2.24,1.82,0.67,0.97,0.84,0.94,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1730,2.13,1.68,0.6,0.82,0.77,0.83,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1731,2.63,2.03,0.71,0.82,0.78,0.86,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1732,2.82,2.41,0.86,1.02,0.83,0.97,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1733,3.09,2.59,1.04,1.48,1.02,1.1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1734,2.09,1.86,0.87,1.27,1,1.03,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1735,2.92,2.54,1.09,1.48,1.06,1.09,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1736,2.72,2.56,0.53,1.14,0.86,0.92,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1737,2.23,1.91,0.78,0.99,0.73,0.87,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1738,2.74,2.14,1.24,1.51,0.84,1.1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1739,0.86,0.68,0.62,0.77,1.19,1.33,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1740,0.71,0.52,0.82,1,0.82,0.75,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1741,0.71,0.65,0.67,0.83,0.75,0.74,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1742,0.91,0.87,0.75,0.94,0.86,0.82,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1743,1.06,1.02,0.69,0.87,0.85,0.89,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1744,1.08,0.95,0.54,0.83,0.84,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1745,1.34,1.29,0.6,0.74,0.97,0.95,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1746,1.53,NA,0.67,0.77,0.73,0.77,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1747,1.73,NA,0.77,0.92,0.85,0.84,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1748,NA,NA,0.67,1.16,0.88,0.87,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1749,NA,NA,0.76,1.28,0.81,0.82,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1750,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
