age_CE,CA2012_raw,CA2021_raw,CA2052_raw,CA2071_raw,CA2121_raw,CA2161_raw,CA2171_raw,CA2012_raw_outlier_flag,CA2021_raw_outlier_flag,CA2052_raw_outlier_flag,CA2071_raw_outlier_flag,CA2121_raw_outlier_flag,CA2161_raw_outlier_flag,CA2171_raw_outlier_flag
1776,0.76,0.63,0.81,0.65,0.78,0.6,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1777,0.67,0.52,0.7,0.64,0.65,0.51,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1778,0.66,0.63,0.67,0.65,0.8,0.58,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1779,0.69,0.77,0.74,0.65,0.78,0.63,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1780,0.72,0.69,0.81,0.7,0.77,0.61,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1781,0.63,0.6,0.73,0.67,0.73,0.53,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1782,0.71,0.63,0.79,0.67,0.76,0.61,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1783,0.72,0.59,0.75,0.62,0.77,0.63,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1784,0.76,0.63,0.76,0.7,0.81,0.7,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1785,0.69,0.51,0.75,0.65,0.75,0.6,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1786,0.73,0.55,0.71,0.62,0.72,0.61,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1787,0.68,0.64,0.77,0.69,0.71,0.46,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1788,0.67,0.54,0.78,0.67,0.72,0.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1789,0.7,0.6,0.75,0.71,0.73,0.63,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1790,0.65,0.57,0.75,0.62,0.66,0.56,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1791,0.67,0.64,0.76,0.65,0.81,0.68,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1792,0.62,0.61,0.78,0.68,0.77,0.65,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1793,0.62,0.62,0.74,0.6,0.77,0.66,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1794,0.54,0.55,0.67,0.53,0.64,0.64,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
1795,0.63,0.63,0.72,0.71,0.76,0.68,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1796,0.65,0.75,0.82,0.68,0.82,0.69,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1797,0.58,0.64,0.8,0.86,0.77,0.76,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1798,0.56,0.57,0.79,0.78,0.72,0.64,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1799,0.64,0.7,0.83,0.83,0.81,0.71,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1800,0.61,0.7,0.8,0.79,0.81,0.65,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1801,0.58,0.59,0.64,0.75,0.62,0.65,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1802,0.61,0.58,0.65,0.61,0.6,0.52,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1803,0.68,0.75,0.71,0.7,0.68,0.66,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1804,0.67,0.68,0.81,0.8,0.71,0.67,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1805,0.67,0.73,0.83,0.81,0.76,0.82,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1806,0.55,0.5,0.56,0.58,0.57,0.62,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1807,0.62,0.67,0.83,0.7,0.7,0.7,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1808,0.58,0.71,0.81,0.78,0.72,0.72,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1809,0.55,0.61,0.62,0.52,0.63,0.68,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
1810,0.62,0.65,0.68,0.72,0.7,0.75,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1811,0.63,0.56,0.73,0.72,0.72,0.68,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1812,0.7,0.63,0.86,0.77,0.79,0.73,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1813,0.68,0.58,0.8,0.75,0.63,0.67,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1814,0.64,0.67,0.78,0.77,0.81,0.68,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1815,0.64,0.69,0.83,0.84,0.75,0.75,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1816,0.62,0.62,0.77,0.82,0.82,0.72,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1817,0.58,0.68,0.81,0.79,0.82,0.65,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1818,0.64,0.64,0.8,0.76,0.83,0.72,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1819,0.57,0.64,0.73,0.69,0.71,0.72,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1820,0.65,0.64,0.7,0.68,0.76,0.68,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1821,0.62,0.61,0.73,0.77,0.66,0.69,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1822,0.72,0.65,0.79,0.83,0.72,0.77,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1823,0.63,0.62,0.7,0.77,0.53,0.59,0.74,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1824,0.68,0.6,0.73,0.75,0.65,0.73,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1825,0.63,0.58,0.78,0.79,0.71,0.72,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1826,0.55,0.55,0.76,0.77,0.75,0.72,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1827,0.58,0.57,0.75,0.81,0.75,0.76,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1828,0.57,0.65,0.78,0.73,0.87,0.74,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1829,0.68,0.7,0.82,0.73,0.87,0.77,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1830,0.57,0.61,0.73,0.71,0.75,0.71,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1831,0.52,0.65,0.78,0.69,0.79,0.68,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1832,0.57,0.73,0.81,0.73,0.8,0.82,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1833,0.82,0.66,0.77,0.68,0.73,0.73,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1834,0.72,0.67,0.82,0.72,0.75,0.75,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1835,0.78,0.64,0.79,0.75,0.72,0.7,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1836,0.79,0.63,0.82,0.76,0.8,0.78,0.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1837,0.7,0.6,0.79,0.67,0.74,0.68,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1838,0.63,0.59,0.74,0.65,0.75,0.64,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1839,0.63,0.58,0.79,0.7,0.8,0.68,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1840,0.7,0.61,0.76,0.69,0.73,0.67,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1841,0.65,0.64,0.78,0.73,0.72,0.71,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1842,0.57,0.6,0.73,0.65,0.78,0.69,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1843,0.67,0.68,0.81,0.72,0.77,0.79,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1844,0.64,0.66,0.78,0.67,0.75,0.66,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1845,0.64,0.62,0.72,0.66,0.81,0.64,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1846,0.66,0.65,0.73,0.69,0.73,0.66,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1847,0.63,0.81,0.8,0.72,0.77,0.77,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1848,0.48,0.63,0.72,0.68,0.7,0.6,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1849,0.71,0.73,0.7,0.75,0.77,0.61,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1850,0.7,0.7,0.76,0.73,0.75,0.73,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1851,0.7,0.76,0.8,0.73,0.79,0.66,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1852,0.73,0.72,0.81,0.77,0.84,0.65,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1853,0.62,0.76,0.87,0.87,0.77,0.58,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1854,0.71,0.73,0.87,0.8,0.79,0.6,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1855,0.68,0.78,0.85,0.79,0.78,0.64,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1856,0.66,0.79,0.86,0.73,0.8,0.68,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1857,0.59,0.78,0.91,0.76,0.78,0.7,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1858,0.66,0.77,0.89,0.76,0.79,0.63,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1859,0.68,0.76,0.63,0.69,0.79,0.67,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1860,0.49,0.82,0.8,0.69,0.76,0.67,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1861,0.53,0.72,0.79,0.67,0.63,0.66,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1862,0.55,0.78,0.77,0.65,0.76,0.61,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1863,0.48,0.73,0.78,0.67,0.77,0.63,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1864,0.61,0.81,0.79,0.63,0.81,0.63,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1865,0.52,0.56,0.66,0.62,0.68,0.64,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1866,0.56,0.8,0.84,0.71,0.85,0.62,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1867,0.55,0.79,0.81,0.69,0.82,0.63,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1868,0.77,0.85,0.9,0.7,0.79,0.78,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1869,0.74,0.77,0.87,0.7,0.76,0.68,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1870,0.59,0.73,0.88,0.69,0.69,0.68,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1871,0.71,0.67,0.78,0.67,0.73,0.71,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1872,0.52,0.63,0.79,0.68,0.75,0.55,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1873,0.58,0.63,0.88,0.74,0.77,0.73,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1874,0.61,0.67,0.84,0.69,0.77,0.72,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1875,0.75,0.66,0.82,0.71,0.75,0.65,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1876,0.67,0.58,0.78,0.66,0.68,0.57,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1877,0.77,0.64,0.89,0.71,0.72,0.64,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1878,0.74,0.63,0.9,0.75,0.79,0.62,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1879,0.63,0.71,0.8,0.76,0.84,0.76,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1880,0.63,0.64,0.82,0.67,0.64,0.67,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1881,0.58,0.72,0.87,0.82,0.73,0.73,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1882,0.65,0.68,0.84,0.78,0.75,0.68,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1883,0.7,0.73,0.93,0.79,0.75,0.8,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1884,0.66,0.7,0.86,0.8,0.75,0.78,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1885,0.65,0.76,0.87,0.9,0.8,0.83,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1886,0.61,0.69,0.82,0.83,0.72,0.68,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1887,0.6,0.63,0.78,0.82,0.7,0.68,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1888,0.63,0.74,0.81,0.84,0.7,0.73,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1889,0.62,0.72,0.81,0.84,0.75,0.65,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1890,0.58,0.65,0.81,0.8,0.74,0.64,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1891,0.63,0.64,0.81,0.77,0.72,0.7,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1892,0.65,0.64,0.86,0.81,0.76,0.67,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1893,0.45,0.45,0.64,0.59,0.67,0.64,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1894,0.54,0.46,0.76,0.76,0.67,0.67,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1895,0.63,0.63,0.75,0.71,0.66,0.67,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1896,0.7,0.7,0.89,0.8,0.76,0.72,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1897,0.64,0.38,0.86,0.75,0.7,0.65,0.72,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1898,0.74,0.79,0.79,0.84,0.79,0.64,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1899,0.66,0.66,0.75,0.79,0.74,0.55,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1900,0.65,0.82,0.86,0.87,0.78,0.67,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1901,0.66,0.74,0.8,0.8,0.75,0.67,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1902,0.7,0.77,0.8,0.77,0.65,0.64,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1903,0.63,0.67,0.7,0.8,0.69,0.56,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1904,0.72,0.77,0.81,0.85,0.74,0.63,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1905,0.73,0.77,0.78,0.78,0.68,0.63,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1906,0.78,0.76,0.83,0.81,0.77,0.67,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1907,0.72,0.71,0.75,0.84,0.72,0.63,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1908,0.7,0.72,0.68,0.78,0.67,0.64,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1909,0.71,0.62,0.78,0.82,0.68,0.62,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1910,0.76,0.77,0.81,0.86,0.68,0.7,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1911,0.67,0.63,0.74,0.75,0.75,0.55,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1912,0.73,0.74,0.77,0.81,0.74,0.68,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1913,0.72,0.68,0.75,0.82,0.76,0.62,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1914,0.7,0.74,0.76,0.8,0.82,0.7,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1915,0.64,0.76,0.78,0.87,0.85,0.63,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1916,0.72,0.71,0.79,0.86,0.77,0.71,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1917,0.66,0.61,0.76,0.8,0.82,0.67,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1918,0.68,0.64,0.85,0.87,0.78,0.68,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1919,0.71,0.69,0.78,0.83,0.8,0.75,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1920,0.62,0.63,0.79,0.78,0.8,0.68,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1921,0.68,0.47,0.82,0.81,0.74,0.73,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1922,0.7,0.63,0.79,0.8,0.75,0.64,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,0.76,0.72,0.78,0.8,0.79,0.68,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1924,0.79,0.69,0.86,0.87,0.76,0.65,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,0.74,0.65,0.87,0.85,0.8,0.67,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,0.78,0.7,0.86,0.83,0.75,0.7,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,0.72,0.69,0.87,0.8,0.76,0.71,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1928,0.78,0.8,0.9,0.86,0.78,0.73,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,0.71,0.73,0.86,0.81,0.7,0.65,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,0.75,0.74,0.87,0.86,0.75,0.66,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1931,0.75,0.75,0.82,0.83,0.79,0.61,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1932,0.73,0.47,0.83,0.84,0.79,0.61,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1933,0.62,0.62,0.74,0.76,0.67,0.6,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1934,0.77,0.75,0.87,0.89,0.83,0.77,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1935,0.71,0.7,0.87,0.82,0.72,0.65,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1936,0.77,0.72,0.86,0.81,0.77,0.78,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1937,0.73,0.68,0.84,0.83,0.73,0.67,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1938,0.75,0.72,0.88,0.8,0.76,0.78,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1939,0.79,0.55,0.73,0.81,0.8,0.73,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1940,0.7,0.68,0.77,0.8,0.82,0.74,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1941,0.71,0.63,0.79,0.85,0.67,0.62,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,0.72,0.76,0.82,0.86,0.81,0.58,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,0.77,0.71,0.81,0.75,0.72,0.66,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1944,0.75,0.67,0.86,0.77,0.77,0.63,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,0.7,0.63,0.87,0.72,0.75,0.63,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,0.72,0.75,0.81,0.82,0.79,0.67,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,0.76,0.7,0.82,0.83,0.76,0.71,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,0.65,0.57,0.78,0.88,0.71,0.6,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,0.72,0.78,0.82,0.82,0.78,0.65,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,0.76,0.74,0.91,0.82,0.76,0.7,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,0.71,0.74,0.87,0.88,0.81,0.62,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,0.7,0.76,0.95,0.86,0.82,0.63,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,0.69,0.66,0.82,0.85,0.75,0.63,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,0.72,0.56,0.8,0.82,0.71,0.6,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,0.5,0.63,0.6,0.77,0.64,0.63,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,0.71,0.67,0.79,0.85,0.67,0.71,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,0.72,0.68,0.8,0.82,0.63,0.64,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,0.65,0.67,0.77,0.81,0.7,0.75,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,0.51,0.5,0.7,0.71,0.72,0.57,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,0.66,0.68,0.77,0.79,0.86,0.67,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,0.53,0.72,0.69,0.78,0.77,0.69,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,0.41,0.75,0.58,0.81,0.71,0.64,0.72,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,0.49,0.78,0.78,0.78,0.78,0.75,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,0.5,0.7,0.66,0.75,0.7,0.55,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,0.61,0.76,0.71,0.78,0.73,0.69,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
