age_CE,AGU01A_raw,AGU01B_raw,AGU02A_raw,AGU02B_raw,AGU03A_raw,AGU03B_raw,AGU04A_raw,AGU04B_raw,AGU13A_raw,AGU14A_raw,AGU14B_raw,TRJ01C_raw,TRJ01D_raw,TRJ02C_raw,TRJ10A_raw,TRJ12A_raw,TRJ12B_raw,TRJ12C_raw,TRJ14B_raw,TRJ16A_raw,TRJ16C_raw,TRJ16B_raw,TRJ19A_raw,TRJ20A_raw,TRJ20B_raw,TRJ21A_raw,TRJ21B_raw,TRJ22A_raw,TRJ23A_raw,TRJ24A_raw,TRJ25A_raw,TRJ27A_raw,TRJ28A_raw,TRJ28B_raw,TRJ29A_raw,TRJ30A_raw,TRJ33A_raw,TRJ34B_raw,TRJ35C_raw,TRJ38A_raw,TRJ38B_raw,TRJ01B_raw,AGU01A_raw_outlier_flag,AGU01B_raw_outlier_flag,AGU02A_raw_outlier_flag,AGU02B_raw_outlier_flag,AGU03A_raw_outlier_flag,AGU03B_raw_outlier_flag,AGU04A_raw_outlier_flag,AGU04B_raw_outlier_flag,AGU13A_raw_outlier_flag,AGU14A_raw_outlier_flag,AGU14B_raw_outlier_flag,TRJ01C_raw_outlier_flag,TRJ01D_raw_outlier_flag,TRJ02C_raw_outlier_flag,TRJ10A_raw_outlier_flag,TRJ12A_raw_outlier_flag,TRJ12B_raw_outlier_flag,TRJ12C_raw_outlier_flag,TRJ14B_raw_outlier_flag,TRJ16A_raw_outlier_flag,TRJ16C_raw_outlier_flag,TRJ16B_raw_outlier_flag,TRJ19A_raw_outlier_flag,TRJ20A_raw_outlier_flag,TRJ20B_raw_outlier_flag,TRJ21A_raw_outlier_flag,TRJ21B_raw_outlier_flag,TRJ22A_raw_outlier_flag,TRJ23A_raw_outlier_flag,TRJ24A_raw_outlier_flag,TRJ25A_raw_outlier_flag,TRJ27A_raw_outlier_flag,TRJ28A_raw_outlier_flag,TRJ28B_raw_outlier_flag,TRJ29A_raw_outlier_flag,TRJ30A_raw_outlier_flag,TRJ33A_raw_outlier_flag,TRJ34B_raw_outlier_flag,TRJ35C_raw_outlier_flag,TRJ38A_raw_outlier_flag,TRJ38B_raw_outlier_flag,TRJ01B_raw_outlier_flag
540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.21,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,0.14,1.22,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.09,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,0.22,1.85,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.18,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,0.28,1.14,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.2,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,0.41,1.8,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.35,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,0.62,1.22,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.29,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,0.15,0.67,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.45,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,0.13,0.51,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.31,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,0.19,0.87,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.38,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,0.19,1.15,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.06,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,0.02,0.3,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.38,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,0.17,0.4,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.43,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,0.17,0.53,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.7,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,0.08,0.39,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.18,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,0.05,0.11,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.66,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,0.11,0.49,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,1.06,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0.05,0.9,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,1.06,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.02,1.08,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.98,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,0.1,1.64,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,1.12,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,0.2,1.56,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.57,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,0.09,0.77,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.09,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,0.36,0.1,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.53,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,0.24,1.07,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.58,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0.03,0.61,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.19,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,0,0.19,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.65,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,0.24,0.7,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.57,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,0.16,0.84,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.76,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,0.01,1.29,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.95,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,0.07,1.13,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.54,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0.03,0.39,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.85,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,0.21,0.78,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.9,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,0.22,0.75,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,1.03,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.34,1.62,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.93,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,0.31,1.1,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
