"","years","Tag","Long","Lat","Ring_width(mm)","speciesfull","species"
"12524",1995,"BNF0720131200DF",-107.5731936,44.81219299,3.348,"Pseudotsuga menziesii","PSME"
"12525",1996,"BNF0720131200DF",-107.5731936,44.81219299,1.763,"Pseudotsuga menziesii","PSME"
"12526",1997,"BNF0720131200DF",-107.5731936,44.81219299,2.761,"Pseudotsuga menziesii","PSME"
"12527",1998,"BNF0720131200DF",-107.5731936,44.81219299,4.206,"Pseudotsuga menziesii","PSME"
"12528",1999,"BNF0720131200DF",-107.5731936,44.81219299,3.653,"Pseudotsuga menziesii","PSME"
"12529",2000,"BNF0720131200DF",-107.5731936,44.81219299,3.328,"Pseudotsuga menziesii","PSME"
"12530",2001,"BNF0720131200DF",-107.5731936,44.81219299,1.477,"Pseudotsuga menziesii","PSME"
"12531",2002,"BNF0720131200DF",-107.5731936,44.81219299,1.599,"Pseudotsuga menziesii","PSME"
"12532",2003,"BNF0720131200DF",-107.5731936,44.81219299,2.876,"Pseudotsuga menziesii","PSME"
"12533",2004,"BNF0720131200DF",-107.5731936,44.81219299,2.261,"Pseudotsuga menziesii","PSME"
"12534",2005,"BNF0720131200DF",-107.5731936,44.81219299,3.656,"Pseudotsuga menziesii","PSME"
"12535",2006,"BNF0720131200DF",-107.5731936,44.81219299,3.472,"Pseudotsuga menziesii","PSME"
"12536",2007,"BNF0720131200DF",-107.5731936,44.81219299,3.313,"Pseudotsuga menziesii","PSME"
"12537",2008,"BNF0720131200DF",-107.5731936,44.81219299,2.844,"Pseudotsuga menziesii","PSME"
"12538",2009,"BNF0720131200DF",-107.5731936,44.81219299,3.901,"Pseudotsuga menziesii","PSME"
"12539",2010,"BNF0720131200DF",-107.5731936,44.81219299,3.238,"Pseudotsuga menziesii","PSME"
"12540",2011,"BNF0720131200DF",-107.5731936,44.81219299,3.201,"Pseudotsuga menziesii","PSME"
"12541",1992,"BNF0723131005DF",-107.7255681,44.99132501,2.597,"Pseudotsuga menziesii","PSME"
"12542",1993,"BNF0723131005DF",-107.7255681,44.99132501,2.002,"Pseudotsuga menziesii","PSME"
"12543",1994,"BNF0723131005DF",-107.7255681,44.99132501,1.645,"Pseudotsuga menziesii","PSME"
"12544",1995,"BNF0723131005DF",-107.7255681,44.99132501,1.887,"Pseudotsuga menziesii","PSME"
"12545",1996,"BNF0723131005DF",-107.7255681,44.99132501,2.256,"Pseudotsuga menziesii","PSME"
"12546",1997,"BNF0723131005DF",-107.7255681,44.99132501,1.947,"Pseudotsuga menziesii","PSME"
"12547",1998,"BNF0723131005DF",-107.7255681,44.99132501,1.801,"Pseudotsuga menziesii","PSME"
"12548",1999,"BNF0723131005DF",-107.7255681,44.99132501,1.766,"Pseudotsuga menziesii","PSME"
"12549",2000,"BNF0723131005DF",-107.7255681,44.99132501,2.062,"Pseudotsuga menziesii","PSME"
"12550",2001,"BNF0723131005DF",-107.7255681,44.99132501,1.437,"Pseudotsuga menziesii","PSME"
"12551",2002,"BNF0723131005DF",-107.7255681,44.99132501,1.232,"Pseudotsuga menziesii","PSME"
"12552",2003,"BNF0723131005DF",-107.7255681,44.99132501,1.547,"Pseudotsuga menziesii","PSME"
"12553",2004,"BNF0723131005DF",-107.7255681,44.99132501,0.795,"Pseudotsuga menziesii","PSME"
"12554",2005,"BNF0723131005DF",-107.7255681,44.99132501,1.162,"Pseudotsuga menziesii","PSME"
"12555",2006,"BNF0723131005DF",-107.7255681,44.99132501,1.104,"Pseudotsuga menziesii","PSME"
"12556",2007,"BNF0723131005DF",-107.7255681,44.99132501,1.199,"Pseudotsuga menziesii","PSME"
"12557",2008,"BNF0723131005DF",-107.7255681,44.99132501,1.154,"Pseudotsuga menziesii","PSME"
"12558",2009,"BNF0723131005DF",-107.7255681,44.99132501,1.278,"Pseudotsuga menziesii","PSME"
"12559",2010,"BNF0723131005DF",-107.7255681,44.99132501,1.103,"Pseudotsuga menziesii","PSME"
"12560",2011,"BNF0723131005DF",-107.7255681,44.99132501,1.083,"Pseudotsuga menziesii","PSME"
"12561",1992,"BNF0723131456DF",-107.7375611,44.9978164,1.956,"Pseudotsuga menziesii","PSME"
"12562",1993,"BNF0723131456DF",-107.7375611,44.9978164,1.132,"Pseudotsuga menziesii","PSME"
"12563",1994,"BNF0723131456DF",-107.7375611,44.9978164,1.652,"Pseudotsuga menziesii","PSME"
"12564",1995,"BNF0723131456DF",-107.7375611,44.9978164,1.569,"Pseudotsuga menziesii","PSME"
"12565",1996,"BNF0723131456DF",-107.7375611,44.9978164,2.47,"Pseudotsuga menziesii","PSME"
"12566",1997,"BNF0723131456DF",-107.7375611,44.9978164,2.169,"Pseudotsuga menziesii","PSME"
"12567",1998,"BNF0723131456DF",-107.7375611,44.9978164,2.268,"Pseudotsuga menziesii","PSME"
"12568",1999,"BNF0723131456DF",-107.7375611,44.9978164,2.284,"Pseudotsuga menziesii","PSME"
"12569",2000,"BNF0723131456DF",-107.7375611,44.9978164,1.87,"Pseudotsuga menziesii","PSME"
"12570",2001,"BNF0723131456DF",-107.7375611,44.9978164,1.486,"Pseudotsuga menziesii","PSME"
"12571",2002,"BNF0723131456DF",-107.7375611,44.9978164,1.065,"Pseudotsuga menziesii","PSME"
"12572",2003,"BNF0723131456DF",-107.7375611,44.9978164,1.681,"Pseudotsuga menziesii","PSME"
"12573",2004,"BNF0723131456DF",-107.7375611,44.9978164,1.493,"Pseudotsuga menziesii","PSME"
"12574",2005,"BNF0723131456DF",-107.7375611,44.9978164,1.591,"Pseudotsuga menziesii","PSME"
"12575",2006,"BNF0723131456DF",-107.7375611,44.9978164,1.258,"Pseudotsuga menziesii","PSME"
"12576",2007,"BNF0723131456DF",-107.7375611,44.9978164,1.41,"Pseudotsuga menziesii","PSME"
"12577",2008,"BNF0723131456DF",-107.7375611,44.9978164,1.058,"Pseudotsuga menziesii","PSME"
"12578",2009,"BNF0723131456DF",-107.7375611,44.9978164,1.287,"Pseudotsuga menziesii","PSME"
"12579",2010,"BNF0723131456DF",-107.7375611,44.9978164,1.586,"Pseudotsuga menziesii","PSME"
"12580",2011,"BNF0723131456DF",-107.7375611,44.9978164,1.438,"Pseudotsuga menziesii","PSME"
"12581",1992,"BNF0723131605DF",-107.9092322,44.97096505,1.542,"Pseudotsuga menziesii","PSME"
"12582",1993,"BNF0723131605DF",-107.9092322,44.97096505,1.643,"Pseudotsuga menziesii","PSME"
"12583",1994,"BNF0723131605DF",-107.9092322,44.97096505,1.609,"Pseudotsuga menziesii","PSME"
"12584",1995,"BNF0723131605DF",-107.9092322,44.97096505,1.165,"Pseudotsuga menziesii","PSME"
"12585",1996,"BNF0723131605DF",-107.9092322,44.97096505,1.158,"Pseudotsuga menziesii","PSME"
"12586",1997,"BNF0723131605DF",-107.9092322,44.97096505,1.212,"Pseudotsuga menziesii","PSME"
"12587",1998,"BNF0723131605DF",-107.9092322,44.97096505,1.408,"Pseudotsuga menziesii","PSME"
"12588",1999,"BNF0723131605DF",-107.9092322,44.97096505,1.176,"Pseudotsuga menziesii","PSME"
"12589",2000,"BNF0723131605DF",-107.9092322,44.97096505,0.928,"Pseudotsuga menziesii","PSME"
"12590",2001,"BNF0723131605DF",-107.9092322,44.97096505,0.46,"Pseudotsuga menziesii","PSME"
"12591",2002,"BNF0723131605DF",-107.9092322,44.97096505,0.337,"Pseudotsuga menziesii","PSME"
"12592",2003,"BNF0723131605DF",-107.9092322,44.97096505,0.518,"Pseudotsuga menziesii","PSME"
"12593",2004,"BNF0723131605DF",-107.9092322,44.97096505,0.508,"Pseudotsuga menziesii","PSME"
"12594",2005,"BNF0723131605DF",-107.9092322,44.97096505,0.674,"Pseudotsuga menziesii","PSME"
"12595",2006,"BNF0723131605DF",-107.9092322,44.97096505,0.632,"Pseudotsuga menziesii","PSME"
"12596",2007,"BNF0723131605DF",-107.9092322,44.97096505,1.157,"Pseudotsuga menziesii","PSME"
"12597",2008,"BNF0723131605DF",-107.9092322,44.97096505,0.876,"Pseudotsuga menziesii","PSME"
"12598",2009,"BNF0723131605DF",-107.9092322,44.97096505,1.143,"Pseudotsuga menziesii","PSME"
"12599",2010,"BNF0723131605DF",-107.9092322,44.97096505,1.101,"Pseudotsuga menziesii","PSME"
"12600",2011,"BNF0723131605DF",-107.9092322,44.97096505,1.299,"Pseudotsuga menziesii","PSME"
"12601",1992,"BNF0726131330DF",-106.8540447,44.18599877,1.883,"Pseudotsuga menziesii","PSME"
"12602",1993,"BNF0726131330DF",-106.8540447,44.18599877,2.163,"Pseudotsuga menziesii","PSME"
"12603",1994,"BNF0726131330DF",-106.8540447,44.18599877,1.02,"Pseudotsuga menziesii","PSME"
"12604",1995,"BNF0726131330DF",-106.8540447,44.18599877,1.516,"Pseudotsuga menziesii","PSME"
"12605",1996,"BNF0726131330DF",-106.8540447,44.18599877,1.064,"Pseudotsuga menziesii","PSME"
"12606",1997,"BNF0726131330DF",-106.8540447,44.18599877,1.272,"Pseudotsuga menziesii","PSME"
"12607",1998,"BNF0726131330DF",-106.8540447,44.18599877,1.772,"Pseudotsuga menziesii","PSME"
"12608",1999,"BNF0726131330DF",-106.8540447,44.18599877,1.734,"Pseudotsuga menziesii","PSME"
"12609",2000,"BNF0726131330DF",-106.8540447,44.18599877,1.03,"Pseudotsuga menziesii","PSME"
"12610",2001,"BNF0726131330DF",-106.8540447,44.18599877,0.136,"Pseudotsuga menziesii","PSME"
"12611",2002,"BNF0726131330DF",-106.8540447,44.18599877,0.346,"Pseudotsuga menziesii","PSME"
"12612",2003,"BNF0726131330DF",-106.8540447,44.18599877,0.834,"Pseudotsuga menziesii","PSME"
"12613",2004,"BNF0726131330DF",-106.8540447,44.18599877,0.484,"Pseudotsuga menziesii","PSME"
"12614",2005,"BNF0726131330DF",-106.8540447,44.18599877,0.878,"Pseudotsuga menziesii","PSME"
"12615",2006,"BNF0726131330DF",-106.8540447,44.18599877,0.334,"Pseudotsuga menziesii","PSME"
"12616",2007,"BNF0726131330DF",-106.8540447,44.18599877,0.691,"Pseudotsuga menziesii","PSME"
"12617",2008,"BNF0726131330DF",-106.8540447,44.18599877,0.998,"Pseudotsuga menziesii","PSME"
"12618",2009,"BNF0726131330DF",-106.8540447,44.18599877,0.94,"Pseudotsuga menziesii","PSME"
"12619",2010,"BNF0726131330DF",-106.8540447,44.18599877,0.955,"Pseudotsuga menziesii","PSME"
"12620",2011,"BNF0726131330DF",-106.8540447,44.18599877,0.878,"Pseudotsuga menziesii","PSME"
"12621",1992,"BNF0726131427DF",-107.7445715,44.97033614,2.099,"Pseudotsuga menziesii","PSME"
"12622",1993,"BNF0726131427DF",-107.7445715,44.97033614,2.38,"Pseudotsuga menziesii","PSME"
"12623",1994,"BNF0726131427DF",-107.7445715,44.97033614,2.499,"Pseudotsuga menziesii","PSME"
"12624",1995,"BNF0726131427DF",-107.7445715,44.97033614,2.105,"Pseudotsuga menziesii","PSME"
"12625",1996,"BNF0726131427DF",-107.7445715,44.97033614,1.824,"Pseudotsuga menziesii","PSME"
"12626",1997,"BNF0726131427DF",-107.7445715,44.97033614,2.527,"Pseudotsuga menziesii","PSME"
"12627",1998,"BNF0726131427DF",-107.7445715,44.97033614,2.538,"Pseudotsuga menziesii","PSME"
"12628",1999,"BNF0726131427DF",-107.7445715,44.97033614,2.321,"Pseudotsuga menziesii","PSME"
"12629",2000,"BNF0726131427DF",-107.7445715,44.97033614,1.968,"Pseudotsuga menziesii","PSME"
"12630",2001,"BNF0726131427DF",-107.7445715,44.97033614,1.33,"Pseudotsuga menziesii","PSME"
"12631",2002,"BNF0726131427DF",-107.7445715,44.97033614,1.141,"Pseudotsuga menziesii","PSME"
"12632",2003,"BNF0726131427DF",-107.7445715,44.97033614,1.267,"Pseudotsuga menziesii","PSME"
"12633",2004,"BNF0726131427DF",-107.7445715,44.97033614,1.172,"Pseudotsuga menziesii","PSME"
"12634",2005,"BNF0726131427DF",-107.7445715,44.97033614,1.817,"Pseudotsuga menziesii","PSME"
"12635",2006,"BNF0726131427DF",-107.7445715,44.97033614,1.434,"Pseudotsuga menziesii","PSME"
"12636",2007,"BNF0726131427DF",-107.7445715,44.97033614,1.679,"Pseudotsuga menziesii","PSME"
"12637",2008,"BNF0726131427DF",-107.7445715,44.97033614,1.289,"Pseudotsuga menziesii","PSME"
"12638",2009,"BNF0726131427DF",-107.7445715,44.97033614,1.567,"Pseudotsuga menziesii","PSME"
"12639",2010,"BNF0726131427DF",-107.7445715,44.97033614,1.456,"Pseudotsuga menziesii","PSME"
"12640",2011,"BNF0726131427DF",-107.7445715,44.97033614,1.433,"Pseudotsuga menziesii","PSME"
"12641",1992,"BNF0726131619DF",-107.7433269,44.97162634,1.056,"Pseudotsuga menziesii","PSME"
"12642",1993,"BNF0726131619DF",-107.7433269,44.97162634,1.418,"Pseudotsuga menziesii","PSME"
"12643",1994,"BNF0726131619DF",-107.7433269,44.97162634,1.316,"Pseudotsuga menziesii","PSME"
"12644",1995,"BNF0726131619DF",-107.7433269,44.97162634,1.7,"Pseudotsuga menziesii","PSME"
"12645",1996,"BNF0726131619DF",-107.7433269,44.97162634,0.776,"Pseudotsuga menziesii","PSME"
"12646",1997,"BNF0726131619DF",-107.7433269,44.97162634,0.979,"Pseudotsuga menziesii","PSME"
"12647",1998,"BNF0726131619DF",-107.7433269,44.97162634,1.014,"Pseudotsuga menziesii","PSME"
"12648",1999,"BNF0726131619DF",-107.7433269,44.97162634,1.037,"Pseudotsuga menziesii","PSME"
"12649",2000,"BNF0726131619DF",-107.7433269,44.97162634,0.895,"Pseudotsuga menziesii","PSME"
"12650",2001,"BNF0726131619DF",-107.7433269,44.97162634,0.74,"Pseudotsuga menziesii","PSME"
"12651",2002,"BNF0726131619DF",-107.7433269,44.97162634,0.692,"Pseudotsuga menziesii","PSME"
"12652",2003,"BNF0726131619DF",-107.7433269,44.97162634,0.988,"Pseudotsuga menziesii","PSME"
"12653",2004,"BNF0726131619DF",-107.7433269,44.97162634,0.938,"Pseudotsuga menziesii","PSME"
"12654",2005,"BNF0726131619DF",-107.7433269,44.97162634,1.381,"Pseudotsuga menziesii","PSME"
"12655",2006,"BNF0726131619DF",-107.7433269,44.97162634,1.458,"Pseudotsuga menziesii","PSME"
"12656",2007,"BNF0726131619DF",-107.7433269,44.97162634,1.538,"Pseudotsuga menziesii","PSME"
"12657",2008,"BNF0726131619DF",-107.7433269,44.97162634,1.534,"Pseudotsuga menziesii","PSME"
"12658",2009,"BNF0726131619DF",-107.7433269,44.97162634,1.603,"Pseudotsuga menziesii","PSME"
"12659",2010,"BNF0726131619DF",-107.7433269,44.97162634,1.575,"Pseudotsuga menziesii","PSME"
"12660",2011,"BNF0726131619DF",-107.7433269,44.97162634,1.325,"Pseudotsuga menziesii","PSME"
"12661",1992,"BNF0728131556DF",-107.3483521,44.8461715,1.191,"Pseudotsuga menziesii","PSME"
"12662",1993,"BNF0728131556DF",-107.3483521,44.8461715,1.768,"Pseudotsuga menziesii","PSME"
"12663",1994,"BNF0728131556DF",-107.3483521,44.8461715,1.558,"Pseudotsuga menziesii","PSME"
"12664",1995,"BNF0728131556DF",-107.3483521,44.8461715,1.331,"Pseudotsuga menziesii","PSME"
"12665",1996,"BNF0728131556DF",-107.3483521,44.8461715,1.371,"Pseudotsuga menziesii","PSME"
"12666",1997,"BNF0728131556DF",-107.3483521,44.8461715,1.063,"Pseudotsuga menziesii","PSME"
"12667",1998,"BNF0728131556DF",-107.3483521,44.8461715,1.004,"Pseudotsuga menziesii","PSME"
"12668",1999,"BNF0728131556DF",-107.3483521,44.8461715,0.948,"Pseudotsuga menziesii","PSME"
"12669",2000,"BNF0728131556DF",-107.3483521,44.8461715,1.057,"Pseudotsuga menziesii","PSME"
"12670",2001,"BNF0728131556DF",-107.3483521,44.8461715,0.485,"Pseudotsuga menziesii","PSME"
"12671",2002,"BNF0728131556DF",-107.3483521,44.8461715,0.4,"Pseudotsuga menziesii","PSME"
"12672",2003,"BNF0728131556DF",-107.3483521,44.8461715,0.436,"Pseudotsuga menziesii","PSME"
"12673",2004,"BNF0728131556DF",-107.3483521,44.8461715,0.264,"Pseudotsuga menziesii","PSME"
"12674",2005,"BNF0728131556DF",-107.3483521,44.8461715,0.516,"Pseudotsuga menziesii","PSME"
"12675",2006,"BNF0728131556DF",-107.3483521,44.8461715,0.303,"Pseudotsuga menziesii","PSME"
"12676",2007,"BNF0728131556DF",-107.3483521,44.8461715,0.506,"Pseudotsuga menziesii","PSME"
"12677",2008,"BNF0728131556DF",-107.3483521,44.8461715,0.436,"Pseudotsuga menziesii","PSME"
"12678",2009,"BNF0728131556DF",-107.3483521,44.8461715,0.488,"Pseudotsuga menziesii","PSME"
"12679",2010,"BNF0728131556DF",-107.3483521,44.8461715,0.539,"Pseudotsuga menziesii","PSME"
"12680",2011,"BNF0728131556DF",-107.3483521,44.8461715,0.496,"Pseudotsuga menziesii","PSME"
"12681",1992,"GNP0717120850DF",-113.6264095,48.67222879,1.033,"Pseudotsuga menziesii","PSME"
"12682",1993,"GNP0717120850DF",-113.6264095,48.67222879,1.283,"Pseudotsuga menziesii","PSME"
"12683",1994,"GNP0717120850DF",-113.6264095,48.67222879,1.29,"Pseudotsuga menziesii","PSME"
"12684",1995,"GNP0717120850DF",-113.6264095,48.67222879,0.775,"Pseudotsuga menziesii","PSME"
"12685",1996,"GNP0717120850DF",-113.6264095,48.67222879,0.722,"Pseudotsuga menziesii","PSME"
"12686",1997,"GNP0717120850DF",-113.6264095,48.67222879,0.818,"Pseudotsuga menziesii","PSME"
"12687",1998,"GNP0717120850DF",-113.6264095,48.67222879,1.272,"Pseudotsuga menziesii","PSME"
"12688",1999,"GNP0717120850DF",-113.6264095,48.67222879,0.861,"Pseudotsuga menziesii","PSME"
"12689",2000,"GNP0717120850DF",-113.6264095,48.67222879,1.4,"Pseudotsuga menziesii","PSME"
"12690",2001,"GNP0717120850DF",-113.6264095,48.67222879,0.897,"Pseudotsuga menziesii","PSME"
"12691",2002,"GNP0717120850DF",-113.6264095,48.67222879,0.935,"Pseudotsuga menziesii","PSME"
"12692",2003,"GNP0717120850DF",-113.6264095,48.67222879,1.194,"Pseudotsuga menziesii","PSME"
"12693",2004,"GNP0717120850DF",-113.6264095,48.67222879,0.895,"Pseudotsuga menziesii","PSME"
"12694",2005,"GNP0717120850DF",-113.6264095,48.67222879,1.009,"Pseudotsuga menziesii","PSME"
"12695",2006,"GNP0717120850DF",-113.6264095,48.67222879,1.137,"Pseudotsuga menziesii","PSME"
"12696",2007,"GNP0717120850DF",-113.6264095,48.67222879,1.469,"Pseudotsuga menziesii","PSME"
"12697",2008,"GNP0717120850DF",-113.6264095,48.67222879,1.732,"Pseudotsuga menziesii","PSME"
"12698",2009,"GNP0717120850DF",-113.6264095,48.67222879,1.759,"Pseudotsuga menziesii","PSME"
"12699",2010,"GNP0717120850DF",-113.6264095,48.67222879,1.666,"Pseudotsuga menziesii","PSME"
"12700",2011,"GNP0717120850DF",-113.6264095,48.67222879,0.684,"Pseudotsuga menziesii","PSME"
"12701",1992,"GNP0720121336DF",-113.6491997,48.66254727,3.196,"Pseudotsuga menziesii","PSME"
"12702",1993,"GNP0720121336DF",-113.6491997,48.66254727,2.849,"Pseudotsuga menziesii","PSME"
"12703",1994,"GNP0720121336DF",-113.6491997,48.66254727,2.347,"Pseudotsuga menziesii","PSME"
"12704",1995,"GNP0720121336DF",-113.6491997,48.66254727,2.142,"Pseudotsuga menziesii","PSME"
"12705",1996,"GNP0720121336DF",-113.6491997,48.66254727,1.794,"Pseudotsuga menziesii","PSME"
"12706",1997,"GNP0720121336DF",-113.6491997,48.66254727,2,"Pseudotsuga menziesii","PSME"
"12707",1998,"GNP0720121336DF",-113.6491997,48.66254727,2.776,"Pseudotsuga menziesii","PSME"
"12708",1999,"GNP0720121336DF",-113.6491997,48.66254727,2.375,"Pseudotsuga menziesii","PSME"
"12709",2000,"GNP0720121336DF",-113.6491997,48.66254727,3.323,"Pseudotsuga menziesii","PSME"
"12710",2001,"GNP0720121336DF",-113.6491997,48.66254727,2.148,"Pseudotsuga menziesii","PSME"
"12711",2002,"GNP0720121336DF",-113.6491997,48.66254727,1.865,"Pseudotsuga menziesii","PSME"
"12712",2003,"GNP0720121336DF",-113.6491997,48.66254727,2.133,"Pseudotsuga menziesii","PSME"
"12713",2004,"GNP0720121336DF",-113.6491997,48.66254727,2.618,"Pseudotsuga menziesii","PSME"
"12714",2005,"GNP0720121336DF",-113.6491997,48.66254727,2.735,"Pseudotsuga menziesii","PSME"
"12715",2006,"GNP0720121336DF",-113.6491997,48.66254727,2.407,"Pseudotsuga menziesii","PSME"
"12716",2007,"GNP0720121336DF",-113.6491997,48.66254727,2.23,"Pseudotsuga menziesii","PSME"
"12717",2008,"GNP0720121336DF",-113.6491997,48.66254727,1.585,"Pseudotsuga menziesii","PSME"
"12718",2009,"GNP0720121336DF",-113.6491997,48.66254727,1.277,"Pseudotsuga menziesii","PSME"
"12719",2010,"GNP0720121336DF",-113.6491997,48.66254727,1.516,"Pseudotsuga menziesii","PSME"
"12720",2011,"GNP0720121336DF",-113.6491997,48.66254727,0.717,"Pseudotsuga menziesii","PSME"
"12721",1992,"GNP0726121418DF",-113.4347345,48.59452236,2.534,"Pseudotsuga menziesii","PSME"
"12722",1993,"GNP0726121418DF",-113.4347345,48.59452236,3.377,"Pseudotsuga menziesii","PSME"
"12723",1994,"GNP0726121418DF",-113.4347345,48.59452236,3.159,"Pseudotsuga menziesii","PSME"
"12724",1995,"GNP0726121418DF",-113.4347345,48.59452236,3.208,"Pseudotsuga menziesii","PSME"
"12725",1996,"GNP0726121418DF",-113.4347345,48.59452236,2.235,"Pseudotsuga menziesii","PSME"
"12726",1997,"GNP0726121418DF",-113.4347345,48.59452236,2.124,"Pseudotsuga menziesii","PSME"
"12727",1998,"GNP0726121418DF",-113.4347345,48.59452236,4.002,"Pseudotsuga menziesii","PSME"
"12728",1999,"GNP0726121418DF",-113.4347345,48.59452236,2.973,"Pseudotsuga menziesii","PSME"
"12729",2000,"GNP0726121418DF",-113.4347345,48.59452236,3.111,"Pseudotsuga menziesii","PSME"
"12730",2001,"GNP0726121418DF",-113.4347345,48.59452236,2.913,"Pseudotsuga menziesii","PSME"
"12731",2002,"GNP0726121418DF",-113.4347345,48.59452236,2.599,"Pseudotsuga menziesii","PSME"
"12732",2003,"GNP0726121418DF",-113.4347345,48.59452236,2.719,"Pseudotsuga menziesii","PSME"
"12733",2004,"GNP0726121418DF",-113.4347345,48.59452236,1.725,"Pseudotsuga menziesii","PSME"
"12734",2005,"GNP0726121418DF",-113.4347345,48.59452236,2.745,"Pseudotsuga menziesii","PSME"
"12735",2006,"GNP0726121418DF",-113.4347345,48.59452236,2.915,"Pseudotsuga menziesii","PSME"
"12736",2007,"GNP0726121418DF",-113.4347345,48.59452236,2.67,"Pseudotsuga menziesii","PSME"
"12737",2008,"GNP0726121418DF",-113.4347345,48.59452236,3.434,"Pseudotsuga menziesii","PSME"
"12738",2009,"GNP0726121418DF",-113.4347345,48.59452236,5.31,"Pseudotsuga menziesii","PSME"
"12739",2010,"GNP0726121418DF",-113.4347345,48.59452236,4.605,"Pseudotsuga menziesii","PSME"
"12740",2011,"GNP0726121418DF",-113.4347345,48.59452236,5.089,"Pseudotsuga menziesii","PSME"
"12741",1992,"GNP0726121623DF",-113.4340786,48.59414035,1.361,"Pseudotsuga menziesii","PSME"
"12742",1993,"GNP0726121623DF",-113.4340786,48.59414035,1.977,"Pseudotsuga menziesii","PSME"
"12743",1994,"GNP0726121623DF",-113.4340786,48.59414035,1.743,"Pseudotsuga menziesii","PSME"
"12744",1995,"GNP0726121623DF",-113.4340786,48.59414035,0.722,"Pseudotsuga menziesii","PSME"
"12745",1996,"GNP0726121623DF",-113.4340786,48.59414035,1.119,"Pseudotsuga menziesii","PSME"
