age_CE,BD02A_raw,BD02B_raw,BD01A_raw,BD01B_raw,BD01C_raw,BD01D_raw,BD02A_raw_outlier_flag,BD02B_raw_outlier_flag,BD01A_raw_outlier_flag,BD01B_raw_outlier_flag,BD01C_raw_outlier_flag,BD01D_raw_outlier_flag
1696,NA,NA,2.84,2.54,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1697,NA,NA,3.08,2.88,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1698,NA,NA,2.71,2.48,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1699,NA,NA,2.9,2.47,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1700,NA,NA,2.75,2.8,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1701,NA,NA,2.31,2.31,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1702,NA,NA,2.94,2.85,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1703,NA,NA,2.19,2.17,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1704,NA,NA,1.87,1.86,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1705,NA,NA,1.19,1.56,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1706,NA,NA,1.47,1.65,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1707,NA,NA,1.61,1.66,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1708,NA,NA,1.32,1.22,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1709,NA,NA,1.52,1.55,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1710,NA,NA,2.17,2.18,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1711,NA,NA,2.12,2.51,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1712,NA,NA,2.47,2.52,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1713,NA,NA,1.84,1.86,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1714,NA,NA,2.17,2.12,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1715,NA,NA,1.84,1.79,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1716,NA,NA,1.97,2.09,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1717,NA,NA,1.41,1.27,3.49,3.01,NA,NA,FALSE,FALSE,FALSE,FALSE
1718,NA,NA,1.5,1.42,3.01,2.9,NA,NA,FALSE,FALSE,FALSE,FALSE
1719,NA,NA,1.82,1.78,4.32,3.88,NA,NA,FALSE,FALSE,TRUE,FALSE
1720,NA,NA,1.66,1.65,4.14,3.84,NA,NA,FALSE,FALSE,TRUE,FALSE
1721,NA,NA,1.76,1.29,3.84,3.61,NA,NA,FALSE,FALSE,TRUE,FALSE
1722,NA,NA,1.67,1.54,2.96,2.97,NA,NA,FALSE,FALSE,FALSE,FALSE
1723,NA,NA,1.6,1.6,3.44,3.13,NA,NA,FALSE,FALSE,FALSE,FALSE
1724,NA,NA,2,1.67,3,3.13,NA,NA,FALSE,FALSE,FALSE,FALSE
1725,NA,NA,1.56,1.34,2.37,2.42,NA,NA,FALSE,FALSE,FALSE,FALSE
1726,NA,NA,1.69,1.55,2.27,2.82,NA,NA,FALSE,FALSE,FALSE,FALSE
1727,NA,NA,1.99,2.12,2.82,3.47,NA,NA,FALSE,FALSE,FALSE,FALSE
1728,NA,NA,1.77,1.78,2.93,3.04,NA,NA,FALSE,FALSE,FALSE,FALSE
1729,NA,NA,1.77,1.87,2.69,3.03,NA,NA,FALSE,FALSE,FALSE,FALSE
1730,NA,NA,1.35,1.39,1.84,2.11,NA,NA,FALSE,FALSE,FALSE,FALSE
1731,NA,NA,1.4,1.42,2.29,2.59,NA,NA,FALSE,FALSE,FALSE,FALSE
1732,NA,NA,1.75,1.76,3.16,3.23,NA,NA,FALSE,FALSE,FALSE,FALSE
1733,NA,NA,2.19,2.19,4.03,4.07,NA,NA,FALSE,FALSE,TRUE,TRUE
1734,NA,NA,1.88,1.84,3.4,3.5,NA,NA,FALSE,FALSE,FALSE,FALSE
1735,NA,NA,2.09,1.95,3.24,3.61,NA,NA,FALSE,FALSE,FALSE,FALSE
1736,NA,NA,1.61,1.58,2.67,3.04,NA,NA,FALSE,FALSE,FALSE,FALSE
1737,NA,NA,1.37,1.3,2.77,3.18,NA,NA,FALSE,FALSE,FALSE,FALSE
1738,NA,NA,2.5,2.48,3.7,5.18,NA,NA,FALSE,FALSE,FALSE,TRUE
1739,NA,NA,0.2,0.32,0.06,0.04,NA,NA,FALSE,FALSE,FALSE,FALSE
1740,NA,NA,0.21,0.18,0.55,0.34,NA,NA,FALSE,FALSE,FALSE,FALSE
1741,NA,NA,0.41,0.36,0.65,0.92,NA,NA,FALSE,FALSE,FALSE,FALSE
1742,NA,NA,0.62,0.64,1.06,1.52,NA,NA,FALSE,FALSE,FALSE,FALSE
1743,NA,NA,0.62,0.62,0.96,1.51,NA,NA,FALSE,FALSE,FALSE,FALSE
1744,NA,NA,0.55,0.58,1.02,1.5,NA,NA,FALSE,FALSE,FALSE,FALSE
1745,NA,NA,0.58,0.62,0.92,1.47,NA,NA,FALSE,FALSE,FALSE,FALSE
1746,NA,NA,0.75,0.77,1.13,1.97,NA,NA,FALSE,FALSE,FALSE,FALSE
1747,NA,NA,0.94,0.93,1.23,1.84,NA,NA,FALSE,FALSE,FALSE,FALSE
1748,NA,NA,0.56,0.56,0.74,1.13,NA,NA,FALSE,FALSE,FALSE,FALSE
1749,NA,NA,0.85,0.83,1.36,1.88,NA,NA,FALSE,FALSE,FALSE,FALSE
1750,NA,NA,0.85,0.75,1.48,1.63,NA,NA,FALSE,FALSE,FALSE,FALSE
1751,NA,NA,0.71,0.71,1.2,1.6,NA,NA,FALSE,FALSE,FALSE,FALSE
1752,NA,NA,0.99,1.01,1.23,1.86,NA,NA,FALSE,FALSE,FALSE,FALSE
1753,NA,NA,0.97,1.02,1.58,2,NA,NA,FALSE,FALSE,FALSE,FALSE
1754,NA,NA,1.08,1.18,1.22,1.72,NA,NA,FALSE,FALSE,FALSE,FALSE
1755,NA,NA,1.46,1.27,1.57,2.28,NA,NA,FALSE,FALSE,FALSE,FALSE
1756,NA,NA,1.42,1.42,1.99,2.68,NA,NA,FALSE,FALSE,FALSE,FALSE
1757,NA,NA,1.25,1.25,1.94,2.93,NA,NA,FALSE,FALSE,FALSE,FALSE
1758,NA,NA,1.21,1.13,1.88,2.63,NA,NA,FALSE,FALSE,FALSE,FALSE
1759,NA,NA,1.1,1,1.69,2.18,NA,NA,FALSE,FALSE,FALSE,FALSE
1760,NA,NA,1.1,1.05,1.62,1.6,NA,NA,FALSE,FALSE,FALSE,FALSE
1761,NA,NA,1.48,1.33,1.62,2.14,NA,NA,FALSE,FALSE,FALSE,FALSE
1762,NA,NA,1.16,1.07,1.39,1.85,NA,NA,FALSE,FALSE,FALSE,FALSE
1763,NA,0.52,1.3,1.24,1.76,2.15,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1764,1.08,0.37,1.08,1.04,1.51,2.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1765,1.21,0.38,1.18,1.13,1.61,1.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1766,1.28,0.34,1.54,1.53,1.68,2.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1767,0.86,0.28,1.12,1.1,1.1,1.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1768,0.79,0.14,0.65,0.65,0.88,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1769,0.73,0.24,0.64,0.66,0.85,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1770,0.91,0.37,1.04,1.15,1.37,1.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1771,0.88,0.33,1.29,1.32,1.67,1.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1772,0.54,0.27,1.33,1.42,1.85,1.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1773,0.99,0.35,1.58,1.62,2.21,2.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1774,0.78,0.27,1.52,1.56,1.79,1.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1775,0.55,0.24,1.17,1.1,1.72,1.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1776,0.55,0.24,1.4,1.31,1.82,1.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1777,0.5,0.33,1.48,1.37,1.62,1.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1778,0.61,0.33,1.27,1.34,1.48,1.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1779,0.56,0.4,0.96,1.02,1.5,1.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1780,0.43,0.34,1.15,1.13,1.57,1.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1781,0.55,0.41,1.05,1.09,1.27,1.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1782,0.58,0.31,0.98,0.88,1.01,1.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1783,0.5,0.28,1.06,1.11,1.04,1.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1784,0.51,0.27,0.73,0.83,1.1,1.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1785,0.82,0.49,1.15,1.25,1.75,2.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1786,0.85,0.48,1.06,1.14,1.67,1.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1787,0.86,0.33,0.66,0.71,0.94,1.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1788,1.05,0.42,1.04,1.04,1.33,1.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1789,0.84,0.36,0.88,0.79,0.87,1.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1790,0.6,0.31,0.99,0.91,0.92,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1791,0.37,0.22,1.32,1.32,1.36,1.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1792,0.21,0.19,1.32,1.31,1.5,1.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1793,0.24,0.27,0.99,0.99,1.44,1.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1794,0.42,0.29,1.1,1.1,1.36,1.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1795,0.45,0.26,1.13,1.21,1.05,1.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1796,0.48,0.29,0.92,1.03,0.83,1.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1797,0.35,0.32,0.54,0.63,0.4,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1798,0.46,0.56,0.67,0.75,0.67,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1799,0.32,0.29,0.71,0.77,0.59,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1800,0.3,0.34,0.69,0.73,0.52,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1801,0.37,0.36,0.75,0.8,0.64,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1802,0.55,0.45,0.67,0.73,0.56,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1803,0.74,0.47,0.75,0.83,0.66,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1804,0.72,0.41,0.87,0.92,0.92,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1805,0.87,0.55,0.88,0.95,0.8,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1806,0.78,0.74,0.83,0.82,0.64,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1807,0.62,0.89,0.8,0.83,0.75,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1808,0.6,0.94,0.82,0.83,0.59,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1809,0.59,1.01,0.91,0.96,0.89,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1810,0.71,1.21,0.87,0.89,0.6,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1811,0.62,1.22,0.69,0.76,0.65,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1812,0.51,1.17,0.89,0.87,0.75,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1813,0.53,0.94,1.06,1.09,0.99,1.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1814,0.57,0.85,1.09,1.08,1.24,1.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1815,0.59,0.86,0.89,0.91,1.14,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1816,0.44,0.81,0.94,0.95,1.07,0.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1817,0.38,0.87,0.85,0.85,0.93,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1818,0.26,0.81,0.67,0.67,0.79,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1819,0.48,1.47,0.81,0.85,1.18,1.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1820,0.38,1.41,0.67,0.68,0.96,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1821,0.39,0.88,0.57,0.54,0.44,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1822,0.46,0.79,0.48,0.46,0.69,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1823,0.21,0.45,0.51,0.51,0.4,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1824,0.14,0.41,0.86,0.88,0.57,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1825,0.32,0.54,0.89,0.88,1.21,1.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1826,0.27,0.8,0.74,0.76,1.02,1.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1827,0.12,0.51,0.65,0.65,0.67,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1828,0.14,0.52,0.57,0.55,0.91,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1829,0.17,0.65,0.7,0.7,1.06,1.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1830,0.13,0.45,0.56,0.58,0.95,0.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1831,0.16,0.84,0.59,0.62,0.82,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1832,0.26,0.8,0.59,0.58,1.09,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1833,0.3,0.86,0.78,0.82,1.21,1.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1834,0.44,1.11,0.64,0.59,1.11,1.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1835,0.41,1.76,0.64,0.65,1.37,1.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1836,0.31,1.44,0.73,0.75,1.35,1.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1837,0.2,1.26,0.93,0.97,1.79,1.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1838,0.27,1.24,0.91,0.95,2.09,2.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1839,0.33,0.89,0.88,0.87,1.95,1.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1840,0.48,0.91,0.92,0.93,1.41,1.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1841,0.18,0.38,0.71,0.73,0.65,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1842,0.23,0.41,0.86,0.86,0.7,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1843,0.22,0.27,0.61,0.65,0.67,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1844,0.39,0.32,0.73,0.73,1.26,1.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1845,1.09,0.71,0.95,1,1.97,2.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1846,1.25,0.85,0.9,0.93,2.26,2.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1847,0.9,0.39,0.79,0.8,1.07,1.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1848,0.82,0.45,0.61,0.64,1.04,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1849,0.53,0.21,0.38,0.42,0.49,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1850,0.81,0.35,0.56,0.56,0.97,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1851,0.94,0.53,0.71,0.69,1.33,1.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1852,1.41,1.58,0.8,0.78,1.3,1.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1853,1.06,1.79,0.76,0.75,1.24,1.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1854,0.67,1.28,0.64,0.68,1.1,1.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1855,1.76,2.02,0.77,0.78,1.42,1.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1856,1.72,1.14,0.7,0.73,1.11,1.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1857,2.23,0.89,0.6,0.59,1.22,1.41,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1858,2.21,0.86,0.57,0.6,1.5,1.35,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1859,1.7,2.91,0.62,0.65,1.25,1.19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1860,2.76,3.5,0.8,0.8,1.49,1.41,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1861,2.7,2.21,0.92,0.93,1.8,1.93,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1862,1.59,0.95,0.75,0.75,1.64,1.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1863,1.31,0.75,0.72,0.73,1.53,1.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1864,1.03,0.47,0.78,0.78,1.39,1.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1865,0.91,0.52,0.57,0.55,1.68,1.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1866,1.03,0.6,0.59,0.62,1.81,1.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1867,1.57,0.87,0.62,0.61,2.17,1.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1868,1.27,0.73,0.57,0.54,2.01,1.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1869,0.8,0.38,0.66,0.64,1.58,1.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1870,0.86,0.49,0.66,0.62,1.54,1.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1871,0.67,0.51,0.67,0.77,1.45,1.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1872,0.54,0.36,0.61,0.64,1.29,1.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1873,0.49,0.48,0.67,0.75,1.7,1.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1874,0.39,0.32,0.79,0.81,1.75,1.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1875,0.25,0.24,0.65,0.64,0.99,1.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1876,0.21,0.22,0.69,0.7,1.22,1.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1877,0.24,0.36,0.93,0.98,2.11,2.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1878,0.39,0.6,0.66,0.68,1.83,1.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1879,0.54,0.9,0.62,0.66,1.56,1.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1880,0.52,0.68,0.56,0.55,1.26,1.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1881,0.58,0.66,0.55,0.57,1.81,1.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1882,0.84,0.8,0.54,0.54,1.7,1.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1883,0.78,0.61,0.37,0.44,0.99,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1884,1.29,1.21,0.52,0.49,1.23,1.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1885,1.8,1.11,0.64,0.58,1.23,1.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1886,1.31,0.69,0.53,0.54,1.18,1.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1887,0.83,0.46,0.44,0.47,1.01,1.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1888,0.76,0.46,0.37,0.45,1.13,1.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1889,0.53,0.38,0.52,0.45,1.12,1.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1890,0.39,0.25,0.34,0.38,0.62,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1891,0.67,0.35,0.54,0.55,1.31,1.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1892,NA,0.3,0.6,0.63,1.6,1.79,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1893,NA,0.32,0.64,0.69,1.52,1.51,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1894,NA,NA,0.64,0.59,1.43,1.65,NA,NA,FALSE,FALSE,FALSE,FALSE
1895,NA,NA,0.51,0.53,1.08,1.09,NA,NA,FALSE,FALSE,FALSE,FALSE
1896,NA,NA,0.61,0.56,1.22,1.32,NA,NA,FALSE,FALSE,FALSE,FALSE
1897,NA,NA,0.34,0.43,1.05,1.13,NA,NA,FALSE,FALSE,FALSE,FALSE
1898,NA,NA,0.59,0.52,1.37,1.61,NA,NA,FALSE,FALSE,FALSE,FALSE
1899,NA,NA,0.46,0.49,1.31,1.57,NA,NA,FALSE,FALSE,FALSE,FALSE
1900,NA,NA,0.43,0.42,1.45,2.07,NA,NA,FALSE,FALSE,FALSE,FALSE
1901,NA,NA,0.39,0.42,1.25,1.79,NA,NA,FALSE,FALSE,FALSE,FALSE
1902,NA,NA,0.43,0.43,1.53,1.79,NA,NA,FALSE,FALSE,FALSE,FALSE
1903,NA,NA,0.51,0.51,1.54,2.1,NA,NA,FALSE,FALSE,FALSE,FALSE
1904,NA,NA,0.49,0.52,1.47,1.87,NA,NA,FALSE,FALSE,FALSE,FALSE
1905,NA,NA,0.47,0.48,1.31,1.43,NA,NA,FALSE,FALSE,FALSE,FALSE
1906,NA,NA,0.45,0.42,1.91,1.93,NA,NA,FALSE,FALSE,FALSE,FALSE
1907,NA,NA,0.52,0.54,2.04,2.06,NA,NA,FALSE,FALSE,FALSE,FALSE
1908,NA,NA,0.64,0.63,2.67,2.57,NA,NA,FALSE,FALSE,FALSE,FALSE
1909,NA,NA,0.54,0.55,2.16,NA,NA,NA,FALSE,FALSE,FALSE,NA
1910,NA,NA,0.5,0.53,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1911,NA,NA,0.64,0.6,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1912,NA,NA,0.53,0.57,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1913,NA,NA,NA,0.45,NA,NA,NA,NA,NA,FALSE,NA,NA
1914,NA,NA,NA,0.43,NA,NA,NA,NA,NA,FALSE,NA,NA
1915,NA,NA,NA,0.31,NA,NA,NA,NA,NA,FALSE,NA,NA
1916,NA,NA,NA,0.37,NA,NA,NA,NA,NA,FALSE,NA,NA
1917,NA,NA,NA,0.37,NA,NA,NA,NA,NA,FALSE,NA,NA
1918,NA,NA,NA,0.39,NA,NA,NA,NA,NA,FALSE,NA,NA
1919,NA,NA,NA,0.44,NA,NA,NA,NA,NA,FALSE,NA,NA
1920,NA,NA,NA,0.46,NA,NA,NA,NA,NA,FALSE,NA,NA
1921,NA,NA,NA,0.43,NA,NA,NA,NA,NA,FALSE,NA,NA
