age_CE,P502_raw,P505_raw,P503_raw,P204_raw,P202_raw,P201_raw,P205_raw,P301_raw,P302_raw,P303_raw,P304_raw,P305_raw,P501_raw,P505b_raw,P601_raw,P602_raw,P604_raw,P701_raw,P702_raw,P703_raw,P704_raw,P705_raw,P801_raw,P802_raw,P803_raw,P805_raw,P502_raw_outlier_flag,P505_raw_outlier_flag,P503_raw_outlier_flag,P204_raw_outlier_flag,P202_raw_outlier_flag,P201_raw_outlier_flag,P205_raw_outlier_flag,P301_raw_outlier_flag,P302_raw_outlier_flag,P303_raw_outlier_flag,P304_raw_outlier_flag,P305_raw_outlier_flag,P501_raw_outlier_flag,P505b_raw_outlier_flag,P601_raw_outlier_flag,P602_raw_outlier_flag,P604_raw_outlier_flag,P701_raw_outlier_flag,P702_raw_outlier_flag,P703_raw_outlier_flag,P704_raw_outlier_flag,P705_raw_outlier_flag,P801_raw_outlier_flag,P802_raw_outlier_flag,P803_raw_outlier_flag,P805_raw_outlier_flag
1969,0.973,0.592,1.164,1.037,1.155,1.277,0.557,1.37,0.822,0.953,1.575,0.802,0.922,0.93,1.146,1.432,0.893,0.969,1.205,0.789,0.206,0.63,1.943,0.817,0.79,2.578,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,1.092,0.893,1.321,0.99,1.398,1.691,0.63,1.394,0.87,1.011,1.902,1.098,0.977,0.619,1.118,1.206,0.742,0.593,1.323,0.913,0.234,0.842,1.625,1.072,0.72,2.702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,1.437,0.814,1.358,1.732,1.25,1.866,0.615,0.914,0.86,0.925,2.137,1.239,0.764,0.576,1.157,1.239,1.163,1.003,1.563,0.782,0.288,0.679,2.131,1.035,1.042,2.502,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,1.2,0.759,1.151,2.02,0.87,1.738,0.574,0.891,0.783,1.022,2.344,0.947,0.696,0.567,1.139,1.493,0.785,0.657,1.642,1.423,0.409,0.989,2.244,1.296,0.888,2.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,0.905,0.72,1.059,1.649,0.682,1.236,0.505,0.629,0.715,0.85,1.89,0.69,0.559,0.662,1.094,1.078,0.717,0.579,1.157,1.017,0.433,0.799,2.016,0.9,0.826,2.001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,1.319,0.68,1.348,1.789,1.41,1.257,0.47,1.298,0.658,0.952,2.066,1.35,0.859,0.762,1.43,1.907,0.916,0.65,1.18,1.301,0.725,1.042,2.351,1.457,0.937,2.781,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,1.049,0.601,1.13,1.335,1.024,1.212,0.579,0.88,0.576,0.967,1.845,1.157,0.926,0.642,1.102,1.613,0.949,0.365,0.953,1.357,0.549,0.916,1.186,0.746,0.604,2.015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,1.018,0.848,1.336,1.486,1.001,1.267,0.682,1.179,0.695,1.096,2.487,1.33,0.689,0.784,1.118,1.517,0.9,0.521,1.109,1.245,0.496,0.79,1.727,0.761,0.908,1.913,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,0.677,0.403,0.688,0.937,0.613,0.607,0.368,0.914,0.534,0.657,1.509,0.726,0.692,0.478,1.082,1.176,0.64,0.395,0.486,0.547,0.13,0.477,0.798,0.372,0.383,1.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,1.39,0.685,1.213,1.654,1.454,1.151,0.801,1.535,0.993,1.261,2.26,1.624,0.729,0.573,1.483,1.827,1.197,0.923,1.113,1.603,0.578,0.998,2.171,1.203,0.924,2.542,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,1.274,0.639,1.419,1.432,0.86,1.116,0.67,1.353,0.909,0.693,1.763,0.962,0.576,0.688,1.234,1.375,0.706,0.894,0.881,0.944,0.46,0.871,1.768,0.782,0.617,1.702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,1.517,0.812,1.799,1.741,1.439,1.574,1.065,1.552,0.841,0.853,2.278,1.122,0.826,0.904,1.539,2.215,1.19,1.119,1.094,1.115,0.714,1.113,2.66,1.397,1.209,2.284,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,1.402,0.83,1.454,1.671,1.339,1.424,1.132,1.55,0.992,0.963,2.751,1.259,0.815,0.864,1.241,1.643,0.871,1.059,1.056,1.538,0.547,1.105,2.389,1.325,1.36,2.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,1.298,0.822,1.29,1.638,1.519,1.59,1.021,1.12,0.677,0.755,2.164,1.126,0.684,0.809,1.101,1.473,0.968,0.984,1.025,1.404,0.484,0.83,2.677,2.268,0.967,2.499,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,1.192,1.088,1.5,1.43,1.487,1.353,1.068,1.187,0.882,0.693,2.623,1.322,0.933,0.67,1.162,1.379,1.076,1.147,1.27,2.219,0.449,1.179,2.594,1.414,1.469,3.315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,1.64,1.206,1.69,1.568,1.862,1.504,1.335,1.748,0.871,1.195,2.967,1.707,0.94,0.722,1.428,1.338,1.062,1.226,1.391,1.888,0.486,0.77,2.933,1.666,1.849,3.232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,1.272,0.986,1.472,1.239,1.894,1.477,1.132,1.22,0.566,1.122,2.388,1.635,0.969,0.792,1.171,1.159,0.904,1.025,1.137,1.54,0.292,0.603,1.986,1.096,1.183,2.725,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,1.414,0.914,1.641,1.426,1.681,1.584,1.448,1.295,0.642,1.041,3.495,1.728,0.938,0.984,1.478,1.381,0.898,1.095,1.381,1.829,0.408,0.778,2.493,1.02,1.184,3.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,1.478,0.953,1.368,1.193,1.427,1.291,1.468,1.388,0.687,0.782,3.064,1.786,0.868,0.708,1.279,1.364,1.05,0.919,1.012,1.375,0.312,0.666,2.378,0.993,0.953,2.685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,0.702,0.615,0.998,1.884,1.9,0.736,1.283,1.46,0.462,0.434,2.614,1.533,0.978,0.787,0.939,0.98,0.81,0.475,0.93,0.645,0.291,0.621,1.468,0.411,0.696,2.533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,0.949,0.778,1.191,1.609,0.94,1.16,0.931,0.951,0.187,0.711,1.937,0.954,0.546,0.546,0.766,0.958,0.876,0.745,0.881,0.674,0.41,0.532,1.417,0.373,0.889,1.963,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,1.403,0.508,1.554,1.172,1.071,1.42,1.137,1.376,0.538,1.009,2.059,0.954,0.548,0.962,1.201,1.326,1.053,1.013,0.967,0.711,0.571,0.891,1.449,0.577,0.817,1.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1991,1.012,0.146,1.369,0.825,0.592,0.857,0.979,1.218,0.329,0.998,1.288,0.791,0.587,0.589,0.846,1.173,0.869,1.014,0.843,0.732,0.544,0.722,1.677,0.533,0.536,1.643,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1992,1.081,0.333,1.903,0.987,0.672,0.651,1.007,1.161,0.427,1.091,1.83,1.082,0.531,0.838,1.155,1.252,0.89,1.08,1.149,0.558,0.419,0.586,1.512,0.557,0.421,1.449,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1993,1.7,0.702,2.162,1.621,1.34,1.299,1.432,2.006,0.628,1.154,2.227,1.446,0.639,1.398,1.145,1.475,0.962,1.214,1.239,0.637,0.713,1.04,1.901,0.997,0.555,2.793,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1994,1.053,0.541,1.382,1.235,0.428,0.814,0.92,0.929,0.447,0.723,1.288,1.05,0.485,0.818,0.785,0.976,0.548,0.961,0.726,0.562,0.362,0.642,1.222,0.562,0.357,1.281,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1995,1.458,0.865,1.329,1.803,0.998,1.334,1.424,1.149,0.565,1.12,1.735,1.234,0.79,1.023,0.924,1.416,1.104,1.123,1.201,0.918,0.609,0.869,1.542,0.596,0.464,1.892,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1996,1.122,0.992,1.446,1.652,1.062,1.852,1.684,1.386,0.833,0.837,2.205,1.262,0.861,1.061,0.908,1.504,0.518,1.224,0.87,1.028,0.626,0.996,1.846,0.979,0.627,2.163,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1997,1.187,0.563,1.509,2.178,1.237,2.373,1.853,1.17,0.661,0.768,2.499,0.941,1.135,1.268,1.301,1.612,0.616,1.403,0.958,0.952,0.301,1.2,2.048,1.025,0.652,2.659,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1998,1.527,0.795,1.502,2.229,1.435,1.858,1.923,1.283,0.837,0.96,2.961,1.164,0.619,1.05,1.658,1.863,0.847,1.735,1.039,1.11,0.635,1.144,2.087,1.019,0.629,2.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1999,1.019,0.231,0.412,1.069,1.037,1.708,1.597,0.882,0.424,0.68,2.182,0.941,0.677,0.64,1.407,1.183,0.596,1.432,0.914,1.088,0.422,1.063,2.414,0.836,0.654,2.361,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2000,1.107,0.508,1.063,1.323,1.052,1.596,1.738,1.204,0.424,0.841,2.104,1.254,0.757,0.768,1.454,1.217,0.73,1.118,0.96,1.571,0.519,1.333,2.139,1.024,0.803,2.701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2001,0.881,0.48,1.22,0.539,0.267,0.554,0.921,0.889,0.314,0.614,1.076,0.835,0.623,0.462,0.737,0.89,0.52,0.909,0.482,0.53,0.13,0.496,0.853,0.267,0.336,1.138,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2002,0.899,0.432,0.938,0.702,0.675,0.874,1.072,0.856,0.432,0.598,1.147,0.907,0.476,0.847,1.105,1.401,0.594,1.108,0.396,0.649,0.211,0.34,0.939,0.37,0.583,1.252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003,1.264,0.486,1.587,0.951,1.097,1.019,1.133,1.222,0.409,0.78,1.865,1.407,0.647,0.629,1.177,1.69,0.657,1.188,0.624,0.707,0.356,0.449,1.19,0.631,0.646,1.996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2004,0.822,0.337,1.315,0.74,0.587,0.777,0.944,0.796,0.246,0.542,1.222,0.811,0.507,0.716,0.892,1.06,0.557,0.592,0.427,0.423,0.107,0.244,0.9,0.217,0.437,1.673,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2005,1.274,0.746,1.698,0.998,0.701,1.207,1.226,1.321,0.311,0.943,1.608,1.02,0.546,0.654,1.4,1.296,0.895,1.331,0.58,0.576,0.236,0.444,1.045,0.278,0.357,1.326,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2006,1.233,0.622,1.342,0.975,0.533,0.983,1.021,0.935,0.288,0.56,1.458,0.977,0.778,0.715,1.462,1.339,0.882,1.073,0.348,0.628,0.145,0.37,1.328,0.449,0.305,1.476,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2007,1.023,0.397,1.326,0.755,0.416,0.885,1.159,1.087,0.306,0.488,1.654,1.037,0.809,0.686,1.379,0.9,0.633,1.132,0.429,0.599,0.119,0.4,1.059,0.358,0.296,1.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2008,1.018,0.684,1.488,1.007,0.502,1.07,1.175,1.269,0.336,0.604,1.548,1.242,0.962,0.852,1.713,1.036,0.728,1.134,0.515,0.421,0.167,0.399,1.426,0.39,0.343,1.289,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,0.997,0.503,1.775,1.055,0.536,0.976,1.266,0.973,0.317,0.549,1.221,1.195,0.655,0.851,1.348,0.873,0.605,0.9,0.555,0.406,0.233,0.461,1.059,0.348,0.509,1.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,1.293,0.663,2.133,1.233,0.626,1.091,1.473,1.578,0.523,0.616,1.881,1.457,0.838,0.722,1.277,1.533,0.805,1.395,0.794,0.415,0.354,0.572,1.684,0.728,0.413,1.752,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2011,1.673,0.753,2.501,1.54,0.811,1.087,1.463,1.523,0.332,0.728,2.078,1.497,1.012,1.059,1.252,1.325,0.778,1.276,1.18,0.531,0.259,0.548,1.655,0.71,0.394,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2012,1.621,0.859,1.719,1.364,0.761,1.296,1.323,1.259,0.29,0.562,2.549,1.5,1.505,0.935,1.375,1.623,0.789,1.303,1.135,0.689,0.147,0.59,1.388,0.535,0.352,1.393,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2013,2.079,0.943,2.04,1.209,0.575,1.388,1.163,0.87,0.256,0.464,2.141,1.321,1.432,1.189,1.069,1.093,0.708,1.515,1.143,0.711,0.194,0.491,1.577,0.57,0.365,1.196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2014,1.744,0.962,1.858,1.416,0.784,1.398,1.501,1.146,0.151,0.297,1.69,1.371,1.273,1.277,0.992,1.095,0.633,1.974,1.181,0.936,0.246,0.658,1.508,0.548,0.34,0.916,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,1.664,0.886,2.07,2.21,1.026,1.718,1.74,1.375,0.15,0.27,1.637,0.797,1.52,1.679,1.087,1.201,0.709,2.984,1.456,0.889,0.406,0.728,1.875,0.34,0.251,1.145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2016,1.509,1.014,1.745,0.619,0.363,1.447,2.096,1.124,0.135,0.263,1.849,1.198,1.181,1.794,1.041,1.163,0.599,2.339,0.876,1.102,0.439,0.634,1.827,0.324,0.311,1.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,1.422,0.973,2.016,1.004,0.665,2.009,2.44,1.765,0.228,0.432,2.324,1.351,1.447,2.11,1.582,1.778,0.623,2.368,0.963,1.208,0.654,0.774,1.406,0.563,0.286,1.365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2018,1.32,0.866,1.927,1.003,0.715,2.021,2.073,1.362,0.129,0.4,1.507,0.868,1.357,1.082,1.238,1.235,0.453,1.947,1.144,0.917,0.38,0.601,0.899,0.307,0.274,0.957,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019,1.315,0.678,1.549,0.997,0.727,1.474,1.962,1.115,0.092,0.31,1.614,0.703,1.358,1.36,1.62,1.174,0.46,1.718,0.741,0.79,0.353,0.61,0.663,0.127,0.287,0.686,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020,1,0.588,1.573,1.143,0.812,1.526,1.631,1.072,0.074,0.231,1.261,0.592,1.144,0.823,0.955,0.687,0.392,1.372,0.579,0.514,0.239,0.559,0.522,NA,0.198,0.285,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2021,0.709,0.376,1.54,1.174,0.518,1.04,1.209,0.652,0.064,0.074,0.811,0.355,0.968,0.755,0.558,0.334,0.157,0.785,0.452,0.322,0.199,0.325,0.663,NA,NA,0.227,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
2022,1.873,1.188,2.327,0.91,0.782,2.633,0.497,1.104,0.075,0.147,1.296,0.656,0.663,1.007,1.107,0.694,NA,1.548,0.449,0.24,0.32,0.336,0.209,NA,NA,0.415,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
2023,0.669,0.761,1.919,1.966,0.836,1.513,0.691,0.985,NA,0.154,2.162,0.829,0.697,0.696,1.27,0.954,NA,1.485,0.469,0.443,0.459,0.313,0.214,NA,NA,0.519,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
2024,NA,0.662,1.527,1.538,0.812,1.012,0.71,0.927,NA,0.222,1.109,0.791,0.753,0.769,1.069,0.705,NA,1.304,0.756,0.308,0.309,0.411,0.334,NA,NA,0.963,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
