age_CE,CB01A_raw,CB01B_raw,CB03A_raw,CB03B_raw,CB04A_raw,CB04B_raw,CB05A_raw,CB05B_raw,CB06A_raw,CB06B_raw,CB07A_raw,CB07B_raw,CB09A_raw,CB09B_raw,CB01A_raw_outlier_flag,CB01B_raw_outlier_flag,CB03A_raw_outlier_flag,CB03B_raw_outlier_flag,CB04A_raw_outlier_flag,CB04B_raw_outlier_flag,CB05A_raw_outlier_flag,CB05B_raw_outlier_flag,CB06A_raw_outlier_flag,CB06B_raw_outlier_flag,CB07A_raw_outlier_flag,CB07B_raw_outlier_flag,CB09A_raw_outlier_flag,CB09B_raw_outlier_flag
1601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1603,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.73,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1604,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,0.78,1.2,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA
1605,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,0.93,1.1,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1606,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.92,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1607,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,0.92,1.19,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA
1608,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.97,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1609,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.8,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1610,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.88,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1611,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.72,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1612,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.84,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1613,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,0,0.44,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1614,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.78,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1615,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.83,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1616,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.8,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1617,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,0.59,1.05,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1618,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,0.62,1.14,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1619,0.69,0.57,NA,NA,NA,NA,NA,NA,NA,NA,0.67,1.11,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1620,0.72,0.67,NA,NA,0.85,0.96,NA,NA,NA,NA,0.77,1.03,NA,NA,FALSE,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1621,0.7,1,NA,NA,1.03,0.9,NA,NA,NA,NA,0.93,0.97,NA,NA,FALSE,FALSE,NA,NA,TRUE,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1622,0.8,0.42,NA,NA,0.62,0.44,NA,NA,NA,NA,0.86,0.62,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1623,0.29,0.31,NA,NA,0.41,0.32,NA,NA,NA,NA,0.43,0.58,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1624,0.2,0.27,NA,NA,0.47,0.34,NA,NA,NA,NA,0.34,0.77,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1625,0.28,0.37,NA,NA,0.57,0.4,NA,NA,NA,NA,0.5,0.8,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1626,0.33,0.05,NA,NA,0.14,0.08,NA,NA,NA,NA,0.48,0,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1627,0.9,0.6,NA,NA,0.6,0.44,NA,NA,NA,NA,0.65,0.82,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1628,0.4,0.31,NA,NA,0.49,0.56,NA,NA,NA,NA,0.36,0.53,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1629,0.34,0.34,NA,NA,0.54,0.52,NA,NA,NA,NA,0.39,0.58,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1630,0.39,0.4,NA,NA,0.56,0.51,NA,NA,NA,NA,0.55,0.75,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1631,0.23,0.31,NA,NA,0.39,0.29,NA,NA,NA,NA,0.3,0.46,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1632,0.1,0.14,NA,NA,0.21,0.14,NA,NA,NA,NA,0.14,0.23,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1633,0.81,0.76,NA,NA,0.6,0.46,NA,NA,NA,NA,0.6,0.81,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1634,0.53,0.34,NA,NA,0.48,0.32,NA,NA,NA,NA,0.29,0.57,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1635,1.07,1.2,NA,NA,0.8,0.59,NA,NA,NA,NA,0.45,0.98,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1636,0.97,0.9,NA,NA,0.85,0.61,NA,NA,NA,NA,0.47,0.78,0.66,0.62,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1637,0.47,0.42,NA,NA,0.43,0.28,0.56,0.36,NA,NA,0.27,0.42,0.26,0.21,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1638,0.5,0.61,NA,NA,0.48,0.3,0.47,0.34,NA,NA,0.47,0.65,0.23,0.24,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1639,0.72,0.8,NA,NA,0.61,0.39,0.41,0.36,NA,NA,0.48,0.73,0.48,0.49,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1640,0.94,1.13,NA,NA,1.23,0.52,0.68,0.62,NA,NA,0.64,0.79,0.72,0.71,FALSE,FALSE,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1641,0.79,1.14,NA,NA,1.15,0.5,0.51,0.53,NA,NA,0.49,0.76,0.51,0.49,FALSE,FALSE,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1642,0.6,0.66,NA,NA,0.83,0.35,0.33,0.25,NA,NA,0.5,0.8,0.37,0.37,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1643,0.7,0.63,NA,NA,0.86,0.43,0.56,0.47,NA,NA,0.53,0.66,0.41,0.42,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1644,0.62,0.61,NA,NA,0.98,0.39,0.53,0.51,NA,NA,0.5,0.69,0.39,0.48,FALSE,FALSE,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1645,0.37,0.41,NA,NA,0.79,0.39,0.39,0.33,NA,NA,0.38,0.61,0.32,0.44,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1646,0.58,0.4,NA,NA,0.7,0.36,0.48,0.42,NA,NA,0.3,0.56,0.45,0.54,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1647,0.72,0.41,NA,NA,0.77,0.37,0.42,0.23,NA,NA,0.53,0.76,0.53,0.67,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1648,0.12,0.12,NA,NA,0.37,0.19,0.19,0.19,NA,NA,0.2,0.28,0.14,0.21,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1649,0.58,0.48,NA,NA,0.77,0.57,0.61,0.57,NA,NA,0.59,0.77,0.6,0.75,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1650,0.26,0.3,NA,NA,0.52,0.32,0.41,0.41,NA,NA,0.22,0.32,0.16,0.24,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1651,0.63,0.57,NA,NA,0.74,0.57,0.59,0.58,NA,NA,0.4,0.74,0.56,0.75,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1652,0.48,0.48,NA,NA,0.55,0.35,0.37,0.34,NA,NA,0.35,0.49,0.3,0.53,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1653,0.53,0.59,NA,NA,0.56,0.45,0.36,0.37,NA,NA,0.26,0.42,0.37,0.6,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1654,0,0.07,NA,NA,0.08,0.09,0.12,0.08,NA,NA,0.06,0.16,0,0.09,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1655,0.37,0.39,NA,NA,0.39,0.26,0.26,0.23,NA,NA,0.37,0.59,0.29,0.38,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1656,0.64,0.64,NA,NA,0.54,0.4,0.45,0.34,NA,NA,0.46,0.79,0.5,0.78,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1657,0.8,0.75,NA,NA,0.52,0.44,0.62,0.4,NA,NA,0.32,0.67,0.58,0.63,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1658,0.58,0.64,NA,NA,0.52,0.4,0.54,0.4,NA,NA,0.39,0.7,0.49,0.5,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1659,0.95,0.76,NA,NA,0.49,0.35,0.51,0.35,NA,NA,0.45,0.64,0.53,0.62,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1660,0.88,0.64,NA,NA,0.66,0.43,0.6,0.5,NA,NA,0.58,0.8,0.63,0.65,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1661,0.64,0.43,0.58,0.59,0.51,0.38,0.52,0.36,NA,NA,0.39,0.6,0.58,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1662,0.76,0.62,0.76,0.8,0.6,0.35,0.64,0.49,NA,NA,0.34,0.66,0.79,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE
1663,0.49,0.43,0.7,0.64,0.6,0.38,0.44,0.4,NA,NA,0.36,0.5,0.42,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1664,0.73,0.53,0.59,0.58,0.79,0.46,0.55,0.62,NA,NA,0.57,0.8,0.53,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1665,0.39,0.23,0.42,0.32,0.64,0.3,0.35,0.31,NA,NA,0.35,0.47,0.17,0.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1666,0.55,0.42,0.49,0.48,0.66,0.46,0.4,0.46,NA,NA,0.45,0.6,0.39,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1667,0.23,0.14,0.14,0.11,0.34,0.18,0.16,0.17,NA,NA,0.29,0.37,0.14,0.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1668,0.52,0.24,0.33,0.44,0.58,0.34,0.34,0.29,NA,NA,0.46,0.53,0.27,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1669,0.2,0.15,0.21,0.28,0.34,0.2,0.19,0.22,NA,NA,0.31,0.37,0.09,0.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1670,0,0,0,0,0,0,0,0,NA,NA,0,0.06,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1671,0.51,0.43,0.49,0.68,0.5,0.34,0.34,0.33,NA,NA,0.41,0.54,0.37,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1672,0.34,0.35,0.48,0.65,0.49,0.26,0.38,0.33,NA,NA,0.32,0.55,0.32,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1673,0.51,0.53,0.65,0.63,0.53,0.32,0.4,0.46,NA,NA,0.33,0.49,0.43,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1674,0.77,0.83,0.55,0.59,0.72,0.53,0.52,0.61,NA,NA,0.43,0.57,0.52,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1675,0.42,0.45,0.39,0.45,0.56,0.35,0.38,0.38,NA,NA,0.23,0.4,0.2,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1676,0.58,0.62,0.46,0.67,0.63,0.39,0.36,0.42,NA,NA,0.42,0.61,0.4,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1677,0.67,0.86,0.58,0.84,0.7,0.5,0.56,0.48,NA,NA,0.53,0.57,0.51,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1678,0.53,0.69,0.68,0.91,0.67,0.47,0.44,0.49,NA,NA,0.44,0.41,0.39,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1679,0.58,0.54,0.46,0.49,0.66,0.38,0.43,0.36,NA,NA,0.45,0.49,0.28,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1680,0.76,0.78,0.67,0,0.89,0.5,0.56,0.61,NA,NA,0.43,0.64,0.53,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1681,0.76,0.7,0.53,0.71,0.95,0.5,0.51,0.61,NA,NA,0.46,0.67,0.43,0.51,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
