age_CE,B82-2W_raw,B82-5N_raw,B8276W_raw,B8277E_raw,B8277N_raw,B82-81_raw,B82-86_raw,B8286S_raw,B8287W_raw,B8287E_raw,B8288W_raw,B8288S_raw,B8290E_raw,B8291N_raw,B8292E_raw,B8293W_raw,B8293N_raw,B8294E_raw,B8296E_raw,B8296N_raw,B8289N_raw,B8289W_raw,B8276S_raw,B8283E_raw,B8284N_raw,B8291S_raw,B8292N_raw,B8294S_raw,B82-2W_raw_outlier_flag,B82-5N_raw_outlier_flag,B8276W_raw_outlier_flag,B8277E_raw_outlier_flag,B8277N_raw_outlier_flag,B82-81_raw_outlier_flag,B82-86_raw_outlier_flag,B8286S_raw_outlier_flag,B8287W_raw_outlier_flag,B8287E_raw_outlier_flag,B8288W_raw_outlier_flag,B8288S_raw_outlier_flag,B8290E_raw_outlier_flag,B8291N_raw_outlier_flag,B8292E_raw_outlier_flag,B8293W_raw_outlier_flag,B8293N_raw_outlier_flag,B8294E_raw_outlier_flag,B8296E_raw_outlier_flag,B8296N_raw_outlier_flag,B8289N_raw_outlier_flag,B8289W_raw_outlier_flag,B8276S_raw_outlier_flag,B8283E_raw_outlier_flag,B8284N_raw_outlier_flag,B8291S_raw_outlier_flag,B8292N_raw_outlier_flag,B8294S_raw_outlier_flag
1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,0.79,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,0.58,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,0.45,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,0.47,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,0.37,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,0.35,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,0.32,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,1,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,0.46,NA,NA,NA,NA,NA,NA,NA,0.28,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,0.61,NA,NA,NA,NA,NA,NA,NA,0.29,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE
1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.49,NA,0.54,NA,NA,0.42,NA,NA,NA,NA,0.26,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,TRUE
1726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.37,NA,0.54,NA,NA,0.55,NA,NA,NA,NA,0.37,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE
1727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.2,NA,0.42,NA,NA,0.5,NA,NA,NA,NA,0.29,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE
1728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,0.21,NA,0.56,NA,NA,0.6,NA,NA,NA,NA,0.31,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE
1729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.23,NA,0.36,NA,NA,0.55,NA,NA,NA,NA,0.28,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE
1730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.34,NA,0.63,NA,NA,0.81,NA,NA,NA,NA,0.34,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE
1731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.46,NA,0.63,NA,NA,0.86,NA,NA,NA,NA,0.37,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE
1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.61,NA,0.76,NA,NA,1.05,NA,NA,NA,NA,0.29,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE
1733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.58,NA,0.62,NA,NA,1.14,NA,NA,NA,NA,0.31,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE
1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.46,NA,0.49,NA,NA,0.96,NA,NA,NA,NA,0.34,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE
1735,NA,NA,NA,NA,NA,NA,NA,NA,1.55,NA,NA,NA,NA,NA,0.96,0.77,NA,0.62,NA,NA,1.26,NA,NA,NA,NA,0.39,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,FALSE
1736,NA,NA,NA,1.65,NA,NA,NA,NA,1.53,NA,NA,NA,NA,NA,0.6,0.88,NA,0.65,NA,NA,1.34,NA,NA,NA,NA,0.54,NA,0.63,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,FALSE
1737,NA,NA,NA,1.44,NA,NA,NA,NA,1.41,NA,NA,NA,NA,NA,0.52,0.84,NA,0.46,NA,NA,1.19,NA,NA,NA,NA,0.36,NA,0.4,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,FALSE
1738,NA,NA,NA,1.15,0.82,NA,NA,NA,1.36,NA,NA,NA,NA,NA,0.56,1.15,NA,0.54,NA,NA,1.14,NA,NA,NA,NA,0.51,NA,0.43,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE
1739,NA,NA,NA,1.25,0.85,NA,NA,NA,0.96,NA,NA,NA,NA,NA,0.54,1,NA,0.57,NA,NA,1.2,NA,NA,NA,NA,0.42,NA,0.42,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,FALSE
1740,NA,NA,NA,1.1,0.65,NA,NA,NA,0.79,NA,NA,NA,NA,NA,0.53,0.7,NA,0.56,NA,NA,1.05,NA,NA,NA,NA,0.33,NA,0.44,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE
1741,NA,NA,NA,0.9,0.72,NA,NA,NA,0.88,NA,NA,NA,NA,NA,0.47,0.55,NA,0.59,NA,NA,0.91,NA,NA,NA,NA,0.28,NA,0.45,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE
1742,NA,NA,NA,0.98,0.74,NA,NA,NA,0.98,NA,NA,NA,NA,NA,0.47,0.62,NA,0.56,NA,NA,1.08,NA,NA,NA,NA,0.33,NA,0.42,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE
1743,NA,NA,NA,0.81,0.67,NA,NA,NA,0.92,NA,NA,NA,NA,NA,0.71,0.52,NA,0.5,NA,NA,0.79,NA,NA,NA,NA,0.33,NA,0.42,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE
1744,NA,NA,NA,0.73,0.55,NA,NA,NA,0.9,NA,NA,NA,NA,NA,0.54,0.49,NA,0.54,NA,NA,0.6,0.57,NA,NA,NA,0.36,NA,0.36,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE
1745,NA,NA,NA,0.97,0.6,NA,NA,NA,1,NA,NA,NA,NA,NA,0.63,0.57,NA,0.61,NA,NA,0.65,0.67,NA,NA,NA,0.41,NA,0.47,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE
1746,NA,NA,NA,0.75,0.43,NA,NA,NA,0.48,NA,NA,NA,NA,NA,0.48,0.61,NA,0.47,NA,NA,0.57,0.58,NA,NA,NA,0.31,NA,0.34,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE
1747,NA,NA,NA,0.79,0.63,NA,NA,NA,0.59,NA,NA,NA,NA,NA,0.47,0.69,NA,0.69,NA,NA,0.59,0.67,NA,NA,NA,0.38,NA,0.41,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE
1748,NA,NA,NA,0.73,0.68,NA,NA,NA,0.65,NA,NA,NA,NA,NA,0.37,0.85,NA,0.48,NA,NA,0.7,0.88,NA,NA,NA,0.34,NA,0.3,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE
1749,NA,NA,NA,0.71,0.61,NA,NA,NA,0.69,NA,NA,NA,NA,NA,0.34,0.76,NA,0.36,NA,NA,0.74,0.93,NA,NA,NA,0.41,NA,0.24,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE
1750,NA,1.26,NA,0.88,0.79,NA,NA,NA,0.98,NA,NA,NA,0.4,NA,0.48,1.34,0.34,0.55,NA,NA,0.85,0.93,1.31,NA,NA,0.44,0.29,0.45,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE
1751,NA,1.26,NA,0.78,0.8,NA,NA,NA,0.79,NA,NA,NA,0.28,NA,0.59,1.08,0.33,0.54,NA,NA,0.77,0.88,1.12,NA,NA,0.27,0.2,0.5,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE
1752,NA,1.05,NA,0.68,0.66,NA,NA,NA,1.38,NA,NA,NA,0.29,NA,0.64,0.91,0.29,0.46,NA,NA,0.85,0.84,1.04,0.59,NA,0.21,0.19,0.38,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1753,NA,0.81,NA,0.73,0.71,NA,NA,NA,1.3,NA,NA,NA,0.49,NA,0.7,0.89,0.32,0.56,NA,NA,0.68,0.72,1.24,0.67,NA,0.24,0.27,0.42,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1754,NA,0.98,NA,0.82,0.74,NA,NA,NA,1.01,NA,NA,NA,0.5,NA,1.28,0.85,0.33,0.65,NA,NA,0.85,0.74,1.15,0.74,NA,0.25,0.18,0.37,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE
1755,NA,0.73,NA,0.75,0.57,NA,NA,NA,0.83,NA,NA,NA,0.35,NA,1.14,0.75,0.27,0.52,NA,NA,0.85,0.77,0.75,0.6,NA,0.26,0.21,0.36,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1756,NA,0.71,NA,0.88,0.96,NA,NA,NA,1.22,NA,NA,NA,0.47,NA,1,0.82,0.33,0.54,NA,NA,1.09,1.09,0.84,0.47,NA,0.33,0.25,0.44,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1757,NA,0.59,NA,0.58,0.66,NA,NA,NA,0.86,NA,NA,NA,0.33,NA,0.6,0.65,0.21,0.48,NA,NA,0.82,0.89,0.73,0.48,NA,0.41,0.29,0.36,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1758,NA,0.66,NA,0.64,0.73,NA,NA,NA,0.95,NA,NA,NA,0.38,NA,0.68,0.89,0.28,0.55,NA,NA,0.98,0.91,0.7,0.46,NA,0.34,0.33,0.4,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1759,NA,0.57,NA,0.57,0.6,NA,NA,NA,0.76,NA,NA,NA,0.49,NA,0.49,0.69,0.22,0.46,NA,NA,0.98,0.88,0.67,0.41,NA,0.26,0.34,0.35,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1760,NA,0.45,NA,0.46,0.5,NA,NA,NA,0.76,NA,NA,NA,0.37,NA,0.36,0.6,0.24,0.41,NA,NA,0.88,0.84,0.85,0.32,NA,0.24,0.32,0.3,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1761,NA,0.61,NA,0.61,0.58,NA,NA,NA,0.77,NA,NA,NA,0.47,NA,0.38,0.75,0.26,0.48,NA,NA,0.92,0.94,0.96,0.39,NA,0.25,0.34,0.32,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1762,NA,0.62,NA,0.48,0.63,NA,NA,NA,0.83,NA,NA,NA,0.55,NA,0.46,0.82,0.32,0.57,NA,NA,0.92,1.1,1.1,0.35,NA,0.24,0.29,0.33,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
