age_CE,B82-2W_raw,B82-5N_raw,B8276W_raw,B8277E_raw,B8277N_raw,B82-81_raw,B82-86_raw,B8286S_raw,B8287W_raw,B8287E_raw,B8288W_raw,B8288S_raw,B8290E_raw,B8291N_raw,B8292E_raw,B8293W_raw,B8293N_raw,B8294E_raw,B8296E_raw,B8296N_raw,B8289N_raw,B8289W_raw,B8276S_raw,B8283E_raw,B8284N_raw,B8291S_raw,B8292N_raw,B8294S_raw,B82-2W_raw_outlier_flag,B82-5N_raw_outlier_flag,B8276W_raw_outlier_flag,B8277E_raw_outlier_flag,B8277N_raw_outlier_flag,B82-81_raw_outlier_flag,B82-86_raw_outlier_flag,B8286S_raw_outlier_flag,B8287W_raw_outlier_flag,B8287E_raw_outlier_flag,B8288W_raw_outlier_flag,B8288S_raw_outlier_flag,B8290E_raw_outlier_flag,B8291N_raw_outlier_flag,B8292E_raw_outlier_flag,B8293W_raw_outlier_flag,B8293N_raw_outlier_flag,B8294E_raw_outlier_flag,B8296E_raw_outlier_flag,B8296N_raw_outlier_flag,B8289N_raw_outlier_flag,B8289W_raw_outlier_flag,B8276S_raw_outlier_flag,B8283E_raw_outlier_flag,B8284N_raw_outlier_flag,B8291S_raw_outlier_flag,B8292N_raw_outlier_flag,B8294S_raw_outlier_flag
1820,0.42,0.99,1.12,0.33,0.78,NA,NA,0.82,1.22,0.95,NA,NA,0.46,0.26,0.32,0.43,0.3,0.58,NA,0.31,0.62,0.49,0.79,0.53,0.34,0.42,0.54,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1821,0.46,0.99,1.16,0.32,0.76,NA,NA,0.57,1.13,0.91,NA,NA,0.41,0.33,0.29,0.46,0.31,0.41,NA,0.23,0.6,0.54,0.72,0.5,0.33,0.47,0.57,0.26,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1822,0.4,1.04,1.13,0.46,0.91,NA,NA,0.98,1.01,1,NA,NA,0.49,0.36,0.41,0.5,0.37,0.52,NA,0.28,0.55,0.55,0.8,0.59,0.43,0.49,0.76,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1823,0.44,0.97,0.94,0.39,0.82,NA,NA,0.92,1.09,1.15,NA,NA,0.39,0.36,0.39,0.48,0.33,0.67,NA,0.26,0.5,0.47,0.62,0.68,0.33,0.49,0.62,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1824,0.41,0.83,1.04,0.33,0.52,NA,NA,1.08,0.91,0.93,NA,NA,0.31,0.27,0.26,0.38,0.22,0.54,NA,0.16,0.46,0.43,0.72,0.46,0.35,0.44,0.47,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1825,0.47,0.95,0.95,0.49,0.66,NA,NA,0.85,0.98,1.07,NA,NA,0.43,0.36,0.38,0.47,0.23,0.77,NA,0.21,0.5,0.49,0.88,0.49,0.38,0.41,0.51,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1826,0.38,0.81,0.84,0.5,0.66,NA,NA,0.69,1.03,1,NA,NA,0.45,0.31,0.34,0.41,0.3,0.65,NA,0.23,0.58,0.61,0.75,0.39,0.45,0.39,0.57,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1827,0.41,0.85,0.74,0.46,0.64,NA,NA,0.46,0.95,1.14,NA,1.44,0.4,0.25,0.29,0.34,0.21,0.55,NA,0.21,0.46,0.62,0.57,0.36,0.4,0.33,0.42,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1828,0.52,0.87,0.82,0.48,0.7,NA,NA,0.44,1.03,1.13,NA,0.71,0.59,0.25,0.29,0.38,0.25,0.56,NA,0.26,0.55,0.76,0.65,0.38,0.46,0.27,0.46,0.26,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1829,0.49,0.95,1.01,0.6,0.7,NA,NA,0.59,1.07,1.17,NA,0.77,0.69,0.3,0.31,0.41,0.31,0.65,NA,0.29,0.65,0.74,0.73,0.41,0.51,0.38,0.46,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1830,0.54,1.07,0.92,0.67,0.77,NA,0.34,1.08,1.14,1.31,NA,0.75,0.56,0.31,0.39,0.39,0.32,0.6,NA,0.26,0.62,0.71,0.64,0.41,0.52,0.4,0.58,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1831,0.55,0.86,0.77,0.59,0.9,NA,0.37,1.37,0.98,1.22,NA,0.85,0.45,0.22,0.32,0.35,0.25,0.5,NA,0.25,0.46,0.52,0.55,0.52,0.4,0.3,0.49,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1832,0.52,0.81,0.92,0.5,0.75,NA,0.39,1.24,0.84,1.1,NA,1.09,0.52,0.27,0.28,0.36,0.23,0.45,NA,0.31,0.49,0.46,0.55,0.58,0.4,0.36,0.38,0.23,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1833,0.5,1.11,1,0.73,1.03,NA,0.34,1.13,1.05,1.32,NA,1.14,0.6,0.3,0.44,0.39,0.27,0.53,NA,0.3,0.58,0.48,0.72,0.63,0.52,0.35,0.54,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1834,0.41,1.02,1,0.75,1.12,NA,0.29,1.04,1.06,1.36,NA,1.11,0.57,0.26,0.56,0.37,0.29,0.53,NA,0.35,0.64,0.49,0.74,0.65,0.64,0.38,0.62,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1835,0.34,1.09,0.94,0.86,1.11,NA,0.33,1.03,0.98,1.21,NA,1,0.57,0.29,0.44,0.43,0.3,0.61,NA,0.31,0.5,0.42,0.68,0.6,0.51,0.38,0.58,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1836,0.24,0.96,0.97,0.73,1.18,NA,0.32,0.94,0.9,1.31,NA,1.04,0.43,0.21,0.42,0.35,0.24,0.48,NA,0.15,0.53,0.34,0.55,0.53,0.45,0.29,0.48,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1837,0.34,0.97,0.77,0.75,1,NA,0.29,0.98,0.91,1.08,NA,0.85,0.36,0.25,0.35,0.33,0.25,0.64,NA,0.32,0.56,0.39,0.57,0.45,0.39,0.28,0.44,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1838,0.27,0.85,0.83,0.73,1.01,NA,0.36,1.22,1.03,1.27,NA,0.82,0.38,0.27,0.32,0.36,0.23,0.55,NA,0.4,0.61,0.47,0.67,0.54,0.46,0.35,0.46,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1839,0.41,0.94,0.94,1.04,1.31,NA,0.31,1.13,1.01,1.26,NA,0.99,0.46,0.36,0.43,0.47,0.27,0.62,NA,0.4,0.68,0.52,0.9,0.52,0.47,0.52,0.61,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1840,0.37,0.76,0.77,1.01,1.01,NA,0.27,0.83,1.05,1.24,0.62,0.97,0.44,0.23,0.32,0.4,0.23,0.95,NA,0.26,0.52,0.49,0.62,0.41,0.3,0.38,0.51,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1841,0.41,0.63,0.82,0.91,0.99,NA,0.34,0.85,1.09,1.32,0.73,1.08,0.46,0.25,0.26,0.31,0.2,0.89,NA,0.26,0.52,0.41,0.68,0.4,0.33,0.37,0.55,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1842,0.42,0.89,0.93,1.2,1.03,NA,0.59,1.2,1.15,1.49,1.03,1.35,0.57,0.25,0.26,0.31,0.15,0.81,NA,0.36,0.58,0.43,0.65,0.47,0.32,0.38,0.47,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1843,0.38,0.9,0.81,1.38,0.94,NA,0.53,1.27,1.09,1.39,1.06,1.41,0.67,0.29,0.26,0.39,0.24,0.76,NA,0.33,0.65,0.49,0.65,0.51,0.37,0.52,0.53,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1844,0.34,0.8,0.58,1.05,0.89,NA,0.38,0.93,0.89,1.25,0.8,1.15,0.44,0.24,0.24,0.3,0.2,0.59,NA,0.23,0.53,0.41,0.47,0.22,0.33,0.43,0.4,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1845,0.35,0.69,0.71,1.27,0.9,NA,0.4,0.59,1.09,0.54,1.29,1.53,0.52,0.29,0.36,0.39,0.24,0.66,NA,0.34,0.67,0.55,0.59,0.43,0.39,0.55,0.45,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1846,0.29,0.15,0.47,0.98,0.91,NA,0.35,0.62,0.77,0.85,1.19,1.39,0.38,0.25,0.23,0.36,0.21,0.52,NA,0.26,0.55,0.4,0.44,0.29,0.26,0.45,0.34,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1847,0.36,0.2,0.5,1.02,0.95,NA,0.4,0.93,0.91,1.17,1.01,1.24,0.42,0.3,0.25,0.35,0.23,0.57,NA,0.32,0.67,0.41,0.5,0.26,0.33,0.5,0.39,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1848,0.38,0.13,0.68,1.2,1.03,NA,0.37,0.95,1.01,1.25,1.08,1.39,0.55,0.3,0.27,0.41,0.24,0.77,NA,0.36,0.72,0.53,0.53,0.3,0.32,0.5,0.46,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1849,0.37,0.2,0.62,0.93,0.91,NA,0.28,0.88,0.83,0.91,0.94,1.26,0.49,0.3,0.22,0.38,0.2,0.6,NA,0.32,0.56,0.46,0.55,0.33,0.29,0.52,0.45,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1850,0.46,0.18,0.68,0.98,0.94,0.22,0.27,1.13,0.95,0.91,1.04,1.35,0.54,0.42,0.27,0.3,0.22,0.63,0.69,0.3,0.53,0.38,0.51,0.36,0.37,0.53,0.46,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1851,0.41,0.26,0.6,0.76,0.8,0.23,0.29,1.1,0.7,0.7,0.82,1.26,0.42,0.36,0.24,0.39,0.19,0.66,0.73,0.32,0.46,0.31,0.42,0.26,0.27,0.49,0.34,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1852,0.31,0.41,0.61,0.83,0.95,0.28,0.28,1.01,0.67,0.77,0.64,1.26,0.44,0.43,0.31,0.26,0.16,0.71,0.61,0.29,0.53,0.34,0.42,0.35,0.31,0.47,0.34,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1853,0.35,0.31,0.67,0.94,0.89,0.22,0.24,0.95,0.8,0.86,0.69,1.2,0.43,0.39,0.25,0.27,0.26,0.52,0.73,0.27,0.52,0.31,0.38,0.3,0.29,0.45,0.36,0.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1854,0.36,0.36,0.92,0.93,0.77,0.22,0.29,0.82,0.7,0.89,0.77,1.24,0.44,0.44,0.27,0.29,0.19,0.52,1.13,0.46,0.44,0.28,0.51,0.43,0.27,0.61,0.36,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1855,0.42,0.37,0.9,0.98,0.95,0.19,0.23,0.88,0.7,0.98,0.77,1.31,0.62,0.42,0.38,0.36,0.22,0.65,1.01,0.39,0.52,0.38,0.49,0.39,0.29,0.59,0.45,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1856,0.43,0.37,0.77,0.94,0.99,0.22,0.26,0.92,0.55,0.92,0.88,1.32,0.56,0.37,0.29,0.29,0.25,0.52,1.05,0.34,0.46,0.31,0.4,0.31,0.32,0.49,0.42,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1857,0.53,0.44,0.77,1.14,1.05,0.25,0.26,1.01,0.72,1.04,0.8,1.46,0.6,0.41,0.3,0.29,0.11,0.61,1.14,0.36,0.49,0.31,0.4,0.35,0.29,0.43,0.41,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1858,0.59,0.37,0.77,0.95,0.98,0.24,0.28,1,0.61,0.88,0.75,1.39,0.57,0.44,0.32,0.33,0.18,0.67,0.94,0.36,0.49,0.39,0.37,0.23,0.3,0.42,0.5,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1859,0.67,0.4,0.77,0.95,1.01,0.27,0.35,0.97,0.65,1.08,0.76,1.3,0.55,0.46,0.35,0.3,0.21,0.69,0.94,0.31,0.48,0.36,0.4,0.37,0.34,0.52,0.49,0.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1860,0.59,0.37,0.77,0.65,0.77,0.21,0.29,0.9,0.52,0.81,0.59,0.99,0.5,0.46,0.24,0.24,0.15,0.67,0.81,0.29,0.38,0.3,0.47,0.26,0.3,0.51,0.36,0.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1861,0.49,0.41,0.64,0.74,0.94,0.24,0.29,1.08,0.58,0.88,0.62,1.03,0.57,0.42,0.24,0.26,0.2,0.67,0.89,0.32,0.35,0.32,0.37,0.32,0.3,0.46,0.39,0.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1862,0.45,0.49,0.62,0.84,1.03,0.23,0.32,1.2,0.81,1.01,0.72,1.11,0.64,0.38,0.46,0.25,0.2,0.57,0.77,0.3,0.47,0.32,0.44,0.42,0.31,0.4,0.5,0.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1863,0.41,0.53,0.78,0.84,1.01,0.28,0.4,1.25,0.81,1.31,0.72,1.12,0.65,0.45,0.4,0.3,0.22,0.89,0.78,0.32,0.55,0.43,0.43,0.39,0.33,0.51,0.51,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1864,0.38,0.42,0.59,0.74,0.77,0.24,0.31,0.91,0.54,1.01,0.65,1.13,0.55,0.39,0.28,0.29,0.18,0.84,0.73,0.27,0.48,0.39,0.41,0.29,0.28,0.39,0.36,0.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1865,0.42,0.45,0.63,1.03,1.05,0.29,0.39,1.15,0.66,1.26,0.61,1.11,0.74,0.39,0.31,0.34,0.2,1.02,0.77,0.32,0.45,0.34,0.46,0.44,0.3,0.39,0.4,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1866,0.52,0.48,0.5,1.13,1.07,0.26,0.33,0.98,0.87,1.27,0.63,1.33,0.78,0.37,0.31,0.33,0.18,0.84,0.98,0.3,0.46,0.31,0.44,0.42,0.3,0.38,0.31,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1867,0.45,0.43,0.5,0.89,0.94,0.23,0.25,0.77,0.7,1.09,0.61,1.2,0.78,0.38,0.25,0.32,0.19,0.65,0.91,0.33,0.43,0.32,0.41,0.36,0.31,0.5,0.33,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1868,0.47,0.46,0.73,0.92,1.05,0.27,0.43,0.89,0.92,1.31,0.82,1.49,0.81,0.45,0.31,0.41,0.24,0.63,1.02,0.44,0.47,0.34,0.64,0.43,0.29,0.48,0.45,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1869,0.36,0.4,0.62,0.73,0.88,0.3,0.42,0.82,0.7,1.16,0.74,1.04,0.48,0.43,0.21,0.24,0.16,0.7,0.74,0.41,0.36,0.24,0.5,0.28,0.2,0.45,0.25,0.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1870,0.39,0.41,0.65,0.84,0.99,0.28,0.33,0.67,0.77,1.12,0.77,1.09,0.61,0.58,0.21,0.31,0.19,0.62,0.74,0.41,0.35,0.22,0.4,0.3,0.25,0.53,0.25,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1871,0.35,0.38,0.65,0.89,1.01,0.27,0.35,0.73,0.86,1.17,0.69,1.04,0.62,0.52,0.33,0.27,0.18,0.64,0.87,0.41,0.28,0.2,0.35,0.22,0.23,0.42,0.27,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1872,0.33,0.45,0.59,0.77,1.05,0.25,0.27,0.59,0.72,0.98,0.67,1.01,0.61,0.44,0.28,0.29,0.18,0.69,0.88,0.47,0.33,0.28,0.3,0.33,0.21,0.4,0.25,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
