age_CE,GOAT0010_raw,GOAT0020_raw,GOAT0030_raw,GOAT0040_raw,GOAT0050_raw,GOAT0060_raw,GOAT0070_raw,GOAT0080_raw,GOAT0090_raw,GOAT0120_raw,GOAT0130_raw,GOAT0140_raw,GOAT0150_raw,GOAT0160_raw,GOATCH00_raw,GOAT0010_raw_outlier_flag,GOAT0020_raw_outlier_flag,GOAT0030_raw_outlier_flag,GOAT0040_raw_outlier_flag,GOAT0050_raw_outlier_flag,GOAT0060_raw_outlier_flag,GOAT0070_raw_outlier_flag,GOAT0080_raw_outlier_flag,GOAT0090_raw_outlier_flag,GOAT0120_raw_outlier_flag,GOAT0130_raw_outlier_flag,GOAT0140_raw_outlier_flag,GOAT0150_raw_outlier_flag,GOAT0160_raw_outlier_flag,GOATCH00_raw_outlier_flag
1692,0.42,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,0.37,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1693,0.3,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,0.33,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1694,0.18,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,0.28,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1695,0.23,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,0.32,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1696,0.16,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,0.34,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1697,0.21,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,0.37,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1698,0.2,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,0.28,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1699,0.18,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,0.28,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1700,0.22,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,0.35,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1701,0.19,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,0.29,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1702,0.3,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,0.35,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1703,0.2,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,0.31,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1704,0.31,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,0.32,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1705,0.25,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,0.31,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1706,0.24,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,0.35,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1707,0.24,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,0.33,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1708,0.24,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,0.38,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1709,0.18,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,0.36,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1710,0.22,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,0.38,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1711,0.24,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0.4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1712,0.17,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,0.3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1713,0.18,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,0.29,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1714,0.19,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,0.3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1715,0.24,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,0.3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1716,0.3,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,0.39,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1717,0.37,0.68,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,0.26,NA,0.5,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1718,0.27,0.62,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,0.22,NA,0.43,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1719,0.17,0.45,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,0.27,NA,0.37,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE
1720,0.23,0.53,NA,NA,NA,NA,0.6,NA,NA,NA,1.07,NA,0.25,NA,0.54,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1721,0.18,0.53,NA,NA,NA,NA,0.55,NA,NA,NA,0.93,NA,0.15,NA,0.47,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1722,0.19,0.45,NA,NA,NA,NA,0.63,NA,NA,NA,0.82,NA,0.25,NA,0.47,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1723,0.23,0.42,NA,NA,NA,NA,0.7,NA,NA,NA,0.72,NA,0.26,NA,0.47,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1724,0.23,0.78,NA,NA,NA,NA,0.61,NA,NA,NA,0.48,NA,0.27,NA,0.47,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1725,0.39,0.44,NA,NA,NA,NA,0.66,NA,NA,NA,0.51,NA,0.33,NA,0.47,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1726,0.33,0.48,NA,NA,NA,NA,0.65,NA,NA,NA,0.48,NA,0.21,NA,0.43,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1727,0.22,0.44,NA,NA,NA,NA,0.65,NA,NA,NA,0.45,NA,0.19,NA,0.39,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1728,0.25,0.6,NA,NA,NA,NA,0.84,NA,NA,NA,0.42,NA,0.15,NA,0.45,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1729,0.23,0.61,NA,NA,NA,NA,0.8,NA,NA,NA,0.31,NA,0.14,NA,0.42,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1730,0.28,0.55,NA,NA,NA,NA,0.91,NA,NA,NA,0.41,NA,0.32,NA,0.49,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1731,0.52,0.89,NA,NA,NA,NA,1.06,NA,NA,NA,0.42,NA,0.39,NA,0.66,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1732,0.33,0.95,NA,NA,NA,NA,1.21,NA,NA,NA,0.48,NA,0.5,NA,0.69,FALSE,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1733,0.25,0.81,NA,NA,NA,NA,1.11,NA,NA,NA,0.45,NA,0.39,NA,0.6,FALSE,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1734,0.22,1,NA,NA,NA,NA,0.92,NA,NA,NA,0.56,NA,0.36,NA,0.61,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1735,0.3,0.87,NA,NA,NA,NA,0.87,NA,NA,NA,0.6,NA,0.35,NA,0.6,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1736,0.18,0.78,NA,NA,NA,NA,0.79,NA,NA,NA,0.53,NA,0.27,NA,0.51,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1737,0.25,0.77,NA,NA,NA,NA,0.99,NA,NA,NA,0.73,NA,0.29,NA,0.61,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1738,0.36,0.83,NA,NA,NA,NA,1.23,NA,NA,NA,0.78,NA,0.5,NA,0.74,FALSE,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1739,0.27,0.88,NA,NA,NA,NA,0.72,NA,NA,NA,0.55,NA,0.37,NA,0.56,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1740,0.28,0.64,NA,NA,NA,NA,0.99,NA,NA,NA,0.86,NA,0.51,NA,0.66,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1741,0.23,0.88,NA,NA,NA,NA,0.61,NA,NA,NA,0.57,NA,0.41,NA,0.54,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1742,0.21,0.67,NA,NA,NA,NA,0.64,NA,NA,NA,0.54,NA,0.4,NA,0.49,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1743,0.31,0.73,NA,NA,NA,NA,0.57,NA,NA,NA,0.36,NA,0.41,NA,0.48,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1744,0.22,0.85,NA,NA,NA,NA,0.58,NA,NA,NA,0.4,NA,0.34,NA,0.48,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1745,0.23,0.79,NA,NA,NA,NA,0.59,NA,NA,NA,0.47,NA,0.26,NA,0.47,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1746,0.43,0.7,NA,NA,NA,NA,0.8,NA,NA,NA,0.6,NA,0.41,NA,0.59,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1747,0.42,1.01,NA,NA,NA,NA,0.79,NA,NA,NA,0.48,NA,0.29,NA,0.6,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1748,0.29,1.13,NA,NA,NA,NA,0.76,NA,NA,NA,0.45,NA,0.34,NA,0.59,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1749,0.32,0.78,NA,NA,NA,NA,0.67,NA,NA,NA,0.4,NA,0.28,NA,0.49,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1750,0.32,0.35,NA,NA,NA,NA,0.7,NA,NA,NA,0.39,NA,0.31,NA,0.41,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1751,0.37,0.34,NA,NA,NA,NA,0.73,NA,NA,NA,0.39,NA,0.33,NA,0.43,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1752,0.38,0.5,NA,NA,NA,NA,0.79,NA,NA,NA,0.41,NA,0.49,NA,0.51,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1753,0.37,0.48,NA,NA,NA,NA,0.76,NA,NA,NA,0.42,NA,0.52,NA,0.51,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1754,0.53,0.37,NA,NA,NA,NA,0.43,NA,NA,NA,0.27,NA,0.37,NA,0.39,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
