age_CE,FMMH01B_raw,FMMH02B_raw,FMMH03B_raw,FMMH04A_raw,FMMH05B_raw,FMMH07B_raw,FMMH08B_raw,FMMH09B_raw,FMMH10A_raw,FMMH11A_raw,FMMH12B_raw,FMMH13B_raw,FMMH14A_raw,FMMH15A_raw,FMMH16A_raw,FMMH17A_raw,FMMH18B_raw,FMMH19A_raw,FMMH20B_raw,FMMH01B_raw_outlier_flag,FMMH02B_raw_outlier_flag,FMMH03B_raw_outlier_flag,FMMH04A_raw_outlier_flag,FMMH05B_raw_outlier_flag,FMMH07B_raw_outlier_flag,FMMH08B_raw_outlier_flag,FMMH09B_raw_outlier_flag,FMMH10A_raw_outlier_flag,FMMH11A_raw_outlier_flag,FMMH12B_raw_outlier_flag,FMMH13B_raw_outlier_flag,FMMH14A_raw_outlier_flag,FMMH15A_raw_outlier_flag,FMMH16A_raw_outlier_flag,FMMH17A_raw_outlier_flag,FMMH18B_raw_outlier_flag,FMMH19A_raw_outlier_flag,FMMH20B_raw_outlier_flag
1846,NA,NA,0.77,NA,NA,1.23,NA,0.47,1.46,1.76,1.16,NA,2.23,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1847,NA,NA,0.71,NA,NA,1.48,NA,0.64,1.3,1.94,0.92,NA,2.44,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1848,NA,NA,0.52,NA,NA,1.36,NA,0.76,1.41,1.78,0.79,NA,2.04,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1849,NA,NA,0.42,NA,NA,1.01,NA,0.69,1.36,1.66,0.65,NA,2.17,NA,NA,NA,2.48,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,NA
1850,NA,NA,0.31,NA,NA,0.88,NA,0.98,1.25,0.99,0.58,1.14,1.45,NA,NA,NA,2.78,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA
1851,NA,NA,0.38,NA,NA,0.99,NA,0.8,0.98,0.88,0.9,1.4,1.21,NA,NA,NA,2.88,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA
1852,NA,NA,0.41,NA,NA,1.29,NA,1.23,0.7,0.65,1.3,1.57,1.11,NA,NA,NA,3.39,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA
1853,NA,NA,0.42,NA,NA,1.28,NA,0.69,0.82,1.45,0.91,1.15,1.59,NA,NA,NA,2.15,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA
1854,NA,NA,0.49,NA,NA,1.12,NA,0.93,1.11,1.78,0.8,1.48,2.34,NA,NA,NA,2.14,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA
1855,NA,NA,0.73,NA,NA,1.11,NA,1.36,1.46,1.85,1.06,1.52,2.26,NA,NA,NA,2.55,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA
1856,NA,NA,0.6,NA,NA,1.46,NA,0.45,1.24,1.78,0.71,1.29,2.07,NA,NA,NA,2.99,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA
1857,NA,NA,0.83,NA,NA,1.21,NA,0.3,1.37,1.78,0.89,1.82,2.21,NA,NA,NA,2.74,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA
1858,NA,NA,0.68,NA,NA,1.27,NA,0.32,1.29,1.65,0.73,1.47,2.49,NA,NA,NA,2.28,2.05,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
1859,NA,NA,0.6,NA,NA,0.79,NA,0.5,0.88,0.99,0.52,1.41,1.91,NA,NA,NA,1.59,2.4,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
1860,NA,NA,0.44,NA,NA,0.84,NA,0.65,1.08,1.75,0.7,1.39,2.02,NA,1.24,NA,2.15,1.87,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA
1861,NA,NA,0.32,NA,NA,0.51,NA,0.3,0.52,1.37,0.78,0.94,1.26,NA,0.91,NA,1.87,1.75,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA
1862,NA,NA,0.33,NA,NA,0.66,NA,0.37,0.94,1.82,1.21,1.1,2.14,NA,0.79,NA,2.06,1.72,0.93,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1863,NA,NA,0.38,NA,NA,1,NA,0.36,1.31,2.05,1.41,1.57,2.74,NA,0.81,NA,2.58,2.25,1.15,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1864,NA,NA,0.17,NA,NA,1.02,NA,0.5,1.05,1.75,1.04,1.67,2.31,NA,0.66,NA,2.52,2.06,1.32,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1865,NA,NA,0.15,NA,NA,0.74,NA,0.52,1.11,1.81,0.49,1.44,2.7,NA,0.47,NA,2.01,1.13,1.28,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1866,NA,NA,0.1,NA,NA,0.7,NA,0.36,0.87,1.74,0.37,1.7,1.46,NA,0.43,NA,1.66,0.64,0.95,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1867,NA,NA,0.12,NA,NA,0.59,NA,0.34,0.86,1.53,0.4,1.64,1.7,NA,0.51,NA,1.9,1.01,1.06,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1868,NA,NA,0.19,NA,NA,0.63,NA,0.52,1.16,1.84,0.62,2.15,2.12,NA,0.78,NA,2.23,2.19,0.77,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1869,NA,NA,0.17,NA,NA,0.7,NA,0.78,1.24,1.39,0.84,1.58,2.1,NA,1.19,NA,1.6,2.15,1.16,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1870,NA,NA,0.17,NA,NA,1.12,1.59,0.41,1.47,1.3,0.71,1.48,2.21,NA,1.2,NA,3.01,2.37,1.41,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1871,NA,NA,0.23,NA,NA,0.96,1.87,0.41,1.14,1.26,0.68,1.49,1.91,NA,1.28,NA,2.12,1.54,1.15,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1872,NA,0.69,0.21,NA,NA,0.92,2.24,0.34,1.1,1.19,0.68,1.75,1.74,NA,1.47,NA,1.66,1.91,1.25,NA,FALSE,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1873,NA,0.57,0.25,NA,NA,0.96,2.73,0.24,0.98,1.45,0.56,1.51,1.72,NA,1.93,NA,1.43,1.76,1.23,NA,FALSE,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1874,NA,0.92,0.24,NA,NA,1.19,2.46,0.47,1.12,1.51,0.91,2.25,2.28,NA,1.71,NA,2.23,2.73,1.34,NA,FALSE,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1875,NA,0.57,0.33,NA,NA,0.99,1.42,0.28,1.19,1.86,0.75,1.73,2.45,NA,1.44,NA,1.82,1.86,1.12,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1876,NA,0.32,0.2,NA,NA,0.66,1.1,0.22,0.43,1.42,0.42,1.36,1.64,NA,1.23,NA,1.73,1.79,0.81,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1877,NA,0.75,0.18,NA,NA,0.65,1.4,0.8,1.2,1.6,1.01,1.8,2.44,NA,2.68,NA,2.48,2.56,1.11,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1878,NA,0.75,0.22,NA,NA,0.8,1.32,0.77,1.02,1.56,0.9,1.03,1.72,NA,1.7,NA,1.91,2.39,1.31,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1879,NA,0.84,0.25,NA,NA,0.97,1.52,0.98,1.28,1.87,0.57,0.83,1.86,NA,1.08,NA,2.07,2.89,1.41,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1880,NA,0.23,0.23,NA,0.67,0.64,0.73,0.3,0.58,1.1,0.26,0.57,0.95,NA,0.67,NA,1.37,1.12,0.71,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1881,NA,0.55,0.43,NA,1.26,1.2,1.37,0.73,1.57,1.78,0.64,1.33,1.76,NA,0.99,NA,2.52,2.14,1.77,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,TRUE
1882,NA,0.27,0.54,NA,1.08,1.03,1.34,0.5,0.93,1.57,0.25,1.17,1.49,NA,0.81,NA,2.13,1.87,1.61,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1883,NA,0.28,0.56,NA,0.77,1.33,1.45,0.5,1.17,1.6,0.28,1.83,1.29,NA,0.84,NA,2.04,2.05,1.49,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1884,NA,0.27,0.35,NA,1.16,1.14,1.1,0.61,1.06,1.36,0.25,1.38,1.11,NA,1.09,NA,1.59,1.84,0.68,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1885,NA,0.53,0.63,NA,0.8,1.64,1.19,0.87,1.27,1.79,0.83,1.69,1.64,NA,1.55,NA,2.7,2.46,0.94,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1886,NA,0.52,0.48,NA,0.68,0.91,0.8,0.77,1.11,1.37,0.6,0.93,1.47,NA,1.67,NA,1.79,2.27,1.12,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1887,NA,0.33,0.47,NA,0.76,1.05,0.64,0.29,0.64,1.4,0.19,1.08,0.92,NA,1.14,NA,1.5,1.66,0.84,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1888,NA,0.91,0.31,NA,1.26,1.5,0.99,0.35,1.02,1.92,0.45,1.66,1.59,NA,2.05,NA,2.1,2.38,1.34,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1889,NA,1.13,0.23,NA,1.32,0.98,0.67,0.29,0.77,1.26,0.82,1.2,1.68,NA,2.29,NA,1.81,2.24,1.29,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1890,NA,0.68,0.29,NA,0.69,0.88,1.08,0.41,0.92,1.55,0.42,1.26,1.71,NA,2.24,NA,1.5,2.37,1.14,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1891,NA,0.78,0.33,NA,1.62,1.01,0.94,0.52,0.95,1.65,0.85,1.47,2.01,1.85,3.69,NA,1.95,2.66,1.2,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE
1892,1.28,0.39,0.26,NA,1.11,0.67,0.74,0.36,0.62,1.3,0.26,0.98,1.16,1.69,2.66,NA,1.48,2.01,0.99,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
