"","State","Tree","Tag","years","Ring_width"
"10143","CO","07H","ABLA-M-07H","1879",NA
"10144","CO","07H","ABLA-M-07H","1878",NA
"10145","CO","07H","ABLA-M-07H","1877",NA
"10146","CO","07H","ABLA-M-07H","1876",NA
"10147","CO","07H","ABLA-M-07H","1875",NA
"10148","CO","07L","ABLA-M-07L","2013",0.299
"10149","CO","07L","ABLA-M-07L","2012",2.8375
"10150","CO","07L","ABLA-M-07L","2011",2.7115
"10151","CO","07L","ABLA-M-07L","2010",2.653
"10152","CO","07L","ABLA-M-07L","2009",2.636
"10153","CO","07L","ABLA-M-07L","2008",3.2975
"10154","CO","07L","ABLA-M-07L","2007",3.1245
"10155","CO","07L","ABLA-M-07L","2006",2.787
"10156","CO","07L","ABLA-M-07L","2005",3.0465
"10157","CO","07L","ABLA-M-07L","2004",2.185
"10158","CO","07L","ABLA-M-07L","2003",2.31
"10159","CO","07L","ABLA-M-07L","2002",4.235
"10160","CO","07L","ABLA-M-07L","2001",3.402
"10161","CO","07L","ABLA-M-07L","2000",3.2335
"10162","CO","07L","ABLA-M-07L","1999",3.2225
"10163","CO","07L","ABLA-M-07L","1998",2.8365
"10164","CO","07L","ABLA-M-07L","1997",2.2895
"10165","CO","07L","ABLA-M-07L","1996",3.085
"10166","CO","07L","ABLA-M-07L","1995",3.415
"10167","CO","07L","ABLA-M-07L","1994",2.8655
"10168","CO","07L","ABLA-M-07L","1993",3.8015
"10169","CO","07L","ABLA-M-07L","1992",4.28
"10170","CO","07L","ABLA-M-07L","1991",4.1495
"10171","CO","07L","ABLA-M-07L","1990",2.8825
"10172","CO","07L","ABLA-M-07L","1989",2.6315
"10173","CO","07L","ABLA-M-07L","1988",3.2185
"10174","CO","07L","ABLA-M-07L","1987",3.9155
"10175","CO","07L","ABLA-M-07L","1986",4.4055
"10176","CO","07L","ABLA-M-07L","1985",3.549
"10177","CO","07L","ABLA-M-07L","1984",3.8195
"10178","CO","07L","ABLA-M-07L","1983",3.957
"10179","CO","07L","ABLA-M-07L","1982",3.2305
"10180","CO","07L","ABLA-M-07L","1981",3.3
"10181","CO","07L","ABLA-M-07L","1980",2.2405
"10182","CO","07L","ABLA-M-07L","1979",2.6325
"10183","CO","07L","ABLA-M-07L","1978",2.0755
"10184","CO","07L","ABLA-M-07L","1977",1.7125
"10185","CO","07L","ABLA-M-07L","1976",1.2505
"10186","CO","07L","ABLA-M-07L","1975",1.4845
"10187","CO","07L","ABLA-M-07L","1974",1.3825
"10188","CO","07L","ABLA-M-07L","1973",1.407
"10189","CO","07L","ABLA-M-07L","1972",1.8175
"10190","CO","07L","ABLA-M-07L","1971",2.053
"10191","CO","07L","ABLA-M-07L","1970",2.796
"10192","CO","07L","ABLA-M-07L","1969",0.864
"10193","CO","07L","ABLA-M-07L","1968",0.835
"10194","CO","07L","ABLA-M-07L","1967",2.222
"10195","CO","07L","ABLA-M-07L","1966",1.369
"10196","CO","07L","ABLA-M-07L","1965",NA
"10197","CO","07L","ABLA-M-07L","1964",NA
"10198","CO","07L","ABLA-M-07L","1963",NA
"10199","CO","07L","ABLA-M-07L","1962",NA
"10200","CO","07L","ABLA-M-07L","1961",NA
"10201","CO","07L","ABLA-M-07L","1960",NA
"10202","CO","07L","ABLA-M-07L","1959",NA
"10203","CO","07L","ABLA-M-07L","1958",NA
"10204","CO","07L","ABLA-M-07L","1957",NA
"10205","CO","07L","ABLA-M-07L","1956",NA
"10206","CO","07L","ABLA-M-07L","1955",NA
"10207","CO","07L","ABLA-M-07L","1954",NA
"10208","CO","07L","ABLA-M-07L","1953",NA
"10209","CO","07L","ABLA-M-07L","1952",NA
"10210","CO","07L","ABLA-M-07L","1951",NA
"10211","CO","07L","ABLA-M-07L","1950",NA
"10212","CO","07L","ABLA-M-07L","1949",NA
"10213","CO","07L","ABLA-M-07L","1948",NA
"10214","CO","07L","ABLA-M-07L","1947",NA
"10215","CO","07L","ABLA-M-07L","1946",NA
"10216","CO","07L","ABLA-M-07L","1945",NA
"10217","CO","07L","ABLA-M-07L","1944",NA
"10218","CO","07L","ABLA-M-07L","1943",NA
"10219","CO","07L","ABLA-M-07L","1942",NA
"10220","CO","07L","ABLA-M-07L","1941",NA
"10221","CO","07L","ABLA-M-07L","1940",NA
"10222","CO","07L","ABLA-M-07L","1939",NA
"10223","CO","07L","ABLA-M-07L","1938",NA
"10224","CO","07L","ABLA-M-07L","1937",NA
"10225","CO","07L","ABLA-M-07L","1936",NA
"10226","CO","07L","ABLA-M-07L","1935",NA
"10227","CO","07L","ABLA-M-07L","1934",NA
"10228","CO","07L","ABLA-M-07L","1933",NA
"10229","CO","07L","ABLA-M-07L","1932",NA
"10230","CO","07L","ABLA-M-07L","1931",NA
"10231","CO","07L","ABLA-M-07L","1930",NA
"10232","CO","07L","ABLA-M-07L","1929",NA
"10233","CO","07L","ABLA-M-07L","1928",NA
"10234","CO","07L","ABLA-M-07L","1927",NA
"10235","CO","07L","ABLA-M-07L","1926",NA
"10236","CO","07L","ABLA-M-07L","1925",NA
"10237","CO","07L","ABLA-M-07L","1924",NA
"10238","CO","07L","ABLA-M-07L","1923",NA
"10239","CO","07L","ABLA-M-07L","1922",NA
"10240","CO","07L","ABLA-M-07L","1921",NA
"10241","CO","07L","ABLA-M-07L","1920",NA
"10242","CO","07L","ABLA-M-07L","1919",NA
"10243","CO","07L","ABLA-M-07L","1918",NA
"10244","CO","07L","ABLA-M-07L","1917",NA
"10245","CO","07L","ABLA-M-07L","1916",NA
"10246","CO","07L","ABLA-M-07L","1915",NA
"10247","CO","07L","ABLA-M-07L","1914",NA
"10248","CO","07L","ABLA-M-07L","1913",NA
"10249","CO","07L","ABLA-M-07L","1912",NA
"10250","CO","07L","ABLA-M-07L","1911",NA
"10251","CO","07L","ABLA-M-07L","1910",NA
"10252","CO","07L","ABLA-M-07L","1909",NA
"10253","CO","07L","ABLA-M-07L","1908",NA
"10254","CO","07L","ABLA-M-07L","1907",NA
"10255","CO","07L","ABLA-M-07L","1906",NA
"10256","CO","07L","ABLA-M-07L","1905",NA
"10257","CO","07L","ABLA-M-07L","1904",NA
"10258","CO","07L","ABLA-M-07L","1903",NA
"10259","CO","07L","ABLA-M-07L","1902",NA
"10260","CO","07L","ABLA-M-07L","1901",NA
"10261","CO","07L","ABLA-M-07L","1900",NA
"10262","CO","07L","ABLA-M-07L","1899",NA
"10263","CO","07L","ABLA-M-07L","1898",NA
"10264","CO","07L","ABLA-M-07L","1897",NA
"10265","CO","07L","ABLA-M-07L","1896",NA
"10266","CO","07L","ABLA-M-07L","1895",NA
"10267","CO","07L","ABLA-M-07L","1894",NA
"10268","CO","07L","ABLA-M-07L","1893",NA
"10269","CO","07L","ABLA-M-07L","1892",NA
"10270","CO","07L","ABLA-M-07L","1891",NA
"10271","CO","07L","ABLA-M-07L","1890",NA
"10272","CO","07L","ABLA-M-07L","1889",NA
"10273","CO","07L","ABLA-M-07L","1888",NA
"10274","CO","07L","ABLA-M-07L","1887",NA
"10275","CO","07L","ABLA-M-07L","1886",NA
"10276","CO","07L","ABLA-M-07L","1885",NA
"10277","CO","07L","ABLA-M-07L","1884",NA
"10278","CO","07L","ABLA-M-07L","1883",NA
"10279","CO","07L","ABLA-M-07L","1882",NA
"10280","CO","07L","ABLA-M-07L","1881",NA
"10281","CO","07L","ABLA-M-07L","1880",NA
"10282","CO","07L","ABLA-M-07L","1879",NA
"10283","CO","07L","ABLA-M-07L","1878",NA
"10284","CO","07L","ABLA-M-07L","1877",NA
"10285","CO","07L","ABLA-M-07L","1876",NA
"10286","CO","07L","ABLA-M-07L","1875",NA
"10287","CO","08H","ABLA-M-08H","2013",0.138
"10288","CO","08H","ABLA-M-08H","2012",1.447
"10289","CO","08H","ABLA-M-08H","2011",1.8245
"10290","CO","08H","ABLA-M-08H","2010",1.8395
"10291","CO","08H","ABLA-M-08H","2009",1.991
"10292","CO","08H","ABLA-M-08H","2008",2.1705
"10293","CO","08H","ABLA-M-08H","2007",1.91
"10294","CO","08H","ABLA-M-08H","2006",2.0155
"10295","CO","08H","ABLA-M-08H","2005",1.946
"10296","CO","08H","ABLA-M-08H","2004",1.4825
"10297","CO","08H","ABLA-M-08H","2003",1.4105
"10298","CO","08H","ABLA-M-08H","2002",1.782
"10299","CO","08H","ABLA-M-08H","2001",1.886
"10300","CO","08H","ABLA-M-08H","2000",2.134
"10301","CO","08H","ABLA-M-08H","1999",2.2615
"10302","CO","08H","ABLA-M-08H","1998",2.569
"10303","CO","08H","ABLA-M-08H","1997",1.7645
"10304","CO","08H","ABLA-M-08H","1996",1.521
"10305","CO","08H","ABLA-M-08H","1995",1.6055
"10306","CO","08H","ABLA-M-08H","1994",1.648
"10307","CO","08H","ABLA-M-08H","1993",2.7155
"10308","CO","08H","ABLA-M-08H","1992",2.711
"10309","CO","08H","ABLA-M-08H","1991",2.72
"10310","CO","08H","ABLA-M-08H","1990",2.198
"10311","CO","08H","ABLA-M-08H","1989",2.549
"10312","CO","08H","ABLA-M-08H","1988",3.012
"10313","CO","08H","ABLA-M-08H","1987",2.804
"10314","CO","08H","ABLA-M-08H","1986",3.087
"10315","CO","08H","ABLA-M-08H","1985",2.5705
"10316","CO","08H","ABLA-M-08H","1984",2.5055
"10317","CO","08H","ABLA-M-08H","1983",2.295
"10318","CO","08H","ABLA-M-08H","1982",2.2075
"10319","CO","08H","ABLA-M-08H","1981",1.944
"10320","CO","08H","ABLA-M-08H","1980",1.8075
"10321","CO","08H","ABLA-M-08H","1979",2.2305
"10322","CO","08H","ABLA-M-08H","1978",1.891
"10323","CO","08H","ABLA-M-08H","1977",1.637
"10324","CO","08H","ABLA-M-08H","1976",1.7955
"10325","CO","08H","ABLA-M-08H","1975",2.7575
"10326","CO","08H","ABLA-M-08H","1974",2.3855
"10327","CO","08H","ABLA-M-08H","1973",2.4565
"10328","CO","08H","ABLA-M-08H","1972",1.711
"10329","CO","08H","ABLA-M-08H","1971",1.2685
"10330","CO","08H","ABLA-M-08H","1970",2.6275
"10331","CO","08H","ABLA-M-08H","1969",3.115
"10332","CO","08H","ABLA-M-08H","1968",1.661
"10333","CO","08H","ABLA-M-08H","1967",1.6715
"10334","CO","08H","ABLA-M-08H","1966",2.084
"10335","CO","08H","ABLA-M-08H","1965",1.5225
"10336","CO","08H","ABLA-M-08H","1964",1.585
"10337","CO","08H","ABLA-M-08H","1963",1.268
"10338","CO","08H","ABLA-M-08H","1962",1.269
"10339","CO","08H","ABLA-M-08H","1961",1.164
"10340","CO","08H","ABLA-M-08H","1960",1.248
"10341","CO","08H","ABLA-M-08H","1959",1.439
"10342","CO","08H","ABLA-M-08H","1958",1.291
"10343","CO","08H","ABLA-M-08H","1957",0.91
"10344","CO","08H","ABLA-M-08H","1956",0.952
"10345","CO","08H","ABLA-M-08H","1955",0.952
"10346","CO","08H","ABLA-M-08H","1954",0.951
"10347","CO","08H","ABLA-M-08H","1953",1.013
"10348","CO","08H","ABLA-M-08H","1952",0.971
"10349","CO","08H","ABLA-M-08H","1951",0.779
"10350","CO","08H","ABLA-M-08H","1950",0.819
"10351","CO","08H","ABLA-M-08H","1949",0.984
"10352","CO","08H","ABLA-M-08H","1948",1.169
"10353","CO","08H","ABLA-M-08H","1947",1.131
"10354","CO","08H","ABLA-M-08H","1946",0.951
"10355","CO","08H","ABLA-M-08H","1945",1.269
"10356","CO","08H","ABLA-M-08H","1944",1.291
"10357","CO","08H","ABLA-M-08H","1943",1.1
"10358","CO","08H","ABLA-M-08H","1942",1.248
"10359","CO","08H","ABLA-M-08H","1941",1.058
"10360","CO","08H","ABLA-M-08H","1940",1.015
"10361","CO","08H","ABLA-M-08H","1939",1.079
"10362","CO","08H","ABLA-M-08H","1938",0.951
"10363","CO","08H","ABLA-M-08H","1937",0.945
"10364","CO","08H","ABLA-M-08H","1936",0.843
"10365","CO","08H","ABLA-M-08H","1935",0.966
"10366","CO","08H","ABLA-M-08H","1934",1.068
"10367","CO","08H","ABLA-M-08H","1933",1.026
"10368","CO","08H","ABLA-M-08H","1932",1.013
"10369","CO","08H","ABLA-M-08H","1931",1.049
"10370","CO","08H","ABLA-M-08H","1930",1.298
"10371","CO","08H","ABLA-M-08H","1929",1.218
"10372","CO","08H","ABLA-M-08H","1928",1.112
"10373","CO","08H","ABLA-M-08H","1927",1.141
"10374","CO","08H","ABLA-M-08H","1926",1.037
"10375","CO","08H","ABLA-M-08H","1925",1.819
"10376","CO","08H","ABLA-M-08H","1924",NA
"10377","CO","08H","ABLA-M-08H","1923",NA
"10378","CO","08H","ABLA-M-08H","1922",NA
"10379","CO","08H","ABLA-M-08H","1921",NA
"10380","CO","08H","ABLA-M-08H","1920",NA
"10381","CO","08H","ABLA-M-08H","1919",NA
"10382","CO","08H","ABLA-M-08H","1918",NA
"10383","CO","08H","ABLA-M-08H","1917",NA
"10384","CO","08H","ABLA-M-08H","1916",NA
"10385","CO","08H","ABLA-M-08H","1915",NA
"10386","CO","08H","ABLA-M-08H","1914",NA
"10387","CO","08H","ABLA-M-08H","1913",NA
"10388","CO","08H","ABLA-M-08H","1912",NA
"10389","CO","08H","ABLA-M-08H","1911",NA
"10390","CO","08H","ABLA-M-08H","1910",NA
"10391","CO","08H","ABLA-M-08H","1909",NA
"10392","CO","08H","ABLA-M-08H","1908",NA
"10393","CO","08H","ABLA-M-08H","1907",NA
"10394","CO","08H","ABLA-M-08H","1906",NA
"10395","CO","08H","ABLA-M-08H","1905",NA
"10396","CO","08H","ABLA-M-08H","1904",NA
"10397","CO","08H","ABLA-M-08H","1903",NA
"10398","CO","08H","ABLA-M-08H","1902",NA
"10399","CO","08H","ABLA-M-08H","1901",NA
"10400","CO","08H","ABLA-M-08H","1900",NA
"10401","CO","08H","ABLA-M-08H","1899",NA
"10402","CO","08H","ABLA-M-08H","1898",NA
"10403","CO","08H","ABLA-M-08H","1897",NA
"10404","CO","08H","ABLA-M-08H","1896",NA
"10405","CO","08H","ABLA-M-08H","1895",NA
"10406","CO","08H","ABLA-M-08H","1894",NA
"10407","CO","08H","ABLA-M-08H","1893",NA
"10408","CO","08H","ABLA-M-08H","1892",NA
"10409","CO","08H","ABLA-M-08H","1891",NA
"10410","CO","08H","ABLA-M-08H","1890",NA
"10411","CO","08H","ABLA-M-08H","1889",NA
"10412","CO","08H","ABLA-M-08H","1888",NA
"10413","CO","08H","ABLA-M-08H","1887",NA
"10414","CO","08H","ABLA-M-08H","1886",NA
"10415","CO","08H","ABLA-M-08H","1885",NA
"10416","CO","08H","ABLA-M-08H","1884",NA
"10417","CO","08H","ABLA-M-08H","1883",NA
"10418","CO","08H","ABLA-M-08H","1882",NA
"10419","CO","08H","ABLA-M-08H","1881",NA
"10420","CO","08H","ABLA-M-08H","1880",NA
"10421","CO","08H","ABLA-M-08H","1879",NA
"10422","CO","08H","ABLA-M-08H","1878",NA
"10423","CO","08H","ABLA-M-08H","1877",NA
"10424","CO","08H","ABLA-M-08H","1876",NA
"10425","CO","08H","ABLA-M-08H","1875",NA
"10426","CO","08L","ABLA-M-08L","2013",0.16
"10427","CO","08L","ABLA-M-08L","2012",1.3955
"10428","CO","08L","ABLA-M-08L","2011",1.438
"10429","CO","08L","ABLA-M-08L","2010",1.385
"10430","CO","08L","ABLA-M-08L","2009",1.563
"10431","CO","08L","ABLA-M-08L","2008",1.7415
"10432","CO","08L","ABLA-M-08L","2007",1.681
"10433","CO","08L","ABLA-M-08L","2006",1.682
"10434","CO","08L","ABLA-M-08L","2005",1.904
"10435","CO","08L","ABLA-M-08L","2004",1.432
"10436","CO","08L","ABLA-M-08L","2003",1.368
"10437","CO","08L","ABLA-M-08L","2002",1.666
"10438","CO","08L","ABLA-M-08L","2001",1.748
"10439","CO","08L","ABLA-M-08L","2000",2.223
"10440","CO","08L","ABLA-M-08L","1999",2.1705
"10441","CO","08L","ABLA-M-08L","1998",2.2655
"10442","CO","08L","ABLA-M-08L","1997",1.947
"10443","CO","08L","ABLA-M-08L","1996",2.064
"10444","CO","08L","ABLA-M-08L","1995",2.245
"10445","CO","08L","ABLA-M-08L","1994",1.9865
"10446","CO","08L","ABLA-M-08L","1993",2.4185
"10447","CO","08L","ABLA-M-08L","1992",2.3645
"10448","CO","08L","ABLA-M-08L","1991",2.3755
"10449","CO","08L","ABLA-M-08L","1990",2.0565
"10450","CO","08L","ABLA-M-08L","1989",2.396
"10451","CO","08L","ABLA-M-08L","1988",2.3985
"10452","CO","08L","ABLA-M-08L","1987",2.3185
"10453","CO","08L","ABLA-M-08L","1986",2.712
"10454","CO","08L","ABLA-M-08L","1985",2.526
"10455","CO","08L","ABLA-M-08L","1984",2.5865
"10456","CO","08L","ABLA-M-08L","1983",2.301
"10457","CO","08L","ABLA-M-08L","1982",2.1885
"10458","CO","08L","ABLA-M-08L","1981",2.1805
"10459","CO","08L","ABLA-M-08L","1980",2.1355
"10460","CO","08L","ABLA-M-08L","1979",2.4375
"10461","CO","08L","ABLA-M-08L","1978",2.237
"10462","CO","08L","ABLA-M-08L","1977",2.089
"10463","CO","08L","ABLA-M-08L","1976",2.269
"10464","CO","08L","ABLA-M-08L","1975",2.8175
"10465","CO","08L","ABLA-M-08L","1974",2.665
"10466","CO","08L","ABLA-M-08L","1973",2.483
"10467","CO","08L","ABLA-M-08L","1972",2.43
"10468","CO","08L","ABLA-M-08L","1971",2.0645
"10469","CO","08L","ABLA-M-08L","1970",3.0625
"10470","CO","08L","ABLA-M-08L","1969",3.4035
"10471","CO","08L","ABLA-M-08L","1968",2.8375
"10472","CO","08L","ABLA-M-08L","1967",3.1415
"10473","CO","08L","ABLA-M-08L","1966",3.3615
"10474","CO","08L","ABLA-M-08L","1965",3.3645
"10475","CO","08L","ABLA-M-08L","1964",3.5455
"10476","CO","08L","ABLA-M-08L","1963",3.5055
"10477","CO","08L","ABLA-M-08L","1962",3.116
"10478","CO","08L","ABLA-M-08L","1961",3.1645
"10479","CO","08L","ABLA-M-08L","1960",2.963
"10480","CO","08L","ABLA-M-08L","1959",2.4805
"10481","CO","08L","ABLA-M-08L","1958",2.204
"10482","CO","08L","ABLA-M-08L","1957",1.9485
"10483","CO","08L","ABLA-M-08L","1956",1.742
"10484","CO","08L","ABLA-M-08L","1955",1.938
"10485","CO","08L","ABLA-M-08L","1954",1.901
"10486","CO","08L","ABLA-M-08L","1953",1.626
"10487","CO","08L","ABLA-M-08L","1952",1.59
"10488","CO","08L","ABLA-M-08L","1951",1.443
"10489","CO","08L","ABLA-M-08L","1950",1.576
"10490","CO","08L","ABLA-M-08L","1949",1.806
"10491","CO","08L","ABLA-M-08L","1948",1.9365
"10492","CO","08L","ABLA-M-08L","1947",2.095
"10493","CO","08L","ABLA-M-08L","1946",1.877
"10494","CO","08L","ABLA-M-08L","1945",1.986
"10495","CO","08L","ABLA-M-08L","1944",2.011
"10496","CO","08L","ABLA-M-08L","1943",1.9465
"10497","CO","08L","ABLA-M-08L","1942",2.075
"10498","CO","08L","ABLA-M-08L","1941",2.093
"10499","CO","08L","ABLA-M-08L","1940",1.941
"10500","CO","08L","ABLA-M-08L","1939",1.9845
"10501","CO","08L","ABLA-M-08L","1938",2.2325
"10502","CO","08L","ABLA-M-08L","1937",2.1365
"10503","CO","08L","ABLA-M-08L","1936",1.8885
"10504","CO","08L","ABLA-M-08L","1935",2.159
"10505","CO","08L","ABLA-M-08L","1934",2.413
"10506","CO","08L","ABLA-M-08L","1933",2.0325
"10507","CO","08L","ABLA-M-08L","1932",1.969
"10508","CO","08L","ABLA-M-08L","1931",2.178
"10509","CO","08L","ABLA-M-08L","1930",2.3185
"10510","CO","08L","ABLA-M-08L","1929",0.8875
"10511","CO","08L","ABLA-M-08L","1928",1.937
"10512","CO","08L","ABLA-M-08L","1927",1.907
"10513","CO","08L","ABLA-M-08L","1926",1.787
"10514","CO","08L","ABLA-M-08L","1925",1.604
"10515","CO","08L","ABLA-M-08L","1924",1.513
"10516","CO","08L","ABLA-M-08L","1923",1.671
"10517","CO","08L","ABLA-M-08L","1922",1.361
"10518","CO","08L","ABLA-M-08L","1921",1.527
"10519","CO","08L","ABLA-M-08L","1920",1.318
"10520","CO","08L","ABLA-M-08L","1919",1.708
"10521","CO","08L","ABLA-M-08L","1918",1.609
"10522","CO","08L","ABLA-M-08L","1917",1.382
"10523","CO","08L","ABLA-M-08L","1916",1.155
"10524","CO","08L","ABLA-M-08L","1915",1.155
"10525","CO","08L","ABLA-M-08L","1914",1.099
"10526","CO","08L","ABLA-M-08L","1913",1.376
"10527","CO","08L","ABLA-M-08L","1912",1.135
"10528","CO","08L","ABLA-M-08L","1911",1.053
"10529","CO","08L","ABLA-M-08L","1910",1.13
"10530","CO","08L","ABLA-M-08L","1909",0.804
"10531","CO","08L","ABLA-M-08L","1908",1.097
"10532","CO","08L","ABLA-M-08L","1907",1.02
"10533","CO","08L","ABLA-M-08L","1906",0.746
"10534","CO","08L","ABLA-M-08L","1905",0.879
"10535","CO","08L","ABLA-M-08L","1904",1.022
"10536","CO","08L","ABLA-M-08L","1903",1.024
"10537","CO","08L","ABLA-M-08L","1902",1.092
"10538","CO","08L","ABLA-M-08L","1901",1.081
"10539","CO","08L","ABLA-M-08L","1900",0.937
"10540","CO","08L","ABLA-M-08L","1899",0.833
"10541","CO","08L","ABLA-M-08L","1898",0.695
"10542","CO","08L","ABLA-M-08L","1897",0.101
"10543","CO","08L","ABLA-M-08L","1896",NA
"10544","CO","08L","ABLA-M-08L","1895",NA
"10545","CO","08L","ABLA-M-08L","1894",NA
"10546","CO","08L","ABLA-M-08L","1893",NA
"10547","CO","08L","ABLA-M-08L","1892",NA
"10548","CO","08L","ABLA-M-08L","1891",NA
"10549","CO","08L","ABLA-M-08L","1890",NA
"10550","CO","08L","ABLA-M-08L","1889",NA
"10551","CO","08L","ABLA-M-08L","1888",NA
"10552","CO","08L","ABLA-M-08L","1887",NA
"10553","CO","08L","ABLA-M-08L","1886",NA
"10554","CO","08L","ABLA-M-08L","1885",NA
"10555","CO","08L","ABLA-M-08L","1884",NA
"10556","CO","08L","ABLA-M-08L","1883",NA
"10557","CO","08L","ABLA-M-08L","1882",NA
"10558","CO","08L","ABLA-M-08L","1881",NA
"10559","CO","08L","ABLA-M-08L","1880",NA
"10560","CO","08L","ABLA-M-08L","1879",NA
"10561","CO","08L","ABLA-M-08L","1878",NA
"10562","CO","08L","ABLA-M-08L","1877",NA
"10563","CO","08L","ABLA-M-08L","1876",NA
"10564","CO","08L","ABLA-M-08L","1875",NA
"10565","CO","09H","ABLA-M-09H","2013",0.2615
"10566","CO","09H","ABLA-M-09H","2012",1.7535
"10567","CO","09H","ABLA-M-09H","2011",1.8535
"10568","CO","09H","ABLA-M-09H","2010",1.7405
"10569","CO","09H","ABLA-M-09H","2009",2.0265
"10570","CO","09H","ABLA-M-09H","2008",1.7625
"10571","CO","09H","ABLA-M-09H","2007",1.7735
"10572","CO","09H","ABLA-M-09H","2006",1.9455
"10573","CO","09H","ABLA-M-09H","2005",1.661
"10574","CO","09H","ABLA-M-09H","2004",1.4535
"10575","CO","09H","ABLA-M-09H","2003",1.355
"10576","CO","09H","ABLA-M-09H","2002",1.869
"10577","CO","09H","ABLA-M-09H","2001",1.8595
"10578","CO","09H","ABLA-M-09H","2000",2.301
"10579","CO","09H","ABLA-M-09H","1999",1.75
"10580","CO","09H","ABLA-M-09H","1998",1.8855
"10581","CO","09H","ABLA-M-09H","1997",1.6215
"10582","CO","09H","ABLA-M-09H","1996",1.75
"10583","CO","09H","ABLA-M-09H","1995",1.6885
"10584","CO","09H","ABLA-M-09H","1994",1.8375
"10585","CO","09H","ABLA-M-09H","1993",2.099
"10586","CO","09H","ABLA-M-09H","1992",2.516
"10587","CO","09H","ABLA-M-09H","1991",1.9425
"10588","CO","09H","ABLA-M-09H","1990",1.782
"10589","CO","09H","ABLA-M-09H","1989",2.246
"10590","CO","09H","ABLA-M-09H","1988",2.322
"10591","CO","09H","ABLA-M-09H","1987",2.2995
"10592","CO","09H","ABLA-M-09H","1986",2.7175
"10593","CO","09H","ABLA-M-09H","1985",2.265
"10594","CO","09H","ABLA-M-09H","1984",2.248
"10595","CO","09H","ABLA-M-09H","1983",1.987
"10596","CO","09H","ABLA-M-09H","1982",2.275
"10597","CO","09H","ABLA-M-09H","1981",1.944
"10598","CO","09H","ABLA-M-09H","1980",1.6805
"10599","CO","09H","ABLA-M-09H","1979",1.832
"10600","CO","09H","ABLA-M-09H","1978",2.0805
"10601","CO","09H","ABLA-M-09H","1977",1.9595
"10602","CO","09H","ABLA-M-09H","1976",2.003
"10603","CO","09H","ABLA-M-09H","1975",2.1165
"10604","CO","09H","ABLA-M-09H","1974",2.1275
"10605","CO","09H","ABLA-M-09H","1973",1.676
"10606","CO","09H","ABLA-M-09H","1972",1.9735
"10607","CO","09H","ABLA-M-09H","1971",1.8845
"10608","CO","09H","ABLA-M-09H","1970",2.5275
"10609","CO","09H","ABLA-M-09H","1969",3.2085
"10610","CO","09H","ABLA-M-09H","1968",2.322
"10611","CO","09H","ABLA-M-09H","1967",2.503
"10612","CO","09H","ABLA-M-09H","1966",2.54
"10613","CO","09H","ABLA-M-09H","1965",2.695
"10614","CO","09H","ABLA-M-09H","1964",2.69
"10615","CO","09H","ABLA-M-09H","1963",2.3395
"10616","CO","09H","ABLA-M-09H","1962",1.9585
"10617","CO","09H","ABLA-M-09H","1961",1.8415
"10618","CO","09H","ABLA-M-09H","1960",1.92
"10619","CO","09H","ABLA-M-09H","1959",2.138
"10620","CO","09H","ABLA-M-09H","1958",1.9155
"10621","CO","09H","ABLA-M-09H","1957",1.184
"10622","CO","09H","ABLA-M-09H","1956",1.117
"10623","CO","09H","ABLA-M-09H","1955",2.028
"10624","CO","09H","ABLA-M-09H","1954",1.965
"10625","CO","09H","ABLA-M-09H","1953",1.473
"10626","CO","09H","ABLA-M-09H","1952",1.221
"10627","CO","09H","ABLA-M-09H","1951",1.305
"10628","CO","09H","ABLA-M-09H","1950",1.409
"10629","CO","09H","ABLA-M-09H","1949",1.597
"10630","CO","09H","ABLA-M-09H","1948",1.789
"10631","CO","09H","ABLA-M-09H","1947",1.873
"10632","CO","09H","ABLA-M-09H","1946",1.599
"10633","CO","09H","ABLA-M-09H","1945",1.601
"10634","CO","09H","ABLA-M-09H","1944",1.73
"10635","CO","09H","ABLA-M-09H","1943",1.624
"10636","CO","09H","ABLA-M-09H","1942",0.508
"10637","CO","09H","ABLA-M-09H","1941",1.161
"10638","CO","09H","ABLA-M-09H","1940",NA
"10639","CO","09H","ABLA-M-09H","1939",NA
"10640","CO","09H","ABLA-M-09H","1938",NA
"10641","CO","09H","ABLA-M-09H","1937",NA
"10642","CO","09H","ABLA-M-09H","1936",NA
"10643","CO","09H","ABLA-M-09H","1935",NA
"10644","CO","09H","ABLA-M-09H","1934",NA
"10645","CO","09H","ABLA-M-09H","1933",NA
"10646","CO","09H","ABLA-M-09H","1932",NA
"10647","CO","09H","ABLA-M-09H","1931",NA
"10648","CO","09H","ABLA-M-09H","1930",NA
"10649","CO","09H","ABLA-M-09H","1929",NA
"10650","CO","09H","ABLA-M-09H","1928",NA
"10651","CO","09H","ABLA-M-09H","1927",NA
"10652","CO","09H","ABLA-M-09H","1926",NA
"10653","CO","09H","ABLA-M-09H","1925",NA
"10654","CO","09H","ABLA-M-09H","1924",NA
"10655","CO","09H","ABLA-M-09H","1923",NA
"10656","CO","09H","ABLA-M-09H","1922",NA
"10657","CO","09H","ABLA-M-09H","1921",NA
"10658","CO","09H","ABLA-M-09H","1920",NA
"10659","CO","09H","ABLA-M-09H","1919",NA
"10660","CO","09H","ABLA-M-09H","1918",NA
"10661","CO","09H","ABLA-M-09H","1917",NA
"10662","CO","09H","ABLA-M-09H","1916",NA
