"","Transect","Tree","Tag","years","Ring_width","Lat","Long"
"63","MT","01C","TSHE-H-01C","1951",NA,48.61291,113.85558
"64","MT","01C","TSHE-H-01C","1950",NA,48.61291,113.85558
"65","MT","01C","TSHE-H-01C","1949",NA,48.61291,113.85558
"66","MT","01C","TSHE-H-01C","1948",NA,48.61291,113.85558
"67","MT","01C","TSHE-H-01C","1947",NA,48.61291,113.85558
"68","MT","01C","TSHE-H-01C","1946",NA,48.61291,113.85558
"69","MT","01C","TSHE-H-01C","1945",NA,48.61291,113.85558
"70","MT","01C","TSHE-H-01C","1944",NA,48.61291,113.85558
"71","MT","01C","TSHE-H-01C","1943",NA,48.61291,113.85558
"72","MT","01C","TSHE-H-01C","1942",NA,48.61291,113.85558
"73","MT","01C","TSHE-H-01C","1941",NA,48.61291,113.85558
"74","MT","01C","TSHE-H-01C","1940",NA,48.61291,113.85558
"75","MT","01C","TSHE-H-01C","1939",NA,48.61291,113.85558
"76","MT","01C","TSHE-H-01C","1938",NA,48.61291,113.85558
"77","MT","01C","TSHE-H-01C","1937",NA,48.61291,113.85558
"78","MT","01C","TSHE-H-01C","1936",NA,48.61291,113.85558
"79","MT","01C","TSHE-H-01C","1935",NA,48.61291,113.85558
"80","MT","01C","TSHE-H-01C","1934",NA,48.61291,113.85558
"81","MT","01C","TSHE-H-01C","1933",NA,48.61291,113.85558
"82","MT","01C","TSHE-H-01C","1932",NA,48.61291,113.85558
"83","MT","01C","TSHE-H-01C","1931",NA,48.61291,113.85558
"84","MT","01C","TSHE-H-01C","1930",NA,48.61291,113.85558
"85","MT","01C","TSHE-H-01C","1929",NA,48.61291,113.85558
"86","MT","01C","TSHE-H-01C","1928",NA,48.61291,113.85558
"87","MT","01C","TSHE-H-01C","1927",NA,48.61291,113.85558
"88","MT","01C","TSHE-H-01C","1926",NA,48.61291,113.85558
"89","MT","01C","TSHE-H-01C","1925",NA,48.61291,113.85558
"90","MT","01C","TSHE-H-01C","1924",NA,48.61291,113.85558
"91","MT","01C","TSHE-H-01C","1923",NA,48.61291,113.85558
"92","MT","01C","TSHE-H-01C","1922",NA,48.61291,113.85558
"93","MT","01C","TSHE-H-01C","1921",NA,48.61291,113.85558
"94","MT","01C","TSHE-H-01C","1920",NA,48.61291,113.85558
"95","MT","01C","TSHE-H-01C","1919",NA,48.61291,113.85558
"96","MT","01C","TSHE-H-01C","1918",NA,48.61291,113.85558
"97","MT","01C","TSHE-H-01C","1917",NA,48.61291,113.85558
"98","MT","01C","TSHE-H-01C","1916",NA,48.61291,113.85558
"99","MT","01C","TSHE-H-01C","1915",NA,48.61291,113.85558
"100","MT","01C","TSHE-H-01C","1914",NA,48.61291,113.85558
"101","MT","01C","TSHE-H-01C","1913",NA,48.61291,113.85558
"102","MT","01C","TSHE-H-01C","1912",NA,48.61291,113.85558
"103","MT","01C","TSHE-H-01C","1911",NA,48.61291,113.85558
"104","MT","01C","TSHE-H-01C","1910",NA,48.61291,113.85558
"105","MT","01N","TSHE-H-01N","2013",1.2,48.61303,113.85564
"106","MT","01N","TSHE-H-01N","2012",1.4365,48.61303,113.85564
"107","MT","01N","TSHE-H-01N","2011",1.542,48.61303,113.85564
"108","MT","01N","TSHE-H-01N","2010",1.2085,48.61303,113.85564
"109","MT","01N","TSHE-H-01N","2009",1.1325,48.61303,113.85564
"110","MT","01N","TSHE-H-01N","2008",1.065,48.61303,113.85564
"111","MT","01N","TSHE-H-01N","2007",1.8665,48.61303,113.85564
"112","MT","01N","TSHE-H-01N","2006",1.9615,48.61303,113.85564
"113","MT","01N","TSHE-H-01N","2005",1.771,48.61303,113.85564
"114","MT","01N","TSHE-H-01N","2004",1.2115,48.61303,113.85564
"115","MT","01N","TSHE-H-01N","2003",1.8215,48.61303,113.85564
"116","MT","01N","TSHE-H-01N","2002",1.805,48.61303,113.85564
"117","MT","01N","TSHE-H-01N","2001",1.9835,48.61303,113.85564
"118","MT","01N","TSHE-H-01N","2000",2.11,48.61303,113.85564
"119","MT","01N","TSHE-H-01N","1999",2.4325,48.61303,113.85564
"120","MT","01N","TSHE-H-01N","1998",3.1025,48.61303,113.85564
"121","MT","01N","TSHE-H-01N","1997",2.031,48.61303,113.85564
"122","MT","01N","TSHE-H-01N","1996",2.2685,48.61303,113.85564
"123","MT","01N","TSHE-H-01N","1995",1.92,48.61303,113.85564
"124","MT","01N","TSHE-H-01N","1994",2.702,48.61303,113.85564
"125","MT","01N","TSHE-H-01N","1993",1.9155,48.61303,113.85564
"126","MT","01N","TSHE-H-01N","1992",2.266,48.61303,113.85564
"127","MT","01N","TSHE-H-01N","1991",1.3015,48.61303,113.85564
"128","MT","01N","TSHE-H-01N","1990",1.352,48.61303,113.85564
"129","MT","01N","TSHE-H-01N","1989",0.7275,48.61303,113.85564
"130","MT","01N","TSHE-H-01N","1988",1.464,48.61303,113.85564
"131","MT","01N","TSHE-H-01N","1987",1.557,48.61303,113.85564
"132","MT","01N","TSHE-H-01N","1986",1.625,48.61303,113.85564
"133","MT","01N","TSHE-H-01N","1985",0.9715,48.61303,113.85564
"134","MT","01N","TSHE-H-01N","1984",1.331,48.61303,113.85564
"135","MT","01N","TSHE-H-01N","1983",1.823,48.61303,113.85564
"136","MT","01N","TSHE-H-01N","1982",1.5995,48.61303,113.85564
"137","MT","01N","TSHE-H-01N","1981",1.774,48.61303,113.85564
"138","MT","01N","TSHE-H-01N","1980",1.1635,48.61303,113.85564
"139","MT","01N","TSHE-H-01N","1979",1.092,48.61303,113.85564
"140","MT","01N","TSHE-H-01N","1978",1.4915,48.61303,113.85564
"141","MT","01N","TSHE-H-01N","1977",1.6545,48.61303,113.85564
"142","MT","01N","TSHE-H-01N","1976",1.9125,48.61303,113.85564
"143","MT","01N","TSHE-H-01N","1975",0.919,48.61303,113.85564
"144","MT","01N","TSHE-H-01N","1974",1.0015,48.61303,113.85564
"145","MT","01N","TSHE-H-01N","1973",0.9585,48.61303,113.85564
"146","MT","01N","TSHE-H-01N","1972",1.141,48.61303,113.85564
"147","MT","01N","TSHE-H-01N","1971",1.5775,48.61303,113.85564
"148","MT","01N","TSHE-H-01N","1970",1.9,48.61303,113.85564
"149","MT","01N","TSHE-H-01N","1969",2.9475,48.61303,113.85564
"150","MT","01N","TSHE-H-01N","1968",1.9905,48.61303,113.85564
"151","MT","01N","TSHE-H-01N","1967",1.5875,48.61303,113.85564
"152","MT","01N","TSHE-H-01N","1966",2.0945,48.61303,113.85564
"153","MT","01N","TSHE-H-01N","1965",1.8955,48.61303,113.85564
"154","MT","01N","TSHE-H-01N","1964",2.1215,48.61303,113.85564
"155","MT","01N","TSHE-H-01N","1963",1.8185,48.61303,113.85564
"156","MT","01N","TSHE-H-01N","1962",1.133,48.61303,113.85564
"157","MT","01N","TSHE-H-01N","1961",1.4255,48.61303,113.85564
"158","MT","01N","TSHE-H-01N","1960",1.7645,48.61303,113.85564
"159","MT","01N","TSHE-H-01N","1959",2.148,48.61303,113.85564
"160","MT","01N","TSHE-H-01N","1958",1.9175,48.61303,113.85564
"161","MT","01N","TSHE-H-01N","1957",2.018,48.61303,113.85564
"162","MT","01N","TSHE-H-01N","1956",1.1235,48.61303,113.85564
"163","MT","01N","TSHE-H-01N","1955",1.924,48.61303,113.85564
"164","MT","01N","TSHE-H-01N","1954",1.363,48.61303,113.85564
"165","MT","01N","TSHE-H-01N","1953",1.8785,48.61303,113.85564
"166","MT","01N","TSHE-H-01N","1952",2.2455,48.61303,113.85564
"167","MT","01N","TSHE-H-01N","1951",2.306,48.61303,113.85564
"168","MT","01N","TSHE-H-01N","1950",1.94,48.61303,113.85564
"169","MT","01N","TSHE-H-01N","1949",2.2725,48.61303,113.85564
"170","MT","01N","TSHE-H-01N","1948",1.8545,48.61303,113.85564
"171","MT","01N","TSHE-H-01N","1947",1.667,48.61303,113.85564
"172","MT","01N","TSHE-H-01N","1946",1.685,48.61303,113.85564
"173","MT","01N","TSHE-H-01N","1945",1.6345,48.61303,113.85564
"174","MT","01N","TSHE-H-01N","1944",1.4215,48.61303,113.85564
"175","MT","01N","TSHE-H-01N","1943",1.914,48.61303,113.85564
"176","MT","01N","TSHE-H-01N","1942",2.298,48.61303,113.85564
"177","MT","01N","TSHE-H-01N","1941",1.9535,48.61303,113.85564
"178","MT","01N","TSHE-H-01N","1940",1.046,48.61303,113.85564
"179","MT","01N","TSHE-H-01N","1939",1.637,48.61303,113.85564
"180","MT","01N","TSHE-H-01N","1938",1.734,48.61303,113.85564
"181","MT","01N","TSHE-H-01N","1937",1.4725,48.61303,113.85564
"182","MT","01N","TSHE-H-01N","1936",1.2715,48.61303,113.85564
"183","MT","01N","TSHE-H-01N","1935",1.352,48.61303,113.85564
"184","MT","01N","TSHE-H-01N","1934",1.3775,48.61303,113.85564
"185","MT","01N","TSHE-H-01N","1933",1.028,48.61303,113.85564
"186","MT","01N","TSHE-H-01N","1932",0.692,48.61303,113.85564
"187","MT","01N","TSHE-H-01N","1931",0.65,48.61303,113.85564
"188","MT","01N","TSHE-H-01N","1930",0.904,48.61303,113.85564
"189","MT","01N","TSHE-H-01N","1929",0.925,48.61303,113.85564
"190","MT","01N","TSHE-H-01N","1928",0.838,48.61303,113.85564
"191","MT","01N","TSHE-H-01N","1927",0.441,48.61303,113.85564
"192","MT","01N","TSHE-H-01N","1926",0.582,48.61303,113.85564
"193","MT","01N","TSHE-H-01N","1925",0.693,48.61303,113.85564
"194","MT","01N","TSHE-H-01N","1924",1.463,48.61303,113.85564
"195","MT","01N","TSHE-H-01N","1923",1.84,48.61303,113.85564
"196","MT","01N","TSHE-H-01N","1922",NA,48.61303,113.85564
"197","MT","01N","TSHE-H-01N","1921",NA,48.61303,113.85564
"198","MT","01N","TSHE-H-01N","1920",NA,48.61303,113.85564
"199","MT","01N","TSHE-H-01N","1919",NA,48.61303,113.85564
"200","MT","01N","TSHE-H-01N","1918",NA,48.61303,113.85564
"201","MT","01N","TSHE-H-01N","1917",NA,48.61303,113.85564
"202","MT","01N","TSHE-H-01N","1916",NA,48.61303,113.85564
"203","MT","01N","TSHE-H-01N","1915",NA,48.61303,113.85564
"204","MT","01N","TSHE-H-01N","1914",NA,48.61303,113.85564
"205","MT","01N","TSHE-H-01N","1913",NA,48.61303,113.85564
"206","MT","01N","TSHE-H-01N","1912",NA,48.61303,113.85564
"207","MT","01N","TSHE-H-01N","1911",NA,48.61303,113.85564
"208","MT","01N","TSHE-H-01N","1910",NA,48.61303,113.85564
"209","MT","02C","TSHE-H-02C","2013",0.948,48.61238,113.85493
"210","MT","02C","TSHE-H-02C","2012",0.9855,48.61238,113.85493
"211","MT","02C","TSHE-H-02C","2011",1.2175,48.61238,113.85493
"212","MT","02C","TSHE-H-02C","2010",1.2605,48.61238,113.85493
"213","MT","02C","TSHE-H-02C","2009",1.396,48.61238,113.85493
"214","MT","02C","TSHE-H-02C","2008",1.241,48.61238,113.85493
"215","MT","02C","TSHE-H-02C","2007",1.4255,48.61238,113.85493
"216","MT","02C","TSHE-H-02C","2006",1.804,48.61238,113.85493
"217","MT","02C","TSHE-H-02C","2005",1.9065,48.61238,113.85493
"218","MT","02C","TSHE-H-02C","2004",1.456,48.61238,113.85493
"219","MT","02C","TSHE-H-02C","2003",1.774,48.61238,113.85493
"220","MT","02C","TSHE-H-02C","2002",1.663,48.61238,113.85493
"221","MT","02C","TSHE-H-02C","2001",1.4005,48.61238,113.85493
"222","MT","02C","TSHE-H-02C","2000",1.6975,48.61238,113.85493
"223","MT","02C","TSHE-H-02C","1999",1.889,48.61238,113.85493
"224","MT","02C","TSHE-H-02C","1998",2.3015,48.61238,113.85493
"225","MT","02C","TSHE-H-02C","1997",1.7735,48.61238,113.85493
"226","MT","02C","TSHE-H-02C","1996",1.9585,48.61238,113.85493
"227","MT","02C","TSHE-H-02C","1995",1.8335,48.61238,113.85493
"228","MT","02C","TSHE-H-02C","1994",1.832,48.61238,113.85493
"229","MT","02C","TSHE-H-02C","1993",1.05,48.61238,113.85493
"230","MT","02C","TSHE-H-02C","1992",1.94,48.61238,113.85493
"231","MT","02C","TSHE-H-02C","1991",1.6255,48.61238,113.85493
"232","MT","02C","TSHE-H-02C","1990",2.1425,48.61238,113.85493
"233","MT","02C","TSHE-H-02C","1989",0.8735,48.61238,113.85493
"234","MT","02C","TSHE-H-02C","1988",1.912,48.61238,113.85493
"235","MT","02C","TSHE-H-02C","1987",1.6955,48.61238,113.85493
"236","MT","02C","TSHE-H-02C","1986",1.8005,48.61238,113.85493
"237","MT","02C","TSHE-H-02C","1985",1.539,48.61238,113.85493
"238","MT","02C","TSHE-H-02C","1984",1.5555,48.61238,113.85493
"239","MT","02C","TSHE-H-02C","1983",1.6395,48.61238,113.85493
"240","MT","02C","TSHE-H-02C","1982",1.2945,48.61238,113.85493
"241","MT","02C","TSHE-H-02C","1981",1.7315,48.61238,113.85493
"242","MT","02C","TSHE-H-02C","1980",1.3225,48.61238,113.85493
"243","MT","02C","TSHE-H-02C","1979",1.345,48.61238,113.85493
"244","MT","02C","TSHE-H-02C","1978",1.764,48.61238,113.85493
"245","MT","02C","TSHE-H-02C","1977",1.856,48.61238,113.85493
"246","MT","02C","TSHE-H-02C","1976",2.016,48.61238,113.85493
"247","MT","02C","TSHE-H-02C","1975",1.461,48.61238,113.85493
"248","MT","02C","TSHE-H-02C","1974",1.35,48.61238,113.85493
"249","MT","02C","TSHE-H-02C","1973",1.4655,48.61238,113.85493
"250","MT","02C","TSHE-H-02C","1972",1.488,48.61238,113.85493
"251","MT","02C","TSHE-H-02C","1971",1.852,48.61238,113.85493
"252","MT","02C","TSHE-H-02C","1970",1.768,48.61238,113.85493
"253","MT","02C","TSHE-H-02C","1969",1.638,48.61238,113.85493
"254","MT","02C","TSHE-H-02C","1968",1.328,48.61238,113.85493
"255","MT","02C","TSHE-H-02C","1967",1.366,48.61238,113.85493
"256","MT","02C","TSHE-H-02C","1966",1.7495,48.61238,113.85493
"257","MT","02C","TSHE-H-02C","1965",1.686,48.61238,113.85493
"258","MT","02C","TSHE-H-02C","1964",1.8805,48.61238,113.85493
"259","MT","02C","TSHE-H-02C","1963",1.614,48.61238,113.85493
"260","MT","02C","TSHE-H-02C","1962",1.112,48.61238,113.85493
"261","MT","02C","TSHE-H-02C","1961",1.678,48.61238,113.85493
"262","MT","02C","TSHE-H-02C","1960",1.6835,48.61238,113.85493
"263","MT","02C","TSHE-H-02C","1959",1.9225,48.61238,113.85493
"264","MT","02C","TSHE-H-02C","1958",2.0035,48.61238,113.85493
"265","MT","02C","TSHE-H-02C","1957",1.565,48.61238,113.85493
"266","MT","02C","TSHE-H-02C","1956",1.732,48.61238,113.85493
"267","MT","02C","TSHE-H-02C","1955",1.975,48.61238,113.85493
"268","MT","02C","TSHE-H-02C","1954",1.46,48.61238,113.85493
"269","MT","02C","TSHE-H-02C","1953",1.5885,48.61238,113.85493
"270","MT","02C","TSHE-H-02C","1952",1.4205,48.61238,113.85493
"271","MT","02C","TSHE-H-02C","1951",1.488,48.61238,113.85493
"272","MT","02C","TSHE-H-02C","1950",1.551,48.61238,113.85493
"273","MT","02C","TSHE-H-02C","1949",1.6485,48.61238,113.85493
"274","MT","02C","TSHE-H-02C","1948",1.739,48.61238,113.85493
"275","MT","02C","TSHE-H-02C","1947",1.489,48.61238,113.85493
"276","MT","02C","TSHE-H-02C","1946",1.412,48.61238,113.85493
"277","MT","02C","TSHE-H-02C","1945",1.068,48.61238,113.85493
"278","MT","02C","TSHE-H-02C","1944",0.966,48.61238,113.85493
"279","MT","02C","TSHE-H-02C","1943",0.9405,48.61238,113.85493
"280","MT","02C","TSHE-H-02C","1942",0.8035,48.61238,113.85493
"281","MT","02C","TSHE-H-02C","1941",0.5255,48.61238,113.85493
"282","MT","02C","TSHE-H-02C","1940",0.582,48.61238,113.85493
"283","MT","02C","TSHE-H-02C","1939",1.057,48.61238,113.85493
"284","MT","02C","TSHE-H-02C","1938",0.579,48.61238,113.85493
"285","MT","02C","TSHE-H-02C","1937",0.4605,48.61238,113.85493
"286","MT","02C","TSHE-H-02C","1936",0.649,48.61238,113.85493
"287","MT","02C","TSHE-H-02C","1935",0.446,48.61238,113.85493
"288","MT","02C","TSHE-H-02C","1934",0.51,48.61238,113.85493
"289","MT","02C","TSHE-H-02C","1933",0.5235,48.61238,113.85493
"290","MT","02C","TSHE-H-02C","1932",0.6565,48.61238,113.85493
"291","MT","02C","TSHE-H-02C","1931",0.819,48.61238,113.85493
"292","MT","02C","TSHE-H-02C","1930",0.8565,48.61238,113.85493
"293","MT","02C","TSHE-H-02C","1929",0.976,48.61238,113.85493
"294","MT","02C","TSHE-H-02C","1928",1.104,48.61238,113.85493
"295","MT","02C","TSHE-H-02C","1927",1.055,48.61238,113.85493
"296","MT","02C","TSHE-H-02C","1926",0.8065,48.61238,113.85493
"297","MT","02C","TSHE-H-02C","1925",1.197,48.61238,113.85493
"298","MT","02C","TSHE-H-02C","1924",0.926,48.61238,113.85493
"299","MT","02C","TSHE-H-02C","1923",2.832,48.61238,113.85493
"300","MT","02C","TSHE-H-02C","1922",0.15,48.61238,113.85493
"301","MT","02C","TSHE-H-02C","1921",NA,48.61238,113.85493
"302","MT","02C","TSHE-H-02C","1920",NA,48.61238,113.85493
"303","MT","02C","TSHE-H-02C","1919",NA,48.61238,113.85493
"304","MT","02C","TSHE-H-02C","1918",NA,48.61238,113.85493
"305","MT","02C","TSHE-H-02C","1917",NA,48.61238,113.85493
"306","MT","02C","TSHE-H-02C","1916",NA,48.61238,113.85493
"307","MT","02C","TSHE-H-02C","1915",NA,48.61238,113.85493
"308","MT","02C","TSHE-H-02C","1914",NA,48.61238,113.85493
"309","MT","02C","TSHE-H-02C","1913",NA,48.61238,113.85493
"310","MT","02C","TSHE-H-02C","1912",NA,48.61238,113.85493
"311","MT","02C","TSHE-H-02C","1911",NA,48.61238,113.85493
"312","MT","02C","TSHE-H-02C","1910",NA,48.61238,113.85493
"313","MT","02N","TSHE-H-02N","2013",2.0125,48.6121,113.85477
"314","MT","02N","TSHE-H-02N","2012",2.911,48.6121,113.85477
"315","MT","02N","TSHE-H-02N","2011",3.0235,48.6121,113.85477
"316","MT","02N","TSHE-H-02N","2010",3.4745,48.6121,113.85477
"317","MT","02N","TSHE-H-02N","2009",2.2405,48.6121,113.85477
"318","MT","02N","TSHE-H-02N","2008",1.9995,48.6121,113.85477
"319","MT","02N","TSHE-H-02N","2007",3.3205,48.6121,113.85477
"320","MT","02N","TSHE-H-02N","2006",3.6265,48.6121,113.85477
"321","MT","02N","TSHE-H-02N","2005",3.606,48.6121,113.85477
"322","MT","02N","TSHE-H-02N","2004",3.262,48.6121,113.85477
"323","MT","02N","TSHE-H-02N","2003",2.229,48.6121,113.85477
"324","MT","02N","TSHE-H-02N","2002",1.66,48.6121,113.85477
"325","MT","02N","TSHE-H-02N","2001",1.7865,48.6121,113.85477
"326","MT","02N","TSHE-H-02N","2000",2.0375,48.6121,113.85477
"327","MT","02N","TSHE-H-02N","1999",1.7325,48.6121,113.85477
"328","MT","02N","TSHE-H-02N","1998",1.6905,48.6121,113.85477
"329","MT","02N","TSHE-H-02N","1997",1.0785,48.6121,113.85477
"330","MT","02N","TSHE-H-02N","1996",1.2035,48.6121,113.85477
"331","MT","02N","TSHE-H-02N","1995",1.2955,48.6121,113.85477
"332","MT","02N","TSHE-H-02N","1994",2.111,48.6121,113.85477
"333","MT","02N","TSHE-H-02N","1993",1.924,48.6121,113.85477
"334","MT","02N","TSHE-H-02N","1992",1.869,48.6121,113.85477
"335","MT","02N","TSHE-H-02N","1991",1.7335,48.6121,113.85477
"336","MT","02N","TSHE-H-02N","1990",1.861,48.6121,113.85477
"337","MT","02N","TSHE-H-02N","1989",0.9315,48.6121,113.85477
"338","MT","02N","TSHE-H-02N","1988",1.7365,48.6121,113.85477
"339","MT","02N","TSHE-H-02N","1987",1.801,48.6121,113.85477
"340","MT","02N","TSHE-H-02N","1986",1.812,48.6121,113.85477
"341","MT","02N","TSHE-H-02N","1985",1.169,48.6121,113.85477
"342","MT","02N","TSHE-H-02N","1984",1.358,48.6121,113.85477
"343","MT","02N","TSHE-H-02N","1983",1.5645,48.6121,113.85477
"344","MT","02N","TSHE-H-02N","1982",1.0635,48.6121,113.85477
"345","MT","02N","TSHE-H-02N","1981",1.401,48.6121,113.85477
"346","MT","02N","TSHE-H-02N","1980",1.0265,48.6121,113.85477
"347","MT","02N","TSHE-H-02N","1979",1.0725,48.6121,113.85477
"348","MT","02N","TSHE-H-02N","1978",1.523,48.6121,113.85477
"349","MT","02N","TSHE-H-02N","1977",1.3645,48.6121,113.85477
"350","MT","02N","TSHE-H-02N","1976",1.406,48.6121,113.85477
"351","MT","02N","TSHE-H-02N","1975",1.1385,48.6121,113.85477
"352","MT","02N","TSHE-H-02N","1974",0.9265,48.6121,113.85477
"353","MT","02N","TSHE-H-02N","1973",1.267,48.6121,113.85477
"354","MT","02N","TSHE-H-02N","1972",1.118,48.6121,113.85477
"355","MT","02N","TSHE-H-02N","1971",1.3505,48.6121,113.85477
"356","MT","02N","TSHE-H-02N","1970",1.155,48.6121,113.85477
"357","MT","02N","TSHE-H-02N","1969",1.853,48.6121,113.85477
"358","MT","02N","TSHE-H-02N","1968",0.8615,48.6121,113.85477
"359","MT","02N","TSHE-H-02N","1967",1.1375,48.6121,113.85477
"360","MT","02N","TSHE-H-02N","1966",1.2835,48.6121,113.85477
"361","MT","02N","TSHE-H-02N","1965",0.86,48.6121,113.85477
"362","MT","02N","TSHE-H-02N","1964",1.495,48.6121,113.85477
"363","MT","02N","TSHE-H-02N","1963",1.1965,48.6121,113.85477
"364","MT","02N","TSHE-H-02N","1962",1.0185,48.6121,113.85477
"365","MT","02N","TSHE-H-02N","1961",1.448,48.6121,113.85477
"366","MT","02N","TSHE-H-02N","1960",1.188,48.6121,113.85477
"367","MT","02N","TSHE-H-02N","1959",1.4305,48.6121,113.85477
"368","MT","02N","TSHE-H-02N","1958",1.575,48.6121,113.85477
"369","MT","02N","TSHE-H-02N","1957",1.7375,48.6121,113.85477
"370","MT","02N","TSHE-H-02N","1956",0.8935,48.6121,113.85477
"371","MT","02N","TSHE-H-02N","1955",1.371,48.6121,113.85477
"372","MT","02N","TSHE-H-02N","1954",1.0055,48.6121,113.85477
"373","MT","02N","TSHE-H-02N","1953",1.086,48.6121,113.85477
"374","MT","02N","TSHE-H-02N","1952",1.014,48.6121,113.85477
"375","MT","02N","TSHE-H-02N","1951",1.5205,48.6121,113.85477
"376","MT","02N","TSHE-H-02N","1950",1.149,48.6121,113.85477
"377","MT","02N","TSHE-H-02N","1949",1.214,48.6121,113.85477
"378","MT","02N","TSHE-H-02N","1948",1.147,48.6121,113.85477
"379","MT","02N","TSHE-H-02N","1947",1.241,48.6121,113.85477
"380","MT","02N","TSHE-H-02N","1946",0.8975,48.6121,113.85477
"381","MT","02N","TSHE-H-02N","1945",1.017,48.6121,113.85477
"382","MT","02N","TSHE-H-02N","1944",1.0645,48.6121,113.85477
"383","MT","02N","TSHE-H-02N","1943",1.4325,48.6121,113.85477
"384","MT","02N","TSHE-H-02N","1942",1.2665,48.6121,113.85477
