age_CE,BB51_raw,BB52_raw,BB15_raw,BB11A_raw,BB11B_raw,BB17_raw,BB18_raw,BB1_raw,BB2_raw,BB3_raw,BB4_raw,BB14_raw,BB6_raw,BB51_raw_outlier_flag,BB52_raw_outlier_flag,BB15_raw_outlier_flag,BB11A_raw_outlier_flag,BB11B_raw_outlier_flag,BB17_raw_outlier_flag,BB18_raw_outlier_flag,BB1_raw_outlier_flag,BB2_raw_outlier_flag,BB3_raw_outlier_flag,BB4_raw_outlier_flag,BB14_raw_outlier_flag,BB6_raw_outlier_flag
1944,NA,NA,NA,8.46,7.73,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1945,NA,NA,NA,7.42,6.65,NA,6.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1946,NA,NA,NA,6.86,6.14,NA,5.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1947,2.29,NA,NA,6.25,5.79,NA,5.73,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1948,1.89,NA,NA,6.55,6.35,NA,3.35,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1949,1.32,NA,NA,4.28,3.94,NA,3.54,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1950,1.71,NA,NA,5.68,5.77,NA,3.38,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1951,3.69,NA,NA,10.2,10.22,NA,2.47,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1952,6.75,NA,NA,7.44,6.71,NA,6.33,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1953,6,NA,NA,6.08,6.78,NA,5,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1954,4.55,NA,NA,5.97,5.98,NA,3.28,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1955,3.89,NA,NA,7.57,7.42,NA,2.29,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1956,3.66,NA,NA,5.89,5.51,NA,5.96,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1957,2.84,NA,NA,8.38,8.28,NA,5.19,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1958,3.54,NA,NA,6.63,6.08,NA,5.88,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1959,4.58,NA,NA,6.55,6.6,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1960,4.46,NA,NA,8.54,8.57,NA,4.29,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1961,4.04,NA,NA,12.5,12.15,NA,5.01,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA
1962,7.61,NA,NA,6.34,5.77,NA,3.48,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1963,6.85,NA,NA,9.45,8.31,NA,1.37,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1964,12.53,NA,NA,9.35,8.84,NA,1.7,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1965,12.87,NA,NA,3.68,4.22,NA,1.9,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1966,9.98,NA,NA,2.9,2.8,NA,1.31,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1967,11.14,NA,NA,8.52,8.04,NA,3.96,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1968,8.85,NA,NA,5.05,5.26,NA,2.87,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1969,11.17,NA,NA,6.98,7.92,NA,3.92,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1970,10.89,NA,NA,5.66,5.66,NA,3.2,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1971,10.42,NA,NA,6.96,7.6,NA,2.23,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1972,8.47,NA,NA,4.61,4.39,NA,1.48,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA
1973,8.79,NA,NA,4.57,4.45,NA,2.64,NA,NA,NA,NA,4.24,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA
1974,8.63,NA,NA,3.28,3.1,NA,4.65,NA,NA,NA,NA,1.71,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA
1975,6.36,NA,NA,3.94,4.46,NA,5.03,NA,NA,NA,NA,3.63,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA
1976,5.06,NA,NA,4.91,4.74,NA,4.65,NA,NA,NA,NA,3.23,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA
1977,3.95,NA,NA,4.68,4.67,NA,3.33,NA,NA,NA,NA,2.31,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA
1978,5.16,5.54,NA,5.99,5.96,NA,4.38,NA,NA,NA,NA,2.38,2.75,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE
1979,5.2,5.62,4.72,5.63,6,NA,3.93,NA,NA,NA,NA,2.62,3.89,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE
1980,4.14,4.85,5.5,7.4,6.87,NA,3.75,NA,NA,NA,NA,2.73,2.98,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE
1981,4.5,4.58,4.3,4.28,4.39,NA,2.23,NA,NA,NA,NA,2.36,3.53,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE
1982,6.07,5.42,4.88,4.3,4.29,NA,3.13,NA,NA,NA,NA,2.68,4.24,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE
1983,6.91,6.45,3.48,4.42,4.12,7.94,3.35,NA,NA,NA,NA,2.94,5.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1984,6.54,6.18,4.3,3.94,4.44,8.62,2.43,NA,NA,NA,NA,2.35,3.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1985,6.77,6.13,4.13,3.26,3.28,4.65,2.86,NA,NA,NA,NA,1.44,3.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1986,5.43,4.79,2.55,3.46,3.72,9.95,3.29,NA,NA,NA,NA,2.02,3.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1987,5.54,5.07,2.44,4.88,5.01,8.06,2.77,NA,NA,NA,NA,2.36,4.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1988,6.82,6.03,2.52,4.24,4.2,7.45,1.93,NA,NA,NA,NA,2.29,3.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1989,6.64,5.92,2.22,5.19,5.07,6.89,2.31,NA,NA,NA,NA,2.15,4.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1990,6,5.41,1.82,5.36,5.43,5.88,1.18,NA,NA,NA,NA,1.27,4.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1991,3.97,3.79,1.6,4.01,4.21,4.1,0.64,NA,NA,NA,NA,1.5,3.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1992,4.74,4.64,1.5,3.7,4.09,4.6,0.63,NA,NA,NA,NA,1.5,2.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1993,5.47,5.24,2.68,4.66,4.77,9.01,2.12,NA,NA,NA,NA,1.82,3.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1994,4.32,4.16,3.05,5.65,5.7,6.14,3.19,NA,NA,NA,NA,2.82,3.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1995,4.74,4.77,3.44,4.47,4.7,5.15,4.87,NA,NA,NA,NA,2.17,3.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1996,4.7,4.48,3.23,4.02,3.98,5.47,4.19,NA,NA,NA,NA,1.15,3.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1997,3.8,3.7,3.51,3.88,4.02,6.25,3,NA,NA,NA,NA,1.97,1.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1998,4.07,4.06,3.67,2.79,2.94,6.77,2.15,NA,NA,NA,NA,1.62,3.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
1999,3.29,3.27,3.15,2.35,2.02,6.11,2.32,NA,NA,NA,6.55,1.18,2.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE
2000,5.88,5.86,3.11,3.44,3.49,4.25,3.73,NA,NA,NA,13.95,1.71,3.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE
2001,4.16,4.16,4.61,2.28,2.3,3.47,4.19,NA,NA,NA,8.44,1.68,3.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE
2002,3.06,2.96,1.86,1.29,1.26,9.39,2.53,NA,NA,6.61,3.16,1.57,2.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
2003,2.33,2.48,1.8,1.64,1.78,11.42,1.8,NA,NA,16.46,3.59,1.25,1.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
2004,2.72,2.62,1.74,2.12,2.27,4.15,1.94,NA,5.25,9.72,2.88,0.84,1.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
2005,2.72,2.64,2.32,4.08,4.16,6.52,2.75,13.8,15.97,11.8,4.57,1.84,2.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2006,3.25,3.02,1.82,6.32,6.93,6.04,2.55,17.22,11.49,11.98,6.18,1.19,2.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2007,2.11,1.96,3.34,1.64,1.59,7.72,2.96,9.72,18.28,6.06,2.5,2.41,1.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2008,2.52,2.21,2.19,1.86,1.91,13.79,1.9,9.93,24.13,5.97,4.1,1.78,1.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,2.06,2.03,2.25,1.29,1.41,12.44,1.95,10.63,22.16,8.84,4.05,2.14,1.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,3.04,2.76,3,1.82,1.79,23.89,1.98,10.28,20.84,6.17,4.48,1.74,1.86,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2011,2.67,2.65,3.02,2.19,2.26,12,2.71,9.85,16.72,5.82,5.86,1.49,1.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2012,2.44,2.47,4.49,1.72,1.66,13.56,2.39,8.63,14.56,4.09,4.2,2.08,1.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2013,2.98,2.51,3.32,2.26,2.37,12.25,2.19,8.36,7.34,3.26,3.16,2.14,1.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2014,3.1,2.76,5.46,1.92,1.74,9.8,2.77,6.74,5.82,3.09,2.87,2.51,1.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,2.92,2.53,3.74,2.19,2.63,5.73,1.87,4.19,5.96,2.66,1.64,2.81,2.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2016,3,3.26,9.51,2.95,2.3,4.98,2.79,5.67,12.38,3.23,1.95,2.54,2.63,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,3.45,3.22,8.18,7.65,7.8,4.33,4.79,8.38,12.08,3.75,5.3,2.71,3.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2018,4.05,3.94,7.81,8.13,8.6,4.37,2.61,4.95,5.81,2.4,4.09,2.87,2.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019,4.07,3.69,6.03,7.14,7.51,6.39,3.28,4.6,8.47,4.96,5.33,3.58,2.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020,3.16,2.98,7.77,5.36,5.88,5.87,2.95,4.58,6.55,2.35,5.74,3.51,1.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
