,State,Species,Band,Pair,Comp,Tag,Lat,Long,Elev,Slope,Aspect,DBH,Bark,BAF,ABLA_L,ABLA_R,ABLA_G,PSME_L,PSME_R,PSME_G,CANO_L,CANO_R,CANO_G,ABAM_L,ABAM_R,ABAM_G,PIEN_L,PIEN_R,PIEN_G,PIMO_L,PIMO_R,PIMO_G,TSHE_L,TSHE_R,TSHE_G,THPL_L,THPL_R,THPL_G,ABGR_L,ABGR_R,ABGR_G,PIAL_L,PIAL_R,PIAL_G,ACMA_L,ACMA_R,ACMA_G,BA_tot,BA_sameL,BA_sameLR,BA_sameRG,BA_same_all,BA_otherL,BA_otherLR,BA_otherRG,BA_other_all,BA_totL,BA_totR,BA_totG,ABLA_5,ABLA_5d,PSME_5,PSME_5d,ABAM_5,ABAM_5D,PIEN_5,PIEN_5d,PIMO_5,PIMO_5d,LAOC_5,LAOC_5d,TSHE_5,TSHE_5d,THPL_5,THPL_5d,ABGR_5,ABGR_5d,PIAL_5,PIAL_5d,CANO_5,CANO_5D,ACMA_5,ACMA_5d,in5_tot,in5_L,in5_same,in5_sameL,in5_other,in5_otherL,p_base.ref.,p_bot.of.canopy.,p_top.of.canopy.,dist,Height,N_Cr,p_taller..,NOTES,pic_N,pic_S,ABLA_r1,ABLA_r2,ABLA_r3,ABLA_r4,ABLA_rdead,PSME_r1,PSME_r2,PSME_r3,PSME_r4,PSME_rt,PSME_rdead,ABAM_r1,ABAM_r2,ABAM_r3,ABAM_r4,ABAM_rdead,PIEN_r1,PIEN_r2,PIEN_r3,PIEN_r4,PIEN_rdead,PIMO_r1,PIMO_r2,PIMO_r3,PIMO_r4,PIMO_rdead,LAOC_r1,LAOC_r2,LAOC_r3,LAOC_r4,LAOC_rdead,TSHE_r1,TSHE_r2,TSHE_r3,TSHE_r4,TSHE_r5,TSHE_rdead,THPL_r1,THPL_r2,THPL_r3,THPL_r4,THPL_r5,THPL_rdead,ABGR_r1,ABGR_r2,ABGR_r3,ABGR_r4,ABGR_r5,ABGR_rt,ABGR_rdead,CANO_r1,CANO_r2,CANO_r3,CANO_r4,CANO_R5,CANO_rdead,PairUn,ACF,BA_totLR,DBHsc,BA_totLRsc,N_Crsc,in5_totsc,ACFsc,BAI10yr,BAI10yrtot,BAI10yrmax,BAI10yrmin,BAI10yrsd,BAI10yrCV
131,WA,TSHE,H,3,C,TSHE-H-3C,48.00621,123.58265,562,50.1,292,54.4,1.5,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,320,200,200,20,220,100,100,0,100,300,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,4,5,4,0,0,-25.3,70.2,137,25,40.575,6,90,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,28,NA,H3,0.411583487,300,0.123370415,0.516087585,0.94449483,0.646121394,-0.951827154,2152.938522,21529.38522,3035.493738,1572.87515,625.4652032,0.290516983
132,WA,TSHE,H,3,N,TSHE-H-3N,48.00622,123.58243,572,54.7,298,55.8,1.8,20,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,260,60,60,0,60,200,200,0,200,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2.4,59.1,167,22,36.212,3,75,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,29,NA,H3,0.655528554,260,0.249282535,-0.066489812,-0.94449483,-1.368901259,0.929204866,1958.566392,19585.66392,3435.433656,1073.374359,836.9856748,0.427346082
133,WA,TSHE,H,4,C,TSHE-H-4C,48.00658,123.58181,586,53.3,279,44.5,1.3,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,300,200,200,0,200,100,100,0,100,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,6,6,5,5,1,1,-6.3,34.7,67.9,65,48.23,6,75,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,30,NA,H4,0.447439353,300,-0.767008145,0.516087585,0.94449483,1.149877058,-0.675346746,854.9376963,8549.376963,1300.775284,534.9909134,238.9344187,0.279475826
134,WA,TSHE,H,4,N,TSHE-H-4N,48.00648,123.58201,570,57.9,278,44.4,1.2,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,260,100,100,40,140,120,120,0,120,220,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,2,2,1,1,1,-24.3,43.1,128,21,31.983,4,90,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,31,NA,H4,0.557452397,220,-0.776001868,-0.649067209,-0.31483161,-0.361389932,0.172951029,1572.607244,15726.07244,2339.807264,898.8085021,500.5252945,0.318277368
135,WA,TSHE,H,5,C,TSHE-H-5C,48.00714,123.58012,583,NA,NA,60.5,1.4,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,3,0,0,0,0,0,0,0,0,0,0,0,320,120,120,40,160,160,160,0,160,280,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,17.4,70.1,153,23,31.188,7,90,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,32,NA,H5,0.611356932,280,0.671987508,0.224798887,1.574158051,-0.361389932,0.58860263,2676.660102,26766.60102,3991.501487,1619.417591,779.4702373,0.291210018
136,WA,TSHE,H,5,N,TSHE-H-5N,48.00711,123.58005,583,NA,NA,52.9,1.3,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,200,80,80,0,80,120,120,0,120,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,7.5,86.2,181,23,39.905,3,60,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,33,NA,H5,0.546397695,200,-0.011535427,-0.940355907,-0.94449483,-0.865145596,0.087709508,2118.59017,21185.9017,3068.928445,1576.357506,548.4999066,0.258898542
137,WA,TSHE,H,6,C,TSHE-H-6C,48.00794,123.58108,519,46.4,302,54.4,1.4,20,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,1,1,0,0,0,0,0,0,0,0,380,60,60,0,60,300,300,20,320,360,0,20,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,7,6,2,2,5,4,-22.9,74.8,135,27,42.633,7,50,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,34,NA,H6,0.381253958,360,0.123370415,1.389953681,1.574158051,1.653632721,-1.185694624,1957.601707,19576.01707,3130.222042,881.778193,818.2859609,0.418004315
138,WA,TSHE,H,6,N,TSHE-H-6N,48.00815,123.58086,540,45.1,282,44.2,1.4,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,240,120,120,0,120,120,120,0,120,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-17.4,42.3,121,29,40.136,4,80,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,35,NA,H6,0.568641618,240,-0.793989313,-0.35777851,-0.31483161,-1.368901259,0.259229817,3400.49665,34004.9665,4430.497366,2509.467178,613.4208992,0.180391561
139,WA,TSHE,H,7,C,TSHE-H-7C,48.00788,123.58128,563,50.7,300,59.2,1.3,20,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,340,80,80,0,80,240,240,20,260,320,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,3,1,1,2,2,4,56.2,107,38,39.14,5,60,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,TINY1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,36,NA,H7,0.493203883,320,0.555069111,0.807376284,0.31483161,-0.361389932,-0.322461778,1487.10833,14871.0833,3736.750398,495.4721887,992.1120807,0.667141768
140,WA,TSHE,H,7,N,TSHE-H-7N,48.00789,123.58134,503,54,306,60,1.2,20,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,340,120,120,0,120,200,200,20,220,320,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4,4,1,1,3,3,-10.8,44,102,38,42.864,3,80,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,0,0,TINY 8,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,37,NA,H7,0.514184397,320,0.627018894,0.807376284,-0.94449483,0.142365731,-0.160683479,8632.724465,86327.24465,12301.86509,5022.174919,2438.678658,0.282492354
141,WA,TSHE,H,8,C,TSHE-H-8C,48.007,123.58105,571,55.8,285,45.6,1.2,20,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,300,100,100,0,100,200,200,0,200,300,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,6,6,1,1,5,5,-31.3,43.6,85.3,32,37.312,5,10,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,NA,0,0,0,0,38,NA,H8,0.357632933,300,-0.668077194,0.516087585,0.31483161,1.149877058,-1.3678336,1791.885445,17918.85445,3237.095443,713.9054043,949.5899123,0.529938962
142,WA,TSHE,H,8,N,TSHE-H-8N,48.0072,123.58102,598,55.8,285,51.7,1.3,20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,300,80,80,0,80,220,220,0,220,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4,3,2,1,2,2,-18.3,41.8,113,38,49.894,4,90,"ptop originally called 13, but gotta be either 113 or 130 (but 130 is reaaal tall)",NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,NA,0,0,0,0,39,NA,H8,0.542269612,300,-0.119460101,0.516087585,-0.31483161,0.142365731,0.055878341,1640.377062,16403.77062,2965.410542,1008.794697,627.4260498,0.382488919
143,WA,TSHE,H,9,C,TSHE-H-9C,48.00743,123.5817,536,45.4,280,45.1,1.2,20,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,360,100,100,0,100,260,260,0,260,360,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,2,2,4.3,35,117,30,33.81,5,50,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,40,NA,H9,0.727595386,360,-0.713045808,1.389953681,0.31483161,0.142365731,1.48490382,1512.915343,15129.15343,2053.618309,989.3413075,402.9791781,0.26635937
144,WA,TSHE,H,9,N,TSHE-H-9N,48.00747,123.58192,538,45.4,280,45.7,1.1,20,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,20,20,0,20,220,220,40,260,240,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.3,14.6,111,26,33.878,2,25,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,41,NA,H9,0.739831159,240,-0.659083471,-0.35777851,-1.574158051,-1.872656922,1.57925244,3548.947322,35489.47322,6276.645301,2469.227191,1240.776632,0.349618216
151,WA,TSHE,M,1,C,TSHE-M-01C,48.01104,123.58791,193,69.7,302,65.9,1.3,10,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,140,60,60,0,60,80,80,0,80,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,5,5,-31.8,65,153,25,46.2,6,75,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,48,NA,M1,0.476190476,140,1.157648541,-1.814222003,0.94449483,0.646121394,-0.453650182,3297.728718,32977.28718,6242.458857,749.9579439,1939.944986,0.588267002
152,WA,TSHE,M,1,N,TSHE-M-01N,48.01093,123.58809,182,75.8,298,63.2,1.4,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,1,0,1,180,70,70,0,70,90,90,20,110,160,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,-45.9,67.5,166,19,40.261,3,100,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,49,NA,M1,0.464841907,160,0.914818025,-1.522933304,-0.94449483,-0.865145596,-0.541157682,7745.297518,77452.97518,10551.8904,5459.211016,1849.750103,0.238822343
169,WA,TSHE,M,10,C,TSHE-M-10C,48.00957,123.58766,267,76.5,280,54.4,1.1,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,240,160,160,0,160,80,80,0,80,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,5,5,3,3,2,2,-5.5,53,130,28,37.94,7,90,,NA,NA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tiny 2,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,66,NA,M10,0.568265683,240,0.123370415,-0.35777851,1.574158051,0.646121394,0.256331019,4579.037756,45790.37756,5599.283917,3412.275509,884.7717696,0.193222204
