"","X","State","Species","Band","Pair","Comp","Tag","Lat","Long","Elev","Aspect","Slope","DBH","Bark","BAF","PIPO_L","PIPO_R","PIPO_G","POTR_L","POTR_R","POTR_G","PIEN_L","PIEN_R","PIEN_G","PSME_L","PSME_R","PSME_G","ABLA_L","ABLA_R","ABLA_G","PIED_L","PIED_R","PIED_G","QUGA_L","QUGA_R","QUGA_G","Jun_sp_L","Jun_sp_R","Jun_sp_G","BA_tot","BA_sameL","BA_sameLR","BA_sameRG","BA_same_all","BA_otherL","BA_otherLR","BA_otherRG","BA_other_all","BA_totL","BA_totR","BA_totG","PIPO_5","PIPO_5d","POTR_5","POTR_5d","PIEN_5","PIEN_5d","ABLA_5","ABLA_5d","PSME_5","PSME_5d","PIED_5","PIED_5d","QUGA_5","PIPU_5","PIPU_5d","Jun_sp_5","Jun_sp_5d","in5_tot","in5_L","in5_same","in5_sameL","in5_other","in5_otherL","N_Cr","p_bot.of.canopy.","p_top.of.canopy.","p_base.ref.","dist","three_cams","Notes","pic_N","pic_S","PIPO_r1","PIPO_r2","PIPO_r3","PIPO_r4","PIPO_reg_dead","POTR_r1","POTR_r2","POTR_r3","POTR_r4","POTR_reg_dead","PSME_r1","PSME_r2","PSME_r3","PSME_r4","PSME_rdead","ABLA_r1","ABLA_r2","ABLA_r3","ABLA_r4","ABLA_rt","ABLA_rdead","PIEN_r1","PIEN_r2","PIEN_r3","PIEN_r4","PIEN_rt","PIEN_rdead","PIED_R1","PIED_r2","PIED_r3","PIED_r4","PIED_rdead","Jun_spR1","Jun_spr2","Jun_spr3","Jun_spr4","Jun_sprdead","other","PairUn","ACF","Height","BA_totLR","DBHsc","BA_totLRsc","N_Crsc","in5_totsc","ACFsc","BAI10yr","BAI10yrtot","BAI10yrmax","BAI10yrmin","BAI10yrsd","BAI10yrCV"
"27",181,"CO","POTR","H",14,"H","POTR-H-14H",37.49717,108.1745,3066,"WSW",5,33,1.6,10,0,0,0,15,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,290,150,150,0,150,140,140,0,140,290,0,0,0,0,13,0,2,0,4,0,0,0,0,0,0,0,0,0,0,19,19,13,13,6,6,4,71.4,99.6,-2.4,21,"0","0",494,495,0,0,0,0,NA,0,0,2,7,"0",0,0,0,0,NA,0,0,3,4,0,NA,0,0,0,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H14",0.276470588235294,21.42,290,-0.0834808141367911,2.02705101944648,0.582758879102495,1.96719607599911,-0.912259382085044,789.643016160895,7896.43016160895,1086.55771313461,496.438743686267,178.353920209314,0.225866520135186
"28",182,"CO","POTR","H",14,"L","POTR-H-14L",37.49733,108.17487,3069,"SW",8,37.2,2.2,10,0,0,0,14,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,170,140,140,0,140,30,30,0,30,170,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,9,9,1,1,2,48.9,68.4,-6.9,32,"0","0",96,97,0,0,0,0,NA,17,21,4,1,"0",0,0,0,0,NA,2,0,0,0,0,NA,1,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H14",0.258964143426295,24.096,170,0.384721141932374,0.407863518284996,-0.556858484475718,0.350993490738431,-1.04782835668973,1099.49038968248,10994.9038968248,1484.24708360207,585.819571096625,290.472762459756,0.264188541514802
"29",184,"CO","POTR","H",15,"H","POTR-H-15H",37.49398,108.17322,3090,"SW",8,24.9,0.8,10,0,0,0,6,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,160,60,60,0,60,100,100,0,100,160,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,16,9,9,7,7,4,41.6,81,-2,20,"0","0",505,506,0,0,0,0,NA,21,16,1,4,"0",0,0,0,0,NA,0,2,1,1,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H15",0.474698795180723,16.6,160,-0.986441729413037,0.272931226521539,0.582758879102495,1.42846188091222,0.622809276715522,1418.9812261728,14189.812261728,1700.37997009457,845.251409642522,261.036842135783,0.183960744033124
"30",183,"CO","POTR","H",15,"L","POTR-H-15L",37.49428,108.17317,3089,"SW",5,28.8,1.1,10,0,0,0,7,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110,70,70,10,80,30,30,0,30,100,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,0,0,3,41.8,103,7,20,"0","0",503,504,0,0,0,0,NA,14,13,3,9,"0",0,0,0,0,NA,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H15",0.6375,19.2,100,-0.551682770205955,-0.536662524059205,0.0129501973133889,0.530571555767396,1.88353312113713,1644.24153770331,16442.4153770331,2192.43693108875,1163.07206065299,377.321081003257,0.229480324119717
"3",157,"CO","POTR","H",2,"H","POTR-H-2H",37.4766,108.16027,3076,"SW",5,44,2.2,10,0,0,0,4,0,1,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,160,40,40,10,50,110,110,0,110,150,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,6,2,55,73,0,33,"y","",136,137,0,0,0,0,NA,1,0,0,0,NA,0,0,0,0,NA,11,2,1,0,0,NA,1,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H2",0.246575342465753,24.09,150,1.14276240413959,0.137998934758081,-0.556858484475718,-0.367318769377428,-1.14376657036625,170.940444047259,1709.40444047259,209.255640151707,122.259991216284,22.7601648126421,0.133146751428525
"4",158,"CO","POTR","H",2,"L","POTR-H-2L",37.47657,108.16007,3077,"SW",5,48,2.5,10,0,0,0,3,0,0,4,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,160,30,30,0,30,120,130,10,130,150,10,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,9,1,1,8,8,3,48,68,0,34,"y","",138,139,0,0,0,0,NA,9,0,0,0,NA,0,0,0,0,NA,3,8,2,2,0,"2,3",0,0,0,2,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H2",0.294117647058824,23.12,160,1.58866902896737,0.272931226521539,0.0129501973133889,0.171415425709466,-0.775601500053816,158.266021922772,1582.66021922772,197.381102432118,106.874477440375,28.4744152909915,0.179914898631154
"5",160,"CO","POTR","H",3,"H","POTR-H-3H",37.47728,108.15832,3103,"SW",20,25.6,1.1,10,0,0,0,7,0,0,4,0,0,0,0,0,11,2,2,0,0,0,0,0,0,0,0,0,260,70,70,0,70,150,170,40,190,220,20,20,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,8,8,2,2,6,6,5,79.1,102,-29.1,17,"y","same pics as ABLA-L-3H",147,148,0,0,0,0,NA,15,3,0,0,NA,0,0,0,0,NA,4,1,0,2,0,"4",0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H3",0.174675819984745,22.287,240,-0.908408070068176,1.3523895606292,1.1525675608916,-0.00816263931949831,-1.70055263650722,416.592274480705,4165.92274480705,679.2524938266,186.723701744158,166.450188125089,0.399551787974404
"6",159,"CO","POTR","H",3,"L","POTR-H-3L",37.47728,108.15832,3103,"SW",20,35.2,1.2,10,0,0,0,7,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,160,70,70,0,70,90,90,0,90,160,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,6,1,1,5,5,1,116,150,0,20,"y","only one pic with all, only swung 1/2 regen, so multiplied by 2",146,NA,0,0,0,0,NA,38,8,0,0,NA,0,0,0,0,NA,18,22,14,6,0,NA,0,4,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H3",0.226666666666667,30,160,0.161767829518486,0.272931226521539,-1.12666716626482,-0.367318769377428,-1.29793829359539,912.95484122101,9129.5484122101,1397.62968434204,538.123546219678,295.747094128411,0.323944932186208
"7",162,"CO","POTR","H",4,"H","POTR-H-4H",37.4781,108.15974,3092,"WSW",15,41.3,1.9,10,0,0,0,4,0,0,4,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,140,40,40,0,40,80,90,20,100,120,10,10,0,0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,10,10,2,2,8,8,4,69.3,88.7,0,33,"y","",151,152,0,0,0,0,NA,1,2,0,0,NA,0,0,0,0,NA,14,8,6,3,0,NA,2,10,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H4",0.218714768883878,29.271,130,0.841775432380843,-0.131865648768833,0.582758879102495,0.350993490738431,-1.35951736577912,748.169909141603,7481.69909141603,1123.31866687151,366.013089938177,235.427430299608,0.314671075945463
"8",161,"CO","POTR","H",4,"L","POTR-H-4L",37.47813,108.15969,3089,"WSW",7,54.1,2.7,10,0,0,0,1,0,1,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,80,10,10,10,20,40,40,20,60,50,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,63,113,0,26,"y","",149,150,0,0,0,0,NA,12,1,0,0,NA,0,0,0,0,NA,4,6,1,2,0,NA,2,1,3,6,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H4",0.442477876106195,29.38,50,2.26867663182973,-1.21132398287649,-1.69647584805393,-1.26520909452225,0.373292198438796,3126.64392145317,31266.4392145317,4553.22820593501,1710.87392078535,876.758327134439,0.28041515092865
"9",163,"CO","POTR","H",5,"H","POTR-H-5H",37.48036,108.16074,3100,"S",20,34.7,1.5,10,0,0,0,12,0,4,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,270,120,120,40,160,110,110,0,110,230,0,40,0,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,15,15,9,9,6,6,5,62.5,85.4,0,27,"y","",161,162,0,0,0,0,NA,0,0,0,0,"4",0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H5",0.268149882903981,23.058,230,0.106029501415014,1.21745726886574,1.1525675608916,1.24888381588326,-0.976694480248087,1663.51499021385,16635.1499021385,2108.36348596004,1283.91205233891,236.043058684682,0.14189415789655
"10",164,"CO","POTR","H",5,"L","POTR-H-5L",37.48048,108.16118,3090,"S",25,39.2,1.5,10,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,90,90,0,90,10,10,0,10,100,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,1,43.2,80,0,27,"y","",163,164,0,0,0,0,NA,12,4,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H5",0.46,21.6,100,0.607674454346262,-0.536662524059205,-1.12666716626482,-0.367318769377428,0.508982591039713,1913.87007957474,19138.7007957474,2423.97573792128,1486.00285376271,273.571803640514,0.14294167956338
"11",166,"CO","POTR","H",6,"H","POTR-H-6H",37.47368,108.1543,3077,"S",3,44.4,3,10,0,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,180,180,0,180,40,40,0,40,220,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,18,16,0,0,4,56.6,76.2,-0.2,32,"y","",326,327,0,0,0,0,NA,59,49,3,2,"2,3,4",0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H6",0.256544502617801,24.448,220,1.18735306662237,1.08252497710228,0.582758879102495,1.78761801097015,-1.06656592601908,1620.99122559793,16209.9122559793,2232.40789194246,1031.38606197872,418.909105232778,0.25842774385053
"12",165,"CO","POTR","H",6,"L","POTR-H-6L",37.47376,108.15451,3072,"WSW",0,59,4.5,10,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,100,100,0,100,40,40,0,40,140,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,2,53,90.7,-5.7,25,"y","",324,325,0,0,0,0,NA,22,7,1,4,NA,0,0,0,0,NA,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H6",0.391078838174274,24.1,140,2.81491224724375,0.00306664299462393,-0.556858484475718,-0.546896834406393,-0.024739209086946,1577.718518331,15777.18518331,1893.72623004852,1244.76838828443,179.335421199647,0.11366756434434
"13",168,"CO","POTR","H",7,"H","POTR-H-7H",37.47247,108.15385,3083,"SSW",15,38.4,1.3,10,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,220,220,0,220,0,0,0,0,220,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,0,0,2,70.2,89.6,1.2,30,"y","",330,331,0,0,0,0,NA,17,4,0,1,NA,0,0,0,0,NA,0,0,1,0,0,NA,3,4,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H7",0.219457013574661,26.52,220,0.518493129380706,1.08252497710228,-0.556858484475718,2.32635220605704,-1.35376946249362,1493.30379170361,14933.0379170361,2298.94525433458,1066.03196752132,366.196042670817,0.245225415421365
"14",167,"CO","POTR","H",7,"L","POTR-H-7L",37.47227,108.15403,3072,"SW",5,42.3,2,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,0,170,0,0,0,0,170,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,10,9,0,0,0,45.9,80.2,-18,30,"y","",328,329,0,0,0,0,NA,13,21,2,2,"4,3",0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H7",0.34928716904277,29.46,170,0.953252088587787,0.407863518284996,-1.69647584805393,0.350993490738431,-0.348371665190409,1818.97455673334,18189.7455673334,2495.01488477629,1393.03083094936,384.94604826351,0.211628055399976
"15",170,"CO","POTR","H",8,"H","POTR-H-8H",37.47219,108.15292,3082,"SSW",7,31.5,1,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,0,200,0,0,0,0,200,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,0,0,4,62,106,-11.7,23,"y","",334,335,0,0,0,0,NA,33,33,0,1,"2,4,4",0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H8",0.373831775700935,27.071,200,-0.250695798447207,0.812660393575368,0.582758879102495,2.86508640114394,-0.158299540722731,1248.29572956014,12482.9572956014,1528.93506571454,868.454352970934,189.127393578523,0.151508484007364
"16",169,"CO","POTR","H",8,"L","POTR-H-8L",37.47222,108.15279,3080,"SSW",7,30,1.2,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,110,110,0,110,0,0,0,0,110,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,2,27.5,67.7,-9.5,23,"y","",332,333,0,0,0,0,NA,86,39,0,2,"2,1",0,0,0,0,NA,1,0,0,0,0,NA,3,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H8",0.520725388601036,17.756,110,-0.417910782757623,-0.401730232295748,-0.556858484475718,-0.726474899435357,0.979236760571691,2221.59512512499,22215.9512512499,2572.16789216299,1705.05104870235,286.870999386278,0.129128388940869
"17",172,"CO","POTR","H",9,"H","POTR-H-9H",37.47287,108.15202,3075,"S",10,28,1.1,10,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,260,260,0,260,0,0,0,0,260,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,0,0,5,51.2,70.1,-15.5,23,"y","",342,343,0,0,0,0,NA,45,37,0,1,"1,1,1,4,4",0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H9",0.220794392523364,19.688,260,-0.640864095171511,1.62225414415611,1.1525675608916,2.32635220605704,-1.34341287126612,1068.71873256421,10687.1873256421,1670.5588581467,655.608272969264,336.328720457833,0.314702746578483
"18",171,"CO","POTR","H",9,"L","POTR-H-9L",37.47311,108.15182,3073,"S",3,25.8,1.2,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,96,-1.6,18,"y","",340,341,0,0,0,0,NA,20,78,2,2,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,"H9",0.70594262295082,17.568,100,-0.886112738826787,-0.536662524059205,-1.69647584805393,-1.44478715955122,2.41354914174731,1400.28655045492,14002.8655045492,2138.44411859383,216.610347314789,697.328998804469,0.497990213915802
