,State,Species,Band,Pair,Comp,Tag,Lat,Long,Elev,Slope,Aspect,DBH,Bark,BAF,ABLA_L,ABLA_R,ABLA_G,PSME_L,PSME_R,PSME_G,PIEN_L,PIEN_R,PIEN_G,PIMO_L,PIMO_R,PIMO_G,LAOC_L,LAOC_R,LAOC_G,TSHE_L,TSHE_R,TSHE_G,THPL_L,THPL_R,THPL_G,ABGR_L,ABGR_R,ABGR_G,PIAL_L,PIAL_R,PIAL_G,PICO_L,PICO_R,PICO_G,Pop_sp_L,Pop_sp_R,Pop_sp_G,BA_tot,BA_sameL,BA_sameLR,BA_sameRG,BA_same_all,BA_otherL,BA_otherLR,BA_otherRG,BA_other_all,BA_totL,BA_totR,BA_totG,ABLA_5,ABLA_5d,PSME_5,PSME_5d,PIEN_5,PIEN_5d,LAOC_5nw,LAOC_5dnw,PIMO_5,PIMO_5d,TSHE_5,TSHE_5d,THPL_5,THPL_5d,ABGR_5,ABGR_5d,PICO_5,PICO_5D,PIAL_5,PIAL_5d,in5_tot,in5_L,in5_same,in5_sameL,in5_other,in5_otherL,p_bot.of.canopy.,p_top.of.canopy.,p_base.ref.,dist,Height,N_Cr,p_taller,pic_N,pic_S,ABLA_r1,ABLA_r2,ABLA_r3,ABLA_r4,ABLA_rt,ABLA_rdead,PSME_r1,PSME_r2,PSME_r3,PSME_r4,PSME_rt,PSME_rdead,PIEN_r1,PIEN_r2,PIEN_r3,PIEN_r4,PIEN_rdead,PIMO_r1,PIMO_r2,PIMO_r3,PIMO_r4,PIMO_rdead,LAOC_r1,LAOC_r2,LAOC_r3,LAOC_r4,LAOC_rdead,TSHE_r1,TSHE_r2,TSHE_r3,TSHE_r4,TSHE_r5,TSHE_rdead,THPL_r1,THPL_r2,THPL_r3,THPL_r4,THPL_r5,THPL_rdead,ABGR_r1,ABGR_r2,ABGR_r3,ABGR_r4,ABGR_rdead,PIAL_r1,PIAL_r2,PIAL_r3,PIAL_r4,PIAL_rdead,PICO_r1,PICO_r2,PICO_r3,PICO_r4,PICO_r5,PICO_rdead,PairUn,ACF,BA_totLR,DBHsc,BA_totLRsc,N_Crsc,in5_totsc,ACFsc,BAI10yr,BAI10yrtot,BAI10yrmax,BAI10yrmin,BAI10yrsd,BAI10yrCV
85,MT,PSME,H,6,C,PSME-H-06C,48.61915,113.84731,1605,59.2,55,31.9,1.8,10,0,0,1,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,230,190,190,10,200,20,20,10,30,210,0,20,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,0,0,36.5,125,0.5,14,17.43,5,1,763,764,0,0,0,0,0,NA,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H6,0.710843373,210,-0.601463941,1.248927659,1.383709286,1.596413104,1.601276101,612.6937066,6126.937066,748.5934198,449.7370769,91.32811108,0.149059979
86,MT,PSME,H,6,N,PSME-H-06N,48.61914,113.8474,1603,59.2,255,30.5,1.6,10,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90,60,60,10,70,10,10,10,20,70,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,5,3,3,2,2,21.6,96.7,0.1,17,16.422,3,1,765,766,0,0,0,0,0,NA,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H6,0.777432712,70,-0.750465444,-1.568900861,0.075475052,-0.37228606,2.121379338,631.8854375,6318.854375,783.5046635,520.2539072,80.87514662,0.127990205
87,MT,PSME,H,7,C,PSME-H-07C,48.61502,113.84825,1571,23.5,245,31.4,1.4,10,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,210,90,90,0,90,110,110,10,120,200,0,10,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,6,5,3,3,97.2,132,-0.8,14,18.592,4,1,878,879,0,0,0,0,0,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H7,0.262048193,200,-0.654678764,1.047654193,0.729592169,0.612063522,-1.904087231,642.37078,6423.7078,880.1187331,441.4602871,137.7963936,0.214512238
88,MT,PSME,H,7,N,PSME-H-07N,48.61507,113.84782,1576,47.2,220,28.1,0.8,10,1,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,40,40,0,40,90,90,0,90,130,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,91.2,132,-1.9,17,22.763,2,1,880,881,5,3,0,0,0,NA,13,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H7,0.304705004,130,-1.005896592,-0.361260067,-0.578642065,-0.864460851,-1.570911592,850.8410176,8508.410176,1073.785369,622.0454488,136.6210803,0.160571808
89,MT,PSME,H,8,C,PSME-H-08C,48.61553,113.84769,1584,49.3,235,26.7,1,10,3,1,3,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,120,120,0,120,50,60,40,90,170,10,30,3,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,9,9,6,4,80.3,106,6.9,18,17.838,4,0.75,884,885,4,3,1,0,0,NA,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H8,0.259334006,180,-1.154898094,0.645107262,0.729592169,2.088587895,-1.92528668,1034.456825,10344.56825,1328.844153,757.6660527,186.4922127,0.180280325
90,MT,PSME,H,8,N,PSME-H-08N,48.61554,113.84744,1584,44.4,215,26.8,0.9,10,5,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,90,90,0,90,60,60,0,60,150,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,80.4,107,4.2,19,19.532,1,1,882,883,21,23,3,0,0,NA,27,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H8,0.258754864,150,-1.14425513,0.041286865,-1.232759182,-0.864460851,-1.929810133,200.5062858,2005.062858,291.0726057,96.15689091,66.10049682,0.329667953
91,MT,PSME,H,9,C,PSME-H-09C,48.61577,113.84707,1618,33.6,240,30.9,1.3,10,2,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,230,120,120,0,120,100,110,10,110,220,10,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,14,11,10,4,4,66.4,101,-11.6,21,23.646,5,80,896,897,2,0,0,0,0,NA,19,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H9,0.307282416,230,-0.707893586,1.65147459,1.383709286,2.088587895,-1.550780437,599.680458,5996.80458,727.6729221,409.4637817,88.74598846,0.147988795
92,MT,PSME,H,9,N,PSME-H-09N,48.61578,113.84698,1620,33.6,240,31.9,1.4,10,1,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,120,40,40,0,40,70,80,10,80,110,10,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,6,3,3,3,3,49.3,110,1.5,20,21.7,2,100,894,895,10,16,3,1,0,NA,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H9,0.559447005,120,-0.601463941,-0.562533532,-0.578642065,-0.126198664,0.418778376,1509.014608,15090.14608,2024.660902,1039.191255,274.8373075,0.182130316
93,MT,PSME,H,10,C,PSME-H-10C,48.61626,113.84769,1610,43.61,240,46,2.8,10,11,0,1,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,40,40,0,40,170,170,10,180,210,0,10,8,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,1,11,11,50.8,108,-1,24,26.16,3,50,904,905,1,6,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H10,0.524770642,210,0.89919405,1.248927659,0.075475052,1.350325708,0.147934895,746.5371788,7465.371788,1049.068588,319.6580068,219.1209329,0.293516437
94,MT,PSME,H,10,N,PSME-H-10N,48.61627,113.84782,1609,40.31,255,48.9,0.3,10,6,0,1,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,40,40,0,40,140,140,10,150,180,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,27.4,85.8,-11.7,27,26.325,1,75,902,903,3,0,2,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H10,0.598974359,180,1.20784002,0.645107262,-1.232759182,-1.356635642,0.727511055,792.608219,7926.08219,983.1091959,398.3206696,164.9004693,0.208047892
95,MT,PSME,H,11,C,PSME-H-11C,48.61789,113.84785,1599,42.1,290,45.2,2.2,10,6,0,1,2,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180,20,20,0,20,140,140,20,160,160,0,20,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,9,0,0,10,9,34.6,99.3,0.6,24,23.688,4,100,914,915,0,2,0,1,0,NA,22,20,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H11,0.655521783,160,0.814050334,0.24256033,0.729592169,0.858150918,1.169180832,1262.579251,12625.79251,1534.650104,849.2910776,225.3393008,0.178475371
96,MT,PSME,H,11,N,PSME-H-11N,48.61781,113.84811,1601,35.6,300,44.2,2.6,10,1,0,1,2,0,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,20,20,20,40,80,80,10,90,100,0,30,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,1,6,3,55.4,110,-6,23,26.68,3,100,916,917,1,7,6,2,0,NA,6,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H11,0.470689655,100,0.70762069,-0.965080464,0.075475052,0.119888731,-0.274470508,1270.715999,12707.15999,1632.966391,979.2497485,211.5420419,0.166474682
97,MT,PSME,H,12,C,PSME-H-12C,48.61736,113.84818,1589,40.7,255,52.5,2.3,10,15,1,0,4,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,40,40,10,50,200,210,10,210,240,10,10,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,15,14,42.9,97.3,5.9,35,31.99,4,90,964,965,2,3,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H12,0.595185996,250,1.590986741,2.054021522,0.729592169,2.088587895,0.697921633,877.5759363,8775.759363,1357.210752,370.7973303,285.882344,0.325763654
98,MT,PSME,H,12,N,PSME-H-12N,48.61762,113.8484,1585,40.7,245,58.9,4.3,10,2,3,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,60,60,0,60,50,80,30,80,110,30,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,1,0,45.7,85.3,5.8,37,29.415,1,100,966,967,4,8,3,3,0,NA,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H12,0.498113208,140,2.272136468,-0.159986601,-1.232759182,-0.864460851,-0.060275884,697.6943599,6976.943599,1011.847519,399.2530754,187.3046621,0.268462342
99,MT,PSME,H,13,C,PSME-H-13C,48.61608,113.84911,1576,17.7,245,30.3,1.7,10,6,0,3,5,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,50,10,60,110,110,30,140,160,0,40,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,1,0,8,7,41.3,83.3,-10.4,21,19.677,4,90,978,979,6,1,1,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H13,0.448239061,160,-0.771751373,0.24256033,0.729592169,0.612063522,-0.449823305,755.2725832,7552.725832,1134.591974,320.024556,288.1122071,0.381467848
100,MT,PSME,H,13,N,PSME-H-13N,48.61618,113.84889,1577,17.7,245,30,1.9,10,6,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,20,0,20,80,80,0,80,100,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,3,2,42.8,81.8,1.7,23,18.423,2,75,976,977,7,10,8,7,0,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H13,0.486891386,100,-0.803680266,-0.965080464,-0.578642065,-0.126198664,-0.147925137,1269.661321,12696.61321,2097.244145,323.6169358,517.9115131,0.407913122
101,MT,PSME,L,1,C,PSME-L-01C,48.61238,113.85163,1364,57.5,220,58.4,3.5,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,120,70,70,0,70,30,50,20,50,100,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,7,7,4,4,3,3,70.1,131,-6.6,20,27.52,4,1,591,592,0,0,0,0,0,NA,4,4,1,2,0,tiny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,L1,0.442587209,120,2.218921646,-0.562533532,0.729592169,0.119888731,-0.493967703,663.0572494,6630.572494,947.5619925,382.2096368,190.0247881,0.28658881
102,MT,PSME,L,1,N,PSME-L-01N,48.61247,113.85146,1377,61.7,220,73.1,4.5,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,80,40,40,0,40,10,30,30,40,50,20,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,6,3,1,1,5,2,80,214,-1.1,16,34.416,0,1,593,594,0,0,0,0,0,NA,5,4,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,L1,0.622966062,70,3.783437424,-1.568900861,-1.886876299,-0.126198664,0.914900851,615.7191316,6157.191316,828.594493,350.2183779,154.0359883,0.25017249
