age_CE,OR-001_raw,OR-002_raw,OR-003_raw,OR-004_raw,OR-005_raw,OR-006_raw,OR-008_raw,OR-009_raw,OR-010_raw,OR-011_raw,OR-012_raw,OR-013_raw,OR-014_raw,OR-015_raw,OR-016_raw,OR-017_raw,OR-018_raw,OR-019_raw,OR-020_raw,OR-001_raw_outlier_flag,OR-002_raw_outlier_flag,OR-003_raw_outlier_flag,OR-004_raw_outlier_flag,OR-005_raw_outlier_flag,OR-006_raw_outlier_flag,OR-008_raw_outlier_flag,OR-009_raw_outlier_flag,OR-010_raw_outlier_flag,OR-011_raw_outlier_flag,OR-012_raw_outlier_flag,OR-013_raw_outlier_flag,OR-014_raw_outlier_flag,OR-015_raw_outlier_flag,OR-016_raw_outlier_flag,OR-017_raw_outlier_flag,OR-018_raw_outlier_flag,OR-019_raw_outlier_flag,OR-020_raw_outlier_flag
1829,0.94,1.75,0.37,1.27,0.28,1.79,1.14,0.38,0.95,0,0.66,0,0.83,1.38,NA,2.33,2.26,0.68,1.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1830,1.14,0.94,0.67,1.88,0.97,3.25,1.67,0.59,1.78,0.59,1.12,0.87,0.87,1.5,NA,2.52,3.49,1.23,1.92,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1831,1.03,1.48,0.58,1.38,0.3,2.1,1.67,0.36,0.7,0.38,0.66,0.93,0.89,1.35,NA,2.75,3.15,0.93,1.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1832,1.3,2.11,0.4,1.56,0.61,1.95,1.5,0.38,1.21,0.74,0.78,0.81,1.27,1.55,NA,2.35,3.75,1.31,1.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1833,1.36,1.73,0.76,3.05,0.97,3.42,2.1,0.87,1.88,0.81,1.1,1.02,1.74,2.01,NA,3.2,3.6,1.8,2.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1834,0.88,1.51,0.7,2.31,0.61,2.06,1.27,0.74,0.95,0.23,0.78,0.83,1.29,1.55,NA,2.54,3.63,1.42,2.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1835,1.76,2.19,1.22,2.88,1.04,3.06,2.58,1.29,1.57,0.34,0.72,1.04,2.05,1.88,NA,3.26,3.48,2.16,2.27,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1836,1.3,1.63,0.51,1.96,0.7,2.29,1.59,0.42,0.83,0.09,0.57,0.38,1.16,1.23,NA,1.93,2.32,1.63,1.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1837,1.82,1.69,0.96,2.92,0.74,3.28,2.65,1.23,1.4,0.23,0.85,1.16,1.44,1.8,NA,2.9,2.89,1.8,2.08,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1838,1.36,1.57,0.66,2.26,1,2.82,2.84,1,1.52,0.46,0.78,1.44,1.65,1.65,NA,2.92,3.36,1.91,1.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1839,1.21,1.46,0.81,2.82,0.91,3.52,3.68,1.55,1.59,0.23,1.38,1.21,1.29,1.78,1.58,2.69,3.19,2.14,1.84,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1840,1.9,1.69,1.13,3.38,1.29,2.75,3.11,2.14,1.86,0.61,1.4,1.25,1.44,2.16,2.27,3.66,3.4,2.31,2.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1841,1.12,1.42,1.12,1.26,0.64,1.14,1.12,0.64,0.66,0.74,0.25,0.3,0.61,0.55,2.16,1.57,1.85,0.59,1.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1842,1.39,1.46,0.18,1.53,0.78,1.76,1.46,0.55,1.19,0.7,0.4,0.59,0.49,0.87,1.32,0.85,3.11,1.04,1.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1843,1.18,1.56,0.14,1.62,0.76,1.5,1.06,0.76,1.06,0.76,0.49,0.51,0.78,0.76,2.06,1.12,2.31,1.33,1.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1844,1.32,1.48,0.26,1.84,0.55,1.72,1.5,0.99,1.06,0.97,0.53,0.91,0.78,0.51,1.22,2.27,2.82,1.55,1.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1845,0.56,1.26,0,0.57,0,0.38,0,0,0.06,0.3,0,0.53,0.49,0,0.66,1.12,2.52,0.24,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1846,0.79,0.64,0.22,0.38,0.32,0.4,0.38,0.3,0.2,0.47,0.15,0.68,0.4,0.76,0.79,1.42,2.11,0.64,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1847,0.4,0.61,0.04,0.3,0.15,0.09,0,0,0,0.36,0,0,0.23,0.19,0.6,0.28,0.83,0,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1848,1.02,1.29,0.14,1.11,0.42,0.97,0.11,0.15,0.4,0.66,0.23,0.66,0.89,1.02,1.03,2.1,2.61,0.83,1.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1849,1.29,1.52,0.36,1.5,0.44,1,0.74,0.36,0.4,0.23,0.4,0.76,0.95,0.89,1.2,2.24,3.38,1.33,1.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1850,1,1.31,0.54,2.15,0.66,1.72,1.63,0.61,0.8,0.34,0.59,0.63,0.95,0.87,1.41,3.32,4.23,1.33,1.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1851,1.34,1.18,0.78,1.9,0.74,1.02,2.05,0.57,0.4,0.21,0.49,0.74,0.95,1.35,1.14,2.39,4.31,1.29,1.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1852,1.56,1.53,0.56,2.42,0.83,1.59,1.97,0.63,0.7,0.27,0.38,0.78,1,0.87,1.25,1.88,3.42,1.31,1.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1853,1.34,1.94,0.75,1.88,0.87,1.5,1.63,0.38,0.51,0.13,0.25,0.85,1.04,1.44,1.03,2.01,3.77,1.16,1.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1854,1.18,1.38,0.43,1.79,0.76,1.42,2.35,0.57,0.47,0.21,0.36,0.59,0.97,1.16,1.12,1.48,3.14,1.04,2.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1855,1.17,2.05,0.46,1.97,0.83,1.38,1.61,0.51,0.57,0.38,0.49,0.72,0.91,1.16,0.97,1.76,3.25,0.89,1.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1856,1.23,1.6,0.54,1.35,0.97,1.14,1.57,0.49,0.61,0.32,0.15,0.51,0.68,0.72,0.71,1.14,2.69,0.91,1.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1857,1.06,1.53,0.71,1.58,1.02,0.91,1.44,0.47,0.57,0.17,0.28,0.51,1.14,0.74,1.1,0.93,2.44,1.02,1.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1858,1.22,1.75,1.03,2.05,0.93,1.4,1.5,0.53,0.22,0.3,0.28,0.64,0.7,0.76,1.28,1.44,1.83,0.74,1.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1859,0.97,1.47,0.52,1.6,0.7,1.31,1.93,0.64,0.13,0.38,0.38,0.36,0.89,0.91,1.07,0.91,1.66,0.87,1.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1860,0.97,1.36,0.29,1.69,0.53,1.1,1.14,0.34,0.21,0.15,0.15,0.06,0.64,0.49,0.99,1.21,1.98,0.76,1.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1861,0.8,1.08,0.34,0.69,0.21,0.66,0.74,0.13,0,0,0,0.11,0.34,0.25,0.63,0.57,1.42,0.25,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1862,1.34,1.88,0.97,1.65,0.85,1.63,2.79,1.12,0.89,0.72,0.55,0.8,0.87,1.1,1.22,2.03,1.83,1.19,1.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1863,0.98,1.2,0.51,1.61,0.95,1.02,1.55,0.66,0.59,0.23,0.23,0.66,0.59,0.7,1.35,1.29,2.07,0.72,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1864,0.61,1.29,0.09,0.89,0.47,0.57,0.78,0.28,0.4,0.11,0.11,0.42,0.42,0.44,0.63,0.72,0.8,0.38,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1865,1.08,1.61,0.51,1.88,0.7,1.5,1.16,0.7,0.95,0.51,0.34,0.7,1.06,0.91,1.56,1.31,1.64,1.06,1.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1866,1.43,1.65,0.8,2,0.97,1.95,2.65,1.08,0.72,0.64,0.49,1.12,1.04,1.14,1.76,1.99,2.74,1.36,1.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1867,1.19,1.36,0.93,2,1.52,1.55,2.65,1.65,1,0.68,0.49,0.97,0.93,0.83,1.67,1.46,2.53,1.29,1.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1868,1.29,1.25,1.03,3.56,1.42,2.69,4,2.18,1.63,1.06,0.85,1.55,1.63,1.88,2.14,2.75,4.11,2.24,2.37,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1869,1.1,1.76,0.92,1.8,1.14,1.63,3.41,2.1,1.17,1,0.72,1.14,0.89,1.12,1.65,2.63,3.2,2.22,1.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1870,1.1,1.05,0.85,1.91,1.04,1.44,2.96,2.31,0.8,0.49,0.53,0.89,0.59,0.76,1.56,1.95,2.73,1.27,1.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1871,0.76,1.32,0.22,0.98,0.78,0.57,0.36,1.59,0.51,0.11,0.23,0.25,0.36,0.25,0.78,0.78,1.8,0.59,1.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1872,0.92,1.43,0.33,1.67,0.85,1.48,0.34,1.8,0.7,0.34,0.28,0.34,0.87,0.68,1.24,1.14,1.83,0.74,1.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1873,0.76,1.19,0.27,1.01,0.76,0.7,1.27,1.38,0.59,0.47,0.17,0.42,0.49,0.4,1.21,1.38,2.33,0.51,1.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1874,1.11,1.78,0.48,1.35,0.59,1.76,0.59,1.84,1.08,0.72,0.3,0.85,0.3,0.93,1.53,1.86,2.54,0.89,1.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1875,1.06,1.91,0.63,1.1,0.63,1.19,0.7,1.65,0.66,0.44,0.19,0.49,0.3,0.42,1.14,1.21,1.6,0.72,1.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1876,1.18,1.76,0.49,1.17,0.76,0.8,0.38,1.82,0.87,0.51,0.41,0.61,0.55,0.4,1.35,1.38,2.22,0.87,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1877,0.88,0.97,0.54,0.96,0.7,0.81,1.16,1.52,0.55,0.47,0.21,0.3,0.59,0.34,0.74,1.06,1.05,0.7,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1878,0.82,1.9,1.07,1.27,0.83,1.59,0.47,1.78,0.93,0.68,0.32,0.87,0.7,0.55,1.05,1.16,1.37,1.04,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1879,0.27,1.8,0.15,0.68,0.19,0.13,0,1.02,0.11,0,0,0,0.17,0,0.37,0.76,0.94,0.27,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1880,0.6,0.89,0.32,0.4,0.17,0.51,0.42,0.89,0.28,0.28,0,0.34,0.19,0.19,0.44,0.28,0.69,0.28,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1881,0.66,0.94,0.1,0.31,0.23,0.36,0.21,0.97,0.19,0.15,0.13,0.17,0.17,0.11,0.47,0.06,0.72,0.15,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1882,0.65,1.31,0.36,0.62,0.15,0.53,0.38,0.99,0.3,0,0,0.17,0.26,0.13,0.56,0.34,0.75,0.23,0.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1883,0.69,1.03,0.36,0.56,0.3,0.42,0.32,1.08,0.4,0.25,0.22,0.4,0.34,0.42,1.03,0.57,0.75,0.4,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1884,1.04,1.64,0.54,0.99,0.53,0.83,0.47,1.76,0.64,0.51,0.25,0.25,0.34,0.49,1.19,1,1.77,0.38,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1885,1.4,1.38,0.82,1.6,0.66,1.21,0.66,2.12,1.21,0.74,0.55,0.55,0.49,0.59,1.38,1.52,1.96,0.55,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1886,1.01,1.66,0.42,1.2,0.36,0.7,0.93,1.46,0.61,0.55,0.38,0.4,0.32,0.59,1.2,1.02,1.47,0.85,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1887,1.16,1.56,0.22,1.14,0.51,0.55,0.57,1.21,0.7,0.17,0.23,0.23,0.32,0.3,0.74,0.87,1.09,0.51,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1888,1.12,1.45,0.51,1.68,0.74,0.89,1.06,1.65,1.1,0.74,0.4,0.66,0.53,0.78,0.79,1.35,1.64,0.78,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1889,1.1,1.5,0.56,1.75,0.66,1.36,1.29,2.03,1.14,0.74,0.44,0.85,0.7,0.87,1.18,1.65,1.47,0.89,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1890,1.32,1.83,0.42,1.58,0.72,0.93,1.35,1.61,1.23,1.06,0.57,0.7,0.62,0.95,1.3,1.91,1.02,1.04,1.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1891,1.32,1.99,0.66,1.43,0.49,1.74,1.82,1.84,1.16,1.04,0.42,0.85,0.83,0.72,1.03,1.59,1.57,1.25,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1892,1.45,1.79,0.86,1.96,0.74,1.38,1.55,2.24,1.48,1.04,0.64,0.83,0.7,0.99,0.94,1.8,1.72,0.97,1.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1893,1.25,1.49,0.72,2.11,0.68,1.95,1.23,1.97,2.2,0.76,0.38,0.64,0.57,0.76,0.91,1.65,1.17,0.93,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1894,1.27,2.15,0.62,1.32,0.68,1.1,0.85,1.61,1.1,0.68,0.38,0.34,0.42,0.32,0.55,1.31,0.85,0.61,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1895,1.29,2.01,1.08,2.1,0.57,1.19,1.29,2.21,1.84,1.25,0.47,0.66,0.61,0.64,0.97,1.99,1.47,0.93,1.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1896,0.58,1.29,0.34,1.23,0.54,0.59,0.61,1,0.82,0.44,0.28,0.19,0.25,0.25,0.5,0.83,0.98,0.38,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1897,1.14,1.8,1.23,1.6,0.59,1.21,1.31,1.59,1.33,1.29,0.58,0.76,0.66,0.97,0.71,1.67,1.19,0.74,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1898,0.93,2,1.65,1.36,0.64,1.04,1.44,1.84,1,1.21,0.83,0.93,0.59,0.7,1.27,2.03,1.47,0.55,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1899,0.66,1.19,0.5,0.25,0.36,0.4,0.57,1.04,0.59,0,0.21,0.19,0.21,0,0.42,0.66,0.79,0.15,0.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1900,0.94,1.78,0.88,0.72,0.57,0.7,0.81,1.5,0.97,0.61,0.34,0.53,0.38,0.42,0.55,1.29,0.87,0.4,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1901,0.98,1.98,1.02,0.88,0.51,0.68,1.19,1.21,0.97,0.61,0.28,0.74,0.45,0.49,0.92,1.52,1.06,0.44,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1902,0.64,1.72,0.3,0.55,0.32,0.44,0.76,0.7,0.57,0.21,0.11,0.25,0.15,0.1,0.63,0.46,0.85,0.19,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1903,1.3,1.65,0.97,1.05,0.57,0.76,0.99,1.95,1.38,0.91,0.32,1.1,0.59,0.59,1.11,1.82,1.32,0.51,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1904,0.7,1.76,0.38,0.66,0.32,0.08,0.47,0.64,0.3,0.13,0.3,0.13,0.13,0,0.3,0.8,0.72,0.06,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1905,1.21,2.24,0.93,1.29,0.66,0.89,1.44,1.42,1.25,0.95,0.89,0.87,0.47,0.51,1.1,1.76,1.15,0.53,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1906,1.44,1.41,1.17,1.84,0.68,1.06,1.31,1.93,1.46,1.21,1.06,1.19,0.49,0.85,1.12,2.03,1.53,0.76,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
