age_CE,OR-001_raw,OR-002_raw,OR-003_raw,OR-004_raw,OR-005_raw,OR-006_raw,OR-008_raw,OR-009_raw,OR-010_raw,OR-011_raw,OR-012_raw,OR-013_raw,OR-014_raw,OR-015_raw,OR-016_raw,OR-017_raw,OR-018_raw,OR-019_raw,OR-020_raw,OR-001_raw_outlier_flag,OR-002_raw_outlier_flag,OR-003_raw_outlier_flag,OR-004_raw_outlier_flag,OR-005_raw_outlier_flag,OR-006_raw_outlier_flag,OR-008_raw_outlier_flag,OR-009_raw_outlier_flag,OR-010_raw_outlier_flag,OR-011_raw_outlier_flag,OR-012_raw_outlier_flag,OR-013_raw_outlier_flag,OR-014_raw_outlier_flag,OR-015_raw_outlier_flag,OR-016_raw_outlier_flag,OR-017_raw_outlier_flag,OR-018_raw_outlier_flag,OR-019_raw_outlier_flag,OR-020_raw_outlier_flag
1673,NA,NA,NA,NA,NA,NA,NA,0.94,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1674,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1675,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1676,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1677,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1678,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1679,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1680,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
1681,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1682,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1683,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1684,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1685,NA,NA,NA,NA,1.12,NA,NA,1.72,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1686,NA,NA,NA,NA,0.91,NA,NA,0,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1687,NA,NA,NA,NA,1.97,NA,NA,1.64,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1688,NA,NA,NA,NA,1.66,NA,NA,1.42,NA,NA,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1689,NA,NA,NA,NA,2.56,NA,NA,1.38,NA,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1690,NA,NA,NA,NA,1.92,NA,NA,0.49,NA,NA,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1691,NA,NA,NA,NA,1.84,NA,NA,0.55,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1692,NA,NA,NA,NA,2.7,NA,NA,1.09,NA,NA,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1693,NA,NA,NA,NA,1.85,NA,NA,1.75,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1694,NA,NA,NA,NA,2.53,NA,NA,0.87,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1695,NA,NA,NA,NA,2.68,NA,NA,0.45,NA,NA,1.91,NA,NA,NA,NA,NA,NA,NA,1.09,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1696,NA,NA,NA,NA,2.98,NA,NA,0.74,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,2.62,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1697,NA,NA,NA,NA,3.32,NA,NA,0.81,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2.81,NA,NA,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE
1698,NA,NA,NA,NA,1.76,NA,NA,0.25,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,2.03,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1699,NA,NA,NA,NA,1.35,NA,NA,0.89,NA,1.46,0.87,NA,NA,NA,NA,NA,NA,0.74,1.93,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1700,NA,NA,NA,NA,1.41,NA,NA,0.68,NA,2.22,0.78,NA,NA,NA,NA,NA,NA,1.4,1.15,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1701,NA,NA,NA,NA,3.08,NA,NA,0.81,NA,1.57,1.86,NA,NA,NA,NA,NA,NA,0.97,2.16,NA,NA,NA,NA,TRUE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1702,NA,NA,NA,NA,2.81,NA,NA,0.53,NA,1.8,1.02,NA,NA,NA,NA,NA,NA,1.68,2.1,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1703,NA,NA,NA,NA,1.78,NA,NA,0,NA,0.68,0.27,NA,NA,NA,NA,NA,NA,1.09,2.1,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1704,NA,NA,NA,NA,2.48,NA,NA,0.23,NA,0.95,0.57,NA,NA,NA,NA,NA,NA,0.82,2.51,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1705,NA,NA,NA,NA,3.12,NA,NA,0.25,NA,0.76,1.06,NA,NA,NA,NA,NA,NA,1.3,2.1,NA,NA,NA,NA,TRUE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1706,NA,NA,NA,NA,2.64,NA,NA,1.08,NA,2.03,1.21,NA,NA,NA,NA,NA,NA,1.3,1.79,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1707,NA,NA,NA,NA,1.2,NA,NA,0.95,NA,1.27,0.38,NA,NA,NA,NA,NA,NA,1.2,1.34,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1708,NA,NA,NA,NA,0.56,NA,NA,0,NA,0.53,0.09,NA,NA,NA,NA,NA,NA,0.18,0.69,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1709,NA,NA,NA,NA,1.13,NA,NA,0.38,NA,1.31,1.06,NA,NA,NA,NA,NA,NA,0.86,1.48,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1710,4.2,NA,NA,NA,2.99,NA,NA,0.78,NA,1.84,1.5,NA,NA,NA,NA,NA,NA,1.03,1.76,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1711,4.41,NA,NA,NA,2.71,NA,NA,1.02,NA,1.44,1.08,NA,NA,NA,NA,NA,NA,0.92,1.61,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1712,3.87,NA,NA,NA,2.65,NA,NA,0.91,NA,0.85,1.29,NA,NA,NA,NA,NA,NA,1.6,1.41,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1713,4.15,NA,NA,NA,2.18,NA,NA,0.34,NA,0.46,1.08,NA,NA,NA,NA,NA,NA,1.5,1.28,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1714,4.38,NA,NA,NA,2.12,NA,NA,0.11,NA,1.31,1.06,NA,NA,NA,NA,NA,NA,1.33,1.06,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1715,4.76,NA,NA,NA,2.05,NA,NA,0.91,NA,1.38,1.02,NA,NA,NA,NA,NA,NA,1.21,1.11,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1716,3.57,NA,NA,NA,1.78,NA,NA,0.95,NA,1.04,1,NA,NA,NA,NA,NA,NA,1.34,1.11,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1717,3.94,NA,NA,NA,1.08,NA,NA,1.14,NA,1.25,0.76,NA,NA,NA,NA,NA,NA,0.95,0.91,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1718,3.56,NA,NA,NA,2.08,NA,NA,1.14,NA,1.14,1.25,NA,NA,NA,NA,NA,NA,1.46,0.98,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1719,4.5,NA,NA,NA,2.71,NA,NA,0.8,NA,1.25,1.63,NA,NA,NA,NA,NA,NA,2.01,1.2,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1720,4.38,NA,NA,NA,3.64,NA,NA,0.7,NA,1.06,2.1,NA,NA,NA,NA,NA,NA,2.56,2.12,TRUE,NA,NA,NA,TRUE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1721,3.42,NA,NA,NA,2.12,NA,NA,0.51,NA,0.8,1.29,NA,NA,NA,NA,NA,NA,2.11,1.49,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1722,1.75,NA,NA,NA,1.42,NA,NA,0.27,NA,1.23,0.34,NA,3.27,NA,NA,NA,NA,1.09,1.28,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE
1723,3.41,NA,NA,NA,2.71,NA,NA,0.8,NA,1.42,1.35,NA,3.49,NA,NA,NA,NA,2.79,1.74,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE
1724,2.68,NA,NA,NA,2.39,NA,NA,0.78,NA,1.36,0.19,NA,2.47,NA,NA,NA,NA,2.55,1.83,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE
1725,3.75,NA,NA,NA,3.56,NA,NA,1.06,NA,1.78,0.25,NA,3.28,NA,NA,NA,NA,3.51,1.93,FALSE,NA,NA,NA,TRUE,NA,NA,FALSE,NA,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE
1726,4.45,NA,NA,NA,3.53,NA,NA,1.95,NA,0.99,0.47,1.64,3.21,2.45,NA,NA,NA,3.37,2.01,TRUE,NA,NA,NA,TRUE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,TRUE,FALSE
1727,3.24,NA,NA,NA,2.27,NA,NA,1.4,NA,1.59,0.38,1.24,2.31,2.1,NA,NA,NA,1.89,1.29,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE
1728,1.86,NA,NA,NA,1.04,NA,NA,1.33,NA,0.53,1.97,0.87,0.9,1.43,NA,NA,NA,1.6,1.03,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE
1729,0.57,NA,NA,NA,0.38,NA,NA,0.4,NA,1.21,0,0.09,0.12,0.23,NA,0.32,NA,0.71,0.68,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1730,3.24,NA,NA,NA,1.4,NA,NA,1.02,NA,1.82,0.66,0.79,1.19,0.53,NA,1.46,NA,1.86,1.25,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1731,3.18,NA,NA,NA,1.44,NA,NA,0.94,NA,1.19,0.36,0.79,2,1.31,NA,0.93,NA,1.29,1.56,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1732,3.24,NA,NA,NA,1.57,NA,NA,1.12,NA,0.74,0.47,0.61,1.89,1.57,NA,0.78,NA,1.41,1.46,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1733,2.24,NA,NA,NA,1.23,NA,NA,0.19,NA,0.95,0.4,0.33,1.22,0.66,NA,0.45,NA,1.19,1.34,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1734,2.54,NA,NA,NA,1.82,NA,NA,0.45,NA,1.06,0.08,0.28,1.13,1.13,NA,0.56,NA,1.9,1.55,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1735,0.34,NA,NA,NA,0.49,NA,NA,0.6,NA,0.53,0,0.14,0.24,0.36,NA,0.11,NA,0.24,0.5,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1736,0.2,NA,NA,NA,0.68,NA,NA,1.26,NA,0.51,0,0.08,0.48,0.5,NA,0.32,NA,0.66,0.35,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1737,1.01,NA,NA,NA,0.76,NA,NA,0.53,0.56,0.11,0.08,0.14,0.41,0.43,NA,0.22,NA,1.29,0.44,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1738,2.4,5.82,NA,NA,1.76,NA,NA,0.42,1.99,0.78,0.66,0.46,1.57,1.62,NA,0.97,NA,1.86,1.33,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1739,1.29,3.05,NA,NA,1.06,NA,NA,0.17,1.13,0.42,0.07,0.27,0.39,0.81,NA,0.28,NA,1.43,0.84,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1740,2.42,3.68,NA,NA,1.74,NA,NA,0.49,0.83,0.68,0.3,0.91,1.3,1.48,NA,0.42,NA,1.91,1.24,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1741,2.45,3.96,NA,NA,1.23,NA,NA,0.47,1.01,0.82,0.17,0.36,1.08,1.27,NA,0.36,NA,1.83,1.3,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1742,2.62,3.13,NA,NA,1.44,NA,NA,0.95,1.36,0.78,0.25,0.65,1.25,1.13,NA,0.43,NA,1.88,1.28,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1743,2.86,4.36,NA,NA,1.97,NA,NA,1.78,1.56,1.52,1.04,0.38,1.8,1.67,NA,1.27,NA,2.11,1.63,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1744,2.32,3.94,NA,NA,1.91,NA,NA,1.27,1.61,1.36,0.97,0.36,1.86,1.53,NA,0.99,NA,2.56,1.52,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1745,3.03,4.34,NA,NA,2.01,2.16,NA,2.16,2.13,1.86,1.14,0.68,1.78,1.77,NA,0.13,NA,2.33,1.23,FALSE,TRUE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1746,2.44,3.49,2.72,NA,2.5,2.73,NA,2.34,2.7,2.1,2.29,0.63,2.2,2.33,NA,0.73,NA,2.52,1.3,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,NA,FALSE,FALSE
