age_CE,BJS01A_raw,BJS01B_raw,BJS01C_raw,BJS02A_raw,BJS02C_raw,BJS02B_raw,BJS03A_raw,BJS03B_raw,BJS04A_raw,BJS04B_raw,BJS05A_raw,BJS05B_raw,BJS06A_raw,BJS06B_raw,BJS07A_raw,BJS07B_raw,BJS08A_raw,BJS08B_raw,BJS09A_raw,BJS09B_raw,BJS10A_raw,BJS10B_raw,BJS11A_raw,BJS11B_raw,BJS12A_raw,BJS12B_raw,BJS13_raw,BJS13B_raw,BJS01A_raw_outlier_flag,BJS01B_raw_outlier_flag,BJS01C_raw_outlier_flag,BJS02A_raw_outlier_flag,BJS02C_raw_outlier_flag,BJS02B_raw_outlier_flag,BJS03A_raw_outlier_flag,BJS03B_raw_outlier_flag,BJS04A_raw_outlier_flag,BJS04B_raw_outlier_flag,BJS05A_raw_outlier_flag,BJS05B_raw_outlier_flag,BJS06A_raw_outlier_flag,BJS06B_raw_outlier_flag,BJS07A_raw_outlier_flag,BJS07B_raw_outlier_flag,BJS08A_raw_outlier_flag,BJS08B_raw_outlier_flag,BJS09A_raw_outlier_flag,BJS09B_raw_outlier_flag,BJS10A_raw_outlier_flag,BJS10B_raw_outlier_flag,BJS11A_raw_outlier_flag,BJS11B_raw_outlier_flag,BJS12A_raw_outlier_flag,BJS12B_raw_outlier_flag,BJS13_raw_outlier_flag,BJS13B_raw_outlier_flag
1568,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,1.3,1.04,NA,NA,NA,2.77,NA,NA,NA,NA,4.28,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,NA,NA
1569,NA,NA,NA,NA,NA,NA,NA,NA,2.03,NA,NA,NA,NA,NA,1.05,1.27,NA,NA,NA,2.63,NA,NA,NA,NA,3.98,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,NA,NA
1570,NA,NA,NA,NA,2.28,NA,NA,NA,2.45,NA,NA,NA,NA,NA,1.2,1.35,NA,NA,NA,2.41,NA,NA,NA,NA,2.97,3.25,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1571,NA,NA,NA,NA,1.82,NA,NA,NA,2.23,NA,NA,NA,NA,NA,0.91,1.13,NA,NA,NA,1.69,NA,NA,NA,NA,3.22,2.96,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1572,NA,NA,NA,NA,1.59,NA,NA,NA,2.46,NA,NA,NA,NA,NA,0.92,1.16,NA,NA,NA,1.66,NA,NA,NA,NA,3.21,3.94,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1573,NA,NA,NA,2.72,1.68,NA,NA,NA,1.89,NA,NA,NA,NA,NA,0.67,0.77,NA,NA,NA,1.42,NA,NA,NA,NA,3.35,3.67,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1574,NA,NA,NA,1.72,1.1,NA,NA,NA,1.86,NA,NA,NA,NA,NA,0.58,0.68,NA,NA,NA,1.34,NA,NA,NA,NA,3.1,3.5,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1575,NA,NA,NA,1.35,0.77,NA,NA,NA,1.31,NA,NA,NA,NA,NA,0.46,0.6,NA,NA,NA,1.52,NA,NA,NA,NA,3.56,3.85,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1576,NA,NA,NA,1,0.86,NA,NA,NA,1.35,NA,NA,NA,NA,NA,0.4,0.45,NA,NA,NA,1.23,NA,NA,NA,NA,2.6,2.74,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1577,NA,NA,NA,0.97,1.17,NA,NA,NA,1.3,NA,NA,NA,NA,NA,0.46,0.51,NA,NA,NA,1.17,NA,NA,NA,NA,3.08,3.22,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1578,NA,NA,NA,1.19,0.96,NA,NA,NA,1.84,NA,NA,NA,NA,NA,0.53,0.71,NA,NA,NA,1.7,NA,NA,NA,NA,2.78,3.49,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1579,NA,NA,NA,1.79,1.18,NA,NA,NA,1.17,NA,NA,NA,NA,NA,0.77,0.78,NA,NA,NA,1.53,NA,NA,NA,NA,2.82,3.1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1580,NA,NA,NA,1.09,2.11,NA,NA,NA,1.78,NA,NA,NA,NA,NA,0.98,0.89,NA,NA,NA,2,NA,NA,NA,NA,3.93,3.43,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1581,NA,NA,NA,1.56,1.82,NA,NA,NA,1.67,NA,NA,NA,NA,NA,0.51,0.53,NA,NA,NA,1.62,NA,NA,NA,NA,1.87,1.98,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1582,NA,NA,NA,1.51,2.2,NA,NA,NA,1.91,NA,NA,NA,NA,NA,0.83,0.94,NA,NA,NA,2.67,NA,NA,NA,NA,2.43,2.97,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1583,NA,NA,NA,2.02,2.65,NA,NA,NA,1.77,NA,NA,NA,NA,NA,0.86,1.02,NA,NA,NA,3.02,NA,NA,NA,NA,3.87,3.45,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1584,NA,NA,NA,1.47,1.46,NA,NA,NA,2.39,NA,NA,NA,NA,NA,0.79,0.63,NA,NA,NA,3.01,NA,NA,NA,NA,2.91,2.86,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1585,NA,NA,NA,2.11,2.66,NA,NA,NA,1.99,NA,NA,NA,NA,NA,0.93,1.22,NA,NA,NA,2.93,NA,NA,NA,NA,3.27,2.83,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1586,NA,NA,NA,2.17,2.26,NA,NA,NA,2.38,NA,NA,NA,NA,NA,0.63,1.06,NA,NA,NA,2.87,NA,NA,NA,NA,2.59,2.49,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1587,NA,NA,NA,2.11,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.75,1.1,NA,NA,NA,2.65,NA,NA,NA,NA,2.25,2.41,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1588,NA,NA,NA,2.04,3.96,NA,NA,NA,2.86,NA,NA,NA,NA,NA,1.06,1.11,NA,NA,NA,3.14,NA,NA,NA,NA,3.71,3.57,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1589,NA,NA,NA,3.08,3.03,NA,NA,NA,2.5,NA,NA,NA,NA,NA,1.09,1.13,NA,NA,NA,2.73,NA,NA,NA,NA,3.59,3.57,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1590,NA,NA,NA,2.13,2.14,NA,NA,NA,1.67,NA,NA,NA,NA,NA,0.76,1,NA,NA,NA,2.99,NA,NA,NA,NA,3.23,2.87,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1591,NA,NA,NA,2.27,2.47,NA,NA,NA,2.25,NA,NA,NA,NA,NA,0.86,1.13,NA,NA,NA,2.41,NA,NA,NA,NA,2.37,2.25,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1592,NA,NA,NA,2.38,1.97,NA,NA,NA,2.3,NA,NA,NA,NA,NA,1.02,1.01,NA,NA,NA,1.78,NA,NA,NA,NA,3.74,2.71,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1593,NA,NA,NA,1.82,2.02,NA,NA,NA,2.39,NA,NA,NA,NA,NA,0.63,1.04,NA,NA,NA,2.26,NA,NA,NA,NA,3.95,2.75,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1594,NA,NA,NA,1.89,2.03,NA,NA,NA,1.41,NA,NA,NA,NA,NA,0.83,0.98,NA,NA,NA,2.02,NA,NA,NA,NA,2.16,2.7,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1595,NA,NA,NA,1.94,1.96,NA,NA,NA,2.06,NA,NA,NA,NA,NA,0.8,0.54,NA,NA,NA,1.93,NA,NA,NA,NA,2.58,2.28,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1596,NA,NA,NA,2.44,2.28,NA,NA,NA,2.14,NA,NA,NA,NA,NA,0.71,0.85,NA,NA,NA,1.75,NA,NA,NA,NA,3.24,3.24,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1597,NA,NA,NA,2.32,2.32,NA,NA,NA,1.67,NA,NA,NA,NA,NA,0.94,0.8,NA,NA,NA,2.22,NA,NA,NA,NA,2.61,2.66,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1598,NA,NA,NA,1.74,1.92,NA,NA,NA,2.34,NA,NA,NA,NA,NA,0.54,0.76,NA,NA,NA,2.18,NA,NA,NA,NA,2.98,2.88,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1599,NA,NA,NA,2.19,1.92,NA,NA,NA,2.37,NA,NA,NA,NA,NA,0.76,0.95,NA,NA,NA,2.3,NA,NA,NA,NA,2.87,2.42,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1600,NA,NA,NA,1.85,1.81,NA,NA,NA,2.17,NA,NA,NA,NA,NA,1.04,1.04,NA,NA,NA,2.58,NA,NA,NA,NA,2.47,1.84,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1601,NA,NA,NA,1.25,1.2,NA,NA,NA,1.3,NA,NA,NA,NA,NA,0.93,1.22,NA,NA,NA,2,NA,NA,NA,NA,2.65,2.48,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1602,NA,NA,NA,0.7,1.04,NA,NA,NA,1.18,NA,NA,NA,NA,NA,0.72,0.82,NA,NA,NA,1.9,NA,NA,NA,NA,1.47,1.23,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1603,NA,NA,NA,0.7,0.93,NA,NA,NA,1.54,NA,NA,NA,NA,NA,0.64,0.84,NA,NA,NA,1.39,NA,NA,NA,NA,1.76,1.43,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1604,NA,NA,NA,0.87,1.59,NA,NA,NA,1.79,NA,NA,NA,NA,NA,0.51,0.81,NA,NA,NA,1.24,NA,NA,NA,NA,2.22,2.23,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1605,NA,NA,NA,0.91,1.42,NA,NA,NA,1.03,NA,NA,NA,NA,NA,0.57,0.62,NA,NA,NA,1.22,NA,NA,NA,NA,1.71,1.35,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1606,NA,NA,NA,1.09,1.42,NA,NA,NA,1.28,NA,NA,NA,NA,NA,0.79,0.84,NA,NA,NA,1.2,NA,NA,NA,NA,3.13,2.85,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1607,NA,NA,NA,1.66,1.76,NA,NA,NA,1.61,NA,NA,NA,NA,NA,0.9,0.95,NA,NA,NA,1.73,NA,NA,NA,NA,2.91,2.22,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1608,NA,NA,NA,1.77,2.3,NA,NA,NA,1.36,NA,NA,NA,NA,NA,0.9,0.77,NA,NA,NA,1.3,NA,NA,NA,NA,2.19,2.19,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1609,NA,NA,NA,1.94,1.52,NA,NA,NA,1.22,NA,NA,NA,NA,NA,0.84,1.01,NA,NA,NA,1.57,NA,NA,NA,NA,2.45,2.13,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1610,NA,NA,NA,1.78,2.32,NA,NA,NA,1.91,NA,NA,NA,NA,NA,1.22,1.14,NA,NA,NA,2.05,NA,NA,NA,NA,4.13,2.98,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA
1611,NA,NA,NA,2.35,2.38,NA,NA,NA,1.76,NA,NA,NA,NA,NA,1.27,1.17,NA,NA,NA,1.65,NA,NA,NA,NA,3.78,4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,TRUE,NA,NA
1612,NA,NA,NA,1.78,1.85,NA,NA,NA,1.13,NA,NA,NA,NA,NA,1.23,1.08,NA,NA,NA,2.35,NA,NA,NA,NA,2.88,2.19,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1613,NA,NA,NA,1.4,1.94,NA,NA,NA,1.2,NA,NA,NA,NA,NA,1.17,1.2,NA,NA,NA,2.75,NA,NA,NA,NA,2.28,2.03,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1614,NA,NA,NA,1.98,2.07,NA,NA,NA,1.18,NA,NA,NA,NA,NA,0.85,1.02,NA,NA,NA,1.85,NA,NA,NA,NA,1.76,2.15,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1615,NA,NA,NA,1.66,1.68,NA,NA,NA,1.44,NA,NA,NA,NA,NA,1.02,1.2,NA,NA,NA,1.85,NA,NA,NA,NA,2.58,2.37,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1616,NA,NA,NA,1.56,1.71,NA,NA,NA,0.97,NA,NA,NA,NA,NA,1.05,1.37,NA,NA,NA,1.83,NA,NA,NA,NA,2.6,2.56,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1617,NA,NA,NA,1.69,1.97,NA,NA,NA,1.57,NA,NA,NA,NA,NA,0.97,1.21,NA,NA,NA,1.57,NA,NA,NA,NA,3.12,3.03,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1618,NA,NA,NA,1.6,1.77,NA,NA,NA,1.34,NA,NA,NA,NA,NA,1,1.32,NA,NA,NA,1.48,NA,NA,NA,NA,2.54,2.6,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1619,NA,NA,NA,1.47,1.39,NA,NA,NA,1.11,NA,NA,NA,NA,NA,0.68,0.8,NA,NA,NA,1.41,NA,NA,NA,NA,1.95,1.45,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1620,NA,NA,NA,1.21,1.59,NA,NA,NA,0.73,NA,NA,NA,NA,NA,0.65,0.95,NA,NA,NA,1.25,NA,NA,NA,NA,1.1,0.73,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1621,NA,NA,NA,1.34,1.8,NA,NA,NA,0.78,NA,NA,NA,NA,NA,0.9,1.17,NA,NA,NA,1.06,NA,NA,NA,NA,1.76,1.9,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1622,NA,NA,NA,1.11,1.15,NA,NA,NA,0.96,NA,NA,NA,NA,NA,0.96,0.73,NA,NA,NA,1.46,NA,NA,NA,NA,1.12,1.55,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1623,NA,NA,NA,0.92,1.13,NA,NA,NA,0.91,NA,NA,NA,NA,NA,0.6,0.69,NA,NA,NA,1.25,NA,NA,NA,NA,1.14,1.38,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1624,NA,NA,NA,0.69,0.66,NA,NA,NA,0.58,NA,NA,NA,NA,NA,0.68,0.82,NA,NA,NA,1.17,NA,NA,NA,NA,1.56,1.6,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1625,NA,NA,NA,0.48,0.72,NA,NA,NA,0.84,NA,NA,NA,NA,NA,0.61,0.52,NA,NA,NA,1.38,NA,NA,NA,NA,1.29,1.61,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1626,NA,NA,NA,0.34,0.43,NA,NA,NA,1.03,NA,NA,NA,NA,NA,0.47,0.58,NA,NA,NA,1.13,NA,NA,NA,NA,1.44,1.15,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1627,NA,NA,NA,0.4,0.57,NA,NA,NA,0.72,NA,NA,NA,NA,NA,0.5,0.66,NA,NA,NA,1.36,NA,NA,NA,NA,1.64,1.27,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1628,NA,NA,NA,0.62,0.98,NA,NA,NA,0.73,NA,NA,NA,NA,NA,0.68,0.66,NA,NA,NA,1.25,NA,NA,NA,NA,1.88,1.72,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1629,NA,NA,NA,0.45,0.75,NA,NA,NA,0.69,NA,NA,NA,NA,NA,0.52,0.56,NA,NA,NA,1.16,NA,NA,NA,NA,1.84,1.62,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1630,NA,NA,NA,0.45,0.8,NA,NA,NA,1.2,NA,NA,NA,NA,NA,0.54,0.46,NA,NA,NA,0.87,NA,NA,NA,NA,2.03,1.23,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1631,NA,NA,NA,0.49,1,NA,NA,NA,1.01,NA,NA,NA,NA,NA,0.49,0.56,NA,NA,NA,1.04,NA,NA,NA,NA,1.61,1.06,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1632,NA,NA,NA,0.37,0.77,NA,NA,NA,1.08,NA,NA,NA,NA,NA,0.62,0.48,NA,NA,NA,0.92,NA,NA,NA,NA,1.62,1.18,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1633,NA,NA,NA,0.34,0.49,NA,NA,NA,0.94,NA,NA,NA,NA,NA,0.47,0.42,NA,NA,NA,1,NA,NA,NA,NA,1.47,1.3,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1634,NA,NA,NA,0.5,0.79,NA,NA,NA,1.15,NA,NA,NA,NA,NA,0.44,0.52,NA,NA,NA,1.3,NA,NA,NA,NA,1.95,1.72,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1635,NA,NA,NA,0.37,0.87,NA,NA,NA,0.95,NA,NA,NA,NA,NA,0.61,0.7,NA,NA,NA,0.93,NA,NA,NA,NA,1.43,1.9,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
