age_CE,LSP01A3_raw,LSP02A3_raw,LSP02B3_raw,LSP03A3_raw,LSP03B3_raw,LSP05A3_raw,LSP05B3_raw,LSP06A3_raw,LSP06B3_raw,LSP07A3_raw,LSP07B3_raw,LSP08A3_raw,LSP08B3_raw,LSP09A3_raw,LSP09B3_raw,LSP10A3_raw,LSP10B3_raw,LSP11A3_raw,LSP11B3_raw,LSP12A3_raw,LSP12B3_raw,LSP01A3_raw_outlier_flag,LSP02A3_raw_outlier_flag,LSP02B3_raw_outlier_flag,LSP03A3_raw_outlier_flag,LSP03B3_raw_outlier_flag,LSP05A3_raw_outlier_flag,LSP05B3_raw_outlier_flag,LSP06A3_raw_outlier_flag,LSP06B3_raw_outlier_flag,LSP07A3_raw_outlier_flag,LSP07B3_raw_outlier_flag,LSP08A3_raw_outlier_flag,LSP08B3_raw_outlier_flag,LSP09A3_raw_outlier_flag,LSP09B3_raw_outlier_flag,LSP10A3_raw_outlier_flag,LSP10B3_raw_outlier_flag,LSP11A3_raw_outlier_flag,LSP11B3_raw_outlier_flag,LSP12A3_raw_outlier_flag,LSP12B3_raw_outlier_flag
1703,NA,NA,NA,NA,NA,NA,3.04,NA,NA,NA,3.23,NA,NA,3.92,3.8,NA,1.97,1.83,NA,2.14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1704,NA,NA,NA,NA,NA,NA,2.84,NA,NA,3.14,2.75,NA,NA,3.21,3.57,NA,2.48,1.62,NA,1.9,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1705,NA,NA,NA,NA,NA,NA,2.86,NA,NA,3.49,2.53,NA,NA,3.66,4.88,NA,1.76,1.11,NA,2.16,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,TRUE,NA,FALSE,FALSE,NA,FALSE,NA
1706,NA,NA,NA,NA,NA,NA,2.94,NA,NA,2.78,3.91,NA,NA,3.24,3.61,NA,2.02,1.08,NA,2.22,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1707,NA,NA,NA,NA,NA,NA,2.8,NA,NA,2.79,3.52,NA,NA,2.44,4.65,NA,1.9,1.63,NA,2.11,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,TRUE,NA,FALSE,FALSE,NA,FALSE,NA
1708,NA,NA,NA,NA,NA,NA,2.29,NA,NA,2.14,1.99,NA,NA,2.16,2.43,NA,1.8,1.12,NA,1.03,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1709,NA,NA,NA,NA,NA,NA,1.92,NA,NA,1.6,1.71,NA,NA,2.66,3.07,NA,1.46,0.71,NA,1.38,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1710,NA,NA,NA,NA,NA,NA,2.93,NA,NA,2.78,2.58,NA,NA,2.71,3.31,NA,1.86,1.19,NA,1.48,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1711,NA,NA,NA,NA,NA,NA,2.57,NA,NA,2.54,2.31,NA,NA,2.99,2.62,NA,2.27,1.26,NA,1.84,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1712,NA,NA,NA,NA,NA,NA,2.65,NA,NA,3.07,2.6,NA,NA,2.92,3.55,NA,2.49,1.55,NA,1.85,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1713,NA,NA,NA,NA,NA,NA,2.63,NA,NA,1.86,2.22,NA,NA,3.52,2.55,NA,1.86,0.89,NA,1.7,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1714,NA,NA,NA,NA,NA,NA,2.58,NA,NA,1.93,2.09,NA,NA,2.78,3.05,NA,1.84,1.21,NA,1.69,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1715,NA,NA,NA,NA,NA,NA,3.49,NA,NA,2.48,3.54,NA,NA,4.81,4.33,NA,2.08,1.85,NA,2.34,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,TRUE,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,NA,FALSE,NA
1716,NA,NA,NA,NA,NA,NA,3.56,NA,NA,2.67,2.84,NA,NA,2.57,3.51,NA,2.41,1.57,NA,2.93,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1717,NA,NA,NA,NA,NA,NA,2.33,NA,NA,2.21,2.46,NA,NA,2.17,2.35,NA,1.82,0.85,NA,2,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1718,NA,NA,NA,NA,NA,NA,2.62,NA,NA,2.07,2.25,NA,NA,1.86,2.63,NA,1.92,1.44,NA,1.37,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1719,NA,NA,NA,NA,NA,NA,2.9,NA,NA,2.33,2.27,NA,NA,1.8,2.53,NA,2.2,1.29,NA,1.42,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1720,NA,NA,NA,NA,NA,3.21,2.38,NA,NA,1.87,2.77,NA,NA,2.21,3.25,NA,1.95,1.47,NA,1.85,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1721,NA,NA,NA,NA,NA,2.88,2.56,NA,NA,1.69,2.09,NA,NA,2.11,2.91,NA,2.1,0.97,NA,2.11,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA
1722,NA,NA,NA,NA,NA,2.9,2.28,NA,NA,1.21,2.16,NA,NA,2.12,2.82,NA,1.78,1.34,1.29,1.77,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1723,NA,NA,NA,NA,NA,3.63,3.28,NA,NA,2.49,3.12,NA,NA,3.38,4.81,NA,1.92,1.71,2.02,2.41,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,FALSE,TRUE,NA,NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA
1724,NA,NA,NA,NA,NA,2.34,2.6,NA,NA,1.82,1.69,NA,NA,2.66,2.62,NA,1.73,1.31,1.56,2.01,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1725,NA,NA,NA,NA,NA,2.28,2.21,NA,NA,1.35,1.87,NA,NA,2.35,2.88,NA,1.77,1.01,1.93,1.86,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1726,NA,NA,NA,NA,NA,2.87,3.27,NA,NA,1.34,1.62,NA,NA,2.98,3.17,NA,1.66,1.05,1.59,1.61,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1727,NA,NA,NA,NA,NA,3.29,3.14,NA,NA,1.41,1.92,NA,NA,2.92,3.71,NA,1.91,1.72,1.99,1.36,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1728,NA,NA,NA,NA,NA,1.82,1.92,NA,NA,1.06,1.09,NA,NA,1.96,1.97,NA,1.57,1.21,1.49,1.52,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1729,NA,NA,NA,NA,NA,1.98,1.94,NA,NA,0.54,1.61,NA,NA,1.97,2.42,NA,1.4,1.32,1.12,1.77,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1730,NA,NA,NA,NA,NA,1.7,1.12,NA,NA,0.98,1.03,NA,NA,1.38,2.44,NA,1.16,1.27,1.66,2.15,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1731,NA,NA,NA,NA,NA,1.28,1.25,NA,NA,1.09,1.37,NA,NA,2.49,3.22,NA,1.55,1.96,1.62,2.11,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1732,NA,NA,NA,NA,NA,2.02,1.58,NA,NA,1.33,1.73,NA,NA,2.54,2.85,NA,1.34,1.79,1.75,1.72,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1733,NA,NA,NA,NA,NA,1.63,1.65,NA,NA,1.08,1.23,NA,NA,2.13,2.31,NA,1.62,1.12,1.49,1.71,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1734,NA,NA,1.76,NA,NA,1.85,1.17,NA,NA,1.2,1.68,NA,NA,1.83,1.62,NA,1.46,1.79,2.13,1.63,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1735,NA,NA,1.43,NA,NA,1.7,1.24,NA,NA,1.29,1.29,NA,NA,2.08,2.12,NA,1.48,2.06,2.2,1.74,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1736,NA,1.81,1.43,NA,NA,0.84,0.67,NA,NA,1.07,1.16,NA,NA,1.5,1.77,NA,0.94,1.13,0.99,1.43,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1737,NA,2.54,1.35,NA,NA,0.85,0.56,NA,NA,1.43,1.39,NA,NA,1.62,2.78,NA,1,1.98,3.14,1.68,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA
1738,NA,3.13,1.68,NA,NA,1.58,1,NA,NA,1.66,1.42,NA,NA,1.82,2.57,NA,0.96,2.61,2.16,1.4,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1739,NA,1.77,1.77,NA,NA,0.86,0.7,NA,NA,0.82,0.74,NA,NA,1.47,1.77,NA,0.75,1.41,1.69,0.2,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1740,NA,1.48,0.94,NA,NA,0.74,0.68,NA,NA,1.07,0.6,NA,NA,1.25,1.05,NA,0.6,1.88,1.84,0.43,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1741,NA,1.14,0.79,NA,NA,0.88,0.92,NA,NA,1.04,0.77,NA,NA,1.06,1.37,NA,0.79,1.8,1.32,0.64,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1742,NA,1.32,1.1,NA,NA,1.08,0.83,NA,NA,1.18,1.18,NA,NA,1.39,1.61,NA,0.59,1.8,1.7,1.16,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1743,NA,2.03,1.61,NA,NA,1.41,1.09,NA,NA,0.98,0.74,NA,NA,1.49,1.66,NA,0.64,1.33,1.56,1.37,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1744,NA,1.65,1.42,NA,NA,1.61,1.09,NA,NA,0.9,0.9,NA,NA,1.26,1.39,NA,0.47,1.53,1.2,1.47,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1745,NA,1.74,1.73,NA,NA,1.66,1.49,NA,NA,1.39,1.42,NA,NA,1.27,1.8,NA,0.84,1.67,1.29,1.32,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1746,NA,2.7,2.06,NA,NA,2.26,1.47,NA,NA,1.51,1.96,NA,NA,2.28,1.98,NA,0.86,2.31,1.39,1.91,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1747,NA,2.25,1.9,NA,NA,2.01,1.45,NA,NA,0.84,1.53,NA,NA,1.67,1.65,NA,0.91,2.47,1.77,1.75,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1748,NA,2.03,1.56,NA,NA,1.55,1.48,NA,NA,0.99,1.42,NA,NA,1.53,1.56,NA,0.73,1.29,0.86,1.61,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1749,NA,2,2.01,NA,NA,1.99,1.71,NA,NA,0.9,1.92,NA,NA,2.03,1.56,NA,0.89,2.23,1.09,1.71,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1750,NA,3.01,2.55,NA,NA,2.96,2.28,NA,NA,1.08,1.55,NA,NA,2.27,2.67,NA,1.75,2.72,1.56,2.72,NA,NA,FALSE,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1751,NA,2.82,2.07,NA,NA,1.88,1.59,NA,NA,1.72,0.82,NA,NA,2.37,2.63,NA,1.6,2.51,1.4,2.43,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1752,NA,1.96,1.76,NA,NA,2.65,1.76,NA,NA,2.09,1.13,NA,NA,1.6,1.94,NA,1.25,1.4,0.87,1.91,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1753,NA,2.12,1.68,NA,NA,1.82,1.34,NA,NA,0.69,0.35,NA,NA,1.28,1.77,NA,0.77,1.39,0.92,0.55,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1754,1.72,1.51,1.47,NA,NA,1.5,1.34,NA,NA,1.34,1.11,NA,NA,1.57,1.69,NA,0.62,1.53,0.7,1.05,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1755,1.61,2.39,2.22,NA,NA,2.23,1.95,NA,NA,1.38,0.97,NA,NA,1.75,2.37,NA,0.99,1.7,0.94,1.23,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1756,1.25,1.21,1.1,NA,NA,1.61,0.76,NA,NA,0.75,0.9,NA,NA,0.59,0.92,NA,0.64,0.81,0.81,1.18,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1757,1.36,1.02,1.07,NA,NA,1.25,1.45,NA,NA,0.58,0.71,NA,NA,0.79,1.07,NA,0.45,1.23,0.63,0.36,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1758,1.58,1.79,1.69,NA,NA,1.58,1.3,NA,NA,1.01,0.63,NA,NA,1.31,1.51,NA,0.59,0.98,1.1,0.21,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
