"Core_CN","PLT_CN","STATECD","COUNTYCD","PLOT","SUBP","DIA","SPCD"
"1070001","2454059010690",4,1,700,1,14.20,106
"1070102","2454090010690",4,1,701,2,7.90,106
"5070604","2474633010690",4,5,706,4,17.10,106
"1071301","2454161010690",4,1,713,1,13.60,106
"1072801","2454320010690",4,1,728,1,25.60,106
"1072901","2454355010690",4,1,729,1,14.70,106
"1074103","2454431010690",4,1,741,3,25.80,106
"5075201","2475024010690",4,5,752,1,10.60,106
"5075202","2475024010690",4,5,752,2,10.30,106
"5075501","2475102010690",4,5,755,1,14.70,106
"5078704","2475475010690",4,5,787,4,21.90,106
"17079901","2532772010690",4,17,799,1,21.00,106
"5080201","2475606010690",4,5,802,1,14.30,106
"5080402","2475692010690",4,5,804,2,19.50,106
"5080803","2475792010690",4,5,808,3,14.00,106
"5081004","2475873010690",4,5,810,4,25.80,106
"17081603","2533014010690",4,17,816,3,28.90,106
"17083201","2533232010690",4,17,832,1,25.00,106
"5083202","2476064010690",4,5,832,2,15.80,106
"17083502","2533348010690",4,17,835,2,14.70,106
"5084803","2476195010690",4,5,848,3,9.20,106
"5084904","2476245010690",4,5,849,4,9.80,106
"17085102","2533579010690",4,17,851,2,20.50,106
"17085301","2533652010690",4,17,853,1,11.90,106
"5085402","2476406010690",4,5,854,2,11.00,106
"17085502","2533692010690",4,17,855,2,10.40,106
"5085503","2476477010690",4,5,855,3,20.20,106
"5085702","2476529010690",4,5,857,2,8.30,106
"17087103","2534070010690",4,17,871,3,15.10,106
"17088802","2534497010690",4,17,888,2,13.70,106
"17089301","2534660010690",4,17,893,1,24.60,106
"5089402","2476832010690",4,5,894,2,9.00,106
"5089601","2476919010690",4,5,896,1,10.50,106
"5090001","2477051010690",4,5,900,1,13.40,106
"17091402","2535240010690",4,17,914,2,11.00,106
"17092903","2535821010690",4,17,929,3,10.20,106
"17093001","2535848010690",4,17,930,1,17.20,106
"5094303","2477664010690",4,5,943,3,8.80,106
"17095001","2536710010690",4,17,950,1,18.10,106
"1095901","2455344010690",4,1,959,1,19.10,106
"1096004","2455407010690",4,1,960,4,9.80,106
"1096204","2455433010690",4,1,962,4,12.50,106
"17096504","2537343010690",4,17,965,4,13.80,106
"17097001","2537579010690",4,17,970,1,10.10,106
"17098402","2537945010690",4,17,984,2,18.60,106
"5098703","2478357010690",4,5,987,3,9.40,106
"17098901","2538027010690",4,17,989,1,10.00,106
"17098903","2538027010690",4,17,989,3,11.10,106
"17098904","2538027010690",4,17,989,4,12.40,106
"5099404","2478444010690",4,5,994,4,19.80,106
"17100204","2538614010690",4,17,1002,4,27.00,106
"17100504","2538682010690",4,17,1005,4,15.30,106
"17100603","2538698010690",4,17,1006,3,13.90,106
"17100701","2538731010690",4,17,1007,1,28.40,106
"5101803","2478749010690",4,5,1018,3,21.80,106
"5102003","2478800010690",4,5,1020,3,29.10,106
"17102401","2539610010690",4,17,1024,1,14.00,106
"1102704","2456762010690",4,1,1027,4,13.50,106
"1102902","2456825010690",4,1,1029,2,14.10,106
"1103004","2456844010690",4,1,1030,4,19.80,106
"17103403","2539989010690",4,17,1034,3,15.40,106
"17103601","2540014010690",4,17,1036,1,20.00,106
"17103804","2540041010690",4,17,1038,4,31.20,106
"5103804","2478876010690",4,5,1038,4,25.20,106
"5103904","2478903010690",4,5,1039,4,13.80,106
"5104101","2479007010690",4,5,1041,1,22.90,106
"5104202","2479058010690",4,5,1042,2,17.90,106
"1104203","2457272010690",4,1,1042,3,11.30,106
"1106202","2458155010690",4,1,1062,2,14.60,106
"5106402","2479211010690",4,5,1064,2,18.40,106
"1107404","2458672010690",4,1,1074,4,22.60,106
"1114004","2461574010690",4,1,1140,4,36.40,106
"1114103","2461608010690",4,1,1141,3,17.70,106
"1114902","2461870010690",4,1,1149,2,15.20,106
"1115201","2462015010690",4,1,1152,1,11.10,106
"1115504","2462140010690",4,1,1155,4,29.40,106
"1115702","2462280010690",4,1,1157,2,22.60,106
"5127402","2480513010690",4,5,1274,2,17.50,106
"5127501","2480544010690",4,5,1275,1,19.90,106
"5131502","2480781010690",4,5,1315,2,16.40,106
"5131603","2480823010690",4,5,1316,3,21.20,106
"5131801","2480931010690",4,5,1318,1,8.40,106
"5131903","2480947010690",4,5,1319,3,9.10,106
"5132101","2481031010690",4,5,1321,1,7.80,106
"5132104","2481031010690",4,5,1321,4,16.80,106
"5132301","2481088010690",4,5,1323,1,14.40,106
"5132404","2481124010690",4,5,1324,4,4.30,106
"5135704","2481327010690",4,5,1357,4,20.40,106
"5135803","2481349010690",4,5,1358,3,14.60,106
"5139803","2481813010690",4,5,1398,3,17.10,106
"5139901","2481844010690",4,5,1399,1,23.20,106
"5139902","2481844010690",4,5,1399,2,19.00,106
"5140702","2482115010690",4,5,1407,2,15.90,106
"5141001","2482170010690",4,5,1410,1,17.50,106
"5146801","2483125010690",4,5,1468,1,17.30,106
"5147004","2483200010690",4,5,1470,4,16.30,106
"5148804","2483607010690",4,5,1488,4,12.00,106
"5150303","2483698010690",4,5,1503,3,13.60,106
"5150404","2483718010690",4,5,1504,4,16.90,106
"5152201","2484276010690",4,5,1522,1,19.50,106
"5153502","2484380010690",4,5,1535,2,13.80,106
"5158202","2485299010690",4,5,1582,2,8.00,106
"5158502","2485330010690",4,5,1585,2,16.20,106
"5161103","2485847010690",4,5,1611,3,13.10,106
"5162501","2485970010690",4,5,1625,1,12.30,106
"5163804","2486425010690",4,5,1638,4,14.40,106
"5165503","2486750010690",4,5,1655,3,14.60,106
"5165601","2486763010690",4,5,1656,1,29.90,106
"5165603","2486763010690",4,5,1656,3,11.60,106
"5167103","2487487010690",4,5,1671,3,21.80,106
"5168501","2487627010690",4,5,1685,1,7.50,106
"5175101","2489163010690",4,5,1751,1,10.00,106
"5176002","2489539010690",4,5,1760,2,17.60,106
"5177803","2489864010690",4,5,1778,3,15.90,106
"5177904","2489894010690",4,5,1779,4,27.00,106
"5182703","2490727010690",4,5,1827,3,13.90,106
"5185801","2491432010690",4,5,1858,1,8.60,106
"5186104","2491561010690",4,5,1861,4,14.00,106
"5187602","2492054010690",4,5,1876,2,18.80,106
"5187702","2492121010690",4,5,1877,2,14.70,106
"5189201","2492788010690",4,5,1892,1,19.60,106
"5189601","2492942010690",4,5,1896,1,34.30,106
"558532715126144","558532715126144",35,35,10682,1,6.20,106
"558532719126144","558532719126144",35,35,10701,4,7.00,106
"558532726126144","558532726126144",35,35,10704,2,9.20,106
"558532729126144","558532729126144",35,35,10708,3,6.80,106
"558532730126144","558532730126144",35,35,10709,1,11.10,106
"558532731126144","558532731126144",35,35,10713,1,8.50,106
"558532735126144","558532735126144",35,35,10736,2,8.00,106
"558532736126144","558532736126144",35,35,10737,1,5.90,106
"558532738126144","558532738126144",35,35,10739,4,7.50,106
"558532739126144","558532739126144",35,35,10749,1,7.20,106
"558532740126144","558532740126144",35,35,10754,1,7.70,106
"558532038126144","558532038126144",35,27,11004,2,4.90,106
"558532039126144","558532039126144",35,27,11008,2,5.60,106
"558532040126144","558532040126144",35,27,11009,1,9.60,106
"558532042126144","558532042126144",35,27,11016,2,8.20,106
"558532043126144","558532043126144",35,27,11022,2,8.10,106
"558532044126144","558532044126144",35,27,11023,1,9.50,106
"558532045126144","558532045126144",35,27,11031,2,10.10,106
"558532046126144","558532046126144",35,27,11040,4,5.80,106
"558532047126144","558532047126144",35,27,11046,4,4.40,106
"558532048126144","558532048126144",35,27,11049,1,8.20,106
"558532049126144","558532049126144",35,27,11054,1,7.30,106
"558532741126144","558532741126144",35,35,12056,4,10.30,106
"558532742126144","558532742126144",35,35,12058,4,6.30,106
"558532743126144","558532743126144",35,35,12066,1,11.00,106
"558532744126144","558532744126144",35,35,12083,3,10.60,106
"558532745126144","558532745126144",35,35,12106,4,7.60,106
"558532746126144","558532746126144",35,35,13130,2,7.90,106
"558532749126144","558532749126144",35,35,14071,1,8.30,106
"558532750126144","558532750126144",35,35,14089,4,3.90,106
"558532751126144","558532751126144",35,35,14089,4,8.00,106
"558532752126144","558532752126144",35,35,14097,2,7.90,106
"558532753126144","558532753126144",35,35,14118,4,5.90,106
"289857577489998","289857577489998",49,31,2,1,10.92,106
"289858421489998","289858421489998",49,47,3,2,11.68,106
"289857679489998","289857679489998",49,37,4,4,19.81,106
"289857581489998","289857581489998",49,31,5,1,18.03,106
"289858049489998","289858049489998",49,41,6,1,12.95,106
"289857072489998","289857072489998",49,19,6,4,34.29,106
"289859012489998","289859012489998",49,53,8,3,14.73,106
"289857076489998","289857076489998",49,19,10,1,30.98,106
"289864298489998","289864298489998",8,37,10,1,29.46,106
"289864300489998","289864300489998",8,37,10,2,55.11,106
"289855682489998","289855682489998",8,113,10,3,9.39,106
"289855683489998","289855683489998",8,113,10,4,27.17,106
"289856595489998","289856595489998",49,15,16,3,15.49,106
"289855949489998","289855949489998",49,7,17,2,16.76,106
"289855950489998","289855950489998",49,7,18,1,24.63,106
"289858055489998","289858055489998",49,41,18,3,17.52,106
"289855951489998","289855951489998",49,7,21,2,24.63,106
"289856690489998","289856690489998",49,17,21,2,33.02,106
"289855724489998","289855724489998",49,1,22,3,27.94,106
"289857593489998","289857593489998",49,31,22,3,12.70,106
"289857374489998","289857374489998",49,25,25,3,14.22,106
"289857685489998","289857685489998",49,37,25,4,16.51,106
"289857686489998","289857686489998",49,37,26,3,27.43,106
"289858064489998","289858064489998",49,41,26,3,41.14,106
"289857079489998","289857079489998",49,19,27,1,39.37,106
"289858066489998","289858066489998",49,41,27,1,11.43,106
"289857687489998","289857687489998",49,37,28,2,20.82,106
"289856029489998","289856029489998",49,9,29,1,17.78,106
"289857180489998","289857180489998",49,21,30,4,21.33,106
"289857375489998","289857375489998",49,25,31,4,30.98,106
"289857597489998","289857597489998",49,31,32,1,20.32,106
"289859026489998","289859026489998",49,53,32,2,18.03,106
"289856032489998","289856032489998",49,9,32,4,10.41,106
"289857083489998","289857083489998",49,19,33,2,14.98,106
"289858068489998","289858068489998",49,41,33,3,16.00,106
"289857084489998","289857084489998",49,19,34,1,11.68,106
"289856033489998","289856033489998",49,9,35,2,10.92,106
"289855954489998","289855954489998",49,7,39,1,31.24,106
"289864594489998","289864594489998",8,77,39,1,27.94,106
"289864595489998","289864595489998",8,77,39,1,22.60,106
"289856693489998","289856693489998",49,17,41,4,10.41,106
"289855955489998","289855955489998",49,7,42,3,30.73,106
"289855958489998","289855958489998",49,7,44,2,22.35,106
"289857692489998","289857692489998",49,37,44,3,14.73,106
"289855959489998","289855959489998",49,7,45,3,15.74,106
"289857605489998","289857605489998",49,31,45,4,18.28,106
"289855691489998","289855691489998",8,113,46,1,32.51,106
"289856694489998","289856694489998",49,17,47,2,29.21,106
"289858076489998","289858076489998",49,41,48,2,12.70,106
"289855457489998","289855457489998",8,85,52,2,14.22,106
"289856696489998","289856696489998",49,17,52,4,11.93,106
"289855970489998","289855970489998",49,7,54,4,24.89,106
"289858078489998","289858078489998",49,41,57,3,23.11,106
"289857698489998","289857698489998",49,37,62,1,17.01,106
"289857391489998","289857391489998",49,25,63,3,18.79,106
"289855975489998","289855975489998",49,7,66,3,28.44,106
"289855976489998","289855976489998",49,7,67,1,22.09,106
"289858081489998","289858081489998",49,41,67,1,21.59,106
"289856709489998","289856709489998",49,17,67,4,30.73,106
"289856710489998","289856710489998",49,17,71,1,12.44,106
"289857392489998","289857392489998",49,25,71,3,9.90,106
"289855459489998","289855459489998",8,85,72,1,20.32,106
"289857700489998","289857700489998",49,37,75,1,22.86,106
"289857957489998","289857957489998",49,39,75,1,22.86,106
"289857394489998","289857394489998",49,25,75,2,11.17,106
"289858465489998","289858465489998",49,47,75,4,28.19,106
"289858084489998","289858084489998",49,41,77,2,12.95,106
"289857958489998","289857958489998",49,39,77,3,16.25,106
"289855979489998","289855979489998",49,7,77,4,21.84,106
"289858466489998","289858466489998",49,47,78,4,33.78,106
"289857615489998","289857615489998",49,31,79,3,20.57,106
"289857702489998","289857702489998",49,37,79,4,14.73,106
"289855482489998","289855482489998",8,85,80,1,18.03,106
"289855483489998","289855483489998",8,85,80,1,3.81,106
"289855981489998","289855981489998",49,7,80,1,18.03,106
"289856617489998","289856617489998",49,15,80,1,12.70,106
"289855484489998","289855484489998",8,85,80,3,23.62,106
"289855485489998","289855485489998",8,85,80,3,17.01,106
"289857104489998","289857104489998",49,19,80,3,11.93,106
"289857959489998","289857959489998",49,39,81,2,14.47,106
"289858089489998","289858089489998",49,41,83,2,19.81,106
"289857963489998","289857963489998",49,39,88,3,25.65,106
"289855988489998","289855988489998",49,7,89,1,25.40,106
"289858470489998","289858470489998",49,47,89,2,12.70,106
"289857111489998","289857111489998",49,19,92,1,17.27,106
"289858473489998","289858473489998",49,47,92,1,18.79,106
"289857113489998","289857113489998",49,19,92,4,20.82,106
"289856716489998","289856716489998",49,17,93,2,15.24,106
"289855989489998","289855989489998",49,7,94,1,27.17,106
"289856717489998","289856717489998",49,17,94,3,19.30,106
"289858091489998","289858091489998",49,41,94,3,15.49,106
"289864304489998","289864304489998",8,37,95,1,27.94,106
"289864874489998","289864874489998",8,37,95,2,18.79,106
"289857398489998","289857398489998",49,25,97,3,29.21,106
"289857402489998","289857402489998",49,25,100,2,18.54,106
"289855487489998","289855487489998",8,85,102,1,14.22,106
"289855489489998","289855489489998",8,85,102,2,29.71,106
"289857403489998","289857403489998",49,25,102,3,30.73,106
"289864243489998","289864243489998",8,15,102,3,33.02,106
"289859097489998","289859097489998",49,55,102,4,12.95,106
"289858093489998","289858093489998",49,41,103,4,14.22,106
"289855992489998","289855992489998",49,7,104,4,15.49,106
"289864350489998","289864350489998",8,43,105,1,23.11,106
"289855739489998","289855739489998",49,1,106,4,25.90,106
"289857117489998","289857117489998",49,19,106,4,12.44,106
"289855501489998","289855501489998",8,85,108,1,16.00,106
"289855502489998","289855502489998",8,85,108,2,28.95,106
"289856727489998","289856727489998",49,17,110,3,18.79,106
"289856261489998","289856261489998",49,13,114,1,9.90,106
"289856263489998","289856263489998",49,13,114,4,23.62,106
"289857123489998","289857123489998",49,19,114,4,25.90,106
"289857971489998","289857971489998",49,39,115,3,19.30,106
"289858108489998","289858108489998",49,41,117,1,25.65,106
"289857197489998","289857197489998",49,21,119,4,29.97,106
"289856265489998","289856265489998",49,13,120,2,23.11,106
"289856266489998","289856266489998",49,13,121,4,29.46,106
"289864352489998","289864352489998",8,43,124,1,21.59,106
"289858110489998","289858110489998",49,41,126,1,9.90,106
"289857128489998","289857128489998",49,19,127,1,15.49,106
"289857410489998","289857410489998",49,25,128,2,16.76,106
"289856729489998","289856729489998",49,17,129,3,23.11,106
"289857132489998","289857132489998",49,19,130,2,27.17,106
"289856730489998","289856730489998",49,17,131,1,23.11,106
"289864641489998","289864641489998",8,85,131,1,23.62,106
"289857713489998","289857713489998",49,37,132,4,15.74,106
"289855744489998","289855744489998",49,1,133,2,49.02,106
"289856733489998","289856733489998",49,17,134,3,48.26,106
"289856734489998","289856734489998",49,17,135,1,33.78,106
"289864826489998","289864826489998",8,55,135,4,20.82,106
"289864548489998","289864548489998",8,67,137,3,52.57,106
"289856735489998","289856735489998",49,17,137,4,11.68,106
"289858482489998","289858482489998",49,47,137,4,17.01,106
"289857416489998","289857416489998",49,25,138,3,17.52,106
"289856277489998","289856277489998",49,13,139,1,24.38,106
"289857417489998","289857417489998",49,25,140,1,22.09,106
"289864481489998","289864481489998",8,55,140,1,31.24,106
"289864482489998","289864482489998",8,55,140,1,17.52,106
"289864674489998","289864674489998",8,103,141,1,30.48,106
"289864675489998","289864675489998",8,103,141,1,13.97,106
"289858118489998","289858118489998",49,41,141,4,20.57,106
"289856001489998","289856001489998",49,7,142,3,33.27,106
"289857991489998","289857991489998",49,39,145,2,16.25,106
"289857419489998","289857419489998",49,25,146,3,25.65,106
"289856749489998","289856749489998",49,17,148,1,28.19,106
"289856695489998","289856695489998",49,17,149,1,14.98,106
"289855750489998","289855750489998",49,1,149,3,12.95,106
"289857420489998","289857420489998",49,25,150,2,28.19,106
"289856287489998","289856287489998",49,13,156,1,23.87,106
"289856288489998","289856288489998",49,13,156,1,31.24,106
"289856289489998","289856289489998",49,13,157,1,37.59,106
"289857721489998","289857721489998",49,37,157,1,11.93,106
"289858137489998","289858137489998",49,41,157,1,25.14,106
"289856291489998","289856291489998",49,13,157,2,22.60,106
"289857424489998","289857424489998",49,25,158,1,17.01,106
"289856292489998","289856292489998",49,13,158,2,25.40,106
"289859082489998","289859082489998",49,53,159,3,14.73,106
"289855519489998","289855519489998",8,85,160,1,17.27,106
"289856005489998","289856005489998",49,7,160,3,24.63,106
"289858139489998","289858139489998",49,41,160,3,13.97,106
"289855521489998","289855521489998",8,85,161,1,23.87,106
"289855523489998","289855523489998",8,85,161,4,17.78,106
"289856631489998","289856631489998",49,15,165,2,24.38,106
"289857140489998","289857140489998",49,19,166,1,29.21,106
"289858752489998","289858752489998",49,49,166,2,20.57,106
"289859107489998","289859107489998",49,55,166,3,21.84,106
"289856295489998","289856295489998",49,13,168,3,17.78,106
"289856296489998","289856296489998",49,13,169,2,23.11,106
"289857725489998","289857725489998",49,37,169,3,24.89,106
"289857425489998","289857425489998",49,25,171,1,20.32,106
"289857728489998","289857728489998",49,37,173,3,17.78,106
"289856303489998","289856303489998",49,13,173,4,24.63,106
"289857729489998","289857729489998",49,37,174,2,12.19,106
"289857206489998","289857206489998",49,21,177,4,22.86,106
"289857732489998","289857732489998",49,37,180,3,14.22,106
"289864602489998","289864602489998",8,77,181,2,45.72,106
"289855536489998","289855536489998",8,85,181,4,15.74,106
"289857426489998","289857426489998",49,25,181,4,28.95,106
"289855537489998","289855537489998",8,85,182,1,19.81,106
"289855541489998","289855541489998",8,85,182,3,15.74,106
"289857142489998","289857142489998",49,19,184,1,34.29,106
"289856770489998","289856770489998",49,17,185,4,18.03,106
"289857429489998","289857429489998",49,25,187,3,26.67,106
"289856772489998","289856772489998",49,17,187,4,16.25,106
"289858147489998","289858147489998",49,41,190,2,13.97,106
"289857735489998","289857735489998",49,37,190,3,16.00,106
"289855760489998","289855760489998",49,1,190,4,20.82,106
"289855762489998","289855762489998",49,1,195,3,22.86,106
"289856780489998","289856780489998",49,17,197,3,24.63,106
"289857736489998","289857736489998",49,37,199,1,20.82,106
"289858152489998","289858152489998",49,41,199,3,14.73,106
"289856309489998","289856309489998",49,13,200,1,37.08,106
"289857431489998","289857431489998",49,25,202,3,24.63,106
"289857432489998","289857432489998",49,25,204,4,12.44,106
"289857433489998","289857433489998",49,25,206,1,23.11,106
"289857434489998","289857434489998",49,25,208,4,16.51,106
"289857741489998","289857741489998",49,37,209,4,43.18,106
"289857742489998","289857742489998",49,37,210,1,18.54,106
"289857508489998","289857508489998",49,27,210,4,11.93,106
"289857435489998","289857435489998",49,25,212,2,23.11,106
"289857743489998","289857743489998",49,37,216,1,16.25,106
"289857436489998","289857436489998",49,25,216,2,28.95,106
"289856782489998","289856782489998",49,17,216,3,19.55,106
"289856312489998","289856312489998",49,13,217,4,12.44,106
"289856783489998","289856783489998",49,17,218,1,20.32,106
"289857745489998","289857745489998",49,37,218,1,26.92,106
"289857746489998","289857746489998",49,37,219,2,15.49,106
"289857748489998","289857748489998",49,37,224,1,17.27,106
"289864591489998","289864591489998",8,71,224,1,38.10,106
"289859121489998","289859121489998",49,55,224,2,30.48,106
"289855769489998","289855769489998",49,1,225,2,21.33,106
"289857211489998","289857211489998",49,21,225,3,25.90,106
"289856791489998","289856791489998",49,17,226,4,13.71,106
"289857751489998","289857751489998",49,37,226,4,21.08,106
"289857752489998","289857752489998",49,37,228,2,27.94,106
"289856794489998","289856794489998",49,17,230,2,23.87,106
"289856325489998","289856325489998",49,13,234,4,41.65,106
"289857213489998","289857213489998",49,21,240,3,12.70,106
"289856796489998","289856796489998",49,17,242,1,12.70,106
"289857440489998","289857440489998",49,25,245,2,45.46,106
"289857763489998","289857763489998",49,37,248,4,22.35,106
"289855779489998","289855779489998",49,1,249,3,15.24,106
"289856346489998","289856346489998",49,13,250,1,33.02,106
"289856349489998","289856349489998",49,13,250,1,58.67,106
"289856797489998","289856797489998",49,17,250,4,18.54,106
"289856353489998","289856353489998",49,13,251,3,22.09,106
"289857441489998","289857441489998",49,25,251,3,25.14,106
"289856354489998","289856354489998",49,13,251,4,46.99,106
"289857148489998","289857148489998",49,19,253,3,18.79,106
"289855780489998","289855780489998",49,1,253,4,19.30,106
"289856356489998","289856356489998",49,13,254,1,11.43,106
"289856357489998","289856357489998",49,13,254,1,30.98,106
"289856358489998","289856358489998",49,13,254,3,14.73,106
"289856359489998","289856359489998",49,13,255,4,18.03,106
"289857769489998","289857769489998",49,37,255,4,23.11,106
"289856807489998","289856807489998",49,17,263,3,30.73,106
"289856360489998","289856360489998",49,13,264,3,26.92,106
"289855786489998","289855786489998",49,1,267,4,11.68,106
"289855787489998","289855787489998",49,1,269,1,13.97,106
"289856368489998","289856368489998",49,13,269,2,35.05,106
"289856370489998","289856370489998",49,13,271,1,24.89,106
"289856372489998","289856372489998",49,13,271,1,25.40,106
"289856379489998","289856379489998",49,13,272,4,37.84,106
"289857777489998","289857777489998",49,37,274,1,25.65,106
"289856380489998","289856380489998",49,13,274,2,29.71,106
"289856809489998","289856809489998",49,17,274,4,17.27,106
"289857512489998","289857512489998",49,27,275,1,39.62,106
"289857778489998","289857778489998",49,37,275,4,31.49,106
"289857779489998","289857779489998",49,37,276,2,18.28,106
"289856641489998","289856641489998",49,15,278,2,17.27,106
"289856810489998","289856810489998",49,17,282,3,10.92,106
"289857231489998","289857231489998",49,21,286,1,20.32,106
"289856386489998","289856386489998",49,13,287,1,12.44,106
"289857154489998","289857154489998",49,19,287,3,18.28,106
"289856811489998","289856811489998",49,17,289,1,16.25,106
"289856389489998","289856389489998",49,13,291,3,19.05,106
"289864620489998","289864620489998",8,81,295,1,31.24,106
"289856394489998","289856394489998",49,13,296,3,26.16,106
"289857791489998","289857791489998",49,37,300,4,12.70,106
"289856823489998","289856823489998",49,17,302,1,16.25,106
"289857241489998","289857241489998",49,21,302,2,39.37,106
"289857792489998","289857792489998",49,37,302,3,21.84,106
"289856824489998","289856824489998",49,17,303,4,20.57,106
"289856400489998","289856400489998",49,13,304,3,25.14,106
"289856401489998","289856401489998",49,13,305,2,9.65,106
"289856402489998","289856402489998",49,13,306,2,39.87,106
"289864682489998","289864682489998",8,103,309,3,12.95,106
"289857799489998","289857799489998",49,37,310,1,25.40,106
"289856649489998","289856649489998",49,15,315,4,13.97,106
"289857251489998","289857251489998",49,21,316,3,13.20,106
"289856409489998","289856409489998",49,13,317,4,27.17,106
"289857453489998","289857453489998",49,25,318,4,30.98,106
"289857253489998","289857253489998",49,21,319,2,16.25,106
"289856410489998","289856410489998",49,13,320,3,23.87,106
"289857328489998","289857328489998",49,23,321,1,32.25,106
"289856411489998","289856411489998",49,13,321,3,14.22,106
"289857455489998","289857455489998",49,25,322,1,16.00,106
"289856412489998","289856412489998",49,13,323,4,19.81,106
"289857158489998","289857158489998",49,19,323,4,25.90,106
"289857808489998","289857808489998",49,37,325,1,16.51,106
"289858498489998","289858498489998",49,47,325,4,15.49,106
"289858500489998","289858500489998",49,47,328,1,23.87,106
"289864683489998","289864683489998",8,103,331,1,39.87,106
"289857811489998","289857811489998",49,37,331,4,17.01,106
"289857812489998","289857812489998",49,37,332,1,11.17,106
"289864606489998","289864606489998",8,77,335,2,37.84,106
"289858501489998","289858501489998",49,47,341,2,15.24,106
"289857457489998","289857457489998",49,25,343,3,12.70,106
"289857164489998","289857164489998",49,19,345,3,31.49,106
"289857165489998","289857165489998",49,19,347,2,17.01,106
"289857458489998","289857458489998",49,25,349,3,37.84,106
"289857166489998","289857166489998",49,19,350,1,30.73,106
"289857336489998","289857336489998",49,23,351,2,35.56,106
"289858503489998","289858503489998",49,47,353,3,19.55,106
"289857460489998","289857460489998",49,25,353,4,23.11,106
"289858507489998","289858507489998",49,47,356,3,20.32,106
"289858508489998","289858508489998",49,47,359,4,33.78,106
"289858514489998","289858514489998",49,47,374,1,24.63,106
"289857837489998","289857837489998",49,37,375,3,24.89,106
"289857838489998","289857838489998",49,37,376,4,14.73,106
"289857840489998","289857840489998",49,37,379,1,22.60,106
"289857464489998","289857464489998",49,25,380,2,18.03,106
"289856861489998","289856861489998",49,17,380,4,13.20,106
"289856862489998","289856862489998",49,17,381,1,29.46,106
"289857465489998","289857465489998",49,25,382,2,31.24,106
"289857466489998","289857466489998",49,25,386,2,27.68,106
"289857843489998","289857843489998",49,37,386,2,13.71,106
"289858520489998","289858520489998",49,47,388,1,22.09,106
"289858526489998","289858526489998",49,47,395,3,7.87,106
"289858527489998","289858527489998",49,47,395,3,20.32,106
"289858538489998","289858538489998",49,47,400,2,24.13,106
"289858540489998","289858540489998",49,47,402,4,16.51,106
"289857849489998","289857849489998",49,37,404,3,11.43,106
"289858546489998","289858546489998",49,47,407,4,18.79,106
"289857851489998","289857851489998",49,37,409,1,13.71,106
"289858553489998","289858553489998",49,47,411,1,16.76,106
"289858554489998","289858554489998",49,47,411,1,25.40,106
"289858557489998","289858557489998",49,47,412,1,11.43,106
"289857854489998","289857854489998",49,37,413,3,18.54,106
"289858563489998","289858563489998",49,47,413,3,9.14,106
"289857857489998","289857857489998",49,37,415,4,11.43,106
"289856880489998","289856880489998",49,17,419,2,11.93,106
"289858570489998","289858570489998",49,47,419,3,37.08,106
"289858580489998","289858580489998",49,47,430,1,32.00,106
"289857862489998","289857862489998",49,37,432,1,17.01,106
"289857867489998","289857867489998",49,37,439,4,31.24,106
"289858588489998","289858588489998",49,47,440,3,36.06,106
"289858593489998","289858593489998",49,47,444,1,21.33,106
"289858602489998","289858602489998",49,47,448,1,70.86,106
"289858606489998","289858606489998",49,47,448,2,26.16,106
"289858608489998","289858608489998",49,47,450,1,25.90,106
"289858616489998","289858616489998",49,47,453,4,26.41,106
"289858617489998","289858617489998",49,47,454,3,15.74,106
"289856896489998","289856896489998",49,17,463,4,32.00,106
"289858622489998","289858622489998",49,47,463,4,54.35,106
"289857874489998","289857874489998",49,37,468,2,19.55,106
"289856909489998","289856909489998",49,17,489,3,14.22,106
"289856910489998","289856910489998",49,17,491,1,23.36,106
"289856913489998","289856913489998",49,17,495,3,26.67,106
"289856914489998","289856914489998",49,17,497,1,30.48,106
"289857886489998","289857886489998",49,37,517,3,14.47,106
"289856920489998","289856920489998",49,17,520,2,17.01,106
"289856926489998","289856926489998",49,17,532,3,12.44,106
"289858409489998","289858409489998",49,45,705,3,28.95,106
"289858411489998","289858411489998",49,45,707,1,25.40,106
"289858414489998","289858414489998",49,45,737,2,18.54,106
"289864367489998","289864367489998",8,45,3010,2,41.40,106
"289864370489998","289864370489998",8,45,3028,1,39.87,106
