"Core_CN","PLT_CN","STATECD","COUNTYCD","PLOT","SUBP","DIA","SPCD"
"295711815489998","295711815489998",35,3,27,2,12.10,106
"295712688489998","295712688489998",35,45,27,2,10.50,106
"9002802","2506634010690",4,9,28,2,17.30,106
"295711816489998","295711816489998",35,3,28,4,8.10,106
"295712760489998","295712760489998",35,49,28,4,9.20,106
"295711817489998","295711817489998",35,3,29,2,8.40,106
"9002903","2506647010690",4,9,29,3,11.40,106
"558531712126144","558531712126144",35,7,29,5,5.90,106
"558531492126144","558531492126144",35,1,31,1,14.20,106
"558531493126144","558531493126144",35,1,31,1,7.50,106
"11003102","2512169010690",4,11,31,2,30.30,106
"558531496126144","558531496126144",35,1,32,1,6.30,106
"295712761489998","295712761489998",35,49,32,4,9.10,106
"11003301","2512255010690",4,11,33,1,14.70,106
"9003301","2506689010690",4,9,33,1,16.40,106
"11003302","2512255010690",4,11,33,2,16.30,106
"11003303","2512255010690",4,11,33,3,16.70,106
"558532953126144","558532953126144",35,51,34,4,7.40,106
"295712762489998","295712762489998",35,49,35,1,14.60,106
"558532053126144","558532053126144",35,31,35,2,11.30,106
"558532054126144","558532054126144",35,31,35,4,7.40,106
"295712763489998","295712763489998",35,49,36,1,7.60,106
"558531822126144","558531822126144",35,27,37,1,5.30,106
"558531823126144","558531823126144",35,27,37,3,8.90,106
"17003704","2527493010690",4,17,37,4,16.40,106
"558531587126144","558531587126144",35,6,37,4,7.80,106
"558531824126144","558531824126144",35,27,38,2,3.30,106
"558532056126144","558532056126144",35,31,38,2,15.60,106
"11003803","2512540010690",4,11,38,3,18.10,106
"558531826126144","558531826126144",35,27,38,3,5.90,106
"558531827126144","558531827126144",35,27,38,3,4.00,106
"11003902","2512551010690",4,11,39,2,31.40,106
"558532874126144","558532874126144",35,47,42,1,12.40,106
"11004301","2512771010690",4,11,43,1,15.30,106
"11004304","2512771010690",4,11,43,4,13.60,106
"558531593126144","558531593126144",35,6,43,4,5.40,106
"558531594126144","558531594126144",35,6,44,1,10.50,106
"558531595126144","558531595126144",35,6,44,1,6.50,106
"558531596126144","558531596126144",35,6,44,1,4.50,106
"558531597126144","558531597126144",35,6,44,2,8.20,106
"558532757126144","558532757126144",35,39,44,3,10.40,106
"558531598126144","558531598126144",35,6,45,1,19.00,106
"11004601","2512970010690",4,11,46,1,19.60,106
"11004602","2512970010690",4,11,46,2,14.30,106
"295711811489998","295711811489998",35,1,47,1,6.40,106
"11004703","2513009010690",4,11,47,3,14.20,106
"558531499126144","558531499126144",35,1,47,3,9.00,106
"558531500126144","558531500126144",35,1,48,1,9.10,106
"295712366489998","295712366489998",35,35,48,3,3.70,106
"558532326126144","558532326126144",35,35,48,3,8.70,106
"295712765489998","295712765489998",35,49,49,1,7.30,106
"558531599126144","558531599126144",35,6,49,1,7.50,106
"558531600126144","558531600126144",35,6,49,2,14.30,106
"558531716126144","558531716126144",35,7,50,1,10.60,106
"558532875126144","558532875126144",35,47,50,1,5.20,106
"11005101","2513198010690",4,11,51,1,20.50,106
"295711819489998","295711819489998",35,3,51,2,9.60,106
"11005201","2513233010690",4,11,52,1,8.50,106
"295711820489998","295711820489998",35,3,52,1,8.70,106
"295712384489998","295712384489998",35,35,52,1,8.20,106
"558532342126144","558532342126144",35,35,52,1,7.40,106
"11005202","2513233010690",4,11,52,2,13.00,106
"558532346126144","558532346126144",35,35,52,2,12.10,106
"295712693489998","295712693489998",35,45,53,3,6.00,106
"295711821489998","295711821489998",35,3,54,1,9.40,106
"558532350126144","558532350126144",35,35,54,2,7.10,106
"11005403","2513346010690",4,11,54,3,6.50,106
"11005502","2513380010690",4,11,55,2,6.80,106
"558531719126144","558531719126144",35,7,55,3,4.80,106
"558531831126144","558531831126144",35,27,56,1,3.20,106
"558531832126144","558531832126144",35,27,56,1,3.40,106
"11005602","2513442010690",4,11,56,2,11.30,106
"558531833126144","558531833126144",35,27,57,1,4.50,106
"295712694489998","295712694489998",35,45,57,3,5.20,106
"11005704","2513464010690",4,11,57,4,16.50,106
"11005901","2513490010690",4,11,59,1,16.50,106
"295712785489998","295712785489998",35,53,59,1,10.20,106
"558533063126144","558533063126144",35,55,59,4,13.20,106
"11006004","2513540010690",4,11,60,4,9.80,106
"11006201","2513604010690",4,11,62,1,15.70,106
"558533171126144","558533171126144",35,59,62,2,7.50,106
"11006301","2513650010690",4,11,63,1,19.10,106
"558531501126144","558531501126144",35,1,63,1,8.60,106
"558531502126144","558531502126144",35,1,63,1,13.60,106
"9006302","2507226010690",4,9,63,2,15.40,106
"11006304","2513650010690",4,11,63,4,19.60,106
"558531503126144","558531503126144",35,1,64,1,5.10,106
"558531504126144","558531504126144",35,1,64,1,11.80,106
"558531505126144","558531505126144",35,1,64,1,9.60,106
"1006402","2445933010690",4,1,64,2,7.50,106
"11006403","2513662010690",4,11,64,3,17.80,106
"558531770126144","558531770126144",35,17,64,4,7.60,106
"558531610126144","558531610126144",35,6,66,1,9.70,106
"558532260126144","558532260126144",35,33,66,1,5.60,106
"558532351126144","558532351126144",35,35,66,1,9.90,106
"558533088126144","558533088126144",35,57,66,3,6.00,106
"9006603","2507296010690",4,9,66,3,13.80,106
"558532060126144","558532060126144",35,31,67,1,9.10,106
"558531613126144","558531613126144",35,6,67,4,8.60,106
"558533097126144","558533097126144",35,57,68,1,5.70,106
"295711822489998","295711822489998",35,3,68,2,12.90,106
"558532063126144","558532063126144",35,31,68,2,7.50,106
"558533099126144","558533099126144",35,57,69,2,7.30,106
"11007101","2513765010690",4,11,71,1,6.70,106
"295712024489998","295712024489998",35,7,71,3,5.70,106
"558532758126144","558532758126144",35,39,71,3,15.10,106
"558531614126144","558531614126144",35,6,72,1,8.00,106
"558532371126144","558532371126144",35,35,72,1,6.00,106
"11007202","2513790010690",4,11,72,2,14.00,106
"295711824489998","295711824489998",35,3,72,2,4.60,106
"558532759126144","558532759126144",35,39,72,3,4.80,106
"558531616126144","558531616126144",35,6,73,1,5.50,106
"558531617126144","558531617126144",35,6,73,1,19.90,106
"558531618126144","558531618126144",35,6,73,4,9.30,106
"11007401","2513901010690",4,11,74,1,10.00,106
"11007402","2513901010690",4,11,74,2,6.70,106
"558531722126144","558531722126144",35,7,76,1,7.90,106
"295712695489998","295712695489998",35,45,76,4,5.50,106
"558531620126144","558531620126144",35,6,76,4,6.60,106
"295712776489998","295712776489998",35,49,77,1,6.50,106
"558532760126144","558532760126144",35,39,77,1,10.50,106
"295711825489998","295711825489998",35,3,77,3,8.10,106
"11007704","2513949010690",4,11,77,4,23.10,106
"295712033489998","295712033489998",35,7,77,4,6.30,106
"295712777489998","295712777489998",35,49,78,1,9.00,106
"295711826489998","295711826489998",35,3,78,2,9.90,106
"558532761126144","558532761126144",35,39,79,2,13.90,106
"11007903","2513988010690",4,11,79,3,37.30,106
"11007904","2513988010690",4,11,79,4,11.00,106
"11008001","2514004010690",4,11,80,1,11.20,106
"558531507126144","558531507126144",35,1,80,2,6.20,106
"11008003","2514004010690",4,11,80,3,12.30,106
"295711812489998","295711812489998",35,1,80,4,9.70,106
"11008101","2514038010690",4,11,81,1,6.30,106
"295712696489998","295712696489998",35,45,81,1,4.20,106
"558531510126144","558531510126144",35,1,81,1,5.00,106
"11008102","2514038010690",4,11,81,2,9.30,106
"558531512126144","558531512126144",35,1,81,3,5.70,106
"295712697489998","295712697489998",35,45,82,1,8.70,106
"1008304","2446162010690",4,1,83,4,20.40,106
"9008401","2507508010690",4,9,84,1,10.00,106
"295712787489998","295712787489998",35,53,84,4,5.90,106
"15008601","2520415010690",4,15,86,1,11.60,106
"25008601","2548903010690",4,25,86,1,21.80,106
"11008702","2514163010690",4,11,87,2,14.20,106
"295711827489998","295711827489998",35,3,87,2,9.50,106
"558533066126144","558533066126144",35,55,87,3,9.10,106
"558532372126144","558532372126144",35,35,87,4,11.90,106
"11008801","2514189010690",4,11,88,1,9.80,106
"295712778489998","295712778489998",35,49,88,4,4.30,106
"558531627126144","558531627126144",35,6,89,1,5.80,106
"558531629126144","558531629126144",35,6,89,1,9.70,106
"558533104126144","558533104126144",35,57,89,2,5.00,106
"5008904","2467008010690",4,5,89,4,6.90,106
"558531630126144","558531630126144",35,6,89,4,9.20,106
"11009001","2514232010690",4,11,90,1,18.30,106
"5009001","2467022010690",4,5,90,1,9.00,106
"558531631126144","558531631126144",35,6,90,1,7.80,106
"558531632126144","558531632126144",35,6,90,2,5.90,106
"558531633126144","558531633126144",35,6,90,2,10.90,106
"558533105126144","558533105126144",35,57,90,3,6.10,106
"5009101","2467058010690",4,5,91,1,11.10,106
"558532390126144","558532390126144",35,35,91,5,3.80,106
"558532393126144","558532393126144",35,35,92,1,7.50,106
"11009204","2514261010690",4,11,92,4,10.80,106
"295712038489998","295712038489998",35,7,93,3,5.70,106
"558531514126144","558531514126144",35,1,94,2,6.10,106
"11009403","2514297010690",4,11,94,3,11.30,106
"558531515126144","558531515126144",35,1,95,1,5.90,106
"558531517126144","558531517126144",35,1,95,1,4.10,106
"558531519126144","558531519126144",35,1,95,2,9.50,106
"11009504","2514316010690",4,11,95,4,12.00,106
"11009602","2514365010690",4,11,96,2,14.50,106
"558532828126144","558532828126144",35,43,96,4,18.20,106
"558532267126144","558532267126144",35,33,97,2,6.60,106
"558532066126144","558532066126144",35,31,97,3,12.40,106
"558532762126144","558532762126144",35,39,99,2,10.30,106
"295711829489998","295711829489998",35,3,100,1,11.30,106
"295711830489998","295711830489998",35,3,101,4,6.30,106
"11010202","2514454010690",4,11,102,2,11.30,106
"558532763126144","558532763126144",35,39,102,3,12.20,106
"295711831489998","295711831489998",35,3,103,1,9.30,106
"11010304","2514485010690",4,11,103,4,10.90,106
"295712420489998","295712420489998",35,35,105,1,6.20,106
"295712422489998","295712422489998",35,35,105,1,10.30,106
"7010501","2497698010690",4,7,105,1,13.80,106
"558532395126144","558532395126144",35,35,105,4,10.60,106
"558532764126144","558532764126144",35,39,106,2,14.20,106
"558532396126144","558532396126144",35,35,107,1,5.80,106
"558532400126144","558532400126144",35,35,107,1,4.00,106
"558532765126144","558532765126144",35,39,107,1,5.50,106
"295712780489998","295712780489998",35,49,108,1,6.30,106
"558533106126144","558533106126144",35,57,108,1,10.30,106
"558533108126144","558533108126144",35,57,108,3,7.20,106
"295712789489998","295712789489998",35,53,109,1,8.60,106
"558533111126144","558533111126144",35,57,109,1,10.00,106
"558533114126144","558533114126144",35,57,109,1,6.50,106
"295712039489998","295712039489998",35,7,110,2,10.30,106
"558532968126144","558532968126144",35,53,110,3,6.80,106
"558532766126144","558532766126144",35,39,111,3,8.90,106
"295712702489998","295712702489998",35,45,111,4,6.10,106
"25011201","2549125010690",4,25,112,1,6.40,106
"295712443489998","295712443489998",35,35,112,1,5.80,106
"558532407126144","558532407126144",35,35,112,1,4.30,106
"558531640126144","558531640126144",35,6,112,3,9.70,106
"558532833126144","558532833126144",35,43,112,4,9.30,106
"558531642126144","558531642126144",35,6,113,1,7.60,106
"295711833489998","295711833489998",35,3,113,3,5.40,106
"9011401","2507861010690",4,9,114,1,15.50,106
"295711834489998","295711834489998",35,3,114,2,5.00,106
"558533172126144","558533172126144",35,61,114,3,5.80,106
"295712703489998","295712703489998",35,45,114,4,7.30,106
"558532971126144","558532971126144",35,53,115,2,7.00,106
"17011601","2528184010690",4,17,116,1,19.90,106
"295712052489998","295712052489998",35,7,116,4,6.10,106
"295712053489998","295712053489998",35,7,117,4,6.10,106
"558532269126144","558532269126144",35,33,118,1,10.60,106
"1011803","2446444010690",4,1,118,3,10.70,106
"558533068126144","558533068126144",35,55,118,4,9.60,106
"9011901","2507911010690",4,9,119,1,32.50,106
"9011902","2507911010690",4,9,119,2,12.00,106
"295712781489998","295712781489998",35,49,119,3,3.90,106
"7012001","2498152010690",4,7,120,1,15.40,106
"558533069126144","558533069126144",35,55,121,2,6.50,106
"558533070126144","558533070126144",35,55,122,1,6.40,106
"558533071126144","558533071126144",35,55,122,1,11.10,106
"295711835489998","295711835489998",35,3,122,3,9.90,106
"558532903126144","558532903126144",35,47,122,3,6.80,106
"5012301","2467301010690",4,5,123,1,25.70,106
"558531521126144","558531521126144",35,3,123,1,15.30,106
"558532067126144","558532067126144",35,31,123,4,7.10,106
"5012403","2467385010690",4,5,124,3,12.40,106
"558532423126144","558532423126144",35,35,125,1,12.00,106
"558532424126144","558532424126144",35,35,125,1,5.40,106
"11012504","2514769010690",4,11,125,4,11.90,106
"295711836489998","295711836489998",35,3,127,3,7.40,106
"558532068126144","558532068126144",35,31,129,1,6.40,106
"295712704489998","295712704489998",35,45,129,2,5.50,106
"295711837489998","295711837489998",35,3,130,1,7.00,106
"295711838489998","295711838489998",35,3,130,3,3.50,106
"7013101","2498422010690",4,7,131,1,13.50,106
"558532069126144","558532069126144",35,31,131,3,6.40,106
"558532442126144","558532442126144",35,35,132,3,11.90,106
"11013301","2514823010690",4,11,133,1,10.80,106
"7013303","2498499010690",4,7,133,3,22.40,106
"7013404","2498539010690",4,7,134,4,21.50,106
"295712791489998","295712791489998",35,53,135,4,5.00,106
"558531651126144","558531651126144",35,6,136,1,5.90,106
"295712792489998","295712792489998",35,53,136,2,9.10,106
"558531652126144","558531652126144",35,6,136,2,12.80,106
"558531654126144","558531654126144",35,6,136,4,3.00,106
"558531655126144","558531655126144",35,6,137,1,6.20,106
"558531656126144","558531656126144",35,6,137,1,9.60,106
"558532845126144","558532845126144",35,43,137,1,10.00,106
"558532846126144","558532846126144",35,43,137,1,5.30,106
"558531658126144","558531658126144",35,6,137,3,16.20,106
"558532912126144","558532912126144",35,47,137,4,6.50,106
"558531734126144","558531734126144",35,7,138,2,7.50,106
"295712707489998","295712707489998",35,45,139,3,5.60,106
"558532444126144","558532444126144",35,35,139,3,6.20,106
"25014501","2549503010690",4,25,145,1,10.30,106
"25014604","2549517010690",4,25,146,4,17.60,106
"558531522126144","558531522126144",35,3,148,3,10.70,106
"295711839489998","295711839489998",35,3,150,1,9.00,106
"558533121126144","558533121126144",35,57,150,1,9.40,106
"7015001","2498938010690",4,7,150,1,17.10,106
"295711840489998","295711840489998",35,3,151,1,8.10,106
"295711841489998","295711841489998",35,3,151,1,11.80,106
"558533125126144","558533125126144",35,57,151,1,11.10,106
"295711842489998","295711842489998",35,3,151,3,3.40,106
"7015103","2498998010690",4,7,151,3,10.20,106
"295712473489998","295712473489998",35,35,151,4,4.00,106
"295711843489998","295711843489998",35,3,152,1,8.00,106
"295711847489998","295711847489998",35,3,152,2,9.50,106
"7015204","2499049010690",4,7,152,4,18.80,106
"295712673489998","295712673489998",35,43,153,1,8.00,106
"558531839126144","558531839126144",35,27,153,1,7.80,106
"7015301","2499088010690",4,7,153,1,23.60,106
"5015401","2467571010690",4,5,154,1,9.70,106
"7015401","2499122010690",4,7,154,1,19.60,106
"7015402","2499122010690",4,7,154,2,15.80,106
"295711851489998","295711851489998",35,3,154,4,9.20,106
"558532477126144","558532477126144",35,35,154,4,5.30,106
"558532478126144","558532478126144",35,35,154,4,5.30,106
"295711853489998","295711853489998",35,3,155,3,5.70,106
"25015601","2549589010690",4,25,156,1,11.30,106
"7015603","2499219010690",4,7,156,3,17.70,106
"25015701","2549633010690",4,25,157,1,13.50,106
"558532768126144","558532768126144",35,39,157,2,7.60,106
"7015702","2499250010690",4,7,157,2,15.40,106
"7015802","2499288010690",4,7,158,2,12.00,106
"558532914126144","558532914126144",35,47,158,4,6.00,106
"295712748489998","295712748489998",35,47,159,1,7.60,106
"295712795489998","295712795489998",35,53,159,1,3.30,106
"7015901","2499378010690",4,7,159,1,11.30,106
"295712796489998","295712796489998",35,53,159,2,14.80,106
"295712797489998","295712797489998",35,53,159,3,6.90,106
"7016001","2499430010690",4,7,160,1,30.10,106
"295712798489998","295712798489998",35,53,160,2,11.60,106
"17016004","2528735010690",4,17,160,4,22.40,106
"7016004","2499430010690",4,7,160,4,12.70,106
"558532070126144","558532070126144",35,31,162,2,3.80,106
"558532975126144","558532975126144",35,53,162,4,12.40,106
"558532976126144","558532976126144",35,53,162,4,6.90,106
"15016301","2520828010690",4,15,163,1,13.50,106
"295711854489998","295711854489998",35,3,163,2,11.50,106
"558532071126144","558532071126144",35,31,163,3,4.50,106
"558532915126144","558532915126144",35,47,163,4,14.30,106
"558532916126144","558532916126144",35,47,164,2,5.80,106
"295711855489998","295711855489998",35,3,164,4,17.50,106
"558531744126144","558531744126144",35,7,165,4,5.90,106
"558532482126144","558532482126144",35,35,166,1,10.30,106
"558532483126144","558532483126144",35,35,166,3,8.60,106
"1016604","2446759010690",4,1,166,4,21.10,106
"558532484126144","558532484126144",35,35,166,4,5.50,106
"558532485126144","558532485126144",35,35,166,4,3.30,106
"295711856489998","295711856489998",35,3,167,1,11.10,106
"558532769126144","558532769126144",35,39,167,2,12.70,106
"558532847126144","558532847126144",35,43,168,3,13.10,106
"558533076126144","558533076126144",35,55,169,2,6.30,106
"558532848126144","558532848126144",35,43,170,2,9.20,106
"25017104","2549850010690",4,25,171,4,31.60,106
"558532495126144","558532495126144",35,35,172,1,6.00,106
"558532496126144","558532496126144",35,35,172,1,6.60,106
"558533077126144","558533077126144",35,55,172,1,7.30,106
"558532498126144","558532498126144",35,35,172,4,6.80,106
"295711857489998","295711857489998",35,3,173,1,10.50,106
"295712492489998","295712492489998",35,35,173,2,5.80,106
"295712494489998","295712494489998",35,35,173,2,2.80,106
"558532960126144","558532960126144",35,51,173,2,4.30,106
"558532500126144","558532500126144",35,35,173,4,7.30,106
"558532918126144","558532918126144",35,47,176,4,6.30,106
"7017701","2499963010690",4,7,177,1,20.80,106
"7017703","2499963010690",4,7,177,3,21.60,106
"295711858489998","295711858489998",35,3,178,1,5.30,106
"7017801","2499983010690",4,7,178,1,30.60,106
"7018102","2500080010690",4,7,181,2,11.30,106
"558533078126144","558533078126144",35,55,181,3,5.50,106
"558533079126144","558533079126144",35,55,181,4,10.70,106
"558533080126144","558533080126144",35,55,182,1,6.10,106
"558533081126144","558533081126144",35,55,182,1,15.70,106
"7018202","2500099010690",4,7,182,2,24.50,106
"558533083126144","558533083126144",35,55,182,3,3.50,106
"558532977126144","558532977126144",35,53,182,4,4.00,106
"7018301","2500138010690",4,7,183,1,19.30,106
"558531662126144","558531662126144",35,6,183,3,7.60,106
"7018401","2500176010690",4,7,184,1,12.40,106
"295712107489998","295712107489998",35,7,184,3,12.20,106
"558531663126144","558531663126144",35,6,184,3,7.50,106
"295711859489998","295711859489998",35,3,184,4,8.40,106
"295712498489998","295712498489998",35,35,185,1,6.10,106
"7018501","2500229010690",4,7,185,1,6.50,106
"295712499489998","295712499489998",35,35,186,1,7.30,106
"558532501126144","558532501126144",35,35,186,1,6.60,106
"7018601","2500255010690",4,7,186,1,17.40,106
"7018602","2500255010690",4,7,186,2,14.40,106
"5018603","2467875010690",4,5,186,3,10.30,106
"295712501489998","295712501489998",35,35,186,4,9.80,106
"558531664126144","558531664126144",35,6,187,1,5.90,106
"295712108489998","295712108489998",35,7,187,3,8.10,106
"558531665126144","558531665126144",35,6,188,2,6.60,106
"558532287126144","558532287126144",35,33,188,2,7.40,106
"295712676489998","295712676489998",35,43,188,4,8.20,106
"558531791126144","558531791126144",35,17,189,1,16.00,106
"558532771126144","558532771126144",35,39,189,3,7.90,106
"295712506489998","295712506489998",35,35,190,1,4.10,106
"558532506126144","558532506126144",35,35,190,1,7.50,106
"558532507126144","558532507126144",35,35,190,1,10.00,106
"558532510126144","558532510126144",35,35,191,1,7.00,106
"558532511126144","558532511126144",35,35,191,1,4.80,106
"558532072126144","558532072126144",35,31,191,2,5.10,106
"558531666126144","558531666126144",35,6,191,3,11.80,106
"558531845126144","558531845126144",35,27,191,4,6.90,106
"558531846126144","558531846126144",35,27,191,4,4.30,106
"558532513126144","558532513126144",35,35,191,4,9.70,106
"558532514126144","558532514126144",35,35,192,1,6.00,106
"558532979126144","558532979126144",35,53,192,1,5.80,106
"558533132126144","558533132126144",35,57,192,1,11.20,106
"558533134126144","558533134126144",35,57,192,1,7.50,106
"558532517126144","558532517126144",35,35,192,3,3.80,106
"295712805489998","295712805489998",35,53,193,1,13.10,106
"295711860489998","295711860489998",35,3,193,4,13.00,106
"558532073126144","558532073126144",35,31,194,1,3.90,106
"558532074126144","558532074126144",35,31,194,2,12.20,106
"295712807489998","295712807489998",35,53,194,4,13.40,106
"558532982126144","558532982126144",35,53,195,1,7.50,106
"295711861489998","295711861489998",35,3,195,2,4.20,106
"295711862489998","295711862489998",35,3,196,1,10.80,106
"295711863489998","295711863489998",35,3,197,1,11.40,106
"295712109489998","295712109489998",35,7,197,1,13.10,106
"295712808489998","295712808489998",35,53,197,3,6.90,106
"558531753126144","558531753126144",35,7,198,4,7.40,106
"25019901","2550174010690",4,25,199,1,24.70,106
"558532772126144","558532772126144",35,39,199,1,6.60,106
"295711864489998","295711864489998",35,3,200,4,6.60,106
"558533084126144","558533084126144",35,55,201,3,6.60,106
"558532075126144","558532075126144",35,31,202,4,6.80,106
"295711865489998","295711865489998",35,3,203,1,7.70,106
"3020301","2463174010690",4,3,203,1,14.50,106
"558531523126144","558531523126144",35,3,203,1,9.50,106
"1020303","2447191010690",4,1,203,3,14.40,106
"558532774126144","558532774126144",35,39,204,4,3.30,106
"558531792126144","558531792126144",35,17,206,1,7.80,106
"558532923126144","558532923126144",35,47,206,3,7.20,106
"17020604","2529378010690",4,17,206,4,20.70,106
"558531793126144","558531793126144",35,17,207,2,6.20,106
"558532532126144","558532532126144",35,35,209,1,7.30,106
"295712677489998","295712677489998",35,43,210,1,6.70,106
"295712678489998","295712678489998",35,43,210,2,11.30,106
"558531848126144","558531848126144",35,27,210,4,9.80,106
"558532534126144","558532534126144",35,35,211,1,5.20,106
"558532536126144","558532536126144",35,35,211,1,13.60,106
"558531668126144","558531668126144",35,6,212,1,3.70,106
"558532537126144","558532537126144",35,35,212,1,5.40,106
"558532539126144","558532539126144",35,35,212,1,10.80,106
"558532540126144","558532540126144",35,35,212,1,4.80,106
"295712710489998","295712710489998",35,45,212,4,10.40,106
"558531669126144","558531669126144",35,6,213,2,8.00,106
"7021302","2501142010690",4,7,213,2,20.40,106
"558533148126144","558533148126144",35,57,214,1,6.00,106
"7021401","2501207010690",4,7,214,1,13.00,106
"558533149126144","558533149126144",35,57,214,2,7.80,106
"5021801","2468217010690",4,5,218,1,6.90,106
"558532849126144","558532849126144",35,43,218,2,4.50,106
"295711868489998","295711868489998",35,3,219,2,4.10,106
"5021902","2468233010690",4,5,219,2,12.50,106
"295711869489998","295711869489998",35,3,220,1,7.50,106
"558531795126144","558531795126144",35,17,221,1,7.90,106
"558532544126144","558532544126144",35,35,222,1,12.00,106
"558531672126144","558531672126144",35,6,222,2,5.20,106
"558532545126144","558532545126144",35,35,223,1,11.40,106
"558532546126144","558532546126144",35,35,223,2,10.70,106
"295711873489998","295711873489998",35,3,223,3,12.40,106
"5022401","2468384010690",4,5,224,1,13.20,106
"558531796126144","558531796126144",35,17,225,1,9.40,106
"558531797126144","558531797126144",35,17,225,3,7.60,106
"558531798126144","558531798126144",35,17,225,3,9.60,106
"558531808126144","558531808126144",35,23,225,3,7.60,106
"295711874489998","295711874489998",35,3,225,4,10.70,106
"558532076126144","558532076126144",35,31,226,4,10.70,106
"558532983126144","558532983126144",35,53,227,2,9.20,106
"558531799126144","558531799126144",35,17,227,4,10.40,106
"295711879489998","295711879489998",35,3,228,1,8.20,106
"295711880489998","295711880489998",35,3,228,1,9.50,106
"7022902","2501581010690",4,7,229,2,14.40,106
"295712534489998","295712534489998",35,35,230,1,12.20,106
"295712535489998","295712535489998",35,35,230,1,5.10,106
"295711881489998","295711881489998",35,3,230,3,6.70,106
"295712538489998","295712538489998",35,35,230,4,6.20,106
"558532850126144","558532850126144",35,43,231,1,8.30,106
"558532778126144","558532778126144",35,39,231,4,4.30,106
"295712127489998","295712127489998",35,7,232,1,6.90,106
"7023201","2501612010690",4,7,232,1,14.00,106
"7023204","2501612010690",4,7,232,4,19.10,106
"295712749489998","295712749489998",35,47,233,1,5.10,106
"295712750489998","295712750489998",35,47,233,1,11.30,106
"295712751489998","295712751489998",35,47,233,3,3.70,106
"7023303","2501654010690",4,7,233,3,15.10,106
"558531673126144","558531673126144",35,6,233,4,5.20,106
"7023401","2501666010690",4,7,234,1,11.90,106
"7023403","2501666010690",4,7,234,3,10.50,106
"558531851126144","558531851126144",35,27,234,4,7.00,106
"7023502","2501684010690",4,7,235,2,9.70,106
"7023504","2501684010690",4,7,235,4,18.50,106
"558532077126144","558532077126144",35,31,236,3,9.50,106
"558532078126144","558532078126144",35,31,237,2,6.90,106
"7023801","2501722010690",4,7,238,1,15.70,106
"7023802","2501722010690",4,7,238,2,24.50,106
"558532079126144","558532079126144",35,31,238,4,7.10,106
"7023901","2501754010690",4,7,239,1,13.50,106
