localID,title,alternateTitle,abstract,dataType,coordinateLon_WGS84,coordinateLat_WGS84,publicationDate,largerWorkCitation,attachmentFileName
CL03,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Cliff Lake in southwestern Montana, USA.",digital images,-111.57,44.8,2024,10.1016/S0033-5894(02)00010-8,CL03.zip
CL04,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Cliff Lake in southwestern Montana, USA.",digital images,-111.57,44.8,2024,10.1016/S0033-5894(02)00010-8,CL04.zip
CL04B,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Cliff Lake in southwestern Montana, USA.",digital images,-111.57,44.8,2024,10.1016/S0033-5894(02)00010-8,CL04B.zip
CL05A,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Cliff Lake in southwestern Montana, USA.",digital images,-111.57,44.8,2024,10.1016/S0033-5894(02)00010-8,CL05A.zip
CL05B,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Cliff Lake in southwestern Montana, USA.",digital images,-111.57,44.8,2024,10.1016/S0033-5894(02)00010-8,CL05B.zip
CL06A,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Cliff Lake in southwestern Montana, USA.",digital images,-111.57,44.8,2024,10.1016/S0033-5894(02)00010-8,CL06A.zip
CL06B,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Cliff Lake in southwestern Montana, USA.",digital images,-111.57,44.8,2024,10.1016/S0033-5894(02)00010-8,CL06B.zip
CL07A,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Cliff Lake in southwestern Montana, USA.",digital images,-111.57,44.8,2024,10.1016/S0033-5894(02)00010-8,CL07A.zip
CL08A,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Cliff Lake in southwestern Montana, USA.",digital images,-111.57,44.8,2024,10.1016/S0033-5894(02)00010-8,CL08A.zip
DS95,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from Mulberry snow damage, Denver, Colorado, USA.",digital images,NA,NA,2024,NA,DS95.zip
ES10,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche path at Ophir, Colorado, USA.",digital images,-107.83,37.86,2024,"Ives, J.D., Mears, A.I., Carrara, P.E. and Bovis, M.J., 1976. Natural hazards in mountain Colorado. Annals of the Association of American Geographers, 66(1), pp.129-144.",ES10.zip
ES25,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche path at Ophir, Colorado, USA.",digital images,-107.83,37.86,2024,"Ives, J.D., Mears, A.I., Carrara, P.E. and Bovis, M.J., 1976. Natural hazards in mountain Colorado. Annals of the Association of American Geographers, 66(1), pp.129-144.",ES25.zip
ES33,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche path at Ophir, Colorado, USA.",digital images,-107.83,37.86,2024,"Ives, J.D., Mears, A.I., Carrara, P.E. and Bovis, M.J., 1976. Natural hazards in mountain Colorado. Annals of the Association of American Geographers, 66(1), pp.129-144.",ES33.zip
ES34,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche path at Ophir, Colorado, USA.",digital images,-107.83,37.86,2024,"Ives, J.D., Mears, A.I., Carrara, P.E. and Bovis, M.J., 1976. Natural hazards in mountain Colorado. Annals of the Association of American Geographers, 66(1), pp.129-144.",ES34.zip
ES35,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche path at Ophir, Colorado, USA.",digital images,-107.83,37.86,2024,"Ives, J.D., Mears, A.I., Carrara, P.E. and Bovis, M.J., 1976. Natural hazards in mountain Colorado. Annals of the Association of American Geographers, 66(1), pp.129-144.",ES35.zip
FL01,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Freezeout Lake in southwestern Montana, USA.",digital images,-111.67,44.84,2024,10.1016/S0033-5894(02)00010-8,FL01.zip
FL02,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Freezeout Lake in southwestern Montana, USA.",digital images,-111.67,44.84,2024,10.1016/S0033-5894(02)00010-8,FL02.zip
FL03,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Freezeout Lake in southwestern Montana, USA.",digital images,-111.67,44.84,2024,10.1016/S0033-5894(02)00010-8,FL03.zip
FL04,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Freezeout Lake in southwestern Montana, USA.",digital images,-111.67,44.84,2024,10.1016/S0033-5894(02)00010-8,FL04.zip
FL05,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Freezeout Lake in southwestern Montana, USA.",digital images,-111.67,44.84,2024,10.1016/S0033-5894(02)00010-8,FL05.zip
FL06,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Freezeout Lake in southwestern Montana, USA.",digital images,-111.67,44.84,2024,10.1016/S0033-5894(02)00010-8,FL06.zip
FL07,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected from avalanche paths at Freezeout Lake in southwestern Montana, USA.",digital images,-111.67,44.84,2024,10.1016/S0033-5894(02)00010-8,FL07.zip
FM186,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected by Paul Carrara, location unknown.",digital images,NA,NA,2024,NA,FM186.zip
GP06,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected at Tanacross gravel pit along the Alaska Highway, Alaska, USA.",digital images,-143.51,63.42,2024,NA,GP06.zip
GP105,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected at Glacier National Park, Montana, USA.",digital images,NA,NA,2024,"Carrara, P.E., 1989. Late Quaternary glacial and vegetative history of the Glacier National Park region, Montana (No. 1902). USGPO; For sale by the Books and Open-File Reports Section, US Geological Survey.",GP105.zip
GP106,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected at Glacier National Park, Montana, USA.",digital images,NA,NA,2024,"Carrara, P.E., 1989. Late Quaternary glacial and vegetative history of the Glacier National Park region, Montana (No. 1902). USGPO; For sale by the Books and Open-File Reports Section, US Geological Survey.",GP106.zip
HI55,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected at mile 5.5 Old Taylor Highway, Alaska, USA.",digital images,-142.55,63.38,2024,NA,HI55.zip
HP7157,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected by Paul Carrara, location unknown.",digital images,NA,NA,2024,NA,HP7157.zip
JM01,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected at Jemez Mountains, New Mexico, USA.",digital images,NA,NA,2024,NA,JM01.zip
TQ06,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected at Tanacross along Tower Rd, Alaska, USA.",digital images,-144.94,63.82,2024,NA,TQ06.zip
YC00,Carrara Career Samples,Geosciences and Environmental Change Science Center,"Data consist of digital images of tree ring samples collected by Paul Carrara at Yellow Creek, location unknown.",digital images,NA,NA,2024,NA,YC00.zip
