# Graumlich - Frying Pan Creek - PSME - ITRDB WA048
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3312
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3312.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa048-crn-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa048-crn-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/chronologies/northamerica/usa/wa048.crn
#   Related_Online_Description: CRN File; Chronology - Tucson Decadal File
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Graumlich - Frying Pan Creek - PSME - ITRDB WA048
#--------------------
# Investigators
#   Investigators: Graumlich, L.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Frying Pan Creek
#   Location: Washington
#   Northernmost_Latitude: 46.88
#   Southernmost_Latitude: 46.88
#   Easternmost_Longitude: -121.62
#   Westernmost_Longitude: -121.62
#   Elevation_m: 1170
#--------------------
# Data_Collection
#   Collection_Name: WA048
#   First_Year: 1286
#   Last_Year: 1979
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## trsgi	tree ring standardized growth index,,,,,tree ring,composited,standard chronology method,N,
## numsamp	number of samples,,,count,,tree ring,,,N,
#---------------------
# Data:
# Missing_Values: NA
age_CE	trsgi	numsamp
1474	0.719	23
1475	0.667	23
1476	0.863	23
1477	0.825	23
1478	0.945	24
1479	0.94	24
1480	0.795	24
1481	0.882	24
1482	0.973	24
1483	0.927	24
1484	1.057	24
1485	1.126	24
1486	0.978	24
1487	0.941	25
1488	0.867	25
1489	1.092	25
1490	1.121	26
1491	1.035	26
1492	1.209	26
1493	1.076	26
1494	1.039	26
1495	0.99	26
1496	1.169	26
1497	1.117	26
1498	1.044	27
1499	1.229	27
1500	1.275	27
1501	1.157	27
1502	1.02	27
1503	1.152	27
1504	1.099	27
1505	1.164	27
1506	1.217	27
1507	1.27	27
1508	1.361	27
1509	1.479	27
1510	1.397	27
1511	1.234	27
1512	1.311	27
1513	1.153	27
1514	1.148	27
1515	1.145	27
1516	0.972	27
1517	1.12	27
1518	1.081	27
1519	1.258	27
1520	1.214	27
1521	1.315	27
1522	1.317	27
1523	1.22	28
1524	1.351	28
1525	1.35	28
1526	1.174	28
1527	1.184	29
1528	1.37	29
1529	1.123	29
1530	1.303	29
1531	1.123	29
1532	1.201	29
1533	1.223	29
1534	1.025	29
1535	1.239	29
1536	1.187	30
1537	1.065	30
1538	0.923	30
1539	1.092	30
1540	1.062	30
1541	1.043	30
1542	1.079	30
1543	1.094	30
1544	1.013	30
1545	1.112	30
1546	0.758	30
1547	1.062	30
1548	1.09	30
1549	0.977	30
1550	0.956	30
1551	1.109	30
1552	1.062	30
1553	1.144	30
1554	1.059	30
1555	1.192	31
1556	1.142	31
1557	1.292	31
1558	1.233	31
1559	1.319	31
1560	1.227	31
1561	1.091	31
1562	1.125	31
1563	1.127	31
1564	1.35	32
1565	1.13	32
1566	1.361	32
1567	1.249	32
1568	1.172	32
1569	1.194	32
1570	1.166	32
1571	1.143	32
1572	1.331	32
1573	1.28	32
1574	1.431	32
1575	1.338	32
1576	0.796	32
1577	0.948	32
1578	0.988	32
1579	1.005	32
1580	1.037	32
1581	0.785	32
1582	0.854	32
1583	1.027	32
1584	0.923	32
1585	0.973	32
1586	0.971	32
1587	0.958	32
1588	1.088	32
1589	0.955	32
1590	0.967	33
1591	0.957	33
1592	0.927	33
1593	1.028	33
1594	0.914	33
1595	0.946	34
1596	0.992	34
1597	1.2	34
1598	1.032	34
1599	1.17	34
1600	1.185	35
1601	1.172	35
1602	0.877	35
1603	1.01	35
1604	0.992	35
1605	1.101	35
1606	1.124	35
1607	1.178	35
1608	1.199	35
1609	0.996	35
1610	0.968	35
1611	1.141	35
1612	0.98	35
1613	0.809	35
1614	0.913	35
1615	1.012	35
1616	1.171	35
1617	1.036	35
1618	0.901	35
1619	1.023	35
1620	0.83	35
1621	1.01	35
1622	1.038	35
1623	0.983	35
1624	0.998	35
1625	0.972	35
1626	0.917	35
1627	0.906	35
1628	0.784	35
1629	0.955	35
1630	0.961	35
1631	0.95	35
1632	0.972	35
1633	1.177	35
1634	0.773	35
1635	0.801	35
1636	0.949	35
1637	0.89	35
1638	1.062	35
1639	1.003	35
1640	1.144	35
1641	0.787	35
1642	0.917	35
1643	0.923	35
1644	0.896	35
1645	0.958	35
1646	0.931	35
1647	0.923	35
1648	0.995	35
1649	1.188	35
1650	1.271	35
1651	1.307	35
1652	1.204	35
1653	0.784	36
1654	0.927	36
1655	0.949	36
1656	0.967	36
1657	0.835	36
1658	0.949	36
1659	1.021	36
1660	0.997	36
1661	0.992	36
1662	0.975	36
1663	0.815	36
1664	1.052	36
1665	1.011	36
1666	1.049	36
1667	0.956	36
1668	0.88	36
1669	0.97	36
1670	0.89	36
1671	0.798	36
1672	0.755	36
1673	0.786	36
1674	0.741	36
1675	0.829	36
1676	0.721	36
1677	0.697	36
1678	0.793	36
1679	0.816	36
1680	0.658	36
1681	0.768	36
1682	0.948	36
1683	0.818	36
1684	0.683	36
1685	0.839	36
1686	0.758	36
1687	0.915	36
1688	0.74	36
1689	0.893	36
1690	0.831	36
1691	0.849	36
1692	0.971	36
1693	0.959	36
1694	0.807	36
1695	0.999	36
1696	0.684	36
1697	0.836	36
1698	1.035	36
1699	0.75	36
1700	1.062	36
1701	0.679	36
1702	0.816	36
1703	0.705	36
1704	0.688	36
1705	0.727	36
1706	0.733	36
1707	0.739	36
1708	0.853	36
1709	0.821	36
1710	0.809	36
1711	0.788	36
1712	0.709	36
1713	0.793	36
1714	0.907	36
1715	0.819	36
1716	0.863	36
1717	0.903	36
1718	0.924	36
1719	0.936	36
1720	0.942	36
1721	0.976	36
1722	1.087	36
1723	1.184	36
1724	1.062	36
1725	0.925	36
1726	1.071	36
1727	1.055	36
1728	1.078	36
1729	1.231	36
1730	1.034	36
1731	1.041	36
1732	0.997	36
1733	0.908	36
1734	0.74	36
1735	0.856	36
1736	0.873	36
1737	0.848	36
1738	0.982	36
1739	1.171	36
1740	1.095	36
1741	0.936	36
1742	0.827	36
1743	0.872	36
1744	0.721	36
1745	0.744	36
1746	0.687	36
1747	0.92	36
1748	0.771	36
1749	0.819	36
1750	0.781	36
1751	0.651	36
1752	0.668	36
1753	0.541	36
1754	0.498	36
1755	0.568	36
1756	0.829	36
1757	0.837	36
1758	0.807	36
1759	0.962	36
1760	0.822	36
1761	1.019	36
1762	1.046	36
1763	1.019	36
1764	1.023	36
1765	1.107	36
1766	1.169	36
1767	0.957	36
1768	0.959	36
1769	0.994	36
1770	1.29	36
1771	1.253	36
1772	1.187	36
1773	1.393	36
1774	1.274	36
1775	1.082	36
1776	1.053	36
1777	1.347	36
1778	1.297	36
1779	1.167	36
1780	1.242	36
1781	1.273	36
1782	1.127	36
1783	1.415	36
1784	1.318	36
1785	1.287	36
1786	1.383	36
1787	0.883	36
1788	1.14	36
1789	1.31	36
1790	1.107	36
1791	1.264	36
1792	1.336	36
1793	1.448	36
1794	1.516	36
1795	1.31	36
1796	1.611	36
1797	1.437	36
1798	1.799	36
1799	1.364	36
1800	1.486	36
1801	1.288	36
1802	1.203	36
1803	1.161	36
1804	1.331	36
1805	1.214	36
1806	1.137	36
1807	1.073	36
1808	0.994	36
1809	0.874	36
1810	0.687	36
1811	0.966	36
1812	0.97	36
1813	0.887	36
1814	1.021	36
1815	0.869	36
1816	0.835	36
1817	0.902	36
1818	0.82	36
1819	0.797	36
1820	0.78	36
1821	0.634	36
1822	0.861	36
1823	0.623	36
1824	0.712	36
1825	0.952	36
1826	0.832	36
1827	0.729	36
1828	0.784	36
1829	0.954	36
1830	0.88	36
1831	0.849	36
1832	0.969	36
1833	1.115	36
1834	1.108	36
1835	0.938	36
1836	0.946	36
1837	1.136	36
1838	0.907	36
1839	1.292	36
1840	0.879	36
1841	1.146	36
1842	1.045	36
1843	1.157	36
1844	1.232	36
1845	1.186	36
1846	1.157	36
1847	0.851	36
1848	0.997	36
1849	0.728	36
1850	0.754	36
1851	0.986	36
1852	0.88	36
1853	0.913	36
1854	0.947	36
1855	1.15	36
1856	0.947	36
1857	0.932	36
1858	1.073	36
1859	0.919	36
1860	1.035	36
1861	1.017	36
1862	0.753	36
1863	1.124	36
1864	0.859	36
1865	0.952	36
1866	0.887	36
1867	0.86	36
1868	0.9	36
1869	0.866	36
1870	0.915	36
1871	0.88	36
1872	0.915	36
1873	1.049	36
1874	0.943	36
1875	1.195	36
1876	0.883	36
1877	1.137	36
1878	1.09	36
1879	1.002	36
1880	0.68	36
1881	0.864	36
1882	0.983	36
1883	0.865	36
1884	0.852	36
1885	0.941	36
1886	0.906	36
1887	0.842	36
1888	0.931	36
1889	0.975	36
1890	0.912	36
1891	1.105	36
1892	1.084	36
1893	0.989	36
1894	0.933	36
1895	1.078	36
1896	1.104	36
1897	0.907	36
1898	1.114	36
1899	1.038	36
1900	1.141	36
1901	1.123	36
1902	1.081	36
1903	0.971	36
1904	1.09	36
1905	1.122	36
1906	1.052	36
1907	0.913	36
1908	1.043	36
1909	0.933	36
1910	0.853	36
1911	0.957	36
1912	0.896	36
1913	1.068	36
1914	1.108	36
1915	1.05	36
1916	0.887	36
1917	0.878	36
1918	0.86	36
1919	0.87	36
1920	0.948	36
1921	0.878	36
1922	0.932	36
1923	0.946	36
1924	0.918	36
1925	0.91	36
1926	1.003	36
1927	1.058	36
1928	1.141	36
1929	1.051	36
1930	1.119	36
1931	1.124	36
1932	1.132	36
1933	1.199	36
1934	1.16	36
1935	1.243	36
1936	0.982	36
1937	1.108	36
1938	1.198	36
1939	1.07	36
1940	1.367	36
1941	1.33	36
1942	1.405	36
1943	1.194	36
1944	1.368	36
1945	1.22	36
1946	1.13	36
1947	1.064	36
1948	1.271	36
1949	1.006	36
1950	1.221	36
1951	1.156	36
1952	1.085	36
1953	1.06	36
1954	1.096	36
1955	1.137	36
1956	0.908	36
1957	0.858	36
1958	1.091	36
1959	0.955	36
1960	1.117	36
1961	1.054	36
1962	0.83	36
1963	1.043	36
1964	1.026	36
1965	1.161	36
1966	1.048	36
1967	1.109	36
1968	0.974	36
1969	0.92	36
1970	1.123	36
1971	0.85	36
1972	0.807	36
1973	0.913	36
1974	0.795	36
1975	0.859	36
1976	0.96	36
1977	1.05	36
1978	0.981	36
1979	0.989	36
