# Graumlich - White Pass A - TSME - ITRDB WA066
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3336
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3336.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa066-crn-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa066-crn-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/chronologies/northamerica/usa/wa066.crn
#   Related_Online_Description: CRN File; Chronology - Tucson Decadal File
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Graumlich - White Pass A - TSME - ITRDB WA066
#--------------------
# Investigators
#   Investigators: Graumlich, L.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: White Pass A
#   Location: Washington
#   Northernmost_Latitude: 46.62
#   Southernmost_Latitude: 46.62
#   Easternmost_Longitude: -121.42
#   Westernmost_Longitude: -121.42
#   Elevation_m: 1750
#--------------------
# Data_Collection
#   Collection_Name: WA066
#   First_Year: 1520
#   Last_Year: 1982
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## trsgi	tree ring standardized growth index,,,,,tree ring,composited,standard chronology method,N,
## numsamp	number of samples,,,count,,tree ring,,,N,
#---------------------
# Data:
# Missing_Values: NA
age_CE	trsgi	numsamp
1706	1.115	23
1707	0.863	23
1708	0.972	23
1709	0.835	23
1710	1.104	24
1711	0.804	24
1712	0.971	24
1713	0.921	24
1714	0.779	24
1715	0.488	24
1716	0.742	24
1717	0.993	24
1718	0.911	24
1719	0.977	24
1720	1.113	24
1721	1.074	25
1722	0.836	25
1723	1.072	25
1724	0.752	25
1725	0.784	26
1726	0.961	26
1727	1.006	26
1728	1.044	26
1729	1.103	26
1730	0.881	26
1731	1.037	26
1732	0.994	26
1733	1.111	26
1734	1.054	26
1735	1.153	26
1736	1.278	26
1737	1.016	26
1738	0.989	26
1739	1.073	26
1740	1.243	26
1741	1.401	26
1742	0.93	26
1743	1.298	27
1744	0.947	27
1745	1.093	27
1746	0.998	27
1747	1.22	27
1748	1.026	27
1749	1.156	27
1750	1.098	27
1751	1.15	27
1752	0.749	27
1753	0.748	27
1754	0.722	27
1755	0.71	27
1756	1.41	27
1757	1.107	27
1758	1.154	28
1759	1.06	28
1760	0.9	28
1761	0.783	28
1762	0.985	28
1763	0.962	28
1764	0.969	28
1765	0.929	28
1766	0.932	28
1767	0.953	28
1768	0.982	28
1769	0.978	28
1770	1.005	28
1771	0.989	28
1772	0.893	28
1773	1.038	28
1774	1.048	28
1775	0.558	28
1776	0.86	28
1777	0.848	28
1778	0.906	28
1779	0.828	28
1780	0.854	29
1781	0.834	29
1782	0.985	29
1783	1.122	29
1784	0.898	29
1785	0.735	29
1786	0.865	29
1787	0.787	29
1788	0.935	29
1789	0.897	29
1790	1.072	29
1791	1.149	29
1792	1.227	29
1793	1.056	29
1794	1.22	29
1795	0.992	29
1796	1.063	29
1797	0.949	29
1798	1.343	29
1799	1.318	29
1800	1.203	29
1801	0.936	29
1802	1.075	29
1803	1.211	29
1804	1.427	30
1805	1.568	30
1806	1.15	30
1807	1.139	30
1808	0.854	30
1809	1.148	30
1810	0.378	30
1811	0.889	30
1812	1.138	30
1813	1.001	30
1814	1.191	30
1815	1.007	30
1816	1.017	30
1817	1.083	30
1818	0.88	30
1819	0.65	30
1820	0.537	30
1821	0.609	30
1822	0.792	30
1823	0.572	30
1824	0.442	30
1825	0.528	30
1826	0.488	30
1827	0.555	30
1828	0.631	30
1829	0.833	30
1830	0.835	30
1831	0.908	30
1832	0.792	30
1833	0.989	30
1834	1.06	30
1835	0.966	30
1836	0.973	30
1837	0.908	30
1838	0.784	30
1839	1.071	30
1840	0.652	30
1841	0.825	30
1842	0.969	30
1843	0.999	30
1844	0.912	30
1845	0.839	30
1846	1.003	30
1847	0.864	30
1848	1.051	30
1849	0.684	30
1850	0.812	30
1851	1.053	30
1852	0.984	30
1853	0.996	30
1854	0.901	30
1855	1.044	30
1856	0.827	30
1857	1.028	30
1858	1.042	30
1859	1.032	30
1860	1.003	30
1861	0.956	30
1862	0.694	30
1863	1.226	30
1864	0.888	30
1865	0.92	30
1866	0.539	30
1867	0.751	30
1868	0.9	30
1869	0.929	30
1870	0.805	30
1871	0.841	30
1872	0.873	30
1873	0.914	30
1874	0.988	30
1875	0.862	30
1876	0.633	30
1877	0.876	30
1878	0.892	30
1879	0.813	30
1880	0.477	30
1881	0.877	30
1882	0.771	30
1883	0.774	30
1884	0.776	30
1885	1.08	30
1886	1.17	30
1887	0.787	30
1888	1.119	30
1889	1.181	30
1890	1.032	30
1891	1.133	30
1892	1.129	30
1893	0.97	30
1894	0.696	30
1895	1.344	30
1896	0.948	30
1897	1.288	30
1898	1.336	30
1899	0.477	30
1900	1.376	30
1901	1.327	30
1902	1.198	30
1903	1.123	30
1904	1.476	30
1905	1.343	30
1906	1.112	30
1907	1.077	30
1908	1.15	30
1909	1.124	30
1910	1.378	30
1911	1.375	30
1912	1.173	30
1913	1.224	30
1914	1.709	30
1915	1.276	30
1916	0.497	30
1917	1.198	30
1918	1.342	30
1919	1.216	30
1920	1.165	30
1921	0.981	30
1922	1.326	30
1923	1.231	30
1924	1.326	30
1925	1.19	30
1926	1.294	30
1927	1.224	30
1928	1.306	30
1929	1.415	30
1930	1.498	30
1931	1.316	30
1932	1.116	30
1933	1.151	30
1934	1.43	30
1935	1.389	30
1936	1.328	30
1937	1.174	30
1938	1.312	30
1939	1.384	30
1940	1.458	30
1941	1.413	30
1942	1.279	30
1943	1.272	30
1944	1.481	30
1945	1.425	30
1946	1.17	30
1947	1.448	30
1948	1.438	30
1949	1.343	30
1950	1.232	30
1951	1.509	30
1952	1.321	30
1953	0.938	30
1954	0.689	30
1955	1.07	30
1956	0.888	30
1957	1.206	30
1958	1.463	30
1959	0.984	30
1960	1.056	30
1961	0.956	30
1962	0.801	30
1963	0.888	30
1964	0.807	30
1965	0.96	30
1966	1.141	30
1967	1.139	30
1968	0.93	30
1969	0.802	30
1970	0.844	30
1971	0.634	30
1972	0.584	30
1973	0.9	30
1974	0.569	29
1975	0.85	29
1976	0.662	28
1977	1.031	28
1978	0.804	28
1979	0.785	28
1980	0.618	28
1981	0.602	28
1982	0.623	28
