age_CE,BC2901B_raw,BC2902A_raw,BC2903B_raw,BC2904B_raw,BC2905A_raw,BC2906B_raw,BC2907B_raw,BC2908B_raw,BC2909A_raw,BC2910B_raw,BC2911A_raw,BC2912B_raw,BC2913B_raw,BC2914B_raw,BC2915A_raw,BC2916B_raw,BC2917A_raw,BC2918B_raw,BC2919B_raw,BC2920A_raw,BC2901B_raw_outlier_flag,BC2902A_raw_outlier_flag,BC2903B_raw_outlier_flag,BC2904B_raw_outlier_flag,BC2905A_raw_outlier_flag,BC2906B_raw_outlier_flag,BC2907B_raw_outlier_flag,BC2908B_raw_outlier_flag,BC2909A_raw_outlier_flag,BC2910B_raw_outlier_flag,BC2911A_raw_outlier_flag,BC2912B_raw_outlier_flag,BC2913B_raw_outlier_flag,BC2914B_raw_outlier_flag,BC2915A_raw_outlier_flag,BC2916B_raw_outlier_flag,BC2917A_raw_outlier_flag,BC2918B_raw_outlier_flag,BC2919B_raw_outlier_flag,BC2920A_raw_outlier_flag
1925,3.35,1.85,1.88,1.87,2.27,2.08,2.48,1.24,2.02,2.21,2.57,3.43,1.63,2.75,1.65,2.64,1.24,1.69,2.78,2.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,2.5,1.76,1.84,1.8,2.25,2.42,2.11,1.54,2.12,2.69,2.86,3.68,1.54,2.63,1.53,3.14,1.94,2.24,3.12,2.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,2.26,1.67,1.72,2.06,2.09,2.57,1.92,1.43,2.11,2.71,3.19,3.67,2.42,2.76,1.56,2.54,2.6,2.58,3.16,2.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1928,1.48,1.52,1.36,1.27,1.76,2.06,1.84,1.21,2.22,2.02,2.61,2.43,1.58,1.94,1.3,1.67,1.37,1.39,2.1,1.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,2.56,2.09,1.76,1.9,2.43,2.97,2.24,1.49,2.73,2.53,2.89,3.92,2.92,2.98,2.81,3.25,2.27,2.64,2.88,3.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,2.3,1.72,1.6,1.65,2.57,2.41,1.84,1.09,2.02,1.91,2.29,2.84,1.84,2.18,1.96,2.29,1.91,1.52,1.71,2.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1931,1.2,1.45,2.06,2.1,2.97,1.95,2.73,0.99,1.65,2.42,2.68,3.18,0.62,2.49,2.06,2.56,2.08,1.98,1.38,2.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1932,1.73,2.07,2.34,2.13,3.19,2.49,3.41,1.55,2.59,1.78,2.96,3.21,2.34,2.41,2.22,1.74,2.56,2.29,2.05,3.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1933,1.91,1.99,1.98,2.01,2.5,2.14,2.38,0.83,2,1.65,2.53,2.49,1.75,1.71,1.61,1.2,1.27,1.36,1.59,2.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1934,1.05,1.57,1.41,1.13,1.56,1.96,1.97,1.27,0.93,0.97,1.91,2.06,1.56,1.24,0.75,1.82,1.22,0.71,1.57,2.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1935,2.29,3.12,2.52,2.78,3.14,3.83,3.77,2.15,3.43,2.45,3.25,3.66,2.02,2.71,1.72,2.44,1.75,2.01,3.48,3.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1936,1.52,3.01,2.11,2.14,2.45,3.14,2.65,1.89,2.88,2.4,2.64,2.94,1.94,2.17,1.63,2.14,1.67,1.47,2.79,3.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1937,2.35,3.47,2.66,3.01,2.8,3.23,2.66,1.8,3.44,3.42,2.64,3.47,2.92,2.09,2.31,2.83,2.35,2.01,2.98,2.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1938,2.37,3.03,3.04,3.1,3.48,3.5,2.73,1.64,2.67,2.65,2.85,3.85,2.75,2.5,2.48,2.88,2.59,2.05,2.61,3.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1939,2.18,2.72,2.76,2.52,2.72,2.88,2.4,1.88,2.59,2.36,2.73,2.96,2.43,2.28,2.32,2.71,2.47,1.84,2.16,2.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1940,2.89,3.17,3.4,2.75,3.26,2.97,2.22,1.94,3.08,2.41,3.08,3.58,2.42,2.45,2.23,2.98,2.72,2.27,2.58,3.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1941,2.88,4.27,3.41,3.38,3.66,3.11,2.45,2.37,3.16,3.14,3.09,4.44,3.54,3.18,2.05,3.38,3.18,2.96,2.89,3.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,2.21,3.54,2.65,1.97,2.4,2.24,2.31,2.41,2.95,2.99,2.13,3.08,1.83,1.87,1.25,2.06,1.77,1.58,1.96,2.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,2.46,3.74,2.67,2.59,2.65,2.31,2.11,2.35,3.01,2.92,1.92,2.82,1.87,2.2,1.55,3.25,1.85,2.02,2.05,3.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1944,3.4,3.77,3.19,3.74,4,2.45,3.62,2.26,3.66,3.74,2.99,3.29,2.87,2.49,1.83,2.22,2.29,2.37,2.99,3.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,3.95,3.52,3.58,3.65,4.23,2.93,3.62,1.82,3.62,3.86,3.05,4.24,4.02,3.45,2.21,2.84,2.64,2.55,2.87,4.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,4.07,3.53,3.68,3.78,4.75,3.09,3.94,2.52,3.42,4,3.61,4.22,3.55,3.1,2.4,3,2.9,2.61,3.13,4.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,2.66,2.79,2.88,2.31,3.7,2.63,3.6,2.45,3.3,3.59,2.87,3.9,2.57,1.84,1.8,1.55,2.46,1.65,2.29,3.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,2.74,2.71,2.59,2.18,3.42,2.01,3.21,1.98,2.5,2.98,2.63,3.08,1.67,1.56,1.51,1.8,2.13,1.9,2.1,3.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,1.18,1.7,1.36,1.25,2.24,1.3,2.18,1.17,1.74,1.72,1.78,1.42,0.8,1.05,0.97,1.26,1.15,1.07,1.18,1.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,0.87,2.31,1.61,1.38,2.33,1.11,2.38,1.26,2.26,1.98,2.21,2.09,1.67,1.15,0.49,1.39,1.02,1.23,1.41,2.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,0.63,1.26,0.93,0.33,1.54,0.45,0.51,0.82,1.33,1.14,1.13,0.67,0.65,0.66,0.38,0.49,0.53,0.5,0.95,1.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,1.34,2.97,1.52,1.13,1.91,1.26,1.9,1.69,1.77,2.34,2.07,2.14,1.18,1.47,1.22,1.44,1.36,1.39,1.84,2.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,1.61,2.5,1.82,1.19,2.38,1.9,2.53,2.27,2.37,2.77,2.24,2.63,1.53,1.4,1.24,1.98,1.38,1.36,1.69,1.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,1.87,3.6,1.8,1.32,2.36,1.53,2.28,1.83,2.22,2.4,2.19,2.43,1.76,1.21,1.42,2.29,1.28,1.08,1.98,2.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,2.27,3.55,2.13,1.87,2.92,1.82,3.29,2.31,2.85,3.18,2.78,2.54,1.75,1.29,1.91,3.51,1.76,1.2,2.06,2.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,2.61,3.29,2.62,2.35,3.7,2.01,3.21,2.12,3.46,3.73,2.76,2.45,2.23,1.67,1.99,4.19,1.79,1.72,2.19,2.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,3,3.28,2.57,2.62,3.68,2.28,3.07,1.66,2.94,3.27,2.72,3.22,1.77,1.3,1.2,3.73,1.6,1.47,1.85,2.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,3.13,3.81,3.18,3.73,5.63,2.95,4.12,2.18,3.12,4.15,3.55,4.06,2.93,2.12,2.62,4.7,2.8,2.73,3.4,3.49,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,0.65,1.48,1.48,1.35,2.02,1.44,1.85,1.63,1.86,1.62,1.43,1.85,1.13,0.75,0.92,1.09,1.04,0.88,1.07,1.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,1.13,1.94,1.41,2.26,2.42,1.43,1.71,1.77,1.94,1.78,2.04,2.1,1.08,1.05,1.61,1.94,1.3,1.07,1.86,1.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
