"Tag","Species(neighbor)","ba_sum","Stand","radius","Species","2008","avg_3","avg_5"
"A15","Thpl",17.1568972157111,"TO04",4.64,"Tshe",2.1495,2.67766666666667,2.5775
"A15","Tshe",9.13129822905266,"TO04",4.64,"Tshe",2.1495,2.67766666666667,2.5775
"A17","Abam",12.5880161877424,"TO04",4.23,"Tshe",0.815,3.79416666666667,3.3055
"A17","Acci",0.423125406548741,"TO04",4.23,"Tshe",0.815,3.79416666666667,3.3055
"A17","Thpl",2.23122978841418,"TO04",4.23,"Tshe",0.815,3.79416666666667,3.3055
"A17","Tshe",5.88746244255178,"TO04",4.23,"Tshe",0.815,3.79416666666667,3.3055
"A18","Acci",0.141026094219646,"TO04",3.765,"Tshe",0.6795,0.9405,1.0288
"A18","Tshe",8.52342361252793,"TO04",3.765,"Tshe",0.6795,0.9405,1.0288
"A19","Thpl",21.5711411992885,"TO04",4.515,"Psme",1.5755,2.00416666666667,2.2934
"A19","Tshe",6.11496087456149,"TO04",4.515,"Psme",1.5755,2.00416666666667,2.2934
"A2","Thpl",25.4469004940773,"TO04",2.93,"Tshe",1.068,1.78383333333333,1.8488
"A2","Tshe",7.12352207210669,"TO04",2.93,"Tshe",1.068,1.78383333333333,1.8488
"A20","Abam",0.11499014510302,"TO04",4.735,"Thpl",2.352,3.1705,3.8727
"A20","Psme",6.4042073101775,"TO04",4.735,"Thpl",2.352,3.1705,3.8727
"A20","Thpl",14.5276197841055,"TO04",4.735,"Thpl",2.352,3.1705,3.8727
"A20","Tshe",3.56020987468063,"TO04",4.735,"Thpl",2.352,3.1705,3.8727
"A23","Abam",10.2070345315132,"TO04",2.28,"Thpl",2.038,2.15966666666667,2.2184
"A23","Acci",0.287212254372813,"TO04",2.28,"Thpl",2.038,2.15966666666667,2.2184
"A23","Thpl",1.32025431267111,"TO04",2.28,"Thpl",2.038,2.15966666666667,2.2184
"A23","Tshe",13.6331847936836,"TO04",2.28,"Thpl",2.038,2.15966666666667,2.2184
"A24","Abam",10.2070345315132,"TO04",3.64,"Thpl",3.0445,2.99283333333333,3.1676
"A24","Acci",0.126676869774374,"TO04",3.64,"Thpl",3.0445,2.99283333333333,3.1676
"A24","Thpl",1.32025431267111,"TO04",3.64,"Thpl",3.0445,2.99283333333333,3.1676
"A24","Tshe",5.60392585158367,"TO04",3.64,"Thpl",3.0445,2.99283333333333,3.1676
"A25","Acci",0.162860163162095,"TO04",2.685,"Thpl",0.2535,0.666833333333333,0.826
"A25","Thpl",16.502919726995,"TO04",2.685,"Thpl",0.2535,0.666833333333333,0.826
"A25","Tshe",5.84465038866499,"TO04",2.685,"Thpl",0.2535,0.666833333333333,0.826
"A28","Abam",26.6119130057713,"TO04",6.92,"Thpl",2.2565,2.25533333333333,2.5462
"A28","Acci",0.172033613710577,"TO04",6.92,"Thpl",2.2565,2.25533333333333,2.5462
"A28","Thpl",2.26484482980759,"TO04",6.92,"Thpl",2.2565,2.25533333333333,2.5462
"A28","Tshe",11.465218827331,"TO04",6.92,"Thpl",2.2565,2.25533333333333,2.5462
"A29","Acci",0.0950331777710912,"TO04",8.47,"Psme",2.164,3.28083333333333,3.49
"A29","Thpl",5.78181853559319,"TO04",8.47,"Psme",2.164,3.28083333333333,3.49
"A29","Tshe",9.54442551698135,"TO04",8.47,"Psme",2.164,3.28083333333333,3.49
"A3","Acci",0.0785398163397448,"TO04",5.56,"Tshe",2.63,3.03316666666667,2.5535
"A3","Tshe",6.8676157885269,"TO04",5.56,"Tshe",2.63,3.03316666666667,2.5535
"A30","Psme",21.512252044997,"TO04",7.875,"Psme",1.5545,1.7125,1.6892
"A30","Tshe",16.4894737104376,"TO04",7.875,"Psme",1.5545,1.7125,1.6892
"A31","Abam",1.74173823705835,"TO04",11.955,"Psme",0.7645,0.87,0.8619
"A31","Psme",20.8672438033068,"TO04",11.955,"Psme",0.7645,0.87,0.8619
"A31","Thpl",5.32814114048829,"TO04",11.955,"Psme",0.7645,0.87,0.8619
"A31","Tshe",13.486448854816,"TO04",11.955,"Psme",0.7645,0.87,0.8619
"A32","Abam",1.4793445646489,"TO04",8.15,"Psme",0.6465,1.20533333333333,1.1696
"A32","Psme",44.9002783776177,"TO04",8.15,"Psme",0.6465,1.20533333333333,1.1696
"A32","Thpl",5.32814114048829,"TO04",8.15,"Psme",0.6465,1.20533333333333,1.1696
"A32","Tshe",9.23135795506949,"TO04",8.15,"Psme",0.6465,1.20533333333333,1.1696
"A33","Tshe",13.0677373859456,"TO04",6.895,"Psme",0.448,0.521,0.5618
"A34","Abam",0.10028749148422,"TO04",9.225,"Psme",0.7565,0.739,0.7963
"A34","Tshe",11.7182191377063,"TO04",9.225,"Psme",0.7565,0.739,0.7963
"A35","Abam",10.5683176866761,"TO04",6.56,"Psme",1.4075,2.02233333333333,2.146
"A35","Psme",36.8473946587628,"TO04",6.56,"Psme",1.4075,2.02233333333333,2.146
"A35","Thpl",16.1333113513001,"TO04",6.56,"Psme",1.4075,2.02233333333333,2.146
"A35","Tshe",9.71686753773689,"TO04",6.56,"Psme",1.4075,2.02233333333333,2.146
"A4","Alnus",0.897270277791781,"TO04",3.69,"Tshe",1.532,1.83016666666667,1.9077
"A4","Thpl",53.7997741927252,"TO04",3.69,"Tshe",1.532,1.83016666666667,1.9077
"A4","Tshe",4.593314764832,"TO04",3.69,"Tshe",1.532,1.83016666666667,1.9077
"A5","Acci",0.389973750071735,"TO04",3.325,"Tshe",1.892,2.097,1.8651
"A5","Thpl",4.41786466911065,"TO04",3.325,"Tshe",1.892,2.097,1.8651
"A5","Tshe",1.79989697105793,"TO04",3.325,"Tshe",1.892,2.097,1.8651
"A6","Abam",0.162860163162095,"TO04",3.75,"Thpl",1.2065,1.83966666666667,2.3516
"A6","Acci",0.333362250454047,"TO04",3.75,"Thpl",1.2065,1.83966666666667,2.3516
"A6","Tshe",13.6441489520446,"TO04",3.75,"Thpl",1.2065,1.83966666666667,2.3516
"A7","Abam",0.293558271533064,"TO04",4.23,"Tshe",0.669,1.3365,1.374
"A7","Thpl",28.3528736986479,"TO04",4.23,"Tshe",0.669,1.3365,1.374
"A7","Tshe",6.94090914513515,"TO04",4.23,"Tshe",0.669,1.3365,1.374
"A8","Acci",0.464775071153708,"TO04",9,"Thpl",2.45,2.16316666666667,2.3781
"A8","Alnus",0.897270277791781,"TO04",9,"Thpl",2.45,2.16316666666667,2.3781
"A8","Tshe",12.2616125650161,"TO04",9,"Thpl",2.45,2.16316666666667,2.3781
"A9","Abam",9.11827632750352,"TO04",3.8,"Tshe",0.6005,1.18383333333333,1.3353
"A9","Alnus",0.40828138126053,"TO04",3.8,"Tshe",0.6005,1.18383333333333,1.3353
"A9","Thpl",7.29867371652595,"TO04",3.8,"Tshe",0.6005,1.18383333333333,1.3353
"A9","Tshe",10.4612522090417,"TO04",3.8,"Tshe",0.6005,1.18383333333333,1.3353
"B1","Psme",19.1737290134811,"TB13",2.6,"Tshe",0.977,0.992833333333333,0.9691
"B1","Thpl",4.62403168700248,"TB13",2.6,"Tshe",0.977,0.992833333333333,0.9691
"B1","Tshe",0.660519855417254,"TB13",2.6,"Tshe",0.977,0.992833333333333,0.9691
"B1","Tshe",1.43826038672158,"TB13",2.6,"Tshe",0.977,0.992833333333333,0.9691
"B10","Psme",22.4598899070074,"TB13",2.835,"Tshe",0.432,0.431333333333333,0.4511
"B10","Thpl",10.6409984327169,"TB13",2.835,"Tshe",0.432,0.431333333333333,0.4511
"B10","Tshe",7.21129031686635,"TB13",2.835,"Tshe",0.432,0.431333333333333,0.4511
"B11","Psme",2.62388960020473,"TB13",3.71,"Psme",1.0015,1.55633333333333,1.6777
"B11","Thpl",4.50633191823573,"TB13",3.71,"Psme",1.0015,1.55633333333333,1.6777
"B11","Tshe",6.93619675615476,"TB13",3.71,"Psme",1.0015,1.55633333333333,1.6777
"B12","Psme",23.430869802434,"TB13",4.34,"Psme",0.6335,0.8205,0.8945
"B12","Thpl",0.865697271623204,"TB13",4.34,"Psme",0.6335,0.8205,0.8945
"B12","Tshe",9.33942874235298,"TB13",4.34,"Psme",0.6335,0.8205,0.8945
"B13","Psme",15.5354034374689,"TB13",2.87,"Psme",0.3115,0.6255,0.6075
"B13","Thpl",3.49316043347139,"TB13",2.87,"Psme",0.3115,0.6255,0.6075
"B13","Tshe",11.3793983700166,"TB13",2.87,"Psme",0.3115,0.6255,0.6075
"B14","Psme",10.8131577101336,"TB13",4.385,"Psme",0.5885,0.6505,0.6263
"B14","Thpl",10.931014558533,"TB13",4.385,"Psme",0.5885,0.6505,0.6263
"B14","Tshe",18.8607792612937,"TB13",4.385,"Psme",0.5885,0.6505,0.6263
"B15","Psme",27.5810864854221,"TB13",3.69,"Psme",0.6215,0.7055,0.7043
"B15","Thpl",4.25447043519744,"TB13",3.69,"Psme",0.6215,0.7055,0.7043
"B15","Tshe",13.0024079667142,"TB13",3.69,"Psme",0.6215,0.7055,0.7043
"B16","Psme",21.6192232748517,"TB13",3.38,"Psme",0.681,0.674333333333333,0.7368
"B16","Thpl",1.5136271944812,"TB13",3.38,"Psme",0.681,0.674333333333333,0.7368
"B16","Tshe",8.3180419927995,"TB13",3.38,"Psme",0.681,0.674333333333333,0.7368
"B17","Psme",23.6626879243424,"TB13",4.13,"Psme",0.8005,0.777333333333333,0.9104
"B17","Tabr",0.0950331777710912,"TB13",4.13,"Psme",0.8005,0.777333333333333,0.9104
"B17","Thpl",3.68726373557344,"TB13",4.13,"Psme",0.8005,0.777333333333333,0.9104
"B17","Tshe",9.0857451355756,"TB13",4.13,"Psme",0.8005,0.777333333333333,0.9104
"B18","Psme",20.626464288354,"TB13",5.665,"Psme",0.993,1.58133333333333,1.7743
"B18","Thpl",7.32899008563309,"TB13",5.665,"Psme",0.993,1.58133333333333,1.7743
"B18","Tshe",7.86055541660212,"TB13",5.665,"Psme",0.993,1.58133333333333,1.7743
"B19","Psme",14.3230157085588,"TB13",3.865,"Psme",0.5185,0.861666666666667,0.8159
"B19","Thpl",7.33029384658433,"TB13",3.865,"Psme",0.5185,0.861666666666667,0.8159
"B19","Tshe",14.1316298841021,"TB13",3.865,"Psme",0.5185,0.861666666666667,0.8159
"B2","Psme",10.2988475768144,"TB13",2.8,"Tshe",0.267,0.971666666666667,1.1574
"B2","Thpl",4.56845691296047,"TB13",2.8,"Tshe",0.267,0.971666666666667,1.1574
"B2","Tshe",7.02266123996319,"TB13",2.8,"Tshe",0.267,0.971666666666667,1.1574
"B20","Psme",27.4212343972258,"TB13",4.43,"Psme",1.155,1.19183333333333,1.2197
"B20","Thpl",1.70623038609115,"TB13",4.43,"Psme",1.155,1.19183333333333,1.2197
"B20","Tshe",4.52029629758094,"TB13",4.43,"Psme",1.155,1.19183333333333,1.2197
"B21","Psme",9.82343036054666,"TB13",4.245,"Thpl",0.449,0.539666666666667,0.5921
"B21","Thpl",0.505929934915734,"TB13",4.245,"Thpl",0.449,0.539666666666667,0.5921
"B21","Tshe",17.9489948254423,"TB13",4.245,"Thpl",0.449,0.539666666666667,0.5921
"B22","Psme",25.3828041499625,"TB13",3.535,"Thpl",0.422,0.653833333333333,0.8151
"B22","Tshe",4.11583980537616,"TB13",3.535,"Thpl",0.422,0.653833333333333,0.8151
"B23","Psme",33.4233335557071,"TB13",4.83,"Thpl",0.445,0.638666666666667,0.6424
"B23","Thpl",1.52053084433746,"TB13",4.83,"Thpl",0.445,0.638666666666667,0.6424
"B23","Tshe",7.43402923600587,"TB13",4.83,"Thpl",0.445,0.638666666666667,0.6424
"B24","Psme",16.2254699717932,"TB13",3.19,"Thpl",0.444,0.887166666666667,1.1578
"B24","Thpl",0.678159898167161,"TB13",3.19,"Thpl",0.444,0.887166666666667,1.1578
"B24","Tshe",20.5336145174772,"TB13",3.19,"Thpl",0.444,0.887166666666667,1.1578
"B25","Psme",21.9434277827205,"TB13",3.825,"Thpl",0.4865,0.595166666666667,0.6878
"B25","Thpl",0.277591126871194,"TB13",3.825,"Thpl",0.4865,0.595166666666667,0.6878
"B25","Tshe",17.737816967268,"TB13",3.825,"Thpl",0.4865,0.595166666666667,0.6878
"B26","Psme",14.0134588764373,"TB13",2.9,"Thpl",0.3625,0.6305,0.7642
"B26","Tshe",8.71597968024808,"TB13",2.9,"Thpl",0.3625,0.6305,0.7642
"B27","Psme",14.5082361574328,"TB13",3.725,"Thpl",1.3935,1.50116666666667,1.9251
"B27","Thpl",0.254469004940773,"TB13",3.725,"Thpl",1.3935,1.50116666666667,1.9251
"B27","Tshe",11.9760653547497,"TB13",3.725,"Thpl",1.3935,1.50116666666667,1.9251
"B28","Psme",17.5400851256511,"TB13",2.94,"Thpl",0.2885,0.394,0.4377
"B28","Thpl",0.918633107836191,"TB13",2.94,"Thpl",0.2885,0.394,0.4377
"B28","Tshe",10.2482051032385,"TB13",2.94,"Thpl",0.2885,0.394,0.4377
"B29","Psme",51.7103401887308,"TB13",2.85,"Thpl",0.255,0.353166666666667,0.4659
"B29","Tshe",2.04948079942237,"TB13",2.85,"Thpl",0.255,0.353166666666667,0.4659
"B3","Abam",0.844962760109511,"TB13",3.7,"Tshe",0.6465,0.658333333333333,0.6278
"B3","Psme",20.2558820189366,"TB13",3.7,"Tshe",0.6465,0.658333333333333,0.6278
"B3","Thpl",5.34326005513369,"TB13",3.7,"Tshe",0.6465,0.658333333333333,0.6278
"B3","Tshe",6.91660892595963,"TB13",3.7,"Tshe",0.6465,0.658333333333333,0.6278
"B30","Psme",156.794470314323,"TB13",3.08,"Thpl",0.801,1.15783333333333,1.3531
"B30","Thpl",1.48358571473124,"TB13",3.08,"Thpl",0.801,1.15783333333333,1.3531
"B30","Tshe",8.17033216020934,"TB13",3.08,"Thpl",0.801,1.15783333333333,1.3531
"B31","Abam",1.72150638036923,"TB13",2.895,"Abam",0.3915,0.406833333333333,0.5048
"B31","Psme",1.07521008569111,"TB13",2.895,"Abam",0.3915,0.406833333333333,0.5048
"B31","Thpl",9.54173160128089,"TB13",2.895,"Abam",0.3915,0.406833333333333,0.5048
"B31","Tshe",8.66310667588817,"TB13",2.895,"Abam",0.3915,0.406833333333333,0.5048
"B32","Thpl",11.7573241122618,"TB13",3.325,"Abam",0.2125,0.1955,0.1904
"B32","Tshe",9.99431729293867,"TB13",3.325,"Abam",0.2125,0.1955,0.1904
"B33","Abam",0.44687584700988,"TB13",2.625,"Abam",0.223,0.4795,0.5751
"B33","Thpl",9.14651139147766,"TB13",2.625,"Abam",0.223,0.4795,0.5751
"B33","Tshe",5.59987319706054,"TB13",2.625,"Abam",0.223,0.4795,0.5751
"B4","Psme",23.6981329434566,"TB13",3.95,"Tshe",0.7965,0.852333333333333,0.8555
"B4","Thpl",1.69213248905817,"TB13",3.95,"Tshe",0.7965,0.852333333333333,0.8555
"B4","Tshe",11.0770043691453,"TB13",3.95,"Tshe",0.7965,0.852333333333333,0.8555
"B5","Abam",0.134782178820636,"TB13",3.055,"Tshe",0.303,0.382666666666667,0.3266
"B5","Psme",20.0768033837003,"TB13",3.055,"Tshe",0.303,0.382666666666667,0.3266
"B5","Thpl",6.43786162147908,"TB13",3.055,"Tshe",0.303,0.382666666666667,0.3266
"B5","Tshe",0.936390960310608,"TB13",3.055,"Tshe",0.303,0.382666666666667,0.3266
"B6","Psme",17.3591058268594,"TB13",4.395,"Tshe",1.488,1.49983333333333,1.2867
"B6","Tshe",6.41526571631814,"TB13",4.395,"Tshe",1.488,1.49983333333333,1.2867
"B7","Psme",7.63473773666209,"TB13",4.22,"Tshe",0.6855,0.924666666666667,0.9488
"B7","Thpl",6.76687276610791,"TB13",4.22,"Tshe",0.6855,0.924666666666667,0.9488
"B7","Tshe",9.22737598638106,"TB13",4.22,"Tshe",0.6855,0.924666666666667,0.9488
"B8","Abam",3.54392071677177,"TB13",2.48,"Tshe",0.66,1.39516666666667,1.4859
"B8","Thpl",15.2691613140588,"TB13",2.48,"Tshe",0.66,1.39516666666667,1.4859
"B8","Tshe",4.60659584777505,"TB13",2.48,"Tshe",0.66,1.39516666666667,1.4859
"B9","Psme",28.6555033189682,"TB13",3.12,"Tshe",0.274,0.782666666666667,0.839
"B9","Thpl",7.4878996960333,"TB13",3.12,"Tshe",0.274,0.782666666666667,0.839
"B9","Tshe",0.198556509688509,"TB13",3.12,"Tshe",0.274,0.782666666666667,0.839
"B9","Tshe",2.86144898268756,"TB13",3.12,"Tshe",0.274,0.782666666666667,0.839
"C1","Abam",5.1914268821857,"AG05",2.605,"Abam",1.365,2.73716666666667,2.9198
"C1","Tabr",0.0916088417786784,"AG05",2.605,"Abam",1.365,2.73716666666667,2.9198
"C1","Thpl",7.85854479730382,"AG05",2.605,"Abam",1.365,2.73716666666667,2.9198
"C1","Tshe",4.13767387431861,"AG05",2.605,"Abam",1.365,2.73716666666667,2.9198
"C10","Abam",11.1868265943332,"AG05",4.54,"Thpl",0.2895,0.483833333333333,0.5607
"C10","Thpl",3.55729604749443,"AG05",4.54,"Thpl",0.2895,0.483833333333333,0.5607
"C10","Tshe",2.62317488787604,"AG05",4.54,"Thpl",0.2895,0.483833333333333,0.5607
"C11","Abam",1.42727266641565,"AG05",5.61,"Thpl",0.2795,0.429166666666667,0.5289
"C11","Thpl",5.89373777387733,"AG05",5.61,"Thpl",0.2795,0.429166666666667,0.5289
"C11","Tshe",3.1828574730947,"AG05",5.61,"Thpl",0.2795,0.429166666666667,0.5289
"C12","Abam",5.3388461174554,"AG05",2.95,"Abam",0.433,0.671166666666667,0.6978
"C12","Thpl",7.97746978720546,"AG05",2.95,"Abam",0.433,0.671166666666667,0.6978
"C12","Tshe",5.21853097280454,"AG05",2.95,"Abam",0.433,0.671166666666667,0.6978
"C13","Abam",4.90170920767165,"AG05",6.155,"Psme",0.6275,1.102,1.2174
"C13","Psme",11.1969189607328,"AG05",6.155,"Psme",0.6275,1.102,1.2174
"C13","Tabr",0.103868907109313,"AG05",6.155,"Psme",0.6275,1.102,1.2174
"C13","Thpl",3.817498459028,"AG05",6.155,"Psme",0.6275,1.102,1.2174
"C13","Tshe",2.24923111431925,"AG05",6.155,"Psme",0.6275,1.102,1.2174
"C14","Abam",3.15971964320101,"AG05",3.495,"Abam",0.343,0.477166666666667,0.508
"C14","Psme",15.0894779222367,"AG05",3.495,"Abam",0.343,0.477166666666667,0.508
"C14","Thpl",2.80098903206922,"AG05",3.495,"Abam",0.343,0.477166666666667,0.508
"C14","Tshe",1.94075813166326,"AG05",3.495,"Abam",0.343,0.477166666666667,0.508
"C15","Abam",7.67802102944692,"AG05",5.97,"Psme",0.6235,0.81,0.8156
"C15","Psme",4.38259243759247,"AG05",5.97,"Psme",0.6235,0.81,0.8156
"C15","Thpl",4.64137327845029,"AG05",5.97,"Psme",0.6235,0.81,0.8156
"C15","Tshe",1.62562497258167,"AG05",5.97,"Psme",0.6235,0.81,0.8156
"C16","Abam",4.4528305953451,"AG05",3.055,"Thpl",0.7555,1.30566666666667,1.4708
"C16","Psme",7.22128058150477,"AG05",3.055,"Thpl",0.7555,1.30566666666667,1.4708
"C16","Tshe",2.00618965265591,"AG05",3.055,"Thpl",0.7555,1.30566666666667,1.4708
"C17","Abam",1.44243085096922,"AG05",2.85,"Abam",0.19,0.2345,0.3674
"C17","Thpl",9.96341972919062,"AG05",2.85,"Abam",0.19,0.2345,0.3674
"C17","Tshe",5.47863913655851,"AG05",2.85,"Abam",0.19,0.2345,0.3674
"C18","Abam",1.15310587553687,"AG05",3.695,"Psme",0.4485,0.778,0.8394
"C18","Psme",11.1969189607328,"AG05",3.695,"Psme",0.4485,0.778,0.8394
"C18","Thpl",5.16328606599116,"AG05",3.695,"Psme",0.4485,0.778,0.8394
"C18","Tshe",1.30109845146585,"AG05",3.695,"Psme",0.4485,0.778,0.8394
"C19","Abam",7.21300248486256,"AG05",2.405,"Abam",0.743,0.879166666666667,0.9097
"C19","Thpl",1.23088385565811,"AG05",2.405,"Abam",0.743,0.879166666666667,0.9097
"C19","Tshe",1.45739268598194,"AG05",2.405,"Abam",0.743,0.879166666666667,0.9097
"C2","Abam",3.42823942128496,"AG05",2.365,"Abam",0.4565,1.04433333333333,1.2056
"C2","Tabr",0.0916088417786784,"AG05",2.365,"Abam",0.4565,1.04433333333333,1.2056
"C2","Thpl",14.6076047330659,"AG05",2.365,"Abam",0.4565,1.04433333333333,1.2056
"C2","Tshe",4.24374189628543,"AG05",2.365,"Abam",0.4565,1.04433333333333,1.2056
"C20","Abam",6.04953720755048,"AG05",3.56,"Abam",0.6375,1.146,1.1499
"C20","Tabr",0.103868907109313,"AG05",3.56,"Abam",0.6375,1.146,1.1499
"C20","Thpl",5.22905530819407,"AG05",3.56,"Abam",0.6375,1.146,1.1499
"C20","Tshe",3.5736323292931,"AG05",3.56,"Abam",0.6375,1.146,1.1499
"C21","Abam",6.14574062858503,"AG05",3.785,"Thpl",0.2325,0.297833333333333,0.3304
"C21","Tabr",0.326325082910006,"AG05",3.785,"Thpl",0.2325,0.297833333333333,0.3304
"C21","Thpl",15.3709332080719,"AG05",3.785,"Thpl",0.2325,0.297833333333333,0.3304
"C21","Tshe",1.25234093348213,"AG05",3.785,"Thpl",0.2325,0.297833333333333,0.3304
"C22","Abam",5.71269564323258,"AG05",2.61,"Tshe",0.9485,1.25116666666667,1.2861
"C22","Tabr",0.921955342067363,"AG05",2.61,"Tshe",0.9485,1.25116666666667,1.2861
"C22","Thpl",9.37113526620933,"AG05",2.61,"Tshe",0.9485,1.25116666666667,1.2861
"C22","Tshe",2.04417936181944,"AG05",2.61,"Tshe",0.9485,1.25116666666667,1.2861
"C23","Abam",2.1401078934968,"AG05",3.275,"Tshe",0.411,0.522166666666667,0.4843
"C23","Tabr",0.213824649984955,"AG05",3.275,"Tshe",0.411,0.522166666666667,0.4843
"C23","Thpl",9.05398363384781,"AG05",3.275,"Tshe",0.411,0.522166666666667,0.4843
"C23","Tshe",1.3671347290443,"AG05",3.275,"Tshe",0.411,0.522166666666667,0.4843
"C24","Abam",33.4180242641225,"AG05",4.56,"Tshe",0.2435,0.212166666666667,0.2537
"C24","Tabr",0.973069054541269,"AG05",4.56,"Tshe",0.2435,0.212166666666667,0.2537
"C24","Thpl",8.49962604817699,"AG05",4.56,"Tshe",0.2435,0.212166666666667,0.2537
"C24","Tshe",2.62294712240865,"AG05",4.56,"Tshe",0.2435,0.212166666666667,0.2537
"C25","Abam",6.61169379698384,"AG05",7.025,"Psme",0.443,0.521166666666667,0.5496
"C25","Tabr",0.833488092942274,"AG05",7.025,"Psme",0.443,0.521166666666667,0.5496
"C25","Thpl",6.83034079169205,"AG05",7.025,"Psme",0.443,0.521166666666667,0.5496
"C25","Tshe",3.633715288793,"AG05",7.025,"Psme",0.443,0.521166666666667,0.5496
"C26","Abam",21.6248545796833,"AG05",3.655,"Thpl",0.82,1.05116666666667,1.2682
"C26","Psme",14.957122623741,"AG05",3.655,"Thpl",0.82,1.05116666666667,1.2682
"C26","Tabr",0.612971850605172,"AG05",3.655,"Thpl",0.82,1.05116666666667,1.2682
"C26","Thpl",9.99578598750423,"AG05",3.655,"Thpl",0.82,1.05116666666667,1.2682
"C26","Tshe",5.15882500442307,"AG05",3.655,"Thpl",0.82,1.05116666666667,1.2682
"C27","Abam",3.5471172872968,"AG05",6.9,"Psme",0.425,0.642833333333333,0.6056
"C27","Tabr",2.02921752680672,"AG05",6.9,"Psme",0.425,0.642833333333333,0.6056
"C27","Thpl",11.5778213620173,"AG05",6.9,"Psme",0.425,0.642833333333333,0.6056
"C27","Tshe",0.905084989517586,"AG05",6.9,"Psme",0.425,0.642833333333333,0.6056
"C28","Abam",22.0271747888836,"AG05",3.015,"Tshe",1.251,1.075,1.231
"C28","Tabr",0.72564507112617,"AG05",3.015,"Tshe",1.251,1.075,1.231
"C28","Thpl",11.2424092223568,"AG05",3.015,"Tshe",1.251,1.075,1.231
"C28","Tshe",0.551302386815205,"AG05",3.015,"Tshe",1.251,1.075,1.231
"C3","Abam",1.04236473449783,"AG05",4.02,"Tshe",0.197,0.203166666666667,0.2049
"C3","Thpl",11.1226595643836,"AG05",4.02,"Tshe",0.197,0.203166666666667,0.2049
"C3","Tshe",7.02999685880932,"AG05",4.02,"Tshe",0.197,0.203166666666667,0.2049
"C30","Abam",4.2494203250068,"AG05",2.425,"Thpl",0.61,0.975666666666667,1.1623
"C30","Thpl",6.74321657342638,"AG05",2.425,"Thpl",0.61,0.975666666666667,1.1623
"C30","Tshe",4.49363988391523,"AG05",2.425,"Thpl",0.61,0.975666666666667,1.1623
"C31","Abam",5.85871686977143,"AG05",2.69,"Tshe",0.431,0.757833333333333,0.9599
"C31","Psme",13.7678413087981,"AG05",2.69,"Tshe",0.431,0.757833333333333,0.9599
"C31","Thpl",10.2355052149364,"AG05",2.69,"Tshe",0.431,0.757833333333333,0.9599
"C31","Tshe",2.47932136026816,"AG05",2.69,"Tshe",0.431,0.757833333333333,0.9599
"C32","Abam",13.5902470760906,"AG05",6.62,"Psme",0.655,0.8315,0.8424
"C32","Tabr",0.378247755492211,"AG05",6.62,"Psme",0.655,0.8315,0.8424
"C32","Thpl",4.36330305869943,"AG05",6.62,"Psme",0.655,0.8315,0.8424
"C32","Tshe",3.36110358627775,"AG05",6.62,"Psme",0.655,0.8315,0.8424
"C33","Abam",12.5789291309919,"AG05",6.275,"Psme",0.5515,1.00616666666667,1.0077
"C33","Tabr",0.385041449605599,"AG05",6.275,"Psme",0.5515,1.00616666666667,1.0077
"C33","Thpl",5.07826671480339,"AG05",6.275,"Psme",0.5515,1.00616666666667,1.0077
"C33","Tshe",1.50046392126265,"AG05",6.275,"Psme",0.5515,1.00616666666667,1.0077
"C34","Abam",11.6155754517319,"AG05",3.06,"Thpl",0.523,0.811833333333333,0.9147
