age_CE,MSF01A_raw,MSF01B_raw,MSF01C_raw,MSF01D_raw,MSF02A_raw,MSF02D_raw,MSF02S1A_raw,MSF02S1B_raw,MSF02B2_raw,MSF03A_raw,MSF03B_raw,MSF04A1_raw,MSF04B_raw,MSF05A_raw,MSF05B_raw,MSF06A2_raw,MSF06A1_raw,MSF06B_raw,MSF07A_raw,MSF07A2_raw,MSF07B_raw,MSF07B2_raw,MSF07C1_raw,MSF07C2_raw,MSF08A1_raw,MSF08B1_raw,MSF30A_raw,MSF30B_raw,MSP30B_raw,MSF31A_raw,MSF31B_raw,MSF32A_raw,MSF32B_raw,MSS02A_raw,MSS03A_raw,MSS03B_raw,MSF01A_raw_outlier_flag,MSF01B_raw_outlier_flag,MSF01C_raw_outlier_flag,MSF01D_raw_outlier_flag,MSF02A_raw_outlier_flag,MSF02D_raw_outlier_flag,MSF02S1A_raw_outlier_flag,MSF02S1B_raw_outlier_flag,MSF02B2_raw_outlier_flag,MSF03A_raw_outlier_flag,MSF03B_raw_outlier_flag,MSF04A1_raw_outlier_flag,MSF04B_raw_outlier_flag,MSF05A_raw_outlier_flag,MSF05B_raw_outlier_flag,MSF06A2_raw_outlier_flag,MSF06A1_raw_outlier_flag,MSF06B_raw_outlier_flag,MSF07A_raw_outlier_flag,MSF07A2_raw_outlier_flag,MSF07B_raw_outlier_flag,MSF07B2_raw_outlier_flag,MSF07C1_raw_outlier_flag,MSF07C2_raw_outlier_flag,MSF08A1_raw_outlier_flag,MSF08B1_raw_outlier_flag,MSF30A_raw_outlier_flag,MSF30B_raw_outlier_flag,MSP30B_raw_outlier_flag,MSF31A_raw_outlier_flag,MSF31B_raw_outlier_flag,MSF32A_raw_outlier_flag,MSF32B_raw_outlier_flag,MSS02A_raw_outlier_flag,MSS03A_raw_outlier_flag,MSS03B_raw_outlier_flag
1918,NA,NA,NA,NA,0.88,0.56,NA,NA,0.53,NA,NA,NA,NA,0.33,0.77,NA,NA,2.93,0.84,1.01,NA,NA,NA,2.62,NA,NA,NA,NA,NA,NA,NA,1.3,1.63,0.53,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1919,NA,NA,NA,NA,1.65,1.57,NA,NA,0.76,NA,NA,NA,NA,0.74,1.17,NA,NA,4.18,1.25,1.46,NA,NA,3.11,3.29,NA,NA,NA,NA,NA,NA,NA,1.78,2.43,0.76,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1920,NA,NA,NA,NA,1.46,1.42,NA,NA,0.68,NA,NA,NA,NA,0.85,1.62,NA,NA,5.17,1.55,1.64,NA,NA,3.31,3.18,NA,NA,NA,NA,NA,NA,NA,2.31,2.88,0.92,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1921,NA,NA,NA,NA,1.6,1.51,NA,NA,0.68,NA,NA,NA,NA,0.79,2.1,NA,NA,4.72,1.14,1.22,NA,NA,3.86,4.03,NA,NA,NA,NA,NA,NA,NA,2.13,2.49,1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1922,NA,NA,NA,NA,1.95,1.33,NA,NA,0.45,NA,NA,NA,NA,0.87,1.47,NA,NA,3.18,1.23,1.19,NA,NA,4.16,4.46,NA,NA,NA,NA,NA,NA,NA,1.94,2.42,0.63,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1923,NA,NA,NA,NA,3.72,1.21,NA,NA,1.01,NA,NA,NA,NA,1.12,2.56,NA,NA,6.48,1.32,1.66,NA,NA,4.84,4.7,NA,NA,NA,NA,NA,NA,NA,2.13,2.81,0.85,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1924,NA,NA,NA,NA,3.01,1.09,NA,NA,1.27,NA,NA,NA,NA,0.78,2.21,NA,NA,3.2,1.25,1.17,NA,NA,4.85,5.18,NA,NA,NA,NA,NA,NA,NA,1.42,2.07,0.55,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1925,NA,NA,NA,NA,2.54,1.74,NA,NA,1.06,NA,NA,NA,NA,1.21,3.02,4.08,NA,3.93,1.75,1.67,NA,NA,4.05,4.36,NA,NA,NA,NA,NA,NA,NA,1.68,2.63,0.84,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1926,NA,NA,NA,NA,1.77,1.72,NA,NA,0.89,NA,NA,NA,NA,1.29,3.22,3.85,NA,4.07,1.31,1.35,NA,NA,2.33,2.49,NA,NA,NA,NA,NA,NA,NA,1.55,2.53,0.81,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1927,NA,NA,NA,NA,1.29,1.26,NA,NA,0.68,NA,NA,NA,NA,1.51,3.1,3.82,NA,5.4,1.72,1.89,NA,NA,2.25,2.41,NA,NA,NA,NA,NA,NA,NA,1.35,2,0.61,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1928,NA,NA,NA,NA,1.09,1.16,NA,NA,0.52,NA,NA,NA,NA,1.29,2.52,4.32,NA,4.98,1.46,1.51,NA,NA,2.09,2.11,NA,NA,NA,4.87,NA,NA,NA,1.22,2.61,1.01,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1929,NA,NA,NA,NA,1.15,1.48,NA,NA,0.47,NA,NA,NA,NA,1.29,3.07,5.26,NA,5.09,1.76,1.67,NA,NA,2.66,2.88,NA,NA,NA,5.01,NA,NA,NA,1.42,2.42,0.99,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1930,NA,NA,NA,NA,1.34,1.4,NA,NA,0.6,NA,NA,NA,NA,1.21,2.95,4.42,NA,3.52,1.65,1.69,NA,NA,2.57,2.26,NA,NA,NA,4.71,NA,NA,NA,1.42,1.93,0.83,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1931,NA,NA,NA,NA,1.94,1.4,NA,NA,0.7,NA,NA,NA,NA,1.95,2.88,5.47,NA,4.56,2.08,2.09,NA,NA,3.87,3.84,NA,NA,NA,6.09,NA,2.95,NA,1.8,2.5,1.09,NA,2.14,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE
1932,NA,NA,NA,NA,1.63,1.27,NA,NA,0.52,NA,NA,NA,NA,1.87,2.75,4.25,NA,4.35,1.71,1.61,3.89,NA,2.54,2.56,NA,NA,NA,4.16,NA,1.74,NA,1.89,2.58,1.01,NA,1.94,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE
1933,NA,NA,NA,NA,1.84,1.23,NA,NA,0.8,NA,NA,NA,NA,1.81,2.7,4.34,NA,3.81,1.65,1.69,6.09,NA,2.15,2.23,NA,NA,NA,3.89,NA,1.25,NA,1.85,2.39,1.18,NA,1.92,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE
1934,NA,NA,NA,NA,3.1,1.22,3.1,2.2,0.92,NA,NA,NA,NA,2.21,3.91,5.36,NA,5.01,1.9,1.95,12.32,NA,4.12,4.17,NA,NA,NA,6.03,NA,2.09,NA,2.11,2.7,1.27,NA,2.21,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE
1935,NA,NA,NA,NA,2.94,1.75,4.01,2.3,0.81,NA,NA,NA,NA,2.15,4.84,5.23,NA,4.6,1.77,1.84,8.99,NA,3.58,3.54,NA,NA,NA,4.13,NA,2.34,NA,2.24,2.29,1.22,NA,2.78,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE
1936,NA,NA,NA,NA,1.58,1.03,2.77,1.54,0.77,NA,NA,NA,NA,2.28,4.65,6.57,NA,4.69,1.71,1.66,5.18,NA,3.18,3.12,NA,NA,NA,4.23,NA,2.93,NA,2.43,3.4,1.59,NA,2.72,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE
1937,NA,NA,NA,NA,0.88,0.77,2.13,1.21,0.31,NA,NA,NA,NA,1.61,2.74,4.61,NA,3.5,1.35,1.46,3.27,NA,2.41,2.33,6.55,NA,NA,2.68,NA,1.79,NA,1.79,2.08,0.63,NA,1.47,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE
1938,NA,NA,NA,NA,0.89,0.75,3.09,3.09,0.3,NA,NA,NA,NA,6.4,3.11,9.1,NA,5,3.22,1.91,4.38,NA,8.8,8.86,9.26,NA,NA,3.88,NA,0.83,9.66,1.53,2.29,1.64,NA,2.34,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,TRUE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,TRUE,NA,NA,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE
1939,NA,NA,NA,NA,1.35,0.74,1.6,3.04,0.54,NA,NA,NA,NA,7.46,4.02,7.3,NA,5.62,1.59,1.41,2.6,NA,6.2,6.02,4.01,NA,NA,3.82,NA,1.78,10.8,1.3,3.27,1.36,NA,1.96,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE
1940,NA,NA,NA,NA,1.17,0.45,1.49,1.75,0.46,NA,NA,NA,NA,2.93,2.13,3.47,NA,3.73,0.88,0.81,2.16,NA,2.37,2.74,3.61,NA,NA,2.34,NA,1.79,6.96,1.43,3,0.74,NA,0.84,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1941,NA,NA,NA,NA,1.28,0.71,1.79,1.57,0.82,NA,NA,NA,NA,2.87,2.16,4.29,NA,3.78,1.13,1.25,2.31,NA,4.12,4.22,6.26,6.38,NA,2.75,NA,2.02,5.47,1.88,2.06,0.64,NA,1.1,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1942,NA,NA,NA,NA,1.24,0.65,1.93,1.24,1.05,NA,NA,NA,NA,2.3,1.94,5.06,NA,3.33,1.1,1.08,1.83,NA,2.54,2.52,7.05,3.9,NA,2.98,NA,1.71,3.87,1.73,1.81,0.88,NA,1.7,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1943,NA,NA,NA,NA,1.05,1.01,2.01,1.17,0.71,NA,NA,NA,NA,2.56,2.24,5.51,5.5,3,0.95,0.9,1.74,NA,1.5,1.35,7.3,4.37,NA,3.25,NA,3.23,1.86,1.52,2.59,0.7,NA,1.31,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1944,2.12,4.08,NA,NA,1.12,0.92,1.73,0.69,0.61,NA,NA,NA,NA,2.25,1.82,5.39,5.37,3.78,0.94,0.98,1.68,NA,1.34,1.34,6.79,5.29,NA,2.61,NA,3.33,3.84,1.58,2.08,0.62,NA,1.31,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1945,2.78,4.22,NA,NA,1.1,0.76,1.87,0.83,0.5,NA,NA,NA,NA,1.61,1.5,4.07,4.08,3,0.83,0.76,1.83,NA,1.47,1.47,5.55,4.26,NA,1.79,NA,2.92,4.99,1.63,2.02,0.54,NA,1.52,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1946,3.88,5.35,NA,NA,1.77,1.52,1.88,1.37,0.86,NA,NA,NA,NA,1.4,1.86,4.17,4.16,3.11,0.75,0.87,1.41,NA,1.74,1.76,5.36,5.15,NA,1.82,NA,2.72,3.45,1.6,1.7,0.58,NA,1.34,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1947,5.43,6.25,NA,NA,1.49,0.93,2.65,1.51,0.87,NA,NA,NA,NA,1.72,2.36,5.7,5.62,3.25,0.64,0.74,1.46,NA,2.89,2.75,7.52,8.09,NA,2.37,NA,3.81,6.97,1.46,2.07,0.95,NA,1.36,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1948,6.41,5.91,NA,NA,1.55,0.96,2.22,1.53,0.81,NA,NA,NA,NA,1.54,1.97,4.3,4.27,2.45,0.96,0.96,1.62,NA,3.81,3.8,5.54,5.96,NA,2.24,NA,3.3,6.33,1.61,2.42,0.93,NA,1.35,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1949,9.39,7.27,NA,7.07,1.11,1.37,5.49,2.38,0.22,NA,NA,NA,NA,1.82,1.81,4.38,4.44,2.46,0.99,1,1.7,4.46,5.33,5.5,6.47,7.41,NA,2.72,NA,2.93,4.95,2.16,2.56,0.74,NA,1.89,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1950,7.01,6.53,NA,6.68,0.97,1.2,3.79,1.65,0.43,NA,NA,NA,NA,1.87,2.43,5.31,5.36,2.42,1.03,1.14,1.96,4.11,3.96,4.4,7.06,5.53,NA,3.08,NA,2.25,3.16,2.06,2.74,0.77,NA,1.73,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1951,6.47,6.55,NA,5.36,1.54,2.95,2.32,1.65,0.71,NA,NA,NA,NA,2.04,2.11,6.12,6.11,2.63,1.04,1.1,1.95,4.21,3.54,NA,5.88,6.86,NA,3.68,NA,2.89,5.71,1.74,2.21,1.07,NA,2.61,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1952,6.82,7.02,NA,5.99,1.22,2,2.05,2.23,0.75,NA,NA,NA,17.3,2.8,3.57,7,7.05,3.26,1.24,0.86,2.34,4.79,4.26,NA,7.36,7.27,NA,5,NA,2.96,6.45,2.4,3.11,1.41,NA,2.82,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1953,10.31,6.87,NA,6.53,0.95,1.54,2.48,1.62,0.8,NA,NA,NA,8.18,1.86,1.86,4.53,4.59,1.99,0.92,0.82,1.24,3.36,2.5,NA,5.22,5.4,2.9,2.51,NA,2.65,3.54,1.69,2.26,0.88,NA,2.05,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1954,8.12,4.91,NA,6.66,0.96,2.17,3.28,1.99,1.2,NA,NA,10.83,6.27,2.35,2.98,6.83,6.88,3.09,0.95,1.1,1.5,3.4,2.07,NA,5.29,5.32,3.41,2.77,NA,3.62,4.92,1.82,2.43,1.63,NA,2.04,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1955,7.04,6.24,NA,6.63,1.32,1.88,3.43,1.96,1.9,NA,NA,9.63,6.37,2.5,3.21,7.91,7.91,3.15,1.17,1.22,1.66,3.61,2.38,NA,4.76,5.36,3.2,3.77,NA,3.46,4.38,1.82,2.8,1.1,NA,1.65,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1956,6.39,5.27,NA,5.47,1.24,2.7,3.12,1.87,1.16,NA,NA,7.99,7.56,2.63,2.99,6.85,6.69,3.19,1.34,1.36,1.96,4.25,3.98,NA,4.79,4.46,3.14,3.33,NA,3.81,4.13,1.6,2.51,1.15,NA,2.38,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1957,9.36,7.43,5.78,6.46,1.83,3.52,2.35,1.92,2.45,NA,NA,7.85,8.12,2.38,2.55,5.87,6.01,2.92,1.14,0.92,1.62,4.46,4.92,NA,5.37,4.99,2.88,3.15,NA,3.23,3.17,1.64,2.36,0.88,NA,2.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1958,9.47,8.83,6.26,6.82,1.45,1.46,2.7,1.74,1.79,NA,NA,6.21,8.22,2.37,1.96,7.25,7.23,4.11,1.62,1.25,1.95,6.27,6.41,NA,5.57,5.37,3.31,3.61,5.13,4.8,3.3,1.79,2.41,1.23,NA,2.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1959,11.12,9,7.64,7.46,1.3,2.06,2.77,1.74,1.45,NA,NA,6.42,8.05,2.04,1.93,6.01,6.26,4.16,1.06,0.98,2.11,6.7,7.03,NA,4.87,5.15,3.11,3.58,6.04,4.36,2.24,2.13,2.81,1.06,NA,1.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1960,9.28,7.93,7.59,6.98,1.22,2,2.25,1.87,1.65,NA,NA,7.34,5.92,1.61,1.57,4.84,4.89,3.93,1.13,1.1,2.1,5.94,6.11,NA,4.33,4.85,2.15,2.87,6.08,3.48,1.62,1.62,2.3,0.8,NA,1.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1961,7.2,7.87,7.33,6.64,1.21,1.96,2.43,1.23,2.24,NA,NA,6.6,6.49,1.63,1.62,5.35,5.33,4.29,1.3,1.22,2.26,6.59,6,NA,3.62,4.32,2.21,3.57,5.66,4.18,2.18,1.96,3.38,0.66,NA,1.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1962,8.17,8.57,7.44,6.13,1.19,2.13,2.54,1.93,2.21,NA,NA,9.2,7.75,1.9,2.3,6.36,6.37,6.2,0.96,1.09,2.21,7.77,6.97,NA,4.55,6.39,2.63,3.61,6.82,5.79,1.96,2.22,3.66,1.03,NA,1.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
