age_CE,MSF01A_raw,MSF01B_raw,MSF01C_raw,MSF01D_raw,MSF02A_raw,MSF02D_raw,MSF02S1A_raw,MSF02S1B_raw,MSF02B2_raw,MSF03A_raw,MSF03B_raw,MSF04A1_raw,MSF04B_raw,MSF05A_raw,MSF05B_raw,MSF06A2_raw,MSF06A1_raw,MSF06B_raw,MSF07A_raw,MSF07A2_raw,MSF07B_raw,MSF07B2_raw,MSF07C1_raw,MSF07C2_raw,MSF08A1_raw,MSF08B1_raw,MSF30A_raw,MSF30B_raw,MSP30B_raw,MSF31A_raw,MSF31B_raw,MSF32A_raw,MSF32B_raw,MSS02A_raw,MSS03A_raw,MSS03B_raw,MSF01A_raw_outlier_flag,MSF01B_raw_outlier_flag,MSF01C_raw_outlier_flag,MSF01D_raw_outlier_flag,MSF02A_raw_outlier_flag,MSF02D_raw_outlier_flag,MSF02S1A_raw_outlier_flag,MSF02S1B_raw_outlier_flag,MSF02B2_raw_outlier_flag,MSF03A_raw_outlier_flag,MSF03B_raw_outlier_flag,MSF04A1_raw_outlier_flag,MSF04B_raw_outlier_flag,MSF05A_raw_outlier_flag,MSF05B_raw_outlier_flag,MSF06A2_raw_outlier_flag,MSF06A1_raw_outlier_flag,MSF06B_raw_outlier_flag,MSF07A_raw_outlier_flag,MSF07A2_raw_outlier_flag,MSF07B_raw_outlier_flag,MSF07B2_raw_outlier_flag,MSF07C1_raw_outlier_flag,MSF07C2_raw_outlier_flag,MSF08A1_raw_outlier_flag,MSF08B1_raw_outlier_flag,MSF30A_raw_outlier_flag,MSF30B_raw_outlier_flag,MSP30B_raw_outlier_flag,MSF31A_raw_outlier_flag,MSF31B_raw_outlier_flag,MSF32A_raw_outlier_flag,MSF32B_raw_outlier_flag,MSS02A_raw_outlier_flag,MSS03A_raw_outlier_flag,MSS03B_raw_outlier_flag
1866,NA,NA,NA,NA,NA,NA,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1867,NA,NA,NA,NA,NA,NA,NA,NA,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1868,NA,NA,NA,NA,NA,NA,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1869,NA,NA,NA,NA,2.46,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,NA,1.04,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1870,NA,NA,NA,NA,1.78,NA,NA,NA,1.54,NA,NA,NA,NA,2.98,NA,NA,NA,NA,3.85,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,NA,1.13,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1871,NA,NA,NA,NA,1.09,NA,NA,NA,0.85,NA,NA,NA,NA,2.08,2.6,NA,NA,NA,2.46,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,NA,0.73,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1872,NA,NA,NA,NA,1.07,NA,NA,NA,1.71,NA,NA,NA,NA,1.92,2.31,NA,NA,NA,2.57,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,NA,0.78,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1873,NA,NA,NA,NA,1.34,NA,NA,NA,1.14,NA,NA,NA,NA,2.1,3.19,NA,NA,NA,2.56,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,NA,0.9,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1874,NA,NA,NA,NA,1.55,NA,NA,NA,1.79,NA,NA,NA,NA,1.89,2.49,NA,NA,NA,3.35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15,NA,0.98,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1875,NA,NA,NA,NA,1.69,2.75,NA,NA,1.46,NA,NA,NA,NA,2.35,3.36,NA,NA,NA,2.82,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,NA,1.57,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1876,NA,NA,NA,NA,1.2,3.05,NA,NA,2.33,NA,NA,NA,NA,1.46,2.03,NA,NA,NA,2.21,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,NA,1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1877,NA,NA,NA,NA,2.16,2.45,NA,NA,2.2,NA,NA,NA,NA,2.61,3.79,NA,NA,NA,3.09,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,NA,1.58,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1878,NA,NA,NA,NA,2.02,2.11,NA,NA,1.92,NA,NA,NA,NA,2.72,3.32,NA,NA,NA,2.63,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,NA,1.16,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1879,NA,NA,NA,NA,2.32,1.55,NA,NA,2.09,NA,NA,NA,NA,2.99,2.8,NA,NA,NA,2.06,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39,NA,1.07,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1880,NA,NA,NA,NA,2.82,2.54,NA,NA,2.6,NA,NA,NA,NA,3.34,3.5,NA,NA,NA,1.59,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,NA,0.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1881,NA,NA,NA,NA,2.97,2.29,NA,NA,2.81,NA,NA,NA,NA,3.22,3.29,NA,NA,NA,1.93,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,0.74,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1882,NA,NA,NA,NA,2.01,1.56,NA,NA,1.37,NA,NA,NA,NA,2.1,1.95,NA,NA,NA,1.7,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.53,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1883,NA,NA,NA,NA,1.82,1.51,NA,NA,1.19,NA,NA,NA,NA,2.41,2.21,NA,NA,NA,1.67,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,0.44,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1884,NA,NA,NA,NA,1.88,1.76,NA,NA,1.18,NA,NA,NA,NA,3.2,2.94,NA,NA,NA,2.74,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,NA,0.65,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1885,NA,NA,NA,NA,1.84,1.64,NA,NA,1.86,NA,NA,NA,NA,2.87,3.25,NA,NA,NA,2.13,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,1.29,1.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1886,NA,NA,NA,NA,1.33,1.84,NA,NA,1.83,NA,NA,NA,NA,1.97,1.71,NA,NA,NA,1.59,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1.19,0.84,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1887,NA,NA,NA,NA,1.36,1.17,NA,NA,1.26,NA,NA,NA,NA,2.01,2.06,NA,NA,NA,1.34,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,1.15,1.63,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1888,NA,NA,NA,NA,3.22,3.64,NA,NA,3.41,NA,NA,NA,NA,2.41,2.61,NA,NA,NA,1.91,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,2.33,2.02,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA
1889,NA,NA,NA,NA,3.55,3.35,NA,NA,2.23,NA,NA,NA,NA,1.13,1.7,NA,NA,NA,1.61,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,1.46,1.71,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1890,NA,NA,NA,NA,5.47,4.1,NA,NA,4.15,NA,NA,NA,NA,1.61,2.43,NA,NA,NA,2.78,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,1.46,1.81,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1891,NA,NA,NA,NA,2.99,2.64,NA,NA,3.15,NA,NA,NA,NA,1.64,2.45,NA,NA,NA,2.46,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,1.21,0.68,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1892,NA,NA,NA,NA,0.9,0.98,NA,NA,1.13,NA,NA,NA,NA,1.31,1.67,NA,NA,NA,2.16,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.56,0.32,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1893,NA,NA,NA,NA,0.5,0.82,NA,NA,0.68,NA,NA,NA,NA,2.13,2.18,NA,NA,NA,2.54,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,2.06,0.46,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1894,NA,NA,NA,NA,0.37,0.4,NA,NA,0.46,NA,NA,NA,NA,2.48,2.13,NA,NA,NA,3.24,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,2.35,0.53,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1895,NA,NA,NA,NA,1.09,0.47,NA,NA,1.11,NA,NA,NA,NA,2.75,2.46,NA,NA,NA,3.59,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,2.85,0.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1896,NA,NA,NA,NA,0.53,0.26,NA,NA,0.35,NA,NA,NA,NA,1.79,1.56,NA,NA,NA,2.47,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,2.06,0.44,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1897,NA,NA,NA,NA,1.04,0.34,NA,NA,0.45,NA,NA,NA,NA,2.33,2.43,NA,NA,NA,2.93,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,2.47,0.64,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1898,NA,NA,NA,NA,1.34,0.96,NA,NA,0.63,NA,NA,NA,NA,2.39,3.57,NA,NA,NA,2.87,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,2.75,1.18,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1899,NA,NA,NA,NA,2.29,1.31,NA,NA,0.73,NA,NA,NA,NA,1.91,3.65,NA,NA,NA,2.27,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,2.68,1.04,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1900,NA,NA,NA,NA,3.5,2.44,NA,NA,1.02,NA,NA,NA,NA,2.05,4.76,NA,NA,NA,2.47,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,3.76,0.85,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1901,NA,NA,NA,NA,1.77,1.09,NA,NA,0.53,NA,NA,NA,NA,2.58,6.06,NA,NA,NA,2.64,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,3.96,1.13,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1902,NA,NA,NA,NA,1.12,1.29,NA,NA,1.05,NA,NA,NA,NA,2.61,4.95,NA,NA,NA,2.68,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2.87,1.11,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1903,NA,NA,NA,NA,0.89,0.72,NA,NA,0.72,NA,NA,NA,NA,2.8,4.71,NA,NA,NA,2.49,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,2.39,1.34,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1904,NA,NA,NA,NA,1.12,0.72,NA,NA,0.67,NA,NA,NA,NA,2.18,2.37,NA,NA,NA,1.91,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,1.22,1.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1905,NA,NA,NA,NA,0.53,0.35,NA,NA,0.32,NA,NA,NA,NA,1.81,1.94,NA,NA,NA,1.01,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.22,0.99,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1906,NA,NA,NA,NA,0.56,0.34,NA,NA,0.56,NA,NA,NA,NA,1.82,1.58,NA,NA,NA,1.17,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.51,1.23,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1907,NA,NA,NA,NA,0.19,0.22,NA,NA,0.27,NA,NA,NA,NA,2.23,1.85,NA,NA,NA,2.15,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,1.47,1.25,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1908,NA,NA,NA,NA,0.02,0.04,NA,NA,0.14,NA,NA,NA,NA,1.25,0.91,NA,NA,NA,1.28,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.72,0.97,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1909,NA,NA,NA,NA,0.08,0.02,NA,NA,0.2,NA,NA,NA,NA,0.78,0.62,NA,NA,NA,0.94,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.87,0.84,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1910,NA,NA,NA,NA,0.17,0.1,NA,NA,0.45,NA,NA,NA,NA,0.74,0.76,NA,NA,NA,0.97,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,1.23,0.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1911,NA,NA,NA,NA,0.13,0.07,NA,NA,0.27,NA,NA,NA,NA,0.59,0.59,NA,NA,NA,0.87,0.86,NA,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,0.47,0.9,0.35,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1912,NA,NA,NA,NA,0.29,0.12,NA,NA,0.5,NA,NA,NA,NA,0.85,1.01,NA,NA,NA,1.24,1.42,NA,NA,NA,2.26,NA,NA,NA,NA,NA,NA,NA,0.29,1.84,0.58,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1913,NA,NA,NA,NA,0.51,0.33,NA,NA,0.42,NA,NA,NA,NA,1,0.84,NA,NA,NA,1.71,1.87,NA,NA,NA,11.94,NA,NA,NA,NA,NA,NA,NA,1,3.67,0.92,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1914,NA,NA,NA,NA,0.67,0.37,NA,NA,0.46,NA,NA,NA,NA,1.01,0.86,NA,NA,NA,1.62,1.78,NA,NA,NA,8.82,NA,NA,NA,NA,NA,NA,NA,1.52,4.03,1.26,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1915,NA,NA,NA,NA,0.67,0.51,NA,NA,0.25,NA,NA,NA,NA,1.02,0.86,NA,NA,13.26,1.56,1.61,NA,NA,NA,7.29,NA,NA,NA,NA,NA,NA,NA,1.41,2.9,1.32,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1916,NA,NA,NA,NA,0.56,0.34,NA,NA,0.29,NA,NA,NA,NA,1.03,1,NA,NA,8.77,1.45,1.85,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,1.58,2.73,1.13,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1917,NA,NA,NA,NA,0.95,0.49,NA,NA,0.52,NA,NA,NA,NA,0.75,0.94,NA,NA,4.89,1.2,1.29,NA,NA,NA,5.09,NA,NA,NA,NA,NA,NA,NA,1.61,2.9,0.88,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
