# Great Salt Lake, Utah 576 Year Water Level Reconstruction
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:16439
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/treering/reconstructions/northamerica/usa/utah/great-salt-lake2014level.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
#--------------------
# Contribution_Date
#	Date: 2014-05-16
#--------------------
# Title
#	Study_Name: Great Salt Lake, Utah 576 Year Water Level Reconstruction
#--------------------
# Investigators
#       Investigators: DeRose, R.J.; Wang, S.-Y.; Buckley, B.M.; Bekker, M.F. 
#--------------------
# Description_and_Notes
#	Description: Reconstruction of Great Salt Lake water level from 1429 to 2005 AD, based on a network of seven tree-ring chronologies 
#	and on the observed Great Salt Lake (GSL) first-differenced water year (September-August) level (cm) for the period 1876-2005.  
#	The seven tree-ring chronologies are included in the International Tree-Ring Data Bank, site codes UT532-UT538. 
#--------------------
# Publication 
#       Authors: R. Justin DeRose, Shih-Yu Wang, Brendan M. Buckley, and Matthew F. Bekker 
#       Published_Date_or_Year: 2014-04-29      
#       Published_Title: Tree-ring reconstruction of the level of Great Salt Lake, USA 
#       Journal_Name: The Holocene
#       Volume: 
#       Edition: 
#       Issue: 
#       Pages: 
#       DOI: 10.1177/0959683614530441 
#       Online_Resource: http://hol.sagepub.com/content/early/2014/04/29/0959683614530441.abstract
#       Full_Citation: 
#       Abstract: Utah's Great Salt Lake (GSL) is a closed-basin remnant of the larger Pleistocene-age Lake Bonneville. The modern instrumental record of the GSL-level (i.e. elevation) change is strongly modulated by Pacific Ocean coupled ocean/atmospheric oscillations at low frequency, and therefore reflects the decadal-scale wet/dry cycles that characterize the region. A within-basin network of seven tree-ring chronologies was developed to reconstruct the GSL water year (September-August) level, based upon the instrumental record of GSL level from 1876 to 2005. The result was a 576-year reconstruction of the GSL level that extends from 1429 to 2005; all calibration-verification tests commonly used in dendroclimatology were passed. The reconstruction explains 48% of the variance in the instrumental GSL level and exhibits significant periodicity at sub-decadal scales over the past six centuries. Meanwhile, predominance of multi-decadal periodicity in the early half of the record shifted to quasi-decadal dominance in the latter half, and this is consistent with that of proxy reconstructions of the Pacific Decadal Oscillation. The GSL-level reconstruction is a crucial component to improving our insight into the possible controls of coupled ocean-atmosphere interactions on precipitation delivery. 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Wasatch Dendroclimatology Research (WADR) Group
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Great Salt Lake
#       Location: North America>United States Of America>Utah
#	Country: United States Of America
#	Northernmost_Latitude: 41.8333
# 	Southernmost_Latitude: 40.6667 
# 	Easternmost_Longitude: -111.8333
# 	Westernmost_Longitude: -113.1667 
# 	Elevation: 1282 m  
#------------------
# Data_Collection   
#	Collection_Name: GSL2014level
#	Earliest_Year: 1429
#	Most_Recent_Year: 2005
#	Time_Unit: AD
#	Core_Length: m
#	Notes: 
#------------------
# Chronology: 
# 
#
#
# 	
#----------------	
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	age, , , water year AD, September-August, , , ,N
##water_level	Water Level, , , cm, water year,reconstruction, first difference, tree rings,N 
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
age_AD	water_level
1687	4.646
1688	62.826
1689	35.187
1690	-6.975
1691	-16.366
1692	1.96
1693	1.825
1694	-4.151
1695	-21.542
1696	14.759
1697	47.116
1698	21.587
1699	40.059
1700	38.523
1701	11.997
1702	13.736
1703	9.938
1704	-32.881
1705	-37.904
1706	-18.125
1707	-45.615
1708	-24.146
1709	-28.691
1710	-22.102
1711	3.449
1712	-4.262
1713	-34.224
1714	-34.426
1715	-32.516
1716	-29.663
1717	-12.008
1718	-13.592
1719	-11.733
1720	-1.795
1721	0.113
1722	-59.787
1723	1.543
1724	17.579
1725	22.796
1726	42.649
1727	38.64
1728	21.491
1729	-37.516
1730	-61.018
1731	-1.28
1732	16.481
1733	24.005
1734	13.34
1735	-26.987
1736	-69.527
1737	-11.217
1738	10.186
1739	9.229
1740	27.635
1741	34.148
1742	38.499
1743	-6.546
1744	-21.502
1745	-6.243
1746	49.949
1747	68.551
1748	42.607
1749	17.205
1750	19.981
1751	5.781
1752	-4.449
1753	-19.386
1754	-5.279
1755	3.083
1756	-39.459
1757	-71.601
1758	-30.049
1759	-16.894
1760	-26.085
1761	6.484
1762	-10.061
1763	-31.521
1764	-27.365
1765	-17.796
1766	-23.1
1767	22.717
1768	28.193
1769	26.934
1770	12.637
1771	-16.958
1772	18.754
1773	-12.495
1774	0.59
1775	36.371
1776	68.806
1777	28.278
1778	-19.135
1779	-12.179
1780	1.217
1781	-29.148
1782	-52.219
1783	-54.256
1784	-27.575
1785	11.706
1786	7.593
1787	-0.061
1788	16.416
1789	13.705
1790	53.298
1791	74.966
1792	75.065
1793	55.609
1794	-31.197
1795	-48.666
1796	-43.041
1797	-5.127
1798	-13.99
1799	-13.278
1800	32.416
1801	-34.666
1802	1.584
1803	-14.388
1804	-22.489
1805	-35.327
1806	-5.134
1807	-12.785
1808	-13.414
1809	-23.998
1810	16.758
1811	48.029
1812	27.873
1813	-41.989
1814	-46.356
1815	-8.562
1816	26.215
1817	1.02
1818	11.502
1819	9.815
1820	22.385
1821	36.509
1822	15.848
1823	-42.103
1824	-38.545
1825	-41.824
1826	24.103
1827	33.817
1828	14.487
1829	3.894
1830	-11.827
1831	-20.238
1832	11.746
1833	49.785
1834	-9.364
1835	-28.033
1836	23.769
1837	38.181
1838	54.814
1839	42.098
1840	17.099
1841	25.91
1842	-14.126
1843	-21.951
1844	-4.249
1845	-34.726
1846	-81.751
1847	-58.416
1848	-9.4
1849	28.294
1850	39.372
1851	-13.887
1852	-10.608
1853	23.487
1854	43.16
1855	-7.1
1856	-41.208
1857	-25.459
1858	-11.343
1859	7.093
1860	30.877
1861	24.624
1862	-9.393
1863	-6.281
1864	-44.794
1865	-2.888
1866	40.333
1867	61.721
1868	62.135
1869	67.322
1870	30.546
1871	-32.847
1872	-50.698
1873	-8.896
1874	2.094
1875	-16.017
1876	-12.405
1877	-2.777
1878	-17.028
1879	-45.349
1880	-30.752
1881	24.429
1882	-16.868
1883	-37.143
1884	4.525
1885	53.069
1886	39.639
1887	-4.881
1888	-21.378
1889	-67.239
1890	-48.893
1891	37.798
1892	15.703
1893	-24.623
1894	-25.749
1895	1.808
1896	16.654
1897	17.743
1898	8.189
1899	-2.953
1900	-5.285
1901	-31.683
1902	-18.007
1903	-6.501
1904	-3.341
1905	7.462
1906	22.689
1907	63.302
1908	59.098
1909	24.032
1910	23.256
1911	1.168
1912	-2.478
1913	41.332
1914	56.23
1915	6.931
1916	-14.924
1917	-6.633
1918	0.968
1919	-20.43
1920	-3.066
1921	27.761
1922	18.469
1923	10.408
1924	7.159
1925	-28.044
1926	9.278
1927	12.012
1928	-0.039
1929	-9.374
1930	-1.141
1931	-26.848
1932	-68.243
1933	-52.701
1934	-62.942
1935	-86.379
1936	1.151
1937	18.279
1938	26.626
1939	-3.796
1940	-46.131
1941	-11.876
1942	11.478
1943	4.577
1944	-13.028
1945	-19.955
1946	4.804
1947	27.582
1948	20.102
1949	-16.893
1950	15.298
1951	18.303
1952	26.534
1953	-6.573
1954	-17.531
1955	-31.828
1956	-12.946
1957	6.45
1958	10.424
1959	-18.979
1960	-46.773
1961	-39.137
1962	-6.776
1963	55.848
1964	24.491
1965	27.112
1966	32.368
1967	12.618
1968	2.193
1969	-3.552
1970	-15.508
1971	-24.609
1972	5.75
1973	12.718
1974	-6.136
1975	-29.232
1976	-0.186
1977	-17.655
1978	-44.586
1979	28.822
1980	11.174
1981	4.837
1982	-3.165
1983	54.16
1984	60.552
1985	56.595
1986	63.949
1987	33.19
1988	-32.455
1989	-40.239
1990	-25.613
1991	-23.67
1992	4.03
1993	6.74
1994	2.973
1995	-13.617
1996	20.08
1997	26.802
1998	39.265
1999	28.041
2000	18.923
2001	-21.233
2002	-65.817
2003	-61.014
2004	-15.745
2005	12.393
