# Weber River, Utah 576 Year Streamflow Reconstruction
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:16416
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/treering/reconstructions/northamerica/usa/utah/weber2014flow.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
#--------------------
# Contribution_Date
#	Date: 2014-05-09
#--------------------
# Title
#	Study_Name: Weber River, Utah 576 Year Streamflow Reconstruction
#--------------------
# Investigators
#       Investigators: Bekker, M.F.; DeRose, R.J.; Buckley, B.M.; Kjelgren, R.K.; Gill, N.S. 
#--------------------
# Description_and_Notes
#	Description: Weber River streamflow reconstructed for the past 576 years.  Reconstruction based on
#	pinyon pine and Douglas-fir tree ring chronologies from just east of the crest of the Wasatch Mountains 
#	(Tanner Ridge, TNR and Rattlesnake Mountain, RSM) and from the rain shadow of the Wasatch Range 
#	and south of the Uinta Mountains (Well's Draw Update, WED and Harmon Canyon, HAR).  All collections 
#	are now included in the International Tree-Ring Data Bank (UT528, UT530, UT533, UT534). Multiple linear 
#	regression was used to model and reconstruct streamflow from the tree-ring series, and principal components 
#	analysis to extract the major modes of variability from the chronologies. 
#
# 
#--------------------
# Publication 
#       Authors: Matthew F. Bekker, R. Justin DeRose, Brendan M. Buckley, Roger K. Kjelgren, and Nathan S. Gill 
#       Published_Date_or_Year: 2014-04-30 
#       Published_Title: A 576-Year Weber River Streamflow Reconstruction from Tree Rings for Water Resource Risk Assessment in the Wasatch Front, Utah
#       Journal_Name: Journal of the American Water Resources Association 
#       Volume: 
#       Edition: 
#       Issue: 
#       Pages: 
#       DOI: 10.1111/jawr.12191
#       Online_Resource: http://onlinelibrary.wiley.com/doi/10.1111/jawr.12191/abstract
#       Full_Citation: 
#       Abstract: We present a 576-year tree-ring-based reconstruction of streamflow for northern Utah's Weber River that exhibits considerable interannual and decadal-scale variability. While the 20th Century instrumental period includes several extreme individual dry years, it was the century with the fewest such years of the entire reconstruction. Extended droughts were more severe in duration, magnitude, and intensity prior to the instrumental record, including the most protracted drought of the record, which spanned 16 years from 1703 to 1718. Extreme wet years and periods are also a regular feature of the reconstruction. A strong early 17th Century pluvial exceeds the early 20th Century pluvial in magnitude, duration, and intensity, and dwarfs the 1980s wet period that caused significant flooding along the Wasatch Front. The long-term hydroclimatology of northern Utah is marked by considerable uncertainty; hence, our reconstruction provides water managers with a more complete record of water resource variability for assessment of the risk of droughts and floods for one of the largest and most rapidly growing population centers in the Intermountain West.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Brigham Young University
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Charles Redd Center for Western Studies
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US Bureau of Reclamation
#       Grant: WaterSmart R13AC80039
#------------------
# Site_Information 
#       Site_Name: Weber River USGS10128500
#       Location: North America>United States Of America>Utah
#	Country: USA
#	Northernmost_Latitude: 40.7372
# 	Southernmost_Latitude: 40.7372 
# 	Easternmost_Longitude: -111.2472
# 	Westernmost_Longitude: -111.2472
# 	Elevation: 2024 m  
#------------------
# Data_Collection   
#	Collection_Name: Weber2014Flow
#	Earliest_Year: 1429 
#	Most_Recent_Year: 2004
#	Time_Unit: AD
#	Core_Length: m
#	Notes: 
#------------------
# Chronology: 
# 
#
#
# 	
#----------------	
# Variables 
#
# Data variables follow (have no #)
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
## age_AD	Age, , , AD, , , , ,N
## flow-rec-local-m3s	Streamflow, , , cubic meters per second, water year, , , reconstructed,N
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: -9999

age_AD	flow-rec-local-m3s
1689	6.050436756
1690	5.686450038
1691	6.959157603
1692	8.050324881
1693	7.932271308
1694	5.715021891
1695	6.6233463
1696	6.98721975
1697	6.397178421
1698	7.366469331
1699	6.977535336
1700	6.552610434
1701	7.391728095
1702	8.026028895
1703	5.140639863
1704	4.758983337
1705	6.020618955
1706	3.52206846
1707	3.447623067
1708	2.867549322
1709	4.713619503
1710	4.510218492
1711	5.891181948
1712	5.595609102
1713	5.309380866
1714	5.519917761
1715	5.141092935
1716	5.366524572
1717	4.6411563
1718	5.436750732
1719	6.423909669
1720	7.849982106
1721	4.489547082
1722	5.164341192
1723	7.30635234
1724	6.284844882
1725	7.35307539
1726	8.390015613
1727	7.366356063
1728	5.971319058
1729	2.586050025
1730	5.604274104
1731	6.952418157
1732	6.759466119
1733	7.650064086
1734	7.795783368
1735	2.182334556
1736	3.553670232
1737	5.640434913
1738	7.757923539
1739	6.937353513
1740	6.330803373
1741	7.491885324
1742	6.491077593
1743	5.724904524
1744	4.137311919
1745	6.430252677
1746	9.101055483
1747	8.129640798
1748	6.227078202
1749	7.400138244
1750	4.684452993
1751	4.15382073
1752	5.250792993
1753	6.489576792
1754	6.521546685
1755	5.324672046
1756	2.150761101
1757	3.706157277
1758	5.549169222
1759	5.028787713
1760	6.795202173
1761	7.668356868
1762	7.242469188
1763	4.781268816
1764	7.015876554
1765	5.12679285
1766	6.847475355
1767	7.874731164
1768	8.874915921
1769	7.971631938
1770	5.918366268
1771	7.175103045
1772	4.562038602
1773	4.285579731
1774	4.827114039
1775	8.030191494
1776	5.969676672
1777	4.350453978
1778	4.601172696
1779	4.79236908
1780	3.767038827
1781	3.835509333
1782	2.27781948
1783	4.567305564
1784	7.34486346
1785	5.954187273
1786	4.902862014
1787	6.311547813
1788	4.018125666
1789	6.03463587
1790	8.588177979
1791	8.614626057
1792	9.726804549
1793	4.918861119
1794	3.462914247
1795	2.88068841
1796	4.462051275
1797	7.045949208
1798	4.155831237
1799	6.771755697
1800	3.827127501
1801	6.517355769
1802	6.807491751
1803	5.604642225
1804	4.683688434
1805	5.967014874
1806	5.930769114
1807	5.999182986
1808	5.085704883
1809	7.124302347
1810	8.961962379
1811	8.662764957
1812	5.613193959
1813	3.242636304
1814	4.759181556
1815	5.896250691
1816	7.45473342
1817	6.566797251
1818	4.637446773
1819	7.482710616
1820	7.30125528
1821	7.610165433
1822	4.111458498
1823	4.471310934
1824	3.177393936
1825	5.586207858
1826	6.860161371
1827	6.263748717
1828	7.32475839
1829	5.881497534
1830	5.932043379
1831	5.462745738
1832	8.877974157
1833	6.314691
1834	4.886296569
1835	6.487849455
1836	6.434358642
1837	8.336326581
1838	8.09611347
1839	7.031535855
1840	7.590145314
1841	6.476834142
1842	5.033035263
1843	8.311747425
1844	6.693374241
1845	3.563637816
1846	4.416234369
1847	5.733003186
1848	7.792158792
1849	10.34057552
1850	7.388726493
1851	5.60365113
1852	7.141972155
1853	9.512954565
1854	7.790488089
1855	5.749965069
1856	5.60563332
1857	5.939604018
1858	7.231397241
1859	6.104748762
1860	6.865513284
1861	4.971162618
1862	7.211405439
1863	5.405885202
1864	5.12735919
1865	6.048284664
1866	8.226343353
1867	8.143431177
1868	8.186331432
1869	7.517483892
1870	4.962979005
1871	2.911157502
1872	5.765709321
1873	5.573238672
1874	5.611664841
1875	5.532632094
1876	5.694038994
1877	5.75854512
1878	4.526274231
1879	4.019739735
1880	6.042366411
1881	4.881199509
1882	3.508901055
1883	5.014204458
1884	6.752641722
1885	7.898828931
1886	5.565196644
1887	4.993504731
1888	4.254317763
1889	3.112916127
1890	6.189643128
1891	7.190394225
1892	5.413898913
1893	2.83000098
1894	4.36393287
1895	6.580955751
1896	5.660341764
1897	6.858773838
1898	7.879884858
1899	5.170627566
1900	4.175511552
1901	3.905792127
1902	4.850560515
1903	6.931944966
1904	6.840197886
1905	6.846710796
1906	8.203066779
1907	9.042071172
1908	7.24745298
1909	7.767381417
1910	7.072284018
1911	6.481336545
1912	6.498298428
1913	7.177651575
1914	7.761887919
1915	6.291272841
1916	6.854951043
1917	7.460623356
1918	5.292277398
1919	6.223283724
1920	8.345926044
1921	8.243503455
1922	7.839872937
1923	7.255834812
1924	5.02994871
1925	4.911498699
1926	6.048397932
1927	5.888775003
1928	6.285014784
1929	6.263946936
1930	5.710491171
1931	3.70612896
1932	4.566767541
1933	4.899067536
1934	1.371590529
1935	4.417678536
1936	4.637843211
1937	7.810621476
1938	6.25890651
1939	4.850503881
1940	6.013652973
1941	7.757895222
1942	7.073954721
1943	5.903783013
1944	6.102993108
1945	5.547640104
1946	5.179887225
1947	7.280923674
1948	5.716749228
1949	7.114164861
1950	6.833118636
1951	6.897398226
1952	6.435236469
1953	4.809529182
1954	4.885050621
1955	5.057529468
1956	5.142253932
1957	6.844275534
1958	5.750021703
1959	3.565535055
1960	4.37639235
1961	3.642528978
1962	7.017915378
1963	6.079150194
1964	6.506142237
1965	8.746951398
1966	8.391997803
1967	7.504316487
1968	6.32658414
1969	7.350187056
1970	6.076431762
1971	5.717372202
1972	6.290564916
1973	6.268222803
1974	4.756179954
1975	6.920278362
1976	5.076813345
1977	2.0784678
1978	5.925360567
1979	6.512570196
1980	6.733244577
1981	6.366001404
1982	7.765314276
1983	8.650616964
1984	7.277553951
1985	7.261384944
1986	7.583405868
1987	5.551661118
1988	5.52209817
1989	4.915293177
1990	5.429614848
1991	5.597251488
1992	4.328593254
1993	5.629872672
1994	5.290125306
1995	7.612006038
1996	6.745420887
1997	7.456545708
1998	7.897922787
1999	6.658006308
2000	4.753603107
2001	4.434357249
2002	3.050278923
2003	5.550358536
2004	5.279874552
