age_CE,HHTL01B_raw,HHTL02B_raw,HHTL03B_raw,HHTL04A_raw,HHTL05B_raw,HHTL06B_raw,HHTL07B_raw,HHTL08B_raw,HHTL09B_raw,HHTL10B_raw,HHTL12A_raw,HHTL13B_raw,HHTL14A_raw,HHTL15B_raw,HHTL16B_raw,HHTL17B_raw,HHTL18B_raw,HHTL19B_raw,HHTL20B_raw,HHTL01B_raw_outlier_flag,HHTL02B_raw_outlier_flag,HHTL03B_raw_outlier_flag,HHTL04A_raw_outlier_flag,HHTL05B_raw_outlier_flag,HHTL06B_raw_outlier_flag,HHTL07B_raw_outlier_flag,HHTL08B_raw_outlier_flag,HHTL09B_raw_outlier_flag,HHTL10B_raw_outlier_flag,HHTL12A_raw_outlier_flag,HHTL13B_raw_outlier_flag,HHTL14A_raw_outlier_flag,HHTL15B_raw_outlier_flag,HHTL16B_raw_outlier_flag,HHTL17B_raw_outlier_flag,HHTL18B_raw_outlier_flag,HHTL19B_raw_outlier_flag,HHTL20B_raw_outlier_flag
1796,1.76,1.69,1.49,NA,NA,1.16,NA,NA,NA,NA,1.08,NA,NA,0.81,0.99,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1797,1.47,1.46,1.39,NA,NA,0.69,NA,NA,NA,NA,1.48,NA,NA,0.41,1.12,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1798,2.4,1.31,1.55,NA,0.68,0.93,NA,NA,NA,NA,1.82,NA,NA,0.52,0.94,NA,NA,3.68,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,TRUE,NA
1799,1.61,1.02,1.17,NA,1.29,1.45,NA,NA,NA,NA,1.24,NA,NA,0.94,1.83,NA,NA,3.19,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,TRUE,NA
1800,1.44,1.09,1.65,NA,1.14,1.33,NA,NA,NA,NA,1.33,NA,NA,1.7,2.21,NA,NA,3.83,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,TRUE,NA
1801,1.17,0.88,0.76,NA,0.62,1.11,NA,NA,NA,NA,0.73,NA,NA,1.17,0.98,NA,NA,1.97,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA
1802,1.46,1.52,1.19,NA,1.05,1.64,NA,2.96,NA,1.07,1.33,NA,NA,1.45,1.14,NA,NA,2.71,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA
1803,1.4,2,1.96,NA,1.24,1.67,NA,2.68,NA,1.37,2.12,NA,NA,1.26,1.68,NA,NA,2.67,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA
1804,1.71,2.35,2.37,NA,0.94,1.24,NA,2.79,NA,1.74,2.26,NA,NA,1.58,1.57,NA,NA,3.08,1.82,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,TRUE,FALSE
1805,1.43,1.8,1.92,NA,0.7,0.69,NA,1.53,NA,1.22,1.53,NA,NA,1.47,1.16,NA,NA,3.18,1.69,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,TRUE,FALSE
1806,1.19,1.17,1.16,NA,0.27,0.38,NA,0.95,NA,0.6,0.99,NA,NA,0.8,0.42,NA,1.57,1.83,0.56,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1807,1.36,1.7,1.53,NA,0.45,0.63,NA,1.4,NA,0.91,1.22,NA,NA,1.07,0.9,NA,2.66,2.42,1.1,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,TRUE,FALSE,FALSE
1808,0.96,1.29,1.41,NA,0.46,0.7,NA,1.09,NA,0.77,0.99,NA,NA,0.81,0.55,NA,1.92,1.96,0.62,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1809,1.1,1.41,1.82,NA,0.34,0.69,NA,2.12,NA,0.95,1.4,NA,NA,0.94,0.85,NA,2.29,2.4,0.9,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1810,0.77,0.63,0.67,NA,0.24,0.73,NA,1.35,NA,0.31,0.2,NA,NA,0.45,0.29,NA,0.78,1.3,0.3,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1811,1.26,0.72,0.74,NA,0.16,0.99,NA,1.73,NA,0.66,0.98,NA,NA,0.44,0.69,NA,1.53,1.18,0.54,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1812,1.59,1.09,1.12,NA,0.31,1.02,NA,2.2,NA,0.64,1.2,NA,NA,0.73,0.75,NA,2.27,1.57,0.72,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1813,1.35,1.12,1.24,NA,0.33,1.01,NA,2.03,NA,1,1.85,NA,NA,0.74,1.23,NA,2.59,1.58,0.85,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1814,1.6,1.21,1.41,NA,0.5,0.81,NA,2.28,NA,1.06,3.35,NA,NA,1.25,1.23,NA,1.84,1.89,1.03,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,TRUE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1815,1.57,1.25,1.45,NA,0.23,0.74,NA,2.35,NA,1.03,3.13,NA,NA,1.15,0.95,NA,1.39,1.6,1.46,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,TRUE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1816,1.87,1.79,1.64,NA,0.77,1.1,NA,2.23,NA,1.19,2.46,NA,NA,0.64,1.07,NA,1.63,1.67,1.82,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1817,1.71,1.65,1.21,NA,0.62,0.91,NA,2.71,NA,1.25,2.85,NA,NA,1.53,1.04,NA,1.76,1.96,1.83,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,TRUE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1818,1.4,1.59,1.25,NA,0.53,1.18,NA,2.21,NA,1.51,2.1,NA,NA,1.5,0.99,NA,1.59,1.95,2.59,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,TRUE
1819,1.05,1.1,0.74,NA,0.22,0.41,NA,1.77,NA,0.54,1.33,NA,NA,1.02,0.56,NA,1.23,1.63,1.93,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1820,1.21,0.77,0.92,NA,0.44,1.21,NA,1.38,NA,0.81,1.36,NA,NA,0.59,0.24,NA,1.2,1.28,1.92,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1821,1.13,1.05,1.15,NA,0.81,1.54,NA,1.35,NA,1.35,2.44,2.93,NA,0.77,0.75,NA,2.22,1.6,1.91,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1822,1.15,0.88,1.15,NA,0.28,1.39,NA,1.38,NA,1.2,2.15,2.8,NA,0.56,0.93,NA,1.54,1.9,2.23,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,TRUE
1823,1.05,1.25,1.24,NA,0.5,1.32,NA,1.62,NA,1.06,2.07,2.96,NA,0.62,0.89,NA,1.47,2.01,1.7,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1824,0.94,1.73,1.03,0.97,0.63,1.08,NA,1.32,NA,1.24,1.62,2.76,NA,1.16,1.09,NA,1.11,1.8,1.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1825,1.26,2.77,1.35,2.38,1.44,1.47,NA,2.26,NA,1.87,3,4.57,NA,2,1.14,NA,1.82,2.05,1.63,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,TRUE,TRUE,NA,TRUE,FALSE,NA,FALSE,FALSE,FALSE
1826,1.1,1.95,1.15,1.45,1.04,1.19,NA,1.98,NA,0.98,1.81,2.88,NA,1.18,0.79,NA,1.14,1.8,1.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1827,1.33,1.48,0.97,1.5,1.02,1.05,NA,1.7,NA,1.84,1.19,1.84,NA,0.91,0.87,NA,0.85,1.67,1.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1828,1.43,1.52,0.99,2.18,0.93,1.17,NA,2.3,NA,2.07,1.25,2.74,NA,1.26,1.31,NA,0.93,1.6,1.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1829,1.2,1.2,1.13,0.98,0.68,1.33,NA,2.2,NA,1.37,1.08,2.08,NA,1.29,1.23,NA,1,1.75,1.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1830,1.01,0.79,0.58,0.88,0.53,0.86,NA,1.77,NA,1.03,0.57,1.45,NA,1.1,0.77,NA,1.35,1.32,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1831,1.09,0.82,0.61,1.37,0.53,0.95,NA,1.78,NA,1.37,0.31,1.62,NA,0.97,0.6,NA,1.76,1.71,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1832,0.86,0.99,0.61,0.87,0.35,0.9,NA,2.04,NA,0.55,0.53,1.27,NA,1,0.68,NA,1.9,1.52,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1833,0.97,1.49,1.05,1.31,0.74,0.93,NA,2.79,NA,1.2,1.04,2.41,NA,1.11,0.79,NA,2.65,1.81,1.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,TRUE,FALSE,FALSE
1834,1.48,1.56,1.27,1.66,1.56,1.46,NA,3.82,NA,1.74,1.15,4.06,NA,1.44,0.76,NA,2.38,1.74,1.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1835,1.32,0.99,0.86,0.96,1.36,1.06,NA,2.97,NA,1.41,0.88,2.58,NA,1.07,0.8,NA,1.46,1.22,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1836,1.91,1.17,0.94,1.24,1.36,0.77,NA,2.79,NA,1.48,1.02,2.5,NA,1.13,0.84,NA,1.15,1.25,0.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1837,2.05,1.76,1.02,1.11,1.6,0.97,0.91,3.25,NA,1.52,1.07,2.41,NA,1.18,0.9,NA,1.05,1.4,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1838,1.36,1.47,0.74,0.92,1.03,0.88,0.7,2.2,NA,1.09,0.73,1.43,NA,1.06,0.89,NA,0.85,1.02,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1839,1.75,2.39,1.27,1.42,1.5,1.24,1.11,2.47,NA,1.24,1.26,2.31,NA,0.95,1.63,NA,1.35,1.9,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1840,1.24,1.41,0.73,0.64,0.89,0.63,0.73,1.95,NA,0.89,0.7,1.06,NA,0.85,1.01,NA,1.19,1.32,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1841,1.88,1.45,0.74,1.01,1.25,0.72,0.85,2.18,NA,1.32,0.56,1.23,NA,0.69,0.92,NA,0.91,1.47,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1842,1.57,1.97,0.98,0.88,1.18,0.8,1.41,1.95,NA,1.11,0.86,1.2,NA,1.09,1.31,NA,1.4,1.09,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1843,1.43,2.03,1.41,1.41,1.62,1.01,1.8,2.47,NA,1.54,1.01,1.27,NA,1.03,0.99,NA,0.71,1.33,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1844,1.06,1.78,0.72,1.39,1.32,0.92,1.28,1.92,NA,1.33,0.92,1.03,NA,0.76,0.89,NA,1.08,1.59,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1845,0.74,1.61,0.47,0.78,0.66,0.49,1.48,1.45,NA,1.42,0.77,0.79,NA,0.75,0.83,NA,2.08,1.75,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1846,0.87,1.54,0.66,1.4,1.23,0.84,0.95,2.02,NA,2.22,1.3,0.96,NA,1.13,1.25,NA,4.09,1.96,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,TRUE,FALSE,FALSE
1847,0.65,0.98,0.74,1.13,1,0.7,0.71,1.34,NA,1.17,0.76,1,NA,0.98,0.52,NA,2.36,1.17,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1848,0.86,1.38,0.93,1.05,0.8,0.74,0.91,2.18,NA,1.08,0.76,1.17,NA,0.98,0.71,NA,1.78,1.76,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1849,0.95,0.82,0.69,0.71,0.42,0.48,0.46,1.75,NA,0.84,0.57,0.51,NA,0.75,0.67,NA,1.02,0.74,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1850,0.86,1.05,0.66,0.95,0.99,0.75,0.75,1.63,NA,0.99,0.66,0.93,NA,0.71,0.76,NA,0.71,1.08,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1851,1.12,1.62,1.01,1.42,1.48,0.84,1.1,2.42,NA,1.37,1,0.88,NA,0.86,0.71,NA,1.01,1.2,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
