age_CE,HICL03B_raw,HICL04A_raw,HICL05A_raw,HICL07A_raw,HICL10B_raw,HICL11B_raw,HICL13A_raw,HICL14B_raw,HICL15B_raw,HICL16B_raw,HICL17B_raw,HICL19A_raw,HICL20A_raw,HICL03B_raw_outlier_flag,HICL04A_raw_outlier_flag,HICL05A_raw_outlier_flag,HICL07A_raw_outlier_flag,HICL10B_raw_outlier_flag,HICL11B_raw_outlier_flag,HICL13A_raw_outlier_flag,HICL14B_raw_outlier_flag,HICL15B_raw_outlier_flag,HICL16B_raw_outlier_flag,HICL17B_raw_outlier_flag,HICL19A_raw_outlier_flag,HICL20A_raw_outlier_flag
1850,0.45,0.87,0.79,0.59,0.5,NA,1.12,0.76,0.53,1.01,1.35,0.99,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1851,0.56,1.23,0.97,0.75,0.66,NA,1.63,0.8,0.86,1.04,0.9,1.04,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1852,0.45,1.31,0.94,0.66,1.28,NA,1.35,1.16,0.69,0.84,1.08,0.97,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1853,0.36,0.84,0.79,0.46,0.49,NA,1.22,1.28,0.45,0.81,1.25,0.72,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1854,0.52,1.24,0.98,0.86,1.26,NA,1.86,1.28,0.92,1.01,1.7,1.73,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1855,0.48,1.4,0.98,0.66,0.89,NA,1.89,1.07,1.07,0.89,1.75,1.24,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1856,0.49,1.18,0.64,0.53,0.58,0.44,1.45,0.84,0.8,0.98,1.32,0.67,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1857,0.52,0.91,0.7,0.52,0.51,0.34,1.65,0.92,1.06,1.11,1.47,0.82,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1858,0.44,0.87,0.9,0.59,0.64,0.46,1.73,1.11,1,1.13,1.42,0.89,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1859,0.37,0.95,0.79,0.82,0.66,0.64,1.28,0.97,0.68,0.68,0.89,0.67,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1860,0.62,0.93,0.79,0.78,1.23,0.77,1.42,0.89,0.84,0.63,1.24,0.95,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1861,0.44,0.77,0.63,0.41,0.93,0.43,1.14,0.82,0.57,0.65,0.7,0.81,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1862,0.54,0.56,0.44,0.5,0.56,0.38,1.2,1.04,0.48,0.6,0.79,0.82,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1863,0.77,0.87,0.92,1.12,0.9,0.57,2.22,1.9,0.87,0.7,1.22,1.35,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1864,0.7,0.99,0.93,0.5,1.32,0.94,1.94,1.38,1.12,0.65,0.86,1.01,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1865,0.48,0.74,0.62,0.66,0.79,0.58,1.56,0.97,0.64,0.53,0.69,0.76,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1866,0.31,0.78,0.47,0.58,0.63,0.59,1.32,0.98,0.5,0.34,0.75,0.56,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1867,0.45,0.7,0.65,1.71,0.68,0.39,1.35,1.01,0.88,0.28,1,0.83,0.59,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1868,0.53,0.93,0.66,2.01,0.85,0.56,1.48,1.26,0.99,0.32,1.08,0.83,0.67,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1869,0.57,0.76,0.74,1.33,0.88,1.09,1.23,1.1,0.84,0.44,1.05,0.77,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1870,0.65,1.01,0.87,1.19,1.31,1.04,1.39,0.73,0.74,0.59,1.18,0.77,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1871,0.39,0.58,0.65,0.61,1.2,0.72,0.73,0.68,0.78,0.52,0.99,0.43,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1872,0.4,0.7,0.79,0.89,1.06,0.57,1.29,0.81,1.13,0.86,1.08,0.76,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1873,0.46,0.64,0.92,0.95,1.14,0.63,1.69,0.93,0.83,0.83,1.02,0.86,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1874,0.57,1,0.82,1.12,1.5,0.87,1.64,1.01,0.93,0.89,1.29,0.71,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1875,0.71,0.68,0.77,1.72,1.72,0.68,1.65,1.23,0.95,0.96,1.42,0.67,0.62,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1876,0.43,0.4,0.4,0.58,1.01,0.29,0.83,0.8,0.62,0.62,1.02,0.33,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1877,0.65,0.56,0.65,1.04,1.88,1.13,1.71,1.06,1.14,0.82,1.73,0.79,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1878,0.61,0.66,0.59,0.85,1.83,0.67,1.77,1.38,0.85,0.7,1.19,0.53,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1879,0.71,0.81,0.97,0.82,1.5,0.47,1.4,1.52,0.89,0.83,1.26,0.44,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1880,0.64,0.39,0.45,1,0.82,0.13,0.66,0.97,0.86,0.77,0.77,0.15,0.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1881,0.76,0.75,0.78,1.47,1.71,0.56,2.2,1.22,1.54,1.06,2.03,0.48,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1882,0.65,0.45,0.59,0.93,1.2,0.43,1.56,1.01,0.87,0.78,1.16,0.49,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1883,0.62,0.7,0.75,1.07,1.22,0.52,1.36,0.94,0.69,0.91,1.15,0.48,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1884,0.32,0.65,0.51,0.93,1.41,1.04,0.99,0.59,0.51,0.77,1.4,0.3,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1885,0.44,0.92,0.77,1.23,1.55,1.33,1.83,1.13,0.85,0.81,2.67,0.69,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1886,0.7,0.67,0.65,0.89,0.98,1.05,1.52,0.95,0.58,0.89,1.47,0.3,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1887,0.54,0.54,0.47,0.73,1.03,0.64,1.45,0.92,0.43,0.69,1.16,0.26,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1888,0.67,0.95,0.56,1.05,1.62,1.03,2.13,1.11,0.73,1.18,1.54,0.42,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1889,0.45,0.86,0.54,0.97,1.49,2,1.97,0.73,0.74,0.74,1.39,0.52,0.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1890,0.75,0.61,0.56,1.02,1.69,0.56,1.21,0.83,0.66,0.7,1.13,0.45,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1891,0.48,0.71,0.77,0.98,1.62,1.03,1.32,0.89,0.73,0.97,1.38,0.4,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1892,0.58,0.65,0.83,1.04,1.58,1.01,1.54,0.69,0.66,0.69,1.03,0.48,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1893,0.73,0.69,0.77,0.86,1.29,0.69,1.31,0.59,0.49,0.63,0.92,0.4,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1894,0.7,0.51,0.69,0.94,1.61,0.4,1.54,1.02,0.49,0.57,1.01,0.64,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1895,0.86,0.78,1.13,1.18,1.81,0.95,1.91,1.04,0.69,0.92,1.67,0.93,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1896,0.45,0.43,0.71,0.74,0.7,0.87,1.16,0.67,0.35,0.64,0.58,0.48,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1897,0.5,0.61,0.93,0.99,1.23,0.83,1.85,0.92,0.35,0.57,0.96,0.54,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1898,0.5,0.86,0.92,0.79,1.45,1.15,1.65,0.78,0.51,0.5,1.05,0.61,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1899,0.41,0.51,0.53,0.56,0.93,0.45,0.83,0.53,0.22,0.35,0.63,0.29,0.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1900,0.67,0.72,0.94,0.72,1.48,0.99,1.56,0.8,0.57,0.56,1.27,0.57,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1901,0.42,0.68,0.81,0.73,1.16,0.9,1.53,0.73,0.45,0.82,1.36,0.65,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1902,0.62,0.91,0.81,1.02,1.22,1.53,1.27,0.76,0.59,0.85,1.33,0.56,0.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1903,0.57,0.73,0.7,0.73,1.43,1.16,1.18,0.81,0.45,0.67,1.32,0.49,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1904,0.73,0.83,0.91,0.98,2.28,0.81,1.41,0.88,0.98,0.95,1.2,0.65,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1905,0.5,0.53,0.93,0.86,1.45,1.02,1.44,0.63,0.79,0.72,1.15,0.61,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1906,0.61,0.31,0.73,0.55,1,0.9,1.14,0.52,0.44,0.4,0.89,0.53,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1907,0.98,0.55,0.77,0.64,1.93,1.2,1.54,0.97,0.53,0.96,1.19,0.81,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1908,0.81,0.47,0.84,0.76,1.3,1.01,1.78,0.92,0.51,0.96,1.26,0.83,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1909,0.6,0.58,0.49,1.05,1.11,1.12,1.39,0.75,0.53,0.66,1.13,0.61,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1910,1.01,0.7,0.63,0.87,1.42,1.36,1.92,0.88,0.62,0.82,1.51,1.01,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1911,0.97,0.4,0.55,0.65,1.05,0.93,1.19,0.7,0.67,0.78,0.95,0.62,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1912,1.06,0.5,0.48,0.72,1.15,1.06,1.03,0.79,0.65,0.95,1.15,0.56,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1913,1,0.52,0.59,0.76,1.18,1.25,2.02,0.98,0.7,1.19,1.24,0.81,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1914,1.01,0.74,0.9,0.94,1.38,1.65,2.38,1.25,0.68,1.23,1.84,0.97,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1915,0.67,0.95,0.7,0.72,1.44,1.5,1.46,0.58,0.58,0.73,1.91,0.6,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1916,0.45,0.46,0.37,0.35,0.98,0.59,0.77,0.49,0.47,0.45,0.75,0.26,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1917,0.4,0.62,0.48,0.57,0.86,0.95,1.22,0.53,0.49,0.54,0.74,0.5,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1918,0.43,0.65,0.4,0.69,0.66,1.12,1.07,0.3,0.55,0.67,1,0.43,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1919,0.81,0.57,0.54,0.68,0.98,1.43,1.19,0.63,0.49,0.85,1.21,0.46,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1920,0.57,0.72,0.63,0.51,0.75,1.74,1.47,0.67,0.57,0.71,1.12,0.7,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1921,0.56,0.58,0.54,0.4,0.66,1.45,1.22,0.63,0.53,0.74,0.91,0.52,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1922,0.52,0.45,0.56,0.54,0.78,1.38,1.09,0.48,0.45,0.73,1.05,0.44,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,0.79,0.58,0.51,0.66,0.84,1.25,1.03,0.36,0.4,0.46,1.09,0.3,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1924,1.13,0.83,0.51,0.73,1.06,1.3,1.32,0.81,0.4,0.79,1.81,0.57,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,0.81,0.52,0.4,0.6,0.76,0.82,0.93,0.53,0.38,0.57,0.77,0.35,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,0.59,0.94,0.53,0.74,0.97,1.07,1.04,0.51,0.52,0.75,1.72,0.33,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,0.7,0.58,0.51,0.52,0.85,1.08,0.86,0.44,0.47,0.66,1.32,0.33,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1928,0.82,0.96,0.54,0.66,0.79,1.26,0.94,0.51,0.48,0.66,1.46,0.38,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,0.46,0.73,0.42,0.49,0.62,1.06,0.87,0.4,0.44,0.47,1.1,0.35,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,0.49,0.83,0.4,0.5,0.66,1.75,10.44,0.54,0.51,0.44,1.46,0.37,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1931,0.72,0.98,0.39,0.68,0.69,2.34,1,0.87,0.39,0.45,1.25,0.42,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1932,0.65,0.7,0.49,0.58,0.73,1.77,0.85,0.68,0.42,0.45,1.07,0.21,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1933,0.54,0.6,0.39,0.62,0.6,2.07,1.19,0.64,0.41,0.44,1.09,0.19,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1934,0.98,1.41,0.67,0.92,1.06,2.32,1.1,0.92,0.43,0.6,2.66,0.39,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1935,0.79,1.09,0.6,0.61,0.79,2.24,1.74,0.75,0.41,0.44,1.27,0.36,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1936,0.66,1.36,0.59,0.88,0.99,3.05,1.26,0.71,0.69,0.69,1.45,0.22,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1937,0.52,0.8,0.59,0.51,0.62,1.8,1.59,0.42,0.44,0.4,1.07,0.19,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1938,1.05,1.2,0.69,0.57,0.88,2.53,2.29,0.45,0.43,0.82,1.27,0.48,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1939,1.4,1.35,0.71,0.73,0.99,2.64,1.99,0.55,0.36,1.02,1.66,0.54,0.56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1940,0.62,0.91,0.55,0.58,0.78,2.8,2.01,0.38,0.42,0.75,1.24,0.43,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1941,1.04,1.05,0.6,0.68,0.76,3.07,1.25,0.45,0.4,0.68,1.51,0.46,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,1.43,1.34,0.74,1.01,0.82,3.49,1.52,0.46,0.54,0.56,1.46,0.69,0.53,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,1.55,0.67,0.73,0.96,0.61,2.75,1.33,0.44,0.42,0.59,1.07,0.48,0.46,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1944,1.34,1.7,0.74,0.8,1.29,3.38,2.6,0.44,0.6,0.76,1.36,0.63,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,0.84,1.29,0.71,0.86,0.96,2.33,2.39,0.44,0.55,0.79,1.18,0.6,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,0.81,0.73,1.08,0.68,0.77,1.7,1.44,0.45,0.42,0.73,1.07,0.34,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,0.86,1.15,1.39,0.9,0.93,2.07,2.29,0.45,0.55,0.77,1.43,0.78,0.75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,0.85,0.94,1.01,0.74,0.91,2.62,2.26,0.51,0.54,0.72,0.89,0.9,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,0.86,0.92,1.06,1.02,0.82,2.58,1.99,0.47,0.43,0.79,1.11,0.96,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,0.81,0.86,0.9,0.7,0.59,1.78,1.46,0.5,0.45,0.82,0.77,0.83,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,1.07,0.61,0.57,0.86,0.56,1.57,1.42,0.52,0.3,0.94,0.92,0.95,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,0.99,0.37,0.43,0.53,0.5,1.82,1.21,0.34,0.12,0.65,0.87,0.37,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,0.62,0.57,0.66,0.57,0.47,2.13,1.77,0.29,0.15,0.46,0.9,0.46,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,0.83,0.93,0.74,0.83,0.79,3.04,2.94,0.73,0.32,0.74,1.38,0.63,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,0.82,1.06,0.96,0.86,0.73,3.22,2.04,0.67,0.4,0.96,1.28,0.65,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,0.84,0.94,0.77,0.77,0.62,2.12,1.98,0.53,0.32,0.78,0.86,0.61,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,0.79,1.05,0.72,0.94,0.5,2.33,1.97,0.4,0.39,0.79,1.43,0.61,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,0.94,0.91,0.73,0.61,0.51,2.1,2.12,0.46,0.37,0.77,0.99,0.44,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,0.83,0.84,0.78,0.8,0.54,1.78,1.42,0.4,0.17,0.56,1.3,0.52,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,0.97,0.65,0.56,0.61,0.55,1.75,1.37,0.36,0.24,0.48,1.06,0.65,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,0.72,0.56,0.5,0.46,0.29,1.57,1.66,0.33,0.25,0.44,0.66,0.61,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,0.89,0.69,0.74,0.74,0.35,1.74,1.72,0.34,0.55,0.41,1.11,0.51,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,1.57,1.15,0.63,0.79,0.57,2.38,1.8,0.57,0.44,0.52,1.28,0.69,0.81,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
