No.	Latin	Mnemonic	SubSpecies	Quadrat	PX	PY	TreeID	Tag	StemID	StemTag	Census	DBH	HOM	Date	Codes	Stem	Status
18	Acalypha diversifolia	acaldi		0000	0.10000	16.00000	344836	700003	683112	2	9	28	1.30	2020-01-21			alive
19	Acalypha diversifolia	acaldi		0000	0.10000	16.00000	344836	700003	598715	1	9	28	1.30	2020-01-21	M		alive
20	Acalypha diversifolia	acaldi		0000	0.10000	16.00000	344836	700003	1089817	4	9	22	1.30	2020-01-21			alive
21	Acalypha diversifolia	acaldi		0000	0.10000	16.00000	344836	700003	1031540	3	9			2020-01-21	Ts		stem dead
22	Acalypha diversifolia	acaldi		0000	0.50000	17.40000	344837	700004	598716	1	9	36	1.30	2020-01-21			alive
23	Acalypha diversifolia	acaldi		0000	0.50000	17.40000	344837	700004	1031541	2	9			2020-01-21	Cs		stem dead
24	Acalypha diversifolia	acaldi		0000	0.50000	17.40000	344837	700004	1031542	3	9			2020-01-21	Ns		stem dead
25	Acalypha diversifolia	acaldi		0000	4.10000	17.20000	344840	700007	598719	1	9			2020-01-21	D		dead
26	Acalypha diversifolia	acaldi		0000	4.10000	17.20000	344840	700007	683113	2	9			2020-01-21	D		dead
27	Acalypha diversifolia	acaldi		0000	4.60000	17.40000	344841	700008	683114	2	9			2020-01-21	D		dead
28	Acalypha diversifolia	acaldi		0000	4.60000	17.40000	344841	700008	598720	1	9			2020-01-21	D		dead
29	Acalypha diversifolia	acaldi		0000	4.20000	16.60000	344842	700009	344842		9	34	1.30	2020-01-21	L		alive
30	Acalypha diversifolia	acaldi		0000	4.70000	16.80000	344843	700010	344843		9			2020-01-21	D		dead
31	Acalypha diversifolia	acaldi		0000	4.80000	17.20000	344844	700011	344844		9			2020-01-21	T		stem dead
32	Acalypha diversifolia	acaldi		0000	8.30000	2.40000	344850	700017	598721	1	9	41	1.30	2020-01-21	M		alive
33	Acalypha diversifolia	acaldi		0000	8.30000	2.40000	344850	700017	1089844	4	9	27	1.30	2020-01-21			alive
34	Acalypha diversifolia	acaldi		0000	8.30000	2.40000	344850	700017	683115	2	9			2020-01-21	Ts		stem dead
35	Acalypha diversifolia	acaldi		0000	8.30000	2.40000	344850	700017	746565	3	9			2020-01-21	Ts		stem dead
36	Acalypha diversifolia	acaldi		0000	8.40000	1.30000	344851	700018	598722		9			2020-01-21	D		dead
37	Acalypha diversifolia	acaldi		0000	10.60000	1.20000	344852	700019	598723	1	9	62	1.30	2020-01-21			alive
38	Acalypha diversifolia	acaldi		0000	10.60000	1.20000	344852	700019	683116	2	9			2020-01-21	R		broken below
39	Acalypha diversifolia	acaldi		0000	18.90000	0.20000	345526	700699	683165	1	9			2020-01-21	D		dead
40	Acalypha diversifolia	acaldi		0000	18.90000	0.20000	345526	700699	746587	2	9			2020-01-21	D		dead
41	Acalypha diversifolia	acaldi		0000	0.09000	14.88000	455028	800000	454602		9			2020-01-21	D		dead
42	Acalypha diversifolia	acaldi		0000	3.08580	19.47965	497101	900000	1044578	1	9	20	1.20	2020-01-21	M		alive
43	Acalypha diversifolia	acaldi		0000	3.08580	19.47965	497101	900000	1089818	2	9	13	1.30	2020-01-21			alive
44	Acalypha diversifolia	acaldi		0000	3.08580	19.47965	497101	900000	1089819	3	9	12	1.30	2020-01-21			alive
45	Acalypha diversifolia	acaldi		0000	3.12235	19.04561	497102	900001	1044579		9	26	1.30	2020-01-21			alive
46	Acalypha diversifolia	acaldi		0000	0.79009	14.80480	534690	1000001	1092099		9	15	1.30	2020-01-21			alive
47	Acalypha diversifolia	acaldi		0000	5.60163	17.42910	534692	1000003	1092101		9	12	1.30	2020-01-21	L		alive
48	Acalypha diversifolia	acaldi		0000	5.51534	9.84755	534698	1000009	1092107	1	9	12	1.30	2020-01-21	M		alive
49	Acalypha diversifolia	acaldi		0000	5.51534	9.84755	534698	1000009	1092108	2	9	12	1.30	2020-01-21	M		alive
50	Acalypha diversifolia	acaldi		0001	1.30000	28.20000	344872	700040	344872	1	9	120	1.30	2020-01-27	L;M		alive
51	Acalypha diversifolia	acaldi		0001	1.30000	28.20000	344872	700040	1089854	2	9	10	1.30	2020-01-27			alive
52	Acalypha diversifolia	acaldi		0001	2.70000	28.00000	344873	700041	598728		9			2020-01-27	D		dead
53	Acalypha diversifolia	acaldi		0001	1.30000	29.80000	344877	700045	344877		9			2020-01-27	R		broken below
54	Acalypha diversifolia	acaldi		0001	0.30000	31.80000	344881	700049	746568	1	9			2020-01-27	D		dead
55	Acalypha diversifolia	acaldi		0001	0.30000	31.80000	344881	700049	834751	3	9			2020-01-27	D		dead
56	Acalypha diversifolia	acaldi		0001	0.30000	31.80000	344881	700049	796056	2	9			2020-01-27	D		dead
57	Acalypha diversifolia	acaldi		0001	5.70000	31.40000	344888	700056	344888		9			2020-01-27	R		broken below
58	Acalypha diversifolia	acaldi		0001	1.86000	31.83000	455044	800014	454618		9			2020-01-27	D		dead
59	Acalypha diversifolia	acaldi		0001	0.21989	29.65536	534715	1000026	1092128		9	13	1.30	2020-01-27			alive
60	Acalypha diversifolia	acaldi		0006	10.21210	128.46029	497246	900136	1044730		9			2020-02-05	D		dead
61	Acalypha diversifolia	acaldi		0013	10.60000	270.30000	345199	700372	683141	1	9	49	1.30	2020-02-20			alive
62	Acalypha diversifolia	acaldi		0013	10.60000	270.30000	345199	700372	746577	2	9			2020-02-20	Ns		stem dead
63	Acalypha diversifolia	acaldi		0016	12.62000	320.68000	455561	800525	455135		9			2020-03-10	D		dead
64	Acalypha diversifolia	acaldi		0017	8.79000	356.89000	455586	800550	455160	1	9	63	1.30	2020-03-13	L;M		alive
65	Acalypha diversifolia	acaldi		0017	8.79000	356.89000	455586	800550	1090130	2	9	26	1.30	2020-03-13	L		alive
66	Acalypha diversifolia	acaldi		0017	8.79000	356.89000	455586	800550	1090131	3	9	25	1.30	2020-03-13	L		alive
67	Acalypha diversifolia	acaldi		0017	8.79000	356.89000	455586	800550	1090132	4	9	17	1.30	2020-03-13	L		alive
68	Acalypha diversifolia	acaldi		0017	8.79000	356.89000	455586	800550	1090133	5	9	12	1.30	2020-03-13	L		alive
69	Acalypha diversifolia	acaldi		0017	4.88688	353.75152	497418	900302	1044916	1	9	37	1.30	2020-03-13	M		alive
70	Acalypha diversifolia	acaldi		0017	4.88688	353.75152	497418	900302	1090127	2	9	12	1.30	2020-03-13			alive
71	Acalypha diversifolia	acaldi		0100	30.39318	19.61709	497573	901015	1045081		9	50	1.30	2020-01-21			alive
72	Acalypha diversifolia	acaldi		0100	37.22385	15.75695	497575	901017	1045084	2	9	15	1.30	2020-01-21			alive
73	Acalypha diversifolia	acaldi		0100	37.22385	15.75695	497575	901017	1045083	1	9			2020-01-21	Ss		stem dead
74	Acalypha diversifolia	acaldi		0100	20.92479	17.36940	535190	1001002	1092651	1	9	11	1.30	2020-01-21	M		alive
75	Acalypha diversifolia	acaldi		0100	20.92479	17.36940	535190	1001002	1092652	2	9	10	1.30	2020-01-21			alive
76	Acalypha diversifolia	acaldi		0107	25.40000	147.20000	227692	256238	786270		9			2020-02-14	D		dead
77	Acalypha diversifolia	acaldi		0111	27.30000	232.00000	269670	401265	927360	1	9			2020-03-04	D		dead
78	Acalypha diversifolia	acaldi		0111	27.30000	232.00000	269670	401265	941497	2	9			2020-03-04	D		dead
79	Acalypha diversifolia	acaldi		0111	27.30000	232.00000	269670	401265	952155	3	9			2020-03-04	D		dead
80	Acalypha diversifolia	acaldi		0111	25.70000	230.14000	455838	801154	455412		9			2020-03-04	D		dead
81	Acalypha diversifolia	acaldi		0111	26.66783	232.84201	497787	901222	1045307		9			2020-03-04	D		dead
82	Acalypha diversifolia	acaldi		0200	49.00000	14.30000	221617	250053	989390	4	9	38	1.30	2020-01-21	L		alive
83	Acalypha diversifolia	acaldi		0200	49.00000	14.30000	221617	250053	1032065	7	9	19	1.30	2020-01-21			alive
84	Acalypha diversifolia	acaldi		0200	49.00000	14.30000	221617	250053	1032064	6	9			2020-01-21	Ss		stem dead
85	Acalypha diversifolia	acaldi		0200	49.00000	14.30000	221617	250053	981039	1	9			2020-01-21	Cs		stem dead
86	Acalypha diversifolia	acaldi		0200	49.00000	14.30000	221617	250053	984222	2	9			2020-01-21	Cs		stem dead
87	Acalypha diversifolia	acaldi		0200	49.00000	14.30000	221617	250053	986973	3	9			2020-01-21	Cs		stem dead
88	Acalypha diversifolia	acaldi		0200	49.00000	14.30000	221617	250053	991501	5	9			2020-01-21	Cs		stem dead
89	Acalypha diversifolia	acaldi		0200	48.30000	15.90000	326577	602014	1032057	2	9			2020-01-21	D		dead
90	Acalypha diversifolia	acaldi		0200	48.30000	15.90000	326577	602014	681021	1	9			2020-01-21	D		dead
91	Acalypha diversifolia	acaldi		0200	48.50000	16.20000	326578	602015	1032058	4	9	26	1.30	2020-01-21			alive
92	Acalypha diversifolia	acaldi		0200	48.50000	16.20000	326578	602015	1032060	6	9	18	1.30	2020-01-21			alive
93	Acalypha diversifolia	acaldi		0200	48.50000	16.20000	326578	602015	1032061	7	9	12	1.30	2020-01-21			alive
94	Acalypha diversifolia	acaldi		0200	48.50000	16.20000	326578	602015	1032059	5	9			2020-01-21	Cs		stem dead
95	Acalypha diversifolia	acaldi		0200	48.50000	16.20000	326578	602015	1032062	8	9			2020-01-21	Cs		stem dead
96	Acalypha diversifolia	acaldi		0200	48.50000	16.20000	326578	602015	795148	1	9			2020-01-21	Cs		stem dead
97	Acalypha diversifolia	acaldi		0200	48.50000	16.20000	326578	602015	866280	3	9			2020-01-21	Cs		stem dead
98	Acalypha diversifolia	acaldi		0200	48.50000	16.20000	326578	602015	834298	2	9			2020-01-21	Cs		stem dead
99	Acalypha diversifolia	acaldi		0200	46.90000	8.60000	326585	602022	681023		9			2020-01-21	D		dead
100	Acalypha diversifolia	acaldi		0200	52.70000	7.30000	326594	602031	1032074	7	9	27	1.30	2020-01-21	L		alive
101	Acalypha diversifolia	acaldi		0200	52.70000	7.30000	326594	602031	973349	4	9	26	1.30	2020-01-21	L		alive
102	Acalypha diversifolia	acaldi		0200	52.70000	7.30000	326594	602031	1032073	6	9	21	1.30	2020-01-21			alive
103	Acalypha diversifolia	acaldi		0200	52.70000	7.30000	326594	602031	1032075	8	9	16	1.30	2020-01-21	L		alive
104	Acalypha diversifolia	acaldi		0200	52.70000	7.30000	326594	602031	1090340	11	9	15	1.30	2020-01-21			alive
105	Acalypha diversifolia	acaldi		0200	52.70000	7.30000	326594	602031	952396	1	9			2020-01-21	Cs		stem dead
106	Acalypha diversifolia	acaldi		0200	52.70000	7.30000	326594	602031	961151	2	9			2020-01-21	Cs		stem dead
107	Acalypha diversifolia	acaldi		0200	52.70000	7.30000	326594	602031	1032076	9	9			2020-01-21	Cs		stem dead
108	Acalypha diversifolia	acaldi		0200	52.70000	7.30000	326594	602031	1032077	10	9			2020-01-21	Ss		stem dead
109	Acalypha diversifolia	acaldi		0200	52.70000	7.30000	326594	602031	968184	3	9			2020-01-21	R;M		broken below
110	Acalypha diversifolia	acaldi		0200	52.70000	7.30000	326594	602031	977738	5	9			2020-01-21	R		broken below
111	Acalypha diversifolia	acaldi		0200	57.50000	4.50000	326639	602076	1090345	6	9	25	1.30	2020-01-21			alive
112	Acalypha diversifolia	acaldi		0200	57.50000	4.50000	326639	602076	1032084	4	9	17	1.30	2020-01-21	M		alive
113	Acalypha diversifolia	acaldi		0200	57.50000	4.50000	326639	602076	1090346	7	9	15	1.30	2020-01-21			alive
114	Acalypha diversifolia	acaldi		0200	57.50000	4.50000	326639	602076	1032085	5	9	14	1.30	2020-01-21			alive
115	Acalypha diversifolia	acaldi		0200	57.50000	4.50000	326639	602076	911488	2	9			2020-01-21	Ns		stem dead
116	Acalypha diversifolia	acaldi		0200	57.50000	4.50000	326639	602076	890915	1	9			2020-01-21	Ns		stem dead
117	Acalypha diversifolia	acaldi		0200	57.50000	4.50000	326639	602076	928083	3	9			2020-01-21	Ts		stem dead
118	Acalypha diversifolia	acaldi		0200	53.30000	14.40000	346129	702006	346128		9			2020-01-21	D		dead
119	Acalypha diversifolia	acaldi		0200	53.10000	13.30000	346130	702007	746612	1	9			2020-01-21	D		dead
120	Acalypha diversifolia	acaldi		0200	53.10000	13.30000	346130	702007	1032078	3	9			2020-01-21	D		dead
121	Acalypha diversifolia	acaldi		0200	53.10000	13.30000	346130	702007	683217	2	9			2020-01-21	D		dead
122	Acalypha diversifolia	acaldi		0200	51.80000	17.00000	346131	702008	746613	2	9	45	1.30	2020-01-21			alive
123	Acalypha diversifolia	acaldi		0200	51.80000	17.00000	346131	702008	1032079	3	9	26	1.30	2020-01-21			alive
124	Acalypha diversifolia	acaldi		0200	51.80000	17.00000	346131	702008	1032080	4	9			2020-01-21	Ns		stem dead
125	Acalypha diversifolia	acaldi		0200	51.80000	17.00000	346131	702008	1032081	5	9			2020-01-21	Ns		stem dead
126	Acalypha diversifolia	acaldi		0200	51.80000	17.00000	346131	702008	683218	1	9			2020-01-21	Cs		stem dead
127	Acalypha diversifolia	acaldi		0200	58.00000	15.00000	346136	702013	683219	2	9			2020-01-21	D		dead
128	Acalypha diversifolia	acaldi		0200	58.00000	15.00000	346136	702013	598946	1	9			2020-01-21	D		dead
129	Acalypha diversifolia	acaldi		0200	58.30000	15.00000	346137	702014	346136		9			2020-01-21	D		dead
130	Acalypha diversifolia	acaldi		0200	50.90000	14.90000	346545	702699	746631	1	9			2020-01-21	D		dead
131	Acalypha diversifolia	acaldi		0200	51.58000	10.88000	456145	802002	455718		9			2020-01-21	D		dead
132	Acalypha diversifolia	acaldi		0200	50.60000	11.06000	456146	802003	455719	1	9			2020-01-21	D		dead
133	Acalypha diversifolia	acaldi		0200	50.60000	11.06000	456146	802003	616720	2	9			2020-01-21	D		dead
134	Acalypha diversifolia	acaldi		0200	52.37000	14.30000	456147	802004	455720		9			2020-01-21	D		dead
135	Acalypha diversifolia	acaldi		0200	48.39000	16.80000	456148	802700	455721		9	34	1.30	2020-01-21	L		alive
136	Acalypha diversifolia	acaldi		0200	46.89395	11.59425	498108	902016	1045662	1	9	25	1.30	2020-01-21			alive
137	Acalypha diversifolia	acaldi		0200	46.89395	11.59425	498108	902016	1045664	3	9	17	1.30	2020-01-21	L		alive
138	Acalypha diversifolia	acaldi		0200	46.89395	11.59425	498108	902016	1045665	4	9	17	1.30	2020-01-21			alive
139	Acalypha diversifolia	acaldi		0200	46.89395	11.59425	498108	902016	1045663	2	9			2020-01-21	Cs		stem dead
140	Acalypha diversifolia	acaldi		0200	47.12312	11.80949	498109	902017	1045666		9	21	1.30	2020-01-21			alive
141	Acalypha diversifolia	acaldi		0200	47.91338	13.20402	498110	902018	1045667	1	9	32	1.30	2020-01-21	L		alive
142	Acalypha diversifolia	acaldi		0200	47.91338	13.20402	498110	902018	1045668	2	9			2020-01-21	Cs		stem dead
143	Acalypha diversifolia	acaldi		0200	47.91338	13.20402	498110	902018	1045669	3	9			2020-01-21	Cs		stem dead
144	Acalypha diversifolia	acaldi		0200	49.72595	9.46738	498113	902021	1045672		9			2020-01-21	D		dead
145	Acalypha diversifolia	acaldi		0200	51.20256	10.92413	498116	902024	1045675		9	32	1.30	2020-01-21			alive
146	Acalypha diversifolia	acaldi		0200	51.29220	11.50819	498117	902025	1045676	1	9			2020-01-21	D		dead
147	Acalypha diversifolia	acaldi		0200	51.29220	11.50819	498117	902025	1045677	2	9			2020-01-21	D		dead
148	Acalypha diversifolia	acaldi		0200	52.16969	11.86191	498118	902026	1045678		9			2020-01-21	D		dead
149	Acalypha diversifolia	acaldi		0200	53.04736	12.52069	498119	902027	1045679		9			2020-01-21	D		dead
150	Acalypha diversifolia	acaldi		0200	51.25595	13.21027	498120	902028	1045680		9			2020-01-21	D		dead
151	Acalypha diversifolia	acaldi		0200	50.77216	12.49998	498121	902029	1045681		9	45	1.30	2020-01-21			alive
152	Acalypha diversifolia	acaldi		0200	50.60765	13.10992	498122	902030	1045682		9	13	1.30	2020-01-21			alive
153	Acalypha diversifolia	acaldi		0200	52.69210	13.19479	498123	902031	1091354	2	9	19	1.30	2020-01-28			alive
154	Acalypha diversifolia	acaldi		0200	52.69210	13.19479	498123	902031	1045683	1	9			2020-01-21	R;M		broken below
155	Acalypha diversifolia	acaldi		0200	53.50535	13.01532	498124	902032	1045684	1	9	33	1.30	2020-01-21	L;M		alive
156	Acalypha diversifolia	acaldi		0200	53.50535	13.01532	498124	902032	1090341	2	9	16	1.30	2020-01-21			alive
157	Acalypha diversifolia	acaldi		0200	52.33663	13.60201	498125	902033	1045685		9	25	1.30	2020-01-21	L		alive
158	Acalypha diversifolia	acaldi		0200	51.98126	14.07268	498126	902034	1045686		9			2020-01-21	D		dead
159	Acalypha diversifolia	acaldi		0200	51.48587	14.27679	498127	902035	1045687	1	9			2020-01-21	R		broken below
160	Acalypha diversifolia	acaldi		0200	51.48587	14.27679	498127	902035	1045688	2	9			2020-01-21	Ns		stem dead
161	Acalypha diversifolia	acaldi		0200	51.48587	14.27679	498127	902035	1045689	3	9			2020-01-21	Ns		stem dead
162	Acalypha diversifolia	acaldi		0200	51.04207	15.12852	498128	902036	1045690		9			2020-01-21	D		dead
163	Acalypha diversifolia	acaldi		0200	51.42351	15.35656	498129	902037	1045691		9			2020-01-21	D		dead
164	Acalypha diversifolia	acaldi		0200	50.45844	15.84061	498130	902038	1045692		9	13	1.30	2020-01-21	L		alive
165	Acalypha diversifolia	acaldi		0200	51.30000	16.60000	498131	902039	1045693		9			2020-01-21	D		dead
166	Acalypha diversifolia	acaldi		0200	55.25572	7.08848	498135	902043	1045697	1	9	19	1.30	2020-01-21	M		alive
167	Acalypha diversifolia	acaldi		0200	55.25572	7.08848	498135	902043	1090342	2	9	15	1.30	2020-01-21			alive
168	Acalypha diversifolia	acaldi		0200	55.25572	7.08848	498135	902043	1090343	3	9	10	1.30	2020-01-21			alive
169	Acalypha diversifolia	acaldi		0200	47.87355	12.09979	498137	904703	1045699		9	19	1.30	2020-01-21			alive
170	Acalypha diversifolia	acaldi		0200	48.16606	12.20071	498138	904704	1045700		9	31	1.30	2020-01-21			alive
171	Acalypha diversifolia	acaldi		0200	55.72830	11.41610	535492	1002010	1092967	1	9	17	1.30	2020-01-21	L;M		alive
172	Acalypha diversifolia	acaldi		0200	55.72830	11.41610	535492	1002010	1092968	2	9	16	1.30	2020-01-21			alive
173	Acalypha diversifolia	acaldi		0200	55.72830	11.41610	535492	1002010	1092969	3	9	12	1.30	2020-01-21			alive
174	Acalypha diversifolia	acaldi		0200	59.53420	11.24650	535493	1002011	1092970	1	9	43	1.30	2020-01-21	M		alive
175	Acalypha diversifolia	acaldi		0200	59.53420	11.24650	535493	1002011	1092971	2	9	18	1.30	2020-01-21	L		alive
176	Acalypha diversifolia	acaldi		0200	59.53420	11.24650	535493	1002011	1092972	3	9	16	1.30	2020-01-21			alive
177	Acalypha diversifolia	acaldi		0200	51.71330	9.59757	535494	1000692	1092973		9	16	1.30	2020-01-21			alive
178	Acalypha diversifolia	acaldi		0200	51.75390	10.36780	535495	1000691	1092974		9	14	1.30	2020-01-21			alive
179	Acalypha diversifolia	acaldi		0202	53.90000	52.30000	327228	602697	327228		9			2020-01-29	D		dead
180	Acalypha diversifolia	acaldi		0202	46.97566	40.29654	535513	1002028	1092992		9	17	1.30	2020-01-29			alive
181	Acalypha diversifolia	acaldi		0202	46.79972	40.61793	535514	1002029	1092993	1	9	14	1.30	2020-01-29			alive
182	Acalypha diversifolia	acaldi		0202	46.79972	40.61793	535514	1002029	1092994	2	9	12	1.30	2020-01-29			alive
183	Acalypha diversifolia	acaldi		0203	51.20000	69.20000	222242	250691	951196		9			2020-01-31	D		dead
184	Acalypha diversifolia	acaldi		0203	42.70000	61.80000	346539	702693	746630	3	9			2020-01-31	D		dead
185	Acalypha diversifolia	acaldi		0203	42.70000	61.80000	346539	702693	599020	1	9			2020-01-31	D		dead
186	Acalypha diversifolia	acaldi		0203	42.70000	61.80000	346539	702693	683253	2	9			2020-01-31	D		dead
187	Acalypha diversifolia	acaldi		0300	66.40000	16.20000	307269	503010	589385		9			2020-01-30	D		dead
188	Acalypha diversifolia	acaldi		0300	60.30000	9.50000	327244	603012	594742	1	9			2020-01-30	D		dead
189	Acalypha diversifolia	acaldi		0300	60.30000	9.50000	327244	603012	681093	2	9			2020-01-30	D		dead
190	Acalypha diversifolia	acaldi		0300	61.10000	10.30000	327245	603013	594743		9			2020-01-30	D		dead
191	Acalypha diversifolia	acaldi		0300	60.40000	10.70000	327246	603014	594744		9			2020-01-30	D		dead
192	Acalypha diversifolia	acaldi		0300	61.68236	12.22454	498572	903002	1046175	1	9	39	1.30	2020-01-30			alive
193	Acalypha diversifolia	acaldi		0300	61.68236	12.22454	498572	903002	1046176	2	9			2020-01-30	Cs		stem dead
194	Acalypha diversifolia	acaldi		0302	64.28689	54.72890	535860	1003062	1093361	1	9	24	1.30	2020-02-04	L;M		alive
195	Acalypha diversifolia	acaldi		0302	64.28689	54.72890	535860	1003062	1093362	2	9	16	1.30	2020-02-04			alive
196	Acalypha diversifolia	acaldi		0302	66.28514	54.06990	535862	1003064	1093364		9	14	1.30	2020-02-04			alive
197	Acalypha diversifolia	acaldi		0303	74.10000	67.70000	327298	603068	834326		9			2020-02-12	D		dead
198	Acalypha diversifolia	acaldi		0303	77.70000	70.80000	327320	603090	327320	1	9	58	1.30	2020-02-12			alive
199	Acalypha diversifolia	acaldi		0303	77.70000	70.80000	327320	603090	1032440	2	9	57	1.30	2020-02-12			alive
200	Acalypha diversifolia	acaldi		0303	77.70000	70.80000	327320	603090	1032441	3	9			2020-02-12	Cs		stem dead
201	Acalypha diversifolia	acaldi		0303	79.10000	65.40000	327322	603092	745420		9			2020-02-12	D		dead
202	Acalypha diversifolia	acaldi		0303	72.80000	66.30000	347194	703695	599128	1	9			2020-02-12	D		dead
203	Acalypha diversifolia	acaldi		0303	72.80000	66.30000	347194	703695	683304	2	9			2020-02-12	D		dead
204	Acalypha diversifolia	acaldi		0303	78.17649	68.64584	498731	903161	1046347		9	30	1.30	2020-02-12			alive
205	Acalypha diversifolia	acaldi		0303	79.29350	72.89400	535902	1003104	1093404		9	14	1.30	2020-02-12			alive
206	Acalypha diversifolia	acaldi		0303	75.43680	64.36271	535903	1003105	1093405	1	9	12	1.30	2020-02-12			alive
207	Acalypha diversifolia	acaldi		0303	75.43680	64.36271	535903	1003105	1093406	2	9	11	1.30	2020-02-12			alive
208	Acalypha diversifolia	acaldi		0303	75.43680	64.36271	535903	1003105	1093407	3	9	10	1.30	2020-02-12			alive
209	Acalypha diversifolia	acaldi		0402	83.35905	58.56460	536185	1004093	1093703		9	15	1.30	2020-02-03			alive
210	Acalypha diversifolia	acaldi		0403	82.30000	66.30000	327723	604053	984496	6	9			2020-02-04	D		dead
211	Acalypha diversifolia	acaldi		0403	82.30000	66.30000	327723	604053	968185	1	9			2020-02-04	D		dead
212	Acalypha diversifolia	acaldi		0403	82.30000	66.30000	327723	604053	973350	3	9			2020-02-04	D		dead
213	Acalypha diversifolia	acaldi		0403	82.30000	66.30000	327723	604053	977739	4	9			2020-02-04	D		dead
214	Acalypha diversifolia	acaldi		0403	82.30000	66.30000	327723	604053	981354	5	9			2020-02-04	D		dead
215	Acalypha diversifolia	acaldi		0403	82.30000	66.30000	327723	604053	961154	2	9			2020-02-04	D		dead
216	Acalypha diversifolia	acaldi		0403	81.30000	72.30000	327726	604056	327726	1	9	58	1.30	2020-02-04	L;M		alive
217	Acalypha diversifolia	acaldi		0403	81.30000	72.30000	327726	604056	1090832	2	9	25	1.30	2020-02-05			alive
218	Acalypha diversifolia	acaldi		0403	87.40000	67.60000	327745	604075	1032715	2	9	35	1.30	2020-02-04			alive
219	Acalypha diversifolia	acaldi		0403	87.40000	67.60000	327745	604075	1032716	3	9	25	1.30	2020-02-04			alive
220	Acalypha diversifolia	acaldi		0403	87.40000	67.60000	327745	604075	1032717	4	9			2020-02-04	Cs		stem dead
221	Acalypha diversifolia	acaldi		0403	87.40000	67.60000	327745	604075	1032718	5	9			2020-02-04	Cs		stem dead
222	Acalypha diversifolia	acaldi		0403	87.40000	67.60000	327745	604075	327745	1	9			2020-02-04	R		broken below
223	Acalypha diversifolia	acaldi		0403	82.31994	60.91876	536207	1004114	1093726	1	9	10	1.30	2020-02-03	M		alive
224	Acalypha diversifolia	acaldi		0403	82.31994	60.91876	536207	1004114	1093727	2	9	10	1.30	2020-02-03			alive
225	Acalypha diversifolia	acaldi		0403	83.80669	66.21425	536212	1004119	1093732		9	28	1.30	2020-02-03			alive
226	Acalypha diversifolia	acaldi		0403	83.03941	65.83994	536213	1004120	1093733	1	9	28	1.30	2020-02-03	L		alive
227	Acalypha diversifolia	acaldi		0403	83.03941	65.83994	536213	1004120	1093734	2	9	24	1.30	2020-02-03	L		alive
228	Acalypha diversifolia	acaldi		0403	83.03941	65.83994	536213	1004120	1093735	3	9	19	1.30	2020-02-03	L		alive
229	Acalypha diversifolia	acaldi		0403	86.28256	70.29770	536220	1004127	1093742		9	17	1.30	2020-02-03			alive
230	Acalypha diversifolia	acaldi		0404	81.10000	88.60000	328090	604696	834348	1	9	43	1.30	2020-02-10			alive
231	Acalypha diversifolia	acaldi		0404	81.10000	88.60000	328090	604696	866306	2	9	31	1.30	2020-02-10	L		alive
232	Acalypha diversifolia	acaldi		0404	81.30000	92.50000	347269	704072	347267		9	66	1.30	2020-02-10			alive
233	Acalypha diversifolia	acaldi		0404	81.60000	92.70000	347270	704073	1032727	2	9	36	1.30	2020-02-10			alive
