age_CE,06MG-01b_raw,06MG-02a_raw,06MG-03a_raw,06MG-08a_raw,06MG-08b_raw,06MG-15a_raw,06MG-16a_raw,06MG-16b_raw,06MG-21a_raw,06MG-21b_raw,06MG-22a_raw,06MG-22b_raw,07MG-02a_raw,07MG-02b_raw,07MG-04a_raw,07MG-04b_raw,07MG-05a_raw,07MG-05b_raw,07MG-06a_raw,07MG-06b_raw,07MG-07a_raw,07MG-07b_raw,07MG-11a_raw,07MG-11b_raw,06MG-01b_raw_outlier_flag,06MG-02a_raw_outlier_flag,06MG-03a_raw_outlier_flag,06MG-08a_raw_outlier_flag,06MG-08b_raw_outlier_flag,06MG-15a_raw_outlier_flag,06MG-16a_raw_outlier_flag,06MG-16b_raw_outlier_flag,06MG-21a_raw_outlier_flag,06MG-21b_raw_outlier_flag,06MG-22a_raw_outlier_flag,06MG-22b_raw_outlier_flag,07MG-02a_raw_outlier_flag,07MG-02b_raw_outlier_flag,07MG-04a_raw_outlier_flag,07MG-04b_raw_outlier_flag,07MG-05a_raw_outlier_flag,07MG-05b_raw_outlier_flag,07MG-06a_raw_outlier_flag,07MG-06b_raw_outlier_flag,07MG-07a_raw_outlier_flag,07MG-07b_raw_outlier_flag,07MG-11a_raw_outlier_flag,07MG-11b_raw_outlier_flag
1735,NA,NA,NA,NA,NA,1.08,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,0.6,0.86,0.7,0.76,NA,NA,1.02,0.91,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1736,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,1.38,NA,NA,NA,NA,NA,0.7,0.98,0.79,0.98,NA,NA,1.1,0.85,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1737,NA,NA,NA,NA,NA,1.23,NA,NA,NA,NA,1.14,NA,NA,NA,1.61,NA,0.57,0.67,0.54,0.89,NA,NA,1.04,1.08,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1738,NA,NA,NA,NA,NA,1.28,NA,NA,NA,NA,1.29,NA,NA,NA,1.62,NA,0.86,0.86,0.68,0.92,NA,NA,0.93,1.02,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1739,NA,NA,NA,NA,NA,1.31,NA,NA,NA,NA,1.14,NA,NA,NA,1.71,NA,0.76,0.95,0.65,0.95,NA,NA,1.14,1.06,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1740,NA,NA,NA,NA,NA,1.24,NA,NA,NA,NA,1.16,NA,NA,NA,1.71,NA,0.54,0.7,0.57,0.98,NA,NA,0.85,1.12,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1741,NA,NA,NA,NA,NA,1.66,NA,NA,NA,NA,1.26,NA,NA,NA,2.1,NA,0.54,0.63,0.48,1.14,NA,NA,1.12,1.23,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1742,NA,NA,NA,NA,NA,1.58,NA,NA,NA,NA,1.46,NA,NA,NA,1.68,NA,0.66,0.89,0.73,1.27,NA,NA,1.21,1.08,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1743,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,1.3,NA,NA,NA,1.46,NA,0.67,0.66,0.6,0.95,NA,NA,1.08,0.95,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1744,NA,NA,NA,NA,NA,1.24,NA,NA,NA,NA,1.16,NA,NA,NA,1.27,NA,0.54,0.57,0.25,0.89,NA,NA,1.06,1.01,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1745,NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA,0.86,NA,NA,NA,1.01,NA,0.54,0.6,0.41,0.57,NA,NA,0.89,0.66,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1746,NA,NA,NA,NA,NA,1.04,NA,NA,NA,NA,0.99,NA,NA,NA,1.36,NA,0.48,0.66,0.38,0.54,NA,NA,0.91,0.76,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1747,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA,0.93,NA,NA,NA,0.83,NA,0.16,0.57,0.29,0.51,NA,NA,0.76,0.49,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1748,NA,NA,NA,NA,NA,1.28,NA,NA,NA,NA,1.63,NA,NA,NA,0.82,NA,0.54,0.79,0.67,0.76,NA,NA,1.04,0.74,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1749,NA,NA,NA,NA,NA,1.42,NA,NA,NA,NA,1.59,NA,NA,NA,1.36,NA,0.41,0.73,0.54,0.73,NA,NA,1.08,0.66,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1750,NA,NA,NA,NA,NA,1.66,NA,NA,NA,NA,1.26,NA,NA,NA,2.25,NA,0.54,0.66,0.6,0.79,NA,NA,0.99,0.74,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1751,NA,NA,NA,NA,NA,1.49,NA,NA,NA,NA,1.2,NA,NA,NA,1.93,NA,0.6,0.66,0.57,0.92,NA,NA,1.08,0.64,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1752,NA,NA,NA,NA,NA,1.32,NA,NA,NA,NA,0.97,NA,NA,NA,1.61,NA,0.28,0.63,0.23,0.67,NA,NA,0.93,0.64,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1753,NA,NA,NA,NA,NA,1.28,NA,1.03,NA,NA,0.98,NA,NA,NA,1.74,NA,0.19,0.22,0.31,0.35,NA,NA,0.83,0.49,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1754,NA,NA,NA,NA,NA,1.48,NA,1.1,NA,NA,1.04,NA,NA,NA,1.94,NA,0.19,0.79,0.54,0.95,NA,NA,1.04,0.85,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1755,NA,NA,NA,NA,NA,1.28,NA,1.5,NA,NA,0.87,NA,NA,NA,1.3,NA,0.44,0.63,0.67,1.05,NA,NA,1.02,0.78,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1756,NA,NA,NA,NA,NA,1.36,NA,1.03,NA,NA,0.77,NA,NA,NA,2.06,NA,0.32,0.44,0.41,0.64,NA,NA,1.04,0.93,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1757,NA,NA,NA,NA,NA,1.6,NA,1.37,NA,NA,1.03,NA,NA,NA,2.63,NA,0.54,0.7,0.7,0.95,NA,NA,1.1,1.16,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1758,NA,NA,NA,NA,NA,1.56,NA,1.8,NA,NA,1.19,NA,NA,NA,2.25,NA,0.6,1.05,0.82,1.14,NA,NA,1.19,1.02,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1759,NA,NA,NA,NA,NA,1.83,NA,2.05,NA,NA,1.12,NA,NA,NA,2.19,NA,0.41,0.95,0.73,0.92,NA,NA,1.29,0.91,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1760,NA,NA,NA,NA,NA,1.45,NA,2.08,NA,NA,0.9,NA,NA,NA,1.97,NA,0.48,0.79,0.6,0.79,NA,NA,0.89,0.72,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1761,NA,NA,NA,NA,NA,1.13,NA,1.66,NA,NA,0.95,NA,NA,NA,1.91,NA,0.38,0.73,0.67,0.79,NA,NA,1,0.93,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1762,NA,NA,NA,NA,NA,1.3,NA,3.28,NA,NA,0.92,NA,NA,NA,2,NA,0.54,0.57,0.48,0.76,NA,NA,0.85,0.8,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1763,NA,NA,NA,NA,NA,1.54,NA,1.94,NA,NA,1.03,NA,NA,NA,1.84,NA,0.69,0.7,0.6,0.89,NA,NA,1.06,0.74,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1764,NA,NA,NA,NA,NA,1.77,NA,2.33,NA,NA,1.27,NA,NA,NA,2.39,NA,0.52,0.84,0.54,1.11,NA,NA,1.08,0.91,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1765,NA,NA,NA,NA,NA,1.65,NA,2.43,NA,NA,1.36,NA,NA,NA,2.66,NA,0.75,0.87,0.48,1.56,NA,NA,1.1,1.1,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,FALSE
1766,NA,NA,NA,NA,NA,1.28,NA,1.48,NA,NA,1.1,NA,NA,NA,2.16,NA,0.35,0.48,0.38,0.92,NA,NA,0.76,0.49,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1767,NA,NA,NA,NA,NA,1.86,NA,1.42,NA,NA,1.33,NA,NA,NA,2.44,NA,0.57,0.67,0.54,1.27,NA,NA,1.14,0.97,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1768,NA,NA,NA,NA,NA,1.53,NA,1.27,NA,NA,0.88,NA,NA,NA,1.93,NA,0.6,0.54,0.54,0.92,NA,NA,0.91,0.78,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1769,NA,NA,NA,NA,NA,1.37,NA,0.99,NA,NA,0.72,NA,NA,NA,1.9,NA,0.57,0.51,0.54,0.57,NA,NA,0.93,0.49,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1770,NA,NA,NA,NA,NA,1.68,NA,1.3,NA,NA,1.34,NA,NA,NA,2.41,NA,0.89,0.76,0.7,1.24,NA,NA,1.04,1.02,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1771,NA,NA,NA,NA,NA,1.17,NA,1.16,NA,NA,1.04,NA,NA,NA,1.6,NA,0.57,0.64,0.48,1.02,NA,NA,0.85,0.59,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1772,NA,NA,NA,NA,NA,0.93,NA,1.62,NA,NA,0.97,NA,NA,NA,1.59,NA,0.57,0.48,0.44,0.7,NA,NA,1.04,0.72,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1773,NA,NA,NA,NA,NA,0.93,NA,1.48,NA,NA,0.87,NA,NA,NA,1.55,NA,0.35,0.22,0.22,0.44,NA,NA,0.85,0.47,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1774,NA,NA,NA,NA,NA,1.69,NA,2.61,NA,NA,1,NA,NA,NA,1.84,NA,0.64,0.48,0.48,0.79,NA,NA,1.02,0.78,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1775,NA,NA,NA,NA,NA,1.21,NA,2.47,NA,NA,0.84,NA,NA,NA,1.52,NA,0.48,0.42,0.48,0.79,NA,NA,0.85,0.68,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1776,NA,NA,NA,NA,NA,0.87,NA,1.3,NA,NA,0.61,NA,NA,NA,1.27,NA,0.29,0.21,0.29,0.35,NA,NA,0.59,0.38,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1777,NA,NA,NA,NA,NA,1.29,NA,2.29,NA,NA,1.08,NA,NA,NA,1.84,NA,0.32,0.29,0.32,0.73,NA,NA,0.89,0.78,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1778,NA,NA,NA,NA,NA,1.39,NA,2.19,NA,NA,1.32,NA,NA,NA,1.81,NA,0.73,0.54,0.6,1.02,NA,NA,1.12,0.95,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1779,NA,NA,NA,NA,NA,1.19,NA,1.45,NA,NA,1.02,NA,NA,NA,1.3,NA,0.54,0.44,0.41,0.73,NA,NA,0.89,0.53,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1780,NA,NA,NA,NA,NA,1.4,NA,1.02,NA,NA,0.97,NA,NA,NA,1.52,NA,0.29,0.25,0.22,0.48,NA,NA,0.68,0.55,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1781,NA,NA,NA,NA,NA,1.43,NA,1.3,NA,NA,1.17,NA,NA,NA,1.77,1.45,0.57,0.51,0.48,0.76,NA,NA,1.02,0.87,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1782,NA,NA,NA,NA,NA,1.19,NA,1.09,NA,NA,0.95,NA,NA,NA,1.22,1.71,0.48,0.38,0.48,0.73,NA,NA,0.89,0.65,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1783,NA,NA,NA,NA,NA,1.09,NA,1.16,NA,NA,0.89,NA,NA,NA,1.19,1.94,0.33,0.22,0.25,0.51,NA,NA,0.68,0.53,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1784,NA,NA,NA,NA,NA,1.4,NA,1.41,NA,NA,1.27,NA,NA,NA,1.68,1.68,0.68,0.54,0.57,0.89,NA,NA,1.04,0.61,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1785,NA,NA,NA,NA,NA,1.47,NA,1.09,NA,NA,1.18,NA,NA,NA,1.23,2.03,0.38,0.38,0.41,0.6,NA,NA,1.14,0.61,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1786,NA,NA,2.08,NA,NA,1.5,NA,1.02,NA,NA,1.04,NA,NA,NA,1.43,2.94,0.34,0.25,0.29,0.6,NA,NA,0.97,0.83,NA,NA,TRUE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1787,NA,NA,1.45,NA,NA,1.26,NA,0.95,NA,NA,1.17,NA,NA,NA,1.27,2.68,0.46,0.41,0.38,0.57,NA,NA,1.14,0.83,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1788,NA,NA,1.23,NA,NA,1.05,NA,0.13,NA,NA,0.99,NA,NA,NA,1.3,2.96,0.37,0.41,0.32,0.6,NA,NA,0.99,0.8,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1789,NA,NA,1.56,NA,NA,1.15,NA,1.04,NA,NA,1.1,NA,NA,NA,1.86,2.84,0.43,0.41,0.32,0.54,NA,NA,1.08,0.74,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1790,NA,NA,1.26,NA,NA,1.18,NA,1.07,NA,NA,1.03,NA,NA,NA,1.17,2.51,0.43,0.35,0.35,0.54,NA,NA,1.08,0.72,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1791,NA,NA,0.64,NA,NA,1.17,NA,0.87,NA,NA,0.86,NA,NA,NA,1.58,2.27,0.34,0.35,0.25,0.44,NA,NA,0.91,0.66,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1792,NA,NA,1.05,NA,NA,1.18,NA,0.77,NA,NA,0.67,NA,NA,NA,1.52,1.81,0.19,0.22,0.19,0.32,NA,NA,0.91,0.59,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1793,NA,NA,1.12,NA,NA,1.61,NA,1.12,NA,NA,0.87,NA,NA,NA,1.75,2.68,0.4,0.29,0.25,0.45,NA,NA,1.16,0.72,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1794,NA,NA,0.94,NA,NA,1.78,NA,1.25,NA,NA,0.97,NA,NA,NA,1.65,2.28,0.34,0.29,0.25,0.35,NA,NA,1.19,0.74,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1795,NA,NA,1.02,NA,NA,1.92,NA,1.39,NA,NA,0.98,NA,NA,NA,1.97,2.53,0.31,0.25,0.25,0.35,NA,NA,1.14,0.99,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1796,NA,NA,2.71,NA,NA,1.8,NA,1.08,NA,NA,1.04,NA,NA,NA,1.85,2.6,0.41,0.41,0.41,0.51,NA,NA,1.18,0.97,NA,NA,TRUE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1797,NA,NA,1.9,NA,NA,1.8,NA,1.18,NA,NA,1.01,NA,NA,NA,1.67,1.87,0.28,0.29,0.25,0.44,NA,NA,1.1,0.76,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1798,NA,NA,2.1,NA,NA,1.65,NA,0.98,NA,NA,0.96,NA,NA,NA,1.43,1.63,0.38,0.35,0.29,0.44,NA,NA,1.01,0.59,NA,NA,TRUE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1799,NA,NA,1.51,NA,NA,1.62,NA,1.44,NA,2.36,0.82,NA,NA,NA,1.36,2.71,0.41,0.48,0.47,0.7,NA,NA,1.23,0.61,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1800,NA,NA,1.59,NA,NA,1.31,NA,1.25,NA,0.73,0.75,NA,NA,NA,1.42,1.96,0.44,0.35,0.44,0.7,NA,NA,1.03,0.59,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1801,NA,NA,2.24,NA,NA,1.8,NA,1.27,NA,1.17,0.85,NA,NA,NA,1.48,2.62,0.41,0.35,0.44,0.57,NA,NA,1.22,0.61,NA,NA,TRUE,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1802,NA,NA,1.07,NA,NA,1.35,NA,1.22,NA,0.44,0.73,NA,NA,NA,1.38,1.99,0.44,0.38,0.41,0.51,NA,NA,1,0.55,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1803,NA,NA,1.23,NA,NA,1.15,NA,1.49,NA,0.79,0.68,NA,0.13,NA,1.62,2.21,0.32,0.32,0.35,0.44,NA,NA,1.02,0.59,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1804,NA,NA,1.23,NA,NA,1.28,NA,1.42,NA,1.4,1.22,NA,2.98,NA,1.91,1.98,0.6,0.54,0.6,0.79,NA,NA,1.04,0.72,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1805,NA,NA,1.23,NA,NA,1.43,NA,1.43,NA,1,1.06,NA,3.11,NA,1.53,1.49,0.54,0.44,0.41,0.89,NA,NA,1.06,0.66,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1806,NA,NA,1.38,NA,NA,1.82,NA,1.46,NA,1.04,1.3,NA,3.54,1.46,1.78,2.15,0.46,0.38,0.48,0.92,NA,NA,1.25,0.82,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1807,NA,NA,1.04,NA,NA,1.38,NA,1.29,NA,1.01,0.77,NA,2.89,1.93,1.29,2.22,0.47,0.38,0.38,0.57,NA,NA,0.89,0.73,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE
1808,NA,NA,1.19,NA,NA,1.21,NA,1.25,NA,0.81,0.58,NA,3.26,2.54,1.14,1.81,0.51,0.41,0.38,0.6,0.32,NA,0.95,0.7,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
