year,month,PET,BAL,FIT1,FIT3,FIT6,FIT12,FIT24,FIT48
1957,4,0.20,86.70,1.467428438,0.452474861,0.698755776,0.687685921,0.310713397,0.158472873
1957,5,12927.52,-12814.02,0.46312639,0.478635129,0.520932284,0.6876845,0.310712706,0.1584722
1957,6,91204845.87,-91204774.07,0.478268968,0.480028391,0.517915829,0.694392173,0.310459857,0.15877094
1957,7,638171000000.00,-638000000000.00,-0.179055786,-0.171333462,-0.161831823,0.813849469,0.501241663,0.183373543
1957,8,1837950000000.00,-1840000000000.00,0.080402898,0.179490433,0.179505613,1.125811942,0.654263047,0.184949541
1957,9,25415305724.00,-25415305694.00,0.777275348,0.622489219,0.623771866,1.084692871,1.053911481,0.185291488
1957,10,657731376.80,-657731330.00,0.582456948,0.789350301,0.806729758,1.156671008,1.085125931,0.178332255
1957,11,40.34,-18.44,0.71063848,0.88123041,1.018858948,1.130344386,1.08764717,0.18031688
1957,12,0.00,35.50,0.546027309,0.722525838,1.127204966,1.133972734,1.100837701,0.206133004
1958,1,0.00,23.60,0.484835982,0.698826435,1.089387517,1.114783064,1.085255272,0.210231686
1958,2,0.00,33.60,0.452451804,0.520824088,0.922481083,1.11470408,1.085240006,0.210292731
1958,3,0.00,48.50,0.431506709,0.484947786,0.716009459,1.114703669,1.085239872,0.210292937
1958,4,3.03,35.67,0.125631371,0.452474485,0.698755776,1.114703668,1.085239872,0.210292937
1958,5,55624.02,-55591.12,0.45015543,0.472475706,0.520932161,1.114701014,1.085239474,0.210293113
1958,6,136225000000.00,-136000000000.00,-2.117103244,-2.114578277,-0.51447232,1.105191077,1.085676579,0.209322156
1958,7,1311050000000.00,-1310000000000.00,-0.542570191,-0.587485302,-0.578664016,1.109469178,1.153139461,0.842599101
1958,8,41329700000000.00,-41300000000000.00,-1.673248729,-1.433620919,-1.433621634,-0.164612623,0.477767818,0.556542082
1958,9,8090250000000.00,-8090000000000.00,-0.594173028,-1.096765873,-1.097668913,-0.30403412,0.348558265,0.492721383
1958,10,5539794061.00,-5539794055.00,0.581479093,-0.623813116,-0.507073898,-0.317325658,0.350836868,0.496338664
1958,11,175908.53,-175878.23,0.710638369,0.288440386,-0.39051193,-0.32723892,0.346452401,0.49785205
1958,12,0.10,67.40,0.546027309,0.721952169,-0.320321758,-0.287676214,0.385004639,0.526516924
1959,1,0.00,45.70,0.484835982,0.698826365,-0.387063785,-0.282390909,0.385672207,0.526127028
1959,2,0.00,45.00,0.45245188,0.520824088,0.402121363,-0.282228945,0.385743964,0.5261742
1959,3,0.00,27.30,0.430759573,0.484947786,0.715483197,-0.282228326,0.385744187,0.526174355
1959,4,0.29,41.61,0.195656521,0.45247446,0.698755706,-0.282228326,0.385744186,0.526174355
1959,5,79123.58,-79082.68,0.443135242,0.469118246,0.520932093,-0.2822285,0.385743395,0.526173786
1959,6,3678332706.00,-3678332650.00,-0.307610804,-0.303884837,0.455548318,-0.280240237,0.38542438,0.525890824
1959,7,3972090000000.00,-3970000000000.00,-1.153732303,-1.146225281,-1.13893428,-0.36091747,0.311727769,0.596535659
1959,8,18726600000000.00,-18700000000000.00,-1.231649427,-1.052555215,-1.052555118,0.078818416,0.117753439,0.541167439
1959,9,22995800000000.00,-23000000000000.00,-1.307223523,-1.022412377,-1.021437244,-0.223167902,-0.105554086,0.512671062
1959,10,7110093.72,-7110035.32,0.582587359,-0.509891988,-0.432945638,-0.234956822,-0.112939818,0.517245372
1959,11,3229.94,-3204.54,0.710638478,-0.26651852,-0.311596708,-0.245603599,-0.118556623,0.518719382
1959,12,0.06,9.34,0.546027309,0.722602316,-0.240699337,-0.205780397,-0.076683269,0.547541363
1960,1,0.00,28.20,0.484835982,0.698826434,-0.262314645,-0.201088707,-0.070280018,0.546802799
1960,2,0.00,54.40,0.452451943,0.520824088,-0.130618719,-0.200928897,-0.070186692,0.546848756
1960,3,0.00,70.30,0.432276146,0.484947787,0.716079614,-0.20092829,-0.070186373,0.546848906
1960,4,174.37,-147.37,-0.766813345,0.452473551,0.698755774,-0.20092829,-0.070186373,0.546848906
1960,5,651721.60,-651660.60,0.29112526,0.391914479,0.520930444,-0.200928535,-0.07018721,0.546848275
1960,6,6332757370.00,-6332757341.00,-0.580113909,-0.576313709,0.412757127,-0.200995701,-0.069265007,0.547887696
1960,7,2733780000000.00,-2730000000000.00,-0.947783003,-0.940700758,-0.932796311,-0.220146349,-0.122654689,0.52097941
1960,8,87746500000000.00,-87700000000000.00,-2.052629113,-1.849517822,-1.849518565,-0.923366067,-0.454092961,0.025146724
1960,9,49470800000000.00,-49500000000000.00,-1.792798896,-1.773450951,-1.772815993,-1.079051559,-0.66018019,-0.189754951
1960,10,44849622437.00,-44849622417.00,0.57365102,-1.302257108,-1.210586044,-1.095001867,-0.671072987,-0.203847189
1960,11,33433.67,-33406.87,0.710638459,-0.760237976,-1.136650922,-1.098778453,-0.676102172,-0.20158223
1960,12,0.84,25.96,0.546027309,0.717347517,-1.094929331,-1.068950231,-0.639431317,-0.180224741
1961,1,0.00,8.10,0.484835981,0.698826422,-1.139467441,-1.061039066,-0.629698012,-0.172552491
1961,2,0.00,23.30,0.452451736,0.520824088,-0.631896436,-1.060897872,-0.629605089,-0.172485054
1961,3,0.00,35.60,0.431052008,0.484947785,0.711257859,-1.060897321,-0.629604758,-0.172484822
1961,4,3.41,76.99,0.922814968,0.452474606,0.698755763,-1.060897321,-0.629604758,-0.172484822
1961,5,38393.30,-38319.00,0.455363234,0.474957008,0.520932211,-1.060897175,-0.629605487,-0.172485469
1961,6,2421849596.00,-2421849565.00,-0.121234279,-0.117721736,0.476761383,-1.060770015,-0.629713124,-0.172651281
1961,7,4241570000000.00,-4240000000000.00,-1.189466715,-1.181838441,-1.174656969,-1.106672852,-0.672842878,-0.213884938
1961,8,7303970000000.00,-7300000000000.00,-0.667327573,-0.632814752,-0.632812247,-0.439813463,-0.619663175,-0.233195711
1961,9,95960748317.00,-95960748157.00,0.750141215,-0.069295858,-0.06807019,0.632277174,-0.486621004,-0.225375354
1961,10,16082296.80,-16082284.40,0.58258556,0.444302179,0.367934354,0.657092115,-0.496978215,-0.240038018
1961,11,14173.03,-14136.13,0.710638471,0.873909303,0.543378286,0.637529185,-0.502378487,-0.237760948
1961,12,0.00,42.10,0.546027309,0.72260126,0.639441939,0.664827881,-0.463233827,-0.2168736
1962,1,0.00,64.90,0.484835983,0.698826429,0.743527027,0.657854188,-0.45416782,-0.208956345
1962,2,0.00,52.10,0.452451927,0.520824088,0.916432164,0.657912496,-0.454072165,-0.208888817
1962,3,0.00,22.40,0.430586975,0.484947786,0.716078646,0.657912664,-0.454071828,-0.208888585
1962,4,0.05,60.65,0.489767121,0.452474601,0.69875577,0.657912664,-0.454071828,-0.208888585
1962,5,61343283.20,-61343238.70,-1.583386698,-1.2242438,0.520755706,0.657908783,-0.45407295,-0.208889466
1962,6,138587639.70,-138587582.20,0.45932426,0.43747304,0.515940878,0.657527919,-0.454172411,-0.208508998
1962,7,1535460000000.00,-1540000000000.00,-0.628311661,-0.619801224,-0.611053504,0.78261386,-0.490291388,-0.235917452
1962,8,3974470000000.00,-3970000000000.00,-0.310670034,-0.19907214,-0.199070606,0.966872182,0.196842702,-0.07541634
1962,9,3119960000000.00,-3120000000000.00,-0.005942578,0.108254972,0.109610737,0.76308749,0.897335528,-0.048328323
1962,10,36498803055.00,-36498803034.00,0.575307255,0.458334112,0.489799672,0.794122969,0.91952248,-0.060646389
1962,11,4074068.07,-4074053.37,0.710635896,0.601882148,0.674412831,0.772927882,0.919791267,-0.058452855
1962,12,2.58,9.32,0.546027309,0.718323123,0.773694818,0.795213524,0.941335618,-0.035308882
1963,1,0.00,61.00,0.484835983,0.698824819,0.757755009,0.785407914,0.930374303,-0.028759534
1963,2,0.00,33.20,0.452451802,0.520824088,0.684531961,0.785435489,0.93038536,-0.028693291
1963,3,0.00,32.60,0.43094631,0.484947786,0.712153277,0.785435528,0.930385333,-0.028693064
1963,4,201.64,-176.74,-0.834004181,0.452472964,0.69875416,0.785435527,0.930385332,-0.028693064
1963,5,9503072.62,-9503052.22,-0.641468856,-0.273826193,0.520904957,0.785436194,0.930384587,-0.028693773
1963,6,6332757370.00,-6332757291.00,-0.580113905,-0.577045181,0.412618808,0.784570676,0.9298955,-0.028881379
1963,7,4431100000000.00,-4430000000000.00,-1.213167196,-1.206054936,-1.198948302,0.660118369,0.930154171,-0.058963719
1963,8,42516400000000.00,-42500000000000.00,-1.688236801,-1.487576339,-1.487577213,-0.285646488,0.335259756,-0.160442626
1963,9,485007000000.00,-485000000000.00,0.612632401,-1.049025536,-1.048100905,-0.251776846,0.314305009,-0.056402393
1963,10,706216000000.00,-706000000000.00,0.452775009,-0.54103946,-0.468897881,-0.274909873,0.305462879,-0.071970634
1963,11,4451630.62,-4451612.52,0.710635656,0.766580811,-0.349874706,-0.285199167,0.300870678,-0.069770048
1963,12,3.36,34.94,0.546027309,0.643450199,-0.280239629,-0.245478175,0.340122024,-0.046762725
1964,1,0.00,23.50,0.484835982,0.69882467,-0.296346617,-0.240489747,0.341484542,-0.040115451
1964,2,0.00,21.80,0.452451726,0.520824088,0.826551923,-0.240328764,0.341559424,-0.040049063
1964,3,0.00,58.30,0.431852565,0.484947786,0.643161209,-0.24032815,0.341559661,-0.040048836
1964,4,0.01,60.79,0.492574601,0.452474639,0.698754011,-0.24032815,0.34155966,-0.040048836
1964,5,3846.61,-3817.01,0.465885972,0.479932632,0.52093231,-0.240328206,0.341559633,-0.040049496
1964,6,14697708921.00,-14697708860.00,-1.032046743,-1.028370901,0.29306678,-0.240471851,0.341113085,-0.040261799
1964,7,3120100000000.00,-3120000000000.00,-1.021042345,-1.015387127,-1.007701098,-0.259997745,0.289722606,-0.069910157
1964,8,26257800000000.00,-26300000000000.00,-1.425331728,-1.210539413,-1.210539774,0.083806817,0.04262486,0.26657682
1964,9,633279000000.00,-633000000000.00,0.564909931,-0.719707869,-0.718892748,0.064444534,0.06441386,0.602508823
1964,10,10267581243.00,-10267581237.00,0.580533337,-0.223467892,-0.153303143,0.07595949,0.059780819,0.611463273
1964,11,3867522.84,-3867496.44,0.710636027,0.818599425,-0.013641276,0.062425298,0.054404787,0.612746045
1964,12,0.00,84.30,0.546027309,0.72139659,0.067185773,0.101328176,0.095990095,0.642229508
1965,1,0.00,80.80,0.484835983,0.698824901,0.04748401,0.103109203,0.100601092,0.639830683
1965,2,0.00,15.10,0.452451681,0.520824088,0.870390641,0.10325091,0.100688991,0.639870666
1965,3,0.00,46.30,0.431429256,0.484947786,0.714973499,0.103251435,0.100689284,0.639870794
1965,4,0.00,33.60,0.102882793,0.452474334,0.698754242,0.103251435,0.100689284,0.639870794
1965,5,118528.20,-118473.60,0.431522663,0.463529316,0.52093198,0.103250899,0.100688547,0.639870179
1965,6,67086688.79,-67086647.59,0.488106722,0.489776761,0.518352813,0.103452399,0.100533619,0.639612333
1965,7,368905000000.00,-369000000000.00,0.050604367,0.057220396,0.066834181,0.138854831,0.105318476,0.643498629
1965,8,2053530000000.00,-2050000000000.00,0.030128376,0.188127852,0.188143233,1.121742167,0.681953573,0.708386698
1965,9,48397839060.00,-48397839011.00,0.768352938,0.625875354,0.627159514,1.091328028,0.651656009,0.679814768
1965,10,48524422.05,-48524419.45,0.582579057,0.771456963,0.80864395,1.158902026,0.6752703,0.692467159
1965,11,5158448.71,-5158391.31,0.710635208,0.878879958,1.020962896,1.132538575,0.673029012,0.693566849
1965,12,0.01,31.89,0.546027309,0.722596842,1.129367441,1.136023925,0.703883255,0.723558736
1966,1,0.00,15.40,0.484835982,0.698824389,1.071639486,1.116766515,0.698632471,0.719610689
1966,2,0.00,24.10,0.452451741,0.520824088,0.920540243,1.116686747,0.698674775,0.719644862
1966,3,0.00,17.00,0.43039682,0.484947784,0.716074593,1.116686333,0.698674876,0.719644969
1966,4,495.25,-460.45,-1.230866703,0.452470912,0.69875373,1.116686332,0.698674875,0.719644969
1966,5,356928.45,-356891.35,0.365152665,0.430539103,0.520931292,1.116683659,0.69867419,0.719644925
1966,6,984766589.80,-984766552.80,0.185316514,0.188076192,0.501841233,1.115669871,0.698567499,0.719345208
1966,7,2005510000000.00,-2010000000000.00,-0.775594358,-0.767321654,-0.758938809,1.055986398,0.706304537,0.686165184
1966,8,7076120000000.00,-7080000000000.00,-0.648244096,-0.486508042,-0.486504197,0.785052759,1.168126495,0.676202474
1966,9,547624000000.00,-548000000000.00,0.592194395,0.045445995,0.046752333,0.718444158,1.086441811,0.671173014
1966,10,2031077185.00,-2031077152.00,0.582181746,0.432691026,0.448512515,0.747601079,1.11968758,0.68367256
1966,11,12006.83,-11988.63,0.710638473,0.827837511,0.629957228,0.726974245,1.12274513,0.684793073
1966,12,0.09,57.61,0.546027309,0.722364427,0.728156935,0.751073513,1.133954912,0.714732425
1967,1,0.00,56.20,0.484835983,0.69882643,0.731742051,0.742267884,1.117319753,0.710958253
1967,2,0.00,53.00,0.452451933,0.520824088,0.878122243,0.742306426,1.11729841,0.710993089
1967,3,0.00,51.90,0.431626757,0.484947787,0.71586139,0.742306511,1.117298251,0.710993198
1967,4,1696.85,-1656.75,-1.787112497,0.452463378,0.69875577,0.74230651,1.11729825,0.710993198
1967,5,12116.67,-12083.17,0.463350143,0.478488581,0.520932282,0.742304929,1.117297852,0.710992688
1967,6,234272984.70,-234272937.90,0.42252348,0.424531496,0.515317916,0.741793561,1.116824834,0.71075661
1967,7,38770918515.00,-38770918466.00,0.50006958,0.502207064,0.511372149,0.847595385,1.14904084,0.721828684
1967,8,2505730000000.00,-2510000000000.00,-0.065536449,0.168603862,0.168618771,1.119874815,1.167322118,1.200391606
1967,9,214289000000.00,-214000000000.00,0.70624583,0.594559358,0.595835759,1.073820567,1.079447383,1.134720849
1967,10,593410526.60,-593410502.90,0.582469839,0.726535933,0.791155898,1.138541406,1.112003726,1.190228535
1967,11,5195.44,-5169.04,0.710638477,0.861596275,1.001752097,1.112510403,1.114939964,1.189753598
1967,12,0.00,81.50,0.546027309,0.722533398,1.109621766,1.117286511,1.126597664,1.221747354
1968,1,0.00,13.40,0.484835982,0.698826433,1.027002209,1.098642249,1.110199371,1.205237085
1968,2,0.00,73.30,0.452452069,0.520824088,0.90623458,1.09856957,1.110179397,1.20521952
1968,3,0.00,9.80,0.430143288,0.484947785,0.716016394,1.098569186,1.110179244,1.205219438
1968,4,0.46,37.34,0.144602405,0.452474503,0.698755774,1.098569185,1.110179243,1.205219438
1968,5,1901.27,-1853.87,0.466489586,0.480206332,0.520932316,1.09856659,1.110178844,1.20521908
1968,6,15280073.45,-15280059.75,0.50970375,0.511317792,0.519298665,1.097648734,1.10973636,1.205017557
1968,7,837482000000.00,-837000000000.00,-0.309617829,-0.301442817,-0.292094273,1.092593558,1.164406365,1.21227997
